sequence,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFXgBdmB5mBi?iBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBRhBunB/?rBasB0pB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBamBRiBW?sB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFUgBRhBunB/?rBasBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFNlBUhB3iBq?pBxrBzrB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFOlBdmBRiBC?nB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Jex/IvhFXhBiiBTkBe?qB9rBcsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFRgB3iBmlBq?rBUnBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB/pBq?rBTnBOqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB2pBq?rBTnBXqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFamBRiBXlBu?rBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeXAJvhFdmBRiB2pBS?sBzrB0pB
LIZTOJS,O,X,O,X,O,O,X,X,X,X,X,X
LIZTOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LIZJTSO,O,X,O,X,O,X,X,X,X,X,O,X
LIZJTOS,O,X,O,X,O,X,X,X,X,X,O,X
LIZJSTO,O,X,O,X,O,X,X,X,X,X,O,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,O,X
LIZJOTS,O,X,O,X,X,X,X,X,X,X,O,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,O,X
LIZSTJO,O,X,X,X,O,O,X,X,X,X,O,X
LIZSTOJ,O,X,O,X,O,O,X,X,X,X,X,X
LIZSJTO,O,X,X,X,O,O,X,X,X,X,O,X
LIZSJOT,X,X,X,X,X,O,X,X,X,X,O,X
LIZSOTJ,O,X,X,X,X,O,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,O,X,X,X,X,X,X
LIZOTJS,O,X,O,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,X,O,O,O,X,X
LIOTJZS,O,X,X,X,O,X,X,O,X,O,X,X
LIOTSJZ,O,X,X,X,O,X,X,O,O,O,X,X
LIOTSZJ,O,X,X,X,O,X,X,X,O,X,X,X
LIOTZJS,O,X,O,X,O,X,X,X,X,O,X,X
LIOTZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LIOJTSZ,O,X,X,X,O,X,X,O,O,O,X,X
LIOJTZS,O,X,X,X,O,X,X,O,X,O,X,X
LIOJSTZ,X,X,X,X,O,X,X,O,O,O,X,X
LIOJSZT,X,X,X,X,X,X,X,X,O,O,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,O,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,O,X,X
LIOSTJZ,X,X,X,X,O,X,X,O,O,O,X,X
LIOSTZJ,X,X,X,X,O,X,X,X,O,X,X,X
LIOSJTZ,X,X,X,X,O,X,X,O,O,O,X,X
LIOSJZT,X,X,X,X,X,X,X,X,O,O,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,O,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,O,X,X,X
LIOZTJS,O,X,O,X,X,X,X,X,X,O,X,X
LIOZTSJ,O,X,O,X,X,X,X,X,O,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,O,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,O,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,O,X,X,X
LJTISZO,O,X,O,X,O,X,O,O,X,X,X,X
LJTISOZ,X,X,X,X,O,X,X,O,X,X,X,O
LJTIZSO,O,X,O,X,O,X,O,O,X,X,X,X
LJTIZOS,O,O,O,X,O,X,O,X,X,O,X,X
LJTIOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LJTIOZS,X,X,O,X,O,X,X,X,X,O,X,O
LJTSIZO,O,O,O,O,O,X,O,O,X,X,X,X
LJTSIOZ,X,O,X,O,O,X,X,O,X,X,X,O
LJTSZIO,O,O,O,O,O,X,O,O,X,X,O,X
LJTSZOI,O,O,O,O,O,X,O,O,O,O,O,O
LJTSOIZ,X,O,X,O,O,X,O,O,O,O,X,O
LJTSOZI,X,O,X,O,O,X,O,O,O,O,X,O
LJTZISO,O,X,O,O,O,X,O,O,X,X,O,X
LJTZIOS,O,O,O,X,O,X,O,X,X,O,O,X
LJTZSIO,O,O,O,O,O,X,O,O,X,X,O,X
LJTZSOI,O,O,O,O,O,X,O,O,X,O,O,O
LJTZOIS,O,O,O,X,O,X,O,X,X,O,O,O
LJTZOSI,O,O,O,X,O,X,O,X,X,O,O,O
LJTOISZ,X,X,X,X,O,X,O,O,O,O,X,O
LJTOIZS,X,X,O,X,O,X,O,X,X,O,X,O
LJTOSIZ,X,X,X,X,O,X,O,O,O,O,X,O
LJTOSZI,X,X,X,X,O,X,O,O,O,O,X,O
LJTOZIS,X,X,O,X,O,X,O,X,X,O,X,O
LJTOZSI,X,X,O,X,O,X,O,X,X,O,X,O
LJITSZO,O,X,O,X,O,X,O,O,X,X,X,X
LJITSOZ,X,X,X,X,O,X,X,O,X,X,X,O
LJITZSO,O,X,O,X,O,X,O,O,X,X,X,X
LJITZOS,O,X,O,X,O,X,O,X,X,O,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LJITOZS,X,X,O,X,O,X,X,X,X,O,X,O
LJISTZO,X,X,O,X,O,X,O,O,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,O,X,X,X,O
LJISZTO,X,X,O,X,O,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,O,X,O,X,O,X,X,X,X,X
LJIZTOS,O,X,O,X,O,X,O,X,X,O,X,X
LJIZSTO,O,X,O,X,O,X,O,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,O,X,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,O,X,X
LJIOTZS,X,X,O,X,O,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIZO,X,O,O,O,O,X,O,O,X,X,X,X
LJSTIOZ,X,O,X,O,O,X,X,O,X,X,X,O
LJSTZIO,X,O,O,O,O,X,O,O,X,X,O,X
LJSTZOI,X,O,O,O,O,X,O,O,O,O,O,O
LJSTOIZ,X,O,X,O,O,X,O,O,O,O,X,O
LJSTOZI,X,O,X,O,O,X,O,O,O,O,X,O
LJSITZO,X,O,O,O,O,X,O,O,X,X,X,X
LJSITOZ,X,O,X,O,O,X,X,O,X,X,X,O
LJSIZTO,X,O,O,O,O,X,X,X,X,X,X,X
LJSIZOT,X,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
LJSIOZT,X,O,X,O,X,X,X,X,X,X,X,X
LJSZTIO,X,O,O,O,O,X,X,O,X,X,O,X
LJSZTOI,X,O,O,O,O,X,X,O,O,O,O,O
LJSZITO,X,O,O,O,O,X,X,X,X,X,O,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJSZOTI,X,O,X,O,X,X,X,X,O,O,O,X
LJSZOIT,X,O,X,O,X,X,X,X,O,O,O,X
LJSOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
LJSOTZI,X,O,X,O,O,X,O,O,O,O,X,O
LJSOITZ,X,O,X,O,O,X,O,O,O,O,X,X
LJSOIZT,X,O,X,O,X,X,X,X,O,O,X,X
LJSOZTI,X,O,X,O,X,X,X,O,O,O,X,X
LJSOZIT,X,O,X,O,X,X,X,X,O,O,X,X
LJZTISO,O,X,O,X,O,X,O,O,X,X,O,X
LJZTIOS,O,O,O,X,O,X,O,X,X,O,O,X
LJZTSIO,O,O,O,X,O,X,O,O,X,X,O,X
LJZTSOI,O,O,O,X,O,X,O,O,X,O,O,O
LJZTOIS,O,O,O,X,O,X,O,X,X,O,O,O
LJZTOSI,O,O,O,X,O,X,O,X,X,O,O,O
LJZITSO,O,X,O,X,O,X,O,X,X,X,O,X
LJZITOS,O,X,O,X,O,X,O,X,X,O,O,X
LJZISTO,O,X,O,X,O,X,O,X,X,X,O,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,O,X
LJZIOTS,O,X,O,X,X,X,O,X,X,O,O,X
LJZIOST,X,X,X,X,X,X,O,X,X,O,O,X
LJZSTIO,O,O,O,X,O,X,O,O,X,X,O,X
LJZSTOI,O,O,O,X,O,X,O,O,X,O,O,O
LJZSITO,O,O,O,X,O,X,O,X,X,X,O,X
LJZSIOT,X,O,X,X,X,X,X,X,X,X,O,X
LJZSOTI,X,O,X,X,X,X,O,X,X,O,O,X
LJZSOIT,X,O,X,X,X,X,O,X,X,O,O,X
LJZOTIS,O,O,O,X,X,X,O,X,X,O,O,X
LJZOTSI,O,O,O,X,X,X,O,X,X,O,O,X
LJZOITS,O,X,O,X,X,X,O,X,X,O,O,X
LJZOIST,X,X,X,X,X,X,O,X,X,O,O,X
LJZOSTI,X,O,X,X,X,X,O,X,X,O,O,X
LJZOSIT,X,O,X,X,X,X,O,X,X,O,O,X
LJOTISZ,X,X,X,X,O,X,O,O,O,O,X,O
LJOTIZS,X,X,O,X,O,X,O,O,X,O,X,O
LJOTSIZ,X,X,X,O,O,X,O,O,O,O,X,O
LJOTSZI,X,X,X,O,O,X,O,O,O,O,X,O
LJOTZIS,X,X,O,O,O,X,O,O,X,O,X,O
LJOTZSI,X,X,O,O,O,X,O,O,X,O,X,O
LJOITSZ,X,X,X,X,O,X,O,O,O,O,X,X
LJOITZS,X,X,O,X,O,X,O,O,X,O,X,X
LJOISTZ,X,X,X,X,O,X,O,O,O,O,X,X
LJOISZT,X,X,X,X,X,X,X,X,O,O,X,X
LJOIZTS,X,X,O,X,X,X,O,X,X,O,X,X
LJOIZST,X,X,X,X,X,X,O,X,X,O,X,X
LJOSTIZ,X,X,X,O,O,X,O,O,O,O,X,O
LJOSTZI,X,X,X,O,O,X,O,O,O,O,X,O
LJOSITZ,X,X,X,O,O,X,O,O,O,O,X,X
LJOSIZT,X,X,X,O,X,X,X,X,O,O,X,X
LJOSZTI,X,X,X,O,X,X,X,O,O,O,X,X
LJOSZIT,X,X,X,O,X,X,X,X,O,O,X,X
LJOZTIS,X,X,O,X,X,X,O,O,X,O,X,X
LJOZTSI,X,X,O,X,X,X,O,O,X,O,X,X
LJOZITS,X,X,O,X,X,X,O,X,X,O,X,X
LJOZIST,X,X,X,X,X,X,O,X,X,O,X,X
LJOZSTI,X,X,X,X,X,X,O,O,X,O,X,X
LJOZSIT,X,X,X,X,X,X,O,X,X,O,X,X
LSTIJZO,X,O,X,O,O,O,X,O,X,X,X,X
LSTIJOZ,X,O,X,O,O,O,X,O,X,X,X,O
LSTIZJO,X,O,X,O,O,O,O,X,X,X,O,X
LSTIZOJ,X,O,O,O,O,O,O,X,O,X,X,X
LSTIOJZ,X,O,X,O,O,O,X,X,O,X,X,X
LSTIOZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSTJIZO,X,O,O,O,O,O,O,O,X,X,X,X
LSTJIOZ,X,O,X,O,O,O,X,O,X,X,X,O
LSTJZIO,X,O,O,O,O,O,O,O,X,X,O,X
LSTJZOI,X,O,O,O,O,O,O,O,O,O,O,O
LSTJOIZ,X,O,X,O,O,O,O,O,O,O,X,O
LSTJOZI,X,O,X,O,O,O,O,O,O,O,X,O
LSTZIJO,X,O,X,O,O,O,O,X,X,X,O,X
LSTZIOJ,X,O,O,O,O,O,O,X,O,X,X,X
LSTZJIO,X,O,O,O,O,O,O,O,X,X,O,X
LSTZJOI,X,O,O,O,O,O,O,O,O,X,O,O
LSTZOIJ,X,O,O,O,X,O,O,X,O,X,X,X
LSTZOJI,X,O,O,O,O,O,O,X,O,X,O,X
LSTOIJZ,X,O,X,O,O,O,X,O,O,O,X,X
LSTOIZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSTOJIZ,X,O,X,O,O,O,X,O,O,O,X,O
LSTOJZI,X,O,X,O,O,O,X,O,O,O,X,O
LSTOZIJ,X,O,X,O,X,O,X,X,O,X,X,X
LSTOZJI,X,O,X,O,O,O,X,O,O,X,O,X
LSITJZO,X,O,X,O,O,O,X,O,X,X,X,X
LSITJOZ,X,O,X,O,O,O,X,O,X,X,X,X
LSITZJO,X,O,X,O,O,O,O,X,X,X,O,X
LSITZOJ,X,O,O,O,O,O,O,X,O,X,X,X
LSITOJZ,X,O,X,O,O,O,X,X,O,X,X,X
LSITOZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSIJTZO,X,O,X,O,O,O,X,O,X,X,X,X
LSIJTOZ,X,O,X,O,O,O,X,O,X,X,X,X
LSIJZTO,X,O,X,O,O,O,X,X,X,X,X,X
LSIJZOT,X,O,X,O,X,O,X,X,X,X,X,X
LSIJOTZ,X,O,X,O,O,X,X,X,X,X,X,X
LSIJOZT,X,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,X,O,X,O,O,O,X,X,X,X,O,X
LSIZTOJ,X,O,O,O,O,O,X,X,O,X,X,X
LSIZJTO,X,O,X,O,O,O,X,X,X,X,O,X
LSIZJOT,X,O,X,O,X,O,X,X,X,X,O,X
LSIZOTJ,X,O,X,O,X,O,X,X,O,X,X,X
LSIZOJT,X,O,X,O,X,O,X,X,O,X,X,X
LSIOTJZ,X,O,X,O,O,O,X,O,O,X,X,X
LSIOTZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSIOJTZ,X,O,X,O,O,X,X,O,O,X,X,X
LSIOJZT,X,O,X,O,X,X,X,X,O,X,X,X
LSIOZTJ,X,O,X,O,X,O,X,X,O,X,X,X
LSIOZJT,X,O,X,O,X,O,X,X,O,X,X,X
LSJTIZO,X,O,O,O,O,O,O,O,X,X,X,X
LSJTIOZ,X,O,X,O,O,O,X,O,X,X,X,O
LSJTZIO,X,O,O,O,O,O,O,O,X,X,O,X
LSJTZOI,X,O,O,O,O,O,O,O,O,O,O,O
LSJTOIZ,X,O,X,O,O,O,O,O,O,O,X,O
LSJTOZI,X,O,X,O,O,O,O,O,O,O,X,O
LSJITZO,X,O,O,O,O,O,O,O,X,X,X,X
LSJITOZ,X,O,X,O,O,O,X,O,X,X,X,O
LSJIZTO,X,O,O,O,O,O,X,X,X,X,X,X
LSJIZOT,X,O,X,O,X,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
LSJIOZT,X,O,X,O,X,X,X,X,X,X,X,X
LSJZTIO,X,O,O,O,O,O,X,O,X,X,O,X
LSJZTOI,X,O,O,O,O,O,X,O,O,O,O,O
LSJZITO,X,O,O,O,O,O,X,X,X,X,O,X
LSJZIOT,X,O,X,O,X,O,X,X,X,X,O,X
LSJZOTI,X,O,X,O,X,O,X,X,O,O,O,X
LSJZOIT,X,O,X,O,X,O,X,X,O,O,O,X
LSJOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
LSJOTZI,X,O,X,O,O,X,O,O,O,O,X,O
LSJOITZ,X,O,X,O,O,X,O,O,O,O,X,X
LSJOIZT,X,O,X,O,X,X,X,X,O,O,X,X
LSJOZTI,X,O,X,O,X,X,X,O,O,O,X,X
LSJOZIT,X,O,X,O,X,X,X,X,O,O,X,X
LSZTIJO,X,O,X,O,O,O,X,X,X,X,O,X
LSZTIOJ,X,O,O,O,O,O,X,X,O,X,X,X
LSZTJIO,X,O,O,O,O,O,X,O,X,X,O,X
LSZTJOI,X,O,O,O,O,O,X,O,O,X,O,X
LSZTOIJ,X,O,O,O,X,O,X,X,O,X,X,X
LSZTOJI,X,O,O,O,O,O,X,X,O,X,O,X
LSZITJO,X,O,X,O,O,O,X,X,X,X,O,X
LSZITOJ,X,O,O,O,O,O,X,X,O,X,X,X
LSZIJTO,X,O,X,O,O,O,X,X,X,X,O,X
LSZIJOT,X,O,X,O,X,O,X,X,X,X,O,X
LSZIOTJ,X,O,X,O,X,O,X,X,O,X,X,X
LSZIOJT,X,O,X,O,X,O,X,X,O,X,X,X
LSZJTIO,X,O,O,O,O,O,X,O,X,X,O,X
LSZJTOI,X,O,O,O,O,O,X,O,O,X,O,X
LSZJITO,X,O,O,O,O,O,X,X,X,X,O,X
LSZJIOT,X,O,X,O,X,O,X,X,X,X,O,X
LSZJOTI,X,O,X,O,X,O,X,X,O,X,O,X
LSZJOIT,X,O,X,O,X,O,X,X,O,X,O,X
LSZOTIJ,X,O,X,O,X,O,X,X,O,X,X,X
LSZOTJI,X,O,X,O,X,O,X,O,O,X,O,X
LSZOITJ,X,O,X,O,X,O,X,X,O,X,X,X
LSZOIJT,X,O,X,O,X,O,X,X,O,X,X,X
LSZOJTI,X,O,X,O,X,O,X,O,O,X,O,X
LSZOJIT,X,O,X,O,X,O,X,X,O,X,O,X
LSOTIJZ,X,O,X,O,O,O,X,O,O,O,X,X
LSOTIZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSOTJIZ,X,O,X,O,O,O,X,O,O,O,X,X
LSOTJZI,X,O,X,O,O,O,X,O,O,O,X,X
LSOTZIJ,X,O,X,O,X,O,X,X,O,X,X,X
LSOTZJI,X,O,X,O,O,O,X,O,O,X,O,X
LSOITJZ,X,O,X,O,O,O,X,O,O,O,X,X
LSOITZJ,X,O,X,O,O,O,X,X,O,X,X,X
LSOIJTZ,X,O,X,O,O,X,X,O,O,O,X,X
LSOIJZT,X,O,X,O,X,X,X,X,O,O,X,X
LSOIZTJ,X,O,X,O,X,O,X,X,O,X,X,X
LSOIZJT,X,O,X,O,X,O,X,X,O,X,X,X
LSOJTIZ,X,O,X,O,O,X,X,O,O,O,X,X
LSOJTZI,X,O,X,O,O,X,X,O,O,O,X,X
LSOJITZ,X,O,X,O,O,X,X,O,O,O,X,X
LSOJIZT,X,O,X,O,X,X,X,X,O,O,X,X
LSOJZTI,X,O,X,O,X,X,X,O,O,O,X,X
LSOJZIT,X,O,X,O,X,X,X,X,O,O,X,X
LSOZTIJ,X,O,X,O,X,O,X,X,O,X,X,X
LSOZTJI,X,O,X,O,X,O,X,O,O,X,O,X
LSOZITJ,X,O,X,O,X,O,X,X,O,X,X,X
LSOZIJT,X,O,X,O,X,O,X,X,O,X,X,X
LSOZJTI,X,O,X,O,X,O,X,O,O,X,O,X
LSOZJIT,X,O,X,O,X,O,X,X,O,X,O,X
LZTIJSO,O,X,O,X,O,X,O,X,X,X,O,X
LZTIJOS,O,O,O,X,O,O,O,X,X,X,O,X
LZTISJO,O,X,X,X,O,X,O,X,X,X,O,X
LZTISOJ,O,X,O,X,O,X,O,X,X,X,X,X
LZTIOJS,O,O,O,X,O,O,O,X,X,X,X,X
LZTIOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LZTJISO,O,X,O,X,O,X,O,O,X,X,O,X
LZTJIOS,O,O,O,X,O,O,O,X,X,O,O,X
LZTJSIO,O,O,O,X,O,O,O,O,X,X,O,X
LZTJSOI,O,O,O,X,O,O,O,O,X,O,O,O
LZTJOIS,O,O,O,X,O,O,O,X,X,O,O,O
LZTJOSI,O,O,O,X,O,O,O,X,X,O,O,O
LZTSIJO,O,O,X,X,O,O,O,X,X,X,O,X
LZTSIOJ,O,O,O,X,O,O,O,X,O,X,X,X
LZTSJIO,O,O,O,X,O,O,O,O,X,X,O,X
LZTSJOI,O,O,O,X,O,O,O,O,O,X,O,O
LZTSOIJ,O,O,O,X,X,O,O,X,O,X,X,X
LZTSOJI,O,O,O,X,O,O,O,X,O,X,O,X
LZTOIJS,O,O,O,X,O,O,O,X,X,O,X,X
LZTOISJ,O,X,O,X,O,X,X,X,O,X,X,X
LZTOJIS,O,O,O,X,O,O,O,X,X,O,O,X
LZTOJSI,O,O,O,X,O,O,O,X,X,O,O,X
LZTOSIJ,O,O,O,X,X,O,O,X,O,X,X,X
LZTOSJI,O,O,O,X,O,O,O,X,O,X,O,X
LZITJSO,O,X,O,X,O,X,O,X,X,X,O,X
LZITJOS,O,X,O,X,O,O,O,X,X,X,O,X
LZITSJO,O,X,X,X,O,X,O,X,X,X,O,X
LZITSOJ,O,X,O,X,O,X,O,X,X,X,X,X
LZITOJS,O,X,O,X,O,O,O,X,X,X,X,X
LZITOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LZIJTSO,O,X,O,X,O,X,O,X,X,X,O,X
LZIJTOS,O,X,O,X,O,X,O,X,X,X,O,X
LZIJSTO,O,X,O,X,O,X,O,X,X,X,O,X
LZIJSOT,X,X,X,X,X,X,X,X,X,X,O,X
LZIJOTS,O,X,O,X,X,X,O,X,X,X,O,X
LZIJOST,O,X,X,X,X,X,O,X,X,X,O,X
LZISTJO,O,X,X,X,O,O,X,X,X,X,O,X
LZISTOJ,O,X,O,X,O,O,X,X,X,X,X,X
LZISJTO,O,X,X,X,O,O,X,X,X,X,O,X
LZISJOT,X,X,X,X,X,O,X,X,X,X,O,X
LZISOTJ,O,X,X,X,X,O,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,O,X,X,X,X,X,X
LZIOTJS,O,X,O,X,X,O,O,X,X,X,X,X
LZIOTSJ,O,X,O,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,O,X,X,X,O,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,O,X,X,X,X,X
LZIOSTJ,O,X,X,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X,X,X,X
LZJTISO,O,X,O,X,O,X,O,O,X,X,O,X
LZJTIOS,O,O,O,X,O,O,O,X,X,O,O,X
LZJTSIO,O,O,O,X,O,O,O,O,X,X,O,X
LZJTSOI,O,O,O,X,O,O,O,O,X,O,O,O
LZJTOIS,O,O,O,X,O,O,O,X,X,O,O,O
LZJTOSI,O,O,O,X,O,O,O,X,X,O,O,O
LZJITSO,O,X,O,X,O,X,O,X,X,X,O,X
LZJITOS,O,X,O,X,O,X,O,X,X,O,O,X
LZJISTO,O,X,O,X,O,X,O,X,X,X,O,X
LZJISOT,X,X,X,X,X,X,X,X,X,X,O,X
LZJIOTS,O,X,O,X,X,X,O,X,X,O,O,X
LZJIOST,O,X,X,X,X,X,O,X,X,O,O,X
LZJSTIO,O,O,O,X,O,O,O,O,X,X,O,X
LZJSTOI,O,O,O,X,O,O,O,O,X,O,O,O
LZJSITO,O,O,O,X,O,X,O,X,X,X,O,X
LZJSIOT,X,O,X,X,X,X,X,X,X,X,O,X
LZJSOTI,X,O,X,X,X,O,O,X,X,O,O,X
LZJSOIT,X,O,X,X,X,X,O,X,X,O,O,X
LZJOTIS,O,O,O,X,X,O,O,X,X,O,O,X
LZJOTSI,O,O,O,X,X,O,O,X,X,O,O,X
LZJOITS,O,X,O,X,X,X,O,X,X,O,O,X
LZJOIST,O,X,X,X,X,X,O,X,X,O,O,X
LZJOSTI,O,O,X,X,X,O,O,X,X,O,O,X
LZJOSIT,O,O,X,X,X,X,O,X,X,O,O,X
LZSTIJO,O,O,X,X,O,O,O,X,X,X,O,X
LZSTIOJ,O,O,O,X,O,O,O,X,O,X,X,X
LZSTJIO,O,O,O,X,O,O,O,O,X,X,O,X
LZSTJOI,O,O,O,X,O,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,X,X,O,O,X,O,X,X,X
LZSTOJI,O,O,O,X,O,O,O,X,O,X,O,X
LZSITJO,O,O,X,X,O,O,X,X,X,X,O,X
LZSITOJ,O,O,O,X,O,O,X,X,O,X,X,X
LZSIJTO,O,O,X,X,O,O,X,X,X,X,O,X
LZSIJOT,X,O,X,X,X,O,X,X,X,X,O,X
LZSIOTJ,O,O,X,X,X,O,X,X,O,X,X,X
LZSIOJT,O,O,X,X,X,O,X,X,O,X,X,X
LZSJTIO,O,O,O,X,O,O,O,O,X,X,O,X
LZSJTOI,O,O,O,X,O,O,O,O,O,X,O,X
LZSJITO,O,O,O,X,O,O,O,X,X,X,O,X
LZSJIOT,X,O,X,X,X,O,X,X,X,X,O,X
LZSJOTI,X,O,X,X,X,O,O,X,O,X,O,X
LZSJOIT,X,O,X,X,X,O,O,X,O,X,O,X
LZSOTIJ,O,O,X,X,X,O,X,X,O,X,X,X
LZSOTJI,O,O,X,X,X,O,O,O,O,X,O,X
LZSOITJ,O,O,X,X,X,O,X,X,O,X,X,X
LZSOIJT,O,O,X,X,X,O,X,X,O,X,X,X
LZSOJTI,O,O,X,X,X,O,O,O,O,X,O,X
LZSOJIT,O,O,X,X,X,O,O,X,O,X,O,X
LZOTIJS,O,O,O,X,X,O,O,X,X,O,X,X
LZOTISJ,O,X,O,X,X,X,X,X,O,X,X,X
LZOTJIS,O,O,O,X,X,O,O,O,X,O,O,X
LZOTJSI,O,O,O,X,X,O,O,O,X,O,O,X
LZOTSIJ,O,O,O,X,X,O,O,X,O,X,X,X
LZOTSJI,O,O,O,X,X,O,O,O,O,X,O,X
LZOITJS,O,X,O,X,X,O,O,X,X,O,X,X
LZOITSJ,O,X,O,X,X,X,X,X,O,X,X,X
LZOIJTS,O,X,O,X,X,X,O,X,X,O,X,X
LZOIJST,O,X,X,X,X,X,O,X,X,O,X,X
LZOISTJ,O,X,X,X,X,O,X,X,O,X,X,X
LZOISJT,O,X,X,X,X,O,X,X,O,X,X,X
LZOJTIS,O,O,O,X,X,O,O,O,X,O,O,X
LZOJTSI,O,O,O,X,X,O,O,O,X,O,O,X
LZOJITS,O,X,O,X,X,X,O,X,X,O,O,X
LZOJIST,O,X,X,X,X,X,O,X,X,O,O,X
LZOJSTI,O,O,X,X,X,O,O,O,X,O,O,X
LZOJSIT,O,O,X,X,X,X,O,X,X,O,O,X
LZOSTIJ,O,O,X,X,X,O,X,X,O,X,X,X
LZOSTJI,O,O,X,X,X,O,O,O,O,X,O,X
LZOSITJ,O,O,X,X,X,O,X,X,O,X,X,X
LZOSIJT,O,O,X,X,X,O,X,X,O,X,X,X
LZOSJTI,O,O,X,X,X,O,O,O,O,X,O,X
LZOSJIT,O,O,X,X,X,O,O,X,O,X,O,X
LOTIJSZ,O,X,X,X,O,X,X,O,O,O,X,X
LOTIJZS,O,X,X,X,O,X,X,O,X,O,X,X
LOTISJZ,O,X,X,X,O,X,X,O,O,O,X,X
LOTISZJ,O,X,X,X,O,X,X,X,O,X,X,X
LOTIZJS,O,X,O,X,O,X,X,X,X,O,X,X
LOTIZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LOTJISZ,O,X,X,X,O,X,O,O,O,O,X,O
LOTJIZS,O,X,O,X,O,X,O,O,X,O,X,O
LOTJSIZ,O,X,X,O,O,X,O,O,O,O,X,O
LOTJSZI,O,X,X,O,O,X,O,O,O,O,X,O
LOTJZIS,O,X,O,O,O,X,O,O,X,O,X,O
LOTJZSI,O,X,O,O,O,X,O,O,X,O,X,O
