sequence,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFumBcnBTjByqBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBOnBXjBStBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JeGBJvhFxiBilBXnBToBUr?B1xB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemBCiBTjBXnBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBxiBesBCoBFr?BXtB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhFGjBTlBlnBirBXt?B0rB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBiiB+oB3nBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFFiB6oB0mBznBmq?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemB6oBRnB3rBzs?BFsB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhF+oBilBfsBlnBUr?BzsB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFihB+oBRnBFrBXs?BzsB
JTSIOZL,X,X,O,O,X,X,X,O,X,X,X
JTSLIZO,X,X,O,X,O,X,O,O,X,O,X
JTSLIOZ,X,X,O,X,X,X,X,O,X,X,X
JTSLZIO,X,X,O,X,O,X,O,O,X,O,X
JTSLZOI,X,X,O,X,O,X,O,O,X,O,X
JTSLOIZ,X,X,O,X,X,X,X,X,X,X,X
JTSLOZI,X,X,O,X,X,X,X,X,X,O,X
JTSZILO,X,X,O,O,O,X,O,O,X,X,O
JTSZIOL,X,X,O,O,O,X,O,O,X,X,O
JTSZLIO,X,X,O,O,O,X,O,O,X,O,O
JTSZLOI,X,X,O,O,O,X,O,O,X,O,O
JTSZOIL,X,X,O,O,O,X,O,O,X,X,O
JTSZOLI,X,X,O,O,O,X,O,O,X,X,O
JTSOILZ,X,X,O,X,X,X,X,X,X,X,X
JTSOIZL,X,X,O,O,X,X,X,X,X,X,X
JTSOLIZ,X,X,O,X,X,X,X,X,X,X,X
JTSOLZI,X,X,O,X,X,X,X,X,X,O,X
JTSOZIL,X,X,O,O,X,X,X,X,X,X,X
JTSOZLI,X,X,O,O,X,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,X,O,O,X,X,O
JTZILOS,O,X,X,O,O,X,O,O,X,X,X
JTZISLO,O,X,X,O,O,X,O,O,X,X,O
JTZISOL,O,X,X,O,O,X,O,O,X,X,O
JTZIOLS,O,X,X,O,O,X,O,O,X,X,X
JTZIOSL,O,X,X,O,O,X,O,O,X,X,X
JTZLISO,O,X,X,X,X,X,X,O,X,O,O
JTZLIOS,O,X,O,X,O,X,X,O,X,X,X
JTZLSIO,O,X,O,O,O,X,O,O,X,O,O
JTZLSOI,O,X,O,O,O,X,O,O,X,O,O
JTZLOIS,O,X,O,X,O,X,X,X,X,X,X
JTZLOSI,O,X,O,O,O,X,O,O,X,X,O
JTZSILO,O,X,O,O,O,X,O,O,X,X,O
JTZSIOL,O,X,O,O,O,X,O,O,X,X,O
JTZSLIO,O,X,O,O,O,X,O,O,X,O,O
JTZSLOI,O,X,O,O,O,X,O,O,X,O,O
JTZSOIL,O,X,O,O,O,X,O,O,X,X,O
JTZSOLI,O,X,O,O,O,X,O,O,X,X,O
JTZOILS,O,X,O,O,O,X,X,O,X,X,X
JTZOISL,O,X,O,O,O,X,O,O,X,X,X
JTZOLIS,O,X,O,X,O,X,X,X,X,X,X
JTZOLSI,O,X,O,O,O,X,O,O,X,X,O
JTZOSIL,O,X,O,O,O,X,O,O,X,X,O
JTZOSLI,O,X,O,O,O,X,O,O,X,X,O
JTOILSZ,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,O,X,X,X,X,X,X,X,X
JTOISLZ,X,X,O,X,X,X,X,X,X,X,X
JTOISZL,X,X,O,X,X,X,X,X,X,X,X
JTOIZLS,X,X,O,X,X,X,X,X,X,X,X
JTOIZSL,X,X,O,X,X,X,X,X,X,X,X
JTOLISZ,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,X,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X,X,X,X,X
JTOLZIS,O,X,O,X,X,X,X,X,X,X,X
JTOLZSI,O,X,O,X,X,X,X,X,X,X,X
JTOSILZ,X,X,O,X,X,X,X,X,X,X,X
JTOSIZL,X,X,O,O,X,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,X,X,X,X,X,X,X
JTOSLZI,X,X,O,X,X,X,X,X,X,O,X
JTOSZIL,X,X,O,O,X,X,X,X,X,X,X
JTOSZLI,X,X,O,O,X,X,X,X,X,X,X
JTOZILS,O,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,X,O,O,X,X,X,X,X,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,X,O,O,X,X,X,X,X,X,X
JTOZSLI,O,X,O,O,X,X,X,X,X,X,X
JITLSZO,O,O,X,X,X,X,X,O,X,X,X
JITLSOZ,O,X,X,X,X,X,X,O,X,X,X
JITLZSO,O,O,X,X,X,X,X,O,X,X,X
JITLZOS,O,O,X,X,X,X,X,O,X,X,X
JITLOSZ,O,X,X,X,X,X,X,O,X,X,X
JITLOZS,O,X,X,X,X,X,X,O,X,X,X
JITSLZO,X,X,X,X,X,X,O,O,X,O,X
JITSLOZ,X,X,X,X,X,X,X,O,X,X,X
JITSZLO,X,X,X,O,X,X,O,O,X,X,X
JITSZOL,X,X,X,O,X,X,O,O,X,X,X
JITSOLZ,X,X,X,X,X,X,X,O,X,X,X
JITSOZL,X,X,X,O,X,X,X,O,X,X,X
JITZLSO,O,O,X,O,X,X,O,O,X,X,X
JITZLOS,O,O,X,O,O,X,O,O,X,X,X
JITZSLO,O,O,X,O,X,X,O,O,X,X,X
JITZSOL,O,O,X,O,O,X,O,O,X,X,X
JITZOLS,O,O,X,O,O,X,O,O,X,X,X
JITZOSL,O,O,X,O,O,X,O,O,X,X,X
JITOLSZ,O,X,X,X,X,X,X,O,X,X,X
JITOLZS,O,X,X,X,X,X,X,O,X,X,X
JITOSLZ,X,X,X,X,X,X,X,O,X,X,X
JITOSZL,X,X,X,O,X,X,X,O,X,X,X
JITOZLS,O,X,X,O,X,X,X,O,X,X,X
JITOZSL,O,X,X,O,X,X,X,O,X,X,X
JILTSZO,O,O,X,X,X,X,X,O,X,X,X
JILTSOZ,O,X,X,X,X,X,X,O,X,X,X
JILTZSO,O,O,X,X,X,X,X,O,X,O,X
JILTZOS,O,O,X,X,X,X,X,O,X,X,X
JILTOSZ,O,X,X,X,X,X,X,O,X,X,X
JILTOZS,O,X,X,X,X,X,X,O,X,X,X
JILSTZO,O,O,X,X,X,X,O,O,X,O,X
JILSTOZ,O,X,X,X,X,X,X,O,X,X,X
JILSZTO,O,O,X,X,X,X,O,O,X,O,X
JILSZOT,O,O,X,X,X,X,O,O,X,O,X
JILSOTZ,X,X,X,X,X,X,X,O,X,X,X
JILSOZT,O,O,X,X,X,X,O,O,X,X,X
JILZTSO,O,O,X,X,X,X,O,O,X,O,X
JILZTOS,O,O,X,X,O,X,O,O,X,X,X
JILZSTO,O,O,X,X,X,X,O,O,X,O,X
JILZSOT,O,O,X,X,X,X,O,O,X,O,X
JILZOTS,O,O,X,X,X,X,X,O,X,X,X
JILZOST,O,O,X,X,X,X,X,O,X,O,X
JILOTSZ,X,X,X,X,X,X,X,O,X,X,X
JILOTZS,X,X,X,X,X,X,X,O,X,X,X
JILOSTZ,X,X,X,X,X,X,X,O,X,X,X
JILOSZT,O,O,X,X,X,X,X,O,X,X,X
JILOZTS,O,O,X,X,X,X,X,O,X,X,X
JILOZST,O,O,X,X,X,X,X,O,X,O,X
JISTLZO,X,X,X,X,X,X,O,O,X,O,X
JISTLOZ,X,X,X,X,X,X,X,O,X,X,X
JISTZLO,X,X,X,O,O,X,O,O,X,X,X
JISTZOL,X,X,X,O,O,X,O,O,X,X,X
JISTOLZ,X,X,X,X,X,X,X,O,X,X,X
JISTOZL,X,X,X,O,X,X,X,O,X,X,X
JISLTZO,O,O,X,X,O,X,O,O,X,O,X
JISLTOZ,X,X,X,X,X,X,X,O,X,X,X
JISLZTO,O,O,X,X,O,X,O,O,X,X,X
JISLZOT,O,O,X,X,O,X,O,O,X,X,X
JISLOTZ,X,X,X,X,X,X,X,O,X,X,X
JISLOZT,O,O,X,X,O,X,O,O,X,X,X
JISZTLO,O,O,X,O,O,X,O,O,X,X,O
JISZTOL,O,O,X,O,O,X,O,O,X,X,O
JISZLTO,O,O,X,O,O,X,O,O,X,X,X
JISZLOT,O,O,X,O,O,X,O,O,X,X,X
JISZOTL,X,X,X,O,O,X,O,O,X,X,X
JISZOLT,X,X,X,O,X,X,O,O,X,X,X
JISOTLZ,X,X,X,X,X,X,X,O,X,X,X
JISOTZL,X,X,X,X,X,X,X,O,X,X,X
JISOLTZ,X,X,X,X,X,X,X,O,X,X,X
JISOLZT,X,X,X,X,X,X,O,O,X,X,X
JISOZTL,X,X,X,X,O,X,O,O,X,X,X
JISOZLT,X,X,X,X,X,X,O,O,X,X,X
JIZTLSO,O,O,X,O,X,X,O,O,X,X,O
JIZTLOS,O,O,X,O,O,X,O,O,X,X,X
JIZTSLO,O,O,X,O,O,X,O,O,X,X,O
JIZTSOL,O,O,X,O,O,X,O,O,X,X,O
JIZTOLS,O,O,X,O,O,X,O,O,X,X,X
JIZTOSL,O,O,X,O,O,X,O,O,X,X,X
JIZLTSO,O,O,X,O,X,X,O,O,X,O,X
JIZLTOS,O,O,X,O,O,X,O,O,X,X,X
JIZLSTO,O,O,X,O,X,X,O,O,X,O,X
JIZLSOT,O,O,X,O,X,X,O,O,X,O,X
JIZLOTS,O,O,X,X,X,X,X,O,X,X,X
JIZLOST,O,O,X,X,X,X,X,O,X,O,X
JIZSTLO,O,O,X,O,O,X,O,O,X,X,O
JIZSTOL,O,O,X,O,O,X,O,O,X,X,O
JIZSLTO,O,O,X,O,O,X,O,O,X,X,X
JIZSLOT,O,O,X,O,O,X,O,O,X,X,X
JIZSOTL,X,X,X,O,O,X,O,O,X,X,X
JIZSOLT,X,X,X,O,X,X,O,O,X,X,X
JIZOTLS,O,O,X,O,O,X,O,O,X,X,X
JIZOTSL,O,O,X,O,O,X,O,O,X,X,X
JIZOLTS,O,O,X,X,X,X,X,O,X,X,X
JIZOLST,O,O,X,X,X,X,X,O,X,X,X
JIZOSTL,X,X,X,O,X,X,O,O,X,X,X
JIZOSLT,X,X,X,O,X,X,O,O,X,X,X
JIOTLSZ,X,X,X,X,X,X,X,O,X,X,X
JIOTLZS,X,X,X,X,X,X,X,O,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,O,X,X,X
JIOTSZL,X,X,X,X,X,X,X,O,X,X,X
JIOTZLS,X,X,X,X,X,X,X,O,X,X,X
JIOTZSL,X,X,X,X,X,X,X,O,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,O,X,X,X
JIOLTZS,X,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,X,X,X,X,X,X,X,O,X,X,X
JIOLSZT,O,O,X,X,X,X,X,O,X,X,X
JIOLZTS,O,O,X,X,X,X,X,O,X,X,X
JIOLZST,O,O,X,X,X,X,X,O,X,X,X
JIOSTLZ,X,X,X,X,X,X,X,O,X,X,X
JIOSTZL,X,X,X,X,X,X,X,O,X,X,X
JIOSLTZ,X,X,X,X,X,X,X,O,X,X,X
JIOSLZT,X,X,X,X,X,X,O,O,X,X,X
JIOSZTL,X,X,X,X,X,X,O,O,X,X,X
JIOSZLT,X,X,X,X,X,X,O,O,X,X,X
JIOZTLS,O,O,X,X,O,X,O,O,X,X,X
JIOZTSL,O,O,X,X,O,X,O,O,X,X,X
JIOZLTS,O,O,X,X,X,X,X,O,X,X,X
JIOZLST,O,O,X,X,X,X,X,O,X,X,X
JIOZSTL,X,X,X,X,X,X,O,O,X,X,X
JIOZSLT,X,X,X,X,X,X,O,O,X,X,X
JLTISZO,X,X,X,X,X,X,X,O,X,X,X
JLTISOZ,X,X,X,X,X,X,X,O,X,X,X
JLTIZSO,X,X,X,X,X,X,X,O,X,O,X
JLTIZOS,X,X,X,X,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,O,X,X,X
JLTIOZS,X,X,O,X,X,X,X,O,X,X,X
JLTSIZO,X,X,O,X,X,X,X,O,X,O,X
JLTSIOZ,X,X,O,X,X,X,X,O,X,X,X
JLTSZIO,O,X,O,X,X,X,X,O,X,O,X
JLTSZOI,O,X,O,X,X,X,X,O,X,O,X
JLTSOIZ,X,X,O,X,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,O,X
JLTZISO,O,X,X,X,X,X,X,O,X,O,X
JLTZIOS,O,X,O,X,X,X,X,X,X,X,X
JLTZSIO,O,X,O,X,X,X,X,O,X,O,X
JLTZSOI,O,X,O,X,X,X,X,O,X,O,X
JLTZOIS,O,X,O,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,O,X,X,X
JLTOISZ,X,X,O,X,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,O,X,X,X
JLITSOZ,O,X,X,X,X,X,X,O,X,X,X
JLITZSO,O,X,X,X,X,X,X,O,X,O,X
JLITZOS,O,X,X,X,X,X,X,O,X,X,X
JLITOSZ,O,X,O,X,X,X,X,O,X,X,X
JLITOZS,O,X,O,X,X,X,X,O,X,X,X
JLISTZO,O,X,X,X,X,X,O,O,X,O,X
JLISTOZ,O,X,X,X,X,X,X,O,X,X,X
JLISZTO,O,X,X,X,X,X,O,O,X,O,X
JLISZOT,O,X,X,X,X,X,O,O,X,O,X
JLISOTZ,X,X,X,X,X,X,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,O,O,X,X,X
JLIZTSO,O,X,X,X,X,X,O,O,X,O,X
JLIZTOS,O,X,O,X,O,X,O,O,X,X,X
JLIZSTO,O,X,X,X,X,X,O,O,X,O,X
JLIZSOT,O,X,X,X,X,X,O,O,X,O,X
JLIZOTS,O,X,X,X,X,X,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,X,O,X,O,X
JLIOTSZ,X,X,O,X,X,X,X,O,X,X,X
JLIOTZS,X,X,O,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,O,X,X,X
JLIOSZT,O,X,X,X,X,X,X,O,X,X,X
JLIOZTS,O,X,O,X,X,X,X,O,X,X,X
JLIOZST,O,X,X,X,X,X,X,O,X,O,X
JLSTIZO,X,O,X,X,O,O,O,O,X,O,X
JLSTIOZ,X,X,X,X,X,O,X,O,X,X,X
JLSTZIO,O,O,X,X,O,O,O,O,X,O,X
JLSTZOI,O,O,X,X,O,X,O,O,X,O,X
JLSTOIZ,X,X,O,X,X,O,X,X,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X,O,X
JLSITZO,O,O,X,X,O,X,O,O,X,O,X
JLSITOZ,O,X,X,X,X,X,X,O,X,X,X
JLSIZTO,O,O,X,X,O,X,O,O,X,O,X
JLSIZOT,O,O,X,X,O,X,O,O,X,O,X
JLSIOTZ,X,X,X,X,X,X,X,O,X,X,X
JLSIOZT,O,O,X,X,O,X,O,O,X,X,X
JLSZTIO,X,O,X,X,O,X,O,O,X,O,O
JLSZTOI,X,O,O,X,O,X,O,O,X,O,O
JLSZITO,X,O,X,X,O,X,O,O,X,O,X
JLSZIOT,X,O,X,X,O,X,O,O,X,O,X
JLSZOTI,X,O,X,X,O,X,O,O,X,O,X
JLSZOIT,X,O,X,X,O,X,O,X,X,O,X
JLSOTIZ,X,X,O,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X,O,X
JLSOITZ,X,X,O,X,X,X,X,O,X,X,X
JLSOIZT,X,O,X,X,O,X,O,O,X,X,X
JLSOZTI,X,O,X,X,O,X,O,O,X,X,X
JLSOZIT,X,O,X,X,O,X,O,X,X,X,X
JLZTISO,X,X,X,X,X,X,X,O,X,O,O
JLZTIOS,X,X,O,X,O,X,X,O,X,X,X
JLZTSIO,X,O,O,X,O,X,O,O,X,O,O
JLZTSOI,X,O,O,X,O,X,O,O,X,O,O
JLZTOIS,X,X,O,X,O,X,X,X,O,X,X
JLZTOSI,X,O,O,X,O,X,O,O,O,X,O
JLZITSO,X,O,X,X,X,X,O,O,X,O,X
JLZITOS,X,O,O,X,O,X,O,O,X,X,X
JLZISTO,X,O,X,X,X,X,O,O,X,O,X
JLZISOT,X,O,X,X,X,X,O,O,X,O,X
JLZIOTS,X,O,X,X,X,X,X,O,O,X,X
JLZIOST,X,O,X,X,X,X,X,O,O,O,X
JLZSTIO,X,O,X,X,O,X,O,O,X,O,O
JLZSTOI,X,O,O,X,O,X,O,O,X,O,O
JLZSITO,X,O,X,X,O,X,O,O,X,O,X
JLZSIOT,X,O,X,X,O,X,O,O,X,O,X
JLZSOTI,X,O,X,X,O,X,O,O,O,O,X
JLZSOIT,X,O,X,X,O,X,O,X,O,O,X
JLZOTIS,X,X,O,X,X,X,X,X,O,X,X
JLZOTSI,X,X,O,X,X,X,X,O,O,X,X
JLZOITS,X,X,O,X,X,X,X,X,O,X,X
JLZOIST,X,X,X,X,X,X,X,X,O,O,X
JLZOSTI,X,X,X,X,X,X,X,O,O,O,X
JLZOSIT,X,X,X,X,X,X,X,X,O,O,X
JLOTISZ,X,X,O,X,X,X,X,X,X,X,X
JLOTIZS,X,X,O,X,X,X,X,X,X,X,X
JLOTSIZ,X,X,O,X,X,X,X,X,X,X,X
JLOTSZI,X,X,O,X,X,X,X,X,X,X,X
JLOTZIS,X,X,O,X,X,X,X,X,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,O,X,X,X
JLOITZS,X,X,O,X,X,X,X,O,X,X,X
JLOISTZ,X,X,O,X,X,X,X,O,X,X,X
JLOISZT,X,X,X,X,X,X,X,O,O,X,X
JLOIZTS,X,X,O,X,X,X,X,O,O,X,X
JLOIZST,X,X,X,X,X,X,X,O,O,O,X
JLOSTIZ,X,X,O,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X,O,X
JLOSITZ,X,X,O,X,X,X,X,O,X,X,X
JLOSIZT,X,X,X,X,X,X,X,O,O,X,X
JLOSZTI,X,X,X,X,X,X,X,O,O,X,X
JLOSZIT,X,X,X,X,X,X,X,X,O,X,X
JLOZTIS,X,X,O,X,X,X,X,X,O,X,X
JLOZTSI,X,X,O,X,X,X,X,O,O,X,X
JLOZITS,X,X,O,X,X,X,X,X,O,X,X
JLOZIST,X,X,X,X,X,X,X,X,O,O,X
JLOZSTI,X,X,X,X,X,X,X,O,O,O,X
JLOZSIT,X,X,X,X,X,X,X,X,O,O,X
JSTILZO,X,X,X,X,X,O,X,O,X,O,X
JSTILOZ,X,X,X,X,X,O,X,O,X,X,X
JSTIZLO,X,X,X,X,O,O,X,O,X,X,X
JSTIZOL,X,X,X,X,O,O,X,O,X,X,X
JSTIOLZ,X,X,X,X,X,O,X,O,X,X,X
JSTIOZL,X,X,X,X,X,O,X,O,X,X,X
JSTLIZO,X,X,X,X,O,O,O,O,X,O,X
JSTLIOZ,X,X,X,X,X,O,X,O,X,X,X
JSTLZIO,X,X,X,X,O,O,O,O,X,O,X
JSTLZOI,X,X,X,X,O,X,O,O,X,O,X
JSTLOIZ,X,X,X,X,X,O,X,X,X,X,X
JSTLOZI,X,X,X,X,X,O,X,X,X,O,X
JSTZILO,X,X,X,X,O,O,O,O,X,X,O
JSTZIOL,X,X,X,X,O,O,O,O,X,X,O
JSTZLIO,X,X,X,X,O,O,O,O,X,O,O
JSTZLOI,X,X,X,X,O,X,O,O,X,O,O
JSTZOIL,X,X,X,X,O,O,O,O,X,X,O
JSTZOLI,X,X,X,X,O,O,O,O,X,X,O
JSTOILZ,X,X,X,X,X,O,X,X,X,X,X
JSTOIZL,X,X,X,X,X,O,X,X,X,X,X
JSTOLIZ,X,X,X,X,X,O,X,X,X,X,X
JSTOLZI,X,X,X,X,X,O,X,X,X,O,X
JSTOZIL,X,X,X,X,X,O,X,X,X,X,X
JSTOZLI,X,X,X,X,X,O,X,X,X,X,X
JSITLZO,X,X,X,X,X,O,O,O,X,O,X
JSITLOZ,X,X,X,X,X,O,X,O,X,X,X
JSITZLO,X,X,X,X,O,O,O,O,X,X,X
JSITZOL,X,X,X,X,O,O,O,O,X,X,X
JSITOLZ,X,X,X,X,X,O,X,O,X,X,X
JSITOZL,X,X,X,X,X,O,X,O,X,X,X
JSILTZO,X,X,X,X,O,X,O,O,X,O,X
JSILTOZ,X,X,X,X,X,X,X,O,X,X,X
JSILZTO,X,X,X,X,O,X,O,O,X,X,X
JSILZOT,X,X,X,X,O,X,O,O,X,X,X
JSILOTZ,X,X,X,X,X,X,X,O,X,X,X
JSILOZT,X,X,X,X,O,X,O,O,X,X,X
JSIZTLO,X,X,X,X,O,X,O,O,X,X,O
JSIZTOL,X,X,X,X,O,X,O,O,X,X,O
JSIZLTO,X,X,X,X,O,X,O,O,X,X,X
JSIZLOT,X,X,X,X,O,X,O,O,X,X,X
JSIZOTL,X,X,X,X,O,X,O,O,X,X,X
JSIZOLT,X,X,X,X,X,X,O,O,X,X,X
JSIOTLZ,X,X,X,X,X,O,X,O,X,X,X
JSIOTZL,X,X,X,X,X,O,X,O,X,X,X
JSIOLTZ,X,X,X,X,X,O,X,O,X,X,X
JSIOLZT,X,X,X,X,X,O,O,O,X,X,X
JSIOZTL,X,X,X,X,O,O,O,O,X,X,X
JSIOZLT,X,X,X,X,X,O,O,O,X,X,X
JSLTIZO,X,X,X,X,O,O,O,O,X,O,X
JSLTIOZ,X,X,X,X,X,O,X,O,X,X,X
JSLTZIO,X,X,X,X,O,O,O,O,X,O,X
JSLTZOI,X,X,X,X,O,X,O,O,X,O,X
JSLTOIZ,X,X,X,X,X,O,X,X,X,X,X
JSLTOZI,X,X,X,X,X,O,X,X,X,O,X
JSLITZO,X,X,X,X,O,X,O,O,X,O,X
JSLITOZ,X,X,X,X,X,X,X,O,X,X,X
JSLIZTO,X,X,X,X,O,X,O,O,X,O,X
JSLIZOT,X,X,X,X,O,X,O,O,X,O,X
JSLIOTZ,X,X,X,X,X,X,X,O,X,X,X
JSLIOZT,X,X,X,X,O,X,O,O,X,X,X
JSLZTIO,X,X,X,X,O,X,O,O,X,O,O
JSLZTOI,X,X,X,X,O,X,O,O,X,O,O
JSLZITO,X,X,X,X,O,X,O,O,X,O,X
JSLZIOT,X,X,X,X,O,X,O,O,X,O,X
JSLZOTI,X,X,X,X,O,X,O,O,X,O,X
JSLZOIT,X,X,X,X,O,X,O,X,X,O,X
JSLOTIZ,X,X,X,X,X,O,X,X,X,X,X
JSLOTZI,X,X,X,X,X,O,X,X,X,O,X
JSLOITZ,X,X,X,X,X,O,X,O,X,X,X
JSLOIZT,X,X,X,X,O,O,O,O,X,X,X
JSLOZTI,X,X,X,X,O,X,O,O,X,X,X
JSLOZIT,X,X,X,X,O,O,O,X,X,X,X
JSZTILO,X,X,X,X,O,O,O,O,X,X,O
JSZTIOL,X,X,X,X,O,O,O,O,X,X,O
JSZTLIO,X,X,X,X,O,O,O,O,X,O,O
JSZTLOI,X,X,X,X,O,X,O,O,X,O,O
JSZTOIL,X,X,X,X,O,O,O,O,O,X,O
JSZTOLI,X,X,X,X,O,O,O,O,O,X,O
JSZITLO,X,X,X,X,O,X,O,O,X,X,O
JSZITOL,X,X,X,X,O,X,O,O,X,X,O
JSZILTO,X,X,X,X,O,X,O,O,X,X,X
JSZILOT,X,X,X,X,O,X,O,O,X,X,X
JSZIOTL,X,X,X,X,O,X,O,O,O,X,X
JSZIOLT,X,X,X,X,X,X,O,O,O,X,X
JSZLTIO,X,X,X,X,O,X,O,O,X,O,O
JSZLTOI,X,X,X,X,O,X,O,O,X,O,O
JSZLITO,X,X,X,X,O,X,O,O,X,O,X
JSZLIOT,X,X,X,X,O,X,O,O,X,O,X
JSZLOTI,X,X,X,X,O,X,O,O,O,O,X
JSZLOIT,X,X,X,X,O,X,O,X,O,O,X
JSZOTIL,X,X,X,X,O,O,O,O,O,X,O
JSZOTLI,X,X,X,X,O,O,O,O,O,X,O
JSZOITL,X,X,X,X,O,O,O,O,O,X,X
JSZOILT,X,X,X,X,X,O,O,O,O,X,X
JSZOLTI,X,X,X,X,O,X,O,O,O,X,X
JSZOLIT,X,X,X,X,O,O,O,X,O,X,X
JSOTILZ,X,X,X,X,X,O,X,X,X,X,X
JSOTIZL,X,X,X,X,X,O,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,O,X,X,X,X,X
JSOTLZI,X,X,X,X,X,O,X,X,X,O,X
JSOTZIL,X,X,X,X,X,O,X,X,X,X,X
JSOTZLI,X,X,X,X,X,O,X,X,X,X,X
JSOITLZ,X,X,X,X,X,O,X,O,X,X,X
JSOITZL,X,X,X,X,X,O,X,O,X,X,X
JSOILTZ,X,X,X,X,X,O,X,O,X,X,X
JSOILZT,X,X,X,X,X,O,X,O,O,X,X
JSOIZTL,X,X,X,X,O,O,X,O,O,X,X
JSOIZLT,X,X,X,X,X,O,X,O,O,X,X
JSOLTIZ,X,X,X,X,X,O,X,X,X,X,X
JSOLTZI,X,X,X,X,X,O,X,X,X,O,X
JSOLITZ,X,X,X,X,X,O,X,O,X,X,X
JSOLIZT,X,X,X,X,O,O,O,O,O,X,X
JSOLZTI,X,X,X,X,O,X,O,O,O,X,X
JSOLZIT,X,X,X,X,O,O,O,X,O,X,X
JSOZTIL,X,X,X,X,O,O,O,O,O,X,O
JSOZTLI,X,X,X,X,O,O,O,O,O,X,O
JSOZITL,X,X,X,X,O,O,O,O,O,X,X
JSOZILT,X,X,X,X,X,O,O,O,O,X,X
JSOZLTI,X,X,X,X,O,X,O,O,O,X,X
JSOZLIT,X,X,X,X,O,O,O,X,O,X,X
JZTILSO,X,O,X,O,X,X,O,O,X,X,O
JZTILOS,X,O,X,O,O,X,O,O,X,X,X
JZTISLO,X,O,X,O,O,X,O,O,X,X,O
JZTISOL,X,O,X,O,O,X,O,O,X,X,O
JZTIOLS,X,O,X,O,O,X,O,O,X,X,X
JZTIOSL,X,O,X,O,O,X,O,O,X,X,X
JZTLISO,X,X,X,X,X,X,X,O,X,O,O
JZTLIOS,X,X,O,X,O,X,X,O,X,X,X
JZTLSIO,X,O,O,O,O,X,O,O,X,O,O
JZTLSOI,X,O,O,O,O,X,O,O,X,O,O
JZTLOIS,X,X,O,X,O,X,X,X,O,X,X
JZTLOSI,X,O,O,O,O,X,O,O,O,X,O
JZTSILO,X,X,O,O,O,X,O,O,X,X,O
JZTSIOL,X,X,O,O,O,X,O,O,X,X,O
JZTSLIO,X,X,O,O,O,X,O,O,X,O,O
JZTSLOI,X,X,O,O,O,X,O,O,X,O,O
JZTSOIL,X,X,O,O,O,X,O,O,O,X,O
JZTSOLI,X,X,O,O,O,X,O,O,O,X,O
JZTOILS,X,O,O,O,O,X,O,O,O,X,X
JZTOISL,X,O,O,O,O,X,O,O,X,X,X
JZTOLIS,X,X,O,X,O,X,X,X,O,X,X
JZTOLSI,X,O,O,O,O,X,O,O,O,X,O
JZTOSIL,X,X,O,O,O,X,O,O,O,X,O
JZTOSLI,X,X,O,O,O,X,O,O,O,X,O
