sequence,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFChBliB5oB8sB3r?BmrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmB3iB5oB8sBlm?BywB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFVnBaoB5oBGsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmBxhB/sBUoB1w?B6tB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFmiB5oBCnBlsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFynB5oBGmBFnB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhF0hBxiB1sB6tBWx?BfrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFRhBfsBStBUrBls?BGtB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFFiBGmBxsB6tB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWoBRmB8rB6tB3s?BFrB
JIOTZSL,X,O,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,X,O,X
JIOLTZS,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,O,X,X,O,X
JIOLSZT,O,O,O,X,X,O,X,X,O,X
JIOLZTS,O,O,O,X,X,X,X,X,X,X
JIOLZST,O,O,O,X,X,X,X,X,O,X
JIOSTLZ,X,X,O,O,X,O,X,X,O,O
JIOSTZL,X,X,X,O,X,X,X,X,O,O
JIOSLTZ,X,X,O,X,X,O,X,X,O,O
JIOSLZT,O,O,O,X,X,O,X,X,O,O
JIOSZTL,O,O,X,X,X,X,X,X,O,O
JIOSZLT,O,O,X,X,X,O,X,X,O,O
JIOZTLS,O,X,O,X,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,X,X
JIOZLTS,O,O,O,X,X,X,X,X,X,X
JIOZLST,O,O,O,X,X,X,X,X,O,X
JIOZSTL,O,O,X,X,X,X,X,X,O,X
JIOZSLT,O,O,X,X,X,O,X,X,O,X
JLTISZO,X,X,O,O,X,X,O,X,X,X
JLTISOZ,X,X,O,O,X,X,O,X,X,X
JLTIZSO,X,O,O,X,X,X,O,X,X,X
JLTIZOS,X,O,O,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,O,X,X,O,X,X,X
JLTIOZS,X,O,O,X,X,X,O,X,X,X
JLTSIZO,X,X,O,O,X,X,O,X,X,X
JLTSIOZ,X,X,O,O,X,X,O,X,X,X
JLTSZIO,X,X,X,O,X,X,O,X,X,X
JLTSZOI,X,X,X,O,X,X,O,X,X,X
JLTSOIZ,X,X,O,O,X,X,O,X,X,X
JLTSOZI,X,X,X,O,X,X,O,X,X,X
JLTZISO,X,O,O,X,X,X,O,X,X,X
JLTZIOS,X,O,O,X,X,X,O,X,X,X
JLTZSIO,X,O,X,X,X,X,O,X,X,X
JLTZSOI,X,O,X,X,X,X,O,X,X,X
JLTZOIS,X,O,O,X,X,X,O,X,X,X
JLTZOSI,X,O,X,X,X,X,O,X,X,X
JLTOISZ,X,X,O,O,X,X,O,X,X,X
JLTOIZS,X,O,O,X,X,X,O,X,X,X
JLTOSIZ,X,X,O,O,X,X,O,X,X,X
JLTOSZI,X,X,X,O,X,X,O,X,X,X
JLTOZIS,X,O,O,X,X,X,O,X,X,X
JLTOZSI,X,O,X,X,X,X,O,X,X,X
JLITSZO,X,X,O,O,X,X,X,X,O,X
JLITSOZ,X,X,O,O,X,X,X,X,O,X
JLITZSO,X,O,O,X,X,X,X,X,X,X
JLITZOS,X,O,O,X,X,X,X,X,X,X
JLITOSZ,X,X,O,O,X,X,X,X,O,X
JLITOZS,X,O,O,X,X,X,X,X,X,X
JLISTZO,X,X,O,X,X,X,X,X,O,X
JLISTOZ,X,X,O,X,X,O,X,X,O,X
JLISZTO,O,O,O,X,X,X,X,X,O,X
JLISZOT,O,O,O,X,X,O,X,X,O,X
JLISOTZ,X,X,O,X,X,O,X,X,O,X
JLISOZT,O,O,O,X,X,O,X,X,O,X
JLIZTSO,X,O,O,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X,O,X
JLIZSOT,O,O,O,X,X,X,X,X,O,X
JLIZOTS,O,O,O,X,X,X,X,X,X,X
JLIZOST,O,O,O,X,X,X,X,X,O,X
JLIOTSZ,X,X,O,O,X,X,X,X,O,X
JLIOTZS,X,O,O,X,X,X,X,X,X,X
JLIOSTZ,X,X,O,X,X,O,X,X,O,X
JLIOSZT,O,O,O,X,X,O,X,X,O,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X
JLIOZST,O,O,O,X,X,X,X,X,O,X
JLSTIZO,X,X,O,X,X,X,X,X,X,X
JLSTIOZ,X,X,O,X,X,O,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,O,X,X
JLSTZOI,X,X,X,X,X,X,X,O,X,X
JLSTOIZ,X,X,O,X,X,O,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,O,X,X
JLSITZO,X,X,O,X,X,X,X,X,X,X
JLSITOZ,X,X,O,X,X,O,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,X,X,X
JLSIOTZ,X,X,O,X,X,O,X,X,X,X
JLSIOZT,O,O,O,X,X,O,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,O,X,X
JLSZTOI,O,O,X,X,X,X,X,O,X,X
JLSZITO,O,O,X,X,X,X,X,O,X,X
JLSZIOT,O,O,X,X,X,O,X,O,X,X
JLSZOTI,O,O,X,X,X,X,X,O,X,X
JLSZOIT,O,O,X,X,X,O,X,O,X,X
JLSOTIZ,X,X,O,X,X,O,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,O,X,X
JLSOITZ,X,X,O,X,X,O,X,X,X,X
JLSOIZT,O,O,O,X,X,O,X,X,X,X
JLSOZTI,O,O,X,X,X,X,X,O,X,X
JLSOZIT,O,O,X,X,X,O,X,O,X,X
JLZTISO,X,O,O,X,X,X,X,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,X,X
JLZTSOI,X,O,X,X,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X,X,X
JLZITSO,X,O,O,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,O,X,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X,X,X,X
JLZSTOI,O,O,X,X,X,X,X,X,X,X
JLZSITO,O,O,X,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X,X
JLOTISZ,X,X,O,O,X,X,O,X,X,X
JLOTIZS,X,O,O,X,X,X,O,X,X,X
JLOTSIZ,X,X,O,O,X,X,O,X,X,X
JLOTSZI,X,X,X,O,X,X,O,X,X,X
JLOTZIS,X,O,O,X,X,X,O,X,X,X
JLOTZSI,X,O,X,X,X,X,O,X,X,X
JLOITSZ,X,X,O,O,X,X,X,X,O,X
JLOITZS,X,O,O,X,X,X,X,X,X,X
JLOISTZ,X,X,O,X,X,O,X,X,O,X
JLOISZT,O,O,O,X,X,O,X,X,O,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X,O,X
JLOSTIZ,X,X,O,X,X,O,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,O,X,X
JLOSITZ,X,X,O,X,X,O,X,X,X,X
JLOSIZT,O,O,O,X,X,O,X,X,X,X
JLOSZTI,O,O,X,X,X,X,X,O,X,X
JLOSZIT,O,O,X,X,X,O,X,O,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X
JLOZTSI,X,O,X,X,X,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X,X,X
JLOZSTI,O,O,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X,X
JSTILZO,X,X,O,O,X,X,X,X,X,X
JSTILOZ,X,X,O,O,X,O,X,X,X,X
JSTIZLO,X,X,X,O,X,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,X,X,X,X
JSTIOLZ,X,X,O,O,X,O,X,X,X,O
JSTIOZL,X,X,X,O,X,X,X,X,X,O
JSTLIZO,X,X,O,O,X,X,O,X,X,X
JSTLIOZ,X,X,O,O,X,O,O,X,X,X
JSTLZIO,X,X,X,O,X,X,O,X,X,X
JSTLZOI,X,X,X,O,X,X,O,X,X,X
JSTLOIZ,X,X,O,O,X,O,O,X,X,X
JSTLOZI,X,X,X,O,X,X,O,X,X,X
JSTZILO,X,X,X,O,X,X,X,X,X,X
JSTZIOL,X,X,X,O,X,X,X,X,X,X
JSTZLIO,X,X,X,O,X,X,X,X,X,X
JSTZLOI,X,X,X,O,X,X,X,X,X,X
JSTZOIL,X,X,X,O,X,X,X,X,X,X
JSTZOLI,X,X,X,O,X,X,X,X,X,X
JSTOILZ,X,X,O,O,X,O,X,X,X,O
JSTOIZL,X,X,X,O,X,X,X,X,X,O
JSTOLIZ,X,X,O,O,X,O,O,X,X,X
JSTOLZI,X,X,X,O,X,X,O,X,X,X
JSTOZIL,X,X,X,O,X,X,X,X,X,X
JSTOZLI,X,X,X,O,X,X,X,X,X,X
JSITLZO,X,X,O,O,X,X,X,X,O,X
JSITLOZ,X,X,O,O,X,O,X,X,O,X
JSITZLO,X,X,X,O,X,X,X,X,O,X
JSITZOL,X,X,X,O,X,X,X,X,O,X
JSITOLZ,X,X,O,O,X,O,X,X,O,O
JSITOZL,X,X,X,O,X,X,X,X,O,O
JSILTZO,X,X,O,X,X,X,X,X,O,X
JSILTOZ,X,X,O,X,X,O,X,X,O,X
JSILZTO,O,O,O,X,X,X,X,X,O,X
JSILZOT,O,O,O,X,X,O,X,X,O,X
JSILOTZ,X,X,O,X,X,O,X,X,O,O
JSILOZT,O,O,O,X,X,O,X,X,O,O
JSIZTLO,O,X,X,X,X,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X,X,X,O,X
JSIZLTO,O,X,X,X,X,X,X,X,O,X
JSIZLOT,O,O,X,X,X,O,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,X,O,O
JSIZOLT,O,O,X,X,X,O,X,X,O,O
JSIOTLZ,X,X,O,O,X,O,X,X,O,O
JSIOTZL,X,X,X,O,X,X,X,X,O,O
JSIOLTZ,X,X,O,X,X,O,X,X,O,O
JSIOLZT,O,O,O,X,X,O,X,X,O,O
JSIOZTL,O,O,X,X,X,X,X,X,O,O
JSIOZLT,O,O,X,X,X,O,X,X,O,O
JSLTIZO,X,X,O,X,X,X,X,X,X,X
JSLTIOZ,X,X,O,X,X,O,X,X,X,X
JSLTZIO,X,X,X,X,X,X,X,O,X,X
JSLTZOI,X,X,X,X,X,X,X,O,X,X
JSLTOIZ,X,X,O,X,X,O,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,O,X,X
JSLITZO,X,X,O,X,X,X,X,X,X,X
JSLITOZ,X,X,O,X,X,O,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X,X,X
JSLIZOT,O,O,O,X,X,O,X,X,X,X
JSLIOTZ,X,X,O,X,X,O,X,X,X,O
JSLIOZT,O,O,O,X,X,O,X,X,X,O
JSLZTIO,O,O,X,X,X,X,X,O,X,X
JSLZTOI,O,O,X,X,X,X,X,O,X,X
JSLZITO,O,O,X,X,X,X,X,O,X,X
JSLZIOT,O,O,X,X,X,O,X,O,X,X
JSLZOTI,O,O,X,X,X,X,X,O,X,X
JSLZOIT,O,O,X,X,X,O,X,O,X,X
JSLOTIZ,X,X,O,X,X,O,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,O,X,X
JSLOITZ,X,X,O,X,X,O,X,X,X,O
JSLOIZT,O,O,O,X,X,O,X,X,X,O
JSLOZTI,O,O,X,X,X,X,X,O,X,X
JSLOZIT,O,O,X,X,X,O,X,O,X,X
JSZTILO,O,X,X,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X,X
JSZILTO,O,X,X,X,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,O,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,X,X,O
JSZIOLT,O,O,X,X,X,O,X,X,X,O
JSZLTIO,O,X,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,O,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,O,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X,X,O
JSZOILT,O,O,X,X,X,O,X,X,X,O
JSZOLTI,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,O,X,X,X,X
JSOTILZ,X,X,O,O,X,O,X,X,X,O
JSOTIZL,X,X,X,O,X,X,X,X,X,O
JSOTLIZ,X,X,O,O,X,O,O,X,X,X
JSOTLZI,X,X,X,O,X,X,O,X,X,X
JSOTZIL,X,X,X,O,X,X,X,X,X,X
JSOTZLI,X,X,X,O,X,X,X,X,X,X
JSOITLZ,X,X,O,O,X,O,X,X,O,O
JSOITZL,X,X,X,O,X,X,X,X,O,O
JSOILTZ,X,X,O,X,X,O,X,X,O,O
JSOILZT,O,O,O,X,X,O,X,X,O,O
JSOIZTL,O,O,X,X,X,X,X,X,O,O
JSOIZLT,O,O,X,X,X,O,X,X,O,O
JSOLTIZ,X,X,O,X,X,O,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X,O,X,X
JSOLITZ,X,X,O,X,X,O,X,X,X,O
JSOLIZT,O,O,O,X,X,O,X,X,X,O
JSOLZTI,O,O,X,X,X,X,X,O,X,X
JSOLZIT,O,O,X,X,X,O,X,O,X,X
JSOZTIL,O,O,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,O
JSOZILT,O,O,X,X,X,O,X,X,X,O
JSOZLTI,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,O,X,X,X,X
JZTILSO,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,X,O,X,X,X,X,X,X,X
JZTISLO,O,X,X,O,X,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,X,X,X,X
JZTIOLS,O,X,O,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X,X
JZTLISO,X,X,O,X,X,X,O,X,X,X
JZTLIOS,O,X,O,X,X,X,O,X,X,X
JZTLSIO,X,X,X,X,X,X,O,X,X,X
JZTLSOI,X,X,X,X,X,X,O,X,X,X
JZTLOIS,O,X,O,X,X,X,O,X,X,X
JZTLOSI,X,X,X,X,X,X,O,X,X,X
JZTSILO,O,X,X,O,X,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X,X,X
JZTSLIO,O,X,X,O,X,X,X,X,X,X
JZTSLOI,O,X,X,O,X,X,X,X,X,X
JZTSOIL,O,O,X,O,X,X,X,X,X,X
JZTSOLI,O,X,X,O,X,X,X,X,X,X
JZTOILS,O,X,O,X,X,X,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,X,X,X
JZTOLIS,O,X,O,X,X,X,O,X,X,X
JZTOLSI,X,X,X,X,X,X,O,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,X,X
JZTOSLI,O,X,X,O,X,X,X,X,X,X
JZITLSO,X,X,O,X,X,X,X,X,X,X
JZITLOS,O,X,O,X,X,X,X,X,X,X
JZITSLO,O,X,X,O,X,X,X,X,X,X
JZITSOL,O,O,X,O,X,X,X,X,X,X
JZITOLS,O,X,O,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X,X
JZILTSO,X,O,O,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,O,X
JZILSOT,O,O,O,X,X,X,X,X,O,X
JZILOTS,O,O,O,X,X,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X,X,O,X
JZISTLO,O,X,X,X,X,X,X,X,O,X
JZISTOL,O,O,X,X,X,X,X,X,O,X
JZISLTO,O,X,X,X,X,X,X,X,O,X
JZISLOT,O,O,X,X,X,O,X,X,O,X
JZISOTL,O,O,X,X,X,X,X,X,O,X
JZISOLT,O,O,X,X,X,O,X,X,O,X
JZIOTLS,O,X,O,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,X,X,X,X,X,O,X
JZIOSTL,O,O,X,X,X,X,X,X,O,X
JZIOSLT,O,O,X,X,X,O,X,X,O,X
JZLTISO,X,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X,X,X
JZLTSIO,X,O,X,X,X,X,X,X,X,X
JZLTSOI,X,O,X,X,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X,X,X
JZLITSO,X,O,O,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,O,X,X,X,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X,X,X,X
JZLSTIO,O,O,X,X,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X,X,X
JZSTOLI,O,X,X,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X,X
JZSILTO,O,X,X,X,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,O,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,X,X,X,O,X,X,X,X
JZSLTIO,O,X,X,X,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,O,X,X,X,X
JZSLOTI,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,O,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,O,X,X,X,X
JZSOLTI,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,O,X,X,X,X
JZOTILS,O,X,O,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,X
JZOTLIS,O,X,O,X,X,X,O,X,X,X
JZOTLSI,X,X,X,X,X,X,O,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X,X
JZOTSLI,O,X,X,O,X,X,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X
JZOILTS,O,O,O,X,X,X,X,X,X,X
JZOILST,O,O,O,X,X,X,X,X,O,X
JZOISTL,O,O,X,X,X,X,X,X,O,X
JZOISLT,O,O,X,X,X,O,X,X,O,X
JZOLTIS,O,O,O,X,X,X,X,X,X,X
JZOLTSI,X,O,X,X,X,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,X,X,X,X,X,X,X
JZOLSTI,O,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,O,X,X,X,X
JZOSLTI,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,O,X,X,X,X
JOTILSZ,X,X,O,O,O,X,O,X,O,X
JOTILZS,X,O,O,X,O,X,O,X,X,X
JOTISLZ,X,X,O,O,O,O,X,X,O,X
JOTISZL,X,X,X,O,X,X,X,X,O,X
JOTIZLS,X,X,O,X,O,X,X,X,X,X
JOTIZSL,X,O,X,O,X,X,X,X,X,X
JOTLISZ,X,X,O,O,O,X,O,X,X,X
JOTLIZS,X,O,O,X,O,X,O,X,X,X
JOTLSIZ,X,X,O,O,O,X,O,X,X,X
JOTLSZI,X,X,X,O,X,X,O,X,X,X
JOTLZIS,X,O,O,X,O,X,O,X,X,X
JOTLZSI,X,O,X,X,X,X,O,X,X,X
JOTSILZ,X,X,O,O,O,O,X,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,O,O,O,O,X,X,X
JOTSLZI,X,X,X,O,X,X,O,X,X,X
JOTSZIL,X,X,X,O,X,X,X,X,X,X
JOTSZLI,X,X,X,O,X,X,X,X,X,X
JOTZILS,X,X,O,X,O,X,X,X,X,X
JOTZISL,X,O,X,O,X,X,X,X,X,X
JOTZLIS,X,X,O,X,O,X,O,X,X,X
JOTZLSI,X,X,X,X,X,X,O,X,X,X
JOTZSIL,X,O,X,O,X,X,X,X,X,X
JOTZSLI,X,X,X,O,X,X,X,X,X,X
JOITLSZ,X,X,O,O,O,X,O,X,O,X
JOITLZS,X,O,O,X,O,X,O,X,X,X
JOITSLZ,X,X,O,O,O,O,X,X,O,X
JOITSZL,X,X,X,O,X,X,X,X,O,X
JOITZLS,X,X,O,X,O,X,X,X,X,X
JOITZSL,X,O,X,O,X,X,X,X,X,X
JOILTSZ,X,X,O,O,X,X,X,X,O,X
JOILTZS,X,O,O,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,O,X,X,O,X
JOILSZT,O,O,O,X,X,O,X,X,O,X
JOILZTS,O,O,O,X,X,X,X,X,X,X
JOILZST,O,O,O,X,X,X,X,X,O,X
JOISTLZ,X,X,O,O,X,O,X,X,O,O
JOISTZL,X,X,X,O,X,X,X,X,O,O
JOISLTZ,X,X,O,X,X,O,X,X,O,O
JOISLZT,O,O,O,X,X,O,X,X,O,O
JOISZTL,O,O,X,X,X,X,X,X,O,O
JOISZLT,O,O,X,X,X,O,X,X,O,O
JOIZTLS,O,X,O,X,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X,X,X,X
JOIZLST,O,O,O,X,X,X,X,X,O,X
JOIZSTL,O,O,X,X,X,X,X,X,O,X
JOIZSLT,O,O,X,X,X,O,X,X,O,X
JOLTISZ,X,X,O,O,X,X,O,X,X,X
JOLTIZS,X,O,O,X,X,X,O,X,X,X
JOLTSIZ,X,X,O,O,X,X,O,X,X,X
JOLTSZI,X,X,X,O,X,X,O,X,X,X
JOLTZIS,X,O,O,X,X,X,O,X,X,X
JOLTZSI,X,O,X,X,X,X,O,X,X,X
JOLITSZ,X,X,O,O,X,X,X,X,O,X
JOLITZS,X,O,O,X,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,O,X,X,O,X
JOLISZT,O,O,O,X,X,O,X,X,O,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,X,O,X
JOLSTIZ,X,X,O,X,X,O,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,O,X,X
JOLSITZ,X,X,O,X,X,O,X,X,X,X
JOLSIZT,O,O,O,X,X,O,X,X,X,X
JOLSZTI,O,O,X,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,O,X,O,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X
JOLZTSI,X,O,X,X,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,X,X,X
JOLZSTI,O,O,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,O,X,O,X,X,X,O
JOSTIZL,X,X,X,O,X,X,X,X,X,O
JOSTLIZ,X,X,O,O,X,O,O,X,X,X
JOSTLZI,X,X,X,O,X,X,O,X,X,X
JOSTZIL,X,X,X,O,X,X,X,X,X,X
JOSTZLI,X,X,X,O,X,X,X,X,X,X
JOSITLZ,X,X,O,O,X,O,X,X,O,O
JOSITZL,X,X,X,O,X,X,X,X,O,O
JOSILTZ,X,X,O,X,X,O,X,X,O,O
JOSILZT,O,O,O,X,X,O,X,X,O,O
JOSIZTL,O,O,X,X,X,X,X,X,O,O
JOSIZLT,O,O,X,X,X,O,X,X,O,O
JOSLTIZ,X,X,O,X,X,O,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,O,X,X
JOSLITZ,X,X,O,X,X,O,X,X,X,O
JOSLIZT,O,O,O,X,X,O,X,X,X,O
JOSLZTI,O,O,X,X,X,X,X,O,X,X
JOSLZIT,O,O,X,X,X,O,X,O,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,O
JOSZILT,O,O,X,X,X,O,X,X,X,O
JOSZLTI,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,O,X,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,O,X,X,X
JOZTLSI,X,X,X,X,X,X,O,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X,X
JOZTSLI,O,X,X,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X,X
JOZILTS,O,O,O,X,X,X,X,X,X,X
JOZILST,O,O,O,X,X,X,X,X,O,X
