sequence,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFOnB6oB/qBznB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8JeFCJvhFXjBxlBStBmlB0q?BzrB,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFKnBziB+oB/qB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8Je0AJvhFlhBziB+oB/qBxr?BywB,v115@9gB8HeB8HeB8HeC8DeC8Je3BJvhFziB+oB0lBVsBil?BRwB,v115@9gB8HeB8HeB8HeC8DeC8Je3AJvhF1mBxiBcsBToB2q?BSwB,v115@9gB8HeB8HeB8HeC8DeC8JeUBJvhFFiBTjBWtBxqByw?B/qB,v115@9gB8HeB8HeB8HeC8DeC8JeiAJvhFTjBGmBlqBxsBcs?B3rB,v115@9gB8HeB8HeB8HeC8DeC8JefIJvhF6oBTlBlmBmlBUn?BRwB,v115@9gB8HeB8HeB8HeC8DeC8JeTAJvhFUjBxmBStBlqB3r?BmrB,v115@9gB8HeB8HeB8HeC8DeC8JeXBJvhFxiB2qBToBCsBFs?B0qB
LJZIOST,X,X,O,X,X,X,O,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X,O
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,O,O,X,X,X,O
LJZOTSI,O,O,O,X,X,O,X,X,X,X,O
LJZOITS,X,O,X,X,X,O,O,X,X,X,X
LJZOIST,O,O,O,X,X,X,O,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X
LJOTISZ,X,O,X,X,O,X,O,X,X,X,O
LJOTIZS,X,X,X,X,O,X,O,X,X,X,O
LJOTSIZ,O,O,O,X,O,X,O,X,X,X,O
LJOTSZI,O,O,O,X,X,O,X,X,X,X,O
LJOTZIS,X,O,X,X,X,O,O,X,X,X,O
LJOTZSI,O,O,O,X,X,O,X,X,X,X,O
LJOITSZ,X,O,X,O,O,X,O,X,X,X,O
LJOITZS,X,X,X,X,O,X,O,X,X,X,O
LJOISTZ,O,O,O,O,X,X,O,X,X,X,X
LJOISZT,O,X,O,O,X,X,O,X,X,X,X
LJOIZTS,X,X,X,X,X,X,O,X,X,X,X
LJOIZST,O,X,O,X,X,X,O,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,O,X,X,X,O
LJOSTZI,O,O,O,X,X,X,X,X,X,X,O
LJOSITZ,O,O,O,O,X,X,O,X,O,X,O
LJOSIZT,O,X,O,O,X,X,O,X,X,X,X
LJOSZTI,O,O,O,O,X,X,X,X,X,X,O
LJOSZIT,O,O,O,O,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,X,O,O,X,X,X,O
LJOZTSI,O,O,O,X,X,O,X,X,X,X,O
LJOZITS,X,O,X,X,X,O,O,X,X,X,X
LJOZIST,O,O,O,X,X,X,O,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,X,X,O,X,X,X,O,X,O,X,X
LSTIZJO,O,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,O,X,X,O,O,X
LSTIOJZ,O,O,X,X,X,X,X,X,O,X,X
LSTIOZJ,X,O,X,X,X,O,X,X,O,O,X
LSTJIZO,X,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,X,X,O,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X,X,X,X,X
LSTJZOI,X,X,O,X,X,O,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,O,X,X,X,X
LSTJOZI,X,O,O,X,X,O,X,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,O,X,X,O,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,O,X,X,X,X,X
LSTZOJI,O,O,X,X,X,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,O,X,X
LSTOIZJ,X,O,X,X,X,O,X,X,O,O,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,O,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,O,X,X,X,X,X
LSTOZJI,O,O,X,X,X,O,X,X,X,X,X
LSITJZO,X,X,X,O,X,X,O,X,X,X,X
LSITJOZ,X,X,O,O,X,X,O,X,O,X,X
LSITZJO,O,O,X,O,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X,O,O,X
LSITOJZ,O,O,X,X,X,X,X,X,O,X,X
LSITOZJ,X,O,X,X,X,X,X,X,O,O,X
LSIJTZO,X,X,X,O,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,O,X,X,O,X,O,X,X
LSIJZTO,O,X,O,O,X,X,O,X,X,X,X
LSIJZOT,O,X,O,O,X,X,O,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,O,X,O,X,X
LSIJOZT,O,X,O,O,X,X,O,X,X,X,X
LSIZTJO,O,O,O,O,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X,O,O,X
LSIZJTO,O,O,O,O,X,X,X,X,X,X,X
LSIZJOT,O,X,O,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X,X,O,X,X
LSIZOJT,O,O,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,O,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,O,X,X
LSIOJTZ,O,O,O,X,X,X,X,X,O,X,X
LSIOJZT,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,O,X,X,X,X
LSJTZIO,X,O,O,X,X,X,X,X,X,X,X
LSJTZOI,X,X,O,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,X,X,X,O,X,X,X,O
LSJTOZI,X,O,O,X,X,X,X,X,X,X,O
LSJITZO,X,X,X,O,X,X,O,X,X,X,X
LSJITOZ,X,X,O,O,X,X,O,X,O,X,X
LSJIZTO,O,X,O,O,X,X,O,X,X,X,X
LSJIZOT,O,X,O,O,X,X,O,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,O,X,O,X,O
LSJIOZT,O,X,O,O,X,X,O,X,X,X,X
LSJZTIO,O,O,O,O,X,X,X,X,X,X,X
LSJZTOI,X,X,O,O,X,X,X,X,X,X,X
LSJZITO,O,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,X,O,O,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,X,O
LSJZOIT,O,O,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,O,X,X,X,O
LSJOTZI,O,O,O,X,X,X,X,X,X,X,O
LSJOITZ,O,O,O,O,X,X,O,X,O,X,O
LSJOIZT,O,X,O,O,X,X,O,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X,O
LSJOZIT,O,O,O,O,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,O,X,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X,X,X,X
LSZTJOI,X,X,O,O,X,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,O,X,X,X,X,X
LSZTOJI,O,O,X,X,X,O,X,X,X,X,X
LSZITJO,O,O,O,O,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,O,X,X
LSZIJTO,O,O,O,O,X,X,X,X,X,X,X
LSZIJOT,O,X,O,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,O,X,X
LSZIOJT,O,O,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,X,X,X,X,X,X,X
LSZJTOI,X,X,O,O,X,X,X,X,X,X,X
LSZJITO,O,O,O,O,X,X,X,X,X,X,X
LSZJIOT,O,X,O,O,X,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,O,X,X,X,X,X
LSZOTJI,O,O,X,X,X,O,X,X,X,X,X
LSZOITJ,O,O,X,X,X,O,X,X,O,X,X
LSZOIJT,O,O,O,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,O,X,X
LSOTIZJ,X,O,X,X,X,O,X,X,O,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,X,X,O,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,O,X,X,X,X,X
LSOTZJI,O,O,X,X,X,O,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,O,X,X
LSOITZJ,X,O,X,X,X,X,X,X,O,X,X
LSOIJTZ,O,O,O,X,X,X,X,X,O,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,O,X,X
LSOIZJT,O,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,X,O
LSOJTZI,O,O,O,X,X,X,X,X,X,X,O
LSOJITZ,O,O,O,X,X,X,X,X,O,X,X
LSOJIZT,O,X,O,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,O,X,X,X,X,X
LSOZTJI,O,O,X,X,X,O,X,X,X,X,X
LSOZITJ,O,O,X,X,X,O,X,X,O,X,X
LSOZIJT,O,O,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X,X,X
LZTIJSO,X,O,X,X,X,X,O,X,X,X,X
LZTIJOS,X,X,X,X,X,X,O,X,X,X,X
LZTISJO,X,O,X,X,X,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,O,X,X,X,X,X
LZTIOJS,X,X,X,X,X,O,X,X,X,X,X
LZTIOSJ,X,O,X,X,X,O,X,X,X,X,X
LZTJISO,X,X,X,X,X,X,O,X,X,X,X
LZTJIOS,X,X,X,X,X,X,O,X,X,X,X
LZTJSIO,O,X,O,X,X,X,X,X,X,X,X
LZTJSOI,X,X,O,X,X,O,X,X,X,X,X
LZTJOIS,X,X,X,X,X,O,O,X,X,X,X
LZTJOSI,X,X,O,X,X,O,X,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X,X,X,X
LZTSIOJ,O,O,X,X,X,O,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X,X,X,X
LZTSJOI,X,X,O,X,X,O,X,X,X,X,X
LZTSOIJ,O,O,X,X,X,O,X,X,X,X,X
LZTSOJI,O,O,X,X,X,O,X,X,X,X,X
LZTOIJS,X,O,X,X,X,O,X,X,X,X,X
LZTOISJ,X,O,X,X,X,O,X,X,X,X,X
LZTOJIS,X,O,X,X,X,O,X,X,X,X,X
LZTOJSI,O,O,X,X,X,O,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,O,X,X,X,X,X
LZTOSJI,O,O,X,X,X,O,X,X,X,X,X
LZITJSO,X,O,X,X,X,X,O,X,X,X,X
LZITJOS,X,X,X,X,X,X,O,X,X,X,X
LZITSJO,X,O,X,X,X,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,O,X,X,O,X,X
LZITOJS,X,X,X,X,X,O,X,X,X,X,X
LZITOSJ,X,O,X,X,X,O,X,X,O,X,X
LZIJTSO,X,O,X,X,X,X,O,X,X,X,X
LZIJTOS,X,X,X,X,X,X,O,X,X,X,X
LZIJSTO,O,O,O,X,X,X,O,X,X,X,X
LZIJSOT,O,X,O,X,X,X,O,X,X,X,X
LZIJOTS,X,X,X,X,X,X,O,X,X,X,X
LZIJOST,X,X,O,X,X,X,O,X,X,X,X
LZISTJO,O,O,O,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X,O,X,X
LZISJTO,O,O,O,X,X,X,X,X,X,X,X
LZISJOT,O,X,O,X,X,X,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,X,O,X,X
LZISOJT,O,O,O,X,X,X,X,X,X,X,X
LZIOTJS,X,O,X,X,X,O,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,O,X,X,O,X,X
LZIOJTS,X,O,X,X,X,O,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,X,O,X,X,O,X,X
LZIOSJT,O,O,X,X,X,X,X,X,X,X,X
LZJTISO,X,X,X,X,X,X,O,X,X,X,X
LZJTIOS,X,X,X,X,X,X,O,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X,X,X,X,X
LZJTSOI,X,X,O,X,X,O,X,X,X,X,X
LZJTOIS,X,X,X,X,X,O,O,X,X,X,X
LZJTOSI,X,X,O,X,X,O,X,X,X,X,X
LZJITSO,X,O,X,X,X,X,O,X,X,X,X
LZJITOS,X,X,X,X,X,X,O,X,X,X,X
LZJISTO,O,O,O,X,X,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,O,X,X,X,X
LZJIOTS,X,X,X,X,X,X,O,X,X,X,X
LZJIOST,X,X,O,X,X,X,O,X,X,X,X
LZJSTIO,O,O,O,X,X,X,X,X,X,X,X
LZJSTOI,X,X,O,X,X,X,X,X,X,X,X
LZJSITO,O,O,O,X,X,X,X,X,X,X,X
LZJSIOT,O,X,O,X,X,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,X,X,O
LZJSOIT,O,O,O,X,X,X,X,X,X,X,X
LZJOTIS,X,O,X,X,X,O,O,X,X,X,O
LZJOTSI,O,O,O,X,X,O,X,X,X,X,O
LZJOITS,X,O,X,X,X,O,O,X,X,X,X
LZJOIST,O,O,O,X,X,X,O,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,X,X,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,X,X,X,X,X,X
LZSTJOI,X,X,O,X,X,O,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,O,X,X,X,X,X
LZSTOJI,O,O,X,X,X,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,O,X,X
LZSIJTO,O,O,O,X,X,X,X,X,X,X,X
LZSIJOT,O,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,X,O,X,X
LZSIOJT,O,O,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,X,X,X,X,X,X,X,X
LZSJTOI,X,X,O,X,X,X,X,X,X,X,X
LZSJITO,O,O,O,X,X,X,X,X,X,X,X
LZSJIOT,O,X,O,X,X,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,X,O,X,X,X,X,X
LZSOTJI,O,O,X,X,X,O,X,X,X,X,X
LZSOITJ,O,O,X,X,X,O,X,X,O,X,X
LZSOIJT,O,O,O,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,X,X
LZOTIJS,X,O,X,X,X,O,X,X,X,X,X
LZOTISJ,X,O,X,X,X,O,X,X,X,X,X
LZOTJIS,X,O,X,X,X,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,O,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,O,X,X,X,X,X
LZOTSJI,O,O,X,X,X,O,X,X,X,X,X
LZOITJS,X,O,X,X,X,O,X,X,X,X,X
LZOITSJ,X,O,X,X,X,O,X,X,X,X,X
LZOIJTS,X,O,X,X,X,O,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,O,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X,X,X,X
LZOJTIS,X,O,X,X,X,O,X,X,X,X,O
LZOJTSI,O,O,O,X,X,O,X,X,X,X,O
LZOJITS,X,O,X,X,X,O,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,O,X,X,X,X,X
LZOSTJI,O,O,X,X,X,O,X,X,X,X,X
LZOSITJ,O,O,X,X,X,O,X,X,O,X,X
LZOSIJT,O,O,O,X,X,X,X,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,X,X,X,X,O,X,X,X,X
LOTIJZS,X,X,X,X,X,X,O,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,X,X,X,X
LOTISZJ,X,O,X,X,X,O,X,X,X,X,X
LOTIZJS,X,O,X,X,X,O,X,X,X,X,X
LOTIZSJ,X,O,X,X,X,O,X,X,X,X,X
LOTJISZ,X,O,X,X,X,X,O,X,X,X,O
LOTJIZS,X,X,X,X,X,X,O,X,X,X,O
LOTJSIZ,O,O,X,X,X,X,O,X,X,X,O
LOTJSZI,O,O,X,X,X,O,X,X,X,X,O
LOTJZIS,X,O,X,X,X,O,O,X,X,X,O
LOTJZSI,O,O,X,X,X,O,X,X,X,X,O
LOTSIJZ,O,O,X,X,X,X,X,X,O,X,X
LOTSIZJ,X,O,X,X,X,O,X,X,O,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,X,O,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,X,X,X
LOTSZJI,O,O,X,X,X,O,X,X,X,X,X
LOTZIJS,X,O,X,X,X,O,X,X,X,X,X
LOTZISJ,X,O,X,X,X,O,X,X,X,X,X
LOTZJIS,X,O,X,X,X,O,X,X,X,X,X
LOTZJSI,O,O,X,X,X,O,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,X,X,X
LOTZSJI,O,O,X,X,X,O,X,X,X,X,X
LOITJSZ,X,O,X,X,X,X,O,X,O,X,X
LOITJZS,X,X,X,X,X,X,O,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,X,O,X,X
LOITSZJ,X,O,X,X,X,O,X,X,O,X,X
LOITZJS,X,O,X,X,X,O,X,X,X,X,X
LOITZSJ,X,O,X,X,X,O,X,X,O,X,X
LOIJTSZ,X,O,X,X,X,X,O,X,O,X,O
LOIJTZS,X,X,X,X,X,X,O,X,X,X,O
LOIJSTZ,O,O,X,X,X,X,O,X,O,X,X
LOIJSZT,O,X,X,X,X,X,O,X,X,X,X
LOIJZTS,X,X,X,X,X,X,O,X,X,X,X
LOIJZST,O,X,X,X,X,X,O,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,O,X,X
LOISTZJ,X,O,X,X,X,X,X,X,O,X,X
LOISJTZ,O,O,X,X,X,X,X,X,O,X,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X,O,X,X
LOISZJT,O,O,X,X,X,X,X,X,X,X,X
LOIZTJS,X,O,X,X,X,O,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,O,X,X,O,X,X
LOIZJTS,X,O,X,X,X,O,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,X,X,O,X,X,O,X,X
LOIZSJT,O,O,X,X,X,X,X,X,X,X,X
LOJTISZ,X,O,X,X,X,X,O,X,X,X,O
LOJTIZS,X,X,X,X,X,X,O,X,X,X,O
LOJTSIZ,O,O,O,X,X,X,O,X,X,X,O
LOJTSZI,O,O,O,X,X,O,X,X,X,X,O
LOJTZIS,X,O,X,X,X,O,O,X,X,X,O
LOJTZSI,O,O,O,X,X,O,X,X,X,X,O
LOJITSZ,X,O,X,X,X,X,O,X,X,X,O
LOJITZS,X,X,X,X,X,X,O,X,X,X,O
LOJISTZ,O,O,O,X,X,X,O,X,X,X,X
LOJISZT,O,X,O,X,X,X,O,X,X,X,X
LOJIZTS,X,X,X,X,X,X,O,X,X,X,X
LOJIZST,O,X,O,X,X,X,O,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,O,X,X,X,O
LOJSTZI,O,O,O,X,X,X,X,X,X,X,O
LOJSITZ,O,O,O,X,X,X,O,X,O,X,O
LOJSIZT,O,X,O,X,X,X,O,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,X,X,X,O
LOJSZIT,O,O,O,X,X,X,X,X,X,X,X
LOJZTIS,X,O,X,X,X,O,O,X,X,X,O
LOJZTSI,O,O,O,X,X,O,X,X,X,X,O
LOJZITS,X,O,X,X,X,O,O,X,X,X,X
LOJZIST,O,O,O,X,X,X,O,X,X,X,X
LOJZSTI,O,O,O,X,X,X,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,O,X,X
LOSTIZJ,X,O,X,X,X,O,X,X,O,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,X,X,X,X
LOSTZJI,O,O,X,X,X,O,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,O,X,X
LOSITZJ,X,O,X,X,X,X,X,X,O,X,X
LOSIJTZ,O,O,O,X,X,X,X,X,O,X,X
LOSIJZT,O,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,O,X,X
LOSIZJT,O,O,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X,X,X,X,O
LOSJTZI,O,O,O,X,X,X,X,X,X,X,O
LOSJITZ,O,O,O,X,X,X,X,X,O,X,X
LOSJIZT,O,X,O,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,O,X,X,X,X,X
LOSZTJI,O,O,X,X,X,O,X,X,X,X,X
LOSZITJ,O,O,X,X,X,O,X,X,O,X,X
LOSZIJT,O,O,O,X,X,X,X,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X,X,X,X
LOZTIJS,X,O,X,X,X,O,X,X,X,X,X
LOZTISJ,X,O,X,X,X,O,X,X,X,X,X
LOZTJIS,X,O,X,X,X,O,X,X,X,X,X
LOZTJSI,O,O,X,X,X,O,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,O,X,X,X,X,X
LOZTSJI,O,O,X,X,X,O,X,X,X,X,X
LOZITJS,X,O,X,X,X,O,X,X,X,X,X
LOZITSJ,X,O,X,X,X,O,X,X,X,X,X
LOZIJTS,X,O,X,X,X,O,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,O,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X,X
LOZJTIS,X,O,X,X,X,O,X,X,X,X,O
LOZJTSI,O,O,O,X,X,O,X,X,X,X,O
LOZJITS,X,O,X,X,X,O,X,X,X,X,X
LOZJIST,O,O,O,X,X,X,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,O,X,X,X,X,X
LOZSTJI,O,O,X,X,X,O,X,X,X,X,X
LOZSITJ,O,O,X,X,X,O,X,X,O,X,X
LOZSIJT,O,O,O,X,X,X,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,O,X,O,O,X,X,X
JTILSOZ,X,X,X,O,O,X,O,O,X,X,X
JTILZSO,X,X,X,X,O,X,O,O,X,X,X
JTILZOS,X,X,X,X,O,X,O,O,X,X,X
JTILOSZ,X,X,X,O,O,X,O,O,X,X,X
JTILOZS,X,X,X,X,O,X,O,O,X,X,X
JTISLZO,X,X,X,O,O,X,X,O,X,X,X
JTISLOZ,X,X,X,O,O,X,X,O,X,X,X
JTISZLO,X,X,X,O,O,X,X,O,X,X,X
JTISZOL,X,X,X,O,O,X,X,O,X,X,X
JTISOLZ,X,X,X,O,O,X,X,O,X,X,X
JTISOZL,X,X,X,O,O,X,X,O,X,X,X
JTIZLSO,X,X,X,X,O,X,X,O,X,X,X
JTIZLOS,X,X,X,X,O,X,X,O,X,X,X
JTIZSLO,X,X,X,O,O,X,X,O,X,X,X
JTIZSOL,X,X,X,O,O,X,X,O,X,X,X
JTIZOLS,X,X,X,X,O,X,X,O,X,O,X
JTIZOSL,X,X,X,O,O,X,X,O,X,O,X
JTIOLSZ,X,X,X,O,O,X,O,O,X,X,X
JTIOLZS,X,X,X,X,O,X,O,O,X,X,X
JTIOSLZ,X,X,X,O,O,X,X,O,X,X,X
JTIOSZL,X,X,X,O,O,X,X,O,X,X,X
JTIOZLS,X,X,X,X,O,X,X,O,X,O,X
JTIOZSL,X,X,X,O,O,X,X,O,X,O,X
JTLISZO,X,X,X,X,O,X,O,O,X,X,X
JTLISOZ,X,X,X,X,O,X,O,O,X,X,X
JTLIZSO,X,X,X,X,O,X,O,O,X,X,X
JTLIZOS,X,X,X,X,O,X,O,O,X,X,X
JTLIOSZ,X,X,X,X,O,X,O,O,X,X,X
JTLIOZS,X,X,X,X,O,X,O,O,X,X,X
JTLSIZO,X,X,X,X,O,X,O,O,X,X,X
JTLSIOZ,X,X,O,X,O,X,O,O,X,X,X
JTLSZIO,X,X,O,X,X,X,X,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,O,X,O,X,O,X,X,X,O
JTLSOZI,X,X,O,X,X,X,X,X,X,X,O
JTLZISO,X,X,X,X,X,X,O,O,X,X,X
JTLZIOS,X,X,X,X,X,X,O,O,X,X,X
JTLZSIO,X,X,O,X,X,X,X,X,X,X,X
JTLZSOI,X,X,O,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,O,X,X,X,X
JTLZOSI,X,X,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,X,O,X,O,O,X,X,O
JTLOIZS,X,X,X,X,O,X,O,O,X,X,O
JTLOSIZ,X,X,O,X,O,X,O,X,X,X,O
JTLOSZI,X,X,O,X,X,X,X,X,X,X,O
JTLOZIS,X,X,X,X,X,X,O,X,X,X,O
JTLOZSI,X,X,O,X,X,X,X,X,X,X,O
JTSILZO,X,X,X,O,O,X,X,O,X,X,X
JTSILOZ,X,X,O,O,O,X,X,O,X,X,X
