sequence,v115@KhA8FeA8BeB8DeF8CeB8Je/EJvhFalBRhBGjBznBUs?BlrB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBxiBXoBUs?BCsB,v115@KhA8FeA8BeB8DeF8CeB8Jem/IvhFFhBXiBTjB0kBRs?BSxB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBSoBRsB8r?B3sB,v115@KhA8FeA8BeB8DeF8CeB8JeRBJvhF3iBcoBlkB6rBmk?BTsB,v115@KhA8FeA8BeB8DeF8CeB8Jei/IvhFRhBcoBzkBlmBXs?BusB
SJOZTLI,O,O,X,X,X,O
SJOZITL,O,O,X,X,X,X
SJOZILT,O,O,X,X,X,X
SJOZLTI,O,O,X,X,X,O
SJOZLIT,O,O,X,X,X,X
SZTILJO,O,O,O,X,O,X
SZTILOJ,O,X,O,X,O,O
SZTIJLO,O,O,O,X,X,X
SZTIJOL,X,O,O,X,X,O
SZTIOLJ,O,X,O,X,X,O
SZTIOJL,O,O,O,X,X,O
SZTLIJO,O,O,X,X,O,X
SZTLIOJ,O,X,X,X,O,O
SZTLJIO,O,O,X,X,O,X
SZTLJOI,X,O,X,X,O,X
SZTLOIJ,O,X,X,X,O,O
SZTLOJI,O,X,X,X,O,O
SZTJILO,O,O,O,X,X,X
SZTJIOL,X,O,O,X,X,O
SZTJLIO,O,O,X,X,O,X
SZTJLOI,X,O,X,X,O,X
SZTJOIL,X,O,O,X,X,O
SZTJOLI,X,O,X,X,X,O
SZTOILJ,O,X,O,X,O,O
SZTOIJL,O,O,O,X,X,O
SZTOLIJ,O,X,X,X,O,O
SZTOLJI,O,X,X,X,O,O
SZTOJIL,O,O,O,X,X,O
SZTOJLI,O,O,X,X,O,O
SZITLJO,O,O,O,X,O,X
SZITLOJ,O,X,O,X,O,O
SZITJLO,O,O,O,X,X,X
SZITJOL,X,O,O,X,X,O
SZITOLJ,O,X,O,X,X,O
SZITOJL,O,O,O,X,X,O
SZILTJO,O,O,O,X,O,X
SZILTOJ,O,X,O,X,O,X
SZILJTO,O,O,O,X,O,X
SZILJOT,O,O,O,X,X,X
SZILOTJ,O,X,O,X,O,X
SZILOJT,O,O,O,X,X,X
SZIJTLO,O,O,O,X,X,X
SZIJTOL,X,O,O,X,X,X
SZIJLTO,O,O,O,X,X,X
SZIJLOT,O,O,O,X,X,X
SZIJOTL,O,O,O,X,X,X
SZIJOLT,O,O,O,X,X,X
SZIOTLJ,O,X,O,X,X,O
SZIOTJL,O,O,O,X,X,O
SZIOLTJ,O,X,O,X,X,O
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,O,O,X,X,X
SZIOJLT,O,O,O,X,X,X
SZLTIJO,O,O,X,X,O,X
SZLTIOJ,O,X,X,X,O,O
SZLTJIO,O,O,X,X,O,X
SZLTJOI,X,O,X,X,O,X
SZLTOIJ,O,X,X,X,O,O
SZLTOJI,O,X,X,X,O,O
SZLITJO,O,O,X,X,O,X
SZLITOJ,O,X,X,X,O,X
SZLIJTO,O,O,X,X,O,X
SZLIJOT,O,O,X,X,X,X
SZLIOTJ,O,X,X,X,O,X
SZLIOJT,O,O,X,X,X,X
SZLJTIO,O,O,X,X,O,X
SZLJTOI,X,O,X,X,O,X
SZLJITO,O,O,X,X,O,X
SZLJIOT,O,O,X,X,X,X
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X
SZLOTIJ,O,X,X,X,O,O
SZLOTJI,O,X,X,X,O,O
SZLOITJ,O,X,X,X,O,O
SZLOIJT,O,O,X,X,O,X
SZLOJTI,O,O,X,X,O,O
SZLOJIT,O,O,X,X,O,X
SZJTILO,O,O,O,X,X,X
SZJTIOL,X,O,O,X,X,O
SZJTLIO,O,O,X,X,O,X
SZJTLOI,X,O,X,X,O,X
SZJTOIL,X,O,O,X,X,O
SZJTOLI,X,O,X,X,X,O
SZJITLO,O,O,O,X,X,X
SZJITOL,X,O,O,X,X,X
SZJILTO,O,O,O,X,X,X
SZJILOT,O,O,O,X,X,X
SZJIOTL,O,O,O,X,X,X
SZJIOLT,O,O,O,X,X,X
SZJLTIO,O,O,X,X,O,X
SZJLTOI,X,O,X,X,O,X
SZJLITO,O,O,X,X,O,X
SZJLIOT,O,O,X,X,X,X
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X
SZJOTIL,O,O,O,X,X,O
SZJOTLI,O,O,X,X,X,O
SZJOITL,O,O,O,X,X,X
SZJOILT,O,O,O,X,X,X
SZJOLTI,O,O,X,X,X,O
SZJOLIT,O,O,X,X,X,X
SZOTILJ,O,X,O,X,O,O
SZOTIJL,O,O,O,X,X,O
SZOTLIJ,O,X,X,X,O,O
SZOTLJI,O,X,X,X,O,O
SZOTJIL,O,O,O,X,X,O
SZOTJLI,O,O,X,X,O,O
SZOITLJ,O,X,O,X,O,O
SZOITJL,O,O,O,X,X,O
SZOILTJ,O,X,O,X,O,O
SZOILJT,O,O,O,X,O,X
SZOIJTL,O,O,O,X,X,X
SZOIJLT,O,O,O,X,X,X
SZOLTIJ,O,X,X,X,O,O
SZOLTJI,O,X,X,X,O,O
SZOLITJ,O,X,X,X,O,O
SZOLIJT,O,O,X,X,O,X
SZOLJTI,O,O,X,X,O,O
SZOLJIT,O,O,X,X,O,X
SZOJTIL,O,O,O,X,X,O
SZOJTLI,O,O,X,X,O,O
SZOJITL,O,O,O,X,X,X
SZOJILT,O,O,O,X,X,X
SZOJLTI,O,O,X,X,O,O
SZOJLIT,O,O,X,X,O,X
SOTILJZ,O,X,X,X,X,O
SOTILZJ,X,X,O,X,X,O
SOTIJLZ,O,O,X,X,X,O
SOTIJZL,X,O,O,X,X,O
SOTIZLJ,X,X,O,X,X,O
SOTIZJL,X,O,O,X,X,O
SOTLIJZ,O,X,X,X,X,O
SOTLIZJ,X,X,X,X,O,O
SOTLJIZ,O,X,X,X,X,O
SOTLJZI,O,X,X,X,X,O
SOTLZIJ,O,X,X,X,O,O
SOTLZJI,O,X,X,X,O,O
SOTJILZ,O,O,X,X,X,O
SOTJIZL,X,O,X,X,X,O
SOTJLIZ,O,O,X,X,X,O
SOTJLZI,O,O,X,X,X,O
SOTJZIL,O,O,X,X,X,O
SOTJZLI,O,O,X,X,X,O
SOTZILJ,O,X,O,X,O,O
SOTZIJL,O,O,O,X,X,O
SOTZLIJ,O,X,X,X,O,O
SOTZLJI,O,X,X,X,O,O
SOTZJIL,O,O,O,X,X,O
SOTZJLI,O,O,X,X,O,O
SOITLJZ,O,X,X,X,X,O
SOITLZJ,X,X,O,X,X,O
SOITJLZ,O,O,X,X,X,O
SOITJZL,X,O,O,X,X,O
SOITZLJ,X,X,O,X,X,O
SOITZJL,X,O,O,X,X,O
SOILTJZ,O,X,X,X,X,O
SOILTZJ,X,X,O,X,X,O
SOILJTZ,O,O,X,O,X,X
SOILJZT,O,O,X,O,X,X
SOILZTJ,O,X,O,X,X,O
SOILZJT,O,O,O,X,X,X
SOIJTLZ,O,O,X,O,X,X
SOIJTZL,X,O,O,O,X,X
SOIJLTZ,O,O,X,O,X,X
SOIJLZT,O,O,X,O,X,X
SOIJZTL,O,O,O,O,X,X
SOIJZLT,O,O,O,O,X,X
SOIZTLJ,O,X,O,X,X,O
SOIZTJL,O,O,O,X,X,O
SOIZLTJ,O,X,O,X,X,O
SOIZLJT,O,O,O,X,X,X
SOIZJTL,O,O,O,X,X,X
SOIZJLT,O,O,O,X,X,X
SOLTIJZ,O,X,X,X,X,O
SOLTIZJ,X,X,X,X,O,O
SOLTJIZ,O,X,X,X,X,O
SOLTJZI,O,X,X,X,X,O
SOLTZIJ,O,X,X,X,O,O
SOLTZJI,O,X,X,X,O,O
SOLITJZ,O,X,X,X,X,O
SOLITZJ,X,X,X,X,O,O
SOLIJTZ,O,O,X,O,X,X
SOLIJZT,O,O,X,O,X,X
SOLIZTJ,O,X,X,X,O,O
SOLIZJT,O,O,X,X,O,X
SOLJTIZ,O,O,X,O,X,O
SOLJTZI,O,O,X,X,X,O
SOLJITZ,O,O,X,O,X,X
SOLJIZT,O,O,X,O,X,X
SOLJZTI,O,O,X,X,X,O
SOLJZIT,O,O,X,X,X,X
SOLZTIJ,O,X,X,X,O,O
SOLZTJI,O,X,X,X,O,O
SOLZITJ,O,X,X,X,O,O
SOLZIJT,O,O,X,X,O,X
SOLZJTI,O,O,X,X,O,O
SOLZJIT,O,O,X,X,O,X
SOJTILZ,O,O,X,O,X,O
SOJTIZL,X,O,X,O,X,O
SOJTLIZ,O,O,X,O,X,O
SOJTLZI,O,O,X,X,X,O
SOJTZIL,O,O,X,X,X,O
SOJTZLI,O,O,X,X,X,O
SOJITLZ,O,O,X,O,X,X
SOJITZL,X,O,X,O,X,X
SOJILTZ,O,O,X,O,X,X
SOJILZT,O,O,X,O,X,X
SOJIZTL,O,O,X,O,X,X
SOJIZLT,O,O,X,O,X,X
SOJLTIZ,O,O,X,O,X,O
SOJLTZI,O,O,X,X,X,O
SOJLITZ,O,O,X,O,X,X
SOJLIZT,O,O,X,O,X,X
SOJLZTI,O,O,X,X,X,O
SOJLZIT,O,O,X,X,X,X
SOJZTIL,O,O,X,X,X,O
SOJZTLI,O,O,X,X,X,O
SOJZITL,O,O,X,X,X,X
SOJZILT,O,O,X,X,X,X
SOJZLTI,O,O,X,X,X,O
SOJZLIT,O,O,X,X,X,X
SOZTILJ,O,X,O,X,O,O
SOZTIJL,O,O,O,X,X,O
SOZTLIJ,O,X,X,X,O,O
SOZTLJI,O,X,X,X,O,O
SOZTJIL,O,O,O,X,X,O
SOZTJLI,O,O,X,X,O,O
SOZITLJ,O,X,O,X,O,O
SOZITJL,O,O,O,X,X,O
SOZILTJ,O,X,O,X,O,O
SOZILJT,O,O,O,X,O,X
SOZIJTL,O,O,O,X,X,X
SOZIJLT,O,O,O,X,X,X
SOZLTIJ,O,X,X,X,O,O
SOZLTJI,O,X,X,X,O,O
SOZLITJ,O,X,X,X,O,O
SOZLIJT,O,O,X,X,O,X
SOZLJTI,O,O,X,X,O,O
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,O,O,X,X,O
SOZJTLI,O,O,X,X,O,O
SOZJITL,O,O,O,X,X,X
SOZJILT,O,O,O,X,X,X
SOZJLTI,O,O,X,X,O,O
SOZJLIT,O,O,X,X,O,X
ZTILJSO,X,X,O,O,O,X
ZTILJOS,X,X,O,O,X,X
ZTILSJO,X,X,O,X,O,X
ZTILSOJ,X,X,O,X,O,X
ZTILOJS,X,X,O,X,O,X
ZTILOSJ,X,X,O,X,O,X
ZTIJLSO,X,X,O,O,O,X
ZTIJLOS,X,X,O,O,X,X
ZTIJSLO,O,O,O,O,X,X
ZTIJSOL,X,O,O,O,X,X
ZTIJOLS,X,X,O,O,X,X
ZTIJOSL,X,O,O,O,X,X
ZTISLJO,O,O,O,X,O,X
ZTISLOJ,O,X,O,X,O,O
ZTISJLO,O,O,O,X,X,X
ZTISJOL,X,O,O,X,X,O
ZTISOLJ,O,X,O,X,X,O
ZTISOJL,O,O,O,X,X,O
ZTIOLJS,X,X,O,X,O,X
ZTIOLSJ,X,X,O,X,O,O
ZTIOJLS,X,X,O,X,X,X
ZTIOJSL,O,X,O,X,X,X
ZTIOSLJ,O,X,O,X,O,O
ZTIOSJL,O,X,O,X,X,O
ZTLIJSO,X,X,O,O,O,X
ZTLIJOS,X,X,O,O,X,X
ZTLISJO,X,X,O,X,O,X
ZTLISOJ,X,X,O,X,O,X
ZTLIOJS,X,X,O,X,O,X
ZTLIOSJ,X,X,O,X,O,X
ZTLJISO,X,X,O,O,O,X
ZTLJIOS,X,X,O,O,X,X
ZTLJSIO,X,O,X,X,O,X
ZTLJSOI,X,O,X,X,O,X
ZTLJOIS,X,X,O,O,O,X
ZTLJOSI,X,O,X,X,O,X
ZTLSIJO,X,O,X,X,O,X
ZTLSIOJ,X,X,X,X,O,X
ZTLSJIO,X,O,X,X,O,X
ZTLSJOI,X,O,X,X,O,X
ZTLSOIJ,X,X,X,X,O,X
ZTLSOJI,X,X,X,X,O,X
ZTLOIJS,X,X,O,X,O,X
ZTLOISJ,X,X,O,X,O,X
ZTLOJIS,X,X,O,X,O,X
ZTLOJSI,X,X,X,X,O,X
ZTLOSIJ,X,X,X,X,O,X
ZTLOSJI,X,X,X,X,O,X
ZTJILSO,X,X,O,O,O,X
ZTJILOS,X,X,O,O,X,X
ZTJISLO,O,O,O,O,X,X
ZTJISOL,X,O,O,O,X,X
ZTJIOLS,X,X,O,O,X,X
ZTJIOSL,X,O,O,O,X,X
ZTJLISO,X,X,O,O,O,X
ZTJLIOS,X,X,O,O,X,X
ZTJLSIO,X,O,X,X,O,X
ZTJLSOI,X,O,X,X,O,X
ZTJLOIS,X,X,O,O,O,X
ZTJLOSI,X,O,X,X,O,X
ZTJSILO,O,O,O,X,X,X
ZTJSIOL,X,O,O,X,X,X
ZTJSLIO,O,O,X,X,O,X
ZTJSLOI,X,O,X,X,O,X
ZTJSOIL,X,O,O,X,X,X
ZTJSOLI,X,O,X,X,X,X
ZTJOILS,X,X,O,O,X,X
ZTJOISL,X,O,O,O,X,X
ZTJOLIS,X,X,O,O,O,X
ZTJOLSI,X,O,X,X,O,X
ZTJOSIL,X,O,O,X,X,X
ZTJOSLI,X,O,X,X,O,X
ZTSILJO,O,O,O,X,O,X
ZTSILOJ,O,X,O,X,O,O
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,X,O,O,X,X,O
ZTSIOLJ,O,X,O,X,X,O
ZTSIOJL,O,O,O,X,X,O
ZTSLIJO,O,O,X,X,O,X
ZTSLIOJ,O,X,X,X,O,O
ZTSLJIO,O,O,X,X,O,X
ZTSLJOI,X,O,X,X,O,X
ZTSLOIJ,O,X,X,X,O,O
ZTSLOJI,O,X,X,X,O,O
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,X,O,O,X,X,O
ZTSJLIO,O,O,X,X,O,X
ZTSJLOI,X,O,X,X,O,X
ZTSJOIL,X,O,O,X,X,O
ZTSJOLI,X,O,X,X,X,O
ZTSOILJ,O,X,O,X,O,O
ZTSOIJL,O,O,O,X,X,O
ZTSOLIJ,O,X,X,X,O,O
ZTSOLJI,O,X,X,X,O,O
ZTSOJIL,O,O,O,X,X,O
ZTSOJLI,O,O,X,X,O,O
ZTOILJS,X,X,O,X,O,X
ZTOILSJ,X,X,O,X,O,O
ZTOIJLS,X,X,O,X,X,X
ZTOIJSL,O,X,O,X,X,X
ZTOISLJ,O,X,O,X,O,O
ZTOISJL,O,X,O,X,X,O
ZTOLIJS,X,X,O,X,O,X
ZTOLISJ,X,X,O,X,O,O
ZTOLJIS,X,X,O,X,O,X
ZTOLJSI,X,X,X,X,O,X
ZTOLSIJ,X,X,X,X,O,O
ZTOLSJI,X,X,X,X,O,O
ZTOJILS,X,X,O,X,X,X
ZTOJISL,O,O,O,X,X,X
ZTOJLIS,X,X,O,X,O,X
ZTOJLSI,X,O,X,X,O,X
ZTOJSIL,O,O,O,X,X,X
ZTOJSLI,O,O,X,X,O,X
ZTOSILJ,O,X,O,X,O,O
ZTOSIJL,O,O,O,X,X,O
ZTOSLIJ,O,X,X,X,O,O
ZTOSLJI,O,X,X,X,O,O
ZTOSJIL,O,O,O,X,X,O
ZTOSJLI,O,O,X,X,O,O
ZITLJSO,X,X,O,O,O,X
ZITLJOS,X,X,O,O,X,X
ZITLSJO,X,X,O,X,O,X
ZITLSOJ,X,X,O,X,O,X
ZITLOJS,X,X,O,X,O,X
ZITLOSJ,X,X,O,X,O,X
ZITJLSO,X,X,O,O,O,X
ZITJLOS,X,X,O,O,X,X
ZITJSLO,O,O,O,O,X,X
ZITJSOL,X,O,O,O,X,X
ZITJOLS,X,X,O,O,X,X
ZITJOSL,X,O,O,O,X,X
ZITSLJO,O,O,O,X,O,X
ZITSLOJ,O,X,O,X,O,O
ZITSJLO,O,O,O,X,X,X
ZITSJOL,X,O,O,X,X,O
ZITSOLJ,O,X,O,X,X,O
ZITSOJL,O,O,O,X,X,O
ZITOLJS,X,X,O,X,O,X
ZITOLSJ,X,X,O,X,O,O
ZITOJLS,X,X,O,X,X,X
ZITOJSL,O,X,O,X,X,X
ZITOSLJ,O,X,O,X,O,O
ZITOSJL,O,X,O,X,X,O
ZILTJSO,X,X,O,O,O,X
ZILTJOS,X,X,O,O,X,X
ZILTSJO,X,X,O,X,O,X
ZILTSOJ,X,X,O,X,O,X
ZILTOJS,X,X,O,X,O,X
ZILTOSJ,X,X,O,X,O,X
ZILJTSO,X,X,O,O,O,X
ZILJTOS,X,X,O,O,X,X
ZILJSTO,O,X,O,O,O,X
ZILJSOT,O,X,O,O,X,X
ZILJOTS,X,X,O,O,X,X
ZILJOST,X,X,O,O,X,X
ZILSTJO,O,X,O,X,O,X
ZILSTOJ,O,X,O,X,O,X
ZILSJTO,O,X,O,X,O,X
ZILSJOT,O,X,O,X,X,X
ZILSOTJ,O,X,O,X,O,X
ZILSOJT,O,X,O,X,X,X
ZILOTJS,X,X,O,X,O,X
ZILOTSJ,X,X,O,X,O,X
ZILOJTS,X,X,O,O,O,X
ZILOJST,O,X,O,O,O,X
ZILOSTJ,O,X,O,X,O,X
ZILOSJT,O,X,O,X,O,X
ZIJTLSO,X,X,O,O,O,X
ZIJTLOS,X,X,O,O,X,X
ZIJTSLO,O,O,O,O,X,X
ZIJTSOL,X,O,O,O,X,X
ZIJTOLS,X,X,O,O,X,X
ZIJTOSL,X,O,O,O,X,X
ZIJLTSO,X,X,O,O,O,X
ZIJLTOS,X,X,O,O,X,X
ZIJLSTO,O,X,O,O,O,X
ZIJLSOT,O,X,O,O,X,X
ZIJLOTS,X,X,O,O,X,X
ZIJLOST,X,X,O,O,X,X
ZIJSTLO,O,O,O,O,X,X
ZIJSTOL,X,O,O,O,X,X
ZIJSLTO,O,O,O,O,X,X
ZIJSLOT,O,O,O,O,X,X
ZIJSOTL,O,O,O,O,X,X
ZIJSOLT,O,O,O,O,X,X
ZIJOTLS,X,X,O,O,X,X
ZIJOTSL,O,O,O,O,X,X
ZIJOLTS,X,X,O,O,X,X
ZIJOLST,O,X,O,O,X,X
ZIJOSTL,O,O,O,O,X,X
ZIJOSLT,O,O,O,O,X,X
ZISTLJO,O,O,O,X,O,X
ZISTLOJ,O,X,O,X,O,O
ZISTJLO,O,O,O,X,X,X
ZISTJOL,X,O,O,X,X,O
ZISTOLJ,O,X,O,X,X,O
ZISTOJL,O,O,O,X,X,O
ZISLTJO,O,O,O,X,O,X
ZISLTOJ,O,X,O,X,O,X
ZISLJTO,O,O,O,X,O,X
ZISLJOT,O,O,O,X,X,X
ZISLOTJ,O,X,O,X,O,X
ZISLOJT,O,O,O,X,X,X
ZISJTLO,O,O,O,X,X,X
ZISJTOL,X,O,O,X,X,X
ZISJLTO,O,O,O,X,X,X
ZISJLOT,O,O,O,X,X,X
ZISJOTL,O,O,O,X,X,X
ZISJOLT,O,O,O,X,X,X
ZISOTLJ,O,X,O,X,X,O
ZISOTJL,O,O,O,X,X,O
ZISOLTJ,O,X,O,X,X,O
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,O,O,X,X,X
ZISOJLT,O,O,O,X,X,X
ZIOTLJS,X,X,O,X,O,X
ZIOTLSJ,X,X,O,X,O,O
ZIOTJLS,X,X,O,X,X,X
ZIOTJSL,O,X,O,X,X,X
ZIOTSLJ,O,X,O,X,O,O
ZIOTSJL,O,X,O,X,X,O
ZIOLTJS,X,X,O,X,O,X
ZIOLTSJ,X,X,O,X,O,O
ZIOLJTS,X,X,O,O,O,X
ZIOLJST,O,X,O,O,O,X
ZIOLSTJ,O,X,O,X,O,O
ZIOLSJT,O,X,O,X,O,X
ZIOJTLS,X,X,O,O,X,X
ZIOJTSL,O,O,O,O,X,X
ZIOJLTS,X,X,O,O,X,X
ZIOJLST,O,X,O,O,X,X
ZIOJSTL,O,O,O,O,X,X
ZIOJSLT,O,O,O,O,X,X
ZIOSTLJ,O,X,O,X,O,O
ZIOSTJL,O,O,O,X,X,O
ZIOSLTJ,O,X,O,X,O,O
ZIOSLJT,O,O,O,X,O,X
ZIOSJTL,O,O,O,X,X,X
ZIOSJLT,O,O,O,X,X,X
ZLTIJSO,X,X,O,O,O,X
ZLTIJOS,X,X,O,O,X,X
ZLTISJO,X,X,O,X,O,X
ZLTISOJ,X,X,O,X,O,X
ZLTIOJS,X,X,O,X,O,X
ZLTIOSJ,X,X,O,X,O,X
ZLTJISO,X,X,O,O,O,X
ZLTJIOS,X,X,O,O,X,X
ZLTJSIO,X,O,X,X,O,X
ZLTJSOI,X,O,X,X,O,X
ZLTJOIS,X,X,O,O,O,X
ZLTJOSI,X,O,X,X,O,X
ZLTSIJO,X,O,X,X,O,X
ZLTSIOJ,X,X,X,X,O,X
ZLTSJIO,X,O,X,X,O,X
ZLTSJOI,X,O,X,X,O,X
ZLTSOIJ,X,X,X,X,O,X
ZLTSOJI,X,X,X,X,O,X
ZLTOIJS,X,X,O,X,O,X
ZLTOISJ,X,X,O,X,O,X
ZLTOJIS,X,X,O,X,O,X
ZLTOJSI,X,X,X,X,O,X
ZLTOSIJ,X,X,X,X,O,X
ZLTOSJI,X,X,X,X,O,X
ZLITJSO,X,X,O,O,O,X
ZLITJOS,X,X,O,O,X,X
ZLITSJO,X,X,O,X,O,X
ZLITSOJ,X,X,O,X,O,X
ZLITOJS,X,X,O,X,O,X
ZLITOSJ,X,X,O,X,O,X
ZLIJTSO,X,X,O,O,O,X
ZLIJTOS,X,X,O,O,X,X
ZLIJSTO,O,X,O,O,O,X
ZLIJSOT,O,X,O,O,X,X
ZLIJOTS,X,X,O,O,X,X
ZLIJOST,X,X,O,O,X,X
ZLISTJO,O,X,O,X,O,X
ZLISTOJ,O,X,O,X,O,X
ZLISJTO,O,X,O,X,O,X
ZLISJOT,O,X,O,X,X,X
ZLISOTJ,O,X,O,X,O,X
ZLISOJT,O,X,O,X,X,X
ZLIOTJS,X,X,O,X,O,X
ZLIOTSJ,X,X,O,X,O,X
ZLIOJTS,X,X,O,O,O,X
ZLIOJST,O,X,O,O,O,X
ZLIOSTJ,O,X,O,X,O,X
ZLIOSJT,O,X,O,X,O,X
ZLJTISO,X,X,O,O,O,X
ZLJTIOS,X,X,O,O,X,X
ZLJTSIO,X,O,X,X,O,X
ZLJTSOI,X,O,X,X,O,X
ZLJTOIS,X,X,O,O,O,X
ZLJTOSI,X,O,X,X,O,X
ZLJITSO,X,X,O,O,O,X
ZLJITOS,X,X,O,O,X,X
ZLJISTO,O,X,O,O,O,X
ZLJISOT,O,X,O,O,X,X
ZLJIOTS,X,X,O,O,X,X
ZLJIOST,X,X,O,O,X,X
ZLJSTIO,O,O,X,X,O,X
ZLJSTOI,X,O,X,X,O,X
ZLJSITO,O,O,X,X,O,X
ZLJSIOT,O,O,X,X,X,X
ZLJSOTI,X,O,X,X,X,X
ZLJSOIT,O,O,X,X,X,X
ZLJOTIS,X,X,O,O,O,X
ZLJOTSI,X,O,X,X,O,X
ZLJOITS,X,X,O,O,O,X
ZLJOIST,X,X,O,O,O,X
ZLJOSTI,X,O,X,X,O,X
ZLJOSIT,X,O,X,X,O,X
ZLSTIJO,O,O,X,X,O,X
ZLSTIOJ,O,X,X,X,O,O
ZLSTJIO,O,O,X,X,O,X
ZLSTJOI,X,O,X,X,O,X
ZLSTOIJ,O,X,X,X,O,O
ZLSTOJI,O,X,X,X,O,O
ZLSITJO,O,O,X,X,O,X
ZLSITOJ,O,X,X,X,O,X
ZLSIJTO,O,O,X,X,O,X
ZLSIJOT,O,O,X,X,X,X
ZLSIOTJ,O,X,X,X,O,X
ZLSIOJT,O,O,X,X,X,X
ZLSJTIO,O,O,X,X,O,X
ZLSJTOI,X,O,X,X,O,X
ZLSJITO,O,O,X,X,O,X
ZLSJIOT,O,O,X,X,X,X
ZLSJOTI,O,O,X,X,X,X
ZLSJOIT,O,O,X,X,X,X
ZLSOTIJ,O,X,X,X,O,O
ZLSOTJI,O,X,X,X,O,O
ZLSOITJ,O,X,X,X,O,O
ZLSOIJT,O,O,X,X,O,X
ZLSOJTI,O,O,X,X,O,O
ZLSOJIT,O,O,X,X,O,X
ZLOTIJS,X,X,O,X,O,X
ZLOTISJ,X,X,O,X,O,X
ZLOTJIS,X,X,O,X,O,X
ZLOTJSI,X,X,X,X,O,X
ZLOTSIJ,X,X,X,X,O,O
ZLOTSJI,X,X,X,X,O,O
ZLOITJS,X,X,O,X,O,X
ZLOITSJ,X,X,O,X,O,X
ZLOIJTS,X,X,O,O,O,X
ZLOIJST,O,X,O,O,O,X
ZLOISTJ,O,X,O,X,O,O
ZLOISJT,O,X,O,X,O,X
ZLOJTIS,X,X,O,O,O,X
ZLOJTSI,X,O,X,X,O,X
ZLOJITS,X,X,O,O,O,X
ZLOJIST,O,X,O,O,O,X
ZLOJSTI,O,O,X,X,O,O
ZLOJSIT,O,O,X,X,O,X
ZLOSTIJ,O,X,X,X,O,O
ZLOSTJI,O,X,X,X,O,O
ZLOSITJ,O,X,X,X,O,O
ZLOSIJT,O,O,X,X,O,X
ZLOSJTI,O,O,X,X,O,O
ZLOSJIT,O,O,X,X,O,X
ZJTILSO,X,X,O,O,O,X
ZJTILOS,X,X,O,O,X,X
ZJTISLO,O,O,O,O,X,X
ZJTISOL,X,O,O,O,X,X
ZJTIOLS,X,X,O,O,X,X
ZJTIOSL,X,O,O,O,X,X
ZJTLISO,X,X,O,O,O,X
ZJTLIOS,X,X,O,O,X,X
ZJTLSIO,X,O,X,X,O,X
ZJTLSOI,X,O,X,X,O,X
ZJTLOIS,X,X,O,O,O,X
ZJTLOSI,X,O,X,X,O,X
ZJTSILO,O,O,O,X,X,X
ZJTSIOL,X,O,O,X,X,X
ZJTSLIO,O,O,X,X,O,X
ZJTSLOI,X,O,X,X,O,X
ZJTSOIL,X,O,O,X,X,X
ZJTSOLI,X,O,X,X,X,X
ZJTOILS,X,X,O,O,X,X
ZJTOISL,X,O,O,O,X,X
ZJTOLIS,X,X,O,O,O,X
ZJTOLSI,X,O,X,X,O,X
ZJTOSIL,X,O,O,X,X,X
ZJTOSLI,X,O,X,X,O,X
ZJITLSO,X,X,O,O,O,X
ZJITLOS,X,X,O,O,X,X
ZJITSLO,O,O,O,O,X,X
ZJITSOL,X,O,O,O,X,X
ZJITOLS,X,X,O,O,X,X
ZJITOSL,X,O,O,O,X,X
ZJILTSO,X,X,O,O,O,X
ZJILTOS,X,X,O,O,X,X
ZJILSTO,O,X,O,O,O,X
ZJILSOT,O,X,O,O,X,X
ZJILOTS,X,X,O,O,X,X
ZJILOST,X,X,O,O,X,X
ZJISTLO,O,O,O,O,X,X
ZJISTOL,X,O,O,O,X,X
ZJISLTO,O,O,O,O,X,X
ZJISLOT,O,O,O,O,X,X
ZJISOTL,O,O,O,O,X,X
ZJISOLT,O,O,O,O,X,X
ZJIOTLS,X,X,O,O,X,X
ZJIOTSL,O,O,O,O,X,X
ZJIOLTS,X,X,O,O,X,X
ZJIOLST,O,X,O,O,X,X
ZJIOSTL,O,O,O,O,X,X
ZJIOSLT,O,O,O,O,X,X
ZJLTISO,X,X,O,O,O,X
ZJLTIOS,X,X,O,O,X,X
ZJLTSIO,X,O,X,X,O,X
ZJLTSOI,X,O,X,X,O,X
ZJLTOIS,X,X,O,O,O,X
ZJLTOSI,X,O,X,X,O,X
ZJLITSO,X,X,O,O,O,X
ZJLITOS,X,X,O,O,X,X
ZJLISTO,O,X,O,O,O,X
ZJLISOT,O,X,O,O,X,X
ZJLIOTS,X,X,O,O,X,X
ZJLIOST,X,X,O,O,X,X
ZJLSTIO,O,O,X,X,O,X
ZJLSTOI,X,O,X,X,O,X
ZJLSITO,O,O,X,X,O,X
ZJLSIOT,O,O,X,X,X,X
