sequence,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFxhBXjBimBc?tBFqBGsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFfnBxiBUmBG?oBFqBzsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhF0hBxiB2rBC?oBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFRhBCjB3mBT?oBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBfnBxiBu?sBctBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFfnBxiBqsBT?oBUmBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBGjBRnBU?nBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFziB+oBRmB3?mBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFOmB8mBCjBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFihB3mBFqBx?sBusBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFzhBWoBUmBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBc?tB6sBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeXBJvhFliBzmBRqBC?tBOqBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeUCJvhFTjBxlBmlBS?sBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhF0iBmlBzmBS?tBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBS?tBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTBJvhFFjBSqBctBx?rBOqB/sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je1GJvhFTjBXlBWtBR?rBiqB0sB
JOLSIZT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOLSZIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLZTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZSTI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSTILZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTLZI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSILZT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSIZTL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSIZLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLTIZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLTZI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLITZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSLIZT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLZTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOSLZIT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZTLI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZITL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZILT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZLTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
JOZTISL,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
JOZTLIS,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
JOZTLSI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
JOZTSIL,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
JOZTSLI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
JOZITLS,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOZILST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLTIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZLTSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZLIST,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZSTLI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZSITL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILJZO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STILZJO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STILZOJ,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
STILOJZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STIJLZO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STIJLOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STIJZLO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STIJZOL,X,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O
STIJOLZ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STIJOZL,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
STIZLJO,X,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STIZLOJ,X,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
STIZJLO,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STIZJOL,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O
STIZOLJ,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STIZOJL,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
STIOLJZ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X
STIOJLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STIOJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
STIOZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
STIOZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
STLIJZO,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLIZJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
STLIZOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STLIOJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STLIOZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STLJIZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLJZIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STLJOIZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
STLJOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STLZIJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STLZOIJ,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STLOIJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STLOIZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STLOJIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
STLOJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STLOZIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STJILZO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJIZLO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X
STJIOLZ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
STJIOZL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
STJLIZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STJLZIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
STJLOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STJZILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STJOILZ,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
STJOIZL,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
STJOLIZ,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
STJOLZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
STJOZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STZILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
STZIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STZIJOL,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
STZIOLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STZLIJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STZJILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STZOIJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STZOLIJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOILZJ,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STOIJLZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STOIZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
STOIZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
STOLIJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STOLIZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
STOLJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
STOJILZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X
STOJIZL,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
STOJLIZ,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X
STOJLZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
STOJZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STOZILJ,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X
STOZIJL,O,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
STOZLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STOZJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
SITLJZO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SITLJOZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
SITLZJO,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
SITLZOJ,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
SITLOJZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
SITJLZO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SITJLOZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
SITJZLO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SITJZOL,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
SITJOLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SITJOZL,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SITZLJO,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
SITZLOJ,X,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
SITZJLO,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,O
SITZOLJ,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
SITZOJL,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
SITOLJZ,X,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SITOLZJ,X,O,O,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X
SITOJLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SITOJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SITOZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SITOZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SILTJZO,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O
SILTZJO,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTZOJ,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
SILJZTO,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILZTOJ,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILZJTO,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SILOTZJ,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SILOJTZ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJTZLO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJTZOL,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIJTOLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJTOZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJLTZO,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJLZTO,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJZLTO,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJZOLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOLTZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOZLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZTOLJ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZLTJO,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZJLTO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZOLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZOJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
SIOTJLZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIOTJZL,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SIOTZLJ,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOTZJL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOLTJZ,X,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOLZJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOJTLZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLTZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIOJLZT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJZLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOZLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOZJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
