sequence,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFmiB5oB?XlBlmBcsBTrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhF8mBziB?5oBilBXsBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBihB?ziB5oBFsB3rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeGAJvhF/mBFiB?8nB5oBzkBywB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFXiB8nB?5oBilBzrBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFziB5oB?XlBFsBOrB8rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFThBOnB?8nB5oBXlB1wB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBThB?5oBlnB3rBisB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeWFJvhFxiBlmB?csB6tBXlBTrB
JSTILOZ,X,O,X,X,X,O,X,X,X
JSTIZLO,O,X,X,O,X,O,X,O,X
JSTIZOL,O,X,X,O,X,O,X,O,X
JSTIOLZ,X,O,X,X,X,O,X,X,X
JSTIOZL,X,X,X,X,X,O,X,O,X
JSTLIZO,O,O,X,X,X,O,X,X,X
JSTLIOZ,X,O,X,X,X,O,X,X,X
JSTLZIO,O,O,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X,X,X
JSTLOIZ,X,O,X,X,X,O,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X,X
JSTZILO,O,X,X,O,X,X,X,O,X
JSTZIOL,O,X,X,O,X,X,X,O,X
JSTZLIO,O,X,X,O,X,X,X,O,X
JSTZLOI,O,X,X,X,X,X,X,O,X
JSTZOIL,O,X,X,O,X,X,X,O,X
JSTZOLI,O,X,X,X,X,X,X,O,X
JSTOILZ,X,O,X,X,X,O,X,X,X
JSTOIZL,X,X,X,X,X,O,X,O,X
JSTOLIZ,X,O,X,X,X,O,X,X,X
JSTOLZI,X,O,X,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,X,X,O,X
JSTOZLI,X,X,X,X,X,X,X,O,X
JSITLZO,O,O,X,X,X,O,X,X,X
JSITLOZ,X,O,X,X,X,O,X,X,X
JSITZLO,O,X,X,O,X,O,X,O,X
JSITZOL,O,X,X,O,X,O,X,O,X
JSITOLZ,X,O,X,X,X,O,X,X,X
JSITOZL,X,X,X,X,X,O,X,O,X
JSILTZO,O,O,X,X,X,O,X,X,X
JSILTOZ,X,O,X,X,X,O,X,X,X
JSILZTO,O,O,X,O,X,X,O,X,X
JSILZOT,O,O,X,X,O,X,X,X,X
JSILOTZ,X,O,X,X,X,O,X,X,X
JSILOZT,O,O,X,X,O,X,X,X,X
JSIZTLO,O,X,X,O,X,X,O,O,X
JSIZTOL,O,X,X,O,X,X,O,O,X
JSIZLTO,O,O,X,O,X,X,O,O,X
JSIZLOT,O,O,X,O,O,X,X,O,X
JSIZOTL,O,X,X,O,X,X,X,O,X
JSIZOLT,O,O,X,O,O,X,X,O,X
JSIOTLZ,X,O,X,X,X,O,X,X,X
JSIOTZL,X,X,X,O,X,O,X,O,X
JSIOLTZ,X,O,X,X,X,O,X,X,X
JSIOLZT,O,O,X,O,O,X,X,X,X
JSIOZTL,O,X,X,O,X,X,X,O,X
JSIOZLT,O,O,X,O,O,X,X,O,X
JSLTIZO,O,O,X,X,X,O,X,X,X
JSLTIOZ,X,O,X,X,X,O,X,X,X
JSLTZIO,O,O,X,X,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,X,X
JSLTOIZ,X,O,X,X,X,O,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,O,X,X,X
JSLITOZ,X,O,X,X,X,O,X,X,X
JSLIZTO,O,O,X,O,X,X,O,X,O
JSLIZOT,O,O,X,X,O,X,X,X,X
JSLIOTZ,X,O,X,X,X,O,X,X,X
JSLIOZT,O,O,X,X,O,X,X,X,X
JSLZTIO,O,O,X,O,X,X,O,X,O
JSLZTOI,O,O,X,X,X,X,O,X,O
JSLZITO,O,O,X,O,X,X,O,X,O
JSLZIOT,O,O,X,X,O,X,X,X,X
JSLZOTI,O,O,X,X,O,X,X,X,X
JSLZOIT,O,O,X,X,O,X,X,X,X
JSLOTIZ,X,O,X,X,X,O,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,O,X,X,X
JSLOIZT,O,O,X,X,O,X,X,X,X
JSLOZTI,O,O,X,X,O,X,X,X,X
JSLOZIT,O,O,X,X,O,X,X,X,X
JSZTILO,O,X,X,O,X,X,O,O,X
JSZTIOL,O,X,X,O,X,X,O,O,X
JSZTLIO,O,X,X,O,X,X,O,O,O
JSZTLOI,O,X,X,X,X,X,O,O,O
JSZTOIL,O,X,X,O,X,X,O,O,X
JSZTOLI,O,X,X,O,X,X,O,O,X
JSZITLO,O,X,X,O,X,X,O,O,X
JSZITOL,O,X,X,O,X,X,O,O,X
JSZILTO,O,O,X,O,X,X,O,O,X
JSZILOT,O,O,X,O,O,X,X,O,X
JSZIOTL,O,X,X,O,X,X,X,O,X
JSZIOLT,O,O,X,O,O,X,X,O,X
JSZLTIO,O,O,X,O,X,X,O,O,O
JSZLTOI,O,O,X,O,X,X,O,O,O
JSZLITO,O,O,X,O,X,X,O,O,O
JSZLIOT,O,O,X,O,O,X,X,O,X
JSZLOTI,O,O,X,O,O,X,X,O,X
JSZLOIT,O,O,X,O,O,X,X,O,X
JSZOTIL,O,X,X,O,X,X,X,O,X
JSZOTLI,O,X,X,O,X,X,X,O,X
JSZOITL,O,X,X,O,X,X,X,O,X
JSZOILT,O,O,X,O,O,X,X,O,X
JSZOLTI,O,O,X,O,O,X,X,O,X
JSZOLIT,O,O,X,O,O,X,X,O,X
JSOTILZ,X,O,X,X,X,O,X,X,X
JSOTIZL,X,X,X,O,X,O,X,O,X
JSOTLIZ,X,O,X,X,X,O,X,X,X
JSOTLZI,X,O,X,X,X,X,X,X,X
JSOTZIL,X,X,X,O,X,X,X,O,X
JSOTZLI,X,X,X,O,X,X,X,O,X
JSOITLZ,X,O,X,X,X,O,X,X,X
JSOITZL,X,X,X,O,X,O,X,O,X
JSOILTZ,X,O,X,X,X,O,X,X,X
JSOILZT,O,O,X,O,O,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,O,X
JSOIZLT,O,O,X,O,O,X,X,O,X
JSOLTIZ,X,O,X,X,X,O,X,X,X
JSOLTZI,X,O,X,X,X,X,X,X,X
JSOLITZ,X,O,X,X,X,O,X,X,X
JSOLIZT,O,O,X,O,O,X,X,X,X
JSOLZTI,O,O,X,O,O,X,X,X,X
JSOLZIT,O,O,X,O,O,X,X,X,X
JSOZTIL,O,X,X,O,X,X,X,O,X
JSOZTLI,O,X,X,O,X,X,X,O,X
JSOZITL,O,X,X,O,X,X,X,O,X
JSOZILT,O,O,X,O,O,X,X,O,X
JSOZLTI,O,O,X,O,O,X,X,O,X
JSOZLIT,O,O,X,O,O,X,X,O,X
JZTILSO,O,X,O,O,X,X,O,O,O
JZTILOS,X,X,O,X,O,X,O,X,O
JZTISLO,O,X,O,O,X,X,O,O,X
JZTISOL,O,X,O,O,X,X,O,O,X
JZTIOLS,X,X,O,X,O,X,O,X,X
JZTIOSL,O,X,O,X,X,X,O,O,X
JZTLISO,O,X,O,O,X,X,O,O,O
JZTLIOS,X,X,O,X,O,X,O,X,O
JZTLSIO,O,X,O,O,X,X,O,O,O
JZTLSOI,O,X,O,O,X,X,O,O,O
JZTLOIS,X,X,O,X,O,X,O,X,O
JZTLOSI,X,X,O,X,O,X,O,X,O
JZTSILO,O,X,O,O,X,X,O,O,X
JZTSIOL,O,X,O,O,X,X,O,O,X
JZTSLIO,O,X,O,O,X,X,O,O,O
JZTSLOI,O,X,O,X,X,X,O,O,O
JZTSOIL,O,X,O,O,X,X,O,O,X
JZTSOLI,O,X,O,X,X,X,O,O,X
JZTOILS,X,X,O,X,O,X,O,X,X
JZTOISL,O,X,O,X,X,X,O,O,X
JZTOLIS,X,X,O,X,O,X,O,X,O
JZTOLSI,X,X,O,X,O,X,O,X,O
JZTOSIL,O,X,O,X,X,X,O,O,X
JZTOSLI,O,X,O,X,X,X,O,O,X
JZITLSO,O,X,O,O,X,X,O,O,O
JZITLOS,X,X,O,X,O,X,O,X,O
JZITSLO,O,X,O,O,X,X,O,O,X
JZITSOL,O,X,O,O,X,X,O,O,X
JZITOLS,X,X,O,X,O,X,O,X,X
JZITOSL,O,X,O,X,X,X,O,O,X
JZILTSO,O,X,O,O,X,X,X,O,O
JZILTOS,X,X,O,X,O,X,X,X,O
JZILSTO,O,O,O,O,X,X,X,O,O
JZILSOT,O,O,O,O,O,X,X,O,X
JZILOTS,X,X,O,O,O,X,X,X,O
JZILOST,X,O,O,O,O,X,X,O,X
JZISTLO,O,X,O,O,X,X,O,O,X
JZISTOL,O,X,O,O,X,X,O,O,X
JZISLTO,O,O,O,O,X,X,O,O,X
JZISLOT,O,O,O,O,O,X,X,O,X
JZISOTL,O,X,O,O,X,X,X,O,X
JZISOLT,O,O,O,O,O,X,X,O,X
JZIOTLS,X,X,O,O,O,X,X,X,X
JZIOTSL,O,X,O,O,X,X,X,O,X
JZIOLTS,X,X,O,O,O,X,X,X,X
JZIOLST,X,O,O,O,O,X,X,O,X
JZIOSTL,O,X,O,O,X,X,X,O,X
JZIOSLT,O,O,O,O,O,X,X,O,X
JZLTISO,O,X,O,O,X,X,X,O,O
JZLTIOS,X,X,O,X,O,X,X,X,O
JZLTSIO,O,X,O,O,X,X,X,O,O
JZLTSOI,O,X,O,O,X,X,X,O,O
JZLTOIS,X,X,O,X,O,X,X,X,O
JZLTOSI,X,X,O,X,O,X,X,X,O
JZLITSO,O,X,O,O,X,X,X,O,O
JZLITOS,X,X,O,X,O,X,X,X,O
JZLISTO,O,O,O,O,X,X,X,O,O
JZLISOT,O,O,O,O,O,X,X,O,X
JZLIOTS,X,X,O,O,O,X,X,X,O
JZLIOST,X,O,O,O,O,X,X,O,X
JZLSTIO,O,O,O,O,X,X,X,O,O
JZLSTOI,O,O,O,O,X,X,X,O,O
JZLSITO,O,O,O,O,X,X,X,O,O
JZLSIOT,O,O,O,O,O,X,X,O,X
JZLSOTI,O,O,X,O,O,X,X,O,X
JZLSOIT,O,O,O,O,O,X,X,O,X
JZLOTIS,X,X,O,O,O,X,X,X,O
JZLOTSI,X,X,O,O,O,X,X,X,O
JZLOITS,X,X,O,O,O,X,X,X,O
JZLOIST,X,O,O,O,O,X,X,O,X
JZLOSTI,X,O,X,O,O,X,X,O,X
JZLOSIT,X,O,O,O,O,X,X,O,X
JZSTILO,O,X,O,O,X,X,O,O,X
JZSTIOL,O,X,O,O,X,X,O,O,X
JZSTLIO,O,X,O,O,X,X,O,O,O
JZSTLOI,O,X,O,X,X,X,O,O,O
JZSTOIL,O,X,O,O,X,X,O,O,X
JZSTOLI,O,X,O,O,X,X,O,O,X
JZSITLO,O,X,O,O,X,X,O,O,X
JZSITOL,O,X,O,O,X,X,O,O,X
JZSILTO,O,O,O,O,X,X,O,O,X
JZSILOT,O,O,O,O,O,X,X,O,X
JZSIOTL,O,X,O,O,X,X,X,O,X
JZSIOLT,O,O,O,O,O,X,X,O,X
JZSLTIO,O,O,O,O,X,X,O,O,O
JZSLTOI,O,O,O,O,X,X,O,O,O
JZSLITO,O,O,O,O,X,X,O,O,O
JZSLIOT,O,O,O,O,O,X,X,O,X
JZSLOTI,O,O,X,O,O,X,X,O,X
JZSLOIT,O,O,O,O,O,X,X,O,X
JZSOTIL,O,X,O,O,X,X,X,O,X
JZSOTLI,O,X,O,O,X,X,X,O,X
JZSOITL,O,X,O,O,X,X,X,O,X
JZSOILT,O,O,O,O,O,X,X,O,X
JZSOLTI,O,O,X,O,O,X,X,O,X
JZSOLIT,O,O,O,O,O,X,X,O,X
JZOTILS,X,X,O,O,O,X,X,X,X
JZOTISL,O,X,O,O,X,X,X,O,X
JZOTLIS,X,X,O,O,O,X,X,X,O
JZOTLSI,X,X,O,O,O,X,X,X,O
JZOTSIL,O,X,O,O,X,X,X,O,X
JZOTSLI,O,X,O,O,X,X,X,O,X
JZOITLS,X,X,O,O,O,X,X,X,X
JZOITSL,O,X,O,O,X,X,X,O,X
JZOILTS,X,X,O,O,O,X,X,X,X
JZOILST,X,O,O,O,O,X,X,O,X
JZOISTL,O,X,O,O,X,X,X,O,X
JZOISLT,O,O,O,O,O,X,X,O,X
JZOLTIS,X,X,O,O,O,X,X,X,O
JZOLTSI,X,X,O,O,O,X,X,X,O
JZOLITS,X,X,O,O,O,X,X,X,O
JZOLIST,X,O,O,O,O,X,X,O,X
JZOLSTI,X,O,X,O,O,X,X,O,X
JZOLSIT,X,O,O,O,O,X,X,O,X
JZOSTIL,O,X,O,O,X,X,X,O,X
JZOSTLI,O,X,O,O,X,X,X,O,X
JZOSITL,O,X,O,O,X,X,X,O,X
JZOSILT,O,O,O,O,O,X,X,O,X
JZOSLTI,O,O,X,O,O,X,X,O,X
JZOSLIT,O,O,O,O,O,X,X,O,X
JOTILSZ,X,O,X,X,X,X,X,X,X
JOTILZS,X,X,O,X,O,X,X,X,X
JOTISLZ,X,O,X,X,X,O,X,X,X
JOTISZL,X,X,X,O,X,O,X,X,X
JOTIZLS,X,X,O,O,O,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X,X
JOTLISZ,X,O,X,X,X,X,X,X,X
JOTLIZS,X,X,O,X,O,X,X,X,X
JOTLSIZ,X,O,X,X,X,X,X,X,X
JOTLSZI,X,O,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,O,X,X,X,X
JOTLZSI,X,X,O,X,O,X,X,X,X
JOTSILZ,X,O,X,X,X,O,X,X,X
JOTSIZL,X,X,X,O,X,O,X,X,X
JOTSLIZ,X,O,X,X,X,O,X,X,X
JOTSLZI,X,O,X,X,X,X,X,X,X
JOTSZIL,X,X,X,O,X,X,X,X,X
JOTSZLI,X,X,X,O,X,X,X,X,X
JOTZILS,X,X,O,O,O,X,X,X,X
JOTZISL,X,X,O,O,X,X,X,X,X
JOTZLIS,X,X,O,O,O,X,X,X,X
JOTZLSI,X,X,O,O,O,X,X,X,X
JOTZSIL,X,X,O,O,X,X,X,X,X
JOTZSLI,X,X,O,O,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,X,X,X
JOITLZS,X,X,O,X,O,X,X,X,X
JOITSLZ,X,O,X,X,X,O,X,X,X
JOITSZL,X,X,X,O,X,O,X,X,X
JOITZLS,X,X,O,O,O,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X
JOILTSZ,X,O,X,X,X,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,X
JOILSZT,X,O,X,O,O,X,X,X,X
JOILZTS,X,X,O,O,O,X,X,X,X
JOILZST,X,O,O,O,O,X,X,X,X
JOISTLZ,X,O,X,X,X,O,X,X,X
JOISTZL,X,X,X,O,X,O,X,O,X
JOISLTZ,X,O,X,X,X,O,X,X,X
JOISLZT,O,O,X,O,O,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,O,X
JOISZLT,O,O,X,O,O,X,X,O,X
JOIZTLS,X,X,O,O,O,X,X,X,X
JOIZTSL,O,X,O,O,X,X,X,O,X
JOIZLTS,X,X,O,O,O,X,X,X,X
JOIZLST,X,O,O,O,O,X,X,O,X
JOIZSTL,O,X,O,O,X,X,X,O,X
JOIZSLT,O,O,O,O,O,X,X,O,X
JOLTISZ,X,O,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,O,X,X,X,X
JOLTSIZ,X,O,X,X,X,X,X,X,X
JOLTSZI,X,O,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,O,X,X,X,X
JOLTZSI,X,X,X,X,O,X,X,X,X
JOLITSZ,X,O,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X
JOLISTZ,X,O,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,O,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,O
JOLIZST,X,O,O,O,O,X,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,O,X,X,X,X
JOLSZTI,X,O,X,O,O,X,X,X,X
JOLSZIT,X,O,X,O,O,X,X,X,X
JOLZTIS,X,X,O,O,O,X,X,X,O
JOLZTSI,X,X,X,O,O,X,X,X,O
JOLZITS,X,X,O,O,O,X,X,X,O
JOLZIST,X,O,O,O,O,X,X,X,X
JOLZSTI,X,O,X,O,O,X,X,X,X
JOLZSIT,X,O,O,O,O,X,X,X,X
JOSTILZ,X,O,X,X,X,O,X,X,X
JOSTIZL,X,X,X,O,X,O,X,O,X
JOSTLIZ,X,O,X,X,X,O,X,X,X
JOSTLZI,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,O,X,X,X,O,X
JOSTZLI,X,X,X,O,X,X,X,O,X
JOSITLZ,X,O,X,X,X,O,X,X,X
JOSITZL,X,X,X,O,X,O,X,O,X
JOSILTZ,X,O,X,X,X,O,X,X,X
JOSILZT,O,O,X,O,O,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,O,X
JOSIZLT,O,O,X,O,O,X,X,O,X
JOSLTIZ,X,O,X,X,X,O,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,O,X,X,X
JOSLIZT,O,O,X,O,O,X,X,X,X
JOSLZTI,O,O,X,O,O,X,X,X,X
JOSLZIT,O,O,X,O,O,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,O,X
JOSZTLI,O,X,X,O,X,X,X,O,X
JOSZITL,O,X,X,O,X,X,X,O,X
JOSZILT,O,O,X,O,O,X,X,O,X
JOSZLTI,O,O,X,O,O,X,X,O,X
JOSZLIT,O,O,X,O,O,X,X,O,X
JOZTILS,X,X,O,O,O,X,X,X,X
JOZTISL,O,X,O,O,X,X,X,O,X
JOZTLIS,X,X,O,O,O,X,X,X,O
JOZTLSI,X,X,O,O,O,X,X,X,O
JOZTSIL,O,X,O,O,X,X,X,O,X
JOZTSLI,O,X,O,O,X,X,X,O,X
JOZITLS,X,X,O,O,O,X,X,X,X
JOZITSL,O,X,O,O,X,X,X,O,X
JOZILTS,X,X,O,O,O,X,X,X,X
JOZILST,X,O,O,O,O,X,X,O,X
JOZISTL,O,X,O,O,X,X,X,O,X
JOZISLT,O,O,O,O,O,X,X,O,X
JOZLTIS,X,X,O,O,O,X,X,X,O
JOZLTSI,X,X,O,O,O,X,X,X,O
JOZLITS,X,X,O,O,O,X,X,X,O
JOZLIST,X,O,O,O,O,X,X,O,X
JOZLSTI,X,O,X,O,O,X,X,O,X
JOZLSIT,X,O,O,O,O,X,X,O,X
JOZSTIL,O,X,O,O,X,X,X,O,X
JOZSTLI,O,X,O,O,X,X,X,O,X
JOZSITL,O,X,O,O,X,X,X,O,X
JOZSILT,O,O,O,O,O,X,X,O,X
JOZSLTI,O,O,X,O,O,X,X,O,X
JOZSLIT,O,O,O,O,O,X,X,O,X
STILJZO,O,O,X,X,X,O,X,X,X
STILJOZ,X,O,X,X,X,O,X,X,X
STILZJO,O,O,O,X,X,O,O,O,X
STILZOJ,O,O,O,X,X,O,O,O,X
STILOJZ,X,O,X,X,X,O,X,X,X
STILOZJ,X,O,O,X,X,O,X,O,X
STIJLZO,O,O,X,X,X,O,X,X,X
STIJLOZ,X,O,X,X,X,O,X,X,X
STIJZLO,O,X,X,O,X,O,X,O,X
STIJZOL,O,X,X,O,X,O,X,O,X
STIJOLZ,X,O,X,X,X,O,X,X,X
STIJOZL,X,X,X,X,X,O,X,O,X
STIZLJO,O,O,O,O,X,O,O,O,X
STIZLOJ,O,O,O,O,X,O,O,O,X
STIZJLO,O,X,O,O,X,O,O,O,X
STIZJOL,O,X,O,O,X,O,O,O,X
STIZOLJ,O,O,O,O,X,O,O,O,X
STIZOJL,O,X,O,O,X,O,O,O,X
STIOLJZ,X,O,X,X,X,O,X,X,X
STIOLZJ,X,O,O,X,X,O,X,O,X
STIOJLZ,X,O,X,X,X,O,X,X,X
STIOJZL,X,X,X,O,X,O,X,O,X
STIOZLJ,X,O,O,O,X,O,X,O,X
STIOZJL,X,X,O,O,X,O,X,O,X
STLIJZO,O,O,X,X,X,O,X,X,X
STLIJOZ,X,O,X,X,X,O,X,X,X
STLIZJO,O,O,O,X,X,O,O,O,X
STLIZOJ,O,O,O,X,X,O,O,O,X
STLIOJZ,X,O,X,X,X,O,X,X,X
STLIOZJ,X,O,O,X,X,O,X,O,X
STLJIZO,O,O,X,X,X,O,X,X,X
STLJIOZ,X,O,X,X,X,O,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X,X
STLJOIZ,X,O,X,X,X,O,X,X,X
STLJOZI,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,O,O,O,X
STLZIOJ,O,O,O,X,X,O,O,O,X
STLZJIO,O,O,O,X,X,X,O,O,X
STLZJOI,O,O,O,X,X,X,O,O,X
STLZOIJ,O,O,O,X,X,O,O,O,X
STLZOJI,O,O,O,X,X,X,O,O,X
STLOIJZ,X,O,X,X,X,O,X,X,X
STLOIZJ,X,O,O,X,X,O,X,O,X
STLOJIZ,X,O,X,X,X,O,X,X,X
STLOJZI,X,O,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,X,O,X,O,X
STLOZJI,X,O,O,X,X,X,X,O,X
STJILZO,O,O,X,X,X,O,X,X,X
STJILOZ,X,O,X,X,X,O,X,X,X
STJIZLO,O,X,X,O,X,O,X,O,X
STJIZOL,O,X,X,O,X,O,X,O,X
STJIOLZ,X,O,X,X,X,O,X,X,X
STJIOZL,X,X,X,X,X,O,X,O,X
STJLIZO,O,O,X,X,X,O,X,X,X
STJLIOZ,X,O,X,X,X,O,X,X,X
STJLZIO,O,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,X,X,X
STJLOIZ,X,O,X,X,X,O,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,O,X
STJZIOL,O,X,X,O,X,X,X,O,X
STJZLIO,O,X,X,O,X,X,X,O,X
STJZLOI,O,X,X,X,X,X,X,O,X
STJZOIL,O,X,X,O,X,X,X,O,X
STJZOLI,O,X,X,X,X,X,X,O,X
STJOILZ,X,O,X,X,X,O,X,X,X
STJOIZL,X,X,X,X,X,O,X,O,X
STJOLIZ,X,O,X,X,X,O,X,X,X
STJOLZI,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,X,O,X
STJOZLI,X,X,X,X,X,X,X,O,X
STZILJO,O,O,O,O,X,O,O,O,X
STZILOJ,O,O,O,O,X,O,O,O,X
STZIJLO,O,X,O,O,X,O,O,O,X
STZIJOL,O,X,O,O,X,O,O,O,X
STZIOLJ,O,O,O,O,X,O,O,O,X
STZIOJL,O,X,O,O,X,O,O,O,X
STZLIJO,O,O,O,O,X,O,O,O,X
STZLIOJ,O,O,O,O,X,O,O,O,X
STZLJIO,O,O,O,O,X,X,O,O,X
STZLJOI,O,O,O,X,X,X,O,O,X
STZLOIJ,O,O,O,O,X,O,O,O,X
STZLOJI,O,O,O,O,X,X,O,O,X
STZJILO,O,X,O,O,X,X,O,O,X
STZJIOL,O,X,O,O,X,X,O,O,X
STZJLIO,O,X,O,O,X,X,O,O,X
STZJLOI,O,X,O,X,X,X,O,O,X
STZJOIL,O,X,O,O,X,X,O,O,X
STZJOLI,O,X,O,O,X,X,O,O,X
STZOILJ,O,O,O,O,X,O,O,O,X
STZOIJL,O,X,O,O,X,O,O,O,X
STZOLIJ,O,O,O,O,X,O,O,O,X
STZOLJI,O,O,O,O,X,X,O,O,X
STZOJIL,O,X,O,O,X,X,O,O,X
STZOJLI,O,X,O,O,X,X,O,O,X
STOILJZ,X,O,X,X,X,O,X,X,X
STOILZJ,X,O,O,X,X,O,X,O,X
STOIJLZ,X,O,X,X,X,O,X,X,X
STOIJZL,X,X,X,O,X,O,X,O,X
STOIZLJ,X,O,O,O,X,O,X,O,X
STOIZJL,X,X,O,O,X,O,X,O,X
STOLIJZ,X,O,X,X,X,O,X,X,X
STOLIZJ,X,O,O,X,X,O,X,O,X
STOLJIZ,X,O,X,X,X,O,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,X,O,X,O,X
STOLZJI,X,O,O,X,X,X,X,O,X
STOJILZ,X,O,X,X,X,O,X,X,X
STOJIZL,X,X,X,O,X,O,X,O,X
STOJLIZ,X,O,X,X,X,O,X,X,X
STOJLZI,X,O,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,X,X,O,X
STOJZLI,X,X,X,O,X,X,X,O,X
STOZILJ,X,O,O,O,X,O,X,O,X
STOZIJL,X,X,O,O,X,O,X,O,X
STOZLIJ,X,O,O,O,X,O,X,O,X
STOZLJI,X,O,O,O,X,X,X,O,X
STOZJIL,X,X,O,O,X,X,X,O,X
STOZJLI,X,X,O,O,X,X,X,O,X
SITLJZO,O,O,X,X,X,O,X,X,X
SITLJOZ,X,O,X,X,X,O,X,X,X
SITLZJO,O,O,O,X,X,O,O,O,X
SITLZOJ,O,O,O,X,X,O,O,O,X
SITLOJZ,X,O,X,X,X,O,X,X,X
SITLOZJ,X,O,O,X,X,O,X,O,X
SITJLZO,O,O,X,X,X,O,X,X,X
SITJLOZ,X,O,X,X,X,O,X,X,X
SITJZLO,O,X,X,O,X,O,X,O,X
SITJZOL,O,X,X,O,X,O,X,O,X
SITJOLZ,X,O,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,O,X,O,X
SITZLJO,O,O,O,O,X,O,O,O,X
SITZLOJ,O,O,O,O,X,O,O,O,X
SITZJLO,O,X,O,O,X,O,O,O,X
SITZJOL,O,X,O,O,X,O,O,O,X
SITZOLJ,O,O,O,O,X,O,O,O,X
SITZOJL,O,X,O,O,X,O,O,O,X
SITOLJZ,X,O,X,X,X,O,X,X,X
SITOLZJ,X,O,O,X,X,O,X,O,X
SITOJLZ,X,O,X,X,X,O,X,X,X
SITOJZL,X,X,X,O,X,O,X,O,X
SITOZLJ,X,O,O,O,X,O,X,O,X
SITOZJL,X,X,O,O,X,O,X,O,X
SILTJZO,O,O,X,X,X,O,X,X,X
SILTJOZ,X,O,X,X,X,O,X,X,X
SILTZJO,O,O,O,X,X,O,O,O,X
SILTZOJ,O,O,O,X,X,O,O,O,X
SILTOJZ,X,O,X,X,X,O,X,X,X
SILTOZJ,X,O,O,X,X,O,X,O,X
SILJTZO,O,O,X,X,X,O,X,X,X
SILJTOZ,X,O,X,X,X,O,X,X,X
SILJZTO,O,O,X,O,X,X,O,X,X
SILJZOT,O,O,X,X,O,X,X,X,X
SILJOTZ,X,O,X,X,X,O,X,X,X
SILJOZT,O,O,X,X,O,X,X,X,X
SILZTJO,O,O,O,O,X,O,O,O,X
SILZTOJ,O,O,O,O,X,O,O,O,X
SILZJTO,O,O,O,O,X,X,O,O,X
SILZJOT,O,O,O,X,O,X,X,O,X
SILZOTJ,O,O,X,O,O,O,O,O,X
SILZOJT,O,O,O,O,O,X,X,O,X
SILOTJZ,X,O,X,X,X,O,X,X,X
SILOTZJ,X,O,X,X,X,O,X,O,X
SILOJTZ,X,O,X,X,X,O,X,X,X
SILOJZT,O,O,X,O,O,X,X,X,X
SILOZTJ,O,O,X,O,O,O,O,O,X
