sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
IJSTOZL,O,O,X,O,X,O,O,O,O
IJSLTZO,O,O,X,O,O,X,X,X,O
IJSLTOZ,O,O,X,O,O,X,X,X,O
IJSLZTO,X,O,X,O,X,X,X,O,O
IJSLZOT,X,O,X,O,X,X,X,X,X
IJSLOTZ,O,O,X,O,O,X,X,X,O
IJSLOZT,X,O,X,O,X,X,X,X,X
IJSZTLO,X,O,X,O,X,O,O,O,X
IJSZTOL,X,O,X,O,X,O,O,O,X
IJSZLTO,X,O,X,O,X,X,X,O,X
IJSZLOT,X,O,X,O,X,X,X,X,X
IJSZOTL,X,O,X,O,X,O,O,O,X
IJSZOLT,X,O,X,O,X,X,X,X,X
IJSOTLZ,O,O,X,O,O,X,X,X,O
IJSOTZL,O,O,X,O,X,O,O,O,O
IJSOLTZ,O,O,X,O,O,X,X,X,O
IJSOLZT,X,O,X,O,X,X,X,X,X
IJSOZTL,X,O,X,O,X,O,O,O,X
IJSOZLT,X,O,X,O,X,X,X,X,X
IJZTLSO,O,O,O,O,X,X,O,X,O
IJZTLOS,O,O,O,O,X,X,O,X,O
IJZTSLO,O,O,O,O,X,O,O,O,X
IJZTSOL,O,O,X,O,X,O,O,O,O
IJZTOLS,O,O,O,O,X,X,O,X,O
IJZTOSL,O,O,X,O,X,O,O,O,O
IJZLTSO,O,O,O,X,X,X,O,X,O
IJZLTOS,O,O,O,X,X,X,O,X,O
IJZLSTO,O,O,X,X,X,X,X,X,O
IJZLSOT,O,O,X,X,X,X,X,X,X
IJZLOTS,O,X,O,X,X,X,O,X,O
IJZLOST,O,X,X,X,X,X,X,X,X
IJZSTLO,X,O,X,O,X,O,O,O,X
IJZSTOL,X,O,X,O,X,O,O,O,X
IJZSLTO,X,O,X,O,X,X,X,O,X
IJZSLOT,X,O,X,O,X,X,X,X,X
IJZSOTL,X,O,X,O,X,O,O,O,X
IJZSOLT,X,O,X,O,X,X,X,X,X
IJZOTLS,O,O,O,O,X,X,O,X,O
IJZOTSL,O,O,X,O,X,O,O,O,O
IJZOLTS,O,X,O,X,X,X,O,X,O
IJZOLST,O,X,X,X,X,X,X,X,X
IJZOSTL,X,O,X,O,X,O,O,O,X
IJZOSLT,X,O,X,O,X,X,X,X,X
IJOTLSZ,O,O,O,O,O,X,X,X,O
IJOTLZS,O,O,O,O,O,X,O,X,O
IJOTSLZ,O,O,X,O,O,X,X,X,O
IJOTSZL,O,O,X,O,X,O,O,O,O
IJOTZLS,O,O,O,O,X,X,O,X,O
IJOTZSL,O,O,X,O,X,O,O,O,O
IJOLTSZ,O,O,O,O,O,X,X,X,O
IJOLTZS,O,O,O,O,O,X,O,X,O
IJOLSTZ,O,O,X,O,O,X,X,X,O
IJOLSZT,O,O,X,O,X,X,X,X,X
IJOLZTS,O,X,O,X,X,X,O,X,O
IJOLZST,O,X,X,X,X,X,X,X,X
IJOSTLZ,O,O,X,O,O,X,X,X,O
IJOSTZL,O,O,X,O,X,O,O,O,O
IJOSLTZ,O,O,X,O,O,X,X,X,O
IJOSLZT,X,O,X,O,X,X,X,X,X
IJOSZTL,X,O,X,O,X,O,O,O,X
IJOSZLT,X,O,X,O,X,X,X,X,X
IJOZTLS,O,O,O,O,X,X,O,X,O
IJOZTSL,O,O,X,O,X,O,O,O,O
IJOZLTS,O,X,O,X,X,X,O,X,O
IJOZLST,O,X,X,X,X,X,X,X,X
IJOZSTL,X,O,X,O,X,O,O,O,X
IJOZSLT,X,O,X,O,X,X,X,X,X
ISTLJZO,O,O,X,O,O,X,X,X,X
ISTLJOZ,O,O,O,O,O,X,X,X,X
ISTLZJO,O,O,O,O,O,O,X,O,X
ISTLZOJ,O,O,O,O,O,O,X,O,X
ISTLOJZ,O,O,O,O,O,X,X,X,X
ISTLOZJ,O,O,O,O,O,O,X,O,X
ISTJLZO,O,O,X,O,O,X,X,X,O
ISTJLOZ,O,O,X,O,O,X,X,X,O
ISTJZLO,O,O,X,O,O,O,O,O,X
ISTJZOL,O,O,X,O,X,O,O,O,O
ISTJOLZ,O,O,X,O,O,X,X,X,O
ISTJOZL,O,O,X,O,X,O,O,O,O
ISTZLJO,O,O,O,O,O,O,O,O,X
ISTZLOJ,O,O,O,O,O,O,O,O,X
ISTZJLO,O,O,O,O,O,O,O,O,X
ISTZJOL,O,O,X,O,X,O,O,O,X
ISTZOLJ,O,O,O,O,O,O,O,O,X
ISTZOJL,O,O,X,O,X,O,O,O,X
ISTOLJZ,O,O,O,O,O,X,X,X,X
ISTOLZJ,O,O,O,O,O,O,X,O,X
ISTOJLZ,O,O,X,O,O,X,X,X,O
ISTOJZL,O,O,X,O,X,O,O,O,O
ISTOZLJ,O,O,O,O,O,O,O,O,X
ISTOZJL,O,O,X,O,X,O,O,O,X
ISLTJZO,O,O,X,O,O,X,X,X,X
ISLTJOZ,O,O,O,O,O,X,X,X,X
ISLTZJO,O,O,O,O,O,O,X,O,X
ISLTZOJ,O,O,O,O,O,O,X,O,X
ISLTOJZ,O,O,O,O,O,X,X,X,X
ISLTOZJ,O,O,O,O,O,O,X,O,X
ISLJTZO,O,X,X,O,O,X,X,X,X
ISLJTOZ,O,X,X,O,O,X,X,X,X
ISLJZTO,O,X,X,O,X,X,X,O,X
ISLJZOT,O,X,X,O,X,X,X,X,X
ISLJOTZ,O,X,X,O,O,X,X,X,X
ISLJOZT,O,X,X,O,X,X,X,X,X
ISLZTJO,O,O,O,O,O,O,X,O,X
ISLZTOJ,O,O,O,O,O,O,X,O,X
ISLZJTO,O,X,X,O,X,X,X,O,X
ISLZJOT,O,X,X,O,X,X,X,X,X
ISLZOTJ,O,O,O,O,O,O,X,O,X
ISLZOJT,O,X,X,O,X,X,X,X,X
ISLOTJZ,O,O,O,O,O,X,X,X,X
ISLOTZJ,O,O,O,O,O,O,X,O,X
ISLOJTZ,O,X,X,O,O,X,X,X,X
ISLOJZT,O,X,X,O,X,X,X,X,X
ISLOZTJ,O,O,O,O,O,O,X,O,X
ISLOZJT,O,X,X,O,X,X,X,X,X
ISJTLZO,O,O,X,O,O,X,X,X,O
ISJTLOZ,O,O,X,O,O,X,X,X,O
ISJTZLO,O,O,X,O,O,O,O,O,X
ISJTZOL,O,O,X,O,X,O,O,O,O
ISJTOLZ,O,O,X,O,O,X,X,X,O
ISJTOZL,O,O,X,O,X,O,O,O,O
ISJLTZO,O,O,X,O,O,X,X,X,O
ISJLTOZ,O,O,X,O,O,X,X,X,O
ISJLZTO,X,O,X,O,X,X,X,O,O
ISJLZOT,X,O,X,O,X,X,X,X,X
ISJLOTZ,O,O,X,O,O,X,X,X,O
ISJLOZT,X,O,X,O,X,X,X,X,X
ISJZTLO,X,O,X,O,X,O,O,O,X
ISJZTOL,X,O,X,O,X,O,O,O,X
ISJZLTO,X,O,X,O,X,X,X,O,X
ISJZLOT,X,O,X,O,X,X,X,X,X
ISJZOTL,X,O,X,O,X,O,O,O,X
ISJZOLT,X,O,X,O,X,X,X,X,X
ISJOTLZ,O,O,X,O,O,X,X,X,O
ISJOTZL,O,O,X,O,X,O,O,O,O
ISJOLTZ,O,O,X,O,O,X,X,X,O
ISJOLZT,X,O,X,O,X,X,X,X,X
ISJOZTL,X,O,X,O,X,O,O,O,X
ISJOZLT,X,O,X,O,X,X,X,X,X
ISZTLJO,X,O,O,O,O,O,O,O,X
ISZTLOJ,X,O,O,O,O,O,O,O,X
ISZTJLO,X,O,O,O,O,O,O,O,X
ISZTJOL,X,O,X,O,X,O,O,O,X
ISZTOLJ,X,O,O,O,O,O,O,O,X
ISZTOJL,X,O,X,O,X,O,O,O,X
ISZLTJO,O,O,O,O,O,O,X,O,X
ISZLTOJ,O,O,O,O,O,O,X,O,X
ISZLJTO,O,X,X,O,X,X,X,O,X
ISZLJOT,O,X,X,O,X,X,X,X,X
ISZLOTJ,O,O,O,O,O,O,X,O,X
ISZLOJT,O,X,X,O,X,X,X,X,X
ISZJTLO,X,O,X,O,X,O,O,O,X
ISZJTOL,X,O,X,O,X,O,O,O,X
ISZJLTO,X,X,X,O,X,X,X,O,X
ISZJLOT,X,X,X,O,X,X,X,X,X
ISZJOTL,X,O,X,O,X,O,O,O,X
ISZJOLT,X,X,X,O,X,X,X,X,X
ISZOTLJ,X,O,O,O,O,O,O,O,X
ISZOTJL,X,O,X,O,X,O,O,O,X
ISZOLTJ,O,O,O,O,O,O,X,O,X
ISZOLJT,O,X,X,O,X,X,X,X,X
ISZOJTL,X,O,X,O,X,O,O,O,X
ISZOJLT,X,X,X,O,X,X,X,X,X
ISOTLJZ,O,O,O,O,O,X,X,X,X
ISOTLZJ,O,O,O,O,O,O,X,O,X
ISOTJLZ,O,O,X,O,O,X,X,X,O
ISOTJZL,O,O,X,O,X,O,O,O,O
ISOTZLJ,O,O,O,O,O,O,O,O,X
ISOTZJL,O,O,X,O,X,O,O,O,X
ISOLTJZ,O,O,O,O,O,X,X,X,X
ISOLTZJ,O,O,O,O,O,O,X,O,X
ISOLJTZ,O,X,X,O,O,X,X,X,X
ISOLJZT,O,X,X,O,X,X,X,X,X
ISOLZTJ,O,O,O,O,O,O,X,O,X
ISOLZJT,O,X,X,O,X,X,X,X,X
ISOJTLZ,O,O,X,O,O,X,X,X,O
ISOJTZL,O,O,X,O,X,O,O,O,O
ISOJLTZ,O,O,X,O,O,X,X,X,O
ISOJLZT,X,O,X,O,X,X,X,X,X
ISOJZTL,X,O,X,O,X,O,O,O,X
ISOJZLT,X,O,X,O,X,X,X,X,X
ISOZTLJ,X,O,O,O,O,O,O,O,X
ISOZTJL,X,O,X,O,X,O,O,O,X
ISOZLTJ,O,O,O,O,O,O,X,O,X
ISOZLJT,O,X,X,O,X,X,X,X,X
ISOZJTL,X,O,X,O,X,O,O,O,X
ISOZJLT,X,X,X,O,X,X,X,X,X
IZTLJSO,O,O,O,X,X,X,O,X,X
IZTLJOS,O,O,O,X,O,X,O,X,X
IZTLSJO,O,O,O,X,O,O,O,O,X
IZTLSOJ,O,O,O,X,O,O,O,O,X
IZTLOJS,O,O,O,X,O,X,O,X,X
IZTLOSJ,O,O,O,X,O,O,O,O,X
IZTJLSO,O,O,O,O,X,X,O,X,O
IZTJLOS,O,O,O,O,X,X,O,X,O
IZTJSLO,O,O,O,O,X,O,O,O,X
IZTJSOL,O,O,X,O,X,O,O,O,O
IZTJOLS,O,O,O,O,X,X,O,X,O
IZTJOSL,O,O,X,O,X,O,O,O,O
IZTSLJO,O,O,O,O,O,O,O,O,X
IZTSLOJ,O,O,O,O,O,O,O,O,X
IZTSJLO,O,O,O,O,O,O,O,O,X
IZTSJOL,O,O,X,O,X,O,O,O,X
IZTSOLJ,O,O,O,O,O,O,O,O,X
IZTSOJL,O,O,X,O,X,O,O,O,X
IZTOLJS,O,O,O,X,O,X,O,X,X
IZTOLSJ,O,O,O,X,O,O,O,O,X
IZTOJLS,O,O,O,O,X,X,O,X,O
IZTOJSL,O,O,X,O,X,O,O,O,O
IZTOSLJ,O,O,O,O,O,O,O,O,X
IZTOSJL,O,O,X,O,X,O,O,O,X
IZLTJSO,O,X,O,X,X,X,O,X,X
IZLTJOS,O,X,O,X,O,X,O,X,X
IZLTSJO,O,O,O,X,O,O,O,O,X
IZLTSOJ,O,O,O,X,O,O,O,O,X
IZLTOJS,O,X,O,X,O,X,O,X,X
IZLTOSJ,O,O,O,X,O,O,O,O,X
IZLJTSO,O,X,O,X,X,X,O,X,X
IZLJTOS,O,X,O,X,X,X,O,X,X
IZLJSTO,O,X,X,X,X,X,X,X,X
IZLJSOT,O,X,X,X,X,X,X,X,X
IZLJOTS,O,X,O,X,X,X,O,X,X
IZLJOST,O,X,X,X,X,X,X,X,X
IZLSTJO,O,O,O,X,O,O,X,O,X
IZLSTOJ,O,O,O,X,O,O,X,O,X
IZLSJTO,O,X,X,X,X,X,X,O,X
IZLSJOT,O,X,X,X,X,X,X,X,X
IZLSOTJ,O,O,O,X,O,O,X,O,X
IZLSOJT,O,X,X,X,X,X,X,X,X
IZLOTJS,O,X,O,X,O,X,O,X,X
IZLOTSJ,O,O,O,X,O,O,O,O,X
IZLOJTS,O,X,O,X,X,X,O,X,X
IZLOJST,O,X,X,X,X,X,X,X,X
IZLOSTJ,O,O,O,X,O,O,X,O,X
IZLOSJT,O,X,X,X,X,X,X,X,X
IZJTLSO,O,O,O,O,X,X,O,X,O
IZJTLOS,O,O,O,O,X,X,O,X,O
IZJTSLO,O,O,O,O,X,O,O,O,X
IZJTSOL,O,O,X,O,X,O,O,O,O
IZJTOLS,O,O,O,O,X,X,O,X,O
IZJTOSL,O,O,X,O,X,O,O,O,O
IZJLTSO,O,O,O,X,X,X,O,X,O
IZJLTOS,O,O,O,X,X,X,O,X,O
IZJLSTO,O,O,X,X,X,X,X,X,O
IZJLSOT,O,O,X,X,X,X,X,X,X
IZJLOTS,O,X,O,X,X,X,O,X,O
IZJLOST,O,X,X,X,X,X,X,X,X
IZJSTLO,X,O,X,O,X,O,O,O,X
IZJSTOL,X,O,X,O,X,O,O,O,X
IZJSLTO,X,O,X,O,X,X,X,O,X
IZJSLOT,X,O,X,O,X,X,X,X,X
IZJSOTL,X,O,X,O,X,O,O,O,X
IZJSOLT,X,O,X,O,X,X,X,X,X
IZJOTLS,O,O,O,O,X,X,O,X,O
IZJOTSL,O,O,X,O,X,O,O,O,O
IZJOLTS,O,X,O,X,X,X,O,X,O
IZJOLST,O,X,X,X,X,X,X,X,X
IZJOSTL,X,O,X,O,X,O,O,O,X
IZJOSLT,X,O,X,O,X,X,X,X,X
IZSTLJO,X,O,O,O,O,O,O,O,X
IZSTLOJ,X,O,O,O,O,O,O,O,X
IZSTJLO,X,O,O,O,O,O,O,O,X
IZSTJOL,X,O,X,O,X,O,O,O,X
IZSTOLJ,X,O,O,O,O,O,O,O,X
IZSTOJL,X,O,X,O,X,O,O,O,X
IZSLTJO,O,O,O,O,O,O,X,O,X
IZSLTOJ,O,O,O,O,O,O,X,O,X
IZSLJTO,O,X,X,O,X,X,X,O,X
IZSLJOT,O,X,X,O,X,X,X,X,X
IZSLOTJ,O,O,O,O,O,O,X,O,X
IZSLOJT,O,X,X,O,X,X,X,X,X
IZSJTLO,X,O,X,O,X,O,O,O,X
IZSJTOL,X,O,X,O,X,O,O,O,X
IZSJLTO,X,X,X,O,X,X,X,O,X
IZSJLOT,X,X,X,O,X,X,X,X,X
IZSJOTL,X,O,X,O,X,O,O,O,X
IZSJOLT,X,X,X,O,X,X,X,X,X
IZSOTLJ,X,O,O,O,O,O,O,O,X
IZSOTJL,X,O,X,O,X,O,O,O,X
IZSOLTJ,O,O,O,O,O,O,X,O,X
IZSOLJT,O,X,X,O,X,X,X,X,X
IZSOJTL,X,O,X,O,X,O,O,O,X
IZSOJLT,X,X,X,O,X,X,X,X,X
IZOTLJS,O,O,O,X,O,X,O,X,X
IZOTLSJ,O,O,O,X,O,O,O,O,X
IZOTJLS,O,O,O,O,X,X,O,X,O
IZOTJSL,O,O,X,O,X,O,O,O,O
IZOTSLJ,O,O,O,O,O,O,O,O,X
IZOTSJL,O,O,X,O,X,O,O,O,X
IZOLTJS,O,X,O,X,O,X,O,X,X
IZOLTSJ,O,O,O,X,O,O,O,O,X
IZOLJTS,O,X,O,X,X,X,O,X,X
IZOLJST,O,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,O,X,O,O,X,O,X
IZOLSJT,O,X,X,X,X,X,X,X,X
IZOJTLS,O,O,O,O,X,X,O,X,O
IZOJTSL,O,O,X,O,X,O,O,O,O
IZOJLTS,O,X,O,X,X,X,O,X,O
IZOJLST,O,X,X,X,X,X,X,X,X
IZOJSTL,X,O,X,O,X,O,O,O,X
IZOJSLT,X,O,X,O,X,X,X,X,X
IZOSTLJ,X,O,O,O,O,O,O,O,X
IZOSTJL,X,O,X,O,X,O,O,O,X
IZOSLTJ,O,O,O,O,O,O,X,O,X
IZOSLJT,O,X,X,O,X,X,X,X,X
IZOSJTL,X,O,X,O,X,O,O,O,X
IZOSJLT,X,X,X,O,X,X,X,X,X
IOTLJSZ,O,O,O,O,O,X,X,X,O
IOTLJZS,O,O,O,O,O,X,O,X,O
IOTLSJZ,O,O,O,O,O,X,X,X,X
IOTLSZJ,O,O,O,O,O,O,X,O,X
IOTLZJS,O,O,O,X,O,X,O,X,X
IOTLZSJ,O,O,O,X,O,O,O,O,X
IOTJLSZ,O,O,O,O,O,X,X,X,O
IOTJLZS,O,O,O,O,O,X,O,X,O
IOTJSLZ,O,O,X,O,O,X,X,X,O
IOTJSZL,O,O,X,O,X,O,O,O,O
IOTJZLS,O,O,O,O,X,X,O,X,O
IOTJZSL,O,O,X,O,X,O,O,O,O
IOTSLJZ,O,O,O,O,O,X,X,X,X
IOTSLZJ,O,O,O,O,O,O,X,O,X
IOTSJLZ,O,O,X,O,O,X,X,X,O
IOTSJZL,O,O,X,O,X,O,O,O,O
IOTSZLJ,O,O,O,O,O,O,O,O,X
IOTSZJL,O,O,X,O,X,O,O,O,X
IOTZLJS,O,O,O,X,O,X,O,X,X
IOTZLSJ,O,O,O,X,O,O,O,O,X
IOTZJLS,O,O,O,O,X,X,O,X,O
IOTZJSL,O,O,X,O,X,O,O,O,O
IOTZSLJ,O,O,O,O,O,O,O,O,X
IOTZSJL,O,O,X,O,X,O,O,O,X
IOLTJSZ,O,O,O,O,O,X,X,X,O
IOLTJZS,O,O,O,O,O,X,O,X,O
IOLTSJZ,O,O,O,O,O,X,X,X,X
IOLTSZJ,O,O,O,O,O,O,X,O,X
IOLTZJS,O,O,O,X,O,X,O,X,X
IOLTZSJ,O,O,O,X,O,O,O,O,X
IOLJTSZ,O,O,O,O,O,X,X,X,O
IOLJTZS,O,O,O,O,O,X,O,X,O
IOLJSTZ,O,O,X,O,O,X,X,X,O
IOLJSZT,O,O,X,O,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,O,X,O
IOLJZST,O,X,X,X,X,X,X,X,X
IOLSTJZ,O,O,O,O,O,X,X,X,X
IOLSTZJ,O,O,O,O,O,O,X,O,X
IOLSJTZ,O,X,X,O,O,X,X,X,X
IOLSJZT,O,X,X,O,X,X,X,X,X
IOLSZTJ,O,O,O,O,O,O,X,O,X
IOLSZJT,O,X,X,O,X,X,X,X,X
IOLZTJS,O,X,O,X,O,X,O,X,X
IOLZTSJ,O,O,O,X,O,O,O,O,X
IOLZJTS,O,X,O,X,X,X,O,X,X
IOLZJST,O,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,X,O,O,X,O,X
IOLZSJT,O,X,X,X,X,X,X,X,X
IOJTLSZ,O,O,O,O,O,X,X,X,O
IOJTLZS,O,O,O,O,O,X,O,X,O
IOJTSLZ,O,O,X,O,O,X,X,X,O
IOJTSZL,O,O,X,O,X,O,O,O,O
IOJTZLS,O,O,O,O,X,X,O,X,O
IOJTZSL,O,O,X,O,X,O,O,O,O
IOJLTSZ,O,O,O,O,O,X,X,X,O
IOJLTZS,O,O,O,O,O,X,O,X,O
IOJLSTZ,O,O,X,O,O,X,X,X,O
IOJLSZT,O,O,X,O,X,X,X,X,X
IOJLZTS,O,X,O,X,X,X,O,X,O
IOJLZST,O,X,X,X,X,X,X,X,X
IOJSTLZ,O,O,X,O,O,X,X,X,O
IOJSTZL,O,O,X,O,X,O,O,O,O
IOJSLTZ,O,O,X,O,O,X,X,X,O
IOJSLZT,X,O,X,O,X,X,X,X,X
IOJSZTL,X,O,X,O,X,O,O,O,X
IOJSZLT,X,O,X,O,X,X,X,X,X
IOJZTLS,O,O,O,O,X,X,O,X,O
IOJZTSL,O,O,X,O,X,O,O,O,O
IOJZLTS,O,X,O,X,X,X,O,X,O
IOJZLST,O,X,X,X,X,X,X,X,X
IOJZSTL,X,O,X,O,X,O,O,O,X
IOJZSLT,X,O,X,O,X,X,X,X,X
IOSTLJZ,O,O,O,O,O,X,X,X,X
IOSTLZJ,O,O,O,O,O,O,X,O,X
IOSTJLZ,O,O,X,O,O,X,X,X,O
IOSTJZL,O,O,X,O,X,O,O,O,O
IOSTZLJ,O,O,O,O,O,O,O,O,X
IOSTZJL,O,O,X,O,X,O,O,O,X
IOSLTJZ,O,O,O,O,O,X,X,X,X
IOSLTZJ,O,O,O,O,O,O,X,O,X
IOSLJTZ,O,X,X,O,O,X,X,X,X
IOSLJZT,O,X,X,O,X,X,X,X,X
IOSLZTJ,O,O,O,O,O,O,X,O,X
IOSLZJT,O,X,X,O,X,X,X,X,X
IOSJTLZ,O,O,X,O,O,X,X,X,O
IOSJTZL,O,O,X,O,X,O,O,O,O
IOSJLTZ,O,O,X,O,O,X,X,X,O
IOSJLZT,X,O,X,O,X,X,X,X,X
IOSJZTL,X,O,X,O,X,O,O,O,X
IOSJZLT,X,O,X,O,X,X,X,X,X
IOSZTLJ,X,O,O,O,O,O,O,O,X
IOSZTJL,X,O,X,O,X,O,O,O,X
IOSZLTJ,O,O,O,O,O,O,X,O,X
IOSZLJT,O,X,X,O,X,X,X,X,X
IOSZJTL,X,O,X,O,X,O,O,O,X
IOSZJLT,X,X,X,O,X,X,X,X,X
IOZTLJS,O,O,O,X,O,X,O,X,X
IOZTLSJ,O,O,O,X,O,O,O,O,X
IOZTJLS,O,O,O,O,X,X,O,X,O
IOZTJSL,O,O,X,O,X,O,O,O,O
IOZTSLJ,O,O,O,O,O,O,O,O,X
IOZTSJL,O,O,X,O,X,O,O,O,X
IOZLTJS,O,X,O,X,O,X,O,X,X
IOZLTSJ,O,O,O,X,O,O,O,O,X
IOZLJTS,O,X,O,X,X,X,O,X,X
IOZLJST,O,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,O,X,O,O,X,O,X
IOZLSJT,O,X,X,X,X,X,X,X,X
IOZJTLS,O,O,O,O,X,X,O,X,O
IOZJTSL,O,O,X,O,X,O,O,O,O
IOZJLTS,O,X,O,X,X,X,O,X,O
IOZJLST,O,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,X,O,O,O,X
IOZJSLT,X,O,X,O,X,X,X,X,X
IOZSTLJ,X,O,O,O,O,O,O,O,X
IOZSTJL,X,O,X,O,X,O,O,O,X
IOZSLTJ,O,O,O,O,O,O,X,O,X
IOZSLJT,O,X,X,O,X,X,X,X,X
IOZSJTL,X,O,X,O,X,O,O,O,X
IOZSJLT,X,X,X,O,X,X,X,X,X
LTIJSZO,O,O,X,O,O,X,X,X,O
LTIJSOZ,O,O,O,O,O,X,X,X,O
LTIJZSO,O,O,O,O,X,X,O,X,O
LTIJZOS,O,O,O,O,O,X,O,X,O
LTIJOSZ,O,O,O,O,O,X,X,X,O
LTIJOZS,O,O,O,O,O,X,O,X,O
LTISJZO,O,O,X,O,O,X,X,X,X
LTISJOZ,O,O,O,O,O,X,X,X,X
LTISZJO,O,O,O,O,O,O,X,O,X
LTISZOJ,O,O,O,O,O,O,X,O,X
LTISOJZ,O,O,O,O,O,X,X,X,X
LTISOZJ,O,O,O,O,O,O,X,O,X
LTIZJSO,O,O,O,X,X,X,O,X,X
LTIZJOS,O,O,O,X,O,X,O,X,X
LTIZSJO,O,O,O,X,O,O,O,O,X
LTIZSOJ,O,O,O,X,O,O,O,O,X
LTIZOJS,O,O,O,X,O,X,O,X,X
LTIZOSJ,O,O,O,X,O,O,O,O,X
LTIOJSZ,O,O,O,O,O,X,X,X,O
LTIOJZS,O,O,O,O,O,X,O,X,O
LTIOSJZ,O,O,O,O,O,X,X,X,X
LTIOSZJ,O,O,O,O,O,O,X,O,X
LTIOZJS,O,O,O,X,O,X,O,X,X
LTIOZSJ,O,O,O,X,O,O,O,O,X
LTJISZO,O,O,X,O,O,X,X,X,O
LTJISOZ,O,O,O,O,O,X,X,X,O
LTJIZSO,O,O,O,O,X,X,O,X,O
LTJIZOS,O,O,O,O,O,X,O,X,O
LTJIOSZ,O,O,O,O,O,X,X,X,O
LTJIOZS,O,O,O,O,O,X,O,X,O
LTJSIZO,O,O,X,O,O,X,X,X,O
LTJSIOZ,O,O,O,O,O,X,X,X,O
LTJSZIO,O,O,X,O,O,X,X,X,O
LTJSZOI,O,O,X,O,O,X,X,X,O
LTJSOIZ,O,O,O,O,O,X,X,X,O
LTJSOZI,O,O,X,O,O,X,X,X,O
LTJZISO,O,O,O,O,X,X,O,X,O
LTJZIOS,O,O,O,O,O,X,O,X,O
LTJZSIO,O,O,O,O,X,X,O,X,O
LTJZSOI,O,O,O,O,X,X,O,X,O
LTJZOIS,O,O,O,O,O,X,O,X,O
LTJZOSI,O,O,O,O,X,X,O,X,O
LTJOISZ,O,O,O,O,O,X,X,X,O
LTJOIZS,O,O,O,O,O,X,O,X,O
LTJOSIZ,O,O,O,O,O,X,X,X,O
LTJOSZI,O,O,X,O,O,X,X,X,O
LTJOZIS,O,O,O,O,O,X,O,X,O
LTJOZSI,O,O,O,O,X,X,O,X,O
LTSIJZO,O,O,X,O,O,X,X,X,X
LTSIJOZ,O,O,O,O,O,X,X,X,X
LTSIZJO,O,O,O,O,O,O,X,O,X
LTSIZOJ,O,O,O,O,O,O,X,O,X
LTSIOJZ,O,O,O,O,O,X,X,X,X
LTSIOZJ,O,O,O,O,O,O,X,O,X
LTSJIZO,O,O,X,O,O,X,X,X,X
LTSJIOZ,O,O,O,O,O,X,X,X,X
LTSJZIO,O,O,X,O,O,X,X,X,X
LTSJZOI,O,O,X,O,O,X,X,X,X
LTSJOIZ,O,O,O,O,O,X,X,X,X
LTSJOZI,O,O,X,O,O,X,X,X,X
LTSZIJO,O,O,O,O,O,O,X,O,X
LTSZIOJ,O,O,O,O,O,O,X,O,X
LTSZJIO,O,O,O,O,O,O,X,O,X
LTSZJOI,O,O,O,O,O,O,X,O,X
LTSZOIJ,O,O,O,O,O,O,X,O,X
LTSZOJI,O,O,O,O,O,O,X,O,X
LTSOIJZ,O,O,O,O,O,X,X,X,X
LTSOIZJ,O,O,O,O,O,O,X,O,X
LTSOJIZ,O,O,O,O,O,X,X,X,X
LTSOJZI,O,O,X,O,O,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,X,O,X
LTSOZJI,O,O,O,O,O,O,X,O,X
LTZIJSO,O,O,O,X,X,X,O,X,X
LTZIJOS,O,O,O,X,O,X,O,X,X
LTZISJO,O,O,O,X,O,O,O,O,X
LTZISOJ,O,O,O,X,O,O,O,O,X
LTZIOJS,O,O,O,X,O,X,O,X,X
LTZIOSJ,O,O,O,X,O,O,O,O,X
LTZJISO,O,O,O,X,X,X,O,X,X
LTZJIOS,O,O,O,X,O,X,O,X,X
LTZJSIO,O,O,O,X,X,X,O,X,X
LTZJSOI,O,O,O,X,X,X,O,X,X
LTZJOIS,O,O,O,X,O,X,O,X,X
LTZJOSI,O,O,O,X,X,X,O,X,X
LTZSIJO,O,O,O,X,O,O,O,O,X
LTZSIOJ,O,O,O,X,O,O,O,O,X
LTZSJIO,O,O,O,X,O,O,O,O,X
