sequence,v115@QhC8BeG8GeB8Jei/IvhFzgBFiBXjBUlBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFigBUiBFjB3lBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFChBxiB0qBeqBlrB3sB,v115@QhC8BeG8GeB8JeT/IvhFOlBFjBCmB/sB0rBRvB,v115@QhC8BeG8GeB8Je2EJvhF8lBzhBXjBFlBSxBRvB,v115@QhC8BeG8GeB8JeRAJvhFFjB0qB/pBurBiqBTsB,v115@QhC8BeG8GeB8Je2EJvhFChBxiB0qBlrB3sBzpB,v115@QhC8BeG8GeB8Jex/IvhF8lBzhBXjB2vBlpBSxB
SZIJLTO,O,O,O,X,X,O,O,X
SZIJLOT,O,O,O,X,O,O,X,X
SZIJOTL,O,O,O,X,O,O,O,X
SZIJOLT,O,O,O,X,O,O,X,X
SZIOTLJ,O,O,O,X,X,O,O,X
SZIOTJL,O,O,O,X,O,O,O,X
SZIOLTJ,O,O,O,X,X,O,X,X
SZIOLJT,O,O,O,X,O,O,X,X
SZIOJTL,O,O,O,X,O,O,O,X
SZIOJLT,O,O,O,X,O,O,X,X
SZLTIJO,O,O,O,X,X,O,O,X
SZLTIOJ,O,O,O,X,X,O,O,X
SZLTJIO,O,O,O,X,X,O,O,X
SZLTJOI,O,O,O,X,X,O,O,X
SZLTOIJ,O,O,O,X,X,O,O,X
SZLTOJI,O,O,O,X,X,O,O,X
SZLITJO,O,O,O,X,X,O,O,X
SZLITOJ,O,O,O,X,X,O,O,X
SZLIJTO,O,O,O,X,X,O,O,X
SZLIJOT,O,O,O,X,O,O,X,X
SZLIOTJ,O,O,O,X,X,O,X,X
SZLIOJT,O,O,O,X,O,O,X,X
SZLJTIO,O,O,O,X,X,O,O,X
SZLJTOI,O,O,O,X,X,O,O,X
SZLJITO,O,O,O,X,X,O,O,X
SZLJIOT,O,O,O,X,X,O,X,X
SZLJOTI,O,O,O,X,O,O,X,X
SZLJOIT,X,O,O,X,O,O,X,X
SZLOTIJ,O,O,O,X,X,O,X,X
SZLOTJI,O,O,O,X,X,O,X,X
SZLOITJ,O,O,O,X,X,O,X,X
SZLOIJT,O,O,O,X,O,O,X,X
SZLOJTI,O,O,O,X,O,O,X,X
SZLOJIT,X,O,O,X,O,O,X,X
SZJTILO,O,O,O,X,X,O,O,X
SZJTIOL,X,O,O,X,X,O,O,X
SZJTLIO,O,O,O,X,X,O,O,X
SZJTLOI,O,O,O,X,X,O,O,X
SZJTOIL,X,O,O,X,O,O,O,X
SZJTOLI,O,O,O,X,O,O,O,X
SZJITLO,O,O,O,X,X,O,O,X
SZJITOL,O,O,O,X,O,O,O,X
SZJILTO,O,O,O,X,X,O,O,X
SZJILOT,O,O,O,X,O,O,X,X
SZJIOTL,O,O,O,X,O,O,O,X
SZJIOLT,O,O,O,X,O,O,X,X
SZJLTIO,O,O,O,X,X,O,O,X
SZJLTOI,O,O,O,X,X,O,O,X
SZJLITO,O,O,O,X,X,O,O,X
SZJLIOT,O,O,O,X,X,O,X,X
SZJLOTI,O,O,O,X,O,O,X,X
SZJLOIT,X,O,O,X,O,O,X,X
SZJOTIL,X,O,O,X,O,O,O,O
SZJOTLI,O,O,O,X,O,O,O,O
SZJOITL,X,O,O,X,O,O,O,O
SZJOILT,X,O,O,X,O,O,X,X
SZJOLTI,O,O,O,X,O,O,X,O
SZJOLIT,X,O,O,X,O,O,X,X
SZOTILJ,O,O,O,X,X,O,O,X
SZOTIJL,X,O,O,X,O,O,O,X
SZOTLIJ,O,O,O,X,X,O,O,X
SZOTLJI,O,O,O,X,X,O,O,X
SZOTJIL,X,O,O,X,O,O,O,X
SZOTJLI,O,O,O,X,O,O,O,X
SZOITLJ,O,O,O,X,X,O,O,X
SZOITJL,O,O,O,X,O,O,O,X
SZOILTJ,O,O,O,X,X,O,X,X
SZOILJT,O,O,O,X,O,O,X,X
SZOIJTL,O,O,O,X,O,O,O,X
SZOIJLT,O,O,O,X,O,O,X,X
SZOLTIJ,O,O,O,X,X,O,X,X
SZOLTJI,O,O,O,X,X,O,X,X
SZOLITJ,O,O,O,X,X,O,X,X
SZOLIJT,O,O,O,X,O,O,X,X
SZOLJTI,O,O,O,X,O,O,X,X
SZOLJIT,X,O,O,X,O,O,X,X
SZOJTIL,X,O,O,X,O,O,O,O
SZOJTLI,O,O,O,X,O,O,O,O
SZOJITL,X,O,O,X,O,O,O,O
SZOJILT,X,O,O,X,O,O,X,X
SZOJLTI,O,O,O,X,O,O,X,O
SZOJLIT,X,O,O,X,O,O,X,X
SOTILJZ,O,O,X,O,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X
SOTIJLZ,O,O,X,O,X,X,X,X
SOTIJZL,X,O,X,X,O,X,X,X
SOTIZLJ,O,O,X,X,X,X,X,X
SOTIZJL,O,O,X,X,O,X,X,X
SOTLIJZ,O,O,X,O,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,X,O,X,X,O,X,X,X
SOTJLIZ,O,O,X,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X,X
SOTJZIL,X,O,X,X,O,X,X,O
SOTJZLI,X,O,X,X,O,X,X,O
SOTZILJ,O,O,X,X,X,X,X,X
SOTZIJL,X,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X
SOTZJIL,X,O,X,X,O,X,X,X
SOTZJLI,O,O,X,X,O,X,X,X
SOITLJZ,O,O,X,O,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X
SOITJLZ,O,O,X,O,X,X,X,X
SOITJZL,X,O,X,X,O,X,X,X
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,X,X,O,X,X,X
SOILTJZ,O,O,X,O,X,X,X,X
SOILTZJ,O,O,X,X,X,X,X,X
SOILJTZ,O,O,X,O,X,X,X,X
SOILJZT,X,O,X,O,O,X,X,X
SOILZTJ,O,O,X,X,X,X,X,X
SOILZJT,O,O,X,X,O,X,X,X
SOIJTLZ,O,O,X,O,X,X,X,X
SOIJTZL,X,O,X,X,O,X,X,X
SOIJLTZ,O,O,X,O,X,X,X,X
SOIJLZT,X,O,X,O,O,X,X,X
SOIJZTL,X,O,X,X,O,X,X,O
SOIJZLT,X,O,X,X,O,X,X,X
SOIZTLJ,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,O,X,X,X,X
SOLTJZI,O,O,X,O,X,X,X,X
SOLTZIJ,O,O,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X
SOLITJZ,O,O,X,O,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X
SOLIJTZ,O,O,X,O,X,X,X,X
SOLIJZT,X,O,X,O,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X
SOLIZJT,O,O,X,X,O,X,X,X
SOLJTIZ,O,O,X,O,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X
SOLJITZ,X,O,X,O,X,X,X,X
SOLJIZT,X,O,X,O,O,X,X,X
SOLJZTI,X,O,X,O,O,X,X,O
SOLJZIT,X,O,X,X,O,X,X,X
SOLZTIJ,O,O,X,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X,X
SOLZIJT,O,O,X,X,O,X,X,X
SOLZJTI,O,O,X,X,O,X,X,X
SOLZJIT,X,O,X,X,O,X,X,X
SOJTILZ,O,O,X,X,X,X,X,X
SOJTIZL,X,O,X,X,O,X,X,X
SOJTLIZ,O,O,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X,X
SOJTZIL,X,O,X,X,O,X,X,O
SOJTZLI,X,O,X,X,O,X,X,O
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,X,O,X,X,O,X,X,X
SOJILTZ,O,O,X,X,X,X,X,X
SOJILZT,X,O,X,X,O,X,X,X
SOJIZTL,X,O,X,X,O,X,X,O
SOJIZLT,X,O,X,X,O,X,X,X
SOJLTIZ,O,O,X,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,X,X
SOJLIZT,X,O,X,X,O,X,X,X
SOJLZTI,X,O,X,X,O,X,X,O
SOJLZIT,X,O,X,X,O,X,X,X
SOJZTIL,X,O,X,X,O,X,X,O
SOJZTLI,X,O,X,X,O,X,X,O
SOJZITL,X,O,X,X,O,X,X,O
SOJZILT,X,O,X,X,O,X,X,X
SOJZLTI,X,O,X,X,O,X,X,O
SOJZLIT,X,O,X,X,O,X,X,X
SOZTILJ,O,O,O,X,X,X,X,X
SOZTIJL,X,O,O,X,O,X,X,X
SOZTLIJ,O,O,O,X,X,X,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,X,O,O,X,O,X,X,X
SOZTJLI,O,O,O,X,O,X,X,X
SOZITLJ,O,O,O,X,X,X,X,X
SOZITJL,O,O,O,X,O,X,X,X
SOZILTJ,O,O,O,X,X,X,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X,X
SOZLIJT,O,O,O,X,O,X,X,X
SOZLJTI,O,O,O,X,O,X,X,X
SOZLJIT,X,O,O,X,O,X,X,X
SOZJTIL,X,O,O,X,O,X,X,O
SOZJTLI,O,O,O,X,O,X,X,O
SOZJITL,X,O,O,X,O,X,X,O
SOZJILT,X,O,O,X,O,X,X,X
SOZJLTI,O,O,O,X,O,X,X,O
SOZJLIT,X,O,O,X,O,X,X,X
ZTILJSO,O,X,O,O,X,O,O,X
ZTILJOS,O,X,O,O,X,X,X,X
ZTILSJO,O,O,O,X,X,O,O,X
ZTILSOJ,O,O,O,X,X,O,O,X
ZTILOJS,O,X,O,O,X,O,X,X
ZTILOSJ,O,O,X,X,X,O,X,X
ZTIJLSO,O,X,O,O,X,O,O,X
ZTIJLOS,O,X,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,O,O,X
ZTIJSOL,O,O,O,X,O,O,O,X
ZTIJOLS,O,X,O,O,X,X,X,X
ZTIJOSL,O,O,O,X,O,X,X,X
ZTISLJO,O,O,O,X,X,O,O,X
ZTISLOJ,O,O,O,X,X,O,O,X
ZTISJLO,O,O,O,X,X,O,O,X
ZTISJOL,O,O,O,X,O,O,O,X
ZTISOLJ,O,O,O,X,X,O,O,X
ZTISOJL,O,O,O,X,O,O,O,X
ZTIOLJS,O,X,O,O,X,O,X,X
ZTIOLSJ,O,O,X,X,X,O,X,X
ZTIOJLS,O,X,O,O,X,O,X,X
ZTIOJSL,O,O,O,X,O,O,X,X
ZTIOSLJ,O,O,O,X,X,O,X,X
ZTIOSJL,O,O,O,X,O,O,X,X
ZTLIJSO,O,X,O,O,X,O,O,X
ZTLIJOS,O,X,O,O,X,X,X,X
ZTLISJO,O,O,O,X,X,O,O,X
ZTLISOJ,O,O,O,X,X,O,O,X
ZTLIOJS,O,X,O,O,X,O,X,X
ZTLIOSJ,O,O,X,X,X,O,X,X
ZTLJISO,O,X,O,O,X,O,O,X
ZTLJIOS,O,X,O,O,X,X,X,X
ZTLJSIO,O,X,O,O,X,O,O,X
ZTLJSOI,O,X,O,O,X,O,O,X
ZTLJOIS,O,X,O,O,X,O,X,X
ZTLJOSI,O,X,O,O,X,O,O,X
ZTLSIJO,O,O,O,X,X,O,O,X
ZTLSIOJ,O,O,O,X,X,O,O,X
ZTLSJIO,O,O,O,X,X,O,O,X
ZTLSJOI,O,O,O,X,X,O,O,X
ZTLSOIJ,O,O,O,X,X,O,O,X
ZTLSOJI,O,O,O,X,X,O,O,X
ZTLOIJS,O,X,O,O,X,O,X,X
ZTLOISJ,O,O,X,X,X,O,X,X
ZTLOJIS,O,X,O,O,X,O,X,X
ZTLOJSI,O,X,O,O,X,O,O,X
ZTLOSIJ,O,O,O,X,X,O,O,X
ZTLOSJI,O,O,O,X,X,O,O,X
ZTJILSO,O,X,O,X,X,O,O,X
ZTJILOS,O,X,O,X,X,X,X,X
ZTJISLO,O,O,O,X,X,O,O,X
ZTJISOL,X,O,O,X,X,O,O,X
ZTJIOLS,X,X,O,X,X,X,X,X
ZTJIOSL,X,O,O,X,X,X,X,X
ZTJLISO,O,X,O,X,X,O,O,X
ZTJLIOS,O,X,O,X,X,X,X,X
ZTJLSIO,O,X,O,X,X,O,O,X
ZTJLSOI,O,X,O,X,X,O,O,X
ZTJLOIS,O,X,O,X,X,O,X,X
ZTJLOSI,O,X,O,X,X,O,O,X
ZTJSILO,O,O,O,X,X,O,O,X
ZTJSIOL,X,O,O,X,X,O,O,X
ZTJSLIO,O,O,O,X,X,O,O,X
ZTJSLOI,O,O,O,X,X,O,O,X
ZTJSOIL,X,O,O,X,O,O,O,X
ZTJSOLI,O,O,O,X,O,O,O,X
ZTJOILS,X,X,O,X,X,O,X,X
ZTJOISL,X,O,O,X,X,O,X,X
ZTJOLIS,O,X,O,X,X,O,X,X
ZTJOLSI,O,X,O,X,X,O,O,X
ZTJOSIL,X,O,O,X,O,O,O,X
ZTJOSLI,O,O,O,X,O,O,O,X
ZTSILJO,O,O,O,X,X,O,O,X
ZTSILOJ,O,O,O,X,X,O,O,X
ZTSIJLO,O,O,O,X,X,O,O,X
ZTSIJOL,O,O,O,X,O,O,O,X
ZTSIOLJ,O,O,O,X,X,O,O,X
ZTSIOJL,O,O,O,X,O,O,O,X
ZTSLIJO,O,O,O,X,X,O,O,X
ZTSLIOJ,O,O,O,X,X,O,O,X
ZTSLJIO,O,O,O,X,X,O,O,X
ZTSLJOI,O,O,O,X,X,O,O,X
ZTSLOIJ,O,O,O,X,X,O,O,X
ZTSLOJI,O,O,O,X,X,O,O,X
ZTSJILO,O,O,O,X,X,O,O,X
ZTSJIOL,X,O,O,X,X,O,O,X
ZTSJLIO,O,O,O,X,X,O,O,X
ZTSJLOI,O,O,O,X,X,O,O,X
ZTSJOIL,X,O,O,X,O,O,O,X
ZTSJOLI,O,O,O,X,O,O,O,X
ZTSOILJ,O,O,O,X,X,O,O,X
ZTSOIJL,X,O,O,X,O,O,O,X
ZTSOLIJ,O,O,O,X,X,O,O,X
ZTSOLJI,O,O,O,X,X,O,O,X
ZTSOJIL,X,O,O,X,O,O,O,X
ZTSOJLI,O,O,O,X,O,O,O,X
ZTOILJS,X,X,O,O,X,O,X,X
ZTOILSJ,O,O,X,X,X,O,X,X
ZTOIJLS,X,X,O,O,X,O,X,X
ZTOIJSL,X,O,O,X,O,O,X,X
ZTOISLJ,O,O,O,X,X,O,X,X
ZTOISJL,X,O,O,X,O,O,X,X
ZTOLIJS,O,X,O,O,X,O,X,X
ZTOLISJ,O,O,X,X,X,O,X,X
ZTOLJIS,O,X,O,O,X,O,X,X
ZTOLJSI,O,X,O,O,X,O,O,X
ZTOLSIJ,O,O,O,X,X,O,O,X
ZTOLSJI,O,O,O,X,X,O,O,X
ZTOJILS,X,X,O,X,X,O,X,X
ZTOJISL,X,O,O,X,X,O,X,X
ZTOJLIS,O,X,O,X,X,O,X,X
ZTOJLSI,O,X,O,X,X,O,O,X
ZTOJSIL,X,O,O,X,O,O,O,X
ZTOJSLI,O,O,O,X,O,O,O,X
ZTOSILJ,O,O,O,X,X,O,O,X
ZTOSIJL,X,O,O,X,O,O,O,X
ZTOSLIJ,O,O,O,X,X,O,O,X
ZTOSLJI,O,O,O,X,X,O,O,X
ZTOSJIL,X,O,O,X,O,O,O,X
ZTOSJLI,O,O,O,X,O,O,O,X
ZITLJSO,O,X,O,O,X,O,O,X
ZITLJOS,O,X,O,O,X,X,X,X
ZITLSJO,O,O,O,X,X,O,O,X
ZITLSOJ,O,O,O,X,X,O,O,X
ZITLOJS,O,X,O,O,X,O,X,X
ZITLOSJ,O,O,X,X,X,O,X,X
ZITJLSO,O,X,O,O,X,O,O,X
ZITJLOS,O,X,O,O,X,X,X,X
ZITJSLO,O,O,O,X,X,O,O,X
ZITJSOL,O,O,O,X,O,O,O,X
ZITJOLS,O,X,O,O,X,X,X,X
ZITJOSL,O,O,O,X,O,X,X,X
ZITSLJO,O,O,O,X,X,O,O,X
ZITSLOJ,O,O,O,X,X,O,O,X
ZITSJLO,O,O,O,X,X,O,O,X
ZITSJOL,O,O,O,X,O,O,O,X
ZITSOLJ,O,O,O,X,X,O,O,X
ZITSOJL,O,O,O,X,O,O,O,X
ZITOLJS,O,X,O,O,X,O,X,X
ZITOLSJ,O,O,X,X,X,O,X,X
ZITOJLS,O,X,O,O,X,O,X,X
ZITOJSL,O,O,O,X,O,O,X,X
ZITOSLJ,O,O,O,X,X,O,X,X
ZITOSJL,O,O,O,X,O,O,X,X
ZILTJSO,O,X,O,O,X,O,O,X
ZILTJOS,O,X,O,O,X,X,X,X
ZILTSJO,O,O,O,X,X,O,O,X
ZILTSOJ,O,O,O,X,X,O,O,X
ZILTOJS,O,X,O,O,X,O,X,X
ZILTOSJ,O,O,X,X,X,O,X,X
ZILJTSO,O,X,O,O,X,O,O,X
ZILJTOS,O,X,O,O,X,X,X,X
ZILJSTO,O,X,O,O,X,O,O,X
ZILJSOT,O,X,O,O,O,O,X,X
ZILJOTS,O,X,O,O,X,X,X,X
ZILJOST,O,X,O,O,O,X,X,X
ZILSTJO,O,O,O,X,X,O,O,X
ZILSTOJ,O,O,O,X,X,O,O,X
ZILSJTO,O,O,O,X,X,O,O,X
ZILSJOT,O,O,O,X,O,O,X,X
ZILSOTJ,O,O,O,X,X,O,X,X
ZILSOJT,O,O,O,X,O,O,X,X
ZILOTJS,O,X,O,O,X,O,X,X
ZILOTSJ,O,O,X,X,X,O,X,X
ZILOJTS,O,X,O,O,X,O,X,X
ZILOJST,O,X,O,O,O,O,X,X
ZILOSTJ,O,O,O,X,X,O,X,X
ZILOSJT,O,O,O,X,O,O,X,X
ZIJTLSO,O,X,O,O,X,O,O,X
ZIJTLOS,O,X,O,O,X,X,X,X
ZIJTSLO,O,O,O,X,X,O,O,X
ZIJTSOL,O,O,O,X,O,O,O,X
ZIJTOLS,O,X,O,O,X,X,X,X
ZIJTOSL,O,O,O,X,O,X,X,X
ZIJLTSO,O,X,O,O,X,O,O,X
ZIJLTOS,O,X,O,O,X,X,X,X
ZIJLSTO,O,X,O,O,X,O,O,X
ZIJLSOT,O,X,O,O,O,O,X,X
ZIJLOTS,O,X,O,O,X,X,X,X
ZIJLOST,O,X,O,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,O,O,X
ZIJSTOL,O,O,O,X,O,O,O,X
ZIJSLTO,O,O,O,X,X,O,O,X
ZIJSLOT,O,O,O,X,O,O,X,X
ZIJSOTL,O,O,O,X,O,O,O,X
ZIJSOLT,O,O,O,X,O,X,X,X
ZIJOTLS,O,X,O,O,X,X,X,X
ZIJOTSL,O,O,O,X,O,X,X,X
ZIJOLTS,O,X,O,O,X,X,X,X
ZIJOLST,O,X,O,O,O,X,X,X
ZIJOSTL,O,O,O,X,O,X,O,X
ZIJOSLT,O,O,O,X,O,X,X,X
ZISTLJO,O,O,O,X,X,O,O,X
ZISTLOJ,O,O,O,X,X,O,O,X
ZISTJLO,O,O,O,X,X,O,O,X
ZISTJOL,O,O,O,X,O,O,O,X
ZISTOLJ,O,O,O,X,X,O,O,X
ZISTOJL,O,O,O,X,O,O,O,X
ZISLTJO,O,O,O,X,X,O,O,X
ZISLTOJ,O,O,O,X,X,O,O,X
ZISLJTO,O,O,O,X,X,O,O,X
ZISLJOT,O,O,O,X,O,O,X,X
ZISLOTJ,O,O,O,X,X,O,X,X
ZISLOJT,O,O,O,X,O,O,X,X
ZISJTLO,O,O,O,X,X,O,O,X
ZISJTOL,O,O,O,X,O,O,O,X
ZISJLTO,O,O,O,X,X,O,O,X
ZISJLOT,O,O,O,X,O,O,X,X
ZISJOTL,O,O,O,X,O,O,O,X
ZISJOLT,O,O,O,X,O,O,X,X
ZISOTLJ,O,O,O,X,X,O,O,X
ZISOTJL,O,O,O,X,O,O,O,X
ZISOLTJ,O,O,O,X,X,O,X,X
ZISOLJT,O,O,O,X,O,O,X,X
ZISOJTL,O,O,O,X,O,O,O,X
ZISOJLT,O,O,O,X,O,O,X,X
ZIOTLJS,O,X,O,O,X,O,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X
ZIOTJLS,O,X,O,O,X,O,X,X
ZIOTJSL,O,O,O,X,O,O,X,X
ZIOTSLJ,O,O,O,X,X,O,X,X
ZIOTSJL,O,O,O,X,O,O,X,X
ZIOLTJS,O,X,O,O,X,O,X,X
ZIOLTSJ,O,O,X,X,X,O,X,X
ZIOLJTS,O,X,O,O,X,O,X,X
ZIOLJST,O,X,O,O,O,O,X,X
ZIOLSTJ,O,O,O,X,X,O,X,X
ZIOLSJT,O,O,O,X,O,O,X,X
ZIOJTLS,O,X,O,O,X,O,X,X
ZIOJTSL,O,O,O,X,O,O,X,X
ZIOJLTS,O,X,O,O,X,O,X,X
ZIOJLST,O,X,O,O,O,O,X,X
ZIOJSTL,O,O,O,X,O,O,O,X
ZIOJSLT,O,O,O,X,O,O,X,X
ZIOSTLJ,O,O,O,X,X,O,O,X
ZIOSTJL,O,O,O,X,O,O,O,X
ZIOSLTJ,O,O,O,X,X,O,X,X
ZIOSLJT,O,O,O,X,O,O,X,X
ZIOSJTL,O,O,O,X,O,O,O,X
ZIOSJLT,O,O,O,X,O,O,X,X
ZLTIJSO,O,X,O,O,X,O,O,X
ZLTIJOS,O,X,O,O,X,X,X,X
ZLTISJO,O,O,O,X,X,O,O,X
ZLTISOJ,O,O,O,X,X,O,O,X
ZLTIOJS,O,X,O,O,X,O,X,X
ZLTIOSJ,O,O,X,X,X,O,X,X
ZLTJISO,O,X,O,O,X,O,O,X
ZLTJIOS,O,X,O,O,X,X,X,X
ZLTJSIO,O,X,O,O,X,O,O,X
ZLTJSOI,O,X,O,O,X,O,O,X
ZLTJOIS,O,X,O,O,X,O,X,X
ZLTJOSI,O,X,O,O,X,O,O,X
ZLTSIJO,O,O,O,X,X,O,O,X
ZLTSIOJ,O,O,O,X,X,O,O,X
ZLTSJIO,O,O,O,X,X,O,O,X
ZLTSJOI,O,O,O,X,X,O,O,X
ZLTSOIJ,O,O,O,X,X,O,O,X
ZLTSOJI,O,O,O,X,X,O,O,X
ZLTOIJS,O,X,O,O,X,O,X,X
ZLTOISJ,O,O,X,X,X,O,X,X
ZLTOJIS,O,X,O,O,X,O,X,X
ZLTOJSI,O,X,O,O,X,O,O,X
ZLTOSIJ,O,O,O,X,X,O,O,X
ZLTOSJI,O,O,O,X,X,O,O,X
ZLITJSO,O,X,O,O,X,O,O,X
ZLITJOS,O,X,O,O,X,X,X,X
ZLITSJO,O,O,O,X,X,O,O,X
ZLITSOJ,O,O,O,X,X,O,O,X
ZLITOJS,O,X,O,O,X,O,X,X
ZLITOSJ,O,O,X,X,X,O,X,X
ZLIJTSO,O,X,O,O,X,O,O,X
ZLIJTOS,O,X,O,O,X,X,X,X
ZLIJSTO,O,X,O,O,X,O,O,X
ZLIJSOT,O,X,O,O,O,O,X,X
ZLIJOTS,O,X,O,O,X,X,X,X
ZLIJOST,O,X,O,O,O,X,X,X
ZLISTJO,O,O,O,X,X,O,O,X
ZLISTOJ,O,O,O,X,X,O,O,X
ZLISJTO,O,O,O,X,X,O,O,X
ZLISJOT,O,O,O,X,O,O,X,X
ZLISOTJ,O,O,O,X,X,O,X,X
ZLISOJT,O,O,O,X,O,O,X,X
ZLIOTJS,O,X,O,O,X,O,X,X
ZLIOTSJ,O,O,X,X,X,O,X,X
ZLIOJTS,O,X,O,O,X,O,X,X
ZLIOJST,O,X,O,O,O,O,X,X
ZLIOSTJ,O,O,O,X,X,O,X,X
ZLIOSJT,O,O,O,X,O,O,X,X
ZLJTISO,O,X,O,O,X,O,O,X
ZLJTIOS,O,X,O,O,X,X,X,X
ZLJTSIO,O,X,O,O,X,O,O,X
ZLJTSOI,O,X,O,O,X,O,O,X
ZLJTOIS,O,X,O,O,X,O,X,X
ZLJTOSI,O,X,O,O,X,O,O,X
ZLJITSO,O,X,O,O,X,O,O,X
ZLJITOS,O,X,O,O,X,X,X,X
ZLJISTO,O,X,O,O,X,O,O,X
ZLJISOT,O,X,O,O,X,O,X,X
ZLJIOTS,O,X,O,O,X,X,X,X
ZLJIOST,O,X,O,O,X,X,X,X
ZLJSTIO,O,X,O,O,X,O,O,X
ZLJSTOI,O,X,O,O,X,O,O,X
ZLJSITO,O,X,O,O,X,O,O,X
ZLJSIOT,O,X,O,O,X,O,X,X
ZLJSOTI,O,X,O,O,O,O,X,X
ZLJSOIT,X,X,O,X,O,O,X,X
ZLJOTIS,O,X,O,O,X,O,X,X
ZLJOTSI,O,X,O,O,X,O,O,X
ZLJOITS,X,X,O,O,X,O,X,X
ZLJOIST,X,X,O,O,X,O,X,X
ZLJOSTI,O,X,O,O,O,O,X,X
ZLJOSIT,X,X,O,X,O,O,X,X
ZLSTIJO,O,O,O,X,X,O,O,X
ZLSTIOJ,O,O,O,X,X,O,O,X
ZLSTJIO,O,O,O,X,X,O,O,X
ZLSTJOI,O,O,O,X,X,O,O,X
ZLSTOIJ,O,O,O,X,X,O,O,X
ZLSTOJI,O,O,O,X,X,O,O,X
ZLSITJO,O,O,O,X,X,O,O,X
ZLSITOJ,O,O,O,X,X,O,O,X
ZLSIJTO,O,O,O,X,X,O,O,X
ZLSIJOT,O,O,O,X,O,O,X,X
ZLSIOTJ,O,O,O,X,X,O,X,X
ZLSIOJT,O,O,O,X,O,O,X,X
ZLSJTIO,O,O,O,X,X,O,O,X
ZLSJTOI,O,O,O,X,X,O,O,X
ZLSJITO,O,O,O,X,X,O,O,X
ZLSJIOT,O,O,O,X,X,O,X,X
ZLSJOTI,O,O,O,X,O,O,X,X
ZLSJOIT,X,X,O,X,O,O,X,X
ZLSOTIJ,O,O,O,X,X,O,X,X
ZLSOTJI,O,O,O,X,X,O,X,X
ZLSOITJ,O,O,O,X,X,O,X,X
ZLSOIJT,O,O,O,X,O,O,X,X
ZLSOJTI,O,O,O,X,O,O,X,X
ZLSOJIT,X,X,O,X,O,O,X,X
ZLOTIJS,X,X,O,O,X,O,X,X
ZLOTISJ,X,O,X,X,X,O,X,X
ZLOTJIS,X,X,O,O,X,O,X,X
ZLOTJSI,X,X,O,O,X,O,O,X
ZLOTSIJ,O,O,O,X,X,O,O,X
ZLOTSJI,O,O,O,X,X,O,O,X
ZLOITJS,O,X,O,O,X,O,X,X
ZLOITSJ,O,O,X,X,X,O,X,X
ZLOIJTS,O,X,O,O,X,O,X,X
ZLOIJST,O,X,O,O,O,O,X,X
ZLOISTJ,O,O,O,X,X,O,X,X
ZLOISJT,O,O,O,X,O,O,X,X
ZLOJTIS,O,X,O,O,X,O,X,X
ZLOJTSI,O,X,O,O,X,O,O,X
ZLOJITS,X,X,O,O,X,O,X,X
ZLOJIST,X,X,O,O,X,O,X,X
ZLOJSTI,O,X,O,O,O,O,X,X
ZLOJSIT,X,X,O,X,O,O,X,X
ZLOSTIJ,O,O,O,X,X,O,X,X
