sequence,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBCjBTlB/rB8s?B+tB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB3iB5oB9rBet?BUsB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhFxhBXjByqBurB9t?B0sB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB5oB9rBet?B3sB,v115@9gB8HeB8HeB8HeE8AeA8MeOFJvhF8lBRiBSoB9rB/s?BTtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBGjBTlB/rBCt?BUtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBunBcoBTlB/r?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhF2mBXjB9tBxqB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB9rBxsBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBTlB/rBGoBUt?BCtB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhF0iBTlBxrBXtBtr?B6tB,v115@9gB8HeB8HeB8HeE8AeA8Me2FJvhFRiBcoB9rBTnB3l?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBSoBTlB/rBUo?BWyB,v115@9gB8HeB8HeB8HeE8AeA8MeNFJvhF3hB5nB8rBOtBzl?B6tB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhFdoB5oBTlB3mB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB9rBxnBUnBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFXjBTlBimB+tB8r?BtsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBRnBctB9rB/s?BGtB
LTJOZIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTJOZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LTSIJZO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LTSIZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LTSIOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LTSIOZJ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LTSJIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LTSJZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LTSJOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LTSJOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LTSZIJO,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LTSZJIO,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTSZOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTSZOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X
LTSOIZJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
LTSOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
LTSOJZI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LTSOZIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTSOZJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZIJSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LTZIJOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTZISJO,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LTZISOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O
LTZIOSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O
LTZJISO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LTZJIOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTZJSIO,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LTZJSOI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZJOIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTZJOSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZSIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
LTZSIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LTZSJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LTZSJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZSOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTZSOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZOIJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
LTZOISJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
LTZOJIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTZOJSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTZOSJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTOIJSZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOIJZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOISJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LTOISZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LTOIZJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOIZSJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOJISZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOJIZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOJSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LTOJSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
LTOJZIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOJZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LTOSIJZ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X
LTOSIZJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
LTOSJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
LTOSJZI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LTOSZIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTOSZJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTOZIJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
LTOZISJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
LTOZJIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOZJSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LTOZSIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LTOZSJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LITJSZO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITJSOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITJZSO,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LITJZOS,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITJOSZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITJOZS,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITSJZO,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LITSJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LITSZJO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LITSOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LITSOZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LITZJSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LITZJOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITZSJO,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITOJSZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITOSJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LITOSZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LITOZJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIJTSZO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIJTZOS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LISTJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LISTZJO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LISTOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LISTOZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LISJTZO,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LISJZTO,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LISZJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LISZOJT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LISOTJZ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LISOTZJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LISOJTZ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LISOZTJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LIZTJSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LIZTJOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIZTSJO,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X
LIZTOJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O
LIZTOSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,O
LIZJTSO,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LIZJOST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZSJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZSJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
LIZSOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZOTJS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LIZOTSJ,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O
LIZOJTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LIZOJST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
LIZOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOTJSZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIOTSZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIOTZJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LIOJSZT,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOJZTS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LIOSTZJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LIOSJTZ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOSZTJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LIOSZJT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOZTJS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LIOZTSJ,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O
LIOZJTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LIOZJST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O
LIOZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTISZO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJTIZSO,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTIZOS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTIOSZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJTIOZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTSIZO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJTSZIO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJTSOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
LJTZISO,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTZIOS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJTZSOI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTZOSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LJTOISZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJTOIZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJTOSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
LJTOZIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTOZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LJITSZO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJITSOZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJITZSO,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJITZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITOSZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJITOZS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJISZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LJISOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LJIOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJSTZIO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSTOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJSTOZI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJSITZO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LJSIOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSZITO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJSZOIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJSOTZI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJSOITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJSOIZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJSOZIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZTIOS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZTSOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LJZTOIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LJZITSO,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZITOS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJZIOST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZSTOI,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJZSOIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LJZOITS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJZOIST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJZOSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJOTIZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOTSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJOTSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
LJOTZIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJOTZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
