sequence,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThB/nBaoB5?oBUqBFrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThBxiB0nB6?tBFqBXrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThBynB5oB0?nBFqBXrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeXBJvhFiiB5oBcrBz?nBFqBGqB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeXBJvhFiiB5oBcrBz?nBGqBFqB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFxiBTmB0nB6?tBFqBXrB
ZJSLOTI,O,O,X,X,O,X
ZJSLOIT,O,O,O,X,O,X
ZJSOTIL,O,O,X,X,O,X
ZJSOTLI,O,O,X,X,O,X
ZJSOITL,O,O,X,X,O,X
ZJSOILT,O,O,O,O,O,X
ZJSOLTI,O,O,X,X,O,X
ZJSOLIT,O,O,O,O,O,X
ZJOTILS,O,X,X,X,O,O
ZJOTISL,O,O,X,X,O,X
ZJOTLIS,O,O,X,X,O,O
ZJOTLSI,O,O,X,X,O,O
ZJOTSIL,O,O,X,X,O,X
ZJOTSLI,O,O,X,X,O,O
ZJOITLS,O,X,X,X,O,X
ZJOITSL,O,O,X,X,O,X
ZJOILTS,X,X,X,X,O,X
ZJOILST,X,X,X,O,O,X
ZJOISTL,O,O,X,X,O,X
ZJOISLT,O,O,X,O,O,X
ZJOLTIS,X,O,X,X,O,O
ZJOLTSI,X,O,X,X,O,O
ZJOLITS,X,O,X,X,O,O
ZJOLIST,X,O,X,O,O,X
ZJOLSTI,X,O,X,X,O,X
ZJOLSIT,X,O,X,O,O,X
ZJOSTIL,O,O,X,X,O,X
ZJOSTLI,O,O,X,X,O,X
ZJOSITL,O,O,X,X,O,X
ZJOSILT,O,O,X,O,O,X
ZJOSLTI,O,O,X,X,O,X
ZJOSLIT,O,O,X,O,O,X
ZSTILJO,O,O,X,X,X,X
ZSTILOJ,O,O,X,X,X,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,O,O,X,X,X,X
ZSTIOLJ,O,O,X,O,O,X
ZSTIOJL,O,O,X,X,X,X
ZSTLIJO,O,O,X,X,X,O
ZSTLIOJ,O,O,X,X,X,O
ZSTLJIO,O,O,X,X,X,O
ZSTLJOI,O,O,X,X,X,O
ZSTLOIJ,O,O,X,X,X,O
ZSTLOJI,O,O,X,X,X,O
ZSTJILO,O,O,X,X,X,X
ZSTJIOL,O,O,X,X,X,X
ZSTJLIO,O,O,X,X,X,O
ZSTJLOI,O,O,X,X,X,O
ZSTJOIL,O,O,X,X,X,X
ZSTJOLI,O,O,X,X,X,O
ZSTOILJ,O,O,X,O,O,X
ZSTOIJL,O,O,X,X,X,X
ZSTOLIJ,O,O,X,O,O,O
ZSTOLJI,O,O,X,X,X,O
ZSTOJIL,O,O,X,X,X,X
ZSTOJLI,O,O,X,X,X,O
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,O,X,O,O,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,O,O,X,X,X,X
ZSILTOJ,O,O,X,X,X,X
ZSILJTO,O,O,X,X,X,X
ZSILJOT,O,O,O,X,X,X
ZSILOTJ,O,O,X,O,O,X
ZSILOJT,O,O,O,O,O,X
ZSIJTLO,O,O,X,X,X,X
ZSIJTOL,O,O,X,X,O,X
ZSIJLTO,O,O,X,X,X,X
ZSIJLOT,O,O,O,X,O,X
ZSIJOTL,O,O,X,X,O,X
ZSIJOLT,O,O,O,O,O,X
ZSIOTLJ,O,X,X,O,O,X
ZSIOTJL,O,O,X,X,X,X
ZSIOLTJ,O,O,X,O,O,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,O,O,X,X,O,X
ZSIOJLT,O,O,O,O,O,X
ZSLTIJO,O,O,X,X,X,O
ZSLTIOJ,O,O,X,X,X,O
ZSLTJIO,O,O,X,X,X,O
ZSLTJOI,O,O,X,X,X,O
ZSLTOIJ,O,O,X,X,X,O
ZSLTOJI,O,O,X,X,X,O
ZSLITJO,O,O,X,X,X,O
ZSLITOJ,O,O,X,X,X,O
ZSLIJTO,O,O,X,X,X,O
ZSLIJOT,O,O,O,X,X,X
ZSLIOTJ,O,O,X,O,O,X
ZSLIOJT,O,O,O,O,O,X
ZSLJTIO,O,O,X,X,X,O
ZSLJTOI,O,O,X,X,X,O
ZSLJITO,O,O,X,X,X,O
ZSLJIOT,O,O,O,X,X,X
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,O,X,X,X
ZSLOTIJ,O,O,X,O,O,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,O,O,X
ZSLOIJT,O,O,O,O,O,X
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,O,O,O,X
ZSJTILO,O,O,X,X,X,X
ZSJTIOL,O,O,X,X,O,X
ZSJTLIO,O,O,X,X,X,O
ZSJTLOI,O,O,X,X,X,O
ZSJTOIL,O,O,X,X,O,X
ZSJTOLI,O,O,X,X,O,O
ZSJITLO,O,O,X,X,X,X
ZSJITOL,O,O,X,X,O,X
ZSJILTO,O,O,X,X,X,X
ZSJILOT,O,O,O,X,O,X
ZSJIOTL,O,O,X,X,O,X
ZSJIOLT,O,O,O,O,O,X
ZSJLTIO,O,O,X,X,X,O
ZSJLTOI,O,O,X,X,X,O
ZSJLITO,O,O,X,X,X,O
ZSJLIOT,O,O,O,X,O,X
ZSJLOTI,O,O,X,X,O,X
ZSJLOIT,O,O,O,X,O,X
ZSJOTIL,O,O,X,X,O,X
ZSJOTLI,O,O,X,X,O,X
ZSJOITL,O,O,X,X,O,X
ZSJOILT,O,O,O,O,O,X
ZSJOLTI,O,O,X,X,O,X
ZSJOLIT,O,O,O,O,O,X
ZSOTILJ,O,X,X,O,O,X
ZSOTIJL,O,O,X,X,X,X
ZSOTLIJ,O,O,X,O,O,X
ZSOTLJI,O,O,X,X,X,X
ZSOTJIL,O,O,X,X,X,X
ZSOTJLI,O,O,X,X,X,X
ZSOITLJ,O,X,X,O,O,X
ZSOITJL,O,O,X,X,X,X
ZSOILTJ,O,O,X,O,O,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,O,O,X,X,O,X
ZSOIJLT,O,O,O,O,O,X
ZSOLTIJ,O,O,X,O,O,X
ZSOLTJI,O,O,X,X,X,X
ZSOLITJ,O,O,X,O,O,X
ZSOLIJT,O,O,O,O,O,X
ZSOLJTI,O,O,X,X,O,X
ZSOLJIT,O,O,O,O,O,X
ZSOJTIL,O,O,X,X,O,X
ZSOJTLI,O,O,X,X,O,X
ZSOJITL,O,O,X,X,O,X
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,X,X,O,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,O,X,X,O,O,O
ZOTILSJ,O,X,X,O,O,O
ZOTIJLS,O,X,X,O,O,O
ZOTIJSL,O,O,X,O,O,X
ZOTISLJ,O,O,X,O,O,X
ZOTISJL,O,O,X,O,X,X
ZOTLIJS,O,O,X,O,O,O
ZOTLISJ,O,O,X,O,O,O
ZOTLJIS,O,O,X,O,O,O
ZOTLJSI,O,O,X,O,O,O
ZOTLSIJ,O,O,X,O,O,O
ZOTLSJI,O,O,X,O,X,O
ZOTJILS,O,X,X,O,O,O
ZOTJISL,O,O,X,O,O,X
ZOTJLIS,O,O,X,O,O,O
ZOTJLSI,O,O,X,O,O,O
ZOTJSIL,O,O,X,O,O,X
ZOTJSLI,O,O,X,O,O,O
ZOTSILJ,O,O,X,O,O,X
ZOTSIJL,O,O,X,O,X,X
ZOTSLIJ,O,O,X,O,O,O
ZOTSLJI,O,O,X,O,X,O
ZOTSJIL,O,O,X,O,X,X
ZOTSJLI,O,O,X,O,X,O
ZOITLJS,O,X,X,O,O,X
ZOITLSJ,O,X,X,O,O,X
ZOITJLS,O,X,X,O,O,X
ZOITJSL,O,O,X,O,O,X
ZOITSLJ,O,O,X,O,O,X
ZOITSJL,O,O,X,O,X,X
ZOILTJS,X,X,X,O,O,X
ZOILTSJ,X,X,X,O,O,X
ZOILJTS,X,X,X,X,O,X
ZOILJST,X,X,X,O,O,X
ZOILSTJ,X,X,X,O,O,X
ZOILSJT,X,X,X,O,O,X
ZOIJTLS,O,X,X,X,O,X
ZOIJTSL,O,O,X,X,O,X
ZOIJLTS,X,X,X,X,O,X
ZOIJLST,X,X,X,O,O,X
ZOIJSTL,O,O,X,X,O,X
ZOIJSLT,O,O,X,O,O,X
ZOISTLJ,O,X,X,O,O,X
ZOISTJL,O,O,X,X,X,X
ZOISLTJ,O,X,X,O,O,X
ZOISLJT,O,O,X,O,O,X
ZOISJTL,O,O,X,X,O,X
ZOISJLT,O,O,X,O,O,X
ZOLTIJS,X,O,X,O,O,O
ZOLTISJ,X,O,X,O,O,O
ZOLTJIS,X,O,X,O,O,O
ZOLTJSI,X,O,X,O,O,O
ZOLTSIJ,X,O,X,O,O,O
ZOLTSJI,X,O,X,O,X,O
ZOLITJS,X,O,X,O,O,O
ZOLITSJ,X,O,X,O,O,O
ZOLIJTS,X,O,X,X,O,O
ZOLIJST,X,O,X,O,O,X
ZOLISTJ,X,O,X,O,O,X
ZOLISJT,X,O,X,O,O,X
ZOLJTIS,X,O,X,X,O,O
ZOLJTSI,X,O,X,X,O,O
ZOLJITS,X,O,X,X,O,O
ZOLJIST,X,O,X,O,O,X
ZOLJSTI,X,O,X,X,O,X
ZOLJSIT,X,O,X,O,O,X
ZOLSTIJ,X,O,X,O,O,X
ZOLSTJI,X,O,X,X,X,X
ZOLSITJ,X,O,X,O,O,X
ZOLSIJT,X,O,X,O,O,X
ZOLSJTI,X,O,X,X,O,X
ZOLSJIT,X,O,X,O,O,X
ZOJTILS,O,X,X,X,O,O
ZOJTISL,O,O,X,X,O,X
ZOJTLIS,O,O,X,X,O,O
ZOJTLSI,O,O,X,X,O,O
ZOJTSIL,O,O,X,X,O,X
ZOJTSLI,O,O,X,X,O,O
ZOJITLS,O,X,X,X,O,X
ZOJITSL,O,O,X,X,O,X
ZOJILTS,X,X,X,X,O,X
ZOJILST,X,X,X,O,O,X
ZOJISTL,O,O,X,X,O,X
ZOJISLT,O,O,X,O,O,X
ZOJLTIS,X,O,X,X,O,O
ZOJLTSI,X,O,X,X,O,O
ZOJLITS,X,O,X,X,O,O
ZOJLIST,X,O,X,O,O,X
ZOJLSTI,X,O,X,X,O,X
ZOJLSIT,X,O,X,O,O,X
ZOJSTIL,O,O,X,X,O,X
ZOJSTLI,O,O,X,X,O,X
ZOJSITL,O,O,X,X,O,X
ZOJSILT,O,O,X,O,O,X
ZOJSLTI,O,O,X,X,O,X
ZOJSLIT,O,O,X,O,O,X
ZOSTILJ,O,X,X,O,O,X
ZOSTIJL,O,O,X,X,X,X
ZOSTLIJ,O,O,X,O,O,X
ZOSTLJI,O,O,X,X,X,X
ZOSTJIL,O,O,X,X,X,X
ZOSTJLI,O,O,X,X,X,X
ZOSITLJ,O,X,X,O,O,X
ZOSITJL,O,O,X,X,X,X
ZOSILTJ,O,O,X,O,O,X
ZOSILJT,O,O,X,O,O,X
ZOSIJTL,O,O,X,X,O,X
ZOSIJLT,O,O,X,O,O,X
ZOSLTIJ,O,O,X,O,O,X
ZOSLTJI,O,O,X,X,X,X
ZOSLITJ,O,O,X,O,O,X
ZOSLIJT,O,O,X,O,O,X
ZOSLJTI,O,O,X,X,O,X
ZOSLJIT,O,O,X,O,O,X
ZOSJTIL,O,O,X,X,O,X
ZOSJTLI,O,O,X,X,O,X
ZOSJITL,O,O,X,X,O,X
ZOSJILT,O,O,X,O,O,X
ZOSJLTI,O,O,X,X,O,X
ZOSJLIT,O,O,X,O,O,X
OTILJSZ,O,X,O,X,X,X
OTILJZS,X,X,X,O,O,O
OTILSJZ,O,X,O,X,X,X
OTILSZJ,O,X,O,O,X,X
OTILZJS,X,X,X,O,O,O
OTILZSJ,X,X,X,O,O,O
OTIJLSZ,O,X,O,X,X,X
OTIJLZS,X,X,X,O,O,O
OTIJSLZ,O,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X
OTIJZLS,X,X,X,O,O,O
OTIJZSL,O,X,X,O,O,X
OTISLJZ,O,X,O,X,X,X
OTISLZJ,O,X,O,O,X,X
OTISJLZ,O,X,O,X,X,X
OTISJZL,O,X,O,X,X,X
OTISZLJ,O,X,O,O,X,X
OTISZJL,O,X,O,O,X,X
OTIZLJS,X,X,X,O,O,O
OTIZLSJ,X,X,X,O,O,O
OTIZJLS,X,X,X,O,O,O
OTIZJSL,O,X,X,O,O,X
OTIZSLJ,O,X,X,O,O,X
OTIZSJL,O,X,X,O,X,X
OTLIJSZ,O,X,O,X,X,X
OTLIJZS,X,X,X,O,O,O
OTLISJZ,O,O,O,X,X,X
OTLISZJ,O,O,O,O,X,X
OTLIZJS,X,X,X,O,O,O
OTLIZSJ,X,X,X,O,O,O
OTLJISZ,O,X,O,X,X,X
OTLJIZS,X,X,X,O,O,O
OTLJSIZ,O,X,O,X,X,X
OTLJSZI,O,X,O,X,X,O
OTLJZIS,X,O,X,O,O,O
OTLJZSI,X,O,X,O,O,O
OTLSIJZ,O,O,O,X,X,X
OTLSIZJ,O,O,O,O,X,X
OTLSJIZ,O,O,O,X,X,X
OTLSJZI,O,O,O,X,X,O
OTLSZIJ,O,O,O,O,X,O
OTLSZJI,O,O,O,O,X,O
OTLZIJS,X,O,X,O,O,O
OTLZISJ,X,O,X,O,O,O
OTLZJIS,X,O,X,O,O,O
OTLZJSI,X,O,X,O,O,O
OTLZSIJ,X,O,X,O,O,O
OTLZSJI,X,O,X,O,X,O
OTJILSZ,O,X,O,X,X,X
OTJILZS,X,X,X,O,O,O
OTJISLZ,O,X,X,X,X,X
OTJISZL,O,X,X,X,X,X
OTJIZLS,X,X,X,O,O,O
OTJIZSL,O,X,X,O,O,X
OTJLISZ,O,X,O,X,X,X
OTJLIZS,X,X,X,O,O,O
OTJLSIZ,O,X,O,X,X,X
OTJLSZI,O,X,O,X,X,O
OTJLZIS,X,O,X,O,O,O
OTJLZSI,X,O,X,O,O,O
OTJSILZ,O,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X
OTJSLIZ,O,X,X,X,X,X
OTJSLZI,O,X,X,X,X,O
OTJSZIL,O,X,X,X,X,X
OTJSZLI,O,X,X,X,X,O
OTJZILS,X,X,X,O,O,O
OTJZISL,O,O,X,O,O,X
OTJZLIS,X,O,X,O,O,O
OTJZLSI,X,O,X,O,O,O
OTJZSIL,O,O,X,O,O,X
OTJZSLI,O,O,X,O,O,O
OTSILJZ,O,O,O,X,X,X
OTSILZJ,O,O,O,O,X,X
OTSIJLZ,O,O,O,X,X,X
OTSIJZL,O,O,O,X,X,X
OTSIZLJ,O,O,O,O,X,X
OTSIZJL,O,O,O,O,X,X
OTSLIJZ,O,O,O,X,X,X
OTSLIZJ,O,O,O,O,X,X
OTSLJIZ,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,O
OTSLZIJ,O,O,O,O,X,O
OTSLZJI,O,O,O,O,X,O
OTSJILZ,O,O,O,X,X,X
OTSJIZL,O,O,O,X,X,X
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,O
OTSJZIL,O,O,O,X,X,X
OTSJZLI,O,O,O,X,X,O
OTSZILJ,O,O,O,O,X,X
OTSZIJL,O,O,O,O,X,X
OTSZLIJ,O,O,O,O,X,O
OTSZLJI,O,O,O,O,X,O
OTSZJIL,O,O,O,O,X,X
OTSZJLI,O,O,O,O,X,O
OTZILJS,X,X,X,O,O,O
OTZILSJ,X,X,X,O,O,O
OTZIJLS,X,X,X,O,O,O
OTZIJSL,O,O,X,O,O,X
OTZISLJ,O,O,X,O,O,X
OTZISJL,O,O,X,O,X,X
OTZLIJS,X,O,X,O,O,O
OTZLISJ,X,O,X,O,O,O
OTZLJIS,X,O,X,O,O,O
OTZLJSI,X,O,X,O,O,O
OTZLSIJ,X,O,X,O,O,O
OTZLSJI,X,O,X,O,X,O
OTZJILS,X,X,X,O,O,O
OTZJISL,O,O,X,O,O,X
OTZJLIS,X,O,X,O,O,O
OTZJLSI,X,O,X,O,O,O
OTZJSIL,O,O,X,O,O,X
OTZJSLI,O,O,X,O,O,O
OTZSILJ,O,O,X,O,O,X
OTZSIJL,O,O,X,O,X,X
OTZSLIJ,O,O,X,O,O,O
OTZSLJI,O,O,X,O,X,O
OTZSJIL,O,O,X,O,X,X
OTZSJLI,O,O,X,O,X,O
OITLJSZ,O,X,O,X,X,X
OITLJZS,X,X,X,O,O,X
OITLSJZ,O,X,O,X,X,X
OITLSZJ,O,X,O,O,X,X
OITLZJS,X,X,X,O,O,X
OITLZSJ,X,X,X,O,O,X
OITJLSZ,O,X,O,X,X,X
OITJLZS,X,X,X,O,O,X
OITJSLZ,O,X,X,X,X,X
OITJSZL,O,X,X,X,X,X
OITJZLS,X,X,X,O,O,X
OITJZSL,O,X,X,O,O,X
OITSLJZ,O,X,O,X,X,X
OITSLZJ,O,X,O,O,X,X
OITSJLZ,O,X,O,X,X,X
OITSJZL,O,X,O,X,X,X
OITSZLJ,O,X,O,O,X,X
OITSZJL,O,X,O,O,X,X
OITZLJS,X,X,X,O,O,X
OITZLSJ,X,X,X,O,O,X
OITZJLS,X,X,X,O,O,X
OITZJSL,O,X,X,O,O,X
OITZSLJ,O,X,X,O,O,X
OITZSJL,O,X,X,O,X,X
OILTJSZ,X,X,O,X,X,X
OILTJZS,X,X,X,O,O,X
OILTSJZ,X,X,O,X,X,X
OILTSZJ,X,X,O,O,X,X
OILTZJS,X,X,X,O,O,X
OILTZSJ,X,X,X,O,O,X
OILJTSZ,X,X,O,X,X,X
OILJTZS,X,X,X,O,O,X
OILJSTZ,X,X,O,X,X,X
OILJSZT,X,X,O,X,O,X
OILJZTS,X,X,X,X,O,X
OILJZST,X,X,X,O,O,X
OILSTJZ,X,X,O,X,X,X
OILSTZJ,X,X,X,O,X,X
OILSJTZ,X,X,O,X,X,X
OILSJZT,X,X,O,X,O,X
OILSZTJ,X,X,X,O,O,X
OILSZJT,X,X,O,O,O,X
OILZTJS,X,X,X,O,O,X
OILZTSJ,X,X,X,O,O,X
OILZJTS,X,X,X,X,O,X
OILZJST,X,X,X,O,O,X
OILZSTJ,X,X,X,O,O,X
OILZSJT,X,X,X,O,O,X
OIJTLSZ,O,X,O,X,X,X
OIJTLZS,X,X,X,O,O,X
OIJTSLZ,O,X,X,X,X,X
OIJTSZL,O,X,X,X,X,X
OIJTZLS,X,X,X,O,O,X
OIJTZSL,O,X,X,O,O,X
OIJLTSZ,X,X,O,X,X,X
OIJLTZS,X,X,X,O,O,X
OIJLSTZ,X,X,O,X,X,X
OIJLSZT,X,X,O,X,O,X
OIJLZTS,X,X,X,X,O,X
OIJLZST,X,X,X,O,O,X
OIJSTLZ,O,X,O,X,X,X
OIJSTZL,O,X,X,X,X,X
OIJSLTZ,O,X,O,X,X,X
OIJSLZT,O,X,O,X,O,X
OIJSZTL,O,X,X,X,O,X
OIJSZLT,O,X,O,X,O,X
OIJZTLS,O,X,X,X,O,X
OIJZTSL,O,X,X,X,O,X
OIJZLTS,X,X,X,X,O,X
OIJZLST,X,X,X,O,O,X
OIJZSTL,O,X,X,X,O,X
OIJZSLT,O,X,X,O,O,X
OISTLJZ,O,X,O,X,X,X
OISTLZJ,O,X,X,O,X,X
OISTJLZ,O,X,O,X,X,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,X,X,O,X,X
OISTZJL,O,X,X,O,X,X
OISLTJZ,O,X,O,X,X,X
OISLTZJ,O,X,X,O,X,X
OISLJTZ,O,X,O,X,X,X
OISLJZT,O,X,O,X,O,X
OISLZTJ,O,X,X,O,O,X
OISLZJT,O,X,O,O,O,X
OISJTLZ,O,X,O,X,X,X
OISJTZL,O,X,X,X,X,X
OISJLTZ,O,X,O,X,X,X
OISJLZT,O,X,O,X,O,X
OISJZTL,O,X,X,X,O,X
OISJZLT,O,X,O,X,O,X
OISZTLJ,O,X,X,O,O,X
OISZTJL,O,X,X,X,X,X
OISZLTJ,O,X,X,O,O,X
OISZLJT,O,X,O,O,O,X
OISZJTL,O,X,X,X,O,X
OISZJLT,O,X,O,O,O,X
OIZTLJS,O,X,X,O,O,X
OIZTLSJ,O,X,X,O,O,X
OIZTJLS,O,X,X,O,O,X
OIZTJSL,O,X,X,O,O,X
OIZTSLJ,O,X,X,O,O,X
OIZTSJL,O,X,X,O,X,X
OIZLTJS,X,X,X,O,O,X
OIZLTSJ,X,X,X,O,O,X
OIZLJTS,X,X,X,X,O,X
OIZLJST,X,X,X,O,O,X
OIZLSTJ,X,X,X,O,O,X
OIZLSJT,X,X,X,O,O,X
OIZJTLS,O,X,X,X,O,X
OIZJTSL,O,X,X,X,O,X
OIZJLTS,X,X,X,X,O,X
OIZJLST,X,X,X,O,O,X
OIZJSTL,O,X,X,X,O,X
OIZJSLT,O,X,X,O,O,X
OIZSTLJ,O,X,X,O,O,X
OIZSTJL,O,X,X,X,X,X
OIZSLTJ,O,X,X,O,O,X
OIZSLJT,O,X,X,O,O,X
OIZSJTL,O,X,X,X,O,X
OIZSJLT,O,X,X,O,O,X
OLTIJSZ,X,X,O,X,X,X
OLTIJZS,X,X,X,O,O,O
OLTISJZ,X,O,O,X,X,X
OLTISZJ,X,O,O,O,X,X
OLTIZJS,X,X,X,O,O,O
OLTIZSJ,X,X,X,O,O,O
OLTJISZ,X,X,O,X,X,X
OLTJIZS,X,X,X,O,O,O
OLTJSIZ,X,X,O,X,X,X
OLTJSZI,X,X,O,X,X,O
OLTJZIS,X,O,X,O,O,O
OLTJZSI,X,O,X,O,O,O
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,X,O,O,O,X,X
OLTSJIZ,X,O,O,X,X,X
OLTSJZI,X,O,O,X,X,O
OLTSZIJ,X,O,O,O,X,O
OLTSZJI,X,O,O,O,X,O
OLTZIJS,X,O,X,O,O,O
OLTZISJ,X,O,X,O,O,O
OLTZJIS,X,O,X,O,O,O
OLTZJSI,X,O,X,O,O,O
OLTZSIJ,X,O,X,O,O,O
OLTZSJI,X,O,X,O,X,O
OLITJSZ,X,X,O,X,X,X
OLITJZS,X,X,X,O,O,X
OLITSJZ,X,O,O,X,X,X
OLITSZJ,X,O,O,O,X,X
OLITZJS,X,X,X,O,O,X
OLITZSJ,X,X,X,O,O,X
OLIJTSZ,X,X,O,X,X,X
OLIJTZS,X,X,X,O,O,X
OLIJSTZ,X,O,O,X,X,X
OLIJSZT,X,O,O,X,O,X
OLIJZTS,X,X,X,X,O,X
OLIJZST,X,X,X,O,O,X
OLISTJZ,X,O,O,X,X,X
OLISTZJ,X,X,X,O,X,X
OLISJTZ,X,O,O,X,X,X
OLISJZT,X,O,O,X,O,X
OLISZTJ,X,X,X,O,O,X
OLISZJT,X,O,O,O,O,X
OLIZTJS,X,X,X,O,O,X
OLIZTSJ,X,X,X,O,O,X
OLIZJTS,X,X,X,X,O,X
OLIZJST,X,X,X,O,O,X
OLIZSTJ,X,X,X,O,O,X
OLIZSJT,X,X,X,O,O,X
OLJTISZ,X,X,O,X,X,X
OLJTIZS,X,X,X,O,O,O
OLJTSIZ,X,X,O,X,X,X
OLJTSZI,X,X,O,X,X,O
OLJTZIS,X,O,X,O,O,O
OLJTZSI,X,O,X,O,O,O
OLJITSZ,X,X,O,X,X,X
OLJITZS,X,X,X,O,O,X
OLJISTZ,X,O,O,X,X,X
OLJISZT,X,O,O,X,O,X
OLJIZTS,X,X,X,X,O,X
OLJIZST,X,X,X,O,O,X
OLJSTIZ,X,O,O,X,X,X
OLJSTZI,X,O,X,X,X,X
OLJSITZ,X,O,O,X,X,X
OLJSIZT,X,O,O,X,O,X
OLJSZTI,X,O,X,X,O,X
OLJSZIT,X,O,O,X,O,X
OLJZTIS,X,O,X,X,O,O
OLJZTSI,X,O,X,X,O,O
OLJZITS,X,O,X,X,O,O
OLJZIST,X,O,X,O,O,X
OLJZSTI,X,O,X,X,O,X
OLJZSIT,X,O,X,O,O,X
OLSTIJZ,X,O,O,X,X,X
OLSTIZJ,X,X,X,O,X,X
OLSTJIZ,X,O,O,X,X,X
OLSTJZI,X,O,X,X,X,X
OLSTZIJ,X,O,X,O,X,X
OLSTZJI,X,O,X,O,X,X
OLSITJZ,X,O,O,X,X,X
OLSITZJ,X,X,X,O,X,X
OLSIJTZ,X,O,O,X,X,X
OLSIJZT,X,O,O,X,O,X
OLSIZTJ,X,O,X,O,O,X
OLSIZJT,X,O,O,O,O,X
OLSJTIZ,X,O,O,X,X,X
OLSJTZI,X,O,X,X,X,X
OLSJITZ,X,O,O,X,X,X
OLSJIZT,X,O,O,X,O,X
OLSJZTI,X,O,X,X,O,X
OLSJZIT,X,O,O,X,O,X
OLSZTIJ,X,O,X,O,O,X
OLSZTJI,X,O,X,X,X,X
OLSZITJ,X,O,X,O,O,X
OLSZIJT,X,O,O,O,O,X
OLSZJTI,X,O,X,X,O,X
OLSZJIT,X,O,O,O,O,X
OLZTIJS,X,O,X,O,O,O
OLZTISJ,X,O,X,O,O,O
OLZTJIS,X,O,X,O,O,O
OLZTJSI,X,O,X,O,O,O
OLZTSIJ,X,O,X,O,O,O
OLZTSJI,X,O,X,O,X,O
OLZITJS,X,O,X,O,O,O
OLZITSJ,X,O,X,O,O,O
OLZIJTS,X,O,X,X,O,O
OLZIJST,X,O,X,O,O,X
OLZISTJ,X,O,X,O,O,X
OLZISJT,X,O,X,O,O,X
OLZJTIS,X,O,X,X,O,O
OLZJTSI,X,O,X,X,O,O
OLZJITS,X,O,X,X,O,O
OLZJIST,X,O,X,O,O,X
OLZJSTI,X,O,X,X,O,X
OLZJSIT,X,O,X,O,O,X
OLZSTIJ,X,O,X,O,O,X
OLZSTJI,X,O,X,X,X,X
OLZSITJ,X,O,X,O,O,X
OLZSIJT,X,O,X,O,O,X
OLZSJTI,X,O,X,X,O,X
OLZSJIT,X,O,X,O,O,X
OJTILSZ,O,X,O,X,X,X
OJTILZS,X,X,X,O,O,O
OJTISLZ,O,X,X,X,X,X
OJTISZL,O,X,X,X,X,X
OJTIZLS,X,X,X,O,O,O
OJTIZSL,O,X,X,O,O,X
OJTLISZ,O,X,O,X,X,X
OJTLIZS,X,X,X,O,O,O
OJTLSIZ,O,X,O,X,X,X
OJTLSZI,O,X,O,X,X,O
OJTLZIS,X,O,X,O,O,O
OJTLZSI,X,O,X,O,O,O
OJTSILZ,O,X,X,X,X,X
OJTSIZL,O,X,X,X,X,X
OJTSLIZ,O,X,X,X,X,X
OJTSLZI,O,X,X,X,X,O
OJTSZIL,O,X,X,X,X,X
OJTSZLI,O,X,X,X,X,O
OJTZILS,X,X,X,O,O,O
OJTZISL,O,O,X,O,O,X
OJTZLIS,X,O,X,O,O,O
OJTZLSI,X,O,X,O,O,O
OJTZSIL,O,O,X,O,O,X
OJTZSLI,O,O,X,O,O,O
OJITLSZ,O,X,O,X,X,X
OJITLZS,X,X,X,O,O,X
OJITSLZ,O,X,X,X,X,X
OJITSZL,O,X,X,X,X,X
OJITZLS,X,X,X,O,O,X
OJITZSL,O,X,X,O,O,X
OJILTSZ,X,X,O,X,X,X
OJILTZS,X,X,X,O,O,X
OJILSTZ,X,X,O,X,X,X
OJILSZT,X,X,O,X,O,X
OJILZTS,X,X,X,X,O,X
OJILZST,X,X,X,O,O,X
OJISTLZ,O,X,O,X,X,X
OJISTZL,O,X,X,X,X,X
OJISLTZ,O,X,O,X,X,X
OJISLZT,O,X,O,X,O,X
OJISZTL,O,X,X,X,O,X
OJISZLT,O,X,O,X,O,X
