sequence,v115@EhC8HeB8HeC8EeD8JeT/IvhF/lBamBUiBWsBlpBxvB,v115@EhC8HeB8HeC8EeD8Je0/IvhF6lBThB/nB2pBlrBRvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFihBTkB0lBGnBVvB3rB,v115@EhC8HeB8HeC8EeD8JeT/IvhFmgBqmB/nB0lBlpBxvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFThB/nBmkBqqB0pBlrB,v115@EhC8HeB8HeC8EeD8Jei/IvhFRhBFlBTnB0pBGrBXrB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGgBThB/nBUlBlrBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFlgBUiBzkBXmBCsBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFqmB/nBRlBzpBUrBlqB,v115@EhC8HeB8HeC8EeD8JeKEJvhFRhBFlB8qBGnB3rBzpB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGhB/nBRlB0qBlrBzpB
JTSZIOL,O,O,O,O,X,X,X,X,X,X,X
JTSZLIO,O,O,O,O,X,X,X,X,X,O,X
JTSZLOI,O,O,O,O,X,X,X,X,X,O,X
JTSZOIL,O,O,O,O,X,X,X,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,X,X,X,X
JTSOILZ,O,X,O,O,X,X,X,X,O,X,X
JTSOIZL,O,O,O,O,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,X,X,X,X,X,O,X,X
JTSOLZI,O,O,O,O,X,X,X,X,O,X,X
JTSOZIL,O,O,O,O,X,X,X,X,O,X,X
JTSOZLI,O,O,O,O,X,X,X,X,O,X,X
JTZILSO,O,X,O,X,X,O,X,X,X,X,X
JTZILOS,O,X,O,X,X,O,X,X,X,X,X
JTZISLO,O,X,O,O,X,O,X,X,X,X,X
JTZISOL,O,X,O,O,X,X,X,X,X,X,X
JTZIOLS,O,X,O,X,X,O,X,X,X,X,X
JTZIOSL,O,X,O,O,X,X,X,X,X,X,X
JTZLISO,X,O,O,X,X,O,X,X,X,O,X
JTZLIOS,X,X,O,X,X,O,X,X,X,X,X
JTZLSIO,O,O,O,X,X,O,X,X,X,O,X
JTZLSOI,O,O,O,X,X,X,X,X,X,O,X
JTZLOIS,X,X,O,X,X,O,X,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X,X,X,O,X
JTZSILO,O,O,O,O,X,O,X,X,X,X,X
JTZSIOL,O,O,O,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,X,O,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,X,X,X
JTZSOIL,O,O,O,O,X,X,X,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,X,X,X,X
JTZOILS,X,X,O,X,X,O,X,X,X,X,X
JTZOISL,O,X,O,O,X,X,X,X,X,X,X
JTZOLIS,X,X,O,X,X,O,X,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,O,O,X,X,X,X,X,X,X
JTZOSLI,O,X,O,O,X,X,X,X,X,X,X
JTOILSZ,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,X,O,X,X,X,X,X,O,X,X
JTOISZL,O,X,O,X,X,X,X,X,X,X,X
JTOIZLS,X,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,X,O,X,X
JTOLISZ,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,X,X,X,X
JTOLZSI,O,X,O,X,X,X,X,X,X,X,X
JTOSILZ,O,X,O,O,X,X,X,X,O,X,X
JTOSIZL,O,X,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,X,X,X,O,X,X
JTOSLZI,O,X,O,O,X,X,X,X,O,X,X
JTOSZIL,O,X,O,O,X,X,X,X,O,X,X
JTOSZLI,O,X,O,O,X,X,X,X,O,X,X
JTOZILS,X,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,X,O,O,X,X,X,X,O,X,X
JTOZLIS,X,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X,X,X,X,X
JTOZSIL,O,X,O,O,X,X,X,X,O,X,X
JTOZSLI,O,X,O,O,X,X,X,X,O,X,X
JITLSZO,O,O,X,X,X,X,X,O,X,O,X
JITLSOZ,O,O,X,X,X,X,X,O,X,X,X
JITLZSO,O,O,X,X,X,X,X,O,X,X,X
JITLZOS,O,X,X,X,X,X,X,O,X,X,X
JITLOSZ,O,X,O,X,X,X,X,O,X,X,X
JITLOZS,O,X,O,X,X,X,X,O,X,X,X
JITSLZO,O,O,X,O,X,X,X,O,X,O,X
JITSLOZ,O,O,O,O,X,X,X,X,X,X,X
JITSZLO,O,O,O,O,X,X,X,O,X,O,X
JITSZOL,O,O,O,O,X,X,X,O,X,X,X
JITSOLZ,O,O,O,O,X,X,X,X,X,X,X
JITSOZL,O,O,O,O,X,X,X,O,X,X,X
JITZLSO,O,O,O,X,X,X,X,X,X,X,X
JITZLOS,O,X,O,X,X,X,X,X,X,X,X
JITZSLO,O,O,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,O,X,X,X,X,X,X,X
JITZOLS,O,X,O,X,X,X,X,X,X,X,X
JITZOSL,O,X,O,O,X,X,X,X,X,X,X
JITOLSZ,O,X,O,X,X,X,X,O,X,X,X
JITOLZS,O,X,O,X,X,X,X,O,X,X,X
JITOSLZ,O,X,O,O,X,X,X,O,X,X,X
JITOSZL,O,X,O,O,X,X,X,O,X,X,X
JITOZLS,O,X,O,X,X,X,X,O,X,X,X
JITOZSL,O,X,O,O,X,X,X,O,X,X,X
JILTSZO,O,O,X,X,X,X,X,O,X,O,X
JILTSOZ,O,O,X,X,X,X,X,O,X,X,X
JILTZSO,O,O,X,X,X,X,X,O,X,X,X
JILTZOS,O,X,X,X,X,X,X,O,X,X,X
JILTOSZ,O,X,O,X,X,X,X,O,X,X,X
JILTOZS,O,X,O,X,X,X,X,O,X,X,X
JILSTZO,O,O,X,X,X,X,O,O,X,O,X
JILSTOZ,O,O,O,X,X,X,O,O,X,X,X
JILSZTO,O,O,X,X,X,X,O,O,X,O,X
JILSZOT,O,O,X,X,X,X,O,O,X,O,X
JILSOTZ,O,O,X,X,X,X,X,O,X,X,X
JILSOZT,O,O,X,X,X,X,X,O,X,O,X
JILZTSO,O,O,X,X,X,X,O,O,X,O,X
JILZTOS,O,X,X,X,X,X,X,O,X,X,X
JILZSTO,O,O,X,X,X,X,O,O,X,O,X
JILZSOT,O,O,X,X,X,X,O,O,X,O,X
JILZOTS,X,X,X,X,X,X,X,O,X,X,X
JILZOST,O,O,X,X,X,X,O,O,X,X,X
JILOTSZ,X,X,O,X,X,X,X,O,X,X,X
JILOTZS,X,X,O,X,X,X,X,O,X,X,X
JILOSTZ,O,O,O,X,X,X,X,O,X,X,X
JILOSZT,O,O,X,X,X,X,X,O,X,O,X
JILOZTS,X,X,O,X,X,X,X,O,X,X,X
JILOZST,O,O,X,X,X,X,X,O,X,X,X
JISTLZO,O,O,X,O,X,X,O,O,X,O,X
JISTLOZ,O,O,O,O,X,X,O,X,X,X,X
JISTZLO,O,O,O,O,X,X,X,O,X,O,X
JISTZOL,O,O,O,O,X,X,X,O,X,X,X
JISTOLZ,O,O,O,O,X,X,O,O,X,X,X
JISTOZL,O,O,O,O,X,X,X,O,X,X,X
JISLTZO,O,O,X,O,X,X,O,O,X,O,X
JISLTOZ,O,O,O,O,X,X,O,O,X,X,X
JISLZTO,O,O,X,O,X,X,O,O,X,O,X
JISLZOT,O,O,X,O,X,X,O,O,X,O,X
JISLOTZ,O,O,X,X,X,X,X,O,O,X,X
JISLOZT,O,O,X,X,X,X,X,O,O,O,X
JISZTLO,O,O,X,O,X,X,X,O,X,O,X
JISZTOL,O,O,X,O,X,X,X,O,X,X,X
JISZLTO,O,O,X,O,X,X,X,O,X,O,X
JISZLOT,O,O,X,O,X,X,X,X,X,O,X
JISZOTL,O,O,X,X,X,X,X,O,X,X,X
JISZOLT,O,O,X,X,X,X,X,O,X,O,X
JISOTLZ,O,O,X,X,X,X,X,O,O,X,X
JISOTZL,O,O,X,X,X,X,X,O,X,X,X
JISOLTZ,O,O,X,X,X,X,X,O,O,X,X
JISOLZT,O,O,X,X,X,X,X,O,O,O,X
JISOZTL,O,O,X,X,X,X,X,O,O,X,X
JISOZLT,O,O,X,X,X,X,X,O,O,O,X
JIZTLSO,O,O,X,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,X,X,O,X,X,X,X,X
JIZTSLO,O,O,X,O,X,O,X,X,X,X,X
JIZTSOL,O,O,X,O,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,O,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,X,X,O,X,O,X
JIZLTOS,O,X,X,X,X,X,X,O,X,X,X
JIZLSTO,O,O,X,X,X,X,X,O,X,O,X
JIZLSOT,O,O,X,X,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,X,X,X,O,X,X,X
JIZLOST,O,O,X,X,X,X,X,O,X,X,X
JIZSTLO,O,O,X,O,X,X,X,O,X,O,X
JIZSTOL,O,O,X,O,X,X,X,O,X,X,X
JIZSLTO,O,O,X,O,X,X,X,O,X,O,X
JIZSLOT,O,O,X,O,X,X,X,X,X,O,X
JIZSOTL,O,O,X,X,X,X,X,O,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X,X,O,X
JIZOTLS,O,X,X,X,X,X,X,O,X,X,X
JIZOTSL,O,X,X,X,X,X,X,O,X,X,X
JIZOLTS,X,X,X,X,X,X,X,O,X,X,X
JIZOLST,O,O,X,X,X,X,X,O,X,X,X
JIZOSTL,O,O,X,X,X,X,X,O,X,X,X
JIZOSLT,O,O,X,X,X,X,X,O,X,X,X
JIOTLSZ,O,X,O,X,X,X,X,O,X,X,X
JIOTLZS,O,X,O,X,X,X,X,O,X,X,X
JIOTSLZ,O,X,O,X,X,X,X,O,O,X,X
JIOTSZL,O,X,O,X,X,X,X,O,X,X,X
JIOTZLS,O,X,O,X,X,X,X,O,X,X,X
JIOTZSL,O,X,O,X,X,X,X,O,O,X,X
JIOLTSZ,X,X,O,X,X,X,X,O,X,X,X
JIOLTZS,X,X,O,X,X,X,X,O,X,X,X
JIOLSTZ,O,O,O,X,X,X,X,O,O,X,X
JIOLSZT,O,O,X,X,X,X,X,O,O,O,X
JIOLZTS,X,X,O,X,X,X,X,O,X,X,X
JIOLZST,O,O,X,X,X,X,X,O,O,X,X
JIOSTLZ,O,O,X,X,X,X,X,O,O,X,X
JIOSTZL,O,O,X,X,X,X,X,O,X,X,X
JIOSLTZ,O,O,O,X,X,X,X,O,O,X,X
JIOSLZT,O,O,X,X,X,X,X,O,O,O,X
JIOSZTL,O,O,X,X,X,X,X,O,O,X,X
JIOSZLT,O,O,X,X,X,X,X,O,O,O,X
JIOZTLS,O,X,X,X,X,X,X,O,X,X,X
JIOZTSL,O,X,X,X,X,X,X,O,O,X,X
JIOZLTS,X,X,O,X,X,X,X,O,X,X,X
JIOZLST,O,O,X,X,X,X,X,O,O,X,X
JIOZSTL,O,O,X,X,X,X,X,O,O,X,X
JIOZSLT,O,O,X,X,X,X,X,O,O,X,X
JLTISZO,X,X,X,X,X,X,X,O,X,O,X
JLTISOZ,X,X,X,X,X,X,X,O,X,X,X
JLTIZSO,X,X,X,X,X,X,X,O,X,X,X
JLTIZOS,X,X,X,X,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,O,X,X,X
JLTIOZS,X,X,O,X,X,X,X,O,X,X,X
JLTSIZO,O,X,X,X,X,X,X,O,X,O,X
JLTSIOZ,O,X,O,X,X,X,X,X,X,X,X
JLTSZIO,O,X,O,X,X,X,X,O,X,O,X
JLTSZOI,O,X,O,X,X,X,X,O,X,O,X
JLTSOIZ,O,X,O,X,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,O,X,X,X
JLTZISO,X,X,O,X,X,X,X,O,X,O,X
JLTZIOS,X,X,O,X,X,X,X,O,X,X,X
JLTZSIO,O,X,O,X,X,X,X,O,X,O,X
JLTZSOI,O,X,O,X,X,X,X,O,X,O,X
JLTZOIS,X,X,O,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,O,X
JLTOISZ,X,X,O,X,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,O,X,O,X
JLITSOZ,O,X,X,X,X,X,X,O,X,X,X
JLITZSO,O,X,X,X,X,X,X,O,X,X,X
JLITZOS,O,X,X,X,X,X,X,O,X,X,X
JLITOSZ,O,X,O,X,X,X,X,O,X,X,X
JLITOZS,O,X,O,X,X,X,X,O,X,X,X
JLISTZO,O,X,X,X,X,X,O,O,X,O,X
JLISTOZ,O,X,O,X,O,X,O,O,X,X,X
JLISZTO,O,X,X,X,X,X,O,O,X,O,X
JLISZOT,O,X,X,X,X,X,O,O,X,O,X
JLISOTZ,O,X,X,X,X,X,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,X,O,X,O,X
JLIZTSO,O,X,X,X,X,X,O,O,X,O,X
JLIZTOS,O,X,X,X,X,X,X,O,X,X,X
JLIZSTO,O,X,X,X,X,X,O,O,X,O,X
JLIZSOT,O,X,X,X,X,X,O,O,X,O,X
JLIZOTS,X,X,X,X,X,X,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,O,O,X,X,X
JLIOTSZ,X,X,O,X,X,X,X,O,X,X,X
JLIOTZS,X,X,O,X,X,X,X,O,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,O,X,X,X
JLIOSZT,O,X,X,X,X,X,X,O,X,O,X
JLIOZTS,X,X,O,X,X,X,X,O,X,X,X
JLIOZST,O,X,X,X,X,X,X,O,X,X,X
JLSTIZO,X,X,X,X,X,X,X,O,X,O,O
JLSTIOZ,X,X,O,X,O,X,X,O,X,X,X
JLSTZIO,X,O,O,X,O,X,O,O,X,O,O
JLSTZOI,X,O,O,X,O,X,O,O,X,O,O
JLSTOIZ,X,X,O,X,O,X,X,X,O,X,X
JLSTOZI,X,O,O,X,O,X,O,O,O,X,O
JLSITZO,X,O,X,X,X,X,O,O,X,O,X
JLSITOZ,X,O,O,X,O,X,O,O,X,X,X
JLSIZTO,X,O,X,X,X,X,O,O,X,O,X
JLSIZOT,X,O,X,X,X,X,O,O,X,O,X
JLSIOTZ,X,O,X,X,X,X,X,O,O,X,X
JLSIOZT,X,O,X,X,X,X,X,O,O,O,X
JLSZTIO,X,O,X,X,O,X,O,O,X,O,O
JLSZTOI,X,O,O,X,O,X,O,O,X,O,O
JLSZITO,X,O,X,X,O,X,O,O,X,O,X
JLSZIOT,X,O,X,X,O,X,O,O,X,O,X
JLSZOTI,X,O,X,X,O,X,O,O,O,O,X
JLSZOIT,X,O,X,X,O,X,O,X,O,O,X
JLSOTIZ,X,X,O,X,X,X,X,X,O,X,X
JLSOTZI,X,X,O,X,X,X,X,O,O,X,X
JLSOITZ,X,X,O,X,X,X,X,X,O,X,X
JLSOIZT,X,X,X,X,X,X,X,X,O,O,X
JLSOZTI,X,X,X,X,X,X,X,O,O,O,X
JLSOZIT,X,X,X,X,X,X,X,X,O,O,X
JLZTISO,X,O,X,X,O,O,O,O,X,O,X
JLZTIOS,X,X,X,X,X,O,X,O,X,X,X
JLZTSIO,O,O,X,X,O,O,O,O,X,O,X
JLZTSOI,O,O,X,X,O,X,O,O,X,O,X
JLZTOIS,X,X,O,X,X,O,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,O,X
JLZITSO,O,O,X,X,O,X,O,O,X,O,X
JLZITOS,O,X,X,X,X,X,X,O,X,X,X
JLZISTO,O,O,X,X,O,X,O,O,X,O,X
JLZISOT,O,O,X,X,O,X,O,O,X,O,X
JLZIOTS,X,X,X,X,X,X,X,O,X,X,X
JLZIOST,O,O,X,X,O,X,O,O,X,X,X
JLZSTIO,X,O,X,X,O,X,O,O,X,O,O
JLZSTOI,X,O,O,X,O,X,O,O,X,O,O
JLZSITO,X,O,X,X,O,X,O,O,X,O,X
JLZSIOT,X,O,X,X,O,X,O,O,X,O,X
JLZSOTI,X,O,X,X,O,X,O,O,X,O,X
JLZSOIT,X,O,X,X,O,X,O,X,X,O,X
JLZOTIS,X,X,O,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,O,X
JLZOITS,X,X,O,X,X,X,X,O,X,X,X
JLZOIST,X,O,X,X,O,X,O,O,X,X,X
JLZOSTI,X,O,X,X,O,X,O,O,X,X,X
JLZOSIT,X,O,X,X,O,X,O,X,X,X,X
JLOTISZ,X,X,O,X,X,X,X,X,X,X,X
JLOTIZS,X,X,O,X,X,X,X,X,X,X,X
JLOTSIZ,X,X,O,X,X,X,X,X,X,X,X
JLOTSZI,X,X,O,X,X,X,X,X,X,X,X
JLOTZIS,X,X,O,X,X,X,X,X,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,O,X,X,X
JLOITZS,X,X,O,X,X,X,X,O,X,X,X
JLOISTZ,X,X,O,X,X,X,X,O,O,X,X
JLOISZT,X,X,X,X,X,X,X,O,O,O,X
JLOIZTS,X,X,O,X,X,X,X,O,X,X,X
JLOIZST,X,X,X,X,X,X,X,O,O,X,X
JLOSTIZ,X,X,O,X,X,X,X,X,O,X,X
JLOSTZI,X,X,O,X,X,X,X,O,O,X,X
JLOSITZ,X,X,O,X,X,X,X,X,O,X,X
JLOSIZT,X,X,X,X,X,X,X,X,O,O,X
JLOSZTI,X,X,X,X,X,X,X,O,O,O,X
JLOSZIT,X,X,X,X,X,X,X,X,O,O,X
JLOZTIS,X,X,O,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X,O,X
JLOZITS,X,X,O,X,X,X,X,O,X,X,X
JLOZIST,X,X,X,X,X,X,X,O,O,X,X
JLOZSTI,X,X,X,X,X,X,X,O,O,X,X
JLOZSIT,X,X,X,X,X,X,X,X,O,X,X
JSTILZO,O,O,X,O,X,X,O,X,X,O,O
JSTILOZ,O,O,O,O,X,X,O,X,X,X,X
JSTIZLO,O,O,O,O,X,X,X,X,X,O,O
JSTIZOL,O,O,O,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,O,O,X,X,O,X,X,X,X
JSTIOZL,O,O,O,O,X,X,X,X,X,X,X
JSTLIZO,O,X,X,X,X,X,X,X,X,O,O
JSTLIOZ,O,X,O,X,O,X,X,X,X,X,X
JSTLZIO,O,O,O,O,O,X,O,X,X,O,O
JSTLZOI,O,O,O,O,O,X,O,X,X,O,O
JSTLOIZ,O,X,O,X,O,X,X,X,O,X,X
JSTLOZI,O,O,O,O,O,X,O,X,O,X,O
JSTZILO,O,O,O,O,X,X,X,X,X,O,O
JSTZIOL,O,O,O,O,X,X,X,X,X,X,X
JSTZLIO,O,O,O,O,O,X,X,X,X,O,O
JSTZLOI,O,O,O,O,O,X,X,X,X,O,O
JSTZOIL,O,O,O,O,X,X,X,X,X,X,X
JSTZOLI,O,O,O,O,O,X,X,X,X,X,O
JSTOILZ,O,O,O,O,X,X,O,X,O,X,X
JSTOIZL,O,O,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,X,O,X,X,X,O,X,X
JSTOLZI,O,O,O,O,O,X,O,X,O,X,O
JSTOZIL,O,O,O,O,X,X,X,X,O,X,X
JSTOZLI,O,O,O,O,O,X,X,X,O,X,O
JSITLZO,O,O,X,O,X,X,O,O,X,O,X
JSITLOZ,O,O,O,O,X,X,O,X,X,X,X
JSITZLO,O,O,O,O,X,X,X,O,X,O,X
JSITZOL,O,O,O,O,X,X,X,O,X,X,X
JSITOLZ,O,O,O,O,X,X,O,X,X,X,X
JSITOZL,O,O,O,O,X,X,X,O,X,X,X
JSILTZO,O,O,X,O,X,X,O,O,X,O,X
JSILTOZ,O,O,O,O,X,X,O,O,X,X,X
JSILZTO,O,O,X,O,X,X,O,O,X,O,X
JSILZOT,O,O,X,O,X,X,O,O,X,O,X
JSILOTZ,O,O,X,X,X,X,X,O,O,X,X
JSILOZT,O,O,X,X,X,X,X,O,O,O,X
JSIZTLO,O,O,X,O,X,X,X,O,X,O,X
JSIZTOL,O,O,X,O,X,X,X,O,X,X,X
JSIZLTO,O,O,X,O,X,X,X,O,X,O,X
JSIZLOT,O,O,X,O,X,X,X,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,O,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,O,X
JSIOTLZ,O,O,X,X,X,X,X,O,O,X,X
JSIOTZL,O,O,X,X,X,X,X,O,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,O,O,X,X
JSIOLZT,O,O,X,X,X,X,X,O,O,O,X
JSIOZTL,O,O,X,X,X,X,X,O,O,X,X
JSIOZLT,O,O,X,X,X,X,X,O,O,O,X
JSLTIZO,X,X,X,X,X,X,X,O,X,O,O
JSLTIOZ,X,X,O,X,O,X,X,X,X,X,X
JSLTZIO,X,O,O,O,O,X,O,O,X,O,O
JSLTZOI,X,O,O,O,O,X,O,O,X,O,O
JSLTOIZ,X,X,O,X,O,X,X,X,O,X,X
JSLTOZI,X,O,O,O,O,X,O,O,O,X,O
JSLITZO,X,O,X,O,X,X,O,O,X,O,X
JSLITOZ,X,O,O,O,O,X,O,O,X,X,X
JSLIZTO,X,O,X,O,X,X,O,O,X,O,X
JSLIZOT,X,O,X,O,X,X,O,O,X,O,X
JSLIOTZ,X,O,X,X,X,X,X,O,O,X,X
JSLIOZT,X,O,X,X,X,X,X,O,O,O,X
JSLZTIO,X,O,X,X,O,X,O,O,X,O,O
JSLZTOI,X,O,O,X,O,X,O,O,X,O,O
JSLZITO,X,O,X,X,O,X,O,O,X,O,X
JSLZIOT,X,O,X,X,O,X,O,O,X,O,X
JSLZOTI,X,O,X,X,O,X,O,O,O,O,X
JSLZOIT,X,O,X,X,O,X,O,X,O,O,X
JSLOTIZ,X,X,O,X,X,X,X,X,O,X,X
JSLOTZI,X,X,O,X,X,X,X,O,O,X,X
JSLOITZ,X,X,O,X,X,X,X,X,O,X,X
JSLOIZT,X,X,X,X,X,X,X,X,O,O,X
JSLOZTI,X,X,X,X,X,X,X,O,O,O,X
JSLOZIT,X,X,X,X,X,X,X,X,O,O,X
JSZTILO,O,O,O,X,O,O,X,X,X,O,O
JSZTIOL,O,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,O,X,O,O,X,X,X,O,O
JSZTLOI,O,O,O,X,O,X,X,X,X,O,O
JSZTOIL,O,O,O,X,X,X,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X,X,O
JSZITLO,O,O,X,X,O,X,X,X,X,O,X
JSZITOL,O,O,X,X,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,O,X,X,X,X,O,X
JSZILOT,O,O,X,X,O,X,X,X,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X,X,X,X
JSZIOLT,O,O,X,X,O,X,X,X,X,O,X
JSZLTIO,X,O,X,X,O,X,X,X,X,O,O
JSZLTOI,X,O,O,X,O,X,X,X,X,O,O
JSZLITO,X,O,X,X,O,X,X,X,X,O,X
JSZLIOT,X,O,X,X,O,X,X,X,X,O,X
JSZLOTI,X,O,X,X,O,X,X,X,O,O,X
JSZLOIT,X,O,X,X,O,X,X,X,O,O,X
JSZOTIL,X,O,X,X,X,X,X,X,O,X,X
JSZOTLI,X,O,X,X,X,X,X,X,O,X,X
JSZOITL,X,O,X,X,X,X,X,X,O,X,X
JSZOILT,X,O,X,X,O,X,X,X,O,O,X
JSZOLTI,X,O,X,X,O,X,X,X,O,O,X
JSZOLIT,X,O,X,X,O,X,X,X,O,O,X
JSOTILZ,X,X,O,X,X,X,X,X,O,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,X,X,X,X,O,X,X
JSOTLZI,X,O,O,X,X,X,X,X,O,X,X
JSOTZIL,X,O,O,X,X,X,X,X,O,X,X
JSOTZLI,X,O,O,X,X,X,X,X,O,X,X
JSOITLZ,X,O,X,X,X,X,X,X,O,X,X
JSOITZL,X,O,X,X,X,X,X,X,X,X,X
JSOILTZ,X,O,O,X,X,X,X,X,O,X,X
JSOILZT,X,O,X,X,X,X,X,X,O,O,X
JSOIZTL,X,O,X,X,X,X,X,X,O,X,X
JSOIZLT,X,O,X,X,X,X,X,X,O,O,X
JSOLTIZ,X,X,O,X,X,X,X,X,O,X,X
JSOLTZI,X,X,O,X,X,X,X,X,O,X,X
JSOLITZ,X,X,O,X,X,X,X,X,O,X,X
JSOLIZT,X,X,X,X,X,X,X,X,O,O,X
JSOLZTI,X,X,X,X,X,X,X,X,O,O,X
JSOLZIT,X,X,X,X,X,X,X,X,O,O,X
JSOZTIL,X,O,X,X,X,X,X,X,O,X,X
JSOZTLI,X,O,X,X,X,X,X,X,O,X,X
JSOZITL,X,O,X,X,X,X,X,X,O,X,X
JSOZILT,X,O,X,X,X,X,X,X,O,O,X
JSOZLTI,X,O,X,X,X,X,X,X,O,O,X
JSOZLIT,X,O,X,X,X,X,X,X,O,O,X
JZTILSO,O,X,O,X,O,O,X,X,X,X,X
JZTILOS,O,X,O,X,X,O,X,X,X,X,X
JZTISLO,O,X,O,X,O,O,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,X,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X,X
JZTLISO,X,O,O,X,O,O,X,X,X,O,X
JZTLIOS,X,X,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,O,X,O,O,X,X,X,O,X
JZTLSOI,O,O,O,X,O,X,X,X,X,O,X
JZTLOIS,X,X,O,X,X,O,X,X,X,X,X
JZTLOSI,O,X,O,X,X,O,X,X,X,O,X
JZTSILO,O,O,O,X,O,O,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,O,X,X,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X,X,X,X
JZTOILS,X,X,O,X,X,O,X,X,X,X,X
JZTOISL,O,X,O,X,X,O,X,X,X,X,X
JZTOLIS,X,X,O,X,X,O,X,X,X,X,X
JZTOLSI,O,X,O,X,X,O,X,X,X,X,X
JZTOSIL,O,X,O,X,X,O,X,X,X,X,X
JZTOSLI,O,X,O,X,X,O,X,X,X,X,X
JZITLSO,O,X,X,X,O,O,X,X,X,X,X
JZITLOS,O,X,X,X,X,O,X,X,X,X,X
JZITSLO,O,X,X,X,O,O,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,O,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,O,O,X,X,O,X,X,O,X,O,X
JZILTOS,O,X,X,X,X,X,X,O,X,X,X
JZILSTO,O,O,X,X,O,X,X,O,X,O,X
JZILSOT,O,O,X,X,O,X,X,O,X,O,X
