sequence,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hB5oB3lBz?nBinBWxB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhF3iB5oBilB8?sBGlBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhFziB5oBilB8?rBGlB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhFTiBeoB5oB3?lBUsB6rB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rB+?sB6tBFtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeaFJvhFulB1mB5oBz?nB8rB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hBxiB3lBz?rBCtBGtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeUAJvhFxmB6tB3lBF?oBGsBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhFTlBlmBUoBX?sB6tBGsB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rBV?tB+sB6tB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF1mBSoBTlB8?rBGtB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8Ke3AJvhFxmB6tBUlBF?oBGsBzrB
LOTSIJZ,X,X,X,X,X,O,O,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,X,O,X,O,X,X,X
LOTSJIZ,X,X,X,X,X,O,O,X,X,X,X,X
LOTSJZI,X,X,X,X,X,X,O,X,X,X,X,X
LOTSZIJ,X,O,X,X,X,X,O,X,O,X,X,X
LOTSZJI,X,O,X,X,X,X,O,X,O,X,X,X
LOTZIJS,X,O,X,X,X,O,O,X,X,O,X,X
LOTZISJ,X,O,O,X,X,X,O,X,X,O,X,X
LOTZJIS,X,O,X,X,X,O,O,X,X,O,X,X
LOTZJSI,X,O,X,X,X,X,X,X,X,O,X,X
LOTZSIJ,X,O,X,X,X,X,O,X,X,O,X,X
LOTZSJI,X,O,X,X,X,X,O,X,X,O,X,X
LOITJSZ,X,X,X,X,X,O,X,X,X,X,O,X
LOITJZS,X,O,X,X,O,O,X,X,X,X,O,X
LOITSJZ,X,X,X,X,X,O,X,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X,X,O,X,X,X
LOITZJS,X,O,X,X,X,O,O,X,X,O,X,X
LOITZSJ,X,O,O,X,X,X,O,X,X,O,X,X
LOIJTSZ,X,X,X,X,X,O,X,X,X,X,O,X
LOIJTZS,X,O,X,X,O,O,X,X,X,X,O,X
LOIJSTZ,O,X,X,X,X,O,X,X,X,X,O,X
LOIJSZT,O,X,X,X,O,X,X,X,X,X,X,X
LOIJZTS,X,O,X,X,O,O,X,X,X,X,O,X
LOIJZST,O,O,X,X,O,X,X,X,X,X,X,X
LOISTJZ,O,X,X,X,X,O,O,X,X,X,X,O
LOISTZJ,O,O,O,X,X,X,O,X,O,X,X,O
LOISJTZ,O,X,X,X,X,O,O,X,X,X,X,O
LOISJZT,O,X,O,X,O,X,O,X,X,X,X,O
LOISZTJ,O,O,O,X,X,X,O,X,O,O,X,O
LOISZJT,X,O,O,X,O,X,O,X,X,X,X,O
LOIZTJS,X,O,X,X,X,O,O,O,X,O,X,X
LOIZTSJ,X,O,O,X,X,X,O,O,X,O,X,X
LOIZJTS,X,O,X,X,O,O,O,O,X,X,X,X
LOIZJST,X,O,X,X,O,X,O,O,X,X,X,X
LOIZSTJ,X,O,O,X,X,X,O,O,O,O,X,X
LOIZSJT,X,O,O,X,O,X,O,O,X,X,X,X
LOJTISZ,X,X,X,X,X,O,X,X,X,X,O,X
LOJTIZS,X,O,X,X,O,O,X,X,X,X,O,X
LOJTSIZ,X,X,X,X,X,O,X,X,X,X,O,X
LOJTSZI,X,X,X,X,X,X,X,X,X,X,O,X
LOJTZIS,X,O,X,X,O,O,O,X,X,X,O,X
LOJTZSI,X,O,X,X,O,X,X,X,X,X,O,X
LOJITSZ,X,X,X,X,X,O,X,X,X,X,O,X
LOJITZS,X,O,X,X,O,O,X,X,X,X,O,X
LOJISTZ,O,X,X,X,X,O,X,X,X,X,O,O
LOJISZT,O,X,X,X,O,X,X,X,X,X,X,O
LOJIZTS,X,O,X,X,O,O,X,O,X,X,O,X
LOJIZST,O,O,X,X,O,X,X,O,X,X,X,X
LOJSTIZ,O,X,X,X,X,O,O,X,X,X,O,X
LOJSTZI,O,X,X,X,X,X,O,X,X,X,O,X
LOJSITZ,O,X,X,X,X,O,O,X,X,X,O,X
LOJSIZT,O,X,X,X,O,X,O,X,X,X,X,X
LOJSZTI,O,X,X,X,O,X,O,X,X,X,X,X
LOJSZIT,O,X,X,X,O,X,O,X,X,X,X,X
LOJZTIS,X,O,X,X,O,O,O,X,X,X,O,X
LOJZTSI,X,O,X,X,O,X,X,X,X,X,O,X
LOJZITS,X,O,X,X,O,O,O,O,X,X,O,X
LOJZIST,O,O,X,X,O,X,O,O,X,X,X,X
LOJZSTI,O,O,X,X,O,X,O,X,X,X,X,X
LOJZSIT,O,O,X,X,O,X,O,X,X,X,X,X
LOSTIJZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSTJIZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSTZJI,X,O,O,X,X,X,O,X,O,X,X,X
LOSITJZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSIJTZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSIJZT,O,X,O,X,O,X,O,X,X,X,X,X
LOSIZTJ,O,O,O,X,X,X,O,X,O,O,X,X
LOSIZJT,X,O,O,X,O,X,O,X,X,X,X,X
LOSJTIZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,O,X,X,X,X,X
LOSJITZ,O,X,X,X,X,O,O,X,X,X,X,X
LOSJIZT,O,X,O,X,O,X,O,X,X,X,X,X
LOSJZTI,O,X,O,X,O,X,O,X,X,X,X,X
LOSJZIT,O,X,O,X,O,X,O,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,O,X,O,O,X,X
LOSZTJI,X,O,O,X,X,X,O,X,O,O,X,X
LOSZITJ,O,O,O,X,X,X,O,X,O,O,X,X
LOSZIJT,X,O,O,X,O,X,O,X,X,X,X,X
LOSZJTI,X,O,O,X,O,X,O,X,X,X,X,X
LOSZJIT,X,O,O,X,O,X,O,X,X,X,X,X
LOZTIJS,X,O,X,X,X,O,O,X,X,O,X,X
LOZTISJ,X,O,O,X,X,X,O,X,X,O,X,X
LOZTJIS,X,O,X,X,X,O,O,X,X,O,X,X
LOZTJSI,X,O,X,X,X,X,X,X,X,O,X,X
LOZTSIJ,X,O,X,X,X,X,O,X,X,O,X,X
LOZTSJI,X,O,X,X,X,X,O,X,X,O,X,X
LOZITJS,X,O,X,X,X,O,O,O,X,O,X,X
LOZITSJ,X,O,O,X,X,X,O,O,X,O,X,X
LOZIJTS,X,O,X,X,O,O,O,O,X,X,X,X
LOZIJST,X,O,X,X,O,X,O,O,X,X,X,X
LOZISTJ,X,O,O,X,X,X,O,O,O,O,X,X
LOZISJT,X,O,O,X,O,X,O,O,X,X,X,X
LOZJTIS,X,O,X,X,O,O,O,X,X,X,X,X
LOZJTSI,X,O,X,X,O,X,X,X,X,X,X,X
LOZJITS,X,O,X,X,O,O,O,O,X,X,X,X
LOZJIST,X,O,X,X,O,X,O,O,X,X,X,X
LOZJSTI,X,O,X,X,O,X,O,X,X,X,X,X
LOZJSIT,X,O,X,X,O,X,O,X,X,X,X,X
LOZSTIJ,X,O,X,X,X,X,O,X,O,O,X,X
LOZSTJI,X,O,X,X,X,X,O,X,O,O,X,X
LOZSITJ,X,O,X,X,X,X,O,X,O,O,X,X
LOZSIJT,X,O,X,X,O,X,O,X,X,X,X,X
LOZSJTI,X,O,X,X,O,X,O,X,X,X,X,X
LOZSJIT,X,O,X,X,O,X,O,X,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,X,X,X,X,O
JTILSOZ,X,X,X,X,X,O,X,X,X,X,X,O
JTILZSO,X,X,X,X,X,X,X,O,X,X,X,X
JTILZOS,X,X,X,X,X,O,X,O,X,X,X,X
JTILOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JTILOZS,X,X,X,X,X,O,X,X,X,X,O,X
JTISLZO,O,X,X,O,X,X,X,X,X,X,X,O
JTISLOZ,O,X,X,X,X,O,X,X,X,X,X,O
JTISZLO,O,X,X,O,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,O,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JTISOZL,O,X,X,O,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,O,X,X,X,X
JTIZLOS,X,X,X,X,X,O,X,O,X,X,X,X
JTIZSLO,O,X,X,O,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,O,X,X,X,X,X,X,X,X
JTIZOLS,X,X,X,X,X,O,X,X,X,X,X,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,O,X,X,X,X,O,X
JTIOLZS,X,X,X,X,X,O,X,X,X,X,O,X
JTIOSLZ,O,X,X,X,X,O,X,X,X,X,O,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,O,X,X,X,X,O,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X,X,X
JTLISZO,X,X,X,X,X,X,X,X,X,X,X,O
JTLISOZ,X,X,X,X,X,O,X,X,X,X,X,O
JTLIZSO,X,X,X,X,X,X,X,O,X,X,X,X
JTLIZOS,X,X,X,X,X,O,X,O,X,X,X,X
JTLIOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JTLIOZS,X,X,X,X,X,O,X,X,X,X,O,X
JTLSIZO,X,X,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,O,X,X,X,X,X,X
JTLSZIO,X,X,X,X,X,X,X,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,O,X,X,X,X,O,X
JTLSOZI,X,X,X,X,X,X,X,X,X,X,O,X
JTLZISO,X,X,X,X,X,X,X,O,X,X,X,X
JTLZIOS,X,X,X,X,X,O,X,O,X,X,X,X
JTLZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTLZSOI,X,X,X,X,O,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,O,O,X,X,X,X,O,X
JTLZOSI,X,X,X,X,O,X,X,X,X,X,O,X
JTLOISZ,X,X,X,X,X,O,X,X,X,X,O,X
JTLOIZS,X,X,X,X,O,O,X,X,X,X,O,X
JTLOSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JTLOSZI,X,X,X,X,X,X,X,X,X,X,O,X
JTLOZIS,X,X,X,X,O,O,O,X,X,X,O,X
JTLOZSI,X,X,X,X,O,X,X,X,X,X,O,X
JTSILZO,O,X,X,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,O,X,X,X,X,X,X
JTSIZLO,O,X,X,O,X,X,X,X,X,X,X,X
JTSIZOL,O,X,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JTSIOZL,O,X,X,O,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,O,X,X,X,X,X,X
JTSLZIO,O,X,X,O,X,X,X,X,X,X,X,X
JTSLZOI,O,X,X,O,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,X,X,X,O,X,X,X,X,O,X
JTSLOZI,O,X,X,X,X,X,X,X,X,X,O,X
JTSZILO,O,X,X,O,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,O,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,O,X,X,X,X,X,X,X,X
JTSZLOI,O,X,X,O,X,X,X,X,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,O,X,X,X
JTSZOLI,O,X,X,O,X,X,X,X,O,X,X,X
JTSOILZ,O,X,X,X,X,O,X,X,X,X,O,X
JTSOIZL,O,X,X,O,X,X,X,X,O,X,X,X
JTSOLIZ,O,X,X,X,X,O,X,X,X,X,O,X
JTSOLZI,O,X,X,X,X,X,X,X,X,X,O,X
JTSOZIL,O,X,X,O,X,X,X,X,O,X,X,X
JTSOZLI,O,X,X,O,X,X,X,X,O,X,X,X
JTZILSO,X,X,X,X,X,X,X,O,X,X,X,X
JTZILOS,X,X,X,X,X,O,X,O,X,X,X,X
JTZISLO,O,X,X,O,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,O,X,X,X,X,X,X,X,X
JTZIOLS,X,X,X,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,O,X,X,X,X
JTZLIOS,X,X,X,X,X,O,X,O,X,X,X,X
JTZLSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,O,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,O,O,X,X,X,X,O,X
JTZLOSI,X,X,X,X,O,X,X,X,X,X,O,X
JTZSILO,O,X,X,O,X,X,X,X,X,X,X,X
JTZSIOL,O,X,X,O,X,X,X,X,X,X,X,X
JTZSLIO,O,X,X,O,X,X,X,X,X,X,X,X
JTZSLOI,O,X,X,O,O,X,X,X,X,X,X,X
JTZSOIL,O,X,X,O,O,X,X,X,X,O,X,X
JTZSOLI,O,X,X,O,O,X,X,X,X,O,X,X
JTZOILS,X,X,X,X,O,O,X,X,X,O,O,X
JTZOISL,O,X,X,O,O,X,X,X,X,O,X,X
JTZOLIS,X,X,X,X,O,O,X,X,X,O,O,X
JTZOLSI,X,X,X,X,O,X,X,X,X,O,O,X
JTZOSIL,O,X,X,O,O,X,X,X,X,O,X,X
JTZOSLI,O,X,X,O,O,X,X,X,X,O,X,X
JTOILSZ,X,X,X,X,X,O,X,X,X,X,O,X
JTOILZS,X,X,X,X,O,O,X,X,X,X,O,X
JTOISLZ,O,X,X,X,X,O,X,X,X,X,O,X
JTOISZL,O,X,X,X,X,X,X,X,O,X,X,X
JTOIZLS,X,X,X,X,O,O,X,X,X,O,O,X
JTOIZSL,O,X,X,X,O,X,X,X,X,O,X,X
JTOLISZ,X,X,X,X,X,O,X,X,X,X,O,X
JTOLIZS,X,X,X,X,O,O,X,X,X,X,O,X
JTOLSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JTOLSZI,X,X,X,X,X,X,X,X,X,X,O,X
JTOLZIS,X,X,X,X,O,O,O,X,X,X,O,X
JTOLZSI,X,X,X,X,O,X,X,X,X,X,O,X
JTOSILZ,O,X,X,X,X,O,X,X,X,X,O,X
JTOSIZL,O,X,X,X,X,X,X,X,O,X,X,X
JTOSLIZ,O,X,X,X,X,O,X,X,X,X,O,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X,O,X
JTOSZIL,O,X,X,X,X,X,X,X,O,X,X,X
JTOSZLI,O,X,X,X,X,X,X,X,O,X,X,X
JTOZILS,X,X,X,X,O,O,O,X,X,O,O,X
JTOZISL,O,X,X,X,O,X,O,X,X,O,X,X
JTOZLIS,X,X,X,X,O,O,O,X,X,O,O,X
JTOZLSI,X,X,X,X,O,X,X,X,X,O,O,X
JTOZSIL,O,X,X,X,O,X,X,X,X,O,X,X
JTOZSLI,O,X,X,X,O,X,X,X,X,O,X,X
JITLSZO,X,X,X,X,X,X,X,X,X,X,X,O
JITLSOZ,X,X,X,X,X,O,X,X,X,X,X,O
JITLZSO,X,X,X,X,X,X,X,O,X,X,X,X
JITLZOS,X,X,X,X,X,O,X,O,X,X,X,X
JITLOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JITLOZS,X,X,X,X,X,O,X,X,X,X,O,X
JITSLZO,O,X,X,O,X,X,X,X,X,X,X,O
JITSLOZ,O,X,X,X,X,O,X,X,X,X,X,O
JITSZLO,O,X,X,O,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,O,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JITSOZL,O,X,X,O,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,O,X,X,X,X
JITZLOS,X,X,X,X,X,O,X,O,X,X,X,X
JITZSLO,O,X,X,O,X,X,X,X,X,X,X,X
JITZSOL,O,X,X,O,X,X,X,X,X,X,X,X
JITZOLS,X,X,X,X,X,O,X,X,X,X,X,X
JITZOSL,O,X,X,O,X,X,X,X,X,X,X,X
JITOLSZ,X,X,X,X,X,O,X,X,X,X,O,X
JITOLZS,X,X,X,X,X,O,X,X,X,X,O,X
JITOSLZ,O,X,X,X,X,O,X,X,X,X,O,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,O,X,X,X,X,O,X
JITOZSL,O,X,X,X,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,X,X,X,X,X,X,X,X,O
JILTSOZ,X,X,X,X,X,O,X,X,X,X,X,O
JILTZSO,X,O,O,X,X,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,O,X,O,X,X,X,X
JILTOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JILTOZS,X,O,X,X,X,O,X,X,X,X,O,X
JILSTZO,O,X,X,O,X,X,X,X,X,X,X,O
JILSTOZ,O,X,X,X,X,O,X,X,X,X,X,O
JILSZTO,O,X,O,O,X,X,X,O,X,X,X,O
JILSZOT,O,X,O,O,X,X,X,O,X,X,X,O
JILSOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JILSOZT,O,X,O,X,X,X,X,X,X,X,X,O
JILZTSO,X,O,O,X,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,O,X,X,X,X
JILZSTO,O,O,O,O,X,X,X,O,X,X,X,O
JILZSOT,O,X,O,O,O,X,X,O,X,X,X,O
JILZOTS,X,O,X,X,O,O,X,O,X,X,X,X
JILZOST,O,O,X,O,O,X,X,O,X,X,X,X
JILOTSZ,X,X,X,X,X,O,X,X,X,X,O,X
JILOTZS,X,O,X,X,O,O,X,X,X,X,O,X
JILOSTZ,O,X,X,X,X,O,X,X,X,X,O,O
JILOSZT,O,X,X,X,O,X,X,X,X,X,X,O
JILOZTS,X,O,X,X,O,O,X,O,X,X,O,X
JILOZST,O,O,X,X,O,X,X,O,X,X,X,X
JISTLZO,O,X,X,O,X,X,X,X,X,X,X,O
JISTLOZ,O,X,X,X,X,O,X,X,X,X,X,O
JISTZLO,O,X,X,O,X,X,X,X,X,X,X,X
JISTZOL,O,X,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JISTOZL,O,X,X,O,X,X,X,X,X,X,X,X
JISLTZO,O,X,X,O,X,X,X,X,X,X,X,O
JISLTOZ,O,X,X,X,X,O,X,X,X,X,X,O
JISLZTO,O,X,O,O,X,X,X,O,X,X,X,O
JISLZOT,O,X,O,O,X,X,X,O,X,X,X,O
JISLOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JISLOZT,O,X,O,X,X,X,X,X,X,X,X,O
JISZTLO,O,X,O,O,X,X,X,X,X,X,X,X
JISZTOL,O,X,O,O,X,X,X,X,X,X,X,X
JISZLTO,O,X,O,O,X,X,X,O,X,X,X,O
JISZLOT,O,X,O,O,X,X,X,O,X,X,X,O
JISZOTL,O,X,O,O,X,X,X,X,X,X,X,X
JISZOLT,O,X,O,O,X,X,X,X,X,X,X,X
JISOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
JISOTZL,O,X,X,O,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,O,X,X,X,X,X,O
JISOLZT,O,X,O,X,X,X,X,X,X,X,X,O
JISOZTL,O,X,O,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,O,O,X,X,X,X,X,X,X,X
JIZTLSO,X,X,O,X,X,X,X,O,X,X,X,X
JIZTLOS,X,X,X,X,X,O,X,O,X,X,X,X
JIZTSLO,O,X,O,O,X,X,X,X,X,X,X,X
JIZTSOL,O,X,O,O,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,X,X,O,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X,X,X
JIZLTSO,X,O,O,X,X,X,X,O,X,X,X,X
JIZLTOS,X,X,X,X,X,O,X,O,X,X,X,X
JIZLSTO,O,O,O,O,X,X,X,O,X,X,X,O
JIZLSOT,O,X,O,O,O,X,X,O,X,X,X,O
JIZLOTS,X,O,X,X,O,O,X,O,X,X,X,X
JIZLOST,O,O,X,O,O,X,X,O,X,X,X,X
JIZSTLO,O,O,O,O,X,X,X,X,X,X,X,X
JIZSTOL,O,X,O,O,X,X,X,X,X,X,X,X
JIZSLTO,O,O,O,O,X,X,X,O,X,X,X,O
JIZSLOT,O,X,O,O,O,X,X,O,X,X,X,O
JIZSOTL,O,X,O,O,O,X,X,X,X,X,X,X
JIZSOLT,O,X,O,O,O,X,X,X,X,X,X,X
JIZOTLS,X,O,X,X,O,O,X,X,X,X,X,X
JIZOTSL,O,O,X,O,O,X,X,X,X,X,X,X
JIZOLTS,X,O,X,X,O,O,X,O,X,X,X,X
JIZOLST,O,O,X,O,O,X,X,O,X,X,X,X
JIZOSTL,O,O,X,O,O,X,X,X,X,X,X,X
JIZOSLT,O,O,X,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,O,X,X,X,X,O,X
JIOTLZS,X,O,X,X,O,O,X,X,X,X,O,X
JIOTSLZ,O,X,X,X,X,O,X,X,X,X,O,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,X,O,O,X,X,X,X,O,X
JIOTZSL,O,O,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,O,X,X,X,X,O,X
JIOLTZS,X,O,X,X,O,O,X,X,X,X,O,X
JIOLSTZ,O,X,X,X,X,O,X,X,X,X,O,O
JIOLSZT,O,X,X,X,O,X,X,X,X,X,X,O
JIOLZTS,X,O,X,X,O,O,X,O,X,X,O,X
JIOLZST,O,O,X,X,O,X,X,O,X,X,X,X
JIOSTLZ,O,X,X,X,X,O,X,X,X,X,O,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,O,X,X,X,X,O,O
JIOSLZT,O,X,X,X,O,X,X,X,X,X,X,O
JIOSZTL,O,X,X,O,O,X,X,X,X,X,X,X
JIOSZLT,O,X,X,O,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,O,O,X,X,X,X,O,X
JIOZTSL,O,O,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,O,X,X,O,O,X,O,X,X,O,X
JIOZLST,O,O,X,O,O,X,X,O,X,X,X,X
JIOZSTL,O,O,X,O,O,X,X,X,X,X,X,X
JIOZSLT,O,O,X,O,O,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,X,X,X,X,X,X,O
JLTISOZ,X,X,X,X,X,O,X,X,X,X,X,O
JLTIZSO,X,O,O,X,X,X,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,O,X,O,X,X,X,X
JLTIOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JLTIOZS,X,O,X,X,X,O,X,X,X,X,O,X
JLTSIZO,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,O,X,X,X,X,X,X
JLTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,O,X,X,X,X,O,X
JLTSOZI,X,X,X,X,X,X,X,X,X,X,O,X
JLTZISO,X,O,O,X,X,X,X,O,X,X,X,X
JLTZIOS,X,X,X,X,X,O,X,O,X,X,X,X
JLTZSIO,X,O,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,O,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,O,O,X,X,X,X,O,X
JLTZOSI,X,X,X,X,O,X,X,X,X,X,O,X
JLTOISZ,X,X,X,X,X,O,X,X,X,X,O,X
JLTOIZS,X,O,X,X,O,O,X,X,X,X,O,X
JLTOSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JLTOSZI,X,X,X,X,X,X,X,X,X,X,O,X
JLTOZIS,X,O,X,X,O,O,O,X,X,X,O,X
JLTOZSI,X,O,X,X,O,X,X,X,X,X,O,X
JLITSZO,X,X,X,X,X,X,X,X,X,X,X,O
JLITSOZ,X,X,X,X,X,O,X,X,X,X,X,O
JLITZSO,X,O,O,X,X,X,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,O,X,O,X,X,X,X
JLITOSZ,X,X,X,X,X,O,X,X,X,X,O,X
JLITOZS,X,O,X,X,X,O,X,X,X,X,O,X
JLISTZO,O,X,X,O,X,X,X,X,X,X,X,O
JLISTOZ,O,X,X,X,X,O,X,X,X,X,X,O
JLISZTO,O,X,O,O,X,X,X,O,X,X,X,O
JLISZOT,O,X,O,O,X,X,X,O,X,X,X,O
JLISOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JLISOZT,O,X,O,X,X,X,X,X,X,X,X,O
JLIZTSO,X,O,O,X,X,X,X,O,X,X,X,X
JLIZTOS,X,X,X,X,X,O,X,O,X,X,X,X
JLIZSTO,O,O,O,O,X,X,X,O,X,X,X,O
JLIZSOT,O,X,O,O,O,X,X,O,X,X,X,O
JLIZOTS,X,O,X,X,O,O,X,O,X,X,X,X
JLIZOST,O,O,X,O,O,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,X,X,O,X,X,X,X,O,X
JLIOTZS,X,O,X,X,O,O,X,X,X,X,O,X
JLIOSTZ,O,X,X,X,X,O,X,X,X,X,O,O
JLIOSZT,O,X,X,X,O,X,X,X,X,X,X,O
JLIOZTS,X,O,X,X,O,O,X,O,X,X,O,X
JLIOZST,O,O,X,X,O,X,X,O,X,X,X,X
JLSTIZO,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSTZIO,O,X,X,O,X,X,X,X,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,X,X,O,O,X,X,X,O,X
JLSTOZI,O,X,X,X,X,X,O,X,X,X,O,X
JLSITZO,O,X,X,O,X,X,X,X,X,X,X,O
JLSITOZ,O,X,X,X,X,O,X,X,X,X,X,O
JLSIZTO,O,X,O,O,X,X,X,O,X,X,X,O
JLSIZOT,O,X,O,O,X,X,X,O,X,X,X,O
JLSIOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JLSIOZT,O,X,O,X,X,X,X,X,X,X,X,O
JLSZTIO,O,X,O,O,X,X,X,X,X,X,X,X
JLSZTOI,O,X,O,O,O,X,X,X,X,X,X,X
JLSZITO,O,X,O,O,X,X,X,O,X,X,X,X
JLSZIOT,O,X,O,O,O,X,X,O,X,X,X,X
JLSZOTI,O,X,O,O,O,X,X,X,X,X,X,X
JLSZOIT,O,X,O,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JLSOTZI,O,X,X,X,X,X,O,X,X,X,O,X
JLSOITZ,O,X,X,X,X,O,O,X,X,X,O,X
JLSOIZT,O,X,O,X,O,X,O,X,X,X,X,X
