sequence,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFzfBChBXiB8?nBerBFqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFqkBTgBOmBX?iB8nB1vB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBFhBXiB8?nBTlByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8Jei/IvhF3gBRiBcpBO?rBlnBTqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFGgBFiB8nBz?kBXmByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeTAJvhFRiBOpBXmBl?nB0kByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFVmBynBzkBf?rBGnBUqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBXiB8nBK?qBzlBFrB
JOISLZT,X,X,X,O,O,X,X,X
JOISZTL,X,X,X,O,O,X,X,X
JOISZLT,X,X,X,O,O,X,X,X
JOIZTLS,O,X,X,O,X,X,X,X
JOIZTSL,O,X,X,O,O,X,X,X
JOIZLTS,O,X,O,O,X,X,X,O
JOIZLST,O,X,O,O,X,X,X,O
JOIZSTL,O,X,O,O,O,X,X,X
JOIZSLT,O,X,O,O,O,X,X,O
JOLTISZ,O,X,X,O,X,X,O,X
JOLTIZS,O,X,O,O,X,X,O,O
JOLTSIZ,O,X,X,O,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,O
JOLTZSI,O,X,O,O,X,X,X,O
JOLITSZ,O,X,X,X,X,X,O,X
JOLITZS,O,X,O,X,X,X,O,O
JOLISTZ,X,X,X,X,X,X,X,X
JOLISZT,X,X,X,O,X,X,X,O
JOLIZTS,O,X,O,O,X,X,X,O
JOLIZST,O,X,O,O,X,X,X,O
JOLSTIZ,X,X,X,O,X,X,X,X
JOLSTZI,X,X,X,O,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,O,X,X,X,O
JOLSZTI,X,X,X,O,X,X,X,O
JOLSZIT,X,X,X,O,X,X,X,O
JOLZTIS,O,X,O,O,X,X,X,O
JOLZTSI,O,X,O,O,X,X,X,O
JOLZITS,O,X,O,O,X,X,X,O
JOLZIST,O,X,O,O,X,X,X,O
JOLZSTI,O,X,O,O,X,X,X,O
JOLZSIT,O,X,O,O,X,X,X,O
JOSTILZ,X,X,X,O,X,O,X,X
JOSTIZL,X,X,X,O,O,O,X,X
JOSTLIZ,X,X,X,O,X,O,X,X
JOSTLZI,X,X,X,O,X,O,X,X
JOSTZIL,X,X,X,O,O,O,X,X
JOSTZLI,X,X,X,O,O,O,X,X
JOSITLZ,X,X,X,O,X,O,X,X
JOSITZL,X,X,X,O,O,O,X,X
JOSILTZ,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,O,O,X,X,X
JOSIZTL,X,X,X,O,O,X,X,X
JOSIZLT,X,X,X,O,O,X,X,X
JOSLTIZ,X,X,X,O,X,O,X,X
JOSLTZI,X,X,X,O,X,O,X,X
JOSLITZ,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,O,O,X,X,X
JOSLZTI,X,X,X,O,O,X,X,X
JOSLZIT,X,X,X,O,O,X,X,X
JOSZTIL,X,X,X,O,O,O,X,X
JOSZTLI,X,X,X,O,O,O,X,X
JOSZITL,X,X,X,O,O,X,X,X
JOSZILT,X,X,X,O,O,X,X,X
JOSZLTI,X,X,X,O,O,X,X,X
JOSZLIT,X,X,X,O,O,X,X,X
JOZTILS,O,X,X,O,X,X,X,X
JOZTISL,O,X,X,O,O,X,X,X
JOZTLIS,O,X,X,O,X,X,X,X
JOZTLSI,O,X,X,O,X,X,X,X
JOZTSIL,O,X,X,O,O,X,X,X
JOZTSLI,O,X,X,O,O,X,X,X
JOZITLS,O,X,X,O,X,X,X,X
JOZITSL,O,X,X,O,O,X,X,X
JOZILTS,O,X,O,O,X,X,X,O
JOZILST,O,X,O,O,X,X,X,O
JOZISTL,O,X,O,O,O,X,X,X
JOZISLT,O,X,O,O,O,X,X,O
JOZLTIS,O,X,O,O,X,X,X,O
JOZLTSI,O,X,O,O,X,X,X,O
JOZLITS,O,X,O,O,X,X,X,O
JOZLIST,O,X,O,O,X,X,X,O
JOZLSTI,O,X,O,O,X,X,X,O
JOZLSIT,O,X,O,O,X,X,X,O
JOZSTIL,O,X,O,O,O,X,X,X
JOZSTLI,O,X,X,O,O,X,X,X
JOZSITL,O,X,O,O,O,X,X,X
JOZSILT,O,X,O,O,O,X,X,O
JOZSLTI,O,X,O,O,O,X,X,O
JOZSLIT,O,X,O,O,O,X,X,O
STILJZO,X,O,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,O,X,X
STILZJO,X,O,X,X,X,X,X,X
STILZOJ,X,O,X,X,X,X,X,X
STILOJZ,X,O,X,X,X,O,O,X
STILOZJ,X,O,X,X,X,X,O,X
STIJLZO,O,O,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,X
STIJZLO,O,O,X,O,X,X,X,X
STIJZOL,O,O,X,O,X,O,X,X
STIJOLZ,O,X,X,O,X,O,X,X
STIJOZL,O,X,X,O,X,O,X,X
STIZLJO,X,O,X,O,X,X,X,X
STIZLOJ,X,O,X,O,O,X,X,X
STIZJLO,O,O,X,O,X,X,X,X
STIZJOL,O,O,X,O,O,O,X,X
STIZOLJ,X,O,X,O,O,X,X,X
STIZOJL,O,O,X,O,O,O,X,X
STIOLJZ,X,X,X,X,X,O,O,X
STIOLZJ,X,X,X,O,X,X,O,X
STIOJLZ,O,X,X,X,X,O,X,X
STIOJZL,O,X,X,O,O,O,X,X
STIOZLJ,X,X,X,O,O,X,X,X
STIOZJL,O,X,X,O,O,O,X,X
STLIJZO,X,O,X,X,X,X,X,X
STLIJOZ,X,O,X,X,X,O,X,X
STLIZJO,X,O,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,O,O,X
STLIOZJ,X,O,X,X,X,X,O,X
STLJIZO,X,O,X,X,X,X,X,X
STLJIOZ,X,O,X,X,X,O,X,X
STLJZIO,X,O,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,X,X
STLJOIZ,X,O,X,X,X,O,X,X
STLJOZI,X,O,X,X,X,O,X,X
STLZIJO,X,O,X,X,X,X,X,X
STLZIOJ,X,O,X,X,X,X,X,X
STLZJIO,X,O,X,X,X,X,X,X
STLZJOI,X,O,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X,X
STLZOJI,X,O,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,O,O,X
STLOIZJ,X,O,X,X,X,X,O,X
STLOJIZ,X,O,X,X,X,O,X,X
STLOJZI,X,O,X,X,X,O,X,X
STLOZIJ,X,O,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X
STJILOZ,O,O,X,X,X,O,X,X
STJIZLO,O,O,X,O,X,X,X,X
STJIZOL,O,O,X,O,X,O,X,X
STJIOLZ,O,X,X,O,X,O,X,X
STJIOZL,O,X,X,O,X,O,X,X
STJLIZO,O,O,X,O,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,X
STJLZIO,O,O,X,O,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X,X
STJLOZI,O,O,X,X,X,O,X,X
STJZILO,O,O,X,O,X,X,X,X
STJZIOL,O,O,X,O,X,O,X,X
STJZLIO,O,O,X,O,X,X,X,X
STJZLOI,O,O,X,O,X,X,X,X
STJZOIL,O,O,X,O,X,O,X,X
STJZOLI,O,O,X,O,X,O,X,X
STJOILZ,O,X,X,O,X,O,X,X
STJOIZL,O,X,X,O,X,O,X,X
STJOLIZ,O,O,X,O,X,O,X,X
STJOLZI,O,O,X,O,X,O,X,X
STJOZIL,O,O,X,O,X,O,X,X
STJOZLI,O,O,X,O,X,O,X,X
STZILJO,X,O,X,O,X,X,X,X
STZILOJ,X,O,X,O,O,X,X,X
STZIJLO,O,O,X,O,X,X,X,X
STZIJOL,O,O,X,O,O,O,X,X
STZIOLJ,X,O,X,O,O,X,X,X
STZIOJL,O,O,X,O,O,O,X,X
STZLIJO,X,O,X,O,X,X,X,X
STZLIOJ,X,O,X,O,O,X,X,X
STZLJIO,X,O,X,O,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,X
STZLOIJ,X,O,X,O,O,X,X,X
STZLOJI,X,O,X,O,O,X,X,X
STZJILO,O,O,X,O,X,X,X,X
STZJIOL,O,O,X,O,O,O,X,X
STZJLIO,O,O,X,O,X,X,X,X
STZJLOI,O,O,X,O,X,X,X,X
STZJOIL,O,O,X,O,O,O,X,X
STZJOLI,O,O,X,O,O,O,X,X
STZOILJ,X,O,X,O,O,X,X,X
STZOIJL,O,O,X,O,O,O,X,X
STZOLIJ,X,O,X,O,O,X,X,X
STZOLJI,X,O,X,O,O,X,X,X
STZOJIL,O,O,X,O,O,O,X,X
STZOJLI,O,O,X,O,O,O,X,X
STOILJZ,X,X,X,X,X,O,O,X
STOILZJ,X,X,X,O,X,X,O,X
STOIJLZ,O,X,X,X,X,O,X,X
STOIJZL,O,X,X,O,O,O,X,X
STOIZLJ,X,X,X,O,O,X,X,X
STOIZJL,O,X,X,O,O,O,X,X
STOLIJZ,X,O,X,X,X,O,O,X
STOLIZJ,X,O,X,O,X,X,O,X
STOLJIZ,X,O,X,X,X,O,X,X
STOLJZI,X,O,X,X,X,O,X,X
STOLZIJ,X,O,X,O,X,X,X,X
STOLZJI,X,O,X,O,X,X,X,X
STOJILZ,O,X,X,O,X,O,X,X
STOJIZL,O,X,X,O,O,O,X,X
STOJLIZ,O,O,X,O,X,O,X,X
STOJLZI,O,O,X,O,X,O,X,X
STOJZIL,O,O,X,O,O,O,X,X
STOJZLI,O,O,X,O,O,O,X,X
STOZILJ,X,O,X,O,O,X,X,X
STOZIJL,O,O,X,O,O,O,X,X
STOZLIJ,X,O,X,O,O,X,X,X
STOZLJI,X,O,X,O,O,X,X,X
STOZJIL,O,O,X,O,O,O,X,X
STOZJLI,O,O,X,O,O,O,X,X
SITLJZO,X,O,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,O,X,X
SITLZJO,X,O,X,X,X,X,X,X
SITLZOJ,X,O,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,O,O,X
SITLOZJ,X,O,X,X,X,X,O,X
SITJLZO,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,O,X,X
SITJZLO,O,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,O,X,X
SITJOLZ,O,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,X,O,X,X
SITZLJO,X,O,X,X,X,X,X,X
SITZLOJ,X,O,X,X,O,X,X,X
SITZJLO,O,O,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,O,X,X
SITZOLJ,X,O,X,X,O,X,X,X
SITZOJL,O,O,X,X,O,O,X,X
SITOLJZ,X,X,X,X,X,O,O,X
SITOLZJ,X,X,X,X,X,X,O,X
SITOJLZ,O,X,X,X,X,O,X,X
SITOJZL,O,X,X,X,O,O,X,X
SITOZLJ,X,X,X,X,O,X,X,X
SITOZJL,O,X,X,X,O,O,X,X
SILTJZO,X,O,O,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X,X
SILTZJO,X,O,O,X,X,X,X,X
SILTZOJ,X,O,O,X,X,X,X,X
SILTOJZ,X,O,O,X,X,X,O,X
SILTOZJ,X,O,O,X,X,X,O,X
SILJTZO,X,X,O,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,X
SILJZTO,X,X,O,X,X,X,X,O
SILJZOT,X,X,O,X,X,X,X,O
SILJOTZ,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,O
SILZTJO,X,O,O,X,X,X,X,O
SILZTOJ,X,O,O,X,O,X,X,O
SILZJTO,X,O,O,X,X,X,X,O
SILZJOT,X,X,O,X,X,X,X,O
SILZOTJ,X,O,O,X,O,X,X,O
SILZOJT,X,X,O,X,O,X,X,O
SILOTJZ,X,X,O,X,X,X,O,X
SILOTZJ,X,X,O,X,X,X,O,X
SILOJTZ,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,O,X,X,O
SILOZTJ,X,X,O,X,O,X,X,O
SILOZJT,X,X,O,X,O,X,X,O
SIJTLZO,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,O,X,X
SIJTOLZ,O,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,X,O,X,X
SIJLTZO,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X,O
SIJLZOT,O,X,O,X,X,X,X,O
SIJLOTZ,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,O
SIJZTLO,O,X,O,X,X,X,X,O
SIJZTOL,O,X,O,X,O,X,X,X
SIJZLTO,O,X,O,X,X,X,X,O
SIJZLOT,O,X,O,X,X,X,X,O
SIJZOTL,O,X,O,X,O,X,X,X
SIJZOLT,O,X,O,X,O,X,X,O
SIJOTLZ,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,O,O,X,X
SIJOLTZ,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,O,X,X,X
SIJOZLT,X,X,X,X,O,X,X,X
SIZTLJO,O,O,O,X,X,X,X,O
SIZTLOJ,X,O,O,X,O,X,X,O
SIZTJLO,O,O,O,X,X,X,X,O
SIZTJOL,O,O,O,X,O,X,X,X
SIZTOLJ,X,O,O,X,O,X,X,X
SIZTOJL,O,O,O,X,O,X,X,X
SIZLTJO,O,O,O,X,X,X,X,O
SIZLTOJ,X,O,O,X,O,X,X,O
SIZLJTO,O,O,O,X,X,X,X,O
SIZLJOT,O,X,O,X,X,X,X,O
SIZLOTJ,X,O,O,X,O,X,X,O
SIZLOJT,O,X,O,X,O,X,X,O
SIZJTLO,O,O,O,X,X,X,X,O
SIZJTOL,O,O,O,X,O,X,X,X
SIZJLTO,O,O,O,X,X,X,X,O
SIZJLOT,O,X,O,X,X,X,X,O
SIZJOTL,O,X,O,X,O,X,X,X
SIZJOLT,O,X,O,X,O,X,X,O
SIZOTLJ,X,O,O,X,O,X,X,X
SIZOTJL,X,O,O,X,O,X,X,X
SIZOLTJ,X,O,O,X,O,X,X,O
SIZOLJT,O,X,O,X,O,X,X,O
SIZOJTL,O,X,O,X,O,X,X,X
SIZOJLT,O,X,O,X,O,X,X,O
SIOTLJZ,X,X,X,X,X,O,O,X
SIOTLZJ,X,X,X,X,X,X,O,X
SIOTJLZ,X,X,X,X,X,O,X,X
SIOTJZL,X,X,X,X,O,O,X,X
SIOTZLJ,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,X,O,O,X,X
SIOLTJZ,X,X,X,X,X,X,O,X
SIOLTZJ,X,X,X,X,X,X,O,X
SIOLJTZ,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,X,X
SIOLZTJ,X,X,X,X,O,X,X,X
SIOLZJT,X,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,X
SIOJTZL,X,X,X,X,O,O,X,X
SIOJLTZ,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,O,X,X,X
SIOJZLT,X,X,X,X,O,X,X,X
SIOZTLJ,X,X,X,X,O,X,X,X
SIOZTJL,X,X,X,X,O,X,X,X
SIOZLTJ,X,X,X,X,O,X,X,X
SIOZLJT,X,X,X,X,O,X,X,X
SIOZJTL,X,X,X,X,O,X,X,X
SIOZJLT,X,X,X,X,O,X,X,X
SLTIJZO,X,O,O,X,X,X,X,X
SLTIJOZ,X,O,X,X,X,O,X,X
SLTIZJO,X,O,O,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X
SLTIOJZ,X,O,O,X,X,O,O,X
SLTIOZJ,X,O,O,X,X,X,O,X
SLTJIZO,X,O,O,X,X,X,X,X
SLTJIOZ,X,O,X,X,X,O,X,X
SLTJZIO,X,O,O,X,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X,X
SLTJOIZ,X,O,X,X,X,O,X,X
SLTJOZI,X,O,X,X,X,O,X,X
SLTZIJO,X,O,O,X,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,X,X
SLTZJIO,X,O,O,X,X,X,X,X
SLTZJOI,X,O,O,X,X,X,X,X
SLTZOIJ,X,O,O,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X
SLTOIJZ,X,O,O,X,X,O,O,X
SLTOIZJ,X,O,O,X,X,X,O,X
SLTOJIZ,X,O,O,X,X,O,X,X
SLTOJZI,X,O,O,X,X,O,X,X
SLTOZIJ,X,O,O,X,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X,X
SLITJZO,X,O,O,X,X,X,X,X
SLITJOZ,X,O,X,X,X,X,X,X
SLITZJO,X,O,O,X,X,X,X,X
SLITZOJ,X,O,O,X,X,X,X,X
SLITOJZ,X,O,O,X,X,X,O,X
SLITOZJ,X,O,O,X,X,X,O,X
SLIJTZO,X,X,O,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X
SLIJZTO,X,X,O,X,X,X,X,O
SLIJZOT,X,X,O,X,X,X,X,O
SLIJOTZ,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,O
SLIZTJO,X,O,O,X,X,X,X,O
SLIZTOJ,X,O,O,X,O,X,X,O
SLIZJTO,X,O,O,X,X,X,X,O
SLIZJOT,X,X,O,X,X,X,X,O
SLIZOTJ,X,O,O,X,O,X,X,O
SLIZOJT,X,X,O,X,O,X,X,O
SLIOTJZ,X,X,O,X,X,X,O,X
SLIOTZJ,X,X,O,X,X,X,O,X
SLIOJTZ,X,X,O,X,X,X,X,X
SLIOJZT,X,X,O,X,O,X,X,O
SLIOZTJ,X,X,O,X,O,X,X,O
SLIOZJT,X,X,O,X,O,X,X,O
SLJTIZO,X,X,O,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,O,X,X
SLJTZIO,X,X,O,X,X,X,X,X
SLJTZOI,X,X,O,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,O,X,X
SLJTOZI,X,X,X,X,X,O,X,X
SLJITZO,X,X,O,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X
SLJIZTO,X,X,O,X,X,X,X,O
SLJIZOT,X,X,O,X,X,X,X,O
SLJIOTZ,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,X,O
SLJZTIO,X,X,O,X,X,X,X,O
SLJZTOI,X,X,O,X,X,X,X,O
SLJZITO,X,X,O,X,X,X,X,O
SLJZIOT,X,X,O,X,X,X,X,O
SLJZOTI,X,X,O,X,X,X,X,O
SLJZOIT,X,X,O,X,X,X,X,O
SLJOTIZ,X,X,X,X,X,O,X,X
SLJOTZI,X,X,X,X,X,O,X,X
SLJOITZ,X,X,X,X,X,X,X,X
SLJOIZT,X,X,X,X,X,X,X,O
SLJOZTI,X,X,X,X,X,X,X,O
SLJOZIT,X,X,X,X,X,X,X,O
SLZTIJO,X,O,O,X,X,X,X,O
SLZTIOJ,X,O,O,X,O,X,X,O
SLZTJIO,X,O,O,X,X,X,X,O
SLZTJOI,X,O,O,X,X,X,X,O
SLZTOIJ,X,O,O,X,O,X,X,O
SLZTOJI,X,O,O,X,O,X,X,O
SLZITJO,X,O,O,X,X,X,X,O
SLZITOJ,X,O,O,X,O,X,X,O
SLZIJTO,X,O,O,X,X,X,X,O
SLZIJOT,X,X,O,X,X,X,X,O
SLZIOTJ,X,O,O,X,O,X,X,O
SLZIOJT,X,X,O,X,O,X,X,O
SLZJTIO,X,O,O,X,X,X,X,O
SLZJTOI,X,O,O,X,X,X,X,O
SLZJITO,X,O,O,X,X,X,X,O
SLZJIOT,X,X,O,X,X,X,X,O
SLZJOTI,X,X,O,X,X,X,X,O
SLZJOIT,X,X,O,X,X,X,X,O
SLZOTIJ,X,O,O,X,O,X,X,O
SLZOTJI,X,O,O,X,O,X,X,O
SLZOITJ,X,O,O,X,O,X,X,O
SLZOIJT,X,X,O,X,O,X,X,O
SLZOJTI,X,X,O,X,O,X,X,O
SLZOJIT,X,X,O,X,O,X,X,O
SLOTIJZ,X,X,O,X,X,O,O,X
SLOTIZJ,X,X,O,X,X,X,O,X
SLOTJIZ,X,X,O,X,X,O,X,X
SLOTJZI,X,X,O,X,X,O,X,X
SLOTZIJ,X,X,O,X,X,X,X,X
SLOTZJI,X,X,O,X,X,X,X,X
SLOITJZ,X,X,O,X,X,X,O,X
SLOITZJ,X,X,O,X,X,X,O,X
SLOIJTZ,X,X,O,X,X,X,X,X
SLOIJZT,X,X,O,X,O,X,X,O
SLOIZTJ,X,X,O,X,O,X,X,O
SLOIZJT,X,X,O,X,O,X,X,O
SLOJTIZ,X,X,O,X,X,O,X,X
SLOJTZI,X,X,O,X,X,O,X,X
SLOJITZ,X,X,O,X,X,X,X,X
SLOJIZT,X,X,O,X,O,X,X,O
SLOJZTI,X,X,O,X,O,X,X,O
SLOJZIT,X,X,O,X,O,X,X,O
SLOZTIJ,X,X,O,X,O,X,X,O
SLOZTJI,X,X,O,X,O,X,X,O
SLOZITJ,X,X,O,X,O,X,X,O
SLOZIJT,X,X,O,X,O,X,X,O
SLOZJTI,X,X,O,X,O,X,X,O
SLOZJIT,X,X,O,X,O,X,X,O
SJTILZO,O,X,X,O,X,X,X,X
SJTILOZ,O,X,X,X,X,O,X,X
SJTIZLO,O,X,X,O,X,X,X,X
SJTIZOL,O,X,X,O,X,O,X,X
SJTIOLZ,O,X,X,O,X,O,X,X
SJTIOZL,O,X,X,O,X,O,X,X
SJTLIZO,O,X,X,O,X,X,X,X
SJTLIOZ,O,X,X,X,X,O,X,X
SJTLZIO,O,X,X,O,X,X,X,X
SJTLZOI,O,X,X,O,X,X,X,X
SJTLOIZ,O,X,X,X,X,O,X,X
SJTLOZI,O,X,X,X,X,O,X,X
SJTZILO,O,X,X,O,X,X,X,X
SJTZIOL,O,X,X,O,X,O,X,X
SJTZLIO,O,X,X,O,X,X,X,X
SJTZLOI,O,X,X,O,X,X,X,X
SJTZOIL,O,X,X,O,X,O,X,X
SJTZOLI,O,X,X,O,X,O,X,X
SJTOILZ,O,X,X,O,X,O,X,X
SJTOIZL,O,X,X,O,X,O,X,X
SJTOLIZ,O,X,X,O,X,O,X,X
SJTOLZI,O,X,X,O,X,O,X,X
SJTOZIL,O,X,X,O,X,O,X,X
SJTOZLI,O,X,X,O,X,O,X,X
SJITLZO,O,X,X,O,X,X,X,X
SJITLOZ,O,X,X,X,X,O,X,X
SJITZLO,O,X,X,O,X,X,X,X
SJITZOL,O,X,X,O,X,O,X,X
SJITOLZ,O,X,X,X,X,O,X,X
SJITOZL,O,X,X,O,X,O,X,X
SJILTZO,O,X,O,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X
SJILZTO,O,X,O,O,X,X,X,O
SJILZOT,O,X,O,O,X,X,X,O
SJILOTZ,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,X,X,X,O
SJIZTLO,O,X,O,O,X,X,X,O
SJIZTOL,O,X,O,O,O,X,X,X
SJIZLTO,O,X,O,O,X,X,X,O
SJIZLOT,O,X,O,O,X,X,X,O
SJIZOTL,O,X,O,O,O,X,X,X
SJIZOLT,O,X,O,O,O,X,X,O
SJIOTLZ,X,X,X,X,X,O,X,X
SJIOTZL,X,X,X,O,O,O,X,X
SJIOLTZ,X,X,X,X,X,X,X,X
SJIOLZT,X,X,X,O,O,X,X,X
SJIOZTL,X,X,X,O,O,X,X,X
SJIOZLT,X,X,X,O,O,X,X,X
SJLTIZO,O,X,O,O,X,X,X,X
SJLTIOZ,O,X,X,X,X,O,X,X
SJLTZIO,O,X,O,O,X,X,X,X
SJLTZOI,O,X,O,O,X,X,X,X
SJLTOIZ,O,X,X,X,X,O,X,X
SJLTOZI,O,X,X,X,X,O,X,X
SJLITZO,O,X,O,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X
SJLIZTO,O,X,O,O,X,X,X,O
SJLIZOT,O,X,O,O,X,X,X,O
SJLIOTZ,X,X,X,X,X,X,X,X
SJLIOZT,X,X,X,X,X,X,X,O
SJLZTIO,O,X,O,O,X,X,X,O
SJLZTOI,O,X,O,O,X,X,X,O
SJLZITO,O,X,O,O,X,X,X,O
SJLZIOT,O,X,O,O,X,X,X,O
SJLZOTI,O,X,O,O,X,X,X,O
SJLZOIT,O,X,O,O,X,X,X,O
SJLOTIZ,X,X,X,X,X,O,X,X
SJLOTZI,X,X,X,X,X,O,X,X
SJLOITZ,X,X,X,X,X,X,X,X
SJLOIZT,X,X,X,X,X,X,X,O
SJLOZTI,X,X,X,X,X,X,X,O
SJLOZIT,X,X,X,X,X,X,X,O
SJZTILO,O,X,O,O,X,X,X,O
SJZTIOL,O,X,O,O,O,O,X,X
SJZTLIO,O,X,O,O,X,X,X,O
SJZTLOI,O,X,O,O,X,X,X,O
SJZTOIL,O,X,O,O,O,O,X,X
SJZTOLI,O,X,X,O,O,O,X,X
SJZITLO,O,X,O,O,X,X,X,O
SJZITOL,O,X,O,O,O,X,X,X
SJZILTO,O,X,O,O,X,X,X,O
SJZILOT,O,X,O,O,X,X,X,O
SJZIOTL,O,X,O,O,O,X,X,X
SJZIOLT,O,X,O,O,O,X,X,O
SJZLTIO,O,X,O,O,X,X,X,O
SJZLTOI,O,X,O,O,X,X,X,O
SJZLITO,O,X,O,O,X,X,X,O
SJZLIOT,O,X,O,O,X,X,X,O
SJZLOTI,O,X,O,O,X,X,X,O
SJZLOIT,O,X,O,O,X,X,X,O
SJZOTIL,O,X,O,O,O,O,X,X
SJZOTLI,O,X,X,O,O,O,X,X
SJZOITL,O,X,O,O,O,X,X,X
SJZOILT,O,X,O,O,O,X,X,O
SJZOLTI,O,X,O,O,O,X,X,O
SJZOLIT,O,X,O,O,O,X,X,O
SJOTILZ,X,X,X,O,X,O,X,X
SJOTIZL,X,X,X,O,O,O,X,X
SJOTLIZ,X,X,X,O,X,O,X,X
SJOTLZI,X,X,X,O,X,O,X,X
SJOTZIL,X,X,X,O,O,O,X,X
SJOTZLI,X,X,X,O,O,O,X,X
SJOITLZ,X,X,X,O,X,O,X,X
SJOITZL,X,X,X,O,O,O,X,X
SJOILTZ,X,X,X,X,X,X,X,X
SJOILZT,X,X,X,O,O,X,X,X
SJOIZTL,X,X,X,O,O,X,X,X
SJOIZLT,X,X,X,O,O,X,X,X
SJOLTIZ,X,X,X,O,X,O,X,X
SJOLTZI,X,X,X,O,X,O,X,X
SJOLITZ,X,X,X,X,X,X,X,X
SJOLIZT,X,X,X,O,O,X,X,X
SJOLZTI,X,X,X,O,O,X,X,X
SJOLZIT,X,X,X,O,O,X,X,X
SJOZTIL,X,X,X,O,O,O,X,X
SJOZTLI,X,X,X,O,O,O,X,X
SJOZITL,X,X,X,O,O,X,X,X
SJOZILT,X,X,X,O,O,X,X,X
SJOZLTI,X,X,X,O,O,X,X,X
SJOZLIT,X,X,X,O,O,X,X,X
SZTILJO,O,O,O,O,X,X,X,O
SZTILOJ,X,O,O,O,O,X,X,O
SZTIJLO,O,O,O,O,X,X,X,O
SZTIJOL,O,O,O,O,O,O,X,X
SZTIOLJ,X,O,O,O,O,X,X,X
SZTIOJL,O,O,O,O,O,O,X,X
SZTLIJO,O,O,O,O,X,X,X,O
SZTLIOJ,X,O,O,O,O,X,X,O
