sequence,v115@PhD8GeD8BeB8AeB8Jei/IvhFzgBWnBxiBUlBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF2lBRhBCjB3mB0qBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhFXhB8mBCjBmkBzqBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhF8lBzhBCjBmkBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF0gBxiB/qBCnBOrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhFXhBxiB2qBCnBlsB0qB,v115@PhD8GeD8BeB8AeB8JeT/IvhFUiB/qBFmBRsBmqBCtB
ZTOLSIJ,O,O,O,O,O,O,X
ZTOLSJI,O,O,O,O,O,O,X
ZTOJILS,O,O,O,X,X,O,X
ZTOJISL,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,X,X,O,X
ZTOJLSI,O,O,O,O,X,O,X
ZTOJSIL,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,O,X,X
ZTOSIJL,O,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,O,X,X
ZTOSLJI,O,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,O,X,X
ZITLJSO,O,O,X,X,X,O,X
ZITLJOS,O,O,X,X,X,O,X
ZITLSJO,O,O,X,X,O,O,X
ZITLSOJ,O,O,X,X,O,O,X
ZITLOJS,O,O,X,X,X,O,X
ZITLOSJ,O,O,X,X,O,O,X
ZITJLSO,O,O,X,X,X,O,X
ZITJLOS,O,O,X,X,X,O,X
ZITJSLO,O,O,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X
ZITJOLS,O,O,X,X,X,O,X
ZITJOSL,O,O,X,X,X,X,X
ZITSLJO,O,O,X,X,O,X,X
ZITSLOJ,O,O,X,X,O,X,O
ZITSJLO,O,O,X,X,O,X,X
ZITSJOL,O,O,X,X,O,X,O
ZITSOLJ,O,O,X,X,O,X,O
ZITSOJL,O,O,X,X,O,X,O
ZITOLJS,O,O,X,X,X,O,X
ZITOLSJ,O,O,X,X,O,O,X
ZITOJLS,O,O,X,X,X,O,X
ZITOJSL,O,O,X,X,X,X,X
ZITOSLJ,O,O,X,X,O,X,O
ZITOSJL,O,O,X,X,O,X,O
ZILTJSO,O,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X,X
ZILTSJO,O,X,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X,X
ZILTOJS,O,X,X,X,X,X,X
ZILTOSJ,O,X,X,X,X,X,X
ZILJTSO,O,O,O,X,X,X,X
ZILJTOS,O,O,X,X,X,X,X
ZILJSTO,O,O,O,X,X,X,X
ZILJSOT,O,O,O,X,X,X,X
ZILJOTS,X,O,O,X,X,X,X
ZILJOST,X,O,O,X,X,X,X
ZILSTJO,O,O,O,X,X,X,X
ZILSTOJ,O,O,X,X,O,X,O
ZILSJTO,O,O,O,X,X,X,X
ZILSJOT,O,O,O,X,O,X,X
ZILSOTJ,O,O,X,X,O,X,O
ZILSOJT,O,O,O,X,O,X,X
ZILOTJS,O,X,X,X,X,X,X
ZILOTSJ,O,X,X,X,X,X,X
ZILOJTS,X,O,O,X,X,X,X
ZILOJST,X,O,O,X,X,X,X
ZILOSTJ,O,O,O,X,O,X,O
ZILOSJT,O,O,O,X,O,X,X
ZIJTLSO,O,O,O,X,X,O,X
ZIJTLOS,O,O,X,X,X,O,X
ZIJTSLO,O,O,O,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X
ZIJTOLS,O,O,X,X,X,O,X
ZIJTOSL,O,O,X,X,X,X,X
ZIJLTSO,O,O,O,X,X,X,X
ZIJLTOS,O,O,X,X,X,X,X
ZIJLSTO,O,O,O,X,X,X,X
ZIJLSOT,O,O,O,X,X,X,X
ZIJLOTS,X,O,O,X,X,X,X
ZIJLOST,X,O,O,X,X,X,X
ZIJSTLO,O,O,O,X,X,X,X
ZIJSTOL,O,O,X,X,X,X,O
ZIJSLTO,O,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X
ZIJSOTL,O,O,X,X,X,X,O
ZIJSOLT,O,O,O,X,X,X,X
ZIJOTLS,X,O,O,X,X,O,X
ZIJOTSL,X,O,O,X,X,X,X
ZIJOLTS,X,O,O,X,X,X,X
ZIJOLST,X,O,O,X,X,X,X
ZIJOSTL,X,O,O,X,X,X,O
ZIJOSLT,X,O,O,X,X,X,X
ZISTLJO,O,O,O,X,O,X,X
ZISTLOJ,O,O,X,X,O,X,O
ZISTJLO,O,O,X,X,O,X,X
ZISTJOL,O,O,X,X,O,X,O
ZISTOLJ,O,O,X,X,O,X,O
ZISTOJL,O,O,X,X,O,X,O
ZISLTJO,O,O,O,X,X,X,X
ZISLTOJ,O,O,X,X,O,X,O
ZISLJTO,O,O,O,X,X,X,X
ZISLJOT,O,O,O,X,O,X,X
ZISLOTJ,O,O,X,X,O,X,O
ZISLOJT,O,O,O,X,O,X,X
ZISJTLO,O,O,O,X,X,X,X
ZISJTOL,O,O,X,X,X,X,O
ZISJLTO,O,O,O,X,X,X,X
ZISJLOT,O,O,O,X,O,X,X
ZISJOTL,O,O,X,X,X,X,O
ZISJOLT,O,O,O,X,O,X,X
ZISOTLJ,O,O,X,X,O,X,O
ZISOTJL,O,O,X,X,O,X,O
ZISOLTJ,O,O,X,X,O,X,O
ZISOLJT,O,O,O,X,O,X,X
ZISOJTL,O,O,X,X,X,X,O
ZISOJLT,O,O,X,X,O,X,X
ZIOTLJS,O,O,X,X,X,O,X
ZIOTLSJ,O,O,X,X,O,O,X
ZIOTJLS,O,O,X,X,X,O,X
ZIOTJSL,O,O,X,X,X,X,X
ZIOTSLJ,O,O,X,X,O,X,O
ZIOTSJL,O,O,X,X,O,X,O
ZIOLTJS,O,X,X,X,X,X,X
ZIOLTSJ,O,X,X,X,X,X,X
ZIOLJTS,X,O,O,X,X,X,X
ZIOLJST,X,O,O,X,X,X,X
ZIOLSTJ,O,O,O,X,O,X,O
ZIOLSJT,O,O,O,X,O,X,X
ZIOJTLS,X,O,O,X,X,O,X
ZIOJTSL,X,O,O,X,X,X,X
ZIOJLTS,X,O,O,X,X,X,X
ZIOJLST,X,O,O,X,X,X,X
ZIOJSTL,X,O,O,X,X,X,O
ZIOJSLT,X,O,O,X,X,X,X
ZIOSTLJ,O,O,O,X,O,X,O
ZIOSTJL,O,O,X,X,O,X,O
ZIOSLTJ,O,O,O,X,O,X,O
ZIOSLJT,O,O,O,X,O,X,X
ZIOSJTL,O,O,O,X,X,X,O
ZIOSJLT,O,O,O,X,O,X,X
ZLTIJSO,O,O,X,X,X,X,X
ZLTIJOS,O,O,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,X
ZLTIOJS,O,O,X,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X,X
ZLTJISO,O,O,O,X,X,X,X
ZLTJIOS,O,O,X,X,X,X,X
ZLTJSIO,O,O,O,X,X,X,X
ZLTJSOI,O,O,X,X,X,X,X
ZLTJOIS,O,O,O,X,X,X,X
ZLTJOSI,O,O,O,X,X,X,X
ZLTSIJO,O,O,O,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,X
ZLTSJOI,O,O,X,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X
ZLTOIJS,O,O,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,X
ZLTOJIS,O,O,O,X,X,X,X
ZLTOJSI,O,O,O,X,X,X,X
ZLTOSIJ,O,O,O,X,X,X,X
ZLTOSJI,O,O,O,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X
ZLITSJO,O,X,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X
ZLITOSJ,O,X,X,X,X,X,X
ZLIJTSO,O,O,O,X,X,X,X
ZLIJTOS,O,O,X,X,X,X,X
ZLIJSTO,O,O,O,X,X,X,X
ZLIJSOT,O,O,O,X,X,X,X
ZLIJOTS,X,O,O,X,X,X,X
ZLIJOST,X,O,O,X,X,X,X
ZLISTJO,O,O,O,X,X,X,X
ZLISTOJ,O,O,X,X,O,X,X
ZLISJTO,O,O,O,X,X,X,X
ZLISJOT,O,O,O,X,O,X,X
ZLISOTJ,O,O,X,X,O,X,X
ZLISOJT,O,O,O,X,O,X,X
ZLIOTJS,O,X,X,X,X,X,X
ZLIOTSJ,O,X,X,X,X,X,X
ZLIOJTS,X,O,O,X,X,X,X
ZLIOJST,X,O,O,X,X,X,X
ZLIOSTJ,O,O,O,X,O,X,X
ZLIOSJT,O,O,O,X,O,X,X
ZLJTISO,O,O,O,X,X,X,X
ZLJTIOS,O,O,X,X,X,X,X
ZLJTSIO,O,O,O,X,X,X,X
ZLJTSOI,O,O,X,X,X,X,X
ZLJTOIS,O,O,O,X,X,X,X
ZLJTOSI,O,O,O,X,X,X,X
ZLJITSO,O,O,O,X,X,X,X
ZLJITOS,O,O,X,X,X,X,X
ZLJISTO,O,O,O,X,X,X,X
ZLJISOT,O,O,O,X,X,X,X
ZLJIOTS,X,O,O,X,X,X,X
ZLJIOST,X,O,O,X,X,X,X
ZLJSTIO,O,O,O,O,X,X,X
ZLJSTOI,O,O,X,O,X,X,X
ZLJSITO,O,O,O,O,X,X,X
ZLJSIOT,O,O,O,O,X,X,X
ZLJSOTI,O,O,O,O,X,O,X
ZLJSOIT,O,O,O,O,X,X,X
ZLJOTIS,O,O,O,X,X,X,X
ZLJOTSI,O,O,O,X,X,X,X
ZLJOITS,X,O,O,X,X,X,X
ZLJOIST,X,O,O,X,X,X,X
ZLJOSTI,X,O,O,X,X,O,X
ZLJOSIT,X,O,O,X,X,X,X
ZLSTIJO,O,O,O,X,X,X,X
ZLSTIOJ,O,O,X,O,O,X,X
ZLSTJIO,O,O,O,O,X,X,X
ZLSTJOI,O,O,X,O,X,X,X
ZLSTOIJ,O,O,X,O,O,X,X
ZLSTOJI,O,O,X,O,O,X,X
ZLSITJO,O,O,O,X,X,X,X
ZLSITOJ,O,O,X,O,O,X,X
ZLSIJTO,O,O,O,O,X,X,X
ZLSIJOT,O,O,O,O,O,X,X
ZLSIOTJ,O,O,X,O,O,X,X
ZLSIOJT,O,O,O,O,O,X,X
ZLSJTIO,O,O,O,O,X,X,X
ZLSJTOI,O,O,X,O,X,X,X
ZLSJITO,O,O,O,O,X,X,X
ZLSJIOT,O,O,O,O,O,X,X
ZLSJOTI,O,O,O,O,O,O,X
ZLSJOIT,O,O,O,O,O,X,X
ZLSOTIJ,O,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,O,X,X
ZLSOITJ,O,O,O,O,O,X,X
ZLSOIJT,O,O,O,O,O,X,X
ZLSOJTI,O,O,O,O,O,O,X
ZLSOJIT,O,O,O,O,O,X,X
ZLOTIJS,O,O,X,X,X,X,X
ZLOTISJ,O,O,X,X,X,X,X
ZLOTJIS,O,O,O,X,X,X,X
ZLOTJSI,O,O,O,X,X,X,X
ZLOTSIJ,O,O,O,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X
ZLOITJS,O,X,X,X,X,X,X
ZLOITSJ,O,X,X,X,X,X,X
ZLOIJTS,X,O,O,X,X,X,X
ZLOIJST,X,O,O,X,X,X,X
ZLOISTJ,O,O,O,X,O,X,X
ZLOISJT,O,O,O,X,O,X,X
ZLOJTIS,O,O,O,X,X,X,X
ZLOJTSI,O,O,O,X,X,X,X
ZLOJITS,X,O,O,X,X,X,X
ZLOJIST,X,O,O,X,X,X,X
ZLOJSTI,X,O,O,X,X,O,X
ZLOJSIT,X,O,O,X,X,X,X
ZLOSTIJ,O,O,O,X,O,X,X
ZLOSTJI,O,O,O,X,O,X,X
ZLOSITJ,O,O,O,X,O,X,X
ZLOSIJT,O,O,O,X,O,X,X
ZLOSJTI,O,O,O,X,O,O,X
ZLOSJIT,O,O,O,X,O,X,X
ZJTILSO,O,O,O,X,X,O,X
ZJTILOS,O,O,O,X,X,O,X
ZJTISLO,O,O,O,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X
ZJTIOLS,O,O,O,X,X,O,X
ZJTIOSL,O,O,O,X,X,X,X
ZJTLISO,O,O,O,X,X,O,X
ZJTLIOS,O,O,O,X,X,O,X
ZJTLSIO,O,O,O,O,X,O,X
ZJTLSOI,O,O,O,O,X,O,X
ZJTLOIS,O,O,O,X,X,O,X
ZJTLOSI,O,O,O,O,X,O,X
ZJTSILO,O,O,O,O,X,X,X
ZJTSIOL,O,O,O,O,X,X,X
ZJTSLIO,O,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,X,X,X
ZJTSOIL,O,O,O,O,X,X,X
ZJTSOLI,O,O,O,O,X,X,X
ZJTOILS,O,O,O,X,X,O,X
ZJTOISL,O,O,O,X,X,X,X
ZJTOLIS,O,O,O,X,X,O,X
ZJTOLSI,O,O,O,O,X,O,X
ZJTOSIL,O,O,O,O,X,X,X
ZJTOSLI,O,O,O,O,X,X,X
ZJITLSO,O,O,O,X,X,O,X
ZJITLOS,O,O,O,X,X,O,X
ZJITSLO,O,O,O,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X
ZJITOLS,O,O,O,X,X,O,X
ZJITOSL,O,O,O,X,X,X,X
ZJILTSO,O,O,O,X,X,X,X
ZJILTOS,O,O,X,X,X,X,X
ZJILSTO,O,O,O,X,X,X,X
ZJILSOT,O,O,O,X,X,X,X
ZJILOTS,X,O,O,X,X,X,X
ZJILOST,X,O,O,X,X,X,X
ZJISTLO,O,O,O,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X
ZJISLTO,O,O,O,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X
ZJIOTLS,X,O,O,X,X,O,X
ZJIOTSL,X,O,O,X,X,X,X
ZJIOLTS,X,O,O,X,X,X,X
ZJIOLST,X,O,O,X,X,X,X
ZJIOSTL,X,O,O,X,X,X,X
ZJIOSLT,X,O,O,X,X,X,X
ZJLTISO,O,O,O,X,X,X,X
ZJLTIOS,O,O,X,X,X,X,X
ZJLTSIO,O,O,O,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X
ZJLTOIS,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,X,X,X,X
ZJLITSO,O,O,O,X,X,X,X
ZJLITOS,O,O,X,X,X,X,X
ZJLISTO,O,O,O,X,X,X,X
ZJLISOT,O,O,O,X,X,X,X
ZJLIOTS,X,O,O,X,X,X,X
ZJLIOST,X,O,O,X,X,X,X
ZJLSTIO,O,O,O,O,X,X,X
ZJLSTOI,O,O,X,O,X,X,X
ZJLSITO,O,O,O,O,X,X,X
ZJLSIOT,O,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,X,O,X
ZJLSOIT,O,O,O,O,X,X,X
ZJLOTIS,O,O,O,X,X,X,X
ZJLOTSI,O,O,O,X,X,X,X
ZJLOITS,X,O,O,X,X,X,X
ZJLOIST,X,O,O,X,X,X,X
ZJLOSTI,X,O,O,X,X,O,X
ZJLOSIT,X,O,O,X,X,X,X
ZJSTILO,O,O,O,O,X,X,X
ZJSTIOL,O,O,X,O,X,X,X
ZJSTLIO,O,O,O,O,X,X,X
ZJSTLOI,O,O,X,O,X,X,X
ZJSTOIL,O,O,X,O,X,X,X
ZJSTOLI,O,O,X,O,X,X,X
ZJSITLO,O,O,O,O,X,X,X
ZJSITOL,O,O,X,O,X,X,X
ZJSILTO,O,O,O,O,X,X,X
ZJSILOT,O,O,O,O,X,X,X
ZJSIOTL,O,O,X,O,X,X,X
ZJSIOLT,O,O,O,O,X,X,X
ZJSLTIO,O,O,O,O,X,X,X
ZJSLTOI,O,O,X,O,X,X,X
ZJSLITO,O,O,O,O,X,X,X
ZJSLIOT,O,O,O,O,X,X,X
ZJSLOTI,O,O,O,O,X,O,X
ZJSLOIT,O,O,O,O,X,X,X
ZJSOTIL,O,O,O,O,X,X,X
ZJSOTLI,O,O,O,O,X,X,X
ZJSOITL,O,O,O,O,X,X,X
ZJSOILT,O,O,O,O,X,X,X
ZJSOLTI,O,O,O,O,X,O,X
ZJSOLIT,O,O,O,O,X,X,X
ZJOTILS,O,O,O,X,X,O,X
ZJOTISL,O,O,O,X,X,X,X
ZJOTLIS,O,O,O,X,X,O,X
ZJOTLSI,O,O,O,X,X,O,X
ZJOTSIL,O,O,O,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X
ZJOITLS,X,O,O,X,X,O,X
ZJOITSL,X,O,O,X,X,X,X
ZJOILTS,X,O,O,X,X,X,X
ZJOILST,X,O,O,X,X,X,X
ZJOISTL,X,O,O,X,X,X,X
ZJOISLT,X,O,O,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,X
ZJOLTSI,O,O,O,X,X,X,X
ZJOLITS,X,O,O,X,X,X,X
ZJOLIST,X,O,O,X,X,X,X
ZJOLSTI,X,O,O,X,X,O,X
ZJOLSIT,X,O,O,X,X,X,X
ZJOSTIL,X,O,O,X,X,X,X
ZJOSTLI,X,O,O,X,X,X,X
ZJOSITL,X,O,O,X,X,X,X
ZJOSILT,X,O,O,X,X,X,X
ZJOSLTI,X,O,O,X,X,O,X
ZJOSLIT,X,O,O,X,X,X,X
ZSTILJO,O,O,O,O,O,X,X
ZSTILOJ,O,O,X,O,O,X,O
ZSTIJLO,O,O,X,O,O,X,X
ZSTIJOL,O,O,X,O,O,X,O
ZSTIOLJ,O,O,X,O,O,X,O
ZSTIOJL,O,O,X,O,O,X,O
ZSTLIJO,O,O,O,O,O,X,X
ZSTLIOJ,O,O,X,O,O,X,X
ZSTLJIO,O,O,O,O,O,X,X
ZSTLJOI,O,O,X,O,O,X,X
ZSTLOIJ,O,O,X,O,O,X,O
ZSTLOJI,O,O,X,O,O,X,X
ZSTJILO,O,O,O,O,O,X,X
ZSTJIOL,O,O,X,O,O,X,X
ZSTJLIO,O,O,O,O,O,X,X
ZSTJLOI,O,O,X,O,O,X,X
ZSTJOIL,O,O,X,O,O,X,O
ZSTJOLI,O,O,X,O,O,X,X
ZSTOILJ,O,O,X,O,O,X,O
ZSTOIJL,O,O,X,O,O,X,O
ZSTOLIJ,O,O,X,O,O,X,O
ZSTOLJI,O,O,X,O,O,X,X
ZSTOJIL,O,O,X,O,O,X,O
ZSTOJLI,O,O,X,O,O,X,X
ZSITLJO,O,O,O,O,O,X,X
ZSITLOJ,O,O,X,O,O,X,O
ZSITJLO,O,O,X,O,O,X,X
ZSITJOL,O,O,X,O,O,X,O
ZSITOLJ,O,O,X,O,O,X,O
ZSITOJL,O,O,X,O,O,X,O
ZSILTJO,O,O,O,O,X,X,X
ZSILTOJ,O,O,X,O,O,X,O
ZSILJTO,O,O,O,O,X,X,X
ZSILJOT,O,O,O,O,O,X,X
ZSILOTJ,O,O,X,O,O,X,O
ZSILOJT,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,O,X,X,X
ZSIJTOL,O,O,X,O,X,X,O
ZSIJLTO,O,O,O,O,X,X,X
ZSIJLOT,O,O,O,O,O,X,X
ZSIJOTL,O,O,X,O,X,X,O
ZSIJOLT,O,O,O,O,O,X,X
ZSIOTLJ,O,O,X,O,O,X,O
ZSIOTJL,O,O,X,O,O,X,O
ZSIOLTJ,O,O,X,O,O,X,O
ZSIOLJT,O,O,O,O,O,X,X
ZSIOJTL,O,O,X,O,X,X,O
ZSIOJLT,O,O,X,O,O,X,X
ZSLTIJO,O,O,O,O,O,X,X
ZSLTIOJ,O,O,X,O,O,X,X
ZSLTJIO,O,O,O,O,O,X,X
ZSLTJOI,O,O,X,O,O,X,X
ZSLTOIJ,O,O,X,O,O,X,X
ZSLTOJI,O,O,X,O,O,X,X
ZSLITJO,O,O,O,O,X,X,X
ZSLITOJ,O,O,X,O,O,X,X
ZSLIJTO,O,O,O,O,X,X,X
ZSLIJOT,O,O,O,O,O,X,X
ZSLIOTJ,O,O,X,O,O,X,X
ZSLIOJT,O,O,O,O,O,X,X
ZSLJTIO,O,O,O,O,X,X,X
ZSLJTOI,O,O,X,O,X,X,X
ZSLJITO,O,O,O,O,X,X,X
ZSLJIOT,O,O,O,O,O,X,X
ZSLJOTI,O,O,O,O,O,X,X
ZSLJOIT,O,O,O,O,O,X,X
ZSLOTIJ,O,O,O,O,O,X,X
ZSLOTJI,O,O,O,O,O,X,X
ZSLOITJ,O,O,O,O,O,X,X
ZSLOIJT,O,O,O,O,O,X,X
ZSLOJTI,O,O,O,O,O,X,X
ZSLOJIT,O,O,O,O,O,X,X
ZSJTILO,O,O,O,O,O,X,X
ZSJTIOL,O,O,X,O,O,X,X
ZSJTLIO,O,O,O,O,O,X,X
ZSJTLOI,O,O,X,O,O,X,X
ZSJTOIL,O,O,X,O,O,X,X
ZSJTOLI,O,O,X,O,O,X,X
ZSJITLO,O,O,O,O,X,X,X
ZSJITOL,O,O,X,O,X,X,X
ZSJILTO,O,O,O,O,X,X,X
ZSJILOT,O,O,O,O,O,X,X
ZSJIOTL,O,O,X,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,X
ZSJLTIO,O,O,O,O,X,X,X
ZSJLTOI,O,O,X,O,X,X,X
ZSJLITO,O,O,O,O,X,X,X
ZSJLIOT,O,O,O,O,O,X,X
ZSJLOTI,O,O,O,O,O,X,X
ZSJLOIT,O,O,O,O,O,X,X
ZSJOTIL,O,O,O,O,O,X,X
ZSJOTLI,O,O,O,O,O,X,X
ZSJOITL,O,O,O,O,X,X,X
ZSJOILT,O,O,O,O,O,X,X
ZSJOLTI,O,O,O,O,O,X,X
ZSJOLIT,O,O,O,O,O,X,X
ZSOTILJ,O,O,O,O,O,X,O
ZSOTIJL,O,O,X,O,O,X,O
ZSOTLIJ,O,O,O,O,O,X,O
ZSOTLJI,O,O,O,O,O,X,X
ZSOTJIL,O,O,O,O,O,X,O
ZSOTJLI,O,O,O,O,O,X,X
ZSOITLJ,O,O,O,O,O,X,O
ZSOITJL,O,O,X,O,O,X,O
ZSOILTJ,O,O,O,O,O,X,O
ZSOILJT,O,O,O,O,O,X,X
ZSOIJTL,O,O,O,O,X,X,O
ZSOIJLT,O,O,O,O,O,X,X
ZSOLTIJ,O,O,O,O,O,X,X
ZSOLTJI,O,O,O,O,O,X,X
ZSOLITJ,O,O,O,O,O,X,X
ZSOLIJT,O,O,O,O,O,X,X
ZSOLJTI,O,O,O,O,O,X,X
ZSOLJIT,O,O,O,O,O,X,X
ZSOJTIL,O,O,O,O,O,X,X
ZSOJTLI,O,O,O,O,O,X,X
ZSOJITL,O,O,O,O,X,X,X
ZSOJILT,O,O,O,O,O,X,X
ZSOJLTI,O,O,O,O,O,X,X
ZSOJLIT,O,O,O,O,O,X,X
ZOTILJS,O,O,O,X,X,O,X
ZOTILSJ,O,O,O,X,O,O,X
ZOTIJLS,O,O,O,X,X,O,X
ZOTIJSL,O,O,O,X,X,X,X
ZOTISLJ,O,O,O,X,O,X,X
ZOTISJL,O,O,O,X,O,X,X
ZOTLIJS,O,O,O,X,X,O,X
ZOTLISJ,O,O,O,X,O,O,X
ZOTLJIS,O,O,O,X,X,O,X
ZOTLJSI,O,O,O,X,X,O,X
ZOTLSIJ,O,O,O,X,O,O,X
ZOTLSJI,O,O,O,X,O,O,X
ZOTJILS,O,O,O,X,X,O,X
ZOTJISL,O,O,O,X,X,X,X
ZOTJLIS,O,O,O,X,X,O,X
ZOTJLSI,O,O,O,X,X,O,X
ZOTJSIL,O,O,O,X,X,X,X
ZOTJSLI,O,O,O,X,X,X,X
ZOTSILJ,O,O,O,X,O,X,X
ZOTSIJL,O,O,O,X,O,X,X
ZOTSLIJ,O,O,O,X,O,X,X
ZOTSLJI,O,O,O,X,O,X,X
ZOTSJIL,O,O,O,X,O,X,X
ZOTSJLI,O,O,O,X,O,X,X
ZOITLJS,O,O,X,X,X,O,X
ZOITLSJ,O,O,X,X,O,O,X
ZOITJLS,O,O,X,X,X,O,X
ZOITJSL,O,O,X,X,X,X,X
ZOITSLJ,O,O,X,X,O,X,O
ZOITSJL,O,O,X,X,O,X,O
ZOILTJS,O,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X
ZOILJTS,X,O,O,X,X,X,X
ZOILJST,X,O,O,X,X,X,X
ZOILSTJ,O,O,O,X,O,X,O
ZOILSJT,O,O,O,X,O,X,X
ZOIJTLS,X,O,O,X,X,O,X
ZOIJTSL,X,O,O,X,X,X,X
ZOIJLTS,X,O,O,X,X,X,X
ZOIJLST,X,O,O,X,X,X,X
ZOIJSTL,X,O,O,X,X,X,O
ZOIJSLT,X,O,O,X,X,X,X
ZOISTLJ,O,O,O,X,O,X,O
ZOISTJL,O,O,X,X,O,X,O
ZOISLTJ,O,O,O,X,O,X,O
ZOISLJT,O,O,O,X,O,X,X
ZOISJTL,O,O,O,X,X,X,O
ZOISJLT,O,O,O,X,O,X,X
ZOLTIJS,O,O,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X
ZOLITJS,O,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X
ZOLIJTS,X,O,O,X,X,X,X
ZOLIJST,X,O,O,X,X,X,X
ZOLISTJ,O,O,O,X,O,X,X
ZOLISJT,O,O,O,X,O,X,X
ZOLJTIS,O,O,O,X,X,X,X
ZOLJTSI,O,O,O,X,X,X,X
ZOLJITS,X,O,O,X,X,X,X
ZOLJIST,X,O,O,X,X,X,X
ZOLJSTI,X,O,O,X,X,O,X
ZOLJSIT,X,O,O,X,X,X,X
ZOLSTIJ,O,O,O,X,O,X,X
ZOLSTJI,O,O,O,X,O,X,X
ZOLSITJ,O,O,O,X,O,X,X
ZOLSIJT,O,O,O,X,O,X,X
ZOLSJTI,O,O,O,X,O,O,X
ZOLSJIT,O,O,O,X,O,X,X
ZOJTILS,O,O,O,X,X,O,X
ZOJTISL,O,O,O,X,X,X,X
ZOJTLIS,O,O,O,X,X,O,X
ZOJTLSI,O,O,O,X,X,O,X
ZOJTSIL,O,O,O,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X
ZOJITLS,X,O,O,X,X,O,X
ZOJITSL,X,O,O,X,X,X,X
ZOJILTS,X,O,O,X,X,X,X
ZOJILST,X,O,O,X,X,X,X
ZOJISTL,X,O,O,X,X,X,X
ZOJISLT,X,O,O,X,X,X,X
ZOJLTIS,O,O,O,X,X,X,X
ZOJLTSI,O,O,O,X,X,X,X
ZOJLITS,X,O,O,X,X,X,X
ZOJLIST,X,O,O,X,X,X,X
ZOJLSTI,X,O,O,X,X,O,X
ZOJLSIT,X,O,O,X,X,X,X
ZOJSTIL,X,O,O,X,X,X,X
ZOJSTLI,X,O,O,X,X,X,X
ZOJSITL,X,O,O,X,X,X,X
ZOJSILT,X,O,O,X,X,X,X
ZOJSLTI,X,O,O,X,X,O,X
ZOJSLIT,X,O,O,X,X,X,X
ZOSTILJ,O,O,O,X,O,X,O
ZOSTIJL,O,O,X,X,O,X,O
ZOSTLIJ,O,O,O,X,O,X,O
ZOSTLJI,O,O,O,X,O,X,X
ZOSTJIL,O,O,O,X,O,X,O
ZOSTJLI,O,O,O,X,O,X,X
ZOSITLJ,O,O,O,X,O,X,O
ZOSITJL,O,O,X,X,O,X,O
ZOSILTJ,O,O,O,X,O,X,O
ZOSILJT,O,O,O,X,O,X,X
ZOSIJTL,O,O,O,X,X,X,O
ZOSIJLT,O,O,O,X,O,X,X
