sequence,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBxhBXjB1rBStB2xB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBxnBCoBmrBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhFxgB/nB+oBFmBUsBatB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBGjBRnBimBFsBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBGjBxrBXtBisB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhB3iB+oBxrByxB
SZLTOJI,O,X,O,X,O,X
SZLITJO,O,X,X,X,O,X
SZLITOJ,O,O,X,X,O,X
SZLIJTO,X,O,X,X,O,X
SZLIJOT,O,O,X,O,O,X
SZLIOTJ,O,O,X,X,O,X
SZLIOJT,O,O,X,O,O,X
SZLJTIO,O,X,O,X,X,X
SZLJTOI,O,X,O,X,O,X
SZLJITO,X,X,X,X,O,X
SZLJIOT,O,X,X,O,O,X
SZLJOTI,O,X,O,X,O,X
SZLJOIT,O,X,X,O,O,X
SZLOTIJ,O,O,O,O,O,X
SZLOTJI,O,X,O,X,O,X
SZLOITJ,O,O,X,X,O,X
SZLOIJT,O,O,X,O,O,X
SZLOJTI,O,X,O,X,O,X
SZLOJIT,O,X,X,O,O,X
SZJTILO,X,O,O,O,O,O
SZJTIOL,X,O,O,O,O,O
SZJTLIO,X,O,O,X,X,X
SZJTLOI,X,O,O,X,O,X
SZJTOIL,X,O,O,O,O,O
SZJTOLI,X,O,O,X,O,X
SZJITLO,X,O,O,X,O,O
SZJITOL,X,O,O,O,O,O
SZJILTO,X,O,X,X,O,O
SZJILOT,X,O,X,O,O,O
SZJIOTL,X,O,O,O,O,O
SZJIOLT,X,O,X,O,O,O
SZJLTIO,X,O,O,X,X,X
SZJLTOI,X,O,O,X,O,X
SZJLITO,X,O,X,X,O,X
SZJLIOT,X,O,X,O,O,X
SZJLOTI,X,O,O,X,O,X
SZJLOIT,X,O,X,O,O,X
SZJOTIL,X,O,O,O,O,O
SZJOTLI,X,O,O,X,O,X
SZJOITL,X,O,O,O,O,O
SZJOILT,X,O,X,O,O,O
SZJOLTI,X,O,O,X,O,X
SZJOLIT,X,O,X,O,O,X
SZOTILJ,O,O,O,O,O,X
SZOTIJL,X,O,O,O,O,O
SZOTLIJ,O,O,O,O,O,X
SZOTLJI,O,X,O,X,O,X
SZOTJIL,X,O,O,O,O,O
SZOTJLI,X,O,O,X,O,X
SZOITLJ,O,O,O,O,O,X
SZOITJL,X,O,O,O,O,O
SZOILTJ,O,O,X,X,O,X
SZOILJT,O,O,X,O,O,X
SZOIJTL,X,O,O,O,O,O
SZOIJLT,X,O,X,O,O,O
SZOLTIJ,O,O,O,O,O,X
SZOLTJI,O,X,O,X,O,X
SZOLITJ,O,O,X,X,O,X
SZOLIJT,O,O,X,O,O,X
SZOLJTI,O,X,O,X,O,X
SZOLJIT,O,X,X,O,O,X
SZOJTIL,X,O,O,O,O,O
SZOJTLI,X,O,O,X,O,X
SZOJITL,X,O,O,O,O,O
SZOJILT,X,O,X,O,O,O
SZOJLTI,X,O,O,X,O,X
SZOJLIT,X,O,X,O,O,X
SOTILJZ,O,X,X,O,O,X
SOTILZJ,O,O,X,O,O,X
SOTIJLZ,X,O,X,O,O,X
SOTIJZL,X,O,O,O,O,X
SOTIZLJ,O,O,O,O,O,X
SOTIZJL,X,O,O,O,O,X
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,X,O,X,X
SOTLJIZ,O,X,X,O,X,X
SOTLJZI,O,X,X,X,X,X
SOTLZIJ,O,X,X,O,X,X
SOTLZJI,O,X,X,X,X,X
SOTJILZ,X,O,X,O,O,X
SOTJIZL,X,O,O,O,O,X
SOTJLIZ,X,O,X,O,X,X
SOTJLZI,X,O,X,X,X,X
SOTJZIL,X,O,O,O,O,X
SOTJZLI,X,O,O,X,O,X
SOTZILJ,O,O,O,O,O,X
SOTZIJL,X,O,O,O,O,X
SOTZLIJ,O,O,O,O,O,X
SOTZLJI,O,X,O,X,O,X
SOTZJIL,X,O,O,O,O,X
SOTZJLI,X,X,O,X,O,X
SOITLJZ,X,X,X,O,O,X
SOITLZJ,X,O,X,O,O,X
SOITJLZ,X,O,X,O,O,O
SOITJZL,X,O,O,O,O,O
SOITZLJ,X,O,O,O,O,X
SOITZJL,X,O,O,O,O,O
SOILTJZ,X,X,X,X,O,X
SOILTZJ,X,O,X,X,O,X
SOILJTZ,X,O,X,X,O,X
SOILJZT,X,O,X,O,O,X
SOILZTJ,X,O,X,X,O,X
SOILZJT,X,O,X,O,O,X
SOIJTLZ,X,O,X,O,O,O
SOIJTZL,X,O,O,O,O,O
SOIJLTZ,X,O,X,X,O,O
SOIJLZT,X,O,X,O,O,O
SOIJZTL,X,O,X,O,O,O
SOIJZLT,X,O,X,O,O,O
SOIZTLJ,X,O,X,O,O,X
SOIZTJL,X,O,X,O,O,O
SOIZLTJ,X,O,X,X,O,X
SOIZLJT,X,O,X,O,O,X
SOIZJTL,X,O,X,O,O,O
SOIZJLT,X,O,X,O,O,O
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,O,X,X,O,X,X
SOLTJIZ,O,X,X,O,X,X
SOLTJZI,O,X,X,X,X,X
SOLTZIJ,O,X,X,O,X,X
SOLTZJI,O,X,X,X,X,X
SOLITJZ,O,X,X,X,O,X
SOLITZJ,O,O,X,X,O,X
SOLIJTZ,X,O,X,X,O,X
SOLIJZT,O,O,X,O,O,X
SOLIZTJ,O,O,X,X,O,X
SOLIZJT,O,O,X,O,O,X
SOLJTIZ,O,O,X,O,X,X
SOLJTZI,O,O,X,X,X,X
SOLJITZ,X,O,X,X,O,X
SOLJIZT,O,O,X,O,O,X
SOLJZTI,O,O,X,X,O,X
SOLJZIT,O,O,X,O,O,X
SOLZTIJ,O,O,X,O,O,X
SOLZTJI,O,X,X,X,O,X
SOLZITJ,O,O,X,X,O,X
SOLZIJT,O,O,X,O,O,X
SOLZJTI,O,X,X,X,O,X
SOLZJIT,O,X,X,O,O,X
SOJTILZ,X,O,X,O,O,X
SOJTIZL,X,O,O,O,O,X
SOJTLIZ,X,O,X,O,X,X
SOJTLZI,X,O,X,X,X,X
SOJTZIL,X,O,O,O,O,X
SOJTZLI,X,O,O,X,O,X
SOJITLZ,X,O,X,O,O,O
SOJITZL,X,O,O,O,O,O
SOJILTZ,X,O,X,X,O,O
SOJILZT,X,O,X,O,O,O
SOJIZTL,X,O,X,O,O,O
SOJIZLT,X,O,X,O,O,O
SOJLTIZ,X,O,X,O,X,X
SOJLTZI,X,O,X,X,X,X
SOJLITZ,X,O,X,X,O,X
SOJLIZT,X,O,X,O,O,X
SOJLZTI,X,O,X,X,O,X
SOJLZIT,X,O,X,O,O,X
SOJZTIL,X,O,O,O,O,O
SOJZTLI,X,O,O,X,O,X
SOJZITL,X,O,O,O,O,O
SOJZILT,X,O,X,O,O,O
SOJZLTI,X,O,O,X,O,X
SOJZLIT,X,O,X,O,O,X
SOZTILJ,O,O,O,O,O,X
SOZTIJL,X,O,O,O,O,O
SOZTLIJ,O,O,O,O,O,X
SOZTLJI,O,X,O,X,O,X
SOZTJIL,X,O,O,O,O,O
SOZTJLI,X,O,O,X,O,X
SOZITLJ,O,O,O,O,O,X
SOZITJL,X,O,O,O,O,O
SOZILTJ,O,O,X,X,O,X
SOZILJT,O,O,X,O,O,X
SOZIJTL,X,O,O,O,O,O
SOZIJLT,X,O,X,O,O,O
SOZLTIJ,O,O,O,O,O,X
SOZLTJI,O,X,O,X,O,X
SOZLITJ,O,O,X,X,O,X
SOZLIJT,O,O,X,O,O,X
SOZLJTI,O,X,O,X,O,X
SOZLJIT,O,X,X,O,O,X
SOZJTIL,X,O,O,O,O,O
SOZJTLI,X,O,O,X,O,X
SOZJITL,X,O,O,O,O,O
SOZJILT,X,O,X,O,O,O
SOZJLTI,X,O,O,X,O,X
SOZJLIT,X,O,X,O,O,X
ZTILJSO,O,X,O,X,X,O
ZTILJOS,O,X,O,O,X,O
ZTILSJO,O,X,O,X,O,X
ZTILSOJ,O,X,O,X,O,X
ZTILOJS,O,X,O,O,X,O
ZTILOSJ,O,X,O,X,O,X
ZTIJLSO,O,X,O,X,X,O
ZTIJLOS,O,O,O,O,X,O
ZTIJSLO,X,O,O,X,O,O
ZTIJSOL,X,O,O,O,O,O
ZTIJOLS,O,O,O,O,X,O
ZTIJOSL,X,O,O,O,O,O
ZTISLJO,O,X,O,O,O,X
ZTISLOJ,O,O,O,O,O,X
ZTISJLO,X,X,O,O,O,O
ZTISJOL,X,O,O,O,O,O
ZTISOLJ,O,O,O,O,O,X
ZTISOJL,X,O,O,O,O,O
ZTIOLJS,O,X,O,O,X,O
ZTIOLSJ,O,X,O,X,O,X
ZTIOJLS,O,O,O,O,X,O
ZTIOJSL,X,O,O,O,O,O
ZTIOSLJ,O,O,O,O,O,X
ZTIOSJL,X,O,O,O,O,O
ZTLIJSO,O,X,O,X,X,O
ZTLIJOS,O,X,O,O,X,O
ZTLISJO,O,X,O,X,O,X
ZTLISOJ,O,X,O,X,O,X
ZTLIOJS,O,X,O,O,X,O
ZTLIOSJ,O,X,O,X,O,X
ZTLJISO,O,X,O,X,X,O
ZTLJIOS,O,O,O,X,X,O
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,O,X,X,X
ZTLJOIS,O,O,O,X,X,O
ZTLJOSI,O,O,O,X,X,X
ZTLSIJO,O,X,O,O,O,X
ZTLSIOJ,O,O,O,O,O,X
ZTLSJIO,O,X,O,X,X,X
ZTLSJOI,O,X,O,X,O,X
ZTLSOIJ,O,O,O,O,O,X
ZTLSOJI,O,X,O,X,O,X
ZTLOIJS,O,X,O,O,X,O
ZTLOISJ,O,X,O,X,O,X
ZTLOJIS,O,O,O,X,X,O
ZTLOJSI,O,O,O,X,X,X
ZTLOSIJ,O,O,O,O,O,X
ZTLOSJI,O,X,O,X,O,X
ZTJILSO,O,X,O,X,X,O
ZTJILOS,O,O,O,O,X,O
ZTJISLO,X,O,O,X,O,O
ZTJISOL,X,O,O,O,O,O
ZTJIOLS,O,O,O,O,X,O
ZTJIOSL,X,O,O,O,O,O
ZTJLISO,O,X,O,X,X,O
ZTJLIOS,O,O,O,X,X,O
ZTJLSIO,O,O,O,X,X,X
ZTJLSOI,O,O,O,X,X,X
ZTJLOIS,O,O,O,X,X,O
ZTJLOSI,O,O,O,X,X,X
ZTJSILO,X,O,O,O,O,O
ZTJSIOL,X,O,O,O,O,O
ZTJSLIO,X,O,O,X,X,X
ZTJSLOI,X,O,O,X,O,X
ZTJSOIL,X,O,O,O,O,O
ZTJSOLI,X,O,O,X,O,X
ZTJOILS,O,O,O,O,X,O
ZTJOISL,X,O,O,O,O,O
ZTJOLIS,O,O,O,X,X,O
ZTJOLSI,O,O,O,X,X,X
ZTJOSIL,X,O,O,O,O,O
ZTJOSLI,X,O,O,X,O,X
ZTSILJO,O,X,O,O,O,X
ZTSILOJ,O,O,O,O,O,X
ZTSIJLO,X,O,O,O,O,O
ZTSIJOL,X,O,O,O,O,O
ZTSIOLJ,O,O,O,O,O,X
ZTSIOJL,X,O,O,O,O,O
ZTSLIJO,O,X,O,O,O,X
ZTSLIOJ,O,O,O,O,O,X
ZTSLJIO,O,X,O,X,X,X
ZTSLJOI,O,X,O,X,O,X
ZTSLOIJ,O,O,O,O,O,X
ZTSLOJI,O,X,O,X,O,X
ZTSJILO,X,O,O,O,O,O
ZTSJIOL,X,O,O,O,O,O
ZTSJLIO,X,O,O,X,X,X
ZTSJLOI,X,O,O,X,O,X
ZTSJOIL,X,O,O,O,O,O
ZTSJOLI,X,O,O,X,O,X
ZTSOILJ,O,O,O,O,O,X
ZTSOIJL,X,O,O,O,O,O
ZTSOLIJ,O,O,O,O,O,X
ZTSOLJI,O,X,O,X,O,X
ZTSOJIL,X,O,O,O,O,O
ZTSOJLI,X,O,O,X,O,X
ZTOILJS,O,X,O,O,X,O
ZTOILSJ,O,X,O,X,O,X
ZTOIJLS,O,O,O,O,X,O
ZTOIJSL,X,O,O,O,O,O
ZTOISLJ,O,O,O,O,O,X
ZTOISJL,X,O,O,O,O,O
ZTOLIJS,O,X,O,O,X,O
ZTOLISJ,O,X,O,X,O,X
ZTOLJIS,O,O,O,X,X,O
ZTOLJSI,O,O,O,X,X,X
ZTOLSIJ,O,O,O,O,O,X
ZTOLSJI,O,X,O,X,O,X
ZTOJILS,O,O,O,O,X,O
ZTOJISL,X,O,O,O,O,O
ZTOJLIS,O,O,O,X,X,O
ZTOJLSI,O,O,O,X,X,X
ZTOJSIL,X,O,O,O,O,O
ZTOJSLI,X,O,O,X,O,X
ZTOSILJ,O,O,O,O,O,X
ZTOSIJL,X,O,O,O,O,O
ZTOSLIJ,O,O,O,O,O,X
ZTOSLJI,O,X,O,X,O,X
ZTOSJIL,X,O,O,O,O,O
ZTOSJLI,X,O,O,X,O,X
ZITLJSO,O,X,O,X,X,O
ZITLJOS,O,X,O,O,X,O
ZITLSJO,O,X,O,X,O,X
ZITLSOJ,O,X,O,X,O,X
ZITLOJS,O,X,O,O,X,O
ZITLOSJ,O,X,O,X,O,X
ZITJLSO,O,X,O,X,X,O
ZITJLOS,O,O,O,O,X,O
ZITJSLO,X,O,O,X,O,O
ZITJSOL,X,O,O,O,O,O
ZITJOLS,O,O,O,O,X,O
ZITJOSL,X,O,O,O,O,O
ZITSLJO,O,X,O,O,O,X
ZITSLOJ,O,O,O,O,O,X
ZITSJLO,X,X,O,O,O,O
ZITSJOL,X,O,O,O,O,O
ZITSOLJ,O,O,O,O,O,X
ZITSOJL,X,O,O,O,O,O
ZITOLJS,O,X,O,O,X,O
ZITOLSJ,O,X,O,X,O,X
ZITOJLS,O,O,O,O,X,O
ZITOJSL,X,O,O,O,O,O
ZITOSLJ,O,O,O,O,O,X
ZITOSJL,X,O,O,O,O,O
ZILTJSO,O,X,X,X,X,O
ZILTJOS,O,X,X,X,X,O
ZILTSJO,O,X,X,X,O,X
ZILTSOJ,O,X,X,X,O,X
ZILTOJS,O,X,X,X,X,O
ZILTOSJ,O,X,X,X,O,X
ZILJTSO,X,X,X,X,X,O
ZILJTOS,X,X,X,X,X,O
ZILJSTO,X,X,X,X,X,O
ZILJSOT,O,X,X,X,X,O
ZILJOTS,X,X,X,X,X,O
ZILJOST,O,X,X,X,X,O
ZILSTJO,O,X,X,X,O,X
ZILSTOJ,O,X,X,X,O,X
ZILSJTO,X,X,X,X,O,X
ZILSJOT,O,X,X,X,O,X
ZILSOTJ,O,X,X,X,O,X
ZILSOJT,O,X,X,X,O,X
ZILOTJS,O,X,X,X,X,O
ZILOTSJ,O,X,X,X,O,X
ZILOJTS,X,X,X,X,X,O
ZILOJST,O,X,X,X,X,O
ZILOSTJ,O,X,X,X,O,X
ZILOSJT,O,X,X,X,O,X
ZIJTLSO,O,X,O,X,X,O
ZIJTLOS,O,O,O,X,X,O
ZIJTSLO,X,O,O,X,O,O
ZIJTSOL,X,O,O,X,O,O
ZIJTOLS,O,O,O,X,X,O
ZIJTOSL,X,O,O,X,O,O
ZIJLTSO,X,X,X,X,X,O
ZIJLTOS,X,O,X,X,X,O
ZIJLSTO,X,X,X,X,X,O
ZIJLSOT,O,X,X,X,X,O
ZIJLOTS,X,O,X,X,X,O
ZIJLOST,O,X,X,X,X,O
ZIJSTLO,X,O,O,X,O,O
ZIJSTOL,X,O,O,X,O,O
ZIJSLTO,X,O,X,X,O,O
ZIJSLOT,X,O,X,X,O,O
ZIJSOTL,X,O,O,X,O,O
ZIJSOLT,X,O,X,X,O,O
ZIJOTLS,O,O,O,X,X,O
ZIJOTSL,X,O,O,X,O,O
ZIJOLTS,X,O,X,X,X,O
ZIJOLST,O,X,X,X,X,O
ZIJOSTL,X,O,O,X,O,O
ZIJOSLT,X,O,X,X,O,O
ZISTLJO,O,X,O,O,O,X
ZISTLOJ,O,O,O,O,O,X
ZISTJLO,X,O,O,O,O,O
ZISTJOL,X,O,O,O,O,O
ZISTOLJ,O,O,O,O,O,X
ZISTOJL,X,O,O,O,O,O
ZISLTJO,X,X,X,X,O,X
ZISLTOJ,O,O,X,X,O,X
ZISLJTO,X,O,X,X,O,X
ZISLJOT,O,O,X,O,O,X
ZISLOTJ,O,O,X,X,O,X
ZISLOJT,O,O,X,O,O,X
ZISJTLO,X,O,O,X,O,O
ZISJTOL,X,O,O,O,O,O
ZISJLTO,X,O,X,X,O,O
ZISJLOT,X,O,X,O,O,O
ZISJOTL,X,O,O,O,O,O
ZISJOLT,X,O,X,O,O,O
ZISOTLJ,O,O,O,O,O,X
ZISOTJL,X,O,O,O,O,O
ZISOLTJ,O,O,X,X,O,X
ZISOLJT,O,O,X,O,O,X
ZISOJTL,X,O,O,O,O,O
ZISOJLT,X,O,X,O,O,O
ZIOTLJS,O,X,O,O,X,O
ZIOTLSJ,O,X,O,X,O,X
ZIOTJLS,O,O,O,O,X,O
ZIOTJSL,X,O,O,O,O,O
ZIOTSLJ,O,O,O,O,O,X
ZIOTSJL,X,O,O,O,O,O
ZIOLTJS,O,X,X,X,X,O
ZIOLTSJ,O,X,X,X,O,X
ZIOLJTS,X,X,X,X,X,O
ZIOLJST,O,X,X,X,X,O
ZIOLSTJ,O,X,X,X,O,X
ZIOLSJT,O,X,X,X,O,X
ZIOJTLS,O,O,O,X,X,O
ZIOJTSL,X,O,O,X,O,O
ZIOJLTS,X,O,X,X,X,O
ZIOJLST,O,X,X,X,X,O
ZIOJSTL,X,O,O,X,O,O
ZIOJSLT,X,O,X,X,O,O
ZIOSTLJ,O,O,O,O,O,X
ZIOSTJL,X,O,O,O,O,O
ZIOSLTJ,O,O,X,X,O,X
ZIOSLJT,O,O,X,O,O,X
ZIOSJTL,X,O,O,O,O,O
ZIOSJLT,X,O,X,O,O,O
ZLTIJSO,O,X,O,X,X,O
ZLTIJOS,O,X,O,O,X,O
ZLTISJO,O,X,O,X,O,X
ZLTISOJ,O,X,O,X,O,X
ZLTIOJS,O,X,O,O,X,O
ZLTIOSJ,O,X,O,X,O,X
ZLTJISO,O,X,O,X,X,O
ZLTJIOS,O,O,O,X,X,O
ZLTJSIO,O,O,O,X,X,X
ZLTJSOI,O,O,O,X,X,X
ZLTJOIS,O,O,O,X,X,O
ZLTJOSI,O,O,O,X,X,X
ZLTSIJO,O,X,O,O,O,X
ZLTSIOJ,O,O,O,O,O,X
ZLTSJIO,O,X,O,X,X,X
ZLTSJOI,O,X,O,X,O,X
ZLTSOIJ,O,O,O,O,O,X
ZLTSOJI,O,X,O,X,O,X
ZLTOIJS,O,X,O,O,X,O
ZLTOISJ,O,X,O,X,O,X
ZLTOJIS,O,O,O,X,X,O
ZLTOJSI,O,O,O,X,X,X
ZLTOSIJ,O,O,O,O,O,X
ZLTOSJI,O,X,O,X,O,X
ZLITJSO,O,X,X,X,X,O
ZLITJOS,O,X,X,X,X,O
ZLITSJO,O,X,X,X,O,X
ZLITSOJ,O,X,X,X,O,X
ZLITOJS,O,X,X,X,X,O
ZLITOSJ,O,X,X,X,O,X
ZLIJTSO,X,X,X,X,X,O
ZLIJTOS,X,X,X,X,X,O
ZLIJSTO,X,X,X,X,X,O
ZLIJSOT,O,X,X,X,X,O
ZLIJOTS,X,X,X,X,X,O
ZLIJOST,O,X,X,X,X,O
ZLISTJO,O,X,X,X,O,X
ZLISTOJ,O,X,X,X,O,X
ZLISJTO,X,X,X,X,O,X
ZLISJOT,O,X,X,X,O,X
ZLISOTJ,O,X,X,X,O,X
ZLISOJT,O,X,X,X,O,X
ZLIOTJS,O,X,X,X,X,O
ZLIOTSJ,O,X,X,X,O,X
ZLIOJTS,X,X,X,X,X,O
ZLIOJST,O,X,X,X,X,O
ZLIOSTJ,O,X,X,X,O,X
ZLIOSJT,O,X,X,X,O,X
ZLJTISO,O,X,O,X,X,O
ZLJTIOS,O,O,O,X,X,O
ZLJTSIO,O,O,O,X,X,X
ZLJTSOI,O,O,O,X,X,X
ZLJTOIS,O,O,O,X,X,O
ZLJTOSI,O,O,O,X,X,X
ZLJITSO,X,X,X,X,X,O
ZLJITOS,X,O,X,X,X,O
ZLJISTO,X,X,X,X,X,O
ZLJISOT,O,X,X,X,X,O
ZLJIOTS,X,O,X,X,X,O
ZLJIOST,O,X,X,X,X,O
ZLJSTIO,O,O,O,X,X,X
ZLJSTOI,O,O,O,X,X,X
ZLJSITO,X,O,X,X,X,X
ZLJSIOT,O,O,X,X,X,X
ZLJSOTI,O,O,O,X,X,X
ZLJSOIT,O,O,X,X,X,X
ZLJOTIS,O,O,O,X,X,O
ZLJOTSI,O,O,O,X,X,X
ZLJOITS,X,O,X,X,X,O
ZLJOIST,O,X,X,X,X,O
ZLJOSTI,O,O,O,X,X,X
ZLJOSIT,O,O,X,X,X,X
ZLSTIJO,O,X,O,O,O,X
ZLSTIOJ,O,O,O,O,O,X
ZLSTJIO,O,X,O,X,X,X
ZLSTJOI,O,X,O,X,O,X
ZLSTOIJ,O,O,O,O,O,X
ZLSTOJI,O,X,O,X,O,X
ZLSITJO,O,X,X,X,O,X
ZLSITOJ,O,O,X,X,O,X
ZLSIJTO,X,O,X,X,O,X
ZLSIJOT,O,O,X,O,O,X
ZLSIOTJ,O,O,X,X,O,X
ZLSIOJT,O,O,X,O,O,X
ZLSJTIO,O,X,O,X,X,X
ZLSJTOI,O,X,O,X,O,X
ZLSJITO,X,X,X,X,O,X
ZLSJIOT,O,X,X,O,O,X
ZLSJOTI,O,X,O,X,O,X
ZLSJOIT,O,X,X,O,O,X
ZLSOTIJ,O,O,O,O,O,X
ZLSOTJI,O,X,O,X,O,X
ZLSOITJ,O,O,X,X,O,X
ZLSOIJT,O,O,X,O,O,X
ZLSOJTI,O,X,O,X,O,X
ZLSOJIT,O,X,X,O,O,X
ZLOTIJS,O,X,O,O,X,O
ZLOTISJ,O,X,O,X,O,X
ZLOTJIS,O,O,O,X,X,O
ZLOTJSI,O,O,O,X,X,X
ZLOTSIJ,O,O,O,O,O,X
ZLOTSJI,O,X,O,X,O,X
ZLOITJS,O,X,X,X,X,O
ZLOITSJ,O,X,X,X,O,X
ZLOIJTS,X,X,X,X,X,O
ZLOIJST,O,X,X,X,X,O
ZLOISTJ,O,X,X,X,O,X
ZLOISJT,O,X,X,X,O,X
ZLOJTIS,O,O,O,X,X,O
ZLOJTSI,O,O,O,X,X,X
ZLOJITS,X,O,X,X,X,O
ZLOJIST,O,X,X,X,X,O
ZLOJSTI,O,O,O,X,X,X
ZLOJSIT,O,O,X,X,X,X
ZLOSTIJ,O,O,O,O,O,X
ZLOSTJI,O,X,O,X,O,X
ZLOSITJ,O,O,X,X,O,X
ZLOSIJT,O,O,X,O,O,X
ZLOSJTI,O,X,O,X,O,X
ZLOSJIT,O,X,X,O,O,X
ZJTILSO,O,X,O,X,X,O
ZJTILOS,O,O,O,O,X,O
ZJTISLO,X,O,O,X,O,O
ZJTISOL,X,O,O,O,O,O
ZJTIOLS,O,O,O,O,X,O
ZJTIOSL,X,O,O,O,O,O
ZJTLISO,O,X,O,X,X,O
ZJTLIOS,O,O,O,X,X,O
ZJTLSIO,O,O,O,X,X,X
ZJTLSOI,O,O,O,X,X,X
ZJTLOIS,O,O,O,X,X,O
ZJTLOSI,O,O,O,X,X,X
ZJTSILO,X,O,O,O,O,O
ZJTSIOL,X,O,O,O,O,O
ZJTSLIO,X,O,O,X,X,X
ZJTSLOI,X,O,O,X,O,X
ZJTSOIL,X,O,O,O,O,O
ZJTSOLI,X,O,O,X,O,X
ZJTOILS,O,O,O,O,X,O
ZJTOISL,X,O,O,O,O,O
ZJTOLIS,O,O,O,X,X,O
ZJTOLSI,O,O,O,X,X,X
ZJTOSIL,X,O,O,O,O,O
ZJTOSLI,X,O,O,X,O,X
ZJITLSO,O,X,O,X,X,O
ZJITLOS,O,O,O,X,X,O
ZJITSLO,X,O,O,X,O,O
ZJITSOL,X,O,O,X,O,O
ZJITOLS,O,O,O,X,X,O
ZJITOSL,X,O,O,X,O,O
ZJILTSO,X,X,X,X,X,O
ZJILTOS,X,O,X,X,X,O
ZJILSTO,X,X,X,X,X,O
ZJILSOT,O,X,X,X,X,O
ZJILOTS,X,O,X,X,X,O
ZJILOST,O,X,X,X,X,O
ZJISTLO,X,O,O,X,O,O
ZJISTOL,X,O,O,X,O,O
ZJISLTO,X,O,X,X,O,O
ZJISLOT,X,O,X,X,O,O
ZJISOTL,X,O,O,X,O,O
ZJISOLT,X,O,X,X,O,O
ZJIOTLS,O,O,O,X,X,O
ZJIOTSL,X,O,O,X,O,O
ZJIOLTS,X,O,X,X,X,O
ZJIOLST,O,X,X,X,X,O
ZJIOSTL,X,O,O,X,O,O
ZJIOSLT,X,O,X,X,O,O
ZJLTISO,O,X,O,X,X,O
ZJLTIOS,O,O,O,X,X,O
ZJLTSIO,O,O,O,X,X,X
ZJLTSOI,O,O,O,X,X,X
ZJLTOIS,O,O,O,X,X,O
ZJLTOSI,O,O,O,X,X,X
ZJLITSO,X,X,X,X,X,O
ZJLITOS,X,O,X,X,X,O
ZJLISTO,X,X,X,X,X,O
ZJLISOT,O,X,X,X,X,O
ZJLIOTS,X,O,X,X,X,O
ZJLIOST,O,X,X,X,X,O
ZJLSTIO,O,O,O,X,X,X
ZJLSTOI,O,O,O,X,X,X
ZJLSITO,X,O,X,X,X,X
ZJLSIOT,O,O,X,X,X,X
ZJLSOTI,O,O,O,X,X,X
ZJLSOIT,O,O,X,X,X,X
ZJLOTIS,O,O,O,X,X,O
ZJLOTSI,O,O,O,X,X,X
ZJLOITS,X,O,X,X,X,O
ZJLOIST,O,X,X,X,X,O
ZJLOSTI,O,O,O,X,X,X
ZJLOSIT,O,O,X,X,X,X
ZJSTILO,X,O,O,O,O,O
ZJSTIOL,X,O,O,O,O,O
ZJSTLIO,X,O,O,X,X,X
ZJSTLOI,X,O,O,X,O,X
ZJSTOIL,X,O,O,O,O,O
ZJSTOLI,X,O,O,X,O,X
ZJSITLO,X,O,O,X,O,O
ZJSITOL,X,O,O,O,O,O
ZJSILTO,X,O,X,X,O,O
ZJSILOT,X,O,X,O,O,O
ZJSIOTL,X,O,O,O,O,O
ZJSIOLT,X,O,X,O,O,O
ZJSLTIO,X,O,O,X,X,X
ZJSLTOI,X,O,O,X,O,X
ZJSLITO,X,O,X,X,O,X
ZJSLIOT,X,O,X,O,O,X
ZJSLOTI,X,O,O,X,O,X
ZJSLOIT,X,O,X,O,O,X
ZJSOTIL,X,O,O,O,O,O
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,X,O,O,O,O,O
ZJSOILT,X,O,X,O,O,O
ZJSOLTI,X,O,O,X,O,X
ZJSOLIT,X,O,X,O,O,X
ZJOTILS,O,O,O,O,X,O
ZJOTISL,X,O,O,O,O,O
ZJOTLIS,O,O,O,X,X,O
ZJOTLSI,O,O,O,X,X,X
ZJOTSIL,X,O,O,O,O,O
ZJOTSLI,X,O,O,X,O,X
ZJOITLS,O,O,O,X,X,O
ZJOITSL,X,O,O,X,O,O
ZJOILTS,X,O,X,X,X,O
ZJOILST,O,X,X,X,X,O
ZJOISTL,X,O,O,X,O,O
ZJOISLT,X,O,X,X,O,O
ZJOLTIS,O,O,O,X,X,O
ZJOLTSI,O,O,O,X,X,X
ZJOLITS,X,O,X,X,X,O
ZJOLIST,O,X,X,X,X,O
ZJOLSTI,O,O,O,X,X,X
ZJOLSIT,O,O,X,X,X,X
ZJOSTIL,X,O,O,O,O,O
ZJOSTLI,X,O,O,X,O,X
ZJOSITL,X,O,O,O,O,O
ZJOSILT,X,O,X,O,O,O
ZJOSLTI,X,O,O,X,O,X
ZJOSLIT,X,O,X,O,O,X
ZSTILJO,O,X,O,O,O,X
ZSTILOJ,O,O,O,O,O,X
