sequence,v115@AhA8IeE8EeB8HeC8CeA8Je/EJvhFalBxhBTjB2uBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Jem/IvhFxhBTjBKpBfqBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Je2EJvhFxhBTjB3kByuBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBTjB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBcpBeqBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBmpBUsBFt?B3pB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBTjByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBikB3pBUsBFt?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBToB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFOpBToB6pBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhF6pBToBOpBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBToByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexCJvhFikBToB0mB3pB1x?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBmkB0pBFsBXt?BipB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFTjB6pBOpBlmBcs?BXtB
LTOZIJS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LTOZISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTOZJIS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LTOZJSI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LTOZSIJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTOZSJI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LITJSZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LITJZSO,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LITJZOS,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X
LITJOSZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LITSJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LITSZJO,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LITSZOJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LITSOJZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O
LITSOZJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,O
LITZJSO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
LITZJOS,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LITZSJO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
LITZSOJ,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
LITZOJS,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LITZOSJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LITOJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LITOJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
LITOSJZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
LITOSZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LITOZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LIJTSZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LIJTZSO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LIJTZOS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LIJTOSZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LIJSTZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJSZTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LIJSZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJSOZT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LIJZTSO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LIJZTOS,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LIJZSTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LIJZSOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LIJZOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LIJOSTZ,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIJOSZT,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIJOZTS,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISTJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LISTZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LISTOJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LISTOZJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
LISJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LISJZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LISJOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LISZTJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LISZTOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LISZJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LISZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
LISZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LISOTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LISOTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LISOJTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
LISOJZT,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
LISOZTJ,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
LISOZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIZTJSO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
LIZTJOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZTSJO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
LIZTSOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
LIZTOJS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZTOSJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LIZJTSO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
LIZJTOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZJSTO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LIZSTOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LIZSJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LIZSJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
LIZSOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZOTJS,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
LIZOTSJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
LIZOJTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LIZOJST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOSTJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOSJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
LIOTSJZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LIOTZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LIOTZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOSTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOSJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOSJZT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOSZTJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOSZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOZTJS,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
LIOZTSJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
LIOZJTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LIOZJST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOZSJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTISZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTIZSO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTIZOS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTIOSZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTSZIO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTSOZI,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTZISO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTZIOS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTZSIO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTZSOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTZOIS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTZOSI,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTOISZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTOSIZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJITSZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJITSOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJITZOS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJITOSZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJISTZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJISOZT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJIZTSO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJIZTOS,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJIZSTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJIZSOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LJIZOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJIOZTS,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJSTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSTZIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJSIOZT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJSZTIO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJSOIZT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJSOZTI,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSOZIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZTIOS,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZTSIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZTSOI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZTOIS,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZTOSI,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZITSO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZITOS,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZISTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJZISOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LJZIOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJZSTOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJZSITO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJZSIOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LJZSOIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZOTSI,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZOITS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZOIST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LJZOSIT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOISZT,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOIZTS,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOSTIZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOSZIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOZTSI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTIZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTIOJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSTIOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
LSTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LSTJOZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LSTZIJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTZIOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTZJIO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTZJOI,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTZOIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
LSTZOJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
LSTOIJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSTOIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
LSTOJIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LSTOJZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LSTOZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
LSTOZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
LSITJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSITJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSITZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSITOJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSITOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
LSIJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIJZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LSIJOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LSIZTJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSIZTOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSIZJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSIZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
LSIZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LSIOTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LSIOTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LSIOJTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
LSIOJZT,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
LSIOZTJ,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
LSIOZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LSJTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJTOZI,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
LSJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJIZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LSJIOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LSJZTIO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJZTOI,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJZITO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LSJOIZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LSJOZTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOZIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZTIOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZTJIO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZTJOI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZTOIJ,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
LSZTOJI,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
LSZITJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZITOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZIJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZIJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
LSZIOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LSZJTIO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZJTOI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZJITO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
LSZJIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LSZJOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
LSZOIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LSZOJTI,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LSZOJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOTIZJ,X,O,X,X,X,X,O,O,X,X,X,X,O,X,O
LSOTJIZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOTJZI,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSOTZIJ,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LSOTZJI,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
