sequence,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBcnBTjBXrBFt?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFzgBFiBXjBctBxr?BSwB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBFjBTnBctBXr?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFlhB+oB/rBTnBat?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFGiBTjByrBFtB/r?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFSnBTjBmlB8rBFt?BXrB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFmlBSsBToB8rBXr?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFUiBToBxrBqqB/r?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhF0iB6oB3mBmsBlq?BTrB
JSLIZOT,X,X,O,X,X,X,X,X,X
JSLIOTZ,X,X,X,O,X,X,X,X,X
JSLIOZT,X,X,O,O,X,X,O,X,X
JSLZTIO,O,X,X,X,X,X,X,X,O
JSLZTOI,O,X,X,X,X,X,X,X,O
JSLZITO,O,X,X,X,X,X,X,X,O
JSLZIOT,X,X,O,X,X,X,X,X,X
JSLZOTI,X,X,O,X,X,X,X,X,O
JSLZOIT,X,X,O,X,X,X,X,X,X
JSLOTIZ,X,X,X,O,X,X,X,X,O
JSLOTZI,X,X,X,O,X,X,X,X,O
JSLOITZ,X,X,X,O,X,X,X,X,X
JSLOIZT,X,X,O,O,X,X,O,X,X
JSLOZTI,X,X,O,O,X,X,O,X,O
JSLOZIT,X,X,O,O,X,X,O,X,X
JSZTILO,O,O,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,X,O
JSZTLOI,O,O,X,X,X,X,X,X,O
JSZTOIL,O,O,X,X,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X,O
JSZILOT,X,O,O,X,X,X,X,X,X
JSZIOTL,X,O,O,O,X,X,X,X,X
JSZIOLT,X,O,O,O,X,X,X,X,X
JSZLTIO,O,O,X,X,X,X,X,X,O
JSZLTOI,O,O,X,X,X,X,X,X,O
JSZLITO,O,O,X,X,X,X,X,X,O
JSZLIOT,X,O,O,X,X,X,X,X,X
JSZLOTI,X,O,O,X,X,X,X,X,O
JSZLOIT,X,O,O,X,X,X,X,X,X
JSZOTIL,X,O,O,O,X,X,X,X,X
JSZOTLI,X,O,O,O,X,X,X,X,X
JSZOITL,X,O,O,O,X,X,X,X,X
JSZOILT,X,O,O,O,X,X,X,X,X
JSZOLTI,X,O,O,O,X,X,X,X,O
JSZOLIT,X,O,O,O,X,X,X,X,X
JSOTILZ,X,X,X,O,X,X,X,X,X
JSOTIZL,X,X,X,O,X,X,X,X,X
JSOTLIZ,X,X,X,O,X,X,X,X,X
JSOTLZI,X,X,X,O,X,X,X,X,X
JSOTZIL,X,X,X,O,X,X,X,X,X
JSOTZLI,X,X,X,O,X,X,X,X,X
JSOITLZ,X,X,X,O,X,X,X,X,X
JSOITZL,X,O,X,O,X,X,X,X,X
JSOILTZ,X,X,X,O,X,X,X,O,X
JSOILZT,X,X,O,O,X,X,O,O,X
JSOIZTL,X,O,O,O,X,X,X,X,X
JSOIZLT,X,O,O,O,X,X,X,X,X
JSOLTIZ,X,X,X,O,X,X,X,X,O
JSOLTZI,X,X,X,O,X,X,X,X,O
JSOLITZ,X,X,X,O,X,X,X,X,X
JSOLIZT,X,X,O,O,X,X,O,X,X
JSOLZTI,X,X,O,O,X,X,O,X,O
JSOLZIT,X,X,O,O,X,X,O,X,X
JSOZTIL,X,O,O,O,X,X,X,X,X
JSOZTLI,X,O,O,O,X,X,X,X,X
JSOZITL,X,O,O,O,X,X,X,X,X
JSOZILT,X,O,O,O,X,X,X,X,X
JSOZLTI,X,O,O,O,X,X,X,X,O
JSOZLIT,X,O,O,O,X,X,X,X,X
JZTILSO,X,O,X,X,X,X,X,X,X
JZTILOS,X,O,X,X,X,O,X,X,X
JZTISLO,O,O,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,X,X
JZTIOLS,X,O,X,X,X,O,X,X,X
JZTIOSL,O,O,O,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,X,X,X
JZTLIOS,X,X,X,X,X,O,X,X,X
JZTLSIO,X,X,X,X,X,X,X,X,O
JZTLSOI,X,X,X,X,X,X,X,X,O
JZTLOIS,X,X,X,X,X,O,X,X,X
JZTLOSI,X,X,X,X,X,O,X,X,X
JZTSILO,O,O,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,O
JZTSLOI,O,O,X,X,X,X,X,X,O
JZTSOIL,O,O,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,X
JZTOILS,X,O,X,X,X,O,X,X,X
JZTOISL,O,O,O,X,X,X,X,X,X
JZTOLIS,X,X,X,X,X,O,X,X,X
JZTOLSI,X,X,X,X,X,O,X,X,X
JZTOSIL,O,O,O,X,X,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X,X
JZITLOS,X,O,X,X,X,O,X,X,X
JZITSLO,O,O,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,X,X
JZITOLS,X,O,X,X,X,O,X,X,X
JZITOSL,O,O,O,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X,X
JZILTOS,X,O,X,X,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,X,X,O
JZILSOT,X,O,O,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,O,X,X
JZILOST,X,O,X,X,X,X,O,X,X
JZISTLO,O,O,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X,O
JZISLOT,X,O,O,X,X,X,X,X,X
JZISOTL,X,O,O,O,X,X,X,X,X
JZISOLT,X,O,O,O,X,X,X,X,X
JZIOTLS,X,O,X,X,X,X,X,X,X
JZIOTSL,X,O,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,O,X,X
JZIOLST,X,O,X,X,X,X,O,O,X
JZIOSTL,X,O,O,O,X,X,X,X,X
JZIOSLT,X,O,O,O,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,X,X,X
JZLTIOS,X,X,X,X,X,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,X,O
JZLTSOI,X,X,X,X,X,X,X,X,O
JZLTOIS,X,X,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,X,X,X
JZLITOS,X,O,X,X,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,X,X,O
JZLISOT,X,O,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,O,X,X
JZLIOST,X,O,X,X,X,X,O,X,X
JZLSTIO,X,O,X,X,X,X,X,X,O
JZLSTOI,X,O,X,X,X,X,X,X,O
JZLSITO,X,O,X,X,X,X,X,X,O
JZLSIOT,X,O,O,X,X,X,X,X,X
JZLSOTI,X,O,O,X,X,X,X,X,O
JZLSOIT,X,O,O,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,O,X,X
JZLOTSI,X,X,X,X,X,X,O,X,X
JZLOITS,X,O,X,X,X,X,O,X,X
JZLOIST,X,O,X,X,X,X,O,X,X
JZLOSTI,X,O,X,X,X,X,O,X,O
JZLOSIT,X,O,X,X,X,X,O,X,X
JZSTILO,O,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X,O
JZSTLOI,O,O,X,X,X,X,X,X,O
JZSTOIL,O,O,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X,O
JZSILOT,X,O,O,X,X,X,X,X,X
JZSIOTL,X,O,O,O,X,X,X,X,X
JZSIOLT,X,O,O,O,X,X,X,X,X
JZSLTIO,O,O,X,X,X,X,X,X,O
JZSLTOI,O,O,X,X,X,X,X,X,O
JZSLITO,O,O,X,X,X,X,X,X,O
JZSLIOT,X,O,O,X,X,X,X,X,X
JZSLOTI,X,O,O,X,X,X,X,X,O
JZSLOIT,X,O,O,X,X,X,X,X,X
JZSOTIL,X,O,O,O,X,X,X,X,X
JZSOTLI,X,O,O,O,X,X,X,X,X
JZSOITL,X,O,O,O,X,X,X,X,X
JZSOILT,X,O,O,O,X,X,X,X,X
JZSOLTI,X,O,O,O,X,X,X,X,O
JZSOLIT,X,O,O,O,X,X,X,X,X
JZOTILS,X,O,X,X,X,X,X,X,X
JZOTISL,X,O,O,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,X,X
JZOTSIL,X,O,O,X,X,X,X,X,X
JZOTSLI,X,O,O,X,X,X,X,X,X
JZOITLS,X,O,X,X,X,X,X,X,X
JZOITSL,X,O,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,O,X,X
JZOILST,X,O,X,X,X,X,O,O,X
JZOISTL,X,O,O,O,X,X,X,X,X
JZOISLT,X,O,O,O,X,X,X,X,X
JZOLTIS,X,X,X,X,X,X,O,X,X
JZOLTSI,X,X,X,X,X,X,O,X,X
JZOLITS,X,O,X,X,X,X,O,X,X
JZOLIST,X,O,X,X,X,X,O,X,X
JZOLSTI,X,O,X,X,X,X,O,X,O
JZOLSIT,X,O,X,X,X,X,O,X,X
JZOSTIL,X,O,O,O,X,X,X,X,X
JZOSTLI,X,O,O,O,X,X,X,X,X
JZOSITL,X,O,O,O,X,X,X,X,X
JZOSILT,X,O,O,O,X,X,X,X,X
JZOSLTI,X,O,O,O,X,X,X,X,O
JZOSLIT,X,O,O,O,X,X,X,X,X
JOTILSZ,X,X,X,X,X,O,X,O,X
JOTILZS,X,O,X,X,X,O,O,X,X
JOTISLZ,X,X,X,O,X,O,X,X,X
JOTISZL,X,O,X,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,O,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,O,X,X,X
JOTLIZS,X,X,X,X,X,O,O,X,X
JOTLSIZ,X,X,X,X,X,O,X,X,X
JOTLSZI,X,X,X,X,X,O,X,X,X
JOTLZIS,X,X,X,X,X,O,O,X,X
JOTLZSI,X,X,X,X,X,O,O,X,X
JOTSILZ,X,X,X,O,X,O,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,X
JOTSLIZ,X,X,X,O,X,O,X,X,X
JOTSLZI,X,X,X,O,X,O,X,X,X
JOTSZIL,X,X,X,O,X,X,X,X,X
JOTSZLI,X,X,X,O,X,X,X,X,X
JOTZILS,X,O,X,X,X,O,X,X,X
JOTZISL,X,O,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,O,X,X,X
JOTZLSI,X,X,X,X,X,O,X,X,X
JOTZSIL,X,O,X,X,X,X,X,X,X
JOTZSLI,X,O,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,O,X,O,X
JOITLZS,X,O,X,X,X,O,O,X,X
JOITSLZ,X,X,X,O,X,O,X,X,X
JOITSZL,X,O,X,O,X,X,X,X,X
JOITZLS,X,O,X,X,X,O,X,X,X
JOITZSL,X,O,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,X,O,X
JOILTZS,X,O,X,X,X,X,O,X,X
JOILSTZ,X,X,X,O,X,X,X,O,X
JOILSZT,X,X,X,O,X,X,O,O,X
JOILZTS,X,O,X,X,X,X,O,X,X
JOILZST,X,O,X,X,X,X,O,O,X
JOISTLZ,X,X,X,O,X,X,X,X,X
JOISTZL,X,O,X,O,X,X,X,X,X
JOISLTZ,X,X,X,O,X,X,X,O,X
JOISLZT,X,X,O,O,X,X,O,O,X
JOISZTL,X,O,O,O,X,X,X,X,X
JOISZLT,X,O,O,O,X,X,X,O,X
JOIZTLS,X,O,X,X,X,X,X,X,X
JOIZTSL,X,O,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,O,X,X
JOIZLST,X,O,X,X,X,X,O,O,X
JOIZSTL,X,O,O,O,X,X,X,X,X
JOIZSLT,X,O,O,O,X,X,X,O,X
JOLTISZ,X,X,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,X,X,O,X,X
JOLTSIZ,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,O,X,X
JOLTZSI,X,X,X,X,X,X,O,X,X
JOLITSZ,X,X,X,X,X,X,X,O,X
JOLITZS,X,O,X,X,X,X,O,X,X
JOLISTZ,X,X,X,O,X,X,X,O,X
JOLISZT,X,X,X,O,X,X,O,O,X
JOLIZTS,X,O,X,X,X,X,O,X,X
JOLIZST,X,O,X,X,X,X,O,O,X
JOLSTIZ,X,X,X,O,X,X,X,X,O
JOLSTZI,X,X,X,O,X,X,X,X,O
JOLSITZ,X,X,X,O,X,X,X,X,X
JOLSIZT,X,X,X,O,X,X,O,X,X
JOLSZTI,X,X,X,O,X,X,O,X,O
JOLSZIT,X,X,X,O,X,X,O,X,X
JOLZTIS,X,X,X,X,X,X,O,X,X
JOLZTSI,X,X,X,X,X,X,O,X,X
JOLZITS,X,O,X,X,X,X,O,X,X
JOLZIST,X,O,X,X,X,X,O,X,X
JOLZSTI,X,O,X,X,X,X,O,X,O
JOLZSIT,X,O,X,X,X,X,O,X,X
JOSTILZ,X,X,X,O,X,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,X
JOSTLIZ,X,X,X,O,X,X,X,X,X
JOSTLZI,X,X,X,O,X,X,X,X,X
JOSTZIL,X,X,X,O,X,X,X,X,X
JOSTZLI,X,X,X,O,X,X,X,X,X
JOSITLZ,X,X,X,O,X,X,X,X,X
JOSITZL,X,O,X,O,X,X,X,X,X
JOSILTZ,X,X,X,O,X,X,X,O,X
JOSILZT,X,X,O,O,X,X,O,O,X
JOSIZTL,X,O,O,O,X,X,X,X,X
JOSIZLT,X,O,O,O,X,X,X,X,X
JOSLTIZ,X,X,X,O,X,X,X,X,O
JOSLTZI,X,X,X,O,X,X,X,X,O
JOSLITZ,X,X,X,O,X,X,X,X,X
JOSLIZT,X,X,O,O,X,X,O,X,X
JOSLZTI,X,X,O,O,X,X,O,X,O
JOSLZIT,X,X,O,O,X,X,O,X,X
JOSZTIL,X,O,O,O,X,X,X,X,X
JOSZTLI,X,O,O,O,X,X,X,X,X
JOSZITL,X,O,O,O,X,X,X,X,X
JOSZILT,X,O,O,O,X,X,X,X,X
JOSZLTI,X,O,O,O,X,X,X,X,O
JOSZLIT,X,O,O,O,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,X,X
JOZTISL,X,O,O,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,O,X,X,X,X,X,X
JOZTSLI,X,O,O,X,X,X,X,X,X
JOZITLS,X,O,X,X,X,X,X,X,X
JOZITSL,X,O,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,O,X,X
JOZILST,X,O,X,X,X,X,O,O,X
JOZISTL,X,O,O,O,X,X,X,X,X
JOZISLT,X,O,O,O,X,X,X,X,X
JOZLTIS,X,X,X,X,X,X,O,X,X
JOZLTSI,X,X,X,X,X,X,O,X,X
JOZLITS,X,O,X,X,X,X,O,X,X
JOZLIST,X,O,X,X,X,X,O,X,X
JOZLSTI,X,O,X,X,X,X,O,X,O
JOZLSIT,X,O,X,X,X,X,O,X,X
JOZSTIL,X,O,O,O,X,X,X,X,X
JOZSTLI,X,O,O,O,X,X,X,X,X
JOZSITL,X,O,O,O,X,X,X,X,X
JOZSILT,X,O,O,O,X,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X,O
JOZSLIT,X,O,O,O,X,X,X,X,X
STILJZO,O,X,X,X,O,X,X,X,X
STILJOZ,O,X,X,X,O,O,X,X,X
STILZJO,O,X,X,X,O,X,X,X,X
STILZOJ,O,X,O,X,O,X,X,X,X
STILOJZ,O,X,X,O,O,O,X,X,X
STILOZJ,O,X,O,X,O,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,O,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,O,X,X,X
STIJOZL,O,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X,X
STIZOJL,O,X,O,O,X,X,X,X,X
STIOLJZ,O,X,X,O,O,O,X,X,X
STIOLZJ,O,X,O,X,O,X,X,X,X
STIOJLZ,O,X,X,O,X,O,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X
STIOZLJ,O,X,O,X,X,X,X,X,X
STIOZJL,O,X,O,O,X,X,X,X,X
STLIJZO,O,X,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,O,O,X,X,X
STLIZJO,O,X,X,X,O,X,X,X,X
STLIZOJ,O,X,O,X,O,X,X,X,X
STLIOJZ,O,X,X,O,O,O,X,X,X
STLIOZJ,O,X,O,X,O,X,X,X,X
STLJIZO,O,X,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,O,O,X,X,X
STLJZIO,O,X,X,X,O,X,X,X,X
STLJZOI,O,X,X,X,O,X,X,X,X
STLJOIZ,O,X,X,X,O,O,X,X,X
STLJOZI,O,X,X,X,O,O,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,X
STLZIOJ,O,X,O,X,O,X,X,X,X
STLZJIO,O,X,X,X,O,X,X,X,X
STLZJOI,O,X,X,X,O,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X
STLZOJI,O,X,O,X,O,X,X,X,X
STLOIJZ,O,X,X,O,O,O,X,X,X
STLOIZJ,O,X,O,X,O,X,X,X,X
STLOJIZ,O,X,X,O,O,O,X,X,X
STLOJZI,O,X,X,O,O,O,X,X,X
STLOZIJ,O,X,O,X,O,X,X,X,X
STLOZJI,O,X,O,X,O,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,O,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,O,X,X,X
STJIOZL,O,X,X,O,X,X,X,X,X
STJLIZO,O,X,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,O,O,X,X,X
STJLZIO,O,X,X,X,O,X,X,X,X
STJLZOI,O,X,X,X,O,X,X,X,X
STJLOIZ,O,X,X,X,O,O,X,X,X
STJLOZI,O,X,X,X,O,O,X,X,X
STJZILO,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,O,X,X,X
STJOIZL,O,X,X,O,X,X,X,X,X
STJOLIZ,O,X,X,O,O,O,X,X,X
STJOLZI,O,X,X,O,O,O,X,X,X
STJOZIL,O,X,X,O,X,X,X,X,X
STJOZLI,O,X,X,O,X,X,X,X,X
STZILJO,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,X,X
STZIOJL,O,X,O,O,X,X,X,X,X
STZLIJO,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,X,X
STZOIJL,O,X,O,O,X,X,X,X,X
STZOLIJ,O,X,O,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X
STZOJIL,O,X,O,O,X,X,X,X,X
STZOJLI,O,X,O,O,X,X,X,X,X
STOILJZ,O,X,X,O,O,O,X,X,X
STOILZJ,O,X,O,X,O,X,X,X,X
STOIJLZ,O,X,X,O,X,O,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,X,X,X
STOLIJZ,O,X,X,O,O,O,X,X,X
STOLIZJ,O,X,O,X,O,X,X,X,X
STOLJIZ,O,X,X,O,O,O,X,X,X
STOLJZI,O,X,X,O,O,O,X,X,X
STOLZIJ,O,X,O,X,O,X,X,X,X
STOLZJI,O,X,O,X,O,X,X,X,X
STOJILZ,O,X,X,O,X,O,X,X,X
STOJIZL,O,X,X,O,X,X,X,X,X
STOJLIZ,O,X,X,O,O,O,X,X,X
STOJLZI,O,X,X,O,O,O,X,X,X
STOJZIL,O,X,X,O,X,X,X,X,X
STOJZLI,O,X,X,O,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,X,X
STOZIJL,O,X,O,O,X,X,X,X,X
STOZLIJ,O,X,O,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,X,X,X
STOZJIL,O,X,O,O,X,X,X,X,X
STOZJLI,O,X,O,O,X,X,X,X,X
SITLJZO,O,X,X,X,O,X,X,X,X
SITLJOZ,O,X,X,X,O,O,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X
SITLZOJ,O,X,O,X,O,X,X,X,X
SITLOJZ,O,X,X,O,O,O,X,X,X
SITLOZJ,O,X,O,X,O,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,O,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,O,X,X,X
SITJOZL,O,O,X,O,X,X,X,X,X
SITZLJO,O,O,X,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,X,X
SITOLJZ,O,X,X,O,O,O,X,X,X
SITOLZJ,O,X,O,X,O,X,X,X,X
SITOJLZ,O,X,X,O,X,O,X,X,X
SITOJZL,O,O,X,O,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,X,X
SILTJZO,O,X,X,X,O,X,X,X,X
SILTJOZ,O,X,X,X,O,X,X,X,X
SILTZJO,O,X,X,X,O,X,X,X,X
SILTZOJ,O,X,O,X,O,X,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X
SILTOZJ,O,X,O,X,O,X,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,O,X,X
SILZTJO,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,O,X,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X
SILZOJT,X,X,O,X,X,X,X,X,X
SILOTJZ,O,X,X,O,X,X,X,X,X
SILOTZJ,O,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,O,X,X,O,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,X,O,X,X,X
SIJTOZL,O,O,X,O,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X,X,X
SIJZOTL,X,O,O,O,X,X,X,X,X
SIJZOLT,X,O,O,O,X,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,X,X
SIJOTZL,X,O,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,X,O,X
SIJOLZT,X,X,O,O,X,X,O,O,X
SIJOZTL,X,O,O,O,X,X,X,X,X
SIJOZLT,X,O,O,O,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,O,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X
SIZLJOT,X,O,O,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,X,X,X
SIZLOJT,X,O,O,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X,X
SIZJOTL,X,O,O,O,X,X,X,X,X
SIZJOLT,X,O,O,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,O,X
SIZOTJL,O,O,O,O,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,O,X
SIZOLJT,X,O,O,X,X,X,X,O,X
SIZOJTL,X,O,O,O,X,X,X,X,X
SIZOJLT,X,O,O,O,X,X,X,O,X
SIOTLJZ,O,X,X,O,X,X,X,O,X
SIOTLZJ,O,X,O,X,X,X,X,O,X
SIOTJLZ,O,X,X,O,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,O,X
SIOTZJL,O,O,O,O,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,O,X
SIOLTZJ,O,X,O,X,X,X,X,O,X
SIOLJTZ,X,X,X,O,X,X,X,O,X
