sequence,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeuEJvhF0iB6oB?/qBRmBFmBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFTjBClB?8qBGnBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeGAJvhFlhBzkB?8qBxnBCoBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFfmB0hB?xiBGqBFtBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBFjB?StBRqBuqB0sB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF1mB0iB?StBRqBuqBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFRhB3iB?FmBGqBCtBctB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeCAJvhFlhBXlB?8qBxnBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBlnB?ctBRqBuqBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFClB8qB?GnBToBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhF3hB0lB?xnBGoBzsBlqB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhFTgBlhB?8qBxnBWtBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Je3BJvhFFlBxnB?ClB8qBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFXjBRmB?ctBFmB6sBGqB
TJOLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOLSZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOLZIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSILZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TJOSIZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TJOSLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOSLZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOSZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TJOZISL,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJOZLIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TJOZLSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
TJOZSIL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
TJOZSLI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TSILJZO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
TSILJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TSILZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSILZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
TSILOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSILOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSIJLZO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSIJLOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSIJZLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSIJZOL,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIJOLZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSIJOZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSIZLJO,O,X,X,O,X,O,X,O,O,X,X,X,O,X
TSIZLOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
TSIZJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
TSIZJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
TSIZOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
TSIZOJL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
TSIOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSIOLZJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIOZLJ,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSIOZJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
TSLIJZO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
TSLIJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TSLIZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSLIZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
TSLIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSLIOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSLJIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLJIOZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLJZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLJOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLJOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLZIJO,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSLZIOJ,X,X,O,X,O,O,X,X,X,X,O,O,X,X
TSLZJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TSLZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSLOIZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TSLOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSJILOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSJIZOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TSJIOLZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSJIOZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSJLIZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJLIOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJLZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJLZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJLOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJLOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJZILO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZIOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOIL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSJOIZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSJOLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJOLZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJOZIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
TSZILOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
TSZIJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
TSZIJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
TSZIOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
TSZIOJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TSZLIJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TSZLIOJ,X,X,O,X,X,O,X,O,O,X,X,O,X,X
TSZLJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSZLJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZLOJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSZJILO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TSZJIOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSZJLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSZJLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSZJOIL,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZJOLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
TSZOIJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TSZOLIJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZOLJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSZOJIL,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZOJLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSOILJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOILZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TSOIJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOIJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOIZLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TSOIZJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TSOLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TSOLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSOJIZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOJLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TSOZIJL,O,X,O,O,X,X,X,O,X,X,X,X,O,X
TSOZLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOZLJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSOZJIL,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSOZJLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZILJSO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TZILJOS,X,X,X,X,X,O,O,X,O,O,X,O,X,X
TZILSJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TZILSOJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X
TZILOJS,X,X,O,X,X,O,X,X,O,X,X,O,X,X
TZILOSJ,X,X,X,X,X,O,X,X,O,X,X,O,X,X
TZIJLSO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TZIJLOS,X,X,X,X,X,O,O,X,O,O,X,O,X,X
TZIJSLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TZIJSOL,X,O,X,O,X,X,X,X,O,X,X,X,X,O
TZIJOLS,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TZIJOSL,X,X,O,X,X,X,X,X,O,X,X,X,X,O
TZISLJO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
TZISLOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
TZISJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
TZISJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,O
TZISOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
TZISOJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TZIOLJS,X,X,O,X,X,O,X,X,O,X,X,O,X,X
TZIOLSJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X
TZIOJLS,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TZIOJSL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TZIOSLJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TZIOSJL,X,X,O,O,X,X,X,O,O,X,X,X,X,X
TZLIJSO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TZLIJOS,X,X,X,X,X,O,O,X,O,O,X,O,X,X
TZLISJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TZLISOJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X
TZLIOJS,X,X,O,X,X,O,X,X,O,X,X,O,X,X
TZLIOSJ,X,X,X,X,X,O,X,X,O,X,X,O,X,X
TZLJISO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZLJIOS,X,X,X,X,X,O,O,X,X,O,X,O,X,X
TZLJSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZLJSOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZLJOIS,X,X,X,X,X,X,O,X,X,O,X,O,X,X
TZLJOSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TZLSIJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TZLSIOJ,X,X,O,X,X,O,X,O,O,X,X,O,X,X
TZLSJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZLSJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZLSOIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TZLSOJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZLOIJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZLOISJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TZLOJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZLOJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLOSIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TZLOSJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZJILSO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TZJILOS,X,X,X,X,X,O,O,X,O,O,X,O,X,X
TZJISLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TZJISOL,X,O,X,O,X,X,X,X,O,X,X,X,X,O
TZJIOLS,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TZJIOSL,X,X,O,X,X,X,X,X,O,X,X,X,X,O
TZJLISO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZJLIOS,X,X,X,X,X,O,O,X,X,O,X,O,X,X
TZJLSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJLSOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJLOIS,X,X,X,X,X,X,O,X,X,O,X,O,X,X
TZJLOSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TZJSILO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TZJSIOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
TZJSLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZJSLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZJSOIL,X,O,O,O,X,X,X,O,X,X,X,X,X,O
TZJSOLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZJOILS,X,X,O,X,X,X,O,X,X,O,X,X,X,X
TZJOISL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TZJOLIS,X,X,O,X,X,X,O,X,X,O,X,X,X,X
TZJOLSI,X,X,O,X,X,X,O,X,X,O,X,X,X,X
TZJOSIL,X,X,O,O,X,X,X,O,X,X,X,X,X,O
TZJOSLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZSILJO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
TZSILOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
TZSIJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
TZSIJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,O
TZSIOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
TZSIOJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TZSLIJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TZSLIOJ,X,X,O,X,X,O,X,O,O,X,X,O,X,X
TZSLJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZSLJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TZSLOJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZSJILO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TZSJIOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
TZSJLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZSJLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TZSJOIL,X,O,O,O,X,X,X,O,X,X,X,X,X,O
TZSJOLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSOILJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
TZSOIJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TZSOLIJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZSOLJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZSOJIL,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSOJLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZOILJS,X,X,O,X,X,O,X,X,O,X,X,O,X,X
TZOILSJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X
TZOIJLS,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TZOIJSL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TZOISLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
TZOISJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TZOLIJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZOLISJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TZOLJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZOLJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOLSIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TZOLSJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOJILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOJISL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOJLIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOJLSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOJSIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOJSLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOSILJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
TZOSIJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TZOSLIJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOSLJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOSJIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZOSJLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TOILJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOILJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOILSJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TOILSZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
TOILZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TOILZSJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
TOIJLSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOIJLZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOIJSLZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TOIJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOIJZLS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOIJZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOISLJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TOISLZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
TOISJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISZLJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TOISZJL,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TOIZLJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TOIZLSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TOIZJLS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOIZJSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TOIZSLJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TOIZSJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TOLIJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOLIJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOLISJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TOLISZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
TOLIZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TOLIZSJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
TOLJISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJSIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJSZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJZIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOLSIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TOLSJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLSJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLSZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLSZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLZIJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TOLZISJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
TOLZJIS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TOLZJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLZSIJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TOLZSJI,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJILSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJILZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJISLZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TOJISZL,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TOJIZLS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TOJIZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJLIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJLSIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOJLSZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOJLZIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJLZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJSILZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TOJSIZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TOJSLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOJSLZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOJSZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJSZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJZILS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TOJZISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJZLIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TOJZLSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
TOJZSIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TOJZSLI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TOSILJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOSILZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TOSIJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOSIZLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TOSIZJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TOSLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOSLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TOSLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOSLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOSLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOSLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOSJILZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TOSJIZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TOSJLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOSJLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOSJZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOSJZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOSZILJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TOSZIJL,O,X,O,O,X,X,X,O,X,X,X,X,O,X
TOSZLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TOSZLJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TOSZJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOSZJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOZILJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TOZILSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TOZIJLS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOZIJSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TOZISLJ,X,X,O,X,X,O,X,O,X,X,X,X,O,X
TOZISJL,X,X,O,O,X,X,X,O,X,X,X,X,O,X
TOZLIJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TOZLISJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TOZLJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TOZLJSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TOZLSIJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X
