sequence,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBGjB8sB3rBFsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBGhBcoBXnBlnBxwB,v115@KhB8GeC8DeE8DeB8JeRBJvhF3iBcoBlkB+rBikBTsB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBlkB0nBikBXnBxwB,v115@KhB8GeC8DeE8DeB8Jei/IvhFRhBTjB3kB+rBlsBcsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBcoBFsBusB3rB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBikBXnBlkB0nBxwB,v115@KhB8GeC8DeE8DeB8Jem/IvhFxiBTkBXoBUsBCsBFrB,v115@KhB8GeC8DeE8DeB8Jei/IvhFTjB3kBFnBGmB0nBxwB
LOTZSIJ,O,X,X,X,X,O,X,X,X
LOTZSJI,O,X,X,X,X,O,X,X,X
LOITJSZ,O,O,X,X,X,X,O,X,X
LOITJZS,O,O,X,O,X,O,X,X,X
LOITSJZ,O,O,X,X,X,X,O,X,O
LOITSZJ,O,O,X,X,X,O,X,X,O
LOITZJS,O,O,X,O,X,O,X,X,X
LOITZSJ,X,O,X,X,X,O,X,X,X
LOIJTSZ,O,O,X,X,X,X,O,X,X
LOIJTZS,O,O,X,O,X,O,X,X,X
LOIJSTZ,O,O,X,X,X,X,O,X,X
LOIJSZT,O,O,X,X,X,X,O,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,O,X,X
LOISTJZ,O,O,X,X,X,X,O,X,O
LOISTZJ,O,O,X,X,X,O,X,X,O
LOISJTZ,O,O,X,X,X,X,O,X,O
LOISJZT,O,O,X,X,X,X,O,X,X
LOISZTJ,O,O,X,X,X,X,X,X,O
LOISZJT,O,O,X,X,X,X,O,X,X
LOIZTJS,O,O,X,O,X,O,X,X,X
LOIZTSJ,X,O,X,X,X,O,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,O,X,X
LOIZSTJ,O,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,O,X,X
LOJTISZ,O,O,X,X,X,X,O,X,X
LOJTIZS,O,O,O,O,X,O,X,X,X
LOJTSIZ,O,X,X,X,O,X,X,X,X
LOJTSZI,X,X,X,X,O,X,X,X,X
LOJTZIS,O,O,O,O,X,O,X,X,X
LOJTZSI,O,X,O,O,X,O,X,X,X
LOJITSZ,O,O,X,X,X,X,O,X,X
LOJITZS,O,O,O,O,X,O,X,X,X
LOJISTZ,O,O,X,X,X,X,O,X,X
LOJISZT,O,O,X,X,X,X,O,X,X
LOJIZTS,O,O,O,O,X,X,X,X,X
LOJIZST,O,O,O,X,X,X,O,X,X
LOJSTIZ,O,X,X,X,O,X,X,X,X
LOJSTZI,X,X,X,X,O,X,X,X,X
LOJSITZ,O,O,X,X,O,X,O,X,X
LOJSIZT,O,O,X,X,X,X,O,X,X
LOJSZTI,O,X,X,X,O,X,X,O,X
LOJSZIT,O,O,X,X,X,X,X,O,X
LOJZTIS,O,O,O,O,X,O,X,X,X
LOJZTSI,O,X,O,O,X,O,X,X,X
LOJZITS,O,O,O,X,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,O,X,X
LOJZSTI,O,X,O,X,X,X,X,O,X
LOJZSIT,O,O,O,X,X,X,X,O,X
LOSTIJZ,O,X,X,X,O,X,X,X,O
LOSTIZJ,O,X,X,X,X,O,X,X,O
LOSTJIZ,O,X,X,X,O,X,X,X,X
LOSTJZI,X,X,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,X,X
LOSTZJI,O,X,X,X,O,O,X,X,X
LOSITJZ,O,O,X,X,O,X,O,X,O
LOSITZJ,O,O,X,X,X,O,X,X,O
LOSIJTZ,O,O,X,X,O,X,O,X,O
LOSIJZT,O,O,X,X,X,X,O,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,O
LOSIZJT,O,O,X,X,X,X,O,X,X
LOSJTIZ,O,X,X,X,O,X,X,X,X
LOSJTZI,X,X,X,X,O,X,X,X,X
LOSJITZ,O,O,X,X,O,X,O,X,O
LOSJIZT,O,O,X,X,X,X,O,X,X
LOSJZTI,O,X,X,X,O,X,X,O,X
LOSJZIT,O,O,X,X,X,X,X,O,X
LOSZTIJ,O,X,X,X,X,O,X,O,X
LOSZTJI,O,X,X,X,O,O,X,O,X
LOSZITJ,O,O,X,X,X,X,X,O,O
LOSZIJT,O,O,X,X,X,X,X,O,X
LOSZJTI,O,X,X,X,O,X,X,O,X
LOSZJIT,O,O,X,X,X,X,X,O,X
LOZTIJS,O,O,X,X,X,O,X,X,X
LOZTISJ,X,O,X,X,X,O,X,X,X
LOZTJIS,O,O,O,O,X,O,X,X,X
LOZTJSI,O,X,O,O,X,O,X,X,X
LOZTSIJ,O,X,X,X,X,O,X,X,X
LOZTSJI,O,X,X,X,X,O,X,X,X
LOZITJS,O,O,X,X,X,O,X,X,X
LOZITSJ,X,O,X,X,X,O,X,X,X
LOZIJTS,O,O,X,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,O,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,O,X,X
LOZJTIS,O,O,O,O,X,O,X,X,X
LOZJTSI,O,X,O,O,X,O,X,X,X
LOZJITS,O,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,X,X,X,O,X,X
LOZJSTI,O,X,O,X,X,X,X,O,X
LOZJSIT,O,O,O,X,X,X,X,O,X
LOZSTIJ,O,X,X,X,X,O,X,O,X
LOZSTJI,O,X,X,X,X,O,X,O,X
LOZSITJ,O,O,X,X,X,X,X,O,X
LOZSIJT,O,O,X,X,X,X,X,O,X
LOZSJTI,O,X,X,X,X,X,X,O,X
LOZSJIT,O,O,X,X,X,X,X,O,X
JTILSZO,X,O,X,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,O,X,X
JTILZSO,X,O,O,X,X,O,X,X,X
JTILZOS,X,O,X,O,X,O,X,X,X
JTILOSZ,O,O,X,X,X,X,O,X,X
JTILOZS,O,O,O,O,X,O,X,X,X
JTISLZO,X,O,X,X,O,X,X,X,X
JTISLOZ,X,O,X,X,O,X,O,X,X
JTISZLO,X,O,O,X,O,X,X,X,X
JTISZOL,X,X,O,O,O,X,X,X,X
JTISOLZ,X,X,X,X,O,X,O,X,X
JTISOZL,X,X,O,O,O,X,X,X,X
JTIZLSO,X,O,O,X,X,O,X,X,X
JTIZLOS,X,O,X,O,X,O,X,X,X
JTIZSLO,X,O,O,X,X,X,X,X,X
JTIZSOL,X,X,O,O,X,X,X,X,X
JTIZOLS,X,X,O,O,X,X,X,X,X
JTIZOSL,X,X,O,O,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,X
JTIOLZS,X,X,O,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,O,X,O,X,X
JTIOSZL,X,X,O,O,O,X,X,X,X
JTIOZLS,X,X,O,O,X,X,X,X,X
JTIOZSL,X,X,O,O,X,X,X,X,X
JTLISZO,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,O,X,X
JTLIZSO,X,O,O,X,X,O,X,X,X
JTLIZOS,X,O,X,O,X,O,X,X,X
JTLIOSZ,O,O,X,X,X,X,O,X,X
JTLIOZS,O,O,O,O,X,O,X,X,X
JTLSIZO,X,X,X,X,O,X,X,X,X
JTLSIOZ,O,X,X,X,O,X,X,X,X
JTLSZIO,X,X,X,X,O,X,X,X,X
JTLSZOI,X,X,X,X,O,X,X,X,X
JTLSOIZ,O,X,X,X,O,X,X,X,X
JTLSOZI,X,X,X,X,O,X,X,X,X
JTLZISO,X,O,O,X,X,O,X,X,X
JTLZIOS,O,O,X,X,X,O,X,X,X
JTLZSIO,O,X,O,X,X,O,X,X,X
JTLZSOI,O,X,O,X,X,O,X,X,X
JTLZOIS,O,O,O,O,X,O,X,X,X
JTLZOSI,O,X,O,O,X,O,X,X,X
JTLOISZ,O,O,X,X,X,X,O,X,X
JTLOIZS,O,O,O,O,X,O,X,X,X
JTLOSIZ,O,X,X,X,O,X,X,X,X
JTLOSZI,X,X,X,X,O,X,X,X,X
JTLOZIS,O,O,O,O,X,O,X,X,X
JTLOZSI,O,X,O,O,X,O,X,X,X
JTSILZO,X,X,X,X,O,X,X,X,X
JTSILOZ,O,X,X,X,O,X,X,X,X
JTSIZLO,X,X,O,X,O,X,X,X,X
JTSIZOL,X,X,O,O,O,X,X,X,X
JTSIOLZ,X,X,X,X,O,X,X,X,X
JTSIOZL,X,X,O,O,O,X,X,X,X
JTSLIZO,X,X,X,X,O,X,X,X,X
JTSLIOZ,O,X,X,X,O,X,X,X,X
JTSLZIO,X,X,X,X,O,X,X,X,X
JTSLZOI,X,X,X,X,O,X,X,X,X
JTSLOIZ,O,X,X,X,O,X,X,X,X
JTSLOZI,X,X,X,X,O,X,X,X,X
JTSZILO,X,X,O,X,O,X,X,X,X
JTSZIOL,X,X,O,X,O,X,X,X,X
JTSZLIO,X,X,O,X,O,X,X,X,X
JTSZLOI,X,X,O,X,O,X,X,X,X
JTSZOIL,X,X,O,O,O,X,X,X,X
JTSZOLI,X,X,O,O,O,X,X,X,X
JTSOILZ,X,X,X,X,O,X,X,X,X
JTSOIZL,X,X,O,O,O,X,X,X,X
JTSOLIZ,X,X,X,X,O,X,X,X,X
JTSOLZI,X,X,X,X,O,X,X,X,X
JTSOZIL,X,X,O,O,O,X,X,X,X
JTSOZLI,X,X,O,O,O,X,X,X,X
JTZILSO,X,O,O,X,X,O,X,X,X
JTZILOS,O,O,X,O,X,O,X,X,X
JTZISLO,X,O,O,X,X,X,X,X,X
JTZISOL,X,X,O,O,X,X,X,X,X
JTZIOLS,X,X,O,O,X,X,X,X,X
JTZIOSL,X,X,O,O,X,X,X,X,X
JTZLISO,X,O,O,X,X,O,X,X,X
JTZLIOS,O,O,X,X,X,O,X,X,X
JTZLSIO,O,X,O,X,X,O,X,X,X
JTZLSOI,O,X,O,X,X,O,X,X,X
JTZLOIS,O,O,O,O,X,O,X,X,X
JTZLOSI,O,X,O,O,X,O,X,X,X
JTZSILO,O,X,O,X,O,X,X,X,X
JTZSIOL,X,X,O,X,O,X,X,X,X
JTZSLIO,O,X,O,X,O,X,X,X,X
JTZSLOI,O,X,O,X,O,X,X,X,X
JTZSOIL,X,X,O,O,O,X,X,X,X
JTZSOLI,X,X,O,O,O,X,X,X,X
JTZOILS,X,X,O,O,X,X,X,X,X
JTZOISL,X,X,O,O,X,X,X,X,X
JTZOLIS,X,X,O,O,X,X,X,X,X
JTZOLSI,X,X,O,O,X,X,X,X,X
JTZOSIL,X,X,O,O,O,X,X,X,X
JTZOSLI,X,X,O,O,O,X,X,X,X
JTOILSZ,X,X,X,X,X,X,O,X,X
JTOILZS,X,X,O,O,X,X,X,X,X
JTOISLZ,X,X,X,X,O,X,O,X,X
JTOISZL,X,X,O,O,O,X,X,X,X
JTOIZLS,X,X,O,O,X,X,X,X,X
JTOIZSL,X,X,O,O,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,O,X,X
JTOLIZS,X,X,O,O,X,X,X,X,X
JTOLSIZ,X,X,X,X,O,X,X,X,X
JTOLSZI,X,X,X,X,O,X,X,X,X
JTOLZIS,X,X,O,O,X,X,X,X,X
JTOLZSI,X,X,O,O,X,X,X,X,X
JTOSILZ,X,X,X,X,O,X,X,X,X
JTOSIZL,X,X,O,O,O,X,X,X,X
JTOSLIZ,X,X,X,X,O,X,X,X,X
JTOSLZI,X,X,X,X,O,X,X,X,X
JTOSZIL,X,X,O,O,O,X,X,X,X
JTOSZLI,X,X,O,O,O,X,X,X,X
JTOZILS,X,X,O,O,X,X,X,X,X
JTOZISL,X,X,O,O,X,X,X,X,X
JTOZLIS,X,X,O,O,X,X,X,X,X
JTOZLSI,X,X,O,O,X,X,X,X,X
JTOZSIL,X,X,O,O,O,X,X,X,X
JTOZSLI,X,X,O,O,O,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,O,X,X
JITLZSO,X,O,O,X,X,O,X,X,X
JITLZOS,X,O,X,O,X,O,X,X,X
JITLOSZ,O,O,X,X,X,X,O,X,X
JITLOZS,O,O,O,O,X,O,X,X,X
JITSLZO,X,O,X,X,O,X,X,X,X
JITSLOZ,X,O,X,X,O,X,O,X,O
JITSZLO,X,O,O,X,O,X,X,X,X
JITSZOL,X,X,O,O,O,X,X,X,X
JITSOLZ,X,X,X,X,O,X,O,X,O
JITSOZL,X,X,O,O,O,X,X,X,X
JITZLSO,X,O,O,X,X,O,X,X,X
JITZLOS,X,O,X,O,X,O,X,X,X
JITZSLO,X,O,O,X,X,X,X,X,X
JITZSOL,X,X,O,O,X,X,X,X,X
JITZOLS,X,X,O,O,X,X,X,X,X
JITZOSL,X,X,O,O,X,X,X,X,X
JITOLSZ,X,X,X,X,X,X,O,X,X
JITOLZS,X,X,O,O,X,X,X,X,X
JITOSLZ,X,X,X,X,O,X,O,X,O
JITOSZL,X,X,O,O,O,X,X,X,X
JITOZLS,X,X,O,O,X,X,X,X,X
JITOZSL,X,X,O,O,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,O,X,X
JILTZSO,X,O,O,X,X,O,X,X,X
JILTZOS,X,O,X,O,X,O,X,X,X
JILTOSZ,O,O,X,X,X,X,O,X,X
JILTOZS,O,O,O,O,X,O,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X
JILSTOZ,O,O,X,X,X,X,O,X,X
JILSZTO,O,O,X,X,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,O,X,X
JILSOTZ,O,O,X,X,X,X,O,X,X
JILSOZT,O,O,X,X,X,X,O,X,X
JILZTSO,X,O,O,X,X,X,X,X,X
JILZTOS,O,O,X,O,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,O,X,X
JILZOTS,O,O,X,O,X,X,X,X,X
JILZOST,O,O,X,X,X,X,O,X,X
JILOTSZ,O,O,X,X,X,X,O,X,X
JILOTZS,O,O,O,O,X,O,X,X,X
JILOSTZ,O,O,X,X,X,X,O,X,X
JILOSZT,O,O,X,X,X,X,O,X,X
JILOZTS,O,O,O,O,X,X,X,X,X
JILOZST,O,O,O,X,X,X,O,X,X
JISTLZO,X,O,X,X,O,X,X,X,X
JISTLOZ,O,O,X,X,O,X,O,X,O
JISTZLO,X,O,O,X,O,X,X,X,X
JISTZOL,X,X,O,O,O,X,X,X,X
JISTOLZ,X,X,X,X,O,X,O,X,O
JISTOZL,X,X,O,O,O,X,X,X,X
JISLTZO,X,O,X,X,O,X,X,X,X
JISLTOZ,O,O,X,X,O,X,O,X,O
JISLZTO,O,O,X,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,O,X,X
JISLOTZ,O,O,X,X,O,X,O,X,O
JISLOZT,O,O,X,X,X,X,O,X,X
JISZTLO,O,O,O,X,X,X,X,X,X
JISZTOL,X,X,O,O,X,X,X,X,X
JISZLTO,O,O,O,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,O,X,X
JISZOTL,X,X,O,O,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,O,X,X
JISOTLZ,X,X,X,X,O,X,O,X,O
JISOTZL,X,X,O,O,O,X,X,X,X
JISOLTZ,O,O,X,X,O,X,O,X,O
JISOLZT,O,O,X,X,X,X,O,X,X
JISOZTL,X,X,O,O,X,X,X,X,X
JISOZLT,X,O,O,X,X,X,O,X,X
JIZTLSO,X,O,O,X,X,X,X,X,X
JIZTLOS,O,O,X,O,X,X,X,X,X
JIZTSLO,X,O,O,X,X,X,X,X,X
JIZTSOL,X,X,O,O,X,X,X,X,X
JIZTOLS,X,X,O,O,X,X,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X
JIZLTSO,X,O,O,X,X,X,X,X,X
JIZLTOS,O,O,X,O,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,O,X,X
JIZLOTS,O,O,X,O,X,X,X,X,X
JIZLOST,O,O,X,X,X,X,O,X,X
JIZSTLO,O,O,O,X,X,X,X,X,X
JIZSTOL,X,X,O,O,X,X,X,X,X
JIZSLTO,O,O,O,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,O,X,X
JIZSOTL,X,X,O,O,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,O,X,X
JIZOTLS,X,X,O,O,X,X,X,X,X
JIZOTSL,X,X,O,O,X,X,X,X,X
JIZOLTS,O,O,O,O,X,X,X,X,X
JIZOLST,O,O,O,X,X,X,O,X,X
JIZOSTL,X,X,O,O,X,X,X,X,X
JIZOSLT,X,O,O,X,X,X,O,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X
JIOTLZS,X,X,O,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,O,X,O
JIOTSZL,X,X,O,O,O,X,X,X,X
JIOTZLS,X,X,O,O,X,X,X,X,X
JIOTZSL,X,X,O,O,X,X,X,X,X
JIOLTSZ,O,O,X,X,X,X,O,X,X
JIOLTZS,O,O,O,O,X,X,X,X,X
JIOLSTZ,O,O,X,X,X,X,O,X,X
JIOLSZT,O,O,X,X,X,X,O,X,X
JIOLZTS,O,O,O,O,X,X,X,X,X
JIOLZST,O,O,O,X,X,X,O,X,X
JIOSTLZ,X,X,X,X,O,X,O,X,O
JIOSTZL,X,X,O,O,O,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,O,X,O
JIOSLZT,X,O,X,X,X,X,O,X,X
JIOSZTL,X,X,O,O,X,X,X,X,X
JIOSZLT,X,O,O,X,X,X,O,X,X
JIOZTLS,X,X,O,O,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X
JIOZLTS,X,O,O,O,X,X,X,X,X
JIOZLST,X,O,O,X,X,X,O,X,X
JIOZSTL,X,X,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,O,X,X
JLTISZO,X,O,X,X,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,O,X,X
JLTIZSO,X,O,O,X,X,O,X,X,X
JLTIZOS,X,O,X,O,X,O,X,X,X
JLTIOSZ,O,O,X,X,X,X,O,X,X
JLTIOZS,O,O,O,O,X,O,X,X,X
JLTSIZO,X,X,X,X,O,X,X,X,X
JLTSIOZ,O,X,X,X,O,X,X,X,X
JLTSZIO,X,X,X,X,O,X,X,X,X
JLTSZOI,X,X,X,X,O,X,X,X,X
JLTSOIZ,O,X,X,X,O,X,X,X,X
JLTSOZI,X,X,X,X,O,X,X,X,X
JLTZISO,X,O,O,X,X,O,X,X,X
JLTZIOS,O,O,X,X,X,O,X,X,X
JLTZSIO,O,X,O,X,X,O,X,X,X
JLTZSOI,O,X,O,X,X,O,X,X,X
JLTZOIS,O,O,O,O,X,O,X,X,X
JLTZOSI,O,X,O,O,X,O,X,X,X
JLTOISZ,O,O,X,X,X,X,O,X,X
JLTOIZS,O,O,O,O,X,O,X,X,X
JLTOSIZ,O,X,X,X,O,X,X,X,X
JLTOSZI,X,X,X,X,O,X,X,X,X
JLTOZIS,O,O,O,O,X,O,X,X,X
JLTOZSI,O,X,O,O,X,O,X,X,X
JLITSZO,X,O,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,O,X,X
JLITZSO,X,O,O,X,X,O,X,X,X
JLITZOS,X,O,X,O,X,O,X,X,X
JLITOSZ,O,O,X,X,X,X,O,X,X
JLITOZS,O,O,O,O,X,O,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X
JLISTOZ,O,O,X,X,X,X,O,X,X
JLISZTO,O,O,X,X,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,O,X,X
JLISOTZ,O,O,X,X,X,X,O,X,X
JLISOZT,O,O,X,X,X,X,O,X,X
JLIZTSO,X,O,O,X,X,X,X,X,X
JLIZTOS,O,O,X,O,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,O,X,X
JLIZOTS,O,O,X,O,X,X,X,X,X
JLIZOST,O,O,X,X,X,X,O,X,X
JLIOTSZ,O,O,X,X,X,X,O,X,X
JLIOTZS,O,O,O,O,X,O,X,X,X
JLIOSTZ,O,O,X,X,X,X,O,X,X
JLIOSZT,O,O,X,X,X,X,O,X,X
JLIOZTS,O,O,O,O,X,X,X,X,X
JLIOZST,O,O,O,X,X,X,O,X,X
JLSTIZO,X,X,X,X,O,X,X,X,X
JLSTIOZ,O,X,X,X,O,X,X,X,X
JLSTZIO,X,X,X,X,O,X,X,X,X
JLSTZOI,X,X,X,X,O,X,X,X,X
JLSTOIZ,O,X,X,X,O,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X
JLSITZO,X,O,X,X,O,X,X,X,X
JLSITOZ,O,O,X,X,O,X,O,X,X
JLSIZTO,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,O,X,X
JLSIOTZ,O,O,X,X,O,X,O,X,X
JLSIOZT,O,O,X,X,X,X,O,X,X
JLSZTIO,O,X,X,X,O,X,X,X,X
JLSZTOI,O,X,X,X,O,X,X,X,X
JLSZITO,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X
JLSZOTI,O,X,X,X,O,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,O,X,X,X,X
JLSOTZI,X,X,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,O,X,O,X,X
JLSOIZT,O,O,X,X,X,X,O,X,X
JLSOZTI,O,X,X,X,O,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X
JLZTISO,X,O,O,X,X,O,X,X,X
JLZTIOS,O,O,X,X,X,O,X,X,X
JLZTSIO,O,X,O,X,X,O,X,X,X
JLZTSOI,O,X,O,X,X,O,X,X,X
JLZTOIS,O,O,O,O,X,O,X,X,X
JLZTOSI,O,X,O,O,X,O,X,X,X
JLZITSO,X,O,O,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,O,X,X
JLZIOTS,O,O,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,O,X,X
JLZSTIO,O,X,O,X,X,X,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X
JLZSITO,O,O,O,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X
JLZSOTI,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,O,X,O,X,X,X
JLZOTSI,O,X,O,O,X,O,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,O,X,X
JLZOSTI,O,X,O,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X
JLOTISZ,O,O,X,X,X,X,O,X,X
JLOTIZS,O,O,O,O,X,O,X,X,X
JLOTSIZ,O,X,X,X,O,X,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X,X
JLOTZIS,O,O,O,O,X,O,X,X,X
JLOTZSI,O,X,O,O,X,O,X,X,X
JLOITSZ,O,O,X,X,X,X,O,X,X
JLOITZS,O,O,O,O,X,O,X,X,X
JLOISTZ,O,O,X,X,X,X,O,X,X
JLOISZT,O,O,X,X,X,X,O,X,X
JLOIZTS,O,O,O,O,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,O,X,X
JLOSTIZ,O,X,X,X,O,X,X,X,X
JLOSTZI,X,X,X,X,O,X,X,X,X
JLOSITZ,O,O,X,X,O,X,O,X,X
JLOSIZT,O,O,X,X,X,X,O,X,X
JLOSZTI,O,X,X,X,O,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,O,X,O,X,X,X
JLOZTSI,O,X,O,O,X,O,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,O,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X
JSTILZO,X,X,X,X,O,X,X,X,X
JSTILOZ,O,X,X,X,O,X,X,X,X
JSTIZLO,X,X,O,X,O,X,X,X,X
JSTIZOL,X,X,O,O,O,X,X,X,X
JSTIOLZ,X,X,X,X,O,X,X,X,X
JSTIOZL,X,X,O,O,O,X,X,X,X
JSTLIZO,X,X,X,X,O,X,X,X,X
JSTLIOZ,O,X,X,X,O,X,X,X,X
JSTLZIO,X,X,X,X,O,X,X,X,X
JSTLZOI,X,X,X,X,O,X,X,X,X
JSTLOIZ,O,X,X,X,O,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X,X,X
JSTZILO,X,X,O,X,O,X,X,X,X
JSTZIOL,X,X,O,X,O,X,X,X,X
JSTZLIO,X,X,O,X,O,X,X,X,X
JSTZLOI,X,X,O,X,O,X,X,X,X
JSTZOIL,X,X,O,O,O,X,X,X,X
JSTZOLI,X,X,O,O,O,X,X,X,X
JSTOILZ,X,X,X,X,O,X,X,X,X
JSTOIZL,X,X,O,O,O,X,X,X,X
JSTOLIZ,X,X,X,X,O,X,X,X,X
JSTOLZI,X,X,X,X,O,X,X,X,X
JSTOZIL,X,X,O,O,O,X,X,X,X
JSTOZLI,X,X,O,O,O,X,X,X,X
JSITLZO,X,O,X,X,O,X,X,X,X
JSITLOZ,O,O,X,X,O,X,O,X,O
JSITZLO,X,O,O,X,O,X,X,X,X
JSITZOL,X,X,O,O,O,X,X,X,X
JSITOLZ,X,X,X,X,O,X,O,X,O
JSITOZL,X,X,O,O,O,X,X,X,X
JSILTZO,X,O,X,X,O,X,X,X,X
JSILTOZ,O,O,X,X,O,X,O,X,O
JSILZTO,O,O,X,X,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,O,X,X
JSILOTZ,O,O,X,X,O,X,O,X,O
JSILOZT,O,O,X,X,X,X,O,X,X
JSIZTLO,O,O,O,X,X,X,X,X,X
JSIZTOL,X,X,O,O,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,O,X,X
JSIZOTL,X,X,O,O,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,O,X,X
JSIOTLZ,X,X,X,X,O,X,O,X,O
JSIOTZL,X,X,O,O,O,X,X,X,X
JSIOLTZ,O,O,X,X,O,X,O,X,O
JSIOLZT,O,O,X,X,X,X,O,X,X
JSIOZTL,X,X,O,O,X,X,X,X,X
JSIOZLT,X,O,O,X,X,X,O,X,X
JSLTIZO,X,X,X,X,O,X,X,X,X
JSLTIOZ,O,X,X,X,O,X,X,X,X
JSLTZIO,X,X,X,X,O,X,X,X,X
JSLTZOI,X,X,X,X,O,X,X,X,X
JSLTOIZ,O,X,X,X,O,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,X,X
JSLITZO,X,O,X,X,O,X,X,X,X
JSLITOZ,O,O,X,X,O,X,O,X,O
JSLIZTO,O,O,X,X,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,O,X,X
JSLIOTZ,O,O,X,X,O,X,O,X,O
JSLIOZT,O,O,X,X,X,X,O,X,X
JSLZTIO,O,X,X,X,O,X,X,X,X
JSLZTOI,O,X,X,X,O,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,O,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,O,X,X,X,X
