sequence,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeeFJvhFRhBCjB8rBT?oB3qBFrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JelAJvhF3hBCjB8rBT?oBRqB2vB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JecGJvhFenBCjBXlBT?oBllBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je/FJvhFxiBKrBFnBT?oBGmBUqB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeaHJvhFGjBXlBTmBU?oBllBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je/FJvhFRhBziB+oBU?qBirBlrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeCCJvhFmlBxnBllBT?oBUqB3rB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeiAJvhFcmBxiBXnBT?oBFqBWwB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeiBJvhFXlBzmBFoB0?lBGoBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JezBJvhFSoBXlB2rBl?lBUoBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JexAJvhFziB+oBVqBi?rB8rB3qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JexCJvhFmlBXnBToBF?qB6rB0qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeGDJvhFVqBRmBUoBi?mB3rBTqB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeaHJvhFWoBxlB/rBT?oBFqB0qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je0AJvhFfoB6oBzmBR?qB2vBlrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je0BJvhFWoBllBXlBy?rBToBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JefIJvhF6oBVqBRmBO?rB8rBTqB
JZLSITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZLSOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLOTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLOITS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JZLOSTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZLOSIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JZSTIOL,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSTLIO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JZSTLOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JZSITOL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSILOT,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JZSLTOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JZSOTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOTLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JZOTSLI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
JZOISTL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JZOLTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOLTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOLITS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JZOSTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
JOTISLZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOTISZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTIZLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
JOTLSIZ,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOTLZIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTLZSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTSILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOTSLZI,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTSZLI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOTZSLI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOITLZS,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOITSZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITZLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOITZSL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILTSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOISTZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOISLTZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
JOISLZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOISZTL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOIZTLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOIZSTL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLTISZ,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
JOLTIZS,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLTSIZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLTZSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOLITZS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLZSIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOSTLZI,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSITLZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSITZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSILTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOSILZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOSIZTL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOSLTZI,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOSLITZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOSLIZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOSLZTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSZTIL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STILJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STILZJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STILZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STILOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STILOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STIJLZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STIJLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJOLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIZLJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STIZLOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STIZJLO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STIZJOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZOJL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STIOLZJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STIOJLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STIOJZL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOZJL,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
STLIJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STLIJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
STLIZJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STLIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLIOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLIOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLJIZO,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O
STLJIOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STLZIOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STLZJIO,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STLZJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STLOIZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STLOJIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLOZIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STJILOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STJIZLO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O
STJLIOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJZILO,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
STJOLZI,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJOZLI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STZILJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STZILOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STZIJLO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STZIJOL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STZIOLJ,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STZIOJL,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZLIJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STZLIOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STZLJIO,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STZLJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STZJIOL,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STZJLIO,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STZOILJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STZOLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOLJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STZOJLI,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOILJZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOILZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STOIJLZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOIJZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOIZJL,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STOLIJZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLIZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STOLJIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOLJZI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOLZIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOJLZI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOJZLI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOZILJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STOZLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STOZJLI,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITLJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITLJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
SITLZOJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITLOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITJLZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITJLOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJZOL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SITJOLZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
SITZLOJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITZJLO,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
SITZJOL,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SITZOLJ,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
