sequence,v115@HhA8IeB8HeF8AeC8Je0/IvhFlgB3hBOsBTtBCtBxvB,v115@HhA8IeB8HeF8AeC8Jex/IvhFXhBVnBUlBToBCoBmrB,v115@HhA8IeB8HeF8AeC8Jex/IvhFemBUiBFlBfsBTtBCtB,v115@HhA8IeB8HeF8AeC8Jel/IvhFzgB0iB6oB2qBRsBfsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFxgB6oB3lB1rBznBOsB,v115@HhA8IeB8HeF8AeC8Jex/IvhFUlBFmBXnBToBCoBmrB,v115@HhA8IeB8HeF8AeC8Jel/IvhFclBemBxiBSsBToBfsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFTjB3lBCnBmlBxsBFsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFlgByqBfsBxsBGsBTtB,v115@HhA8IeB8HeF8AeC8Jel/IvhF3hBTlBxnBUmBGoBisB
LSOIZTJ,X,X,X,X,O,O,X,O,O,O
LSOIZJT,X,X,X,X,X,X,X,O,X,X
LSOJTIZ,X,X,O,X,O,X,X,X,X,X
LSOJTZI,X,X,O,X,O,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,X,O,X,O,X,O,X,X,X
LSOJZIT,X,X,X,X,X,X,O,X,X,X
LSOZTIJ,X,X,X,X,O,O,X,X,O,X
LSOZTJI,X,X,X,X,O,O,O,X,X,X
LSOZITJ,X,X,X,X,O,O,X,O,O,X
LSOZIJT,X,X,X,X,X,X,X,O,X,X
LSOZJTI,X,X,O,X,O,X,O,X,X,X
LSOZJIT,X,X,X,X,X,X,O,X,X,X
LZTIJSO,O,X,X,O,X,X,X,X,X,X
LZTIJOS,O,X,X,O,X,X,O,X,X,X
LZTISJO,O,X,X,X,X,X,X,X,O,X
LZTISOJ,X,X,X,X,X,O,X,O,O,X
LZTIOJS,O,X,X,X,X,X,O,X,X,X
LZTIOSJ,X,X,X,X,X,O,X,O,X,O
LZTJISO,X,X,X,O,X,X,X,X,X,X
LZTJIOS,X,X,X,O,X,X,O,X,X,X
LZTJSIO,X,X,X,X,X,X,X,X,O,X
LZTJSOI,O,X,X,X,X,X,O,X,X,X
LZTJOIS,X,X,X,O,X,X,O,X,X,X
LZTJOSI,O,X,X,X,X,X,O,X,X,X
LZTSIJO,X,X,X,X,X,X,X,X,O,X
LZTSIOJ,X,X,X,X,O,O,X,O,O,X
LZTSJIO,X,X,X,X,X,X,X,X,O,X
LZTSJOI,X,X,X,X,X,X,O,X,X,X
LZTSOIJ,X,X,X,X,O,O,X,X,O,X
LZTSOJI,X,X,X,X,O,O,O,X,X,X
LZTOIJS,O,X,X,X,X,X,O,X,X,X
LZTOISJ,X,X,X,X,O,O,X,X,X,O
LZTOJIS,X,X,X,X,X,X,O,X,X,X
LZTOJSI,O,X,X,X,O,X,O,X,X,X
LZTOSIJ,X,X,X,X,O,O,X,X,O,X
LZTOSJI,X,X,X,X,O,O,O,X,X,X
LZITJSO,O,X,X,O,X,X,X,X,X,X
LZITJOS,O,X,X,O,X,X,O,X,X,X
LZITSJO,O,X,X,X,X,X,X,X,O,X
LZITSOJ,X,X,X,X,X,O,X,O,O,X
LZITOJS,O,X,X,X,X,X,O,X,X,X
LZITOSJ,X,X,X,X,X,O,X,O,X,O
LZIJTSO,O,O,X,O,X,X,X,X,X,X
LZIJTOS,O,O,X,O,X,X,O,X,X,X
LZIJSTO,O,O,X,O,X,X,X,X,X,X
LZIJSOT,O,O,X,O,X,X,X,O,X,X
LZIJOTS,O,O,X,O,X,X,O,X,X,X
LZIJOST,O,O,X,O,X,X,O,O,X,X
LZISTJO,O,X,X,X,X,X,X,X,O,X
LZISTOJ,X,X,X,X,O,O,X,O,O,X
LZISJTO,O,X,X,X,X,X,X,X,O,X
LZISJOT,O,X,X,X,X,X,X,O,X,X
LZISOTJ,X,X,X,X,O,O,X,O,O,O
LZISOJT,X,X,X,X,X,X,X,O,X,X
LZIOTJS,O,X,X,X,X,X,O,X,X,X
LZIOTSJ,X,X,X,X,O,O,X,O,X,O
LZIOJTS,O,O,X,X,X,X,O,X,X,X
LZIOJST,O,O,X,X,X,X,O,O,X,X
LZIOSTJ,X,X,X,X,O,O,X,O,X,O
LZIOSJT,X,X,X,X,X,X,X,O,X,X
LZJTISO,X,O,X,O,X,X,X,X,X,X
LZJTIOS,X,O,X,O,X,X,O,X,X,X
LZJTSIO,X,O,X,X,X,X,X,X,O,X
LZJTSOI,O,O,X,X,X,X,O,X,X,X
LZJTOIS,X,O,X,O,X,X,O,X,X,X
LZJTOSI,O,O,X,X,X,X,O,X,X,X
LZJITSO,X,O,X,O,X,X,X,X,X,X
LZJITOS,X,O,X,O,X,X,O,X,X,X
LZJISTO,X,O,X,O,X,X,X,X,X,X
LZJISOT,X,O,X,O,X,X,X,O,X,X
LZJIOTS,X,O,X,O,X,X,O,X,X,X
LZJIOST,X,O,X,O,X,X,O,O,X,X
LZJSTIO,X,O,X,X,X,X,X,X,O,X
LZJSTOI,O,O,X,X,X,X,O,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,O,X
LZJSIOT,X,O,X,X,X,X,X,O,X,X
LZJSOTI,O,O,X,X,O,X,O,X,X,X
LZJSOIT,X,O,X,X,X,X,O,X,X,X
LZJOTIS,X,O,X,O,X,X,O,X,X,X
LZJOTSI,O,O,X,X,O,X,O,X,X,X
LZJOITS,X,O,X,O,X,X,O,X,X,X
LZJOIST,X,O,X,O,X,X,O,X,X,X
LZJOSTI,O,O,X,X,O,X,O,X,X,X
LZJOSIT,X,O,X,X,X,X,O,X,X,X
LZSTIJO,X,X,X,X,X,X,X,X,O,X
LZSTIOJ,X,X,X,X,O,O,X,O,O,X
LZSTJIO,X,X,X,X,X,X,X,X,O,X
LZSTJOI,X,X,X,X,X,X,O,X,X,X
LZSTOIJ,X,X,X,X,O,O,X,X,O,X
LZSTOJI,X,X,X,X,O,O,O,X,X,X
LZSITJO,X,X,X,X,X,X,X,X,O,X
LZSITOJ,X,X,X,X,O,O,X,O,O,X
LZSIJTO,X,X,X,X,X,X,X,X,O,X
LZSIJOT,X,X,X,X,X,X,X,O,X,X
LZSIOTJ,X,X,X,X,O,O,X,O,O,X
LZSIOJT,X,X,X,X,X,X,X,O,X,X
LZSJTIO,X,X,X,X,X,X,X,X,O,X
LZSJTOI,X,X,X,X,X,X,O,X,X,X
LZSJITO,X,X,X,X,X,X,X,X,O,X
LZSJIOT,X,X,X,X,X,X,X,O,X,X
LZSJOTI,X,X,X,X,O,X,O,X,X,X
LZSJOIT,X,X,X,X,X,X,O,X,X,X
LZSOTIJ,X,X,X,X,O,O,X,X,O,X
LZSOTJI,X,X,X,X,O,O,O,X,X,X
LZSOITJ,X,X,X,X,O,O,X,O,O,X
LZSOIJT,X,X,X,X,X,X,X,O,X,X
LZSOJTI,X,X,X,X,O,X,O,X,X,X
LZSOJIT,X,X,X,X,X,X,O,X,X,X
LZOTIJS,O,X,X,X,X,X,O,X,X,X
LZOTISJ,X,X,X,X,O,O,X,X,X,O
LZOTJIS,X,X,X,X,X,X,O,X,X,X
LZOTJSI,O,X,X,X,O,X,O,X,X,X
LZOTSIJ,X,X,X,X,O,O,X,X,O,X
LZOTSJI,X,X,X,X,O,O,O,X,X,X
LZOITJS,O,X,X,X,X,X,O,X,X,X
LZOITSJ,X,X,X,X,O,O,X,O,X,O
LZOIJTS,O,O,X,X,X,X,O,X,X,X
LZOIJST,O,O,X,X,X,X,O,O,X,X
LZOISTJ,X,X,X,X,O,O,X,O,X,O
LZOISJT,X,X,X,X,X,X,X,O,X,X
LZOJTIS,X,O,X,X,X,X,O,X,X,X
LZOJTSI,O,O,X,X,O,X,O,X,X,X
LZOJITS,X,O,X,X,X,X,O,X,X,X
LZOJIST,X,O,X,X,X,X,O,X,X,X
LZOJSTI,O,O,X,X,O,X,O,X,X,X
LZOJSIT,X,O,X,X,X,X,O,X,X,X
LZOSTIJ,X,X,X,X,O,O,X,X,O,X
LZOSTJI,X,X,X,X,O,O,O,X,X,X
LZOSITJ,X,X,X,X,O,O,X,O,O,X
LZOSIJT,X,X,X,X,X,X,X,O,X,X
LZOSJTI,X,X,X,X,O,X,O,X,X,X
LZOSJIT,X,X,X,X,X,X,O,X,X,X
LOTIJSZ,X,X,O,O,X,X,X,X,X,O
LOTIJZS,X,X,X,O,X,X,X,X,X,X
LOTISJZ,X,X,O,X,O,X,X,X,X,O
LOTISZJ,X,X,X,X,O,X,X,X,X,O
LOTIZJS,X,X,X,X,X,X,O,X,X,X
LOTIZSJ,X,X,X,X,O,X,X,X,X,O
LOTJISZ,X,X,O,O,X,X,X,X,X,O
LOTJIZS,X,X,X,O,X,X,X,X,X,X
LOTJSIZ,X,X,O,O,O,X,X,X,X,X
LOTJSZI,X,X,O,X,O,X,X,X,X,X
LOTJZIS,X,X,X,O,X,X,O,X,X,X
LOTJZSI,X,X,X,X,O,X,O,X,X,X
LOTSIJZ,X,X,O,X,O,X,X,X,X,O
LOTSIZJ,X,X,X,X,O,X,X,X,O,O
LOTSJIZ,X,X,O,X,O,X,X,X,X,X
LOTSJZI,X,X,O,X,O,X,X,X,X,X
LOTSZIJ,X,X,X,X,O,O,X,X,O,X
LOTSZJI,X,X,X,X,O,O,O,X,X,X
LOTZIJS,X,X,X,X,X,X,O,X,X,X
LOTZISJ,X,X,X,X,O,O,X,X,X,O
LOTZJIS,X,X,X,X,X,X,O,X,X,X
LOTZJSI,X,X,X,X,O,X,O,X,X,X
LOTZSIJ,X,X,X,X,O,O,X,X,O,X
LOTZSJI,X,X,X,X,O,O,O,X,X,X
LOITJSZ,O,X,O,O,X,X,X,X,X,O
LOITJZS,O,X,X,O,X,X,X,X,X,X
LOITSJZ,X,X,O,X,O,X,X,X,X,O
LOITSZJ,X,X,X,X,O,X,X,O,X,O
LOITZJS,O,X,X,X,X,X,O,X,X,X
LOITZSJ,X,X,X,X,O,X,X,O,X,O
LOIJTSZ,O,X,X,O,X,X,X,X,X,O
LOIJTZS,O,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,O
LOIJSZT,O,X,X,O,X,X,X,O,X,X
LOIJZTS,O,X,X,O,X,X,O,X,X,X
LOIJZST,O,X,X,O,X,X,O,O,X,X
LOISTJZ,X,X,X,X,O,X,X,X,X,O
LOISTZJ,X,X,X,X,O,X,X,O,X,O
LOISJTZ,X,X,X,X,X,X,X,X,X,O
LOISJZT,X,X,X,X,X,X,X,O,X,X
LOISZTJ,X,X,X,X,O,O,X,O,X,O
LOISZJT,X,X,X,X,X,X,X,O,X,X
LOIZTJS,O,X,X,X,X,X,O,X,X,X
LOIZTSJ,X,X,X,X,O,O,X,O,X,O
LOIZJTS,O,O,X,X,X,X,O,X,X,X
LOIZJST,O,O,X,X,X,X,O,O,X,X
LOIZSTJ,X,X,X,X,O,O,X,O,X,O
LOIZSJT,X,X,X,X,X,X,X,O,X,X
LOJTISZ,X,X,O,O,X,X,X,X,X,O
LOJTIZS,X,X,X,O,X,X,X,X,X,X
LOJTSIZ,X,X,O,O,O,X,X,X,X,X
LOJTSZI,X,O,O,X,O,X,X,X,X,X
LOJTZIS,X,O,X,O,X,X,O,X,X,X
LOJTZSI,X,O,X,X,O,X,O,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X,O
LOJITZS,O,X,X,O,X,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,O
LOJISZT,O,X,X,O,X,X,X,X,X,X
LOJIZTS,O,X,X,O,X,X,O,X,X,X
LOJIZST,O,X,X,O,X,X,O,X,X,X
LOJSTIZ,X,X,O,O,O,X,X,X,X,X
LOJSTZI,O,O,O,X,O,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,X,X
LOJSZTI,O,O,O,X,O,X,O,X,X,X
LOJSZIT,X,O,X,X,X,X,O,X,X,X
LOJZTIS,X,O,X,O,X,X,O,X,X,X
LOJZTSI,O,O,X,X,O,X,O,X,X,X
LOJZITS,X,O,X,O,X,X,O,X,X,X
LOJZIST,X,O,X,O,X,X,O,X,X,X
LOJZSTI,O,O,X,X,O,X,O,X,X,X
LOJZSIT,X,O,X,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,X,O,X,X,X,X,O
LOSTIZJ,X,X,X,X,O,X,X,X,O,O
LOSTJIZ,X,X,O,X,O,X,X,X,X,X
LOSTJZI,X,X,O,X,O,X,X,X,X,X
LOSTZIJ,X,X,X,X,O,O,X,X,O,X
LOSTZJI,X,X,X,X,O,O,O,X,X,X
LOSITJZ,X,X,X,X,O,X,X,X,X,O
LOSITZJ,X,X,X,X,O,X,X,O,O,O
LOSIJTZ,X,X,X,X,X,X,X,X,X,O
LOSIJZT,X,X,X,X,X,X,X,O,X,X
LOSIZTJ,X,X,X,X,O,O,X,O,O,O
LOSIZJT,X,X,X,X,X,X,X,O,X,X
LOSJTIZ,X,X,O,X,O,X,X,X,X,X
LOSJTZI,X,X,O,X,O,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X,X
LOSJZTI,X,X,O,X,O,X,O,X,X,X
LOSJZIT,X,X,X,X,X,X,O,X,X,X
LOSZTIJ,X,X,X,X,O,O,X,X,O,X
LOSZTJI,X,X,X,X,O,O,O,X,X,X
LOSZITJ,X,X,X,X,O,O,X,O,O,X
LOSZIJT,X,X,X,X,X,X,X,O,X,X
LOSZJTI,X,X,O,X,O,X,O,X,X,X
LOSZJIT,X,X,X,X,X,X,O,X,X,X
LOZTIJS,O,X,X,X,X,X,O,X,X,X
LOZTISJ,X,X,X,X,O,O,X,X,X,O
LOZTJIS,X,X,X,X,X,X,O,X,X,X
LOZTJSI,O,X,X,X,O,X,O,X,X,X
LOZTSIJ,X,X,X,X,O,O,X,X,O,X
LOZTSJI,X,X,X,X,O,O,O,X,X,X
LOZITJS,O,X,X,X,X,X,O,X,X,X
LOZITSJ,X,X,X,X,O,O,X,O,X,O
LOZIJTS,O,O,X,X,X,X,O,X,X,X
LOZIJST,O,O,X,X,X,X,O,O,X,X
LOZISTJ,X,X,X,X,O,O,X,O,X,O
LOZISJT,X,X,X,X,X,X,X,O,X,X
LOZJTIS,X,O,X,X,X,X,O,X,X,X
LOZJTSI,O,O,X,X,O,X,O,X,X,X
LOZJITS,X,O,X,X,X,X,O,X,X,X
LOZJIST,X,O,X,X,X,X,O,X,X,X
LOZJSTI,O,O,X,X,O,X,O,X,X,X
LOZJSIT,X,O,X,X,X,X,O,X,X,X
LOZSTIJ,X,X,X,X,O,O,X,X,O,X
LOZSTJI,X,X,X,X,O,O,O,X,X,X
LOZSITJ,X,X,X,X,O,O,X,O,O,X
LOZSIJT,X,X,X,X,X,X,X,O,X,X
LOZSJTI,X,X,X,X,O,X,O,X,X,X
LOZSJIT,X,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,O,O,X,X,X,X,X,X
JTILSOZ,O,X,O,O,X,X,X,X,X,X
JTILZSO,O,X,X,O,X,X,X,X,X,X
JTILZOS,O,X,X,O,X,X,X,X,X,X
JTILOSZ,O,X,O,O,X,X,X,X,X,X
JTILOZS,O,X,X,O,X,X,X,X,X,X
JTISLZO,O,X,O,O,X,X,X,X,X,X
JTISLOZ,O,X,O,O,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X,X
JTISOLZ,O,X,O,O,X,X,X,X,X,X
JTISOZL,O,O,O,X,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,X,X,X,X
JTIZLOS,O,O,X,O,X,X,X,X,X,X
JTIZSLO,O,O,O,X,X,X,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X,X,X,X
JTIZOLS,O,O,X,O,X,X,X,X,X,X
JTIZOSL,O,O,O,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,X,X,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,X,O,O,X,X,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X,X,X
JTIOZLS,O,O,X,O,X,X,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X,X,X,X
JTLISZO,X,X,O,O,X,X,X,X,X,X
JTLISOZ,X,X,O,O,X,X,X,X,X,X
JTLIZSO,X,X,X,O,X,X,X,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X,X,X
JTLIOSZ,X,X,O,O,X,X,X,X,X,O
JTLIOZS,X,X,X,O,X,X,X,X,X,X
JTLSIZO,X,X,O,O,X,X,X,X,X,X
JTLSIOZ,X,X,O,O,X,X,X,X,X,X
JTLSZIO,X,O,O,X,X,X,X,X,X,X
JTLSZOI,X,O,O,X,X,X,X,X,X,X
JTLSOIZ,X,X,O,O,X,X,X,X,X,X
JTLSOZI,X,O,O,X,X,X,X,X,X,X
JTLZISO,X,O,X,O,X,X,X,X,X,X
JTLZIOS,X,O,X,O,X,X,O,X,X,X
JTLZSIO,X,O,X,X,X,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,O,X,X,X
JTLZOIS,X,O,X,O,X,X,O,X,X,X
JTLZOSI,X,O,X,X,X,X,O,X,X,X
JTLOISZ,X,X,O,O,X,X,X,X,X,O
JTLOIZS,X,X,X,O,X,X,X,X,X,X
JTLOSIZ,X,X,O,O,X,X,X,X,X,X
JTLOSZI,X,O,O,X,X,X,X,X,X,X
JTLOZIS,X,O,X,O,X,X,O,X,X,X
JTLOZSI,X,O,X,X,X,X,O,X,X,X
JTSILZO,O,X,O,O,X,X,X,X,X,X
JTSILOZ,O,X,O,O,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X,X,X
JTSIZOL,O,O,O,X,O,X,X,X,X,X
JTSIOLZ,O,X,O,O,O,X,X,X,X,X
JTSIOZL,O,O,O,X,O,X,X,X,X,X
JTSLIZO,X,X,O,O,X,X,X,X,X,X
JTSLIOZ,X,X,O,O,X,X,X,X,X,X
JTSLZIO,X,O,O,X,X,X,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,X,O,O,X,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X,X,X
JTSZILO,X,O,O,X,X,X,X,X,X,X
JTSZIOL,O,O,O,X,O,O,X,X,X,X
JTSZLIO,X,O,O,X,X,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X,X,X,X
JTSZOIL,O,O,O,X,O,O,X,X,X,X
JTSZOLI,O,O,O,X,O,O,X,X,X,X
JTSOILZ,O,X,O,O,O,X,X,X,X,X
JTSOIZL,O,O,O,X,O,X,X,X,X,X
JTSOLIZ,X,X,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,X,O,X,X,X,X,X
JTSOZIL,O,O,O,X,O,O,X,X,X,X
JTSOZLI,O,O,O,X,O,O,X,X,X,X
JTZILSO,X,O,X,O,X,X,X,X,X,X
JTZILOS,X,O,X,O,X,X,O,X,X,X
JTZISLO,X,O,O,X,X,X,X,X,X,X
JTZISOL,O,O,O,X,X,O,X,X,X,X
JTZIOLS,X,O,X,O,X,X,O,X,X,X
JTZIOSL,O,O,O,X,X,O,X,X,X,X
JTZLISO,X,O,X,O,X,X,X,X,X,X
JTZLIOS,X,O,X,O,X,X,O,X,X,X
JTZLSIO,X,O,X,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,O,X,X,X
JTZLOIS,X,O,X,O,X,X,O,X,X,X
JTZLOSI,O,O,X,X,X,X,O,X,X,X
JTZSILO,X,O,O,X,X,X,X,X,X,X
JTZSIOL,O,O,O,X,O,O,X,X,X,X
JTZSLIO,X,O,O,X,X,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,O,X,X,X
JTZSOIL,O,O,O,X,O,O,X,X,X,X
JTZSOLI,O,O,O,X,O,O,O,X,X,X
JTZOILS,X,O,X,O,X,X,O,X,X,X
JTZOISL,O,O,O,X,X,O,X,X,X,X
JTZOLIS,X,O,X,O,X,X,O,X,X,X
JTZOLSI,O,O,X,X,O,X,O,X,X,X
JTZOSIL,O,O,O,X,O,O,X,X,X,X
JTZOSLI,O,O,O,X,O,O,O,X,X,X
JTOILSZ,O,X,O,O,X,X,X,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,X,X
JTOISLZ,O,X,O,O,X,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X,X,X,X
JTOLISZ,X,X,O,O,X,X,X,X,X,O
JTOLIZS,X,X,X,O,X,X,X,X,X,X
JTOLSIZ,X,X,O,O,O,X,X,X,X,X
JTOLSZI,X,O,O,X,O,X,X,X,X,X
JTOLZIS,X,O,X,O,X,X,O,X,X,X
JTOLZSI,X,O,X,X,O,X,O,X,X,X
JTOSILZ,O,X,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,X,O,X,X,X,X,X
JTOSLIZ,X,X,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,O,X,O,O,X,X,X,X
JTOSZLI,O,O,O,X,O,O,X,X,X,X
JTOZILS,X,O,X,O,X,X,O,X,X,X
JTOZISL,O,O,O,X,X,O,X,X,X,X
JTOZLIS,X,O,X,O,X,X,O,X,X,X
JTOZLSI,O,O,X,X,O,X,O,X,X,X
JTOZSIL,O,O,O,X,O,O,X,X,X,X
JTOZSLI,O,O,O,X,O,O,O,X,X,X
JITLSZO,O,X,O,O,X,X,X,X,X,X
JITLSOZ,O,X,O,O,X,X,X,X,X,X
JITLZSO,O,X,X,O,X,X,X,X,X,X
JITLZOS,O,X,X,O,X,X,X,X,X,X
JITLOSZ,O,X,O,O,X,X,X,X,X,X
JITLOZS,O,X,X,O,X,X,X,X,X,X
JITSLZO,O,X,O,O,X,X,X,X,X,X
JITSLOZ,O,X,O,O,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X,X
JITSOLZ,O,X,O,O,X,X,X,X,X,X
JITSOZL,O,O,O,X,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,X,X,X,X
JITZLOS,O,O,X,O,X,X,X,X,X,X
JITZSLO,O,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,O,X,X,X,X,X,X,X
JITZOLS,O,O,X,O,X,X,X,X,X,X
JITZOSL,O,O,O,X,X,X,X,X,X,X
JITOLSZ,O,X,O,O,X,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,X,O,O,X,X,X,X,X,X
JITOSZL,O,O,O,X,X,X,X,X,X,X
JITOZLS,O,O,X,O,X,X,X,X,X,X
JITOZSL,O,O,O,X,X,X,X,X,X,X
JILTSZO,O,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,X,X,X
JILTZSO,O,X,X,O,X,X,X,X,X,X
JILTZOS,O,X,X,O,X,X,X,X,X,X
JILTOSZ,O,X,X,O,X,X,X,X,X,X
JILTOZS,O,X,X,O,X,X,X,X,X,X
JILSTZO,O,X,X,O,X,X,X,X,X,X
JILSTOZ,O,X,X,O,X,X,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,O,X,X
JILSOTZ,O,X,X,O,X,X,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,O,X,X
JILZTSO,O,X,X,O,X,X,X,X,X,X
JILZTOS,O,X,X,O,X,X,O,X,X,X
JILZSTO,O,X,X,O,X,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,O,X,X
JILZOTS,O,X,X,O,X,X,O,X,X,X
JILZOST,O,X,X,O,X,X,O,O,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,O,X,X
JILOZTS,O,X,X,O,X,X,O,X,X,X
JILOZST,O,X,X,O,X,X,O,O,X,X
JISTLZO,O,X,O,O,X,X,X,X,X,X
JISTLOZ,O,X,O,O,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,X,X,X
JISTOLZ,O,X,O,O,X,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,X,X,X,X
JISLTZO,O,X,X,O,X,X,X,X,X,X
JISLTOZ,O,X,X,O,X,X,X,X,X,X
JISLZTO,O,X,X,O,X,X,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,O,X,X
JISLOTZ,O,X,X,O,X,X,X,X,X,X
JISLOZT,O,X,X,O,X,X,X,O,X,X
JISZTLO,O,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,O,X,X,O,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,O,X,X
JISZOTL,O,O,O,X,X,O,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,O,X,X
JISOTLZ,O,X,O,O,X,X,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X,X,X
JISOLTZ,O,X,X,O,X,X,X,X,X,X
JISOLZT,O,X,X,O,X,X,X,O,X,X
JISOZTL,O,O,O,X,X,O,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,O,X,X
JIZTLSO,O,O,X,O,X,X,X,X,X,X
JIZTLOS,O,O,X,O,X,X,O,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,O,X,X,X,X
JIZTOLS,O,O,X,O,X,X,O,X,X,X
JIZTOSL,O,O,X,X,X,O,X,X,X,X
JIZLTSO,O,O,X,O,X,X,X,X,X,X
JIZLTOS,O,O,X,O,X,X,O,X,X,X
JIZLSTO,O,O,X,O,X,X,X,X,X,X
JIZLSOT,O,O,X,O,X,X,X,O,X,X
JIZLOTS,O,O,X,O,X,X,O,X,X,X
JIZLOST,O,O,X,O,X,X,O,O,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,O,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,O,X,X
JIZSOTL,O,O,X,X,X,O,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,O,X,X
JIZOTLS,O,O,X,O,X,X,O,X,X,X
JIZOTSL,O,O,X,X,X,O,X,X,X,X
JIZOLTS,O,O,X,O,X,X,O,X,X,X
JIZOLST,O,O,X,O,X,X,O,O,X,X
JIZOSTL,O,O,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,O,X,X
JIOTLSZ,O,X,O,O,X,X,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,X,X,X,X
JIOTSZL,O,O,O,X,X,X,X,X,X,X
JIOTZLS,O,O,X,O,X,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,X,X,X
JIOLTZS,O,X,X,O,X,X,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,O,X,X
JIOLZTS,O,X,X,O,X,X,O,X,X,X
JIOLZST,O,X,X,O,X,X,O,O,X,X
JIOSTLZ,O,X,O,O,X,X,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,O,X,X
