sequence,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBGjBinB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeOEJvhFNlBRhB3iBcoBqp?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFUgBRhBGjBinBzp?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhB3iBcoB9pBOq?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBSoB2sB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhBcnBTjB9pBOq?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBOsBXoB0p?BCtB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBWoBKsBXo?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNFJvhFRhBGjBTkBinB3s?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFRhBunBcoBXlBKs?BzpB,v115@LhB8GeC8CeB8BeC8BeB8JeUAJvhFRhBTjBmpBisB/p?B9sB
LOZJSTI,X,O,X,O,O,X,X,O,X,O,O
LOZJSIT,X,O,X,O,X,X,X,X,X,O,O
LOZSTIJ,X,O,X,O,X,X,X,O,X,O,X
LOZSTJI,X,O,X,O,O,X,X,O,X,O,X
LOZSITJ,X,O,X,O,X,X,X,X,X,O,X
LOZSIJT,X,O,X,O,X,X,X,X,X,O,X
LOZSJTI,X,O,X,O,O,X,X,O,X,O,X
LOZSJIT,X,O,X,O,X,X,X,X,X,O,X
JTILSZO,X,O,X,O,O,O,O,O,X,O,O
JTILSOZ,X,O,X,O,X,O,X,X,X,X,O
JTILZSO,X,O,O,O,O,X,O,O,X,O,O
JTILZOS,O,O,X,O,O,X,O,O,X,O,O
JTILOSZ,X,O,X,O,X,O,X,X,X,X,O
JTILOZS,X,O,X,O,O,X,X,O,X,X,O
JTISLZO,O,X,O,O,O,O,O,X,O,O,X
JTISLOZ,O,X,O,O,X,O,X,X,O,X,X
JTISZLO,O,X,O,O,O,O,O,X,X,X,X
JTISZOL,O,X,O,O,O,O,O,X,X,X,X
JTISOLZ,X,X,X,O,X,O,X,X,O,X,X
JTISOZL,O,X,O,O,X,O,O,X,X,X,X
JTIZLSO,X,O,O,O,O,X,O,O,X,X,X
JTIZLOS,O,O,X,O,O,X,O,O,X,X,X
JTIZSLO,O,O,O,O,O,X,O,X,X,X,X
JTIZSOL,O,X,O,O,O,X,O,X,X,X,X
JTIZOLS,O,X,X,O,O,X,O,O,X,X,X
JTIZOSL,O,X,O,O,O,X,O,X,X,X,X
JTIOLSZ,X,O,X,O,X,O,X,X,X,X,X
JTIOLZS,X,O,O,O,O,X,X,X,X,X,X
JTIOSLZ,X,X,X,O,X,O,X,X,O,X,X
JTIOSZL,X,X,O,O,X,O,O,X,X,X,X
JTIOZLS,O,O,O,O,O,X,O,X,X,X,X
JTIOZSL,O,O,O,O,O,X,O,X,X,X,X
JTLISZO,X,O,X,O,O,O,O,O,X,O,O
JTLISOZ,X,O,X,O,X,O,X,X,X,X,O
JTLIZSO,X,O,O,O,O,X,O,O,X,O,O
JTLIZOS,O,O,X,O,O,X,O,O,X,O,O
JTLIOSZ,X,O,X,O,X,O,X,X,X,X,O
JTLIOZS,X,O,X,O,O,X,X,O,X,X,O
JTLSIZO,X,O,X,O,O,O,O,O,X,O,O
JTLSIOZ,X,O,X,O,X,O,X,X,X,X,O
JTLSZIO,X,O,X,O,O,O,O,O,X,O,O
JTLSZOI,X,O,X,O,O,O,O,O,X,O,O
JTLSOIZ,X,O,X,O,X,O,X,X,X,X,O
JTLSOZI,X,O,X,O,X,O,X,X,X,X,O
JTLZISO,X,O,O,O,O,X,O,O,X,O,O
JTLZIOS,O,O,X,O,O,X,O,O,X,O,O
JTLZSIO,X,O,X,O,O,O,O,O,X,O,O
JTLZSOI,X,O,X,O,O,O,O,O,X,O,O
JTLZOIS,O,O,X,O,O,X,O,O,X,O,O
JTLZOSI,X,O,X,O,O,O,O,O,X,O,O
JTLOISZ,X,O,X,O,X,O,X,X,X,X,O
JTLOIZS,X,O,X,O,O,X,X,O,X,X,O
JTLOSIZ,X,O,X,O,X,O,X,X,X,X,O
JTLOSZI,X,O,X,O,X,O,X,X,X,X,O
JTLOZIS,X,O,X,O,O,X,X,O,X,X,O
JTLOZSI,X,O,X,O,O,O,X,O,X,X,O
JTSILZO,O,X,O,O,O,O,O,X,O,O,X
JTSILOZ,O,X,O,O,X,O,X,X,O,X,X
JTSIZLO,O,X,O,O,O,O,O,X,X,X,X
JTSIZOL,O,X,O,O,O,O,O,X,X,X,X
JTSIOLZ,X,X,X,O,X,O,X,X,O,X,X
JTSIOZL,O,X,O,O,X,O,O,X,X,X,X
JTSLIZO,O,X,O,O,O,O,O,O,O,O,X
JTSLIOZ,O,X,O,O,X,O,X,X,O,X,X
JTSLZIO,O,X,O,O,O,O,O,O,O,O,X
JTSLZOI,O,X,O,O,O,O,O,O,O,O,X
JTSLOIZ,O,X,O,O,X,O,X,X,O,X,X
JTSLOZI,O,X,O,O,X,O,X,X,O,X,X
JTSZILO,O,X,O,O,O,O,O,X,X,X,X
JTSZIOL,O,X,O,O,O,O,O,X,X,X,X
JTSZLIO,O,X,O,O,O,O,O,O,O,O,X
JTSZLOI,O,X,O,O,O,O,O,O,O,O,X
JTSZOIL,O,X,O,O,O,O,O,X,X,X,X
JTSZOLI,O,X,O,O,O,O,O,O,O,X,X
JTSOILZ,X,X,X,O,X,O,X,X,O,X,X
JTSOIZL,O,X,O,O,X,O,O,X,X,X,X
JTSOLIZ,O,X,O,O,X,O,X,X,O,X,X
JTSOLZI,O,X,O,O,X,O,X,X,O,X,X
JTSOZIL,O,X,O,O,X,O,O,X,X,X,X
JTSOZLI,O,X,O,O,X,O,O,X,O,X,X
JTZILSO,X,O,O,O,O,X,O,O,X,X,X
JTZILOS,O,O,X,O,O,X,O,O,X,X,X
JTZISLO,O,O,O,O,O,X,O,X,X,X,X
JTZISOL,O,X,O,O,O,X,O,X,X,X,X
JTZIOLS,O,X,X,O,O,X,O,O,X,X,X
JTZIOSL,O,X,O,O,O,X,O,X,X,X,X
JTZLISO,X,O,O,O,O,X,O,O,X,O,X
JTZLIOS,O,O,X,O,O,X,O,O,X,O,X
JTZLSIO,X,O,X,O,O,O,O,O,X,O,X
JTZLSOI,X,O,X,O,O,O,O,O,X,O,X
JTZLOIS,O,O,X,O,O,X,O,O,X,O,X
JTZLOSI,X,O,X,O,O,O,O,O,X,O,X
JTZSILO,O,O,O,O,O,O,O,X,X,X,X
JTZSIOL,O,X,O,O,O,O,O,X,X,X,X
JTZSLIO,O,O,O,O,O,O,O,O,X,O,X
JTZSLOI,O,O,O,O,O,O,O,O,X,O,X
JTZSOIL,O,X,O,O,O,O,O,X,X,X,X
JTZSOLI,O,X,O,O,O,O,O,O,X,X,X
JTZOILS,O,O,X,O,O,X,O,O,X,X,X
JTZOISL,O,O,O,O,O,X,O,X,X,X,X
JTZOLIS,O,O,X,O,O,X,O,O,X,X,X
JTZOLSI,X,O,X,O,O,O,O,O,X,X,X
JTZOSIL,O,O,X,O,O,O,O,X,X,X,X
JTZOSLI,O,O,X,O,O,O,O,O,X,X,X
JTOILSZ,X,O,X,O,X,O,X,X,X,X,X
JTOILZS,X,O,O,O,O,X,X,X,X,X,X
JTOISLZ,X,X,X,O,X,O,X,X,O,X,X
JTOISZL,X,X,O,O,X,O,O,X,X,X,X
JTOIZLS,O,O,O,O,O,X,O,X,X,X,X
JTOIZSL,O,O,O,O,O,X,O,X,X,X,X
JTOLISZ,X,O,X,O,X,O,X,X,X,X,O
JTOLIZS,X,O,O,O,O,X,X,O,X,X,O
JTOLSIZ,X,O,X,O,X,O,X,X,X,X,O
JTOLSZI,X,O,X,O,X,O,X,X,X,X,O
JTOLZIS,X,O,O,O,O,X,X,O,X,X,O
JTOLZSI,X,O,X,O,O,O,X,O,X,X,O
JTOSILZ,X,X,X,O,X,O,X,X,O,X,X
JTOSIZL,X,X,O,O,X,O,O,X,X,X,X
JTOSLIZ,X,X,X,O,X,O,X,X,O,X,X
JTOSLZI,X,X,X,O,X,O,X,X,O,X,X
JTOSZIL,X,X,O,O,X,O,O,X,X,X,X
JTOSZLI,X,X,X,O,X,O,O,X,O,X,X
JTOZILS,O,O,O,O,O,X,O,O,X,X,X
JTOZISL,O,O,O,O,O,X,O,X,X,X,X
JTOZLIS,O,O,O,O,O,X,O,O,X,X,X
JTOZLSI,X,O,X,O,O,O,O,O,X,X,X
JTOZSIL,O,O,O,O,O,O,O,X,X,X,X
JTOZSLI,X,O,X,O,O,O,O,O,X,X,X
JITLSZO,X,O,X,O,O,O,O,O,X,O,O
JITLSOZ,X,O,X,O,X,O,X,X,X,X,O
JITLZSO,X,O,O,O,O,X,O,O,X,O,O
JITLZOS,O,O,X,O,O,X,O,O,X,O,O
JITLOSZ,X,O,X,O,X,O,X,X,X,X,O
JITLOZS,X,O,X,O,O,X,X,O,X,X,O
JITSLZO,O,X,O,O,O,O,O,X,O,O,X
JITSLOZ,O,X,O,O,X,O,X,X,O,X,X
JITSZLO,O,X,O,O,O,O,O,X,X,X,X
JITSZOL,O,X,O,O,O,O,O,X,X,X,X
JITSOLZ,X,X,X,O,X,O,X,X,O,X,X
JITSOZL,O,X,O,O,X,O,O,X,X,X,X
JITZLSO,X,O,O,O,O,X,O,O,X,X,X
JITZLOS,O,O,X,O,O,X,O,O,X,X,X
JITZSLO,O,O,O,O,O,X,O,X,X,X,X
JITZSOL,O,X,O,O,O,X,O,X,X,X,X
JITZOLS,O,X,X,O,O,X,O,O,X,X,X
JITZOSL,O,X,O,O,O,X,O,X,X,X,X
JITOLSZ,X,O,X,O,X,O,X,X,X,X,X
JITOLZS,X,O,O,O,O,X,X,X,X,X,X
JITOSLZ,X,X,X,O,X,O,X,X,O,X,X
JITOSZL,X,X,O,O,X,O,O,X,X,X,X
JITOZLS,O,O,O,O,O,X,O,X,X,X,X
JITOZSL,O,O,O,O,O,X,O,X,X,X,X
JILTSZO,X,X,X,O,O,X,O,O,X,O,O
JILTSOZ,X,X,X,O,X,X,X,X,X,X,O
JILTZSO,X,X,O,O,O,X,O,O,X,O,O
JILTZOS,O,X,X,O,O,X,O,O,X,O,O
JILTOSZ,X,X,X,O,X,X,X,X,X,X,O
JILTOZS,X,X,X,O,O,X,X,O,X,X,O
JILSTZO,X,X,X,X,O,X,O,O,X,O,O
JILSTOZ,X,X,X,X,X,X,X,X,X,X,O
JILSZTO,X,X,X,X,O,X,O,O,X,O,O
JILSZOT,X,X,X,X,X,X,X,X,X,O,O
JILSOTZ,X,X,X,X,X,X,X,X,X,X,O
JILSOZT,X,X,X,X,X,X,X,X,X,X,O
JILZTSO,X,X,X,O,O,X,O,O,X,O,O
JILZTOS,O,X,X,O,O,X,O,O,X,O,O
JILZSTO,X,X,X,O,O,X,O,O,X,O,O
JILZSOT,X,X,X,X,X,X,X,X,X,O,O
JILZOTS,X,X,X,X,O,X,X,O,X,O,X
JILZOST,X,X,X,X,X,X,X,X,X,O,X
JILOTSZ,X,X,X,O,X,X,X,X,X,X,O
JILOTZS,X,X,O,O,O,X,X,O,X,X,O
JILOSTZ,X,X,X,X,X,X,X,X,X,X,O
JILOSZT,X,X,X,X,X,X,X,X,X,X,O
JILOZTS,X,X,X,O,O,X,X,O,X,X,X
JILOZST,X,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,X,O,O,O,O,O,X,O,O,X
JISTLOZ,O,X,O,O,X,O,X,X,O,X,X
JISTZLO,O,X,O,O,O,O,O,X,X,X,X
JISTZOL,O,X,O,O,O,O,O,X,X,X,X
JISTOLZ,X,X,O,O,X,O,X,X,O,X,X
JISTOZL,O,X,O,O,X,O,O,X,X,X,X
JISLTZO,O,X,O,X,O,X,O,X,O,O,O
JISLTOZ,O,X,O,X,X,X,X,X,O,X,O
JISLZTO,O,X,O,X,O,X,O,X,O,O,O
JISLZOT,O,X,O,X,X,X,X,X,X,O,O
JISLOTZ,O,X,O,X,X,X,X,X,O,X,O
JISLOZT,O,X,O,X,X,X,X,X,X,X,O
JISZTLO,O,X,O,O,O,O,O,X,X,X,X
JISZTOL,O,X,O,O,O,O,O,X,X,X,X
JISZLTO,O,X,X,O,O,O,O,X,X,X,X
JISZLOT,O,X,X,X,X,O,X,X,X,X,X
JISZOTL,O,X,O,O,X,O,O,X,X,X,X
JISZOLT,X,X,X,X,X,O,X,X,X,X,X
JISOTLZ,X,X,O,O,X,O,X,X,X,X,X
JISOTZL,O,X,O,O,X,O,O,X,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,O,X,O,O,X,O,O,X,X,X,X
JISOZLT,X,X,X,O,X,O,X,X,X,X,X
JIZTLSO,X,O,O,O,O,X,O,O,X,X,X
JIZTLOS,O,O,X,O,O,X,O,O,X,X,X
JIZTSLO,O,O,O,O,O,X,O,X,X,X,X
JIZTSOL,O,X,O,O,O,X,O,X,X,X,X
JIZTOLS,O,X,X,O,O,X,O,O,X,X,X
JIZTOSL,O,X,O,O,O,X,O,X,X,X,X
JIZLTSO,X,X,X,O,O,X,O,O,X,X,O
JIZLTOS,O,X,X,O,O,X,O,O,X,X,O
JIZLSTO,X,X,X,O,O,X,O,O,X,X,O
JIZLSOT,X,X,X,X,X,X,X,X,X,X,O
JIZLOTS,X,X,X,X,O,X,X,O,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,O,O,X,O,X,X,X,X
JIZSTOL,O,X,X,O,O,X,O,X,X,X,X
JIZSLTO,O,X,X,O,O,X,O,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,O,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X,X,X,X,X
JIZOTLS,O,X,O,O,O,X,O,O,X,X,X
JIZOTSL,O,X,O,O,O,X,O,X,X,X,X
JIZOLTS,X,X,X,O,O,X,X,O,X,X,X
JIZOLST,X,X,X,O,X,X,X,X,X,X,X
JIZOSTL,X,X,X,O,X,X,O,X,X,X,X
JIZOSLT,X,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,O,X,O,X,X,X,X,X
JIOTLZS,X,O,O,O,O,X,X,X,X,X,X
JIOTSLZ,X,X,O,O,X,O,X,X,X,X,X
JIOTSZL,X,X,O,O,X,O,O,X,X,X,X
JIOTZLS,O,O,O,O,O,X,O,X,X,X,X
JIOTZSL,O,O,O,O,O,X,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X,X,O
JIOLTZS,X,X,O,O,O,X,X,X,X,X,O
JIOLSTZ,X,X,X,X,X,X,X,X,X,X,O
JIOLSZT,X,X,X,X,X,X,X,X,X,X,O
JIOLZTS,X,X,X,O,O,X,X,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,X,X,X,X
JIOSTLZ,X,X,O,O,X,O,X,X,X,X,X
JIOSTZL,X,X,O,O,X,O,O,X,X,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,X,X,O,O,X,O,O,X,X,X,X
JIOSZLT,X,X,X,O,X,O,X,X,X,X,X
JIOZTLS,O,O,O,O,O,X,O,X,X,X,X
JIOZTSL,O,O,O,O,O,X,O,X,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X,X,X,X
JIOZSTL,X,O,X,O,X,X,O,X,X,X,X
JIOZSLT,X,X,X,O,X,X,X,X,X,X,X
JLTISZO,X,O,X,O,O,O,O,O,X,O,O
JLTISOZ,X,O,X,O,X,O,X,X,X,X,O
JLTIZSO,X,O,O,O,O,X,O,O,X,O,O
JLTIZOS,O,O,X,O,O,X,O,O,X,O,O
JLTIOSZ,X,O,X,O,X,O,X,X,X,X,O
JLTIOZS,X,O,X,O,O,X,X,O,X,X,O
JLTSIZO,X,O,X,O,O,O,O,O,X,O,O
JLTSIOZ,X,O,X,O,X,O,X,X,X,X,O
JLTSZIO,X,O,X,O,O,O,O,O,X,O,O
JLTSZOI,X,O,X,O,O,O,O,O,X,O,O
JLTSOIZ,X,O,X,O,X,O,X,X,X,X,O
JLTSOZI,X,O,X,O,X,O,X,X,X,X,O
JLTZISO,X,O,O,O,O,X,O,O,X,O,O
JLTZIOS,O,O,X,O,O,X,O,O,X,O,O
JLTZSIO,X,O,X,O,O,O,O,O,X,O,O
JLTZSOI,X,O,X,O,O,O,O,O,X,O,O
JLTZOIS,O,O,X,O,O,X,O,O,X,O,O
JLTZOSI,X,O,X,O,O,O,O,O,X,O,O
JLTOISZ,X,O,X,O,X,O,X,X,X,X,O
JLTOIZS,X,O,X,O,O,X,X,O,X,X,O
JLTOSIZ,X,O,X,O,X,O,X,X,X,X,O
JLTOSZI,X,O,X,O,X,O,X,X,X,X,O
JLTOZIS,X,O,X,O,O,X,X,O,X,X,O
JLTOZSI,X,O,X,O,O,O,X,O,X,X,O
JLITSZO,X,O,X,O,O,X,O,O,X,O,O
JLITSOZ,X,O,X,O,X,X,X,X,X,X,O
JLITZSO,X,O,O,O,O,X,O,O,X,O,O
JLITZOS,O,O,X,O,O,X,O,O,X,O,O
JLITOSZ,X,O,X,O,X,X,X,X,X,X,O
JLITOZS,X,O,X,O,O,X,X,O,X,X,O
JLISTZO,X,X,X,X,O,X,O,O,X,O,O
JLISTOZ,X,X,X,X,X,X,X,X,X,X,O
JLISZTO,X,X,X,X,O,X,O,O,X,O,O
JLISZOT,X,X,X,X,X,X,X,X,X,O,O
JLISOTZ,X,X,X,X,X,X,X,X,X,X,O
JLISOZT,X,X,X,X,X,X,X,X,X,X,O
JLIZTSO,X,O,X,O,O,X,O,O,X,O,O
JLIZTOS,O,O,X,O,O,X,O,O,X,O,O
JLIZSTO,X,O,X,O,O,X,O,O,X,O,O
JLIZSOT,X,X,X,X,X,X,X,X,X,O,O
JLIZOTS,X,O,X,X,O,X,X,O,X,O,X
JLIZOST,X,O,X,X,X,X,X,X,X,O,X
JLIOTSZ,X,O,X,O,X,X,X,X,X,X,O
JLIOTZS,X,O,O,O,O,X,X,O,X,X,O
JLIOSTZ,X,X,X,X,X,X,X,X,X,X,O
JLIOSZT,X,X,X,X,X,X,X,X,X,X,O
JLIOZTS,X,O,X,O,O,X,X,O,X,X,X
JLIOZST,X,O,X,O,X,X,X,X,X,X,X
JLSTIZO,X,O,X,X,O,O,O,O,X,O,O
JLSTIOZ,X,O,X,X,X,O,X,X,X,X,O
JLSTZIO,X,O,X,X,O,O,O,O,X,O,O
JLSTZOI,X,O,X,X,O,O,O,O,X,O,O
JLSTOIZ,X,O,X,X,X,O,X,X,X,X,O
JLSTOZI,X,O,X,X,X,O,X,X,X,X,O
JLSITZO,X,X,X,X,O,X,O,O,X,O,O
JLSITOZ,X,X,X,X,X,X,X,X,X,X,O
JLSIZTO,X,X,X,X,O,X,O,O,X,O,O
JLSIZOT,X,X,X,X,X,X,X,X,X,O,O
JLSIOTZ,X,X,X,X,X,X,X,X,X,X,O
JLSIOZT,X,X,X,X,X,X,X,X,X,X,O
JLSZTIO,X,O,X,X,O,O,O,O,X,O,O
JLSZTOI,X,O,X,X,O,O,O,O,X,O,O
JLSZITO,X,O,X,X,O,O,O,O,X,O,O
JLSZIOT,X,X,X,X,X,O,X,X,X,O,O
JLSZOTI,X,O,X,X,O,O,O,O,X,O,O
JLSZOIT,X,O,X,X,X,O,X,X,X,O,O
JLSOTIZ,X,O,X,X,X,O,X,X,X,X,O
JLSOTZI,X,O,X,X,X,O,X,X,X,X,O
JLSOITZ,X,X,X,X,X,X,X,X,X,X,O
JLSOIZT,X,X,X,X,X,X,X,X,X,X,O
JLSOZTI,X,O,X,X,X,O,X,X,X,X,O
JLSOZIT,X,O,X,X,X,O,X,X,X,X,O
JLZTISO,X,O,X,O,O,X,O,O,X,O,O
JLZTIOS,O,O,X,O,O,X,O,O,X,O,O
JLZTSIO,X,O,X,O,O,X,O,O,X,O,O
JLZTSOI,X,O,X,O,O,X,O,O,X,O,O
JLZTOIS,O,O,X,O,O,X,O,O,X,O,O
JLZTOSI,X,O,X,O,O,X,O,O,X,O,O
JLZITSO,X,O,X,O,O,X,O,O,X,O,O
JLZITOS,O,O,X,O,O,X,O,O,X,O,O
JLZISTO,X,O,X,O,O,X,O,O,X,O,O
JLZISOT,X,X,X,X,X,X,X,X,X,O,O
JLZIOTS,X,O,X,X,O,X,X,O,X,O,X
JLZIOST,X,O,X,X,X,X,X,X,X,O,X
JLZSTIO,X,O,X,O,O,X,O,O,X,O,O
JLZSTOI,X,O,X,O,O,X,O,O,X,O,O
JLZSITO,X,O,X,O,O,X,O,O,X,O,O
JLZSIOT,X,X,X,X,X,X,X,X,X,O,O
JLZSOTI,X,O,X,X,O,X,O,O,X,O,O
JLZSOIT,X,O,X,X,X,X,X,X,X,O,O
JLZOTIS,O,O,X,O,O,X,O,O,X,O,O
JLZOTSI,X,O,X,O,O,X,O,O,X,O,O
JLZOITS,X,O,X,O,O,X,X,O,X,O,X
JLZOIST,X,O,X,O,X,X,X,X,X,O,X
JLZOSTI,X,O,X,O,O,X,O,O,X,O,O
JLZOSIT,X,O,X,O,X,X,X,X,X,O,O
JLOTISZ,X,O,X,O,X,O,X,X,X,X,O
JLOTIZS,X,O,O,O,O,X,X,O,X,X,O
JLOTSIZ,X,O,X,O,X,O,X,X,X,X,O
JLOTSZI,X,O,X,O,X,O,X,X,X,X,O
JLOTZIS,X,O,O,O,O,X,X,O,X,X,O
JLOTZSI,X,O,X,O,O,O,X,O,X,X,O
JLOITSZ,X,O,X,O,X,X,X,X,X,X,O
JLOITZS,X,O,O,O,O,X,X,O,X,X,O
JLOISTZ,X,X,X,X,X,X,X,X,X,X,O
JLOISZT,X,X,X,X,X,X,X,X,X,X,O
JLOIZTS,X,O,X,O,O,X,X,O,X,X,X
JLOIZST,X,O,X,O,X,X,X,X,X,X,X
JLOSTIZ,X,O,X,X,X,O,X,X,X,X,O
JLOSTZI,X,O,X,X,X,O,X,X,X,X,O
JLOSITZ,X,X,X,X,X,X,X,X,X,X,O
JLOSIZT,X,X,X,X,X,X,X,X,X,X,O
JLOSZTI,X,O,X,X,X,O,X,X,X,X,O
JLOSZIT,X,O,X,X,X,O,X,X,X,X,O
JLOZTIS,X,O,X,O,O,X,X,O,X,X,O
JLOZTSI,X,O,X,O,O,X,X,O,X,X,O
JLOZITS,X,O,X,O,O,X,X,O,X,X,X
JLOZIST,X,O,X,O,X,X,X,X,X,X,X
JLOZSTI,X,O,X,O,O,X,X,O,X,X,O
JLOZSIT,X,O,X,O,X,X,X,X,X,X,O
JSTILZO,O,X,O,O,O,O,O,X,O,O,X
JSTILOZ,O,X,O,O,X,O,X,X,O,X,X
JSTIZLO,O,X,O,O,O,O,O,X,X,X,X
JSTIZOL,O,X,O,O,O,O,O,X,X,X,X
JSTIOLZ,X,X,O,O,X,O,X,X,O,X,X
JSTIOZL,O,X,O,O,X,O,O,X,X,X,X
JSTLIZO,O,X,O,O,O,O,O,O,O,O,X
JSTLIOZ,O,X,O,O,X,O,X,X,O,X,X
JSTLZIO,O,X,O,O,O,O,O,O,O,O,X
JSTLZOI,O,X,O,O,O,O,O,O,O,O,X
JSTLOIZ,O,X,O,O,X,O,X,X,O,X,X
JSTLOZI,O,X,O,O,X,O,X,X,O,X,X
JSTZILO,O,X,O,O,O,O,O,X,X,X,X
JSTZIOL,O,X,O,O,O,O,O,X,X,X,X
JSTZLIO,O,X,O,O,O,O,O,O,O,O,X
JSTZLOI,O,X,O,O,O,O,O,O,O,O,X
JSTZOIL,O,X,O,O,O,O,O,X,X,X,X
JSTZOLI,O,X,O,O,O,O,O,O,O,X,X
JSTOILZ,X,X,O,O,X,O,X,X,O,X,X
JSTOIZL,O,X,O,O,X,O,O,X,X,X,X
JSTOLIZ,O,X,O,O,X,O,X,X,O,X,X
JSTOLZI,O,X,O,O,X,O,X,X,O,X,X
JSTOZIL,O,X,O,O,X,O,O,X,X,X,X
JSTOZLI,O,X,O,O,X,O,O,X,O,X,X
JSITLZO,O,X,O,O,O,O,O,X,O,O,X
JSITLOZ,O,X,O,O,X,O,X,X,O,X,X
JSITZLO,O,X,O,O,O,O,O,X,X,X,X
JSITZOL,O,X,O,O,O,O,O,X,X,X,X
JSITOLZ,X,X,O,O,X,O,X,X,O,X,X
JSITOZL,O,X,O,O,X,O,O,X,X,X,X
JSILTZO,O,X,O,X,O,X,O,X,O,O,O
JSILTOZ,O,X,O,X,X,X,X,X,O,X,O
JSILZTO,O,X,O,X,O,X,O,X,O,O,O
JSILZOT,O,X,O,X,X,X,X,X,X,O,O
JSILOTZ,O,X,O,X,X,X,X,X,O,X,O
JSILOZT,O,X,O,X,X,X,X,X,X,X,O
JSIZTLO,O,X,O,O,O,O,O,X,X,X,X
JSIZTOL,O,X,O,O,O,O,O,X,X,X,X
JSIZLTO,O,X,X,O,O,O,O,X,X,X,X
JSIZLOT,O,X,X,X,X,O,X,X,X,X,X
JSIZOTL,O,X,O,O,X,O,O,X,X,X,X
JSIZOLT,O,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,O,O,X,O,X,X,O,X,X
JSIOTZL,O,X,O,O,X,O,O,X,X,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,O,X,X
JSIOLZT,X,X,O,X,X,X,X,X,X,X,X
JSIOZTL,O,X,O,O,X,O,O,X,X,X,X
JSIOZLT,X,X,X,O,X,O,X,X,X,X,X
JSLTIZO,O,X,O,X,O,O,O,O,O,O,O
JSLTIOZ,O,X,O,X,X,O,X,X,O,X,O
JSLTZIO,O,X,O,X,O,O,O,O,O,O,O
JSLTZOI,O,X,O,X,O,O,O,O,O,O,O
JSLTOIZ,O,X,O,X,X,O,X,X,O,X,O
JSLTOZI,O,X,O,X,X,O,X,X,O,X,O
JSLITZO,O,X,O,X,O,X,O,O,O,O,O
JSLITOZ,O,X,O,X,X,X,X,X,O,X,O
JSLIZTO,O,X,O,X,O,X,O,O,O,O,O
JSLIZOT,O,X,O,X,X,X,X,X,X,O,O
JSLIOTZ,O,X,O,X,X,X,X,X,O,X,O
JSLIOZT,O,X,O,X,X,X,X,X,X,X,O
JSLZTIO,O,X,O,X,O,O,O,O,O,O,O
JSLZTOI,O,X,O,X,O,O,O,O,O,O,O
JSLZITO,O,X,O,X,O,O,O,O,O,O,O
JSLZIOT,O,X,O,X,X,O,X,X,X,O,O
JSLZOTI,O,X,O,X,O,O,O,O,O,O,O
JSLZOIT,O,X,O,X,X,O,X,X,X,O,O
JSLOTIZ,O,X,O,X,X,O,X,X,O,X,O
JSLOTZI,O,X,O,X,X,O,X,X,O,X,O
JSLOITZ,O,X,O,X,X,X,X,X,O,X,O
JSLOIZT,O,X,O,X,X,X,X,X,X,X,O
JSLOZTI,O,X,O,X,X,O,X,X,O,X,O
JSLOZIT,O,X,O,X,X,O,X,X,X,X,O
JSZTILO,O,X,O,O,O,O,O,X,X,X,X
JSZTIOL,O,X,O,O,O,O,O,X,X,X,X
JSZTLIO,O,X,O,O,O,O,O,O,O,O,X
JSZTLOI,O,X,O,O,O,O,O,O,O,O,X
JSZTOIL,O,X,O,O,O,O,O,X,X,X,X
JSZTOLI,O,X,O,O,O,O,O,O,O,X,X
JSZITLO,O,X,O,O,O,O,O,X,X,X,X
JSZITOL,O,X,O,O,O,O,O,X,X,X,X
JSZILTO,O,X,X,O,O,O,O,X,X,X,X
JSZILOT,O,X,X,X,X,O,X,X,X,X,X
