sequence,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFmg?BtmB6nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFTg?BemBtmBXjBStB0sB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB9nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB3iB9oB0lBzsB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8JeRAJvhFtm?BXjBupBzlBctB6sB
OIJZSLT,X,X,X,X,O
OISTLJZ,O,X,O,O,X
OISTLZJ,O,X,O,O,X
OISTJLZ,O,X,O,O,X
OISTJZL,O,X,O,O,X
OISTZLJ,O,X,O,O,X
OISTZJL,O,X,O,O,X
OISLTJZ,O,O,O,O,X
OISLTZJ,O,X,O,O,X
OISLJTZ,O,O,O,O,X
OISLJZT,O,O,X,X,X
OISLZTJ,O,X,O,X,X
OISLZJT,O,O,X,X,X
OISJTLZ,O,O,O,O,X
OISJTZL,O,X,O,O,X
OISJLTZ,O,O,O,O,X
OISJLZT,O,O,X,X,X
OISJZTL,O,X,X,X,X
OISJZLT,O,X,X,X,X
OISZTLJ,O,X,O,X,X
OISZTJL,O,X,O,X,X
OISZLTJ,O,X,O,X,X
OISZLJT,O,X,X,X,X
OISZJTL,O,X,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,O,X,X,O,X
OIZTLSJ,O,X,X,O,X
OIZTJLS,O,X,X,O,O
OIZTJSL,O,X,X,O,O
OIZTSLJ,O,X,X,O,X
OIZTSJL,O,X,X,O,O
OIZLTJS,X,X,X,O,X
OIZLTSJ,X,X,X,O,X
OIZLJTS,X,O,X,O,X
OIZLJST,X,O,X,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,O,X,X,X
OIZJTLS,O,O,X,O,O
OIZJTSL,O,X,X,O,O
OIZJLTS,X,O,X,O,O
OIZJLST,X,O,X,X,O
OIZJSTL,O,X,X,X,O
OIZJSLT,O,X,X,X,O
OIZSTLJ,O,X,X,X,X
OIZSTJL,O,X,X,X,O
OIZSLTJ,O,X,X,X,X
OIZSLJT,O,X,X,X,X
OIZSJTL,O,X,X,X,O
OIZSJLT,O,X,X,X,O
OLTIJSZ,X,O,O,O,X
OLTIJZS,X,O,X,O,X
OLTISJZ,X,O,O,O,X
OLTISZJ,X,X,O,O,X
OLTIZJS,X,X,X,O,X
OLTIZSJ,X,X,X,O,X
OLTJISZ,X,O,O,O,X
OLTJIZS,X,O,X,O,O
OLTJSIZ,X,O,O,O,X
OLTJSZI,X,O,O,O,X
OLTJZIS,X,O,X,O,O
OLTJZSI,X,O,X,O,O
OLTSIJZ,X,O,O,O,X
OLTSIZJ,X,X,O,O,X
OLTSJIZ,X,O,O,O,X
OLTSJZI,X,O,O,O,X
OLTSZIJ,X,X,O,O,X
OLTSZJI,X,X,O,O,X
OLTZIJS,X,X,X,O,X
OLTZISJ,X,X,X,O,X
OLTZJIS,X,X,X,O,O
OLTZJSI,X,X,X,O,O
OLTZSIJ,X,X,X,O,X
OLTZSJI,X,X,X,O,O
OLITJSZ,X,O,O,O,X
OLITJZS,X,O,X,O,X
OLITSJZ,X,O,O,O,X
OLITSZJ,X,X,O,O,X
OLITZJS,X,X,X,O,X
OLITZSJ,X,X,X,O,X
OLIJTSZ,X,O,O,O,X
OLIJTZS,X,O,X,O,X
OLIJSTZ,X,O,O,O,X
OLIJSZT,X,O,X,X,X
OLIJZTS,X,O,X,O,X
OLIJZST,X,O,X,X,X
OLISTJZ,X,O,O,O,X
OLISTZJ,X,X,O,O,X
OLISJTZ,X,O,O,O,X
OLISJZT,X,O,X,X,X
OLISZTJ,X,X,O,X,X
OLISZJT,X,O,X,X,X
OLIZTJS,X,X,X,O,X
OLIZTSJ,X,X,X,O,X
OLIZJTS,X,O,X,O,X
OLIZJST,X,O,X,X,X
OLIZSTJ,X,X,X,X,X
OLIZSJT,X,O,X,X,X
OLJTISZ,X,O,O,O,X
OLJTIZS,X,O,X,O,O
OLJTSIZ,X,O,O,O,X
OLJTSZI,X,O,O,O,X
OLJTZIS,X,O,X,O,O
OLJTZSI,X,O,X,O,O
OLJITSZ,X,O,O,O,X
OLJITZS,X,O,X,O,O
OLJISTZ,X,O,O,O,X
OLJISZT,X,O,X,X,X
OLJIZTS,X,O,X,O,O
OLJIZST,X,O,X,X,O
OLJSTIZ,X,O,O,O,X
OLJSTZI,X,O,O,O,X
OLJSITZ,X,O,O,O,X
OLJSIZT,X,O,X,X,X
OLJSZTI,X,O,X,X,X
OLJSZIT,X,O,X,X,X
OLJZTIS,X,O,X,O,O
OLJZTSI,X,O,X,O,O
OLJZITS,X,O,X,O,O
OLJZIST,X,O,X,X,O
OLJZSTI,X,O,X,X,O
OLJZSIT,X,O,X,X,O
OLSTIJZ,X,O,O,O,X
OLSTIZJ,X,X,O,O,X
OLSTJIZ,X,O,O,O,X
OLSTJZI,X,O,O,O,X
OLSTZIJ,X,X,O,O,X
OLSTZJI,X,X,O,O,X
OLSITJZ,X,O,O,O,X
OLSITZJ,X,X,O,O,X
OLSIJTZ,X,O,O,O,X
OLSIJZT,X,O,X,X,X
OLSIZTJ,X,X,O,X,X
OLSIZJT,X,O,X,X,X
OLSJTIZ,X,O,O,O,X
OLSJTZI,X,O,O,O,X
OLSJITZ,X,O,O,O,X
OLSJIZT,X,O,X,X,X
OLSJZTI,X,O,X,X,X
OLSJZIT,X,O,X,X,X
OLSZTIJ,X,X,O,X,X
OLSZTJI,X,X,O,X,X
OLSZITJ,X,X,O,X,X
OLSZIJT,X,O,X,X,X
OLSZJTI,X,O,X,X,X
OLSZJIT,X,O,X,X,X
OLZTIJS,X,X,X,O,X
OLZTISJ,X,X,X,O,X
OLZTJIS,X,X,X,O,O
OLZTJSI,X,X,X,O,O
OLZTSIJ,X,X,X,O,X
OLZTSJI,X,X,X,O,O
OLZITJS,X,X,X,O,X
OLZITSJ,X,X,X,O,X
OLZIJTS,X,O,X,O,X
OLZIJST,X,O,X,X,X
OLZISTJ,X,X,X,X,X
OLZISJT,X,O,X,X,X
OLZJTIS,X,O,X,O,O
OLZJTSI,X,O,X,O,O
OLZJITS,X,O,X,O,O
OLZJIST,X,O,X,X,O
OLZJSTI,X,O,X,X,O
OLZJSIT,X,O,X,X,O
OLZSTIJ,X,X,X,X,X
OLZSTJI,X,X,X,X,O
OLZSITJ,X,X,X,X,X
OLZSIJT,X,O,X,X,X
OLZSJTI,X,O,X,X,O
OLZSJIT,X,O,X,X,O
OJTILSZ,X,O,O,O,X
OJTILZS,X,O,X,O,O
OJTISLZ,X,O,O,O,X
OJTISZL,X,X,O,O,O
OJTIZLS,X,O,X,O,O
OJTIZSL,X,X,X,O,O
OJTLISZ,X,O,O,O,X
OJTLIZS,X,O,X,O,O
OJTLSIZ,X,O,O,O,X
OJTLSZI,X,O,O,O,X
OJTLZIS,X,O,X,O,O
OJTLZSI,X,O,X,O,O
OJTSILZ,X,O,O,O,X
OJTSIZL,X,X,O,O,O
OJTSLIZ,X,O,O,O,X
OJTSLZI,X,O,O,O,X
OJTSZIL,X,X,O,O,O
OJTSZLI,X,X,O,O,O
OJTZILS,X,O,X,O,O
OJTZISL,X,X,X,O,O
OJTZLIS,X,O,X,O,O
OJTZLSI,X,O,X,O,O
OJTZSIL,X,X,X,O,O
OJTZSLI,X,X,X,O,O
OJITLSZ,X,O,O,O,X
OJITLZS,X,O,X,O,O
OJITSLZ,X,O,O,O,X
OJITSZL,X,X,O,O,O
OJITZLS,X,O,X,O,O
OJITZSL,X,X,X,O,O
OJILTSZ,X,O,O,O,X
OJILTZS,X,O,X,O,O
OJILSTZ,X,O,O,O,X
OJILSZT,X,O,X,X,X
OJILZTS,X,O,X,O,O
OJILZST,X,O,X,X,O
OJISTLZ,X,O,O,O,X
OJISTZL,X,X,O,O,O
OJISLTZ,X,O,O,O,X
OJISLZT,X,O,X,X,X
OJISZTL,X,X,X,X,O
OJISZLT,X,X,X,X,O
OJIZTLS,X,O,X,O,O
OJIZTSL,X,X,X,O,O
OJIZLTS,X,O,X,O,O
OJIZLST,X,O,X,X,O
OJIZSTL,X,X,X,X,O
OJIZSLT,X,X,X,X,O
OJLTISZ,X,O,O,O,X
OJLTIZS,X,O,X,O,O
OJLTSIZ,X,O,O,O,X
OJLTSZI,X,O,O,O,X
OJLTZIS,X,O,X,O,O
OJLTZSI,X,O,X,O,O
OJLITSZ,X,O,O,O,X
OJLITZS,X,O,X,O,O
OJLISTZ,X,O,O,O,X
OJLISZT,X,O,X,X,X
OJLIZTS,X,O,X,O,O
OJLIZST,X,O,X,X,O
OJLSTIZ,X,O,O,O,X
OJLSTZI,X,O,O,O,X
OJLSITZ,X,O,O,O,X
OJLSIZT,X,O,X,X,X
OJLSZTI,X,O,X,X,X
OJLSZIT,X,O,X,X,X
OJLZTIS,X,O,X,O,O
OJLZTSI,X,O,X,O,O
OJLZITS,X,O,X,O,O
OJLZIST,X,O,X,X,O
OJLZSTI,X,O,X,X,O
OJLZSIT,X,O,X,X,O
OJSTILZ,X,O,O,O,X
OJSTIZL,X,X,O,O,O
OJSTLIZ,X,O,O,O,X
OJSTLZI,X,O,O,O,X
OJSTZIL,X,X,O,O,O
OJSTZLI,X,X,O,O,O
OJSITLZ,X,O,O,O,X
OJSITZL,X,X,O,O,O
OJSILTZ,X,O,O,O,X
OJSILZT,X,O,X,X,X
OJSIZTL,X,X,X,X,O
OJSIZLT,X,X,X,X,O
OJSLTIZ,X,O,O,O,X
OJSLTZI,X,O,O,O,X
OJSLITZ,X,O,O,O,X
OJSLIZT,X,O,X,X,X
OJSLZTI,X,O,X,X,X
OJSLZIT,X,O,X,X,X
OJSZTIL,X,X,X,X,O
OJSZTLI,X,X,X,X,O
OJSZITL,X,X,X,X,O
OJSZILT,X,X,X,X,O
OJSZLTI,X,X,X,X,O
OJSZLIT,X,X,X,X,O
OJZTILS,X,O,X,O,O
OJZTISL,X,X,X,O,O
OJZTLIS,X,O,X,O,O
OJZTLSI,X,O,X,O,O
OJZTSIL,X,X,X,O,O
OJZTSLI,X,X,X,O,O
OJZITLS,X,O,X,O,O
OJZITSL,X,X,X,O,O
OJZILTS,X,O,X,O,O
OJZILST,X,O,X,X,O
OJZISTL,X,X,X,X,O
OJZISLT,X,X,X,X,O
OJZLTIS,X,O,X,O,O
OJZLTSI,X,O,X,O,O
OJZLITS,X,O,X,O,O
OJZLIST,X,O,X,X,O
OJZLSTI,X,O,X,X,O
OJZLSIT,X,O,X,X,O
OJZSTIL,X,X,X,X,O
OJZSTLI,X,X,X,X,O
OJZSITL,X,X,X,X,O
OJZSILT,X,X,X,X,O
OJZSLTI,X,X,X,X,O
OJZSLIT,X,X,X,X,O
OSTILJZ,O,X,O,O,X
OSTILZJ,O,X,O,O,X
OSTIJLZ,O,X,O,O,X
OSTIJZL,O,X,O,O,X
OSTIZLJ,O,X,O,O,X
OSTIZJL,O,X,O,O,X
OSTLIJZ,O,X,O,O,X
OSTLIZJ,O,X,O,O,X
OSTLJIZ,O,X,O,O,X
OSTLJZI,O,X,O,O,X
OSTLZIJ,O,X,O,O,X
OSTLZJI,O,X,O,O,X
OSTJILZ,O,X,O,O,X
OSTJIZL,O,X,O,O,O
OSTJLIZ,O,X,O,O,X
OSTJLZI,O,X,O,O,X
OSTJZIL,O,X,O,O,O
OSTJZLI,O,X,O,O,O
OSTZILJ,O,X,O,O,X
OSTZIJL,O,X,O,O,O
OSTZLIJ,O,X,O,O,X
OSTZLJI,O,X,O,O,O
OSTZJIL,O,X,O,O,O
OSTZJLI,O,X,O,O,O
OSITLJZ,O,X,O,O,X
OSITLZJ,O,X,O,O,X
OSITJLZ,O,X,O,O,X
OSITJZL,O,X,O,O,X
OSITZLJ,O,X,O,O,X
OSITZJL,O,X,O,O,X
OSILTJZ,O,O,O,O,X
OSILTZJ,O,X,O,O,X
OSILJTZ,O,O,O,O,X
OSILJZT,O,O,X,X,X
OSILZTJ,O,X,O,X,X
OSILZJT,O,O,X,X,X
OSIJTLZ,O,O,O,O,X
OSIJTZL,O,X,O,O,X
OSIJLTZ,O,O,O,O,X
OSIJLZT,O,O,X,X,X
OSIJZTL,O,X,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,O,X,O,X,X
OSIZTJL,O,X,O,X,X
OSIZLTJ,O,X,O,X,X
OSIZLJT,O,X,X,X,X
OSIZJTL,O,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,O,O,O,O,X
OSLTIZJ,O,X,O,O,X
OSLTJIZ,O,O,O,O,X
OSLTJZI,O,O,O,O,X
OSLTZIJ,O,X,O,O,X
OSLTZJI,O,X,O,O,X
OSLITJZ,O,O,O,O,X
OSLITZJ,O,X,O,O,X
OSLIJTZ,O,O,O,O,X
OSLIJZT,O,O,X,X,X
OSLIZTJ,O,X,O,X,X
OSLIZJT,O,O,X,X,X
OSLJTIZ,O,O,O,O,X
OSLJTZI,O,O,O,O,X
OSLJITZ,O,O,O,O,X
OSLJIZT,O,O,X,X,X
OSLJZTI,O,O,X,X,X
OSLJZIT,O,O,X,X,X
OSLZTIJ,O,X,O,X,X
OSLZTJI,O,X,O,X,X
OSLZITJ,O,X,O,X,X
OSLZIJT,O,O,X,X,X
OSLZJTI,O,O,X,X,X
OSLZJIT,O,O,X,X,X
OSJTILZ,O,O,O,O,X
OSJTIZL,O,X,O,O,O
OSJTLIZ,O,O,O,O,X
OSJTLZI,O,O,O,O,X
OSJTZIL,O,X,O,O,O
OSJTZLI,O,X,O,O,O
OSJITLZ,O,O,O,O,X
OSJITZL,O,X,O,O,O
OSJILTZ,O,O,O,O,X
OSJILZT,O,O,X,X,X
OSJIZTL,O,X,X,X,O
OSJIZLT,O,X,X,X,O
OSJLTIZ,O,O,O,O,X
OSJLTZI,O,O,O,O,X
OSJLITZ,O,O,O,O,X
OSJLIZT,O,O,X,X,X
OSJLZTI,O,O,X,X,X
OSJLZIT,O,O,X,X,X
OSJZTIL,O,X,X,X,O
OSJZTLI,O,X,X,X,O
OSJZITL,O,X,X,X,O
OSJZILT,O,X,X,X,O
OSJZLTI,O,X,X,X,O
OSJZLIT,O,X,X,X,O
OSZTILJ,O,X,O,X,X
OSZTIJL,O,X,O,X,O
OSZTLIJ,O,X,O,X,X
OSZTLJI,O,X,O,X,O
OSZTJIL,O,X,O,X,O
OSZTJLI,O,X,O,X,O
OSZITLJ,O,X,O,X,X
OSZITJL,O,X,O,X,O
OSZILTJ,O,X,O,X,X
OSZILJT,O,X,X,X,X
OSZIJTL,O,X,X,X,O
OSZIJLT,O,X,X,X,O
OSZLTIJ,O,X,O,X,X
OSZLTJI,O,X,O,X,O
OSZLITJ,O,X,O,X,X
OSZLIJT,O,X,X,X,X
OSZLJTI,O,X,X,X,O
OSZLJIT,O,X,X,X,O
OSZJTIL,O,X,X,X,O
OSZJTLI,O,X,X,X,O
OSZJITL,O,X,X,X,O
OSZJILT,O,X,X,X,O
OSZJLTI,O,X,X,X,O
OSZJLIT,O,X,X,X,O
OZTILJS,O,X,X,O,X
OZTILSJ,O,X,X,O,X
OZTIJLS,O,X,X,O,O
OZTIJSL,O,X,X,O,O
OZTISLJ,O,X,X,O,X
OZTISJL,O,X,X,O,O
OZTLIJS,O,X,X,O,X
OZTLISJ,O,X,X,O,X
OZTLJIS,O,X,X,O,O
OZTLJSI,O,X,X,O,O
OZTLSIJ,O,X,X,O,X
OZTLSJI,O,X,X,O,O
OZTJILS,O,X,X,O,O
OZTJISL,O,X,X,O,O
OZTJLIS,O,X,X,O,O
OZTJLSI,O,X,X,O,O
OZTJSIL,O,X,X,O,O
OZTJSLI,O,X,X,O,O
OZTSILJ,O,X,X,O,X
OZTSIJL,O,X,X,O,O
OZTSLIJ,O,X,X,O,X
OZTSLJI,O,X,X,O,O
OZTSJIL,O,X,X,O,O
OZTSJLI,O,X,X,O,O
OZITLJS,O,X,X,O,X
OZITLSJ,O,X,X,O,X
OZITJLS,O,X,X,O,O
OZITJSL,O,X,X,O,O
OZITSLJ,O,X,X,O,X
OZITSJL,O,X,X,O,O
OZILTJS,X,X,X,O,X
OZILTSJ,X,X,X,O,X
OZILJTS,X,O,X,O,X
OZILJST,X,O,X,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,O,X,X,X
OZIJTLS,O,O,X,O,O
OZIJTSL,O,X,X,O,O
OZIJLTS,X,O,X,O,O
OZIJLST,X,O,X,X,O
OZIJSTL,O,X,X,X,O
OZIJSLT,O,X,X,X,O
OZISTLJ,O,X,X,X,X
OZISTJL,O,X,X,X,O
OZISLTJ,O,X,X,X,X
OZISLJT,O,X,X,X,X
OZISJTL,O,X,X,X,O
OZISJLT,O,X,X,X,O
OZLTIJS,X,X,X,O,X
OZLTISJ,X,X,X,O,X
OZLTJIS,X,X,X,O,O
OZLTJSI,X,X,X,O,O
OZLTSIJ,X,X,X,O,X
OZLTSJI,X,X,X,O,O
OZLITJS,X,X,X,O,X
OZLITSJ,X,X,X,O,X
OZLIJTS,X,O,X,O,X
OZLIJST,X,O,X,X,X
OZLISTJ,X,X,X,X,X
OZLISJT,X,O,X,X,X
OZLJTIS,X,O,X,O,O
OZLJTSI,X,O,X,O,O
OZLJITS,X,O,X,O,O
OZLJIST,X,O,X,X,O
OZLJSTI,X,O,X,X,O
OZLJSIT,X,O,X,X,O
OZLSTIJ,X,X,X,X,X
OZLSTJI,X,X,X,X,O
OZLSITJ,X,X,X,X,X
OZLSIJT,X,O,X,X,X
OZLSJTI,X,O,X,X,O
OZLSJIT,X,O,X,X,O
OZJTILS,O,O,X,O,O
OZJTISL,O,X,X,O,O
OZJTLIS,O,O,X,O,O
OZJTLSI,O,O,X,O,O
OZJTSIL,O,X,X,O,O
OZJTSLI,O,X,X,O,O
OZJITLS,O,O,X,O,O
OZJITSL,O,X,X,O,O
OZJILTS,X,O,X,O,O
OZJILST,X,O,X,X,O
OZJISTL,O,X,X,X,O
OZJISLT,O,X,X,X,O
OZJLTIS,X,O,X,O,O
OZJLTSI,X,O,X,O,O
OZJLITS,X,O,X,O,O
OZJLIST,X,O,X,X,O
OZJLSTI,X,O,X,X,O
OZJLSIT,X,O,X,X,O
OZJSTIL,O,X,X,X,O
OZJSTLI,O,X,X,X,O
OZJSITL,O,X,X,X,O
OZJSILT,O,X,X,X,O
OZJSLTI,O,X,X,X,O
OZJSLIT,O,X,X,X,O
OZSTILJ,O,X,X,X,X
OZSTIJL,O,X,X,X,O
OZSTLIJ,O,X,X,X,X
OZSTLJI,O,X,X,X,O
OZSTJIL,O,X,X,X,O
OZSTJLI,O,X,X,X,O
OZSITLJ,O,X,X,X,X
OZSITJL,O,X,X,X,O
OZSILTJ,O,X,X,X,X
OZSILJT,O,X,X,X,X
OZSIJTL,O,X,X,X,O
OZSIJLT,O,X,X,X,O
OZSLTIJ,O,X,X,X,X
OZSLTJI,O,X,X,X,O
OZSLITJ,O,X,X,X,X
OZSLIJT,O,X,X,X,X
OZSLJTI,O,X,X,X,O
OZSLJIT,O,X,X,X,O
OZSJTIL,O,X,X,X,O
OZSJTLI,O,X,X,X,O
OZSJITL,O,X,X,X,O
OZSJILT,O,X,X,X,O
OZSJLTI,O,X,X,X,O
OZSJLIT,O,X,X,X,O
