sequence,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBXjBurBct?BTsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBTjBurBcs?BXtB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToB0s?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBTjBxsBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulBRiB9oB0mBzs?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBXiBTjBWtB0m?BRxB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToB0s?BXsB
LOTSJIZ,O,O,O,O,X,O,X,O,X
LOTSJZI,O,O,O,O,X,O,X,X,X
LOTSZIJ,O,O,O,O,X,O,X,X,X
LOTSZJI,O,O,O,O,X,O,X,X,X
LOTZIJS,O,X,O,O,X,O,X,X,O
LOTZISJ,O,O,X,O,X,O,X,X,X
LOTZJIS,O,O,O,O,X,O,X,X,O
LOTZJSI,O,O,O,O,X,O,X,X,X
LOTZSIJ,O,O,O,O,X,O,X,X,X
LOTZSJI,O,O,O,O,X,O,X,X,X
LOITJSZ,O,X,O,O,O,O,O,X,X
LOITJZS,O,X,O,O,O,O,O,X,X
LOITSJZ,X,X,O,O,O,O,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X
LOITZJS,O,X,O,O,O,O,X,X,X
LOITZSJ,O,X,X,O,X,O,X,X,X
LOIJTSZ,O,X,O,O,O,O,O,X,X
LOIJTZS,O,X,O,O,O,O,O,X,X
LOIJSTZ,X,X,O,X,O,X,O,X,X
LOIJSZT,X,X,X,X,X,X,O,X,X
LOIJZTS,O,X,X,O,O,O,O,X,X
LOIJZST,O,X,X,X,X,X,O,X,X
LOISTJZ,X,X,O,O,O,X,X,X,X
LOISTZJ,X,X,O,X,X,X,X,X,X
LOISJTZ,X,X,O,X,O,X,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,O,O,X,X,X,X,X
LOISZJT,X,X,X,X,X,X,X,X,X
LOIZTJS,O,X,O,O,O,O,X,X,X
LOIZTSJ,O,X,X,O,X,O,X,X,X
LOIZJTS,O,X,X,O,O,O,X,X,X
LOIZJST,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,O,O,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,X,X,X
LOJTISZ,O,X,O,O,O,O,O,X,X
LOJTIZS,O,O,O,O,O,O,O,X,X
LOJTSIZ,O,X,O,O,X,O,O,O,X
LOJTSZI,O,X,O,O,X,O,O,X,X
LOJTZIS,O,O,O,O,X,O,O,X,O
LOJTZSI,O,O,O,O,X,O,O,X,X
LOJITSZ,O,X,O,O,O,O,O,X,X
LOJITZS,O,X,O,O,O,O,O,X,X
LOJISTZ,X,X,O,X,O,X,O,X,X
LOJISZT,X,X,X,X,X,X,O,X,X
LOJIZTS,O,X,X,O,O,O,O,X,X
LOJIZST,O,X,X,X,X,X,O,X,X
LOJSTIZ,O,X,O,O,X,O,O,O,X
LOJSTZI,O,X,O,O,X,O,O,X,X
LOJSITZ,X,X,O,X,X,X,O,X,X
LOJSIZT,X,X,X,X,X,X,O,X,X
LOJSZTI,O,X,O,O,X,O,O,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X
LOJZTIS,O,O,O,O,X,O,O,X,O
LOJZTSI,O,O,O,O,X,O,O,X,X
LOJZITS,O,X,X,O,X,O,O,X,X
LOJZIST,O,X,X,X,X,X,O,X,X
LOJZSTI,O,O,O,O,X,O,O,X,X
LOJZSIT,O,O,X,X,X,X,X,X,X
LOSTIJZ,X,O,O,O,X,O,X,O,X
LOSTIZJ,O,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,O,X
LOSTJZI,O,O,O,O,X,O,X,X,X
LOSTZIJ,O,O,O,O,X,O,X,X,X
LOSTZJI,O,O,O,O,X,O,X,X,X
LOSITJZ,X,O,O,O,X,X,X,O,X
LOSITZJ,X,O,O,X,X,X,X,X,X
LOSIJTZ,X,X,O,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,O,O,O,X,X,X,X,X
LOSIZJT,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,O,X,O,X
LOSJTZI,O,O,O,O,X,O,X,X,X
LOSJITZ,X,X,O,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,O,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,O,X,O,X,X,X
LOSZTJI,O,O,O,O,X,O,X,X,X
LOSZITJ,O,O,O,O,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X
LOSZJTI,O,O,O,O,X,O,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X
LOZTIJS,O,X,O,O,X,O,X,X,O
LOZTISJ,O,O,X,O,X,O,X,X,X
LOZTJIS,O,O,O,O,X,O,X,X,O
LOZTJSI,O,O,O,O,X,O,X,X,X
LOZTSIJ,O,O,O,O,X,O,X,X,X
LOZTSJI,O,O,O,O,X,O,X,X,X
LOZITJS,O,X,O,O,X,O,X,X,O
LOZITSJ,O,X,X,O,X,O,X,X,X
LOZIJTS,O,X,X,O,X,O,X,X,X
LOZIJST,O,X,X,X,X,X,X,X,X
LOZISTJ,O,X,O,O,X,X,X,X,X
LOZISJT,O,X,X,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,O,X,X,O
LOZJTSI,O,O,O,O,X,O,X,X,X
LOZJITS,O,X,X,O,X,O,X,X,X
LOZJIST,O,X,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,O,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,O,X,X,X
LOZSTJI,O,O,O,O,X,O,X,X,X
LOZSITJ,O,O,O,O,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,O,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X
JTILSZO,O,O,X,X,O,X,O,O,X
JTILSOZ,O,O,O,X,O,O,O,O,X
JTILZSO,O,O,X,X,O,X,O,X,O
JTILZOS,O,O,X,O,O,O,O,X,O
JTILOSZ,O,X,O,O,O,O,O,X,X
JTILOZS,O,O,O,O,O,O,O,X,X
JTISLZO,O,O,X,X,O,X,O,O,X
JTISLOZ,O,O,O,X,O,O,O,O,X
JTISZLO,O,O,X,X,O,X,O,O,X
JTISZOL,O,O,X,X,O,X,O,X,X
JTISOLZ,O,O,O,X,O,X,O,O,X
JTISOZL,O,X,O,X,O,X,O,X,X
JTIZLSO,O,O,X,X,O,X,O,X,O
JTIZLOS,O,O,X,O,O,O,O,X,O
JTIZSLO,O,O,X,X,O,X,O,X,O
JTIZSOL,O,O,X,X,O,X,O,X,X
JTIZOLS,O,O,X,O,O,X,O,X,O
JTIZOSL,O,O,X,O,O,X,O,X,X
JTIOLSZ,O,X,O,O,O,O,O,X,X
JTIOLZS,O,O,O,O,O,O,O,X,X
JTIOSLZ,O,X,O,O,O,O,O,X,X
JTIOSZL,O,X,O,X,O,X,O,X,X
JTIOZLS,O,O,O,O,O,O,O,X,X
JTIOZSL,O,O,X,O,O,O,O,X,X
JTLISZO,O,O,X,X,O,X,O,O,X
JTLISOZ,O,O,O,X,O,O,O,O,X
JTLIZSO,O,O,X,X,O,X,O,X,O
JTLIZOS,O,O,X,O,O,O,O,X,O
JTLIOSZ,O,X,O,O,O,O,O,X,X
JTLIOZS,O,O,O,O,O,O,O,X,X
JTLSIZO,O,O,X,X,O,X,O,O,X
JTLSIOZ,O,O,O,X,O,O,O,O,X
JTLSZIO,O,O,X,X,X,X,X,O,O
JTLSZOI,O,O,O,O,X,X,O,X,X
JTLSOIZ,O,O,O,O,X,O,O,O,X
JTLSOZI,O,O,O,O,X,O,O,X,X
JTLZISO,O,O,X,X,O,X,O,X,O
JTLZIOS,O,O,X,O,O,O,O,X,O
JTLZSIO,O,O,X,X,X,X,X,O,O
JTLZSOI,O,O,O,O,X,X,O,X,X
JTLZOIS,O,O,O,O,X,O,O,X,O
JTLZOSI,O,O,O,O,X,O,O,X,X
JTLOISZ,O,X,O,O,O,O,O,X,X
JTLOIZS,O,O,O,O,O,O,O,X,X
JTLOSIZ,O,X,O,O,X,O,O,O,X
JTLOSZI,O,X,O,O,X,O,O,X,X
JTLOZIS,O,O,O,O,X,O,O,X,O
JTLOZSI,O,O,O,O,X,O,O,X,X
JTSILZO,O,O,X,X,O,X,O,O,X
JTSILOZ,O,O,O,X,O,O,O,O,X
JTSIZLO,O,O,X,X,O,X,O,O,X
JTSIZOL,O,O,X,X,O,X,O,X,X
JTSIOLZ,O,O,O,X,O,X,O,O,X
JTSIOZL,O,X,O,X,O,X,O,X,X
JTSLIZO,O,O,X,X,O,X,O,O,X
JTSLIOZ,O,O,O,X,O,O,O,O,X
JTSLZIO,O,O,X,X,X,X,X,O,O
JTSLZOI,O,O,O,O,X,X,O,X,X
JTSLOIZ,O,O,O,O,X,O,O,O,X
JTSLOZI,O,O,O,O,X,O,O,X,X
JTSZILO,O,O,X,X,X,X,X,O,O
JTSZIOL,O,O,X,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,O,O
JTSZLOI,O,O,O,O,X,X,O,X,X
JTSZOIL,O,O,O,O,X,X,X,X,X
JTSZOLI,O,O,O,O,X,X,O,X,X
JTSOILZ,O,O,O,O,X,O,O,O,X
JTSOIZL,O,X,O,X,X,X,O,X,X
JTSOLIZ,O,O,O,O,X,O,O,O,X
JTSOLZI,O,O,O,O,X,O,O,X,X
JTSOZIL,O,O,O,O,X,O,X,X,X
JTSOZLI,O,O,O,O,X,O,O,X,X
JTZILSO,O,O,X,X,O,X,O,X,O
JTZILOS,O,O,X,O,O,O,O,X,O
JTZISLO,O,O,X,X,O,X,O,X,O
JTZISOL,O,O,X,X,O,X,O,X,X
JTZIOLS,O,O,X,O,O,X,O,X,O
JTZIOSL,O,O,X,O,O,X,O,X,X
JTZLISO,O,O,X,X,O,X,O,X,O
JTZLIOS,O,O,X,O,O,O,O,X,O
JTZLSIO,O,O,X,X,X,X,X,O,O
JTZLSOI,O,O,O,O,X,X,O,X,X
JTZLOIS,O,O,O,O,X,O,O,X,O
JTZLOSI,O,O,O,O,X,O,O,X,X
JTZSILO,O,O,X,X,X,X,X,O,O
JTZSIOL,O,O,X,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,O,O
JTZSLOI,O,O,O,O,X,X,O,X,X
JTZSOIL,O,O,O,O,X,X,X,X,X
JTZSOLI,O,O,O,O,X,X,O,X,X
JTZOILS,O,O,O,O,X,O,O,X,O
JTZOISL,O,O,X,O,X,O,O,X,X
JTZOLIS,O,O,O,O,X,O,O,X,O
JTZOLSI,O,O,O,O,X,O,O,X,X
JTZOSIL,O,O,O,O,X,O,X,X,X
JTZOSLI,O,O,O,O,X,O,O,X,X
JTOILSZ,O,X,O,O,O,O,O,X,X
JTOILZS,O,O,O,O,O,O,O,X,X
JTOISLZ,O,X,O,O,O,O,O,X,X
JTOISZL,O,X,O,X,O,X,O,X,X
JTOIZLS,O,O,O,O,O,O,O,X,X
JTOIZSL,O,O,X,O,O,O,O,X,X
JTOLISZ,O,X,O,O,O,O,O,X,X
JTOLIZS,O,O,O,O,O,O,O,X,X
JTOLSIZ,O,X,O,O,X,O,O,O,X
JTOLSZI,O,X,O,O,X,O,O,X,X
JTOLZIS,O,O,O,O,X,O,O,X,O
JTOLZSI,O,O,O,O,X,O,O,X,X
JTOSILZ,O,X,O,O,X,O,O,O,X
JTOSIZL,O,X,O,X,X,X,O,X,X
JTOSLIZ,O,X,O,O,X,O,O,O,X
JTOSLZI,O,X,O,O,X,O,O,X,X
JTOSZIL,O,X,O,O,X,O,X,X,X
JTOSZLI,O,X,O,O,X,O,O,X,X
JTOZILS,O,O,O,O,X,O,O,X,O
JTOZISL,O,O,X,O,X,O,O,X,X
JTOZLIS,O,O,O,O,X,O,O,X,O
JTOZLSI,O,O,O,O,X,O,O,X,X
JTOZSIL,O,O,O,O,X,O,X,X,X
JTOZSLI,O,O,O,O,X,O,O,X,X
JITLSZO,O,O,X,X,O,X,O,O,X
JITLSOZ,O,X,O,X,O,O,O,O,X
JITLZSO,O,O,X,X,O,X,O,X,O
JITLZOS,O,O,X,O,O,O,O,X,O
JITLOSZ,O,X,O,O,O,O,O,X,X
JITLOZS,O,O,O,O,O,O,O,X,X
JITSLZO,O,O,X,X,O,X,O,O,X
JITSLOZ,O,X,O,X,O,O,O,O,X
JITSZLO,O,O,X,X,O,X,O,O,X
JITSZOL,O,O,X,X,O,X,O,X,X
JITSOLZ,O,X,O,X,O,X,O,O,X
JITSOZL,O,X,O,X,O,X,O,X,X
JITZLSO,O,O,X,X,O,X,O,X,O
JITZLOS,O,O,X,O,O,O,O,X,O
JITZSLO,O,O,X,X,O,X,O,X,O
JITZSOL,O,O,X,X,O,X,O,X,X
JITZOLS,O,O,X,O,O,X,O,X,O
JITZOSL,O,O,X,O,O,X,O,X,X
JITOLSZ,O,X,O,O,O,O,O,X,X
JITOLZS,O,O,O,O,O,O,O,X,X
JITOSLZ,O,X,O,O,O,O,O,X,X
JITOSZL,O,X,O,X,O,X,O,X,X
JITOZLS,O,O,O,O,O,O,O,X,X
JITOZSL,O,O,X,O,O,O,O,X,X
JILTSZO,O,O,X,X,O,X,O,O,X
JILTSOZ,O,X,O,X,O,O,O,O,X
JILTZSO,O,O,X,X,O,X,O,X,O
JILTZOS,O,O,X,O,O,O,O,X,O
JILTOSZ,O,X,O,O,O,O,O,X,X
JILTOZS,O,O,O,O,O,O,O,X,X
JILSTZO,X,X,X,X,O,X,O,O,X
JILSTOZ,X,X,O,X,O,X,O,O,X
JILSZTO,X,X,X,X,X,X,O,X,X
JILSZOT,X,X,X,X,X,X,O,X,X
JILSOTZ,X,X,O,X,O,X,O,X,X
JILSOZT,X,X,X,X,X,X,O,X,X
JILZTSO,O,O,X,X,O,X,O,X,O
JILZTOS,O,O,X,O,O,X,O,X,O
JILZSTO,O,O,X,X,X,X,O,X,X
JILZSOT,X,O,X,X,X,X,O,X,X
JILZOTS,X,X,X,O,O,O,O,X,X
JILZOST,X,X,X,X,X,X,O,X,X
JILOTSZ,O,X,O,O,O,O,O,X,X
JILOTZS,O,X,O,O,O,O,O,X,X
JILOSTZ,X,X,O,X,O,X,O,X,X
JILOSZT,X,X,X,X,X,X,O,X,X
JILOZTS,O,X,X,O,O,O,O,X,X
JILOZST,O,X,X,X,X,X,O,X,X
JISTLZO,X,X,X,X,O,X,O,O,X
JISTLOZ,X,X,O,X,O,X,O,O,X
JISTZLO,X,X,X,X,O,X,O,O,X
JISTZOL,X,X,X,X,O,X,O,X,X
JISTOLZ,X,X,O,X,O,X,O,O,X
JISTOZL,X,X,O,X,O,X,O,X,X
JISLTZO,X,X,X,X,O,X,O,O,X
JISLTOZ,X,X,O,X,O,X,O,O,X
JISLZTO,X,X,X,X,X,X,O,X,X
JISLZOT,X,X,X,X,X,X,O,X,X
JISLOTZ,X,X,O,X,O,X,O,X,X
JISLOZT,X,X,X,X,X,X,O,X,X
JISZTLO,X,X,X,X,X,X,O,X,X
JISZTOL,X,X,X,X,X,X,O,X,X
JISZLTO,X,X,X,X,X,X,O,X,X
JISZLOT,X,X,X,X,X,X,O,X,X
JISZOTL,X,X,X,X,X,X,O,X,X
JISZOLT,X,X,X,X,X,X,O,X,X
JISOTLZ,X,X,O,X,O,X,O,X,X
JISOTZL,X,X,O,X,O,X,O,X,X
JISOLTZ,X,X,O,X,O,X,O,X,X
JISOLZT,X,X,X,X,X,X,O,X,X
JISOZTL,X,X,X,X,X,X,O,X,X
JISOZLT,X,X,X,X,X,X,O,X,X
JIZTLSO,O,O,X,X,O,X,O,X,O
JIZTLOS,O,O,X,O,O,X,O,X,O
JIZTSLO,O,O,X,X,O,X,O,X,O
JIZTSOL,O,O,X,X,O,X,O,X,X
JIZTOLS,O,O,X,O,O,X,O,X,O
JIZTOSL,O,O,X,O,O,X,O,X,X
JIZLTSO,O,O,X,X,O,X,O,X,O
JIZLTOS,O,O,X,O,O,X,O,X,O
JIZLSTO,O,O,X,X,X,X,O,X,X
JIZLSOT,X,O,X,X,X,X,O,X,X
JIZLOTS,X,X,X,O,O,O,O,X,X
JIZLOST,X,X,X,X,X,X,O,X,X
JIZSTLO,O,O,X,X,X,X,O,X,X
JIZSTOL,O,O,X,X,X,X,O,X,X
JIZSLTO,O,O,X,X,X,X,O,X,X
JIZSLOT,X,O,X,X,X,X,O,X,X
JIZSOTL,X,O,X,X,X,X,O,X,X
JIZSOLT,X,O,X,X,X,X,O,X,X
JIZOTLS,X,X,X,O,O,O,O,X,X
JIZOTSL,X,X,X,O,O,O,O,X,X
JIZOLTS,X,X,X,O,O,O,O,X,X
JIZOLST,X,X,X,X,X,X,O,X,X
JIZOSTL,X,X,X,X,X,X,O,X,X
JIZOSLT,X,X,X,X,X,X,O,X,X
JIOTLSZ,O,X,O,O,O,O,O,X,X
JIOTLZS,O,X,O,O,O,O,O,X,X
JIOTSLZ,O,X,O,O,O,O,O,X,X
JIOTSZL,O,X,O,X,O,X,O,X,X
JIOTZLS,O,X,O,O,O,O,O,X,X
JIOTZSL,O,X,X,O,O,O,O,X,X
JIOLTSZ,O,X,O,O,O,O,O,X,X
JIOLTZS,O,X,O,O,O,O,O,X,X
JIOLSTZ,X,X,O,X,O,X,O,X,X
JIOLSZT,X,X,X,X,X,X,O,X,X
JIOLZTS,O,X,X,O,O,O,O,X,X
JIOLZST,O,X,X,X,X,X,O,X,X
JIOSTLZ,X,X,O,X,O,X,O,X,X
JIOSTZL,X,X,O,X,O,X,O,X,X
JIOSLTZ,X,X,O,X,O,X,O,X,X
JIOSLZT,X,X,X,X,X,X,O,X,X
JIOSZTL,X,X,X,X,X,X,O,X,X
JIOSZLT,X,X,X,X,X,X,O,X,X
JIOZTLS,O,X,X,O,O,O,O,X,X
JIOZTSL,O,X,X,O,O,O,O,X,X
JIOZLTS,O,X,X,O,O,O,O,X,X
JIOZLST,O,X,X,X,X,X,O,X,X
JIOZSTL,O,X,X,X,X,X,O,X,X
JIOZSLT,O,X,X,X,X,X,O,X,X
JLTISZO,O,O,X,X,O,X,O,O,X
JLTISOZ,O,O,O,X,O,O,O,O,X
JLTIZSO,O,O,X,X,O,X,O,X,O
JLTIZOS,O,O,X,O,O,O,O,X,O
JLTIOSZ,O,X,O,O,O,O,O,X,X
JLTIOZS,O,O,O,O,O,O,O,X,X
JLTSIZO,O,O,X,X,O,X,O,O,X
JLTSIOZ,O,O,O,X,O,O,O,O,X
JLTSZIO,O,O,X,X,X,X,X,O,O
JLTSZOI,O,O,O,O,X,X,O,X,X
JLTSOIZ,O,O,O,O,X,O,O,O,X
JLTSOZI,O,O,O,O,X,O,O,X,X
JLTZISO,O,O,X,X,O,X,O,X,O
JLTZIOS,O,O,X,O,O,O,O,X,O
JLTZSIO,O,O,X,X,X,X,X,O,O
JLTZSOI,O,O,O,O,X,X,O,X,X
JLTZOIS,O,O,O,O,X,O,O,X,O
JLTZOSI,O,O,O,O,X,O,O,X,X
JLTOISZ,O,X,O,O,O,O,O,X,X
JLTOIZS,O,O,O,O,O,O,O,X,X
JLTOSIZ,O,X,O,O,X,O,O,O,X
JLTOSZI,O,X,O,O,X,O,O,X,X
JLTOZIS,O,O,O,O,X,O,O,X,O
JLTOZSI,O,O,O,O,X,O,O,X,X
JLITSZO,O,O,X,X,O,X,O,O,X
JLITSOZ,O,X,O,X,O,O,O,O,X
JLITZSO,O,O,X,X,O,X,O,X,O
JLITZOS,O,O,X,O,O,O,O,X,O
JLITOSZ,O,X,O,O,O,O,O,X,X
JLITOZS,O,O,O,O,O,O,O,X,X
JLISTZO,X,X,X,X,O,X,O,O,X
JLISTOZ,X,X,O,X,O,X,O,O,X
JLISZTO,X,X,X,X,X,X,O,X,X
JLISZOT,X,X,X,X,X,X,O,X,X
JLISOTZ,X,X,O,X,O,X,O,X,X
JLISOZT,X,X,X,X,X,X,O,X,X
JLIZTSO,O,O,X,X,O,X,O,X,O
JLIZTOS,O,O,X,O,O,X,O,X,O
JLIZSTO,O,O,X,X,X,X,O,X,X
JLIZSOT,X,O,X,X,X,X,O,X,X
JLIZOTS,X,X,X,O,O,O,O,X,X
JLIZOST,X,X,X,X,X,X,O,X,X
JLIOTSZ,O,X,O,O,O,O,O,X,X
JLIOTZS,O,X,O,O,O,O,O,X,X
JLIOSTZ,X,X,O,X,O,X,O,X,X
JLIOSZT,X,X,X,X,X,X,O,X,X
JLIOZTS,O,X,X,O,O,O,O,X,X
JLIOZST,O,X,X,X,X,X,O,X,X
JLSTIZO,O,O,X,X,O,X,O,O,X
JLSTIOZ,O,O,O,X,O,O,O,O,X
JLSTZIO,O,O,X,X,X,X,X,O,O
JLSTZOI,O,O,O,O,X,X,O,X,X
JLSTOIZ,O,O,O,O,X,O,O,O,X
JLSTOZI,O,O,O,O,X,O,O,X,X
JLSITZO,X,X,X,X,O,X,O,O,X
JLSITOZ,X,X,O,X,O,X,O,O,X
JLSIZTO,X,X,X,X,X,X,O,X,X
JLSIZOT,X,X,X,X,X,X,O,X,X
JLSIOTZ,X,X,O,X,O,X,O,X,X
JLSIOZT,X,X,X,X,X,X,O,X,X
JLSZTIO,O,O,X,X,X,X,X,O,O
JLSZTOI,O,O,O,O,X,X,O,X,X
JLSZITO,O,O,X,X,X,X,X,X,X
JLSZIOT,X,O,X,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,O,O,X,X
JLSZOIT,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,O,X,O,O,O,X
JLSOTZI,O,O,O,O,X,O,O,X,X
JLSOITZ,X,X,O,X,X,X,O,X,X
JLSOIZT,X,X,X,X,X,X,O,X,X
JLSOZTI,O,O,O,O,X,O,O,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X
JLZTISO,O,O,X,X,O,X,O,X,O
JLZTIOS,O,O,X,O,O,O,O,X,O
JLZTSIO,O,O,X,X,X,X,X,O,O
JLZTSOI,O,O,O,O,X,X,O,X,X
JLZTOIS,O,O,O,O,X,O,O,X,O
JLZTOSI,O,O,O,O,X,O,O,X,X
JLZITSO,O,O,X,X,O,X,O,X,O
JLZITOS,O,O,X,O,O,X,O,X,O
JLZISTO,O,O,X,X,X,X,O,X,X
JLZISOT,X,O,X,X,X,X,O,X,X
JLZIOTS,X,X,X,O,O,O,O,X,X
JLZIOST,X,X,X,X,X,X,O,X,X
JLZSTIO,O,O,X,X,X,X,X,O,O
JLZSTOI,O,O,O,O,X,X,O,X,X
JLZSITO,O,O,X,X,X,X,X,X,X
JLZSIOT,X,O,X,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,O,O,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,O,X,O,O,X,O
JLZOTSI,O,O,O,O,X,O,O,X,X
JLZOITS,O,X,X,O,X,O,O,X,X
JLZOIST,O,X,X,X,X,X,O,X,X
JLZOSTI,O,O,O,O,X,O,O,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X
JLOTISZ,O,X,O,O,O,O,O,X,X
JLOTIZS,O,O,O,O,O,O,O,X,X
JLOTSIZ,O,X,O,O,X,O,O,O,X
JLOTSZI,O,X,O,O,X,O,O,X,X
JLOTZIS,O,O,O,O,X,O,O,X,O
JLOTZSI,O,O,O,O,X,O,O,X,X
JLOITSZ,O,X,O,O,O,O,O,X,X
JLOITZS,O,X,O,O,O,O,O,X,X
JLOISTZ,X,X,O,X,O,X,O,X,X
JLOISZT,X,X,X,X,X,X,O,X,X
JLOIZTS,O,X,X,O,O,O,O,X,X
JLOIZST,O,X,X,X,X,X,O,X,X
JLOSTIZ,O,X,O,O,X,O,O,O,X
JLOSTZI,O,X,O,O,X,O,O,X,X
JLOSITZ,X,X,O,X,X,X,O,X,X
JLOSIZT,X,X,X,X,X,X,O,X,X
JLOSZTI,O,X,O,O,X,O,O,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X
JLOZTIS,O,O,O,O,X,O,O,X,O
JLOZTSI,O,O,O,O,X,O,O,X,X
JLOZITS,O,X,X,O,X,O,O,X,X
JLOZIST,O,X,X,X,X,X,O,X,X
JLOZSTI,O,O,O,O,X,O,O,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,O,X,O,O,X
JSTILOZ,O,O,O,X,O,O,O,O,X
JSTIZLO,O,O,X,X,O,X,O,O,X
JSTIZOL,O,O,X,X,O,X,O,X,X
JSTIOLZ,O,O,O,X,O,X,O,O,X
JSTIOZL,O,X,O,X,O,X,O,X,X
JSTLIZO,O,O,X,X,O,X,O,O,X
JSTLIOZ,O,O,O,X,O,O,O,O,X
JSTLZIO,O,O,X,X,X,X,X,O,O
JSTLZOI,O,O,O,O,X,X,O,X,X
JSTLOIZ,O,O,O,O,X,O,O,O,X
JSTLOZI,O,O,O,O,X,O,O,X,X
JSTZILO,O,O,X,X,X,X,X,O,O
JSTZIOL,O,O,X,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,O,O
JSTZLOI,O,O,O,O,X,X,O,X,X
JSTZOIL,O,O,O,O,X,X,X,X,X
JSTZOLI,O,O,O,O,X,X,O,X,X
JSTOILZ,O,O,O,O,X,O,O,O,X
JSTOIZL,O,X,O,X,X,X,O,X,X
JSTOLIZ,O,O,O,O,X,O,O,O,X
JSTOLZI,O,O,O,O,X,O,O,X,X
JSTOZIL,O,O,O,O,X,O,X,X,X
JSTOZLI,O,O,O,O,X,O,O,X,X
JSITLZO,X,X,X,X,O,X,O,O,X
JSITLOZ,X,X,O,X,O,X,O,O,X
JSITZLO,X,X,X,X,O,X,O,O,X
JSITZOL,X,X,X,X,O,X,O,X,X
JSITOLZ,X,X,O,X,O,X,O,O,X
JSITOZL,X,X,O,X,O,X,O,X,X
JSILTZO,X,X,X,X,O,X,O,O,X
JSILTOZ,X,X,O,X,O,X,O,O,X
JSILZTO,X,X,X,X,X,X,O,X,X
JSILZOT,X,X,X,X,X,X,O,X,X
JSILOTZ,X,X,O,X,O,X,O,X,X
JSILOZT,X,X,X,X,X,X,O,X,X
JSIZTLO,X,X,X,X,X,X,O,X,X
JSIZTOL,X,X,X,X,X,X,O,X,X
JSIZLTO,X,X,X,X,X,X,O,X,X
JSIZLOT,X,X,X,X,X,X,O,X,X
JSIZOTL,X,X,X,X,X,X,O,X,X
JSIZOLT,X,X,X,X,X,X,O,X,X
JSIOTLZ,X,X,O,X,O,X,O,X,X
JSIOTZL,X,X,O,X,O,X,O,X,X
JSIOLTZ,X,X,O,X,O,X,O,X,X
JSIOLZT,X,X,X,X,X,X,O,X,X
JSIOZTL,X,X,X,X,X,X,O,X,X
JSIOZLT,X,X,X,X,X,X,O,X,X
JSLTIZO,O,O,X,X,O,X,O,O,X
JSLTIOZ,O,O,O,X,O,O,O,O,X
JSLTZIO,O,O,X,X,X,X,X,O,O
JSLTZOI,O,O,O,O,X,X,O,X,X
JSLTOIZ,O,O,O,O,X,O,O,O,X
JSLTOZI,O,O,O,O,X,O,O,X,X
JSLITZO,X,X,X,X,O,X,O,O,X
JSLITOZ,X,X,O,X,O,X,O,O,X
JSLIZTO,X,X,X,X,X,X,O,X,X
JSLIZOT,X,X,X,X,X,X,O,X,X
