sequence,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhF3hBzkBtqB8?rB+sBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFzgBRiB/qB9?rB0sBisB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JetEJvhFThBmiBxqBX?sB6qB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeGAJvhFxhBzkB/sBC?rBdtB0rB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeGAJvhFxhBzkB8qBq?rB/sBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFziBxqB0sB9?qB/rBasB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFThBynBxqB0?sB9qBXsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF6mBmiBRqBX?sBtqB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFThBynBxqBX?sB9qB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhFfmBxhBGqBC?sBdtBUsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF0hBRqBCsBt?qB3sBmsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeqEJvhFUhBRiBNsBG?rB/qBzsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhFCiBzkBuqB/?sB0rBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhF3hBzkBtqBC?sBcsBetB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFUiBxqBTsB9?qB/rBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFRhB/qBUmB9?sBatBzrB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF/nBRqBUsBu?qB9rBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeCAJvhFxhBXlB8qBu?rBTsBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFzgB/qBxrBd?tBUsBCsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF9mBynBRqBX?sBuqB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JexBJvhFzkBCmB/sB0?rBdtBGqB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF9mBynBRqB0?sBuqBXsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeWFJvhF8qBRnBXlB6?rBNsBzsB
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLSTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
JZLSOIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
JZLOSIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSTLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZSITLO,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
JZSITOL,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
JZSILTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
JZSILOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
JZSIOTL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O
JZSIOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O
JZSLTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSLITO,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSLIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
JZSOITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
JZSOILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
JZSOLTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JZSOLIT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOTILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOITLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
JZOILTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZOILST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZOISTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
JZOISLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
JZOLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOLSTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JZOLSIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSLTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JZOSLIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOTILSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTISLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTIZLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTZILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOITLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILSZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOISTZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOISLTZ,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOISLZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOISZLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOIZTLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOIZSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLZSIT,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSTILZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSITLZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSILTZ,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSILZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSIZTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSIZLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSLTIZ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLIZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLZTI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
JOSZITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
JOSZILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
JOSZLTI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZLIT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZTILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZITLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZILST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JOZLSIT,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSLTI,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JOZSLIT,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STILJZO,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STILJOZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STILZJO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILZOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILOJZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILOZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJLZO,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
STIJLOZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
STIJZLO,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
STIJZOL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
STIJOLZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIJOZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIZLJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STIZLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STIOLJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOJLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIJZO,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STLIJOZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIZOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIOJZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIOZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJIZO,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STLJIOZ,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STLJZIO,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STLZIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOJIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
STJILOZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
STJIZLO,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
STJIZOL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
STJIOLZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STJIOZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STJLIZO,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJLIOZ,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
