sequence,v115@vhHT5I5oBdtBCnBsqBXlBOpBywB,v115@vhHT1IZkB6tBPtBmmB0lBtpBSwB,v115@vhHT1IZkBGoBimB6qBtpBUtB3rB,v115@vhHT1IZkB6tBPtBsrBOrB6qBtpB,v115@vhHa+IPoBOkBzkBSyBFsBUrBxuB,v115@vhH6IJzhBKtB+sB3lBMpBlrBRvB,v115@vhHTDJanBWtBFmBUlBvpBSwBxxB,v115@vhHPIJymBOkBzkBSyBFsBUrBxuB,v115@vhHzCJ6kB+tB3mBMqBKpBlsBRwB,v115@vhHUDJOkBFnBRlBTtBSxBCrB3pB,v115@vhHTDJPnBylBKpBGtBFrBUqBRxB,v115@vhHzCJPnBylBKpBGtBFrBUqBRxB,v115@vhHa9ITjBPnBKpBGtBFrBUqBRxB,v115@vhHa9IziBPnBKpBGtBFrBUqBRxB,v115@vhHx8IslB+tBtrBzkBKpB3sByvB,v115@vhHx7IPnBCoBdrBKpBTtBWxBUqB,v115@vhHx7IWnBXoBdrBKpBSyBzrBUqB,v115@vhH6+IKjB+sB3lBMpBTtBlrBRvB,v115@vhHT5I6oBKtB+sB3lBMpBlrBRvB,v115@vhH66IKfB+tB3mBMqBlsBTpBRwB,v115@vhHT1I6kB+tB3mBMqBKpBlsBRwB,v115@vhHK6IykB+tB3mBMqBlsBTpBRwB,v115@vhHM+ISoBPnB2pBTtBSxBFrBxuB,v115@vhH5+IejBPnBKpBTtBSxBFrBUqB,v115@vhHa7IqfB+tB3mBMqBlsBTpBRwB,v115@vhHa+IPoBzlBspBOpBSyBFsBxvB,v115@vhHyCJPmBUoBzmBKpBWyBFqBRwB,v115@vhHqAJPoBzfB2pBSyBFsBUrBxuB,v115@vhHSAJPoBzlBspBOpBSyBFsBxvB,v115@vhHe9IxbBvsBqrBdrBKpBTtBUqB,v115@vhHqGJPmBzfBUoBKpBWyBFqBRwB,v115@vhHPIJzhB5lBKrB0kBSyBFsB2uB,v115@vhHq6IynB+tBTlBMpB3sBlrBRvB,v115@vhHq6IvoB0nBqqBzkBlrB2uBxxB,v115@vhHe+IMkBinBXlBTtBSxBFrBxuB,v115@vhHK/IXjBsmB+tBlsBiqBTpBRwB,v115@vhHS+I5oBPlBdtBKrB+qBUsBTpB,v115@vhHPAJKfBsmB+tBlsBiqBTpBRwB,v115@vhHK6IPoBzlBspBOpBSyBFsBxvB,v115@vhHS8IumBvtBTnBdrBKpBUqBRxB,v115@vhHS+I5oBPmBdtBaqBUsBWwBTpB,v115@vhH26IsmBZkBznBtpBSyBywB3qB,v115@vhH28IslBPlBStBtrByvBTpBxxB,v115@vhHS8IPoB5mB+tBdrBKpBTsBUqB,v115@vhHSAJZkB6tB0nBFmBupB3rBTqB,v115@vhHMAJTfBxnBFmBGtB3rBSvBipB,v115@vhHMAJ6kBxnBFmBKpBGtB3rBTqB,v115@vhH6+IKfB+tB3mBMqBlsBTpBRwB,v115@vhH6+IqfB+tB3mBMqBlsBTpBRwB,v115@vhHM+ISoBPmBKpBTtBGsBFqBRwB,v115@vhHM+I5oBPmBznBKpB2xBSwBFqB,v115@vhHPIJzhBZkBKrBUlBSyBFsBWvB,v115@vhHK6IziBPnBKpBGtBFrBUqBRxB,v115@vhH01IKfBGoBRmBNqBisBXrBTpB,v115@vhHa+IPoBzhB2pBSyBFsBUrBxuB,v115@vhHa+I0iBPnB2pBTtBSxBFrBxuB,v115@vhHa+I+nBzhBvtBKpBFrBUqBRxB,v115@vhH69IKjB+sB3lBMpBTtBlrBRvB,v115@vhHi1ItkBZkBGoBasBUmBzsBXqB,v115@vhHG5I5oBdoB3mBilBTkB0sBSvB,v115@vhHK6IPoBOlBTkBSyBFsBUrBxuB,v115@vhHK6ITjBPnBKpBGtBFrBUqBRxB,v115@vhHO6IqfBvsBUmBKpBTtBFqBRwB,v115@vhHKDJPmB0fBKpBTtBGsBFqBRwB,v115@vhHZDJPmB0fB+tBKpBTsBSwBFqB,v115@vhHK/IPnB0gBKqBGtBFrBTpBRxB,v115@vhHZ/IPnB0gBKqB+pBTtBSxBFrB,v115@vhHaAJslBTfB+tB3sBlrBipBRvB,v115@vhHz9ISoBPnBKpBGtBFrBUqBRxB,v115@vhH36IslBykBStBlrB2vBTpBxxB,v115@vhHz6IylBZkB+tBqpB3sBlrB0qB,v115@vhHz6IylBvkBStBlrB0qB2uBxxB,v115@vhH5IJPmBzfBetBMsBKpBSwBFqB,v115@vhHKCJMoBXmBmkBSyBFsBTpBxvB,v115@vhHT8IMoBPmBWsBKpBSyBFqBRwB,v115@vhH26IPoBTfBypBSyBFsBUrBxuB,v115@vhHZ6IufBPoBKqBSyBFsBUrBTpB,v115@vhHS+I6oBskBznB3rBlqB2uBxxB,v115@vhHZ6IMoBWnBKqBSyBXsBFrBTpB,v115@vhH5+IMnBWmBKpBTtBSxBXrBFqB
ZLTOSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZLITJSO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLITSJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLITSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLITOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLIJTSO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLIJSTO,O,O,O,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X
ZLIJSOT,O,O,O,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X
ZLIJOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
ZLIJOST,O,O,O,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X
ZLISTJO,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLISTOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLISJTO,O,O,O,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X
ZLISJOT,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,O,O
ZLISOTJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
ZLISOJT,O,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,O,O
ZLIOTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZLIOTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O
ZLIOJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X
ZLIOJST,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,O,X,O,O
ZLIOSTJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
ZLIOSJT,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,O,O
ZLJTISO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZLJTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLJTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJITSO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
ZLJITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJISTO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
ZLJISOT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X
ZLJIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJIOST,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X
ZLJSTIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLJSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZLJSITO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
ZLJSIOT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X,X,O,O
ZLJSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
ZLJSOIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,O,X,O,O
ZLJOTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
ZLJOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
ZLJOIST,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
ZLJOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
ZLJOSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
ZLSTIJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLSTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLSTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZLSTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZLSITJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLSITOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLSIJTO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZLSIJOT,O,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,O
ZLSIOTJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
ZLSIOJT,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,O
ZLSJTIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLSJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZLSJITO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZLSJIOT,O,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,O,O
ZLSJOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
ZLSJOIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
ZLSOTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
