sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
IZLTOJS,X,X,X,O,X,X,X,X,X,X,O,X
IZLTOSJ,X,X,X,O,X,X,X,X,X,X,O,O
IZLJTSO,O,X,X,X,X,X,X,X,X,X,O,X
IZLJTOS,O,X,X,X,X,X,X,X,X,X,O,X
IZLJSTO,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,O,X,O,X,X,X,X,X,O,X,X,X
IZLJOTS,O,O,O,X,X,O,X,X,X,X,X,X
IZLJOST,O,O,O,X,X,X,X,X,X,X,X,X
IZLSTJO,O,X,X,X,X,X,X,X,X,O,O,X
IZLSTOJ,X,X,X,X,X,X,X,X,X,O,O,X
IZLSJTO,O,X,X,X,X,X,X,X,X,O,X,X
IZLSJOT,O,X,O,X,X,X,X,X,O,X,X,X
IZLSOTJ,X,X,O,X,X,X,X,X,O,O,X,X
IZLSOJT,O,X,O,X,X,X,X,X,O,X,X,X
IZLOTJS,O,O,O,O,X,O,X,X,X,X,O,X
IZLOTSJ,X,X,O,O,X,O,X,X,X,X,O,X
IZLOJTS,O,O,O,O,X,O,X,X,X,X,X,X
IZLOJST,O,O,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,O,O,X,X,X,X,X,X,X,X
IZLOSJT,O,O,O,X,X,X,X,X,X,X,X,X
IZJTLSO,O,X,X,X,X,X,X,X,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X,X,X,X,X,X
IZJTSLO,X,X,X,X,X,X,X,X,X,O,X,X
IZJTSOL,X,X,O,X,X,O,X,X,O,X,X,X
IZJTOLS,O,X,O,X,X,O,X,X,X,X,X,X
IZJTOSL,X,X,O,X,X,O,X,X,X,X,X,X
IZJLTSO,O,X,X,X,X,X,X,X,X,X,O,X
IZJLTOS,O,X,X,X,X,X,X,X,X,X,O,X
IZJLSTO,O,X,X,X,X,X,X,X,X,X,X,X
IZJLSOT,O,X,O,X,X,X,X,X,O,X,X,X
IZJLOTS,O,O,O,X,X,O,X,X,X,X,X,X
IZJLOST,O,O,O,X,X,X,X,X,X,X,X,X
IZJSTLO,O,X,X,X,X,X,O,X,X,O,X,X
IZJSTOL,O,X,O,X,X,X,O,X,O,X,X,X
IZJSLTO,O,X,X,X,X,X,O,X,X,O,X,X
IZJSLOT,O,O,O,X,X,X,O,X,O,X,X,X
IZJSOTL,O,O,O,X,X,O,O,X,O,X,X,X
IZJSOLT,O,O,O,X,X,X,O,X,O,X,X,X
IZJOTLS,O,O,O,X,X,O,X,X,X,X,X,X
IZJOTSL,X,O,O,X,X,O,X,X,O,X,X,X
IZJOLTS,O,O,O,X,X,O,X,X,X,X,X,X
IZJOLST,O,O,O,X,X,X,X,X,X,X,X,X
IZJOSTL,O,O,O,X,X,O,O,X,O,X,X,X
IZJOSLT,O,O,O,X,X,X,O,X,O,X,X,X
IZSTLJO,O,X,X,X,X,X,O,X,X,O,X,X
IZSTLOJ,X,X,X,X,X,X,X,X,X,O,X,X
IZSTJLO,O,X,X,X,X,X,O,X,X,O,X,X
IZSTJOL,O,X,O,X,X,X,O,X,O,X,X,X
IZSTOLJ,O,X,O,X,X,X,X,X,O,O,X,X
IZSTOJL,O,X,O,X,X,X,O,X,O,X,X,X
IZSLTJO,O,X,X,X,X,X,O,X,X,O,O,X
IZSLTOJ,X,X,X,X,X,X,X,X,X,O,O,X
IZSLJTO,O,X,X,X,X,X,O,X,X,O,X,X
IZSLJOT,O,O,O,X,X,X,O,X,O,X,X,X
IZSLOTJ,O,O,O,X,X,X,X,X,O,O,X,X
IZSLOJT,O,O,O,X,X,X,X,X,O,X,X,X
IZSJTLO,O,X,X,X,X,X,O,X,X,O,X,X
IZSJTOL,O,X,O,X,X,X,O,X,O,X,X,X
IZSJLTO,O,X,X,X,X,X,O,X,X,O,X,X
IZSJLOT,O,O,O,X,X,X,O,X,O,X,X,X
IZSJOTL,O,O,O,X,X,O,O,X,O,X,X,X
IZSJOLT,O,O,O,X,X,X,O,X,O,X,X,X
IZSOTLJ,O,O,O,X,X,O,X,X,O,O,X,X
IZSOTJL,O,O,O,X,X,O,O,X,O,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,X,O,O,X,X
IZSOLJT,O,O,O,X,X,X,X,X,O,X,X,X
IZSOJTL,O,O,O,X,X,O,O,X,O,X,X,X
IZSOJLT,O,O,O,X,X,X,O,X,O,X,X,X
IZOTLJS,O,O,O,O,O,O,X,X,X,X,X,X
IZOTLSJ,X,X,O,O,O,O,X,X,X,X,X,X
IZOTJLS,O,O,O,O,X,O,X,X,X,X,X,X
IZOTJSL,X,O,O,X,X,O,X,X,O,X,X,X
IZOTSLJ,X,O,O,O,O,O,X,X,O,O,X,X
IZOTSJL,X,O,O,X,X,O,X,X,O,X,X,X
IZOLTJS,O,O,O,O,O,O,X,X,X,X,O,X
IZOLTSJ,X,X,O,O,O,O,X,X,X,X,O,X
IZOLJTS,O,O,O,O,X,O,X,X,X,X,X,X
IZOLJST,O,O,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,O,O,X,X,X,X,X,X,X,X
IZOLSJT,O,O,O,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,O,O,X,O,X,X,X,X,X,X
IZOJTSL,X,O,O,X,X,O,X,X,O,X,X,X
IZOJLTS,O,O,O,O,X,O,X,X,X,X,X,X
IZOJLST,O,O,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,O,X,X,O,X,X,O,X,X,X
IZOJSLT,O,O,O,X,X,X,X,X,O,X,X,X
IZOSTLJ,O,O,O,O,O,O,X,X,O,O,X,X
IZOSTJL,O,O,O,X,X,O,X,X,O,X,X,X
IZOSLTJ,O,O,O,O,O,X,X,X,O,O,X,X
IZOSLJT,O,O,O,X,X,X,X,X,O,X,X,X
IZOSJTL,O,O,O,X,X,O,X,X,O,X,X,X
IZOSJLT,O,O,O,X,X,X,X,X,O,X,X,X
IOTLJSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOTLJZS,O,X,X,O,O,X,X,X,X,X,X,X
IOTLSJZ,O,X,X,O,O,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,O,O,O,X,X,X,X,X,X
IOTLZJS,O,X,X,O,O,O,X,X,X,X,X,X
IOTLZSJ,X,X,X,O,O,O,X,X,X,X,X,O
IOTJLSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOTJLZS,O,X,X,O,O,X,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,O,X,X,X,X
IOTJSZL,X,X,X,X,X,O,X,X,X,X,X,X
IOTJZLS,X,O,X,O,X,O,X,X,X,X,X,X
IOTJZSL,X,O,X,X,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,X,O,O,X,X,O,X,X,X,X
IOTSLZJ,O,X,X,O,O,O,X,X,O,X,X,X
IOTSJLZ,O,X,X,X,O,X,X,O,X,X,X,X
IOTSJZL,X,X,X,X,X,O,X,X,O,X,X,X
IOTSZLJ,O,O,X,O,O,O,X,X,O,X,X,X
IOTSZJL,O,O,X,X,X,O,X,X,O,X,X,X
IOTZLJS,O,O,X,O,O,O,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,O,O,X,X,X,X,X,O
IOTZJLS,O,O,X,O,X,O,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,O,X,X,O,X,X,X
IOTZSLJ,X,O,X,O,O,O,X,X,O,O,X,O
IOTZSJL,X,O,X,X,X,O,X,X,O,X,X,X
IOLTJSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOLTJZS,O,X,X,O,O,X,X,X,X,X,X,X
IOLTSJZ,O,X,X,O,O,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,O,O,O,X,X,X,X,X,X
IOLTZJS,O,X,X,O,O,O,X,X,X,X,X,X
IOLTZSJ,X,X,X,O,O,O,X,X,X,X,X,O
IOLJTSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOLJTZS,O,X,O,O,O,X,X,X,X,X,X,X
IOLJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLJSZT,O,X,O,X,X,X,X,X,X,X,X,X
IOLJZTS,O,O,O,X,X,X,X,X,X,X,X,X
IOLJZST,O,O,O,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,O,O,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,O,O,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,O,X,X,X,X,X,X,X
IOLSJZT,O,X,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,O,X,X,X,X,X,X,X
IOLSZJT,O,O,O,X,X,X,X,X,X,X,X,X
IOLZTJS,O,O,O,O,O,O,X,X,X,X,O,X
IOLZTSJ,X,X,O,O,O,O,X,X,X,X,O,X
IOLZJTS,O,O,O,O,X,O,X,X,X,X,X,X
IOLZJST,O,O,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,O,X,X,X,X,X,X,X,X
IOLZSJT,O,O,O,X,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOJTLZS,O,X,O,O,O,X,X,X,X,X,X,X
IOJTSLZ,X,X,O,X,O,X,X,X,X,X,X,X
IOJTSZL,X,X,O,X,X,O,O,X,X,X,X,X
IOJTZLS,X,O,O,O,X,O,X,X,X,X,X,X
IOJTZSL,X,O,O,X,X,O,X,X,X,X,X,X
IOJLTSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOJLTZS,O,X,O,O,O,X,X,X,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,O,X,X,X,O,X,X,X,X,X
IOJLZTS,O,O,O,X,X,X,X,X,X,X,X,X
IOJLZST,O,O,O,X,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,O,X,O,X,X,X,X,X,X,X
IOJSTZL,X,X,O,X,X,X,O,X,X,X,X,X
IOJSLTZ,O,X,O,X,O,X,X,X,X,X,X,X
IOJSLZT,O,X,O,X,X,X,O,X,X,X,X,X
IOJSZTL,O,O,O,X,X,X,O,X,X,X,X,X
IOJSZLT,O,O,O,X,X,X,O,X,X,X,X,X
IOJZTLS,O,O,O,O,X,O,X,X,X,X,X,X
IOJZTSL,X,O,O,X,X,O,X,X,X,X,X,X
IOJZLTS,O,O,O,O,X,O,X,X,X,X,X,X
IOJZLST,O,O,O,X,X,X,X,X,X,X,X,X
IOJZSTL,O,O,O,X,X,O,O,X,X,X,X,X
IOJZSLT,O,O,O,X,X,X,O,X,X,X,X,X
IOSTLJZ,O,X,X,O,O,X,X,O,X,X,X,X
IOSTLZJ,O,X,X,O,O,O,X,X,O,X,X,X
IOSTJLZ,O,X,X,X,O,X,X,O,X,X,X,X
IOSTJZL,X,X,X,X,X,O,X,X,O,X,X,X
IOSTZLJ,O,O,X,O,O,O,X,X,O,X,X,X
IOSTZJL,O,O,X,X,X,O,X,X,O,X,X,X
IOSLTJZ,O,X,X,O,O,X,X,O,X,X,X,X
IOSLTZJ,O,X,X,O,O,X,X,X,O,X,X,X
IOSLJTZ,O,X,X,X,O,X,X,X,X,X,X,X
IOSLJZT,O,X,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,O,X,X,X,O,X,X,X
IOSLZJT,O,O,O,X,X,X,X,X,O,X,X,X
IOSJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,O,X,O,X,X,X
IOSJLTZ,O,X,X,X,O,X,X,X,X,X,X,X
IOSJLZT,O,X,O,X,X,X,O,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,O,X,O,X,X,X
IOSJZLT,O,O,O,X,X,X,O,X,O,X,X,X
IOSZTLJ,O,O,X,O,O,O,X,X,O,X,X,X
IOSZTJL,O,O,X,X,X,O,O,X,O,X,X,X
IOSZLTJ,O,O,X,O,O,X,X,X,O,X,X,X
IOSZLJT,O,O,O,X,X,X,X,X,O,X,X,X
IOSZJTL,O,O,X,X,X,O,O,X,O,X,X,X
IOSZJLT,O,O,O,X,X,X,O,X,O,X,X,X
IOZTLJS,O,O,O,O,O,O,X,X,X,X,X,X
IOZTLSJ,X,X,O,O,O,O,X,X,X,X,X,X
IOZTJLS,O,O,O,O,X,O,X,X,X,X,X,X
IOZTJSL,X,O,O,X,X,O,X,X,O,X,X,X
IOZTSLJ,X,O,O,O,O,O,X,X,O,O,X,X
IOZTSJL,X,O,O,X,X,O,X,X,O,X,X,X
IOZLTJS,O,O,O,O,O,O,X,X,X,X,O,X
IOZLTSJ,X,X,O,O,O,O,X,X,X,X,O,X
IOZLJTS,O,O,O,O,X,O,X,X,X,X,X,X
IOZLJST,O,O,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,O,O,X,X,X,X,X,X,X,X
IOZLSJT,O,O,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,O,O,X,O,X,X,X,X,X,X
IOZJTSL,X,O,O,X,X,O,X,X,O,X,X,X
IOZJLTS,O,O,O,O,X,O,X,X,X,X,X,X
IOZJLST,O,O,O,X,X,X,X,X,X,X,X,X
IOZJSTL,O,O,O,X,X,O,X,X,O,X,X,X
IOZJSLT,O,O,O,X,X,X,X,X,O,X,X,X
IOZSTLJ,O,O,O,O,O,O,X,X,O,O,X,X
IOZSTJL,O,O,O,X,X,O,X,X,O,X,X,X
IOZSLTJ,O,O,O,O,O,X,X,X,O,O,X,X
IOZSLJT,O,O,O,X,X,X,X,X,O,X,X,X
IOZSJTL,O,O,O,X,X,O,X,X,O,X,X,X
IOZSJLT,O,O,O,X,X,X,X,X,O,X,X,X
LTIJSZO,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,X,X,X,X,O
LTIJZOS,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,X,X,X,X,X,X,X,O
LTISZOJ,X,X,X,X,X,X,X,X,X,X,X,O
LTISOJZ,X,X,X,X,O,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,X,X,X,X,X,O,O
LTIZJOS,O,X,X,X,X,X,X,X,X,X,O,X
LTIZSJO,X,X,X,X,X,X,X,X,X,O,O,O
LTIZSOJ,X,X,X,X,X,X,X,X,X,O,O,O
LTIZOJS,X,X,X,O,X,X,X,X,X,X,O,X
LTIZOSJ,X,X,X,O,X,X,X,X,X,X,O,O
LTIOJSZ,X,X,X,O,O,X,X,X,X,X,X,X
LTIOJZS,X,X,X,O,O,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,O,O,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,O,O,X,X,X,X,X,X,X
LTIOZJS,X,X,X,O,O,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,O,O,X,X,X,X,X,X,O
LTJISZO,O,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X,X,X,X,X,O
LTJIZOS,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,X,X,X,X,O,X,X,X,X
LTJSIOZ,O,X,X,X,X,X,X,O,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,O,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,O,X,X,X,X
LTJSOIZ,X,X,X,X,O,X,X,O,X,X,X,X
LTJSOZI,X,X,X,X,O,X,X,O,X,X,X,X
LTJZISO,O,X,X,X,X,X,X,X,X,X,X,O
LTJZIOS,O,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,X,X,X,X,X,X,X,X,O
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,O,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,O,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,O,O,X,X,X,X,X,X,X
LTJOIZS,X,X,X,O,O,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,O,O,X,X,O,X,X,X,X
LTJOSZI,X,X,X,O,O,X,X,O,X,X,X,X
LTJOZIS,X,X,X,O,O,X,X,X,X,X,X,X
LTJOZSI,X,X,X,O,O,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,X,X,X,O,X,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,O,X,X,X,X
LTSIZJO,O,X,X,X,X,X,X,X,X,X,X,O
LTSIZOJ,X,X,X,X,X,X,X,X,X,X,X,O
LTSIOJZ,X,X,X,X,O,X,X,O,X,X,X,X
LTSIOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LTSJIZO,O,X,X,X,X,X,X,O,X,X,X,X
LTSJIOZ,O,X,X,X,X,X,X,O,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,O,X,X,X,X
LTSJZOI,X,X,X,X,X,X,X,O,X,X,X,X
LTSJOIZ,X,X,X,X,O,X,X,O,X,X,X,X
LTSJOZI,X,X,X,X,O,X,X,O,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,X,O,X,O
LTSZIOJ,X,X,X,X,X,X,X,X,X,O,X,O
LTSZJIO,O,X,X,X,X,X,X,O,X,O,X,O
LTSZJOI,X,X,X,X,X,O,X,O,X,O,X,X
LTSZOIJ,X,X,X,O,O,O,X,X,X,O,X,O
LTSZOJI,X,X,X,O,O,O,X,O,X,O,X,X
LTSOIJZ,X,X,X,O,O,X,X,O,X,X,X,X
LTSOIZJ,X,X,X,O,O,O,X,X,X,X,X,X
LTSOJIZ,X,X,X,O,O,X,X,O,X,X,X,X
LTSOJZI,X,X,X,O,O,X,X,O,X,X,X,X
LTSOZIJ,X,X,X,O,O,O,X,X,X,X,X,X
LTSOZJI,X,X,X,O,O,O,X,O,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,X,X,X,O,O
LTZIJOS,O,X,X,X,X,X,X,X,X,X,O,X
LTZISJO,X,X,X,X,X,X,X,X,X,O,O,O
LTZISOJ,X,X,X,X,X,X,X,X,X,O,O,O
LTZIOJS,X,X,X,O,X,X,X,X,X,X,O,X
LTZIOSJ,X,X,X,O,X,X,X,X,X,X,O,O
LTZJISO,O,X,X,X,X,X,X,X,X,X,O,O
LTZJIOS,O,X,X,X,X,X,X,X,X,X,O,X
LTZJSIO,O,X,X,X,X,X,X,X,X,X,X,O
LTZJSOI,X,X,X,X,X,O,X,X,X,X,X,X
LTZJOIS,X,X,X,O,X,O,X,X,X,X,X,X
LTZJOSI,X,X,X,O,X,O,X,X,X,X,X,X
LTZSIJO,O,X,X,X,X,X,X,X,X,O,O,O
LTZSIOJ,X,X,X,X,X,X,X,X,X,O,O,O
LTZSJIO,O,X,X,X,X,X,X,X,X,O,X,O
LTZSJOI,X,X,X,X,X,O,X,X,X,O,X,X
LTZSOIJ,X,X,X,O,O,O,X,X,X,O,X,O
LTZSOJI,X,X,X,O,O,O,X,X,X,O,X,X
LTZOIJS,X,X,X,O,O,O,X,X,X,X,O,X
LTZOISJ,X,X,X,O,O,O,X,X,X,X,O,O
LTZOJIS,X,X,X,O,O,O,X,X,X,X,X,X
LTZOJSI,X,X,X,O,O,O,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,O,O,X,X,X,X,X,O
LTZOSJI,X,X,X,O,O,O,X,X,X,X,X,X
LTOIJSZ,X,X,X,O,O,X,X,X,X,X,X,X
LTOIJZS,X,X,X,O,O,X,X,X,X,X,X,X
LTOISJZ,X,X,X,O,O,X,X,X,X,X,X,X
LTOISZJ,X,X,X,O,O,O,X,X,X,X,X,X
LTOIZJS,X,X,X,O,O,O,X,X,X,X,X,X
LTOIZSJ,X,X,X,O,O,O,X,X,X,X,X,O
LTOJISZ,X,X,X,O,O,X,X,X,X,X,X,X
LTOJIZS,X,X,X,O,O,X,X,X,X,X,X,X
LTOJSIZ,X,X,X,O,O,X,X,O,X,X,X,X
LTOJSZI,X,X,X,O,O,X,X,O,X,X,X,X
LTOJZIS,X,X,X,O,O,X,X,X,X,X,X,X
LTOJZSI,X,X,X,O,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,O,O,X,X,O,X,X,X,X
LTOSIZJ,X,X,X,O,O,O,X,X,X,X,X,X
LTOSJIZ,X,X,X,O,O,X,X,O,X,X,X,X
LTOSJZI,X,X,X,O,O,X,X,O,X,X,X,X
LTOSZIJ,X,X,X,O,O,O,X,X,X,X,X,X
LTOSZJI,X,X,X,O,O,O,X,O,X,X,X,X
LTOZIJS,X,X,X,O,O,O,X,X,X,X,X,X
LTOZISJ,X,X,X,O,O,O,X,X,X,X,X,O
LTOZJIS,X,X,X,O,O,O,X,X,X,X,X,X
LTOZJSI,X,X,X,O,O,O,X,X,X,X,X,X
LTOZSIJ,X,X,X,O,O,O,X,X,X,X,X,O
LTOZSJI,X,X,X,O,O,O,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,X,X,X,X,X,X,O
LITJZOS,O,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,X,X,X,X,X,X,X,O
LITSZOJ,X,X,X,X,X,X,X,X,X,X,X,O
LITSOJZ,X,X,X,X,O,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LITZJSO,O,X,X,X,X,X,X,X,X,X,O,O
LITZJOS,O,X,X,X,X,X,X,X,X,X,O,X
LITZSJO,X,X,X,X,X,X,X,X,X,O,O,O
LITZSOJ,X,X,X,X,X,X,X,X,X,O,O,O
LITZOJS,X,X,X,O,X,X,X,X,X,X,O,X
LITZOSJ,X,X,X,O,X,X,X,X,X,X,O,O
LITOJSZ,X,X,X,O,O,X,X,X,X,X,X,X
LITOJZS,X,X,X,O,O,X,X,X,X,X,X,X
LITOSJZ,X,X,X,O,O,X,X,X,X,X,X,X
LITOSZJ,X,X,X,O,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,O,O,X,X,X,X,X,X,X
LITOZSJ,X,X,X,O,O,X,X,X,X,X,X,O
LIJTSZO,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,X,X,X,X,X,X,X,O
LIJTZOS,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,O,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,O,X,X,X,X,X
LIJZTSO,O,X,X,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,X,X,X,X,X,X,O,X
LIJZSTO,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,O,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,X,X,X,X,O
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X,O
LISTOJZ,X,X,X,X,O,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,O,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,O,X,X,X,O,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
LISZJTO,O,X,X,X,X,X,O,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,O,X,O,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,O,X,X,X
LISOTJZ,O,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
LISOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
LISOZJT,O,X,X,X,X,X,X,X,O,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,X,X,O,O
LIZTJOS,O,X,X,X,X,X,X,X,X,X,O,X
LIZTSJO,X,X,X,X,X,X,X,X,X,O,O,O
LIZTSOJ,X,X,X,X,X,X,X,X,X,O,O,O
LIZTOJS,X,X,X,O,X,X,X,X,X,X,O,X
LIZTOSJ,X,X,X,O,X,X,X,X,X,X,O,O
LIZJTSO,O,X,X,X,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,O,X
LIZJSTO,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X,X,O,X,X,X
LIZJOTS,O,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,X,X
