sequence,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBThBNnB5oBSq?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBThBNnB5oB3k?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeKEJvhFzfBGhBNnB5oB3l?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBNmBUiB5oBSq?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNmBUiB5oB3k?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNnB5oB3kBTm?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kem/IvhFSmBNnB5oBTkB3l?B0rB
JLSTOIZ,O,O,O,O,O,O,X
JLSTOZI,O,O,O,O,O,O,X
JLSITZO,O,O,O,O,O,O,X
JLSITOZ,O,O,O,O,O,O,X
JLSIZTO,O,O,O,O,O,O,X
JLSIZOT,O,O,O,O,O,X,X
JLSIOTZ,O,O,O,O,O,O,X
JLSIOZT,O,O,O,O,O,X,X
JLSZTIO,O,O,O,O,O,O,X
JLSZTOI,O,O,O,O,O,O,X
JLSZITO,O,O,O,O,O,O,X
JLSZIOT,O,O,O,O,O,X,X
JLSZOTI,O,O,O,O,O,X,X
JLSZOIT,O,O,O,O,O,X,X
JLSOTIZ,O,O,O,O,O,O,X
JLSOTZI,O,O,O,O,O,O,X
JLSOITZ,O,O,O,O,O,O,X
JLSOIZT,O,O,O,O,O,X,X
JLSOZTI,O,O,O,O,O,X,X
JLSOZIT,O,O,O,O,O,X,X
JLZTISO,O,O,O,O,X,X,X
JLZTIOS,O,O,O,O,X,X,X
JLZTSIO,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,X,X,X
JLZTOIS,O,O,O,O,X,X,X
JLZTOSI,O,O,O,O,X,X,X
JLZITSO,O,O,O,O,X,X,X
JLZITOS,O,O,O,O,X,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,X,X,X
JLZIOTS,O,X,O,O,X,X,X
JLZIOST,O,X,X,O,X,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,O,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,X,X,X
JLZSOTI,O,O,O,O,X,X,X
JLZSOIT,O,O,O,O,X,X,X
JLZOTIS,O,X,O,O,X,X,X
JLZOTSI,O,X,O,O,X,X,X
JLZOITS,O,X,O,O,X,X,X
JLZOIST,O,X,X,O,X,X,X
JLZOSTI,O,X,X,O,X,X,X
JLZOSIT,O,X,X,O,X,X,X
JLOTISZ,O,X,O,O,O,X,X
JLOTIZS,O,X,X,O,O,X,X
JLOTSIZ,O,X,O,O,O,X,X
JLOTSZI,O,X,O,O,O,X,X
JLOTZIS,O,X,X,O,O,X,X
JLOTZSI,O,X,X,O,O,X,X
JLOITSZ,O,X,O,O,O,X,X
JLOITZS,O,X,X,O,O,X,X
JLOISTZ,O,X,O,O,O,X,X
JLOISZT,O,X,O,O,O,X,X
JLOIZTS,O,X,O,O,X,X,X
JLOIZST,O,X,X,O,X,X,X
JLOSTIZ,O,X,O,O,O,X,X
JLOSTZI,O,X,O,O,O,X,X
JLOSITZ,O,X,O,O,O,X,X
JLOSIZT,O,X,O,O,O,X,X
JLOSZTI,O,X,O,O,O,X,X
JLOSZIT,O,X,O,O,O,X,X
JLOZTIS,O,X,O,O,X,X,X
JLOZTSI,O,X,O,O,X,X,X
JLOZITS,O,X,O,O,X,X,X
JLOZIST,O,X,X,O,X,X,X
JLOZSTI,O,X,X,O,X,X,X
JLOZSIT,O,X,X,O,X,X,X
JSTILZO,O,O,O,O,O,O,X
JSTILOZ,O,O,O,O,O,O,X
JSTIZLO,X,O,O,O,O,O,X
JSTIZOL,X,O,X,X,O,O,X
JSTIOLZ,X,O,O,X,O,O,X
JSTIOZL,X,O,X,X,O,O,X
JSTLIZO,O,O,O,O,O,O,X
JSTLIOZ,O,O,O,O,O,O,X
JSTLZIO,O,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,O,X
JSTLOIZ,O,O,O,O,O,O,X
JSTLOZI,O,O,O,O,O,O,X
JSTZILO,X,O,O,O,O,O,X
JSTZIOL,X,O,X,X,O,O,X
JSTZLIO,X,O,O,O,O,O,X
JSTZLOI,X,O,O,O,O,O,X
JSTZOIL,X,O,X,X,O,O,X
JSTZOLI,X,O,X,X,O,O,X
JSTOILZ,X,O,O,X,O,O,X
JSTOIZL,X,O,X,X,O,O,X
JSTOLIZ,X,O,O,X,O,O,X
JSTOLZI,X,O,O,X,O,O,X
JSTOZIL,X,O,X,X,O,O,X
JSTOZLI,X,O,X,X,O,O,X
JSITLZO,O,O,O,O,O,O,X
JSITLOZ,O,O,O,O,O,O,X
JSITZLO,X,O,O,O,O,O,X
JSITZOL,X,O,X,X,O,O,X
JSITOLZ,X,O,O,X,O,O,X
JSITOZL,X,O,X,X,O,O,X
JSILTZO,O,O,O,O,O,O,X
JSILTOZ,O,O,O,O,O,O,X
JSILZTO,O,O,O,O,O,O,X
JSILZOT,O,O,O,O,O,X,X
JSILOTZ,O,O,O,O,O,O,X
JSILOZT,O,O,O,O,O,X,X
JSIZTLO,O,O,O,O,O,O,X
JSIZTOL,O,O,O,X,O,O,X
JSIZLTO,O,O,O,X,O,O,X
JSIZLOT,O,O,O,X,O,X,X
JSIZOTL,X,O,X,X,O,X,X
JSIZOLT,X,O,X,X,O,X,X
JSIOTLZ,X,O,X,O,O,O,X
JSIOTZL,X,O,X,O,O,O,X
JSIOLTZ,X,O,X,O,O,O,X
JSIOLZT,X,O,X,O,O,X,X
JSIOZTL,X,O,X,O,O,X,X
JSIOZLT,X,O,X,X,O,X,X
JSLTIZO,O,O,O,O,O,O,X
JSLTIOZ,O,O,O,O,O,O,X
JSLTZIO,O,O,O,O,O,O,X
JSLTZOI,O,O,O,O,O,O,X
JSLTOIZ,O,O,O,O,O,O,X
JSLTOZI,O,O,O,O,O,O,X
JSLITZO,O,O,O,O,O,O,X
JSLITOZ,O,O,O,O,O,O,X
JSLIZTO,O,O,O,O,O,O,X
JSLIZOT,O,O,O,O,O,X,X
JSLIOTZ,O,O,O,O,O,O,X
JSLIOZT,O,O,O,O,O,X,X
JSLZTIO,O,O,O,O,O,O,X
JSLZTOI,O,O,O,O,O,O,X
JSLZITO,O,O,O,O,O,O,X
JSLZIOT,O,O,O,O,O,X,X
JSLZOTI,O,O,O,O,O,X,X
JSLZOIT,O,O,O,O,O,X,X
JSLOTIZ,O,O,O,O,O,O,X
JSLOTZI,O,O,O,O,O,O,X
JSLOITZ,O,O,O,O,O,O,X
JSLOIZT,O,O,O,O,O,X,X
JSLOZTI,O,O,O,O,O,X,X
JSLOZIT,O,O,O,O,O,X,X
JSZTILO,O,O,O,O,O,O,X
JSZTIOL,O,O,O,X,O,O,X
JSZTLIO,O,O,O,O,O,O,X
JSZTLOI,O,O,O,O,O,O,X
JSZTOIL,O,O,O,X,O,O,X
JSZTOLI,O,O,O,X,O,O,X
JSZITLO,O,O,O,O,O,O,X
JSZITOL,O,O,O,X,O,O,X
JSZILTO,O,O,O,X,O,O,X
JSZILOT,O,O,O,X,O,X,X
JSZIOTL,X,O,X,X,O,X,X
JSZIOLT,X,O,X,X,O,X,X
JSZLTIO,O,O,O,X,O,O,X
JSZLTOI,O,O,O,X,O,O,X
JSZLITO,O,O,O,X,O,O,X
JSZLIOT,O,O,O,X,O,X,X
JSZLOTI,O,O,O,X,O,X,X
JSZLOIT,O,O,O,X,O,X,X
JSZOTIL,X,O,X,X,O,X,X
JSZOTLI,X,O,X,X,O,X,X
JSZOITL,X,O,X,X,O,X,X
JSZOILT,X,O,X,X,O,X,X
JSZOLTI,X,O,X,X,O,X,X
JSZOLIT,X,O,X,X,O,X,X
JSOTILZ,X,O,X,O,O,O,X
JSOTIZL,X,O,X,O,O,O,X
JSOTLIZ,X,O,X,O,O,O,X
JSOTLZI,X,O,X,O,O,O,X
JSOTZIL,X,O,X,O,O,O,X
JSOTZLI,X,O,X,O,O,O,X
JSOITLZ,X,O,X,O,O,O,X
JSOITZL,X,O,X,O,O,O,X
JSOILTZ,X,O,X,O,O,O,X
JSOILZT,X,O,X,O,O,X,X
JSOIZTL,X,O,X,O,O,X,X
JSOIZLT,X,O,X,X,O,X,X
JSOLTIZ,X,O,X,O,O,O,X
JSOLTZI,X,O,X,O,O,O,X
JSOLITZ,X,O,X,O,O,O,X
JSOLIZT,X,O,X,O,O,X,X
JSOLZTI,X,O,X,O,O,X,X
JSOLZIT,X,O,X,O,O,X,X
JSOZTIL,X,O,X,O,O,X,X
JSOZTLI,X,O,X,O,O,X,X
JSOZITL,X,O,X,O,O,X,X
JSOZILT,X,O,X,X,O,X,X
JSOZLTI,X,O,X,X,O,X,X
JSOZLIT,X,O,X,X,O,X,X
JZTILSO,O,O,O,O,O,X,X
JZTILOS,O,O,O,O,X,X,O
JZTISLO,O,O,O,O,O,O,X
JZTISOL,O,O,O,X,O,O,X
JZTIOLS,O,O,O,O,X,X,O
JZTIOSL,O,O,O,X,O,O,O
JZTLISO,O,O,O,O,O,X,X
JZTLIOS,O,O,O,O,X,X,O
JZTLSIO,O,O,O,O,O,X,X
JZTLSOI,O,O,O,O,O,X,X
JZTLOIS,O,O,O,O,X,X,O
JZTLOSI,O,O,O,O,X,X,O
JZTSILO,O,O,O,O,O,O,X
JZTSIOL,O,O,O,X,O,O,X
JZTSLIO,O,O,O,O,O,O,X
JZTSLOI,O,O,O,O,O,O,X
JZTSOIL,O,O,O,X,O,O,X
JZTSOLI,O,O,O,X,O,O,X
JZTOILS,O,O,O,O,X,X,O
JZTOISL,O,O,O,X,O,O,O
JZTOLIS,O,O,O,O,X,X,O
JZTOLSI,O,O,O,O,X,X,O
JZTOSIL,O,O,O,X,O,O,O
JZTOSLI,O,O,O,X,O,O,O
JZITLSO,O,O,O,O,O,X,X
JZITLOS,O,O,O,O,X,X,O
JZITSLO,O,O,O,O,O,O,X
JZITSOL,O,O,O,X,O,O,X
JZITOLS,O,O,O,O,X,X,O
JZITOSL,O,O,O,X,O,O,O
JZILTSO,O,O,O,O,X,X,X
JZILTOS,O,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,O,O,X,X,X
JZILOTS,O,X,O,O,X,X,X
JZILOST,O,X,X,O,X,X,X
JZISTLO,O,O,O,O,O,O,X
JZISTOL,O,O,O,X,O,O,X
JZISLTO,O,O,O,X,O,O,X
JZISLOT,O,O,O,X,O,X,X
JZISOTL,X,O,X,X,O,X,X
JZISOLT,X,O,X,X,O,X,X
JZIOTLS,O,O,X,O,O,X,O
JZIOTSL,O,O,X,O,O,X,O
JZIOLTS,O,X,X,O,X,X,O
JZIOLST,O,X,X,O,X,X,X
JZIOSTL,X,O,X,O,O,X,O
JZIOSLT,X,O,X,X,O,X,X
JZLTISO,O,O,O,O,X,X,X
JZLTIOS,O,O,O,O,X,X,X
JZLTSIO,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,X,X,X
JZLTOIS,O,O,O,O,X,X,X
JZLTOSI,O,O,O,O,X,X,X
JZLITSO,O,O,O,O,X,X,X
JZLITOS,O,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,X,X
JZLIOTS,O,X,O,O,X,X,X
JZLIOST,O,X,X,O,X,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,O,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,X,X,X
JZLSOTI,O,O,O,O,X,X,X
JZLSOIT,O,O,O,O,X,X,X
JZLOTIS,O,X,O,O,X,X,X
JZLOTSI,O,X,O,O,X,X,X
JZLOITS,O,X,O,O,X,X,X
JZLOIST,O,X,X,O,X,X,X
JZLOSTI,O,X,X,O,X,X,X
JZLOSIT,O,X,X,O,X,X,X
JZSTILO,O,O,O,O,O,O,X
JZSTIOL,O,O,O,X,O,O,X
JZSTLIO,O,O,O,O,O,O,X
JZSTLOI,O,O,O,O,O,O,X
JZSTOIL,O,O,O,X,O,O,X
JZSTOLI,O,O,O,X,O,O,X
JZSITLO,O,O,O,O,O,O,X
JZSITOL,O,O,O,X,O,O,X
JZSILTO,O,O,O,X,O,O,X
JZSILOT,O,O,O,X,O,X,X
JZSIOTL,X,O,X,X,O,X,X
JZSIOLT,X,O,X,X,O,X,X
JZSLTIO,O,O,O,X,O,O,X
JZSLTOI,O,O,O,X,O,O,X
JZSLITO,O,O,O,X,O,O,X
JZSLIOT,O,O,O,X,O,X,X
JZSLOTI,O,O,O,X,O,X,X
JZSLOIT,O,O,O,X,O,X,X
JZSOTIL,X,O,X,X,O,X,X
JZSOTLI,X,O,X,X,O,X,X
JZSOITL,X,O,X,X,O,X,X
JZSOILT,X,O,X,X,O,X,X
JZSOLTI,X,O,X,X,O,X,X
JZSOLIT,X,O,X,X,O,X,X
JZOTILS,O,O,X,O,O,X,O
JZOTISL,O,O,X,O,O,X,O
JZOTLIS,O,O,X,O,O,X,O
JZOTLSI,O,O,X,O,O,X,O
JZOTSIL,O,O,X,O,O,X,O
JZOTSLI,O,O,X,O,O,X,O
JZOITLS,O,O,X,O,O,X,O
JZOITSL,O,O,X,O,O,X,O
JZOILTS,O,X,X,O,X,X,O
JZOILST,O,X,X,O,X,X,X
JZOISTL,X,O,X,O,O,X,O
JZOISLT,X,O,X,X,O,X,X
JZOLTIS,O,X,X,O,X,X,O
JZOLTSI,O,X,X,O,X,X,O
JZOLITS,O,X,X,O,X,X,O
JZOLIST,O,X,X,O,X,X,X
JZOLSTI,O,X,X,O,X,X,X
JZOLSIT,O,X,X,O,X,X,X
JZOSTIL,X,O,X,O,O,X,O
JZOSTLI,X,O,X,O,O,X,O
JZOSITL,X,O,X,O,O,X,O
JZOSILT,X,O,X,X,O,X,X
JZOSLTI,X,O,X,X,O,X,X
JZOSLIT,X,O,X,X,O,X,X
JOTILSZ,O,X,X,O,O,O,X
JOTILZS,O,X,X,O,O,X,X
JOTISLZ,X,O,X,O,O,O,X
JOTISZL,X,O,X,O,O,O,X
JOTIZLS,X,O,X,O,O,X,O
JOTIZSL,X,O,X,O,O,O,O
JOTLISZ,O,X,X,O,O,O,X
JOTLIZS,O,X,X,O,O,X,X
JOTLSIZ,O,X,X,O,O,O,X
JOTLSZI,O,X,X,O,O,O,X
JOTLZIS,O,X,X,O,O,X,X
JOTLZSI,O,X,X,O,O,X,X
JOTSILZ,X,O,X,O,O,O,X
JOTSIZL,X,O,X,O,O,O,X
JOTSLIZ,X,O,X,O,O,O,X
JOTSLZI,X,O,X,O,O,O,X
JOTSZIL,X,O,X,O,O,O,X
JOTSZLI,X,O,X,O,O,O,X
JOTZILS,X,O,X,O,O,X,O
JOTZISL,X,O,X,O,O,O,O
JOTZLIS,X,O,X,O,O,X,O
JOTZLSI,X,O,X,O,O,X,O
JOTZSIL,X,O,X,O,O,O,O
JOTZSLI,X,O,X,O,O,O,O
JOITLSZ,O,X,X,O,O,O,X
JOITLZS,O,X,X,O,O,X,X
JOITSLZ,X,O,X,O,O,O,X
JOITSZL,X,O,X,O,O,O,X
JOITZLS,X,O,X,O,O,X,O
JOITZSL,X,O,X,O,O,O,O
JOILTSZ,O,X,X,O,O,X,X
JOILTZS,O,X,X,O,O,X,X
JOILSTZ,O,X,X,O,O,X,X
JOILSZT,O,X,X,O,O,X,X
JOILZTS,O,X,X,O,X,X,O
JOILZST,O,X,X,O,X,X,X
JOISTLZ,X,O,X,O,O,O,X
JOISTZL,X,O,X,O,O,O,X
JOISLTZ,X,O,X,O,O,O,X
JOISLZT,X,O,X,O,O,X,X
JOISZTL,X,O,X,O,O,X,O
JOISZLT,X,O,X,X,O,X,X
JOIZTLS,O,O,X,O,O,X,O
JOIZTSL,O,O,X,O,O,X,O
JOIZLTS,O,X,X,O,X,X,O
JOIZLST,O,X,X,O,X,X,X
JOIZSTL,X,O,X,O,O,X,O
JOIZSLT,X,O,X,X,O,X,X
JOLTISZ,O,X,X,O,O,X,X
JOLTIZS,O,X,X,O,O,X,X
JOLTSIZ,O,X,X,O,O,X,X
JOLTSZI,O,X,X,O,O,X,X
JOLTZIS,O,X,X,O,O,X,X
JOLTZSI,O,X,X,O,O,X,X
JOLITSZ,O,X,X,O,O,X,X
JOLITZS,O,X,X,O,O,X,X
JOLISTZ,O,X,X,O,O,X,X
JOLISZT,O,X,X,O,O,X,X
JOLIZTS,O,X,X,O,X,X,O
JOLIZST,O,X,X,O,X,X,X
JOLSTIZ,O,X,X,O,O,X,X
JOLSTZI,O,X,X,O,O,X,X
JOLSITZ,O,X,X,O,O,X,X
JOLSIZT,O,X,X,O,O,X,X
JOLSZTI,O,X,X,O,O,X,X
JOLSZIT,O,X,X,O,O,X,X
JOLZTIS,O,X,X,O,X,X,O
JOLZTSI,O,X,X,O,X,X,O
JOLZITS,O,X,X,O,X,X,O
JOLZIST,O,X,X,O,X,X,X
JOLZSTI,O,X,X,O,X,X,X
JOLZSIT,O,X,X,O,X,X,X
JOSTILZ,X,O,X,O,O,O,X
JOSTIZL,X,O,X,O,O,O,X
JOSTLIZ,X,O,X,O,O,O,X
JOSTLZI,X,O,X,O,O,O,X
JOSTZIL,X,O,X,O,O,O,X
JOSTZLI,X,O,X,O,O,O,X
JOSITLZ,X,O,X,O,O,O,X
JOSITZL,X,O,X,O,O,O,X
JOSILTZ,X,O,X,O,O,O,X
JOSILZT,X,O,X,O,O,X,X
JOSIZTL,X,O,X,O,O,X,O
JOSIZLT,X,O,X,X,O,X,X
JOSLTIZ,X,O,X,O,O,O,X
JOSLTZI,X,O,X,O,O,O,X
JOSLITZ,X,O,X,O,O,O,X
JOSLIZT,X,O,X,O,O,X,X
JOSLZTI,X,O,X,O,O,X,X
JOSLZIT,X,O,X,O,O,X,X
JOSZTIL,X,O,X,O,O,X,O
JOSZTLI,X,O,X,O,O,X,O
JOSZITL,X,O,X,O,O,X,O
JOSZILT,X,O,X,X,O,X,X
JOSZLTI,X,O,X,X,O,X,X
JOSZLIT,X,O,X,X,O,X,X
JOZTILS,O,O,X,O,O,X,O
JOZTISL,O,O,X,O,O,X,O
JOZTLIS,O,O,X,O,O,X,O
JOZTLSI,O,O,X,O,O,X,O
JOZTSIL,O,O,X,O,O,X,O
JOZTSLI,O,O,X,O,O,X,O
JOZITLS,O,O,X,O,O,X,O
JOZITSL,O,O,X,O,O,X,O
JOZILTS,O,X,X,O,X,X,O
JOZILST,O,X,X,O,X,X,X
JOZISTL,X,O,X,O,O,X,O
JOZISLT,X,O,X,X,O,X,X
JOZLTIS,O,X,X,O,X,X,O
JOZLTSI,O,X,X,O,X,X,O
JOZLITS,O,X,X,O,X,X,O
JOZLIST,O,X,X,O,X,X,X
JOZLSTI,O,X,X,O,X,X,X
JOZLSIT,O,X,X,O,X,X,X
JOZSTIL,X,O,X,O,O,X,O
JOZSTLI,X,O,X,O,O,X,O
JOZSITL,X,O,X,O,O,X,O
JOZSILT,X,O,X,X,O,X,X
JOZSLTI,X,O,X,X,O,X,X
JOZSLIT,X,O,X,X,O,X,X
STILJZO,O,O,O,O,O,O,X
STILJOZ,O,O,O,O,O,O,X
STILZJO,O,O,O,O,X,O,X
STILZOJ,O,O,O,O,X,O,X
STILOJZ,O,O,O,O,O,O,X
STILOZJ,O,X,O,O,X,O,X
STIJLZO,O,O,O,O,O,O,X
STIJLOZ,O,O,O,O,O,O,X
STIJZLO,X,O,O,O,O,O,X
STIJZOL,X,O,X,X,O,O,X
STIJOLZ,X,O,O,X,O,O,X
STIJOZL,X,O,X,X,O,O,X
STIZLJO,X,O,O,O,X,O,X
STIZLOJ,X,O,O,O,X,O,X
STIZJLO,X,O,O,O,O,O,X
STIZJOL,X,O,O,X,O,O,X
STIZOLJ,X,O,O,X,X,O,X
STIZOJL,X,O,O,X,X,O,X
STIOLJZ,X,O,O,X,O,O,X
STIOLZJ,X,X,O,X,X,O,X
STIOJLZ,X,O,O,X,O,O,X
STIOJZL,X,O,X,X,O,O,X
STIOZLJ,X,X,X,X,X,O,X
STIOZJL,X,X,X,X,X,O,X
STLIJZO,O,O,O,O,O,O,X
STLIJOZ,O,O,O,O,O,O,X
STLIZJO,O,O,O,O,X,O,X
STLIZOJ,O,O,O,O,X,O,X
STLIOJZ,O,O,O,O,O,O,X
STLIOZJ,O,X,O,O,X,O,X
STLJIZO,O,O,O,O,O,O,X
STLJIOZ,O,O,O,O,O,O,X
STLJZIO,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O,X
STLZIJO,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,X,O,X
STLZJIO,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,X,O,X
STLZOIJ,O,O,O,O,X,O,X
STLZOJI,O,O,O,O,X,O,X
STLOIJZ,O,O,O,O,O,O,X
STLOIZJ,O,X,O,O,X,O,X
STLOJIZ,O,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O,X
STLOZIJ,O,X,O,O,X,O,X
STLOZJI,O,X,O,O,X,O,X
STJILZO,O,O,O,O,O,O,X
STJILOZ,O,O,O,O,O,O,X
STJIZLO,X,O,O,O,O,O,X
STJIZOL,X,O,X,X,O,O,X
STJIOLZ,X,O,O,X,O,O,X
STJIOZL,X,O,X,X,O,O,X
STJLIZO,O,O,O,O,O,O,X
STJLIOZ,O,O,O,O,O,O,X
STJLZIO,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O,X
STJZILO,X,O,O,O,O,O,X
STJZIOL,X,O,X,X,O,O,X
STJZLIO,X,O,O,O,O,O,X
STJZLOI,X,O,O,O,O,O,X
STJZOIL,X,O,X,X,O,O,X
STJZOLI,X,O,X,X,O,O,X
STJOILZ,X,O,O,X,O,O,X
STJOIZL,X,O,X,X,O,O,X
STJOLIZ,X,O,O,X,O,O,X
STJOLZI,X,O,O,X,O,O,X
STJOZIL,X,O,X,X,O,O,X
STJOZLI,X,O,X,X,O,O,X
STZILJO,X,O,O,O,X,O,X
STZILOJ,X,O,O,O,X,O,X
STZIJLO,X,O,O,O,O,O,X
STZIJOL,X,O,O,X,O,O,X
STZIOLJ,X,O,O,X,X,O,X
STZIOJL,X,O,O,X,X,O,X
STZLIJO,X,O,O,O,X,O,X
STZLIOJ,X,O,O,O,X,O,X
STZLJIO,X,O,O,O,X,O,X
STZLJOI,X,O,O,O,X,O,X
STZLOIJ,X,O,O,O,X,O,X
STZLOJI,X,O,O,O,X,O,X
STZJILO,X,O,O,O,O,O,X
STZJIOL,X,O,O,X,O,O,X
STZJLIO,X,O,O,O,O,O,X
STZJLOI,X,O,O,O,O,O,X
STZJOIL,X,O,O,X,O,O,X
STZJOLI,X,O,O,X,O,O,X
STZOILJ,X,O,O,X,X,O,X
STZOIJL,X,O,O,X,X,O,X
STZOLIJ,X,O,O,X,X,O,X
STZOLJI,X,O,O,X,X,O,X
STZOJIL,X,O,O,X,X,O,X
STZOJLI,X,O,O,X,X,O,X
STOILJZ,X,O,O,X,O,O,X
STOILZJ,X,X,O,X,X,O,X
STOIJLZ,X,O,O,X,O,O,X
STOIJZL,X,O,X,X,O,O,X
STOIZLJ,X,X,X,X,X,O,X
STOIZJL,X,X,X,X,X,O,X
STOLIJZ,X,O,O,X,O,O,X
STOLIZJ,X,X,O,X,X,O,X
STOLJIZ,X,O,O,X,O,O,X
STOLJZI,X,O,O,X,O,O,X
STOLZIJ,X,X,O,X,X,O,X
STOLZJI,X,X,O,X,X,O,X
STOJILZ,X,O,O,X,O,O,X
STOJIZL,X,O,X,X,O,O,X
STOJLIZ,X,O,O,X,O,O,X
STOJLZI,X,O,O,X,O,O,X
STOJZIL,X,O,X,X,O,O,X
STOJZLI,X,O,X,X,O,O,X
STOZILJ,X,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,O,X
STOZLIJ,X,X,X,X,X,O,X
STOZLJI,X,X,X,X,X,O,X
STOZJIL,X,X,X,X,X,O,X
STOZJLI,X,X,X,X,X,O,X
SITLJZO,O,O,O,O,O,O,X
SITLJOZ,O,O,O,O,O,O,X
SITLZJO,O,O,O,O,X,O,X
SITLZOJ,O,O,O,O,X,O,X
SITLOJZ,O,O,O,O,O,O,X
SITLOZJ,O,X,O,O,X,O,X
SITJLZO,O,O,O,O,O,O,X
SITJLOZ,O,O,O,O,O,O,X
SITJZLO,X,O,O,O,O,O,X
SITJZOL,X,O,X,X,O,O,X
SITJOLZ,X,O,O,X,O,O,X
SITJOZL,X,O,X,X,O,O,X
SITZLJO,X,O,O,O,X,O,X
SITZLOJ,X,O,O,O,X,O,X
SITZJLO,X,O,O,O,O,O,X
SITZJOL,X,O,O,X,O,O,X
SITZOLJ,X,O,O,X,X,O,X
SITZOJL,X,O,O,X,X,O,X
SITOLJZ,X,O,O,X,O,O,X
SITOLZJ,X,X,O,X,X,O,X
SITOJLZ,X,O,O,X,O,O,X
SITOJZL,X,O,X,X,O,O,X
SITOZLJ,X,X,X,X,X,O,X
SITOZJL,X,X,X,X,X,O,X
SILTJZO,O,O,O,O,O,O,X
SILTJOZ,O,O,O,O,O,O,X
SILTZJO,O,O,O,O,X,O,X
SILTZOJ,O,O,O,O,X,O,X
SILTOJZ,O,O,O,O,O,O,X
SILTOZJ,O,X,O,O,X,O,X
SILJTZO,O,O,O,O,O,O,X
SILJTOZ,O,O,O,O,O,O,X
SILJZTO,O,O,O,O,O,O,X
SILJZOT,O,O,O,O,O,X,X
SILJOTZ,O,O,O,O,O,O,X
SILJOZT,O,O,O,O,O,X,X
SILZTJO,O,O,O,O,X,O,X
SILZTOJ,O,O,O,O,X,O,X
SILZJTO,O,O,O,O,O,O,X
SILZJOT,O,O,O,O,O,X,X
SILZOTJ,O,O,O,O,X,X,X
SILZOJT,O,O,O,O,O,X,X
SILOTJZ,O,O,O,O,O,O,X
SILOTZJ,O,X,O,O,X,O,X
SILOJTZ,O,O,O,O,O,O,X
SILOJZT,O,O,O,O,O,X,X
SILOZTJ,O,O,O,O,X,X,X
SILOZJT,O,O,O,O,O,X,X
SIJTLZO,O,O,O,O,O,O,X
SIJTLOZ,O,O,O,O,O,O,X
SIJTZLO,X,O,O,O,O,O,X
SIJTZOL,X,O,X,X,O,O,X
SIJTOLZ,X,O,O,X,O,O,X
SIJTOZL,X,O,X,X,O,O,X
SIJLTZO,O,O,O,O,O,O,X
SIJLTOZ,O,O,O,O,O,O,X
SIJLZTO,O,O,O,O,O,O,X
SIJLZOT,O,O,O,O,O,X,X
SIJLOTZ,O,O,O,O,O,O,X
SIJLOZT,O,O,O,O,O,X,X
SIJZTLO,O,O,O,O,O,O,X
SIJZTOL,O,O,O,X,O,O,X
SIJZLTO,O,O,O,X,O,O,X
SIJZLOT,O,O,O,X,O,X,X
SIJZOTL,X,O,X,X,O,X,X
SIJZOLT,X,O,X,X,O,X,X
SIJOTLZ,X,O,X,O,O,O,X
SIJOTZL,X,O,X,O,O,O,X
SIJOLTZ,X,O,X,O,O,O,X
SIJOLZT,X,O,X,O,O,X,X
SIJOZTL,X,O,X,O,O,X,X
SIJOZLT,X,O,X,X,O,X,X
SIZTLJO,O,O,O,O,X,O,X
SIZTLOJ,O,O,O,O,X,O,O
SIZTJLO,O,O,O,O,O,O,X
SIZTJOL,O,O,O,X,O,O,X
SIZTOLJ,O,O,O,X,X,O,O
SIZTOJL,O,O,O,X,X,O,O
SIZLTJO,O,O,O,X,X,O,X
SIZLTOJ,O,O,O,X,X,O,X
SIZLJTO,O,O,O,X,O,O,X
SIZLJOT,O,O,O,X,O,X,X
