sequence,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBTjBG?lBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhB9nB6?oBetBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB3iB9oBG?lBUqBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhBGjB6?sBNtBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je2EJvhFRhB9nBTjBS?qBXtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhF/lBRhBGjB6?sBNtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeRBJvhF9nBTjB0kB6?qBXtBmpB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeyEJvhFRhB9nBTjB+?qB0kBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBGlBT?oBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFalBRhB9oB+?qB0nBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhFRhB3iBGqBC?tBNqBctB
JTLZOSI,X,O,X,O,X,O,X,X,X,X,O
JTLOISZ,X,O,X,O,O,X,X,O,X,X,O
JTLOIZS,X,O,X,O,X,O,X,X,X,X,O
JTLOSIZ,X,O,X,O,O,X,X,O,X,X,O
JTLOSZI,X,O,X,O,O,O,X,O,X,X,O
JTLOZIS,X,O,X,O,X,O,X,X,X,X,O
JTLOZSI,X,O,X,O,X,O,X,X,X,X,O
JTSILZO,X,O,O,O,O,X,O,O,X,O,X
JTSILOZ,O,O,X,X,O,X,O,O,X,O,X
JTSIZLO,O,O,O,O,X,X,X,O,X,O,X
JTSIZOL,O,O,O,O,X,X,X,O,X,O,X
JTSIOLZ,O,O,X,O,O,X,O,O,X,O,X
JTSIOZL,O,O,X,O,X,X,X,O,X,O,X
JTSLIZO,X,O,O,O,O,X,O,O,X,O,X
JTSLIOZ,O,O,X,O,O,X,O,O,X,O,X
JTSLZIO,X,O,X,O,O,X,O,O,X,O,X
JTSLZOI,X,O,X,O,O,X,O,O,X,O,X
JTSLOIZ,O,O,X,O,O,X,O,O,X,O,X
JTSLOZI,X,O,X,O,O,X,O,O,X,O,X
JTSZILO,O,O,O,O,X,O,X,O,X,O,X
JTSZIOL,O,O,O,O,X,O,X,O,X,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X,O,X
JTSZLOI,O,O,O,O,O,O,O,O,X,O,X
JTSZOIL,O,O,O,O,X,O,X,O,X,O,X
JTSZOLI,O,O,O,O,O,O,O,O,X,O,X
JTSOILZ,O,O,X,O,O,X,O,O,X,O,X
JTSOIZL,O,O,X,O,X,X,X,O,X,O,X
JTSOLIZ,O,O,X,O,O,X,O,O,X,O,X
JTSOLZI,X,O,X,O,O,X,O,O,X,O,X
JTSOZIL,O,O,X,O,X,O,X,O,X,O,X
JTSOZLI,O,O,X,O,O,O,O,O,X,O,X
JTZILSO,O,O,O,X,X,X,X,O,O,O,X
JTZILOS,O,O,O,X,X,X,X,X,O,X,X
JTZISLO,O,O,O,O,X,O,X,O,O,O,X
JTZISOL,O,O,O,O,X,O,X,O,O,O,X
JTZIOLS,O,O,O,X,X,X,X,X,O,X,X
JTZIOSL,O,O,O,O,X,O,X,X,O,O,X
JTZLISO,O,O,O,X,O,O,O,O,O,O,X
JTZLIOS,O,O,O,X,X,O,X,X,O,X,X
JTZLSIO,O,O,O,X,O,O,O,O,O,O,X
JTZLSOI,O,O,O,X,O,O,O,O,O,O,X
JTZLOIS,O,O,O,X,X,O,X,X,O,X,X
JTZLOSI,O,O,O,X,X,O,X,X,O,X,X
JTZSILO,O,O,O,O,X,O,X,O,O,O,X
JTZSIOL,O,O,O,O,X,O,X,O,O,O,X
JTZSLIO,O,O,O,O,O,O,O,O,O,O,X
JTZSLOI,O,O,O,X,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,X,O,X,O,O,O,X
JTZSOLI,O,O,O,O,O,O,O,O,O,O,X
JTZOILS,O,O,O,X,X,X,X,X,O,X,X
JTZOISL,O,O,O,O,X,O,X,X,O,O,X
JTZOLIS,O,O,O,X,X,O,X,X,O,X,X
JTZOLSI,O,O,O,X,X,O,X,X,O,X,X
JTZOSIL,O,O,O,O,X,O,X,X,O,O,X
JTZOSLI,O,O,O,O,X,O,X,X,O,O,X
JTOILSZ,X,O,X,O,X,X,X,O,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X,X
JTOISLZ,X,O,X,O,X,X,X,O,X,O,X
JTOISZL,X,O,X,O,X,X,X,O,X,O,X
JTOIZLS,X,O,X,X,X,X,X,X,O,X,X
JTOIZSL,X,O,X,O,X,O,X,X,O,O,X
JTOLISZ,X,O,X,O,O,X,X,O,X,X,O
JTOLIZS,X,O,X,O,X,O,X,X,X,X,O
JTOLSIZ,X,O,X,O,O,X,X,O,X,X,O
JTOLSZI,X,O,X,O,O,O,X,O,X,X,O
JTOLZIS,X,O,X,O,X,O,X,X,X,X,O
JTOLZSI,X,O,X,O,X,O,X,X,X,X,O
JTOSILZ,X,O,X,O,O,X,X,O,X,O,X
JTOSIZL,X,O,X,O,X,X,X,O,X,O,X
JTOSLIZ,X,O,X,O,O,X,X,O,X,O,X
JTOSLZI,X,O,X,O,O,X,X,O,X,O,X
JTOSZIL,X,O,X,O,X,O,X,O,X,O,X
JTOSZLI,X,O,X,O,O,O,X,O,X,O,X
JTOZILS,X,O,X,X,X,X,X,X,O,X,X
JTOZISL,X,O,X,O,X,O,X,X,O,O,X
JTOZLIS,X,O,X,X,X,O,X,X,O,X,X
JTOZLSI,X,O,X,X,X,O,X,X,O,X,X
JTOZSIL,X,O,X,O,X,O,X,X,O,O,X
JTOZSLI,X,O,X,O,X,O,X,X,O,O,X
JITLSZO,X,O,O,O,O,X,O,O,X,O,O
JITLSOZ,O,O,X,X,O,X,O,O,X,O,O
JITLZSO,X,O,X,X,O,X,O,O,X,O,O
JITLZOS,X,O,X,X,X,X,X,X,X,X,O
JITLOSZ,X,O,X,O,O,X,X,O,X,X,O
JITLOZS,X,O,X,X,X,X,X,X,X,X,O
JITSLZO,X,O,O,O,O,X,O,O,X,O,X
JITSLOZ,O,O,X,X,O,X,O,O,X,O,X
JITSZLO,O,O,O,O,X,X,X,O,X,O,X
JITSZOL,O,O,O,O,X,X,X,O,X,O,X
JITSOLZ,O,O,X,O,O,X,O,O,X,O,X
JITSOZL,O,O,X,O,X,X,X,O,X,O,X
JITZLSO,O,O,O,X,X,X,X,O,O,O,X
JITZLOS,O,O,O,X,X,X,X,X,O,X,X
JITZSLO,O,O,O,O,X,X,X,O,O,O,X
JITZSOL,O,O,O,O,X,X,X,O,O,O,X
JITZOLS,O,O,O,X,X,X,X,X,O,X,X
JITZOSL,O,O,O,O,X,X,X,X,O,O,X
JITOLSZ,X,O,X,O,X,X,X,O,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X,X,X
JITOSLZ,X,O,X,O,X,X,X,O,X,O,X
JITOSZL,X,O,X,O,X,X,X,O,X,O,X
JITOZLS,X,O,X,X,X,X,X,X,O,X,X
JITOZSL,X,O,X,O,X,X,X,X,O,O,X
JILTSZO,X,O,O,O,O,X,O,O,X,O,O
JILTSOZ,O,O,X,O,O,X,O,O,X,O,O
JILTZSO,X,O,X,O,O,X,O,O,X,O,O
JILTZOS,X,O,X,O,X,X,X,X,X,X,O
JILTOSZ,X,O,X,O,O,X,X,O,X,X,O
JILTOZS,X,O,X,O,X,X,X,X,X,X,O
JILSTZO,X,O,X,O,O,X,O,O,X,O,O
JILSTOZ,O,O,X,O,O,X,O,O,X,O,O
JILSZTO,X,O,X,O,O,X,O,O,X,O,O
JILSZOT,X,X,X,X,X,X,X,X,X,O,O
JILSOTZ,X,O,X,X,O,X,X,O,X,O,X
JILSOZT,X,O,X,X,X,X,X,X,X,O,X
JILZTSO,X,X,X,X,O,X,O,O,X,O,O
JILZTOS,X,X,X,X,X,X,X,X,X,X,O
JILZSTO,X,X,X,X,O,X,O,O,X,O,O
JILZSOT,X,X,X,X,X,X,X,X,X,O,O
JILZOTS,X,X,X,X,X,X,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,X,X,O
JILOTSZ,X,O,O,O,O,X,X,O,X,X,O
JILOTZS,X,O,X,O,X,X,X,X,X,X,O
JILOSTZ,X,O,X,O,O,X,X,O,X,X,X
JILOSZT,X,O,X,O,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,X,X,X,X,O
JILOZST,X,X,X,X,X,X,X,X,X,X,O
JISTLZO,X,O,X,O,O,X,O,O,X,O,X
JISTLOZ,O,O,X,X,O,X,O,O,X,O,X
JISTZLO,O,O,X,O,X,X,X,O,X,O,X
JISTZOL,O,O,X,O,X,X,X,O,X,O,X
JISTOLZ,O,O,X,X,O,X,O,O,X,O,X
JISTOZL,O,O,X,O,X,X,X,O,X,O,X
JISLTZO,X,O,X,O,O,X,O,O,X,O,O
JISLTOZ,O,O,X,O,O,X,O,O,X,O,O
JISLZTO,X,O,X,O,O,X,O,O,X,O,O
JISLZOT,X,X,X,X,X,X,X,X,X,O,O
JISLOTZ,X,O,X,X,O,X,X,O,X,O,X
JISLOZT,X,O,X,X,X,X,X,X,X,O,X
JISZTLO,O,O,X,O,X,X,X,O,X,O,X
JISZTOL,O,O,X,O,X,X,X,O,X,O,X
JISZLTO,O,O,X,O,X,X,X,O,X,O,X
JISZLOT,O,X,X,X,X,X,X,X,X,O,X
JISZOTL,O,X,X,X,X,X,X,X,X,O,X
JISZOLT,O,X,X,X,X,X,X,X,X,O,X
JISOTLZ,X,O,X,X,O,X,X,O,X,O,X
JISOTZL,X,O,X,X,X,X,X,O,X,O,X
JISOLTZ,X,O,X,X,O,X,X,O,X,O,X
JISOLZT,X,O,X,X,X,X,X,X,X,O,X
JISOZTL,X,O,X,X,X,X,X,X,X,O,X
JISOZLT,X,O,X,X,X,X,X,X,X,O,X
JIZTLSO,O,X,O,X,X,X,X,O,O,O,X
JIZTLOS,O,X,O,X,X,X,X,X,O,X,X
JIZTSLO,O,X,O,X,X,X,X,O,O,O,X
JIZTSOL,O,X,O,X,X,X,X,O,O,O,X
JIZTOLS,O,X,O,X,X,X,X,X,O,X,X
JIZTOSL,O,X,O,X,X,X,X,X,O,O,X
JIZLTSO,O,X,O,X,X,X,X,O,O,O,O
JIZLTOS,O,X,O,X,X,X,X,X,O,X,O
JIZLSTO,O,X,O,X,X,X,X,O,O,O,O
JIZLSOT,O,X,O,X,X,X,X,X,X,O,O
JIZLOTS,O,X,O,X,X,X,X,X,O,X,O
JIZLOST,O,X,O,X,X,X,X,X,X,X,O
JIZSTLO,O,X,O,X,X,X,X,O,O,O,X
JIZSTOL,O,X,O,X,X,X,X,O,O,O,X
JIZSLTO,O,X,O,X,X,X,X,O,O,O,X
JIZSLOT,O,X,O,X,X,X,X,X,X,O,X
JIZSOTL,O,X,O,X,X,X,X,X,X,O,X
JIZSOLT,O,X,O,X,X,X,X,X,X,O,X
JIZOTLS,O,X,O,X,X,X,X,X,O,X,X
JIZOTSL,O,X,O,X,X,X,X,X,O,O,X
JIZOLTS,O,X,O,X,X,X,X,X,O,X,X
JIZOLST,O,X,O,X,X,X,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,X,X,X,O,X
JIZOSLT,O,X,O,X,X,X,X,X,X,O,X
JIOTLSZ,X,O,O,O,X,X,X,O,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,O,O,O,X,X,X,O,X,O,X
JIOTSZL,X,O,O,O,X,X,X,O,X,O,X
JIOTZLS,X,O,O,X,X,X,X,X,X,X,X
JIOTZSL,X,O,O,O,X,X,X,X,X,O,X
JIOLTSZ,X,O,O,O,X,X,X,O,X,X,O
JIOLTZS,X,O,X,O,X,X,X,X,X,X,O
JIOLSTZ,X,O,X,O,X,X,X,O,X,X,X
JIOLSZT,X,O,X,O,X,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,X,X,X,X,X,O
JIOLZST,X,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,X,O,X,O,X,X,X,O,X,O,X
JIOSTZL,X,O,X,O,X,X,X,O,X,O,X
JIOSLTZ,X,O,X,O,X,X,X,O,X,O,X
JIOSLZT,X,O,X,O,X,X,X,X,X,O,X
JIOSZTL,X,O,X,O,X,X,X,X,X,O,X
JIOSZLT,X,O,X,O,X,X,X,X,X,O,X
JIOZTLS,X,X,O,X,X,X,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,X,X,X,O,X
JIOZLTS,X,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,X,X,O,X,X,X,X,X,X,O,X
JIOZSLT,X,X,O,X,X,X,X,X,X,O,X
JLTISZO,X,O,O,O,O,X,O,O,X,O,O
JLTISOZ,O,O,X,O,O,X,O,O,X,O,O
JLTIZSO,X,O,X,O,O,O,O,O,X,O,O
JLTIZOS,X,O,X,O,X,O,X,X,X,X,O
JLTIOSZ,X,O,X,O,O,X,X,O,X,X,O
JLTIOZS,X,O,X,O,X,O,X,X,X,X,O
JLTSIZO,X,O,O,O,O,X,O,O,X,O,O
JLTSIOZ,O,O,X,O,O,X,O,O,X,O,O
JLTSZIO,X,O,X,O,O,O,O,O,X,O,O
JLTSZOI,X,O,X,O,O,O,O,O,X,O,O
JLTSOIZ,O,O,X,O,O,X,O,O,X,O,O
JLTSOZI,X,O,X,O,O,O,O,O,X,O,O
JLTZISO,X,O,X,O,O,O,O,O,X,O,O
JLTZIOS,X,O,X,O,X,O,X,X,X,X,O
JLTZSIO,X,O,X,O,O,O,O,O,X,O,O
JLTZSOI,X,O,X,O,O,O,O,O,X,O,O
JLTZOIS,X,O,X,O,X,O,X,X,X,X,O
JLTZOSI,X,O,X,O,X,O,X,X,X,X,O
JLTOISZ,X,O,X,O,O,X,X,O,X,X,O
JLTOIZS,X,O,X,O,X,O,X,X,X,X,O
JLTOSIZ,X,O,X,O,O,X,X,O,X,X,O
JLTOSZI,X,O,X,O,O,O,X,O,X,X,O
JLTOZIS,X,O,X,O,X,O,X,X,X,X,O
JLTOZSI,X,O,X,O,X,O,X,X,X,X,O
JLITSZO,X,O,O,O,O,X,O,O,X,O,O
JLITSOZ,O,O,X,O,O,X,O,O,X,O,O
JLITZSO,X,O,X,O,O,X,O,O,X,O,O
JLITZOS,X,O,X,O,X,X,X,X,X,X,O
JLITOSZ,X,O,X,O,O,X,X,O,X,X,O
JLITOZS,X,O,X,O,X,X,X,X,X,X,O
JLISTZO,X,O,X,O,O,X,O,O,X,O,O
JLISTOZ,O,O,X,O,O,X,O,O,X,O,O
JLISZTO,X,O,X,O,O,X,O,O,X,O,O
JLISZOT,X,X,X,X,X,X,X,X,X,O,O
JLISOTZ,X,O,X,X,O,X,X,O,X,O,X
JLISOZT,X,O,X,X,X,X,X,X,X,O,X
JLIZTSO,X,X,X,X,O,X,O,O,X,O,O
JLIZTOS,X,X,X,X,X,X,X,X,X,X,O
JLIZSTO,X,X,X,X,O,X,O,O,X,O,O
JLIZSOT,X,X,X,X,X,X,X,X,X,O,O
JLIZOTS,X,X,X,X,X,X,X,X,X,X,O
JLIZOST,X,X,X,X,X,X,X,X,X,X,O
JLIOTSZ,X,O,O,O,O,X,X,O,X,X,O
JLIOTZS,X,O,X,O,X,X,X,X,X,X,O
JLIOSTZ,X,O,X,O,O,X,X,O,X,X,X
JLIOSZT,X,O,X,O,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,X,X,O
JLIOZST,X,X,X,X,X,X,X,X,X,X,O
JLSTIZO,X,O,X,O,O,X,O,O,X,O,O
JLSTIOZ,O,O,X,O,O,X,O,O,X,O,O
JLSTZIO,X,O,X,O,O,X,O,O,X,O,O
JLSTZOI,X,O,X,O,O,X,O,O,X,O,O
JLSTOIZ,O,O,X,O,O,X,O,O,X,O,O
JLSTOZI,X,O,X,O,O,X,O,O,X,O,O
JLSITZO,X,O,X,O,O,X,O,O,X,O,O
JLSITOZ,O,O,X,O,O,X,O,O,X,O,O
JLSIZTO,X,O,X,O,O,X,O,O,X,O,O
JLSIZOT,X,X,X,X,X,X,X,X,X,O,O
JLSIOTZ,X,O,X,X,O,X,X,O,X,O,X
JLSIOZT,X,O,X,X,X,X,X,X,X,O,X
JLSZTIO,X,O,X,O,O,X,O,O,X,O,O
JLSZTOI,X,O,X,O,O,X,O,O,X,O,O
JLSZITO,X,O,X,O,O,X,O,O,X,O,O
JLSZIOT,X,X,X,X,X,X,X,X,X,O,O
JLSZOTI,X,O,X,X,O,X,O,O,X,O,O
JLSZOIT,X,O,X,X,X,X,X,X,X,O,O
JLSOTIZ,O,O,X,O,O,X,O,O,X,O,O
JLSOTZI,X,O,X,O,O,X,O,O,X,O,O
JLSOITZ,X,O,X,O,O,X,X,O,X,O,X
JLSOIZT,X,O,X,O,X,X,X,X,X,O,X
JLSOZTI,X,O,X,O,O,X,O,O,X,O,O
JLSOZIT,X,O,X,O,X,X,X,X,X,O,O
JLZTISO,X,O,X,X,O,O,O,O,X,O,O
JLZTIOS,X,O,X,X,X,O,X,X,X,X,O
JLZTSIO,X,O,X,X,O,O,O,O,X,O,O
JLZTSOI,X,O,X,X,O,O,O,O,X,O,O
JLZTOIS,X,O,X,X,X,O,X,X,X,X,O
JLZTOSI,X,O,X,X,X,O,X,X,X,X,O
JLZITSO,X,X,X,X,O,X,O,O,X,O,O
JLZITOS,X,X,X,X,X,X,X,X,X,X,O
JLZISTO,X,X,X,X,O,X,O,O,X,O,O
JLZISOT,X,X,X,X,X,X,X,X,X,O,O
JLZIOTS,X,X,X,X,X,X,X,X,X,X,O
JLZIOST,X,X,X,X,X,X,X,X,X,X,O
JLZSTIO,X,O,X,X,O,O,O,O,X,O,O
JLZSTOI,X,O,X,X,O,O,O,O,X,O,O
JLZSITO,X,O,X,X,O,O,O,O,X,O,O
JLZSIOT,X,X,X,X,X,O,X,X,X,O,O
JLZSOTI,X,O,X,X,O,O,O,O,X,O,O
JLZSOIT,X,O,X,X,X,O,X,X,X,O,O
JLZOTIS,X,O,X,X,X,O,X,X,X,X,O
JLZOTSI,X,O,X,X,X,O,X,X,X,X,O
JLZOITS,X,X,X,X,X,X,X,X,X,X,O
JLZOIST,X,X,X,X,X,X,X,X,X,X,O
JLZOSTI,X,O,X,X,X,O,X,X,X,X,O
JLZOSIT,X,O,X,X,X,O,X,X,X,X,O
JLOTISZ,X,O,O,O,O,X,X,O,X,X,O
JLOTIZS,X,O,X,O,X,O,X,X,X,X,O
JLOTSIZ,X,O,O,O,O,X,X,O,X,X,O
JLOTSZI,X,O,X,O,O,O,X,O,X,X,O
JLOTZIS,X,O,X,O,X,O,X,X,X,X,O
JLOTZSI,X,O,X,O,X,O,X,X,X,X,O
JLOITSZ,X,O,O,O,O,X,X,O,X,X,O
JLOITZS,X,O,X,O,X,X,X,X,X,X,O
JLOISTZ,X,O,X,O,O,X,X,O,X,X,X
JLOISZT,X,O,X,O,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,X,X,O
JLOIZST,X,X,X,X,X,X,X,X,X,X,O
JLOSTIZ,X,O,X,O,O,X,X,O,X,X,O
JLOSTZI,X,O,X,O,O,X,X,O,X,X,O
JLOSITZ,X,O,X,O,O,X,X,O,X,X,X
JLOSIZT,X,O,X,O,X,X,X,X,X,X,X
JLOSZTI,X,O,X,O,O,X,X,O,X,X,O
JLOSZIT,X,O,X,O,X,X,X,X,X,X,O
JLOZTIS,X,O,X,X,X,O,X,X,X,X,O
JLOZTSI,X,O,X,X,X,O,X,X,X,X,O
JLOZITS,X,X,X,X,X,X,X,X,X,X,O
JLOZIST,X,X,X,X,X,X,X,X,X,X,O
JLOZSTI,X,O,X,X,X,O,X,X,X,X,O
JLOZSIT,X,O,X,X,X,O,X,X,X,X,O
JSTILZO,X,O,X,O,O,X,O,O,X,O,X
JSTILOZ,O,O,X,X,O,X,O,O,X,O,X
JSTIZLO,O,O,X,O,X,X,X,O,X,O,X
JSTIZOL,O,O,X,O,X,X,X,O,X,O,X
JSTIOLZ,O,O,X,O,O,X,O,O,X,O,X
JSTIOZL,O,O,X,O,X,X,X,O,X,O,X
JSTLIZO,X,O,X,O,O,X,O,O,X,O,X
JSTLIOZ,O,O,X,O,O,X,O,O,X,O,X
JSTLZIO,X,O,X,O,O,X,O,O,X,O,X
JSTLZOI,X,O,X,O,O,X,O,O,X,O,X
JSTLOIZ,O,O,X,O,O,X,O,O,X,O,X
JSTLOZI,X,O,X,O,O,X,O,O,X,O,X
JSTZILO,O,O,X,O,X,X,X,O,X,O,X
JSTZIOL,O,O,X,O,X,X,X,O,X,O,X
JSTZLIO,O,O,X,O,O,X,O,O,X,O,X
JSTZLOI,O,O,X,O,O,X,O,O,X,O,X
JSTZOIL,O,O,X,O,X,X,X,O,X,O,X
JSTZOLI,O,O,X,O,O,X,O,O,X,O,X
JSTOILZ,O,O,X,O,O,X,O,O,X,O,X
JSTOIZL,O,O,X,O,X,X,X,O,X,O,X
JSTOLIZ,O,O,X,O,O,X,O,O,X,O,X
JSTOLZI,X,O,X,O,O,X,O,O,X,O,X
JSTOZIL,O,O,X,O,X,X,X,O,X,O,X
JSTOZLI,O,O,X,O,O,X,O,O,X,O,X
JSITLZO,X,O,X,O,O,X,O,O,X,O,X
JSITLOZ,O,O,X,X,O,X,O,O,X,O,X
JSITZLO,O,O,X,O,X,X,X,O,X,O,X
JSITZOL,O,O,X,O,X,X,X,O,X,O,X
JSITOLZ,O,O,X,X,O,X,O,O,X,O,X
JSITOZL,O,O,X,O,X,X,X,O,X,O,X
JSILTZO,X,O,X,O,O,X,O,O,X,O,O
JSILTOZ,O,O,X,O,O,X,O,O,X,O,O
JSILZTO,X,O,X,O,O,X,O,O,X,O,O
JSILZOT,X,X,X,X,X,X,X,X,X,O,O
JSILOTZ,X,O,X,X,O,X,X,O,X,O,X
JSILOZT,X,O,X,X,X,X,X,X,X,O,X
JSIZTLO,O,O,X,O,X,X,X,O,X,O,X
JSIZTOL,O,O,X,O,X,X,X,O,X,O,X
JSIZLTO,O,O,X,O,X,X,X,O,X,O,X
JSIZLOT,O,X,X,X,X,X,X,X,X,O,X
JSIZOTL,O,X,X,X,X,X,X,X,X,O,X
JSIZOLT,O,X,X,X,X,X,X,X,X,O,X
JSIOTLZ,X,O,X,X,O,X,X,O,X,O,X
JSIOTZL,X,O,X,X,X,X,X,O,X,O,X
JSIOLTZ,X,O,X,X,O,X,X,O,X,O,X
JSIOLZT,X,O,X,X,X,X,X,X,X,O,X
JSIOZTL,X,O,X,X,X,X,X,X,X,O,X
JSIOZLT,X,O,X,X,X,X,X,X,X,O,X
JSLTIZO,X,O,X,O,O,X,O,O,X,O,O
JSLTIOZ,O,O,X,O,O,X,O,O,X,O,O
JSLTZIO,X,O,X,O,O,X,O,O,X,O,O
JSLTZOI,X,O,X,O,O,X,O,O,X,O,O
JSLTOIZ,O,O,X,O,O,X,O,O,X,O,O
JSLTOZI,X,O,X,O,O,X,O,O,X,O,O
JSLITZO,X,O,X,O,O,X,O,O,X,O,O
JSLITOZ,O,O,X,O,O,X,O,O,X,O,O
JSLIZTO,X,O,X,O,O,X,O,O,X,O,O
JSLIZOT,X,X,X,X,X,X,X,X,X,O,O
JSLIOTZ,X,O,X,X,O,X,X,O,X,O,X
JSLIOZT,X,O,X,X,X,X,X,X,X,O,X
JSLZTIO,X,O,X,O,O,X,O,O,X,O,O
JSLZTOI,X,O,X,O,O,X,O,O,X,O,O
JSLZITO,X,O,X,O,O,X,O,O,X,O,O
JSLZIOT,X,X,X,X,X,X,X,X,X,O,O
JSLZOTI,X,O,X,X,O,X,O,O,X,O,O
JSLZOIT,X,O,X,X,X,X,X,X,X,O,O
JSLOTIZ,O,O,X,O,O,X,O,O,X,O,O
JSLOTZI,X,O,X,O,O,X,O,O,X,O,O
JSLOITZ,X,O,X,O,O,X,X,O,X,O,X
JSLOIZT,X,O,X,O,X,X,X,X,X,O,X
JSLOZTI,X,O,X,O,O,X,O,O,X,O,O
JSLOZIT,X,O,X,O,X,X,X,X,X,O,O
JSZTILO,O,O,X,O,X,X,X,O,X,O,X
JSZTIOL,O,O,X,O,X,X,X,O,X,O,X
JSZTLIO,O,O,X,O,O,X,O,O,X,O,X
JSZTLOI,O,O,X,O,O,X,O,O,X,O,X
JSZTOIL,O,O,X,O,X,X,X,O,X,O,X
JSZTOLI,O,O,X,X,O,X,O,O,X,O,X
JSZITLO,O,O,X,O,X,X,X,O,X,O,X
JSZITOL,O,O,X,O,X,X,X,O,X,O,X
JSZILTO,O,O,X,O,X,X,X,O,X,O,X
JSZILOT,O,X,X,X,X,X,X,X,X,O,X
JSZIOTL,O,X,X,X,X,X,X,X,X,O,X
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X
JSZLTIO,O,O,X,O,O,X,O,O,X,O,X
JSZLTOI,O,O,X,O,O,X,O,O,X,O,X
JSZLITO,O,O,X,O,O,X,O,O,X,O,X
JSZLIOT,O,X,X,X,X,X,X,X,X,O,X
JSZLOTI,O,O,X,X,O,X,O,O,X,O,X
JSZLOIT,O,O,X,X,X,X,X,X,X,O,X
JSZOTIL,O,O,X,X,X,X,X,O,X,O,X
JSZOTLI,O,O,X,X,O,X,O,O,X,O,X
JSZOITL,O,O,X,X,X,X,X,X,X,O,X
JSZOILT,O,O,X,X,X,X,X,X,X,O,X
JSZOLTI,O,O,X,X,O,X,O,O,X,O,X
JSZOLIT,O,O,X,X,X,X,X,X,X,O,X
JSOTILZ,O,O,X,O,O,X,O,O,X,O,X
JSOTIZL,O,O,X,O,X,X,X,O,X,O,X
JSOTLIZ,O,O,X,O,O,X,O,O,X,O,X
JSOTLZI,X,O,X,O,O,X,O,O,X,O,X
JSOTZIL,O,O,X,O,X,X,X,O,X,O,X
JSOTZLI,O,O,X,O,O,X,O,O,X,O,X
JSOITLZ,X,O,X,O,O,X,X,O,X,O,X
JSOITZL,X,O,X,O,X,X,X,O,X,O,X
JSOILTZ,X,O,X,O,O,X,X,O,X,O,X
JSOILZT,X,O,X,O,X,X,X,X,X,O,X
JSOIZTL,X,O,X,O,X,X,X,X,X,O,X
JSOIZLT,X,O,X,O,X,X,X,X,X,O,X
JSOLTIZ,O,O,X,O,O,X,O,O,X,O,O
JSOLTZI,X,O,X,O,O,X,O,O,X,O,O
JSOLITZ,X,O,X,O,O,X,X,O,X,O,X
JSOLIZT,X,O,X,O,X,X,X,X,X,O,X
JSOLZTI,X,O,X,O,O,X,O,O,X,O,O
JSOLZIT,X,O,X,O,X,X,X,X,X,O,O
JSOZTIL,O,O,X,O,X,X,X,O,X,O,X
JSOZTLI,O,O,X,O,O,X,O,O,X,O,X
JSOZITL,O,O,X,O,X,X,X,X,X,O,X
JSOZILT,O,O,X,O,X,X,X,X,X,O,X
JSOZLTI,O,O,X,O,O,X,O,O,X,O,X
JSOZLIT,O,O,X,O,X,X,X,X,X,O,X
JZTILSO,O,O,O,X,X,X,X,O,O,O,X
JZTILOS,O,O,O,X,X,X,X,X,O,X,X
JZTISLO,O,O,O,X,X,O,X,O,O,O,X
JZTISOL,O,O,O,X,X,O,X,O,O,O,X
JZTIOLS,O,O,O,X,X,X,X,X,O,X,X
JZTIOSL,O,O,O,X,X,O,X,X,O,O,X
JZTLISO,O,O,O,X,O,O,O,O,O,O,X
JZTLIOS,O,O,O,X,X,O,X,X,O,X,X
JZTLSIO,O,O,O,X,O,O,O,O,O,O,X
JZTLSOI,O,O,O,X,O,O,O,O,O,O,X
