sequence,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFXhBliBzkBU?nBGlByvB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFUgBFhBfqBG?nBinBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFzfBFhBfrBG?nBinBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFqkBTgBliBU?nB3qBOrB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiBOpBKqBf?rBTsBlpB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFVmBanBunBz?kBfrBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Jex/IvhFXhBliBUnBm?pBzqBipB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je3CJvhFOpBxlBlkBU?nBiqBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeRCJvhF3kBFmBTnB0?qBOpBiqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiB1pBfrBT?nBOpBKqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je2EJvhFVmBRiBTnBf?rBipBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUCJvhFOpBxlBlkB3?nBiqBzqB
JLZTIOS,O,X,X,X,X,O,X,X,X,X,X,X
JLZTSIO,O,X,X,O,X,X,X,X,X,X,X,X
JLZTSOI,O,X,X,O,X,X,X,X,X,X,X,X
JLZTOIS,O,X,X,X,X,O,O,X,X,X,O,X
JLZTOSI,O,X,X,X,X,X,O,X,X,X,O,X
JLZITSO,O,X,X,O,X,X,X,X,X,X,X,O
JLZITOS,O,X,X,X,X,O,X,X,X,X,X,O
JLZISTO,O,X,O,O,X,X,X,O,X,X,X,O
JLZISOT,O,X,O,O,X,X,X,O,X,X,X,O
JLZIOTS,O,X,X,X,X,O,X,X,X,X,X,O
JLZIOST,O,X,O,X,X,X,X,X,X,X,X,O
JLZSTIO,O,X,O,O,X,X,X,X,X,X,X,X
JLZSTOI,O,X,O,O,O,X,X,X,X,X,X,X
JLZSITO,O,X,O,O,X,X,X,O,X,X,X,X
JLZSIOT,O,X,O,O,O,X,X,O,X,X,X,X
JLZSOTI,O,X,O,O,O,X,X,X,X,X,X,X
JLZSOIT,O,X,O,O,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,O,O,X,X,X,O,X
JLZOTSI,O,X,X,X,X,X,O,X,X,X,O,X
JLZOITS,O,X,X,X,X,O,O,X,X,X,O,X
JLZOIST,O,X,O,X,O,X,O,X,X,X,X,X
JLZOSTI,O,X,O,X,O,X,O,X,X,X,X,X
JLZOSIT,O,X,O,X,O,X,O,X,X,X,X,X
JLOTISZ,X,O,X,X,O,O,X,X,X,X,O,X
JLOTIZS,X,X,X,X,X,O,X,X,X,X,O,X
JLOTSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JLOTSZI,X,O,X,X,O,X,X,X,X,X,O,X
JLOTZIS,X,X,X,X,X,O,X,X,X,X,O,X
JLOTZSI,X,X,X,X,X,X,X,X,X,X,O,X
JLOITSZ,X,O,X,X,O,O,X,X,X,X,O,X
JLOITZS,X,X,X,X,X,O,X,X,X,X,O,X
JLOISTZ,X,O,X,X,O,O,X,O,X,X,O,X
JLOISZT,O,O,X,X,O,X,X,O,X,X,X,X
JLOIZTS,O,X,X,X,X,O,X,X,X,X,O,O
JLOIZST,O,X,X,X,O,X,X,X,X,X,X,O
JLOSTIZ,X,O,X,X,O,O,O,X,X,X,O,X
JLOSTZI,X,O,X,X,O,X,X,X,X,X,O,X
JLOSITZ,X,O,X,X,O,O,O,O,X,X,O,X
JLOSIZT,O,O,X,X,O,X,O,O,X,X,X,X
JLOSZTI,O,O,X,X,O,X,O,X,X,X,X,X
JLOSZIT,O,O,X,X,O,X,O,X,X,X,X,X
JLOZTIS,O,X,X,X,X,O,O,X,X,X,O,X
JLOZTSI,O,X,X,X,X,X,O,X,X,X,O,X
JLOZITS,O,X,X,X,X,O,O,X,X,X,O,X
JLOZIST,O,X,X,X,O,X,O,X,X,X,X,X
JLOZSTI,O,X,X,X,O,X,O,X,X,X,X,X
JLOZSIT,O,X,X,X,O,X,O,X,X,X,X,X
JSTILZO,X,O,O,X,X,X,X,O,X,X,X,X
JSTILOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSTIZLO,X,O,O,X,X,X,X,O,X,X,X,X
JSTIZOL,X,O,O,X,X,X,X,O,X,X,X,X
JSTIOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JSTIOZL,X,O,O,X,X,X,X,O,X,X,X,X
JSTLIZO,X,O,O,X,X,X,X,O,X,X,X,X
JSTLIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSTLZIO,X,O,X,X,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,O,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,X,O,O,X,X,X,X,X,X,X,X,X
JSTZIOL,X,O,O,X,X,X,X,X,X,X,X,X
JSTZLIO,X,O,X,X,X,X,X,X,X,X,X,X
JSTZLOI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOIL,X,O,X,X,X,X,X,X,X,O,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,O,X,X
JSTOILZ,X,O,X,X,X,O,O,X,X,O,X,X
JSTOIZL,X,O,O,X,X,X,O,X,X,O,X,X
JSTOLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JSTOLZI,X,O,X,X,X,X,X,X,X,O,X,X
JSTOZIL,X,O,X,X,X,X,O,X,X,O,X,X
JSTOZLI,X,O,X,X,X,X,X,X,X,O,X,X
JSITLZO,X,O,O,X,X,X,X,O,X,X,X,X
JSITLOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSITZLO,X,O,O,X,X,X,X,O,X,X,X,X
JSITZOL,X,O,O,X,X,X,X,O,X,X,X,X
JSITOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JSITOZL,X,O,O,X,X,X,X,O,X,X,X,X
JSILTZO,X,O,O,X,X,X,X,O,X,X,X,X
JSILTOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSILZTO,X,O,O,O,X,X,X,O,X,X,X,X
JSILZOT,X,X,O,O,X,X,X,O,X,X,X,X
JSILOTZ,X,O,X,X,X,O,X,O,X,X,X,X
JSILOZT,X,O,X,O,X,X,X,O,X,X,X,X
JSIZTLO,X,O,O,O,X,X,X,O,X,X,X,O
JSIZTOL,X,O,O,X,X,X,X,O,X,X,X,O
JSIZLTO,X,O,O,O,X,X,X,O,X,X,X,O
JSIZLOT,X,X,O,O,X,X,X,O,X,X,X,O
JSIZOTL,X,O,O,X,X,X,X,O,X,X,X,O
JSIZOLT,X,O,O,X,X,X,X,O,X,X,X,O
JSIOTLZ,X,O,X,X,X,O,X,O,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,O,X,X,X,X
JSIOLTZ,X,O,X,X,X,O,X,O,X,X,X,X
JSIOLZT,X,O,X,X,X,X,X,O,X,X,X,X
JSIOZTL,X,O,O,X,X,X,X,O,X,X,X,X
JSIOZLT,X,O,O,X,X,X,X,O,X,X,X,X
JSLTIZO,X,O,O,X,X,X,X,O,X,X,X,X
JSLTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,O,O,X,X,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,X,O,X,X,X,X
JSLITOZ,X,X,X,X,X,O,X,O,X,X,X,X
JSLIZTO,X,O,O,O,X,X,X,O,X,X,X,O
JSLIZOT,X,X,O,O,O,X,X,O,X,X,X,O
JSLIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JSLIOZT,X,O,X,O,O,X,X,O,X,X,X,X
JSLZTIO,X,O,X,O,X,X,X,X,X,X,X,X
JSLZTOI,X,X,X,O,O,X,X,X,X,X,X,X
JSLZITO,X,O,X,O,X,X,X,O,X,X,X,X
JSLZIOT,X,X,X,O,O,X,X,O,X,X,X,X
JSLZOTI,X,X,X,O,O,X,X,X,X,X,X,X
JSLZOIT,X,X,X,O,O,X,X,X,X,X,X,X
JSLOTIZ,X,O,X,X,O,O,X,X,X,X,X,X
JSLOTZI,X,O,X,X,O,X,X,X,X,X,X,X
JSLOITZ,X,O,X,X,O,O,X,O,X,X,X,X
JSLOIZT,X,O,X,O,O,X,X,O,X,X,X,X
JSLOZTI,X,O,X,O,O,X,X,X,X,X,X,X
JSLOZIT,X,O,X,O,O,X,X,X,X,X,X,X
JSZTILO,X,O,O,O,X,X,X,X,X,X,X,X
JSZTIOL,X,O,O,X,X,X,X,X,X,X,X,X
JSZTLIO,X,O,O,O,X,X,X,X,X,X,X,X
JSZTLOI,X,X,O,O,X,X,X,X,X,X,X,X
JSZTOIL,X,O,O,X,X,X,O,X,O,O,X,X
JSZTOLI,X,X,O,O,X,X,O,X,O,O,X,X
JSZITLO,X,O,O,O,X,X,X,O,X,X,X,X
JSZITOL,X,O,O,X,X,X,X,O,X,X,X,X
JSZILTO,X,O,O,O,X,X,X,O,X,X,X,X
JSZILOT,X,X,O,O,X,X,X,O,X,X,X,X
JSZIOTL,X,O,O,X,X,X,X,O,X,X,X,X
JSZIOLT,X,O,O,X,X,X,X,O,X,X,X,X
JSZLTIO,X,O,O,O,X,X,X,X,X,X,X,X
JSZLTOI,X,X,O,O,O,X,X,X,X,X,X,X
JSZLITO,X,O,O,O,X,X,X,O,X,X,X,X
JSZLIOT,X,X,O,O,O,X,X,O,X,X,X,X
JSZLOTI,X,X,O,O,O,X,X,X,X,X,X,X
JSZLOIT,X,X,O,O,O,X,X,X,X,X,X,X
JSZOTIL,X,O,O,X,X,X,O,X,O,O,X,X
JSZOTLI,X,O,O,O,X,X,O,X,O,O,X,X
JSZOITL,X,O,O,X,X,X,O,X,O,O,X,X
JSZOILT,X,O,O,X,O,X,O,X,X,X,X,X
JSZOLTI,X,O,O,O,O,X,O,X,X,X,X,X
JSZOLIT,X,O,O,O,O,X,O,X,X,X,X,X
JSOTILZ,X,O,X,X,X,O,O,X,X,O,X,X
JSOTIZL,X,O,O,X,X,X,O,X,X,O,X,X
JSOTLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JSOTLZI,X,O,X,X,X,X,X,X,X,O,X,X
JSOTZIL,X,O,X,X,X,X,O,X,X,O,X,X
JSOTZLI,X,O,X,X,X,X,O,X,X,O,X,X
JSOITLZ,X,O,X,X,X,O,O,O,X,O,X,X
JSOITZL,X,O,O,X,X,X,O,O,X,O,X,X
JSOILTZ,X,O,X,X,O,O,O,O,X,X,X,X
JSOILZT,X,O,X,X,O,X,O,O,X,X,X,X
JSOIZTL,X,O,O,X,X,X,O,O,O,O,X,X
JSOIZLT,X,O,O,X,O,X,O,O,X,X,X,X
JSOLTIZ,X,O,X,X,O,O,O,X,X,X,X,X
JSOLTZI,X,O,X,X,O,X,X,X,X,X,X,X
JSOLITZ,X,O,X,X,O,O,O,O,X,X,X,X
JSOLIZT,X,O,X,O,O,X,O,O,X,X,X,X
JSOLZTI,X,O,X,O,O,X,O,X,X,X,X,X
JSOLZIT,X,O,X,O,O,X,O,X,X,X,X,X
JSOZTIL,X,O,X,X,X,X,O,X,O,O,X,X
JSOZTLI,X,O,X,O,X,X,O,X,O,O,X,X
JSOZITL,X,O,X,X,X,X,O,X,O,O,X,X
JSOZILT,X,O,X,X,O,X,O,X,X,X,X,X
JSOZLTI,X,O,X,O,O,X,O,X,X,X,X,X
JSOZLIT,X,O,X,O,O,X,O,X,X,X,X,X
JZTILSO,O,X,X,O,X,X,X,X,X,X,X,X
JZTILOS,O,X,X,X,X,O,X,X,X,X,X,X
JZTISLO,O,O,O,O,X,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,O,O,X,X,X,X,X
JZTIOSL,O,O,O,X,X,X,O,X,X,X,X,X
JZTLISO,O,X,X,O,X,X,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,O,X,X,X,X,X,X
JZTLSIO,O,X,X,O,X,X,X,X,X,X,X,X
JZTLSOI,O,X,X,O,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,X,O,O,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,O,X,X,X,X,X
JZTSILO,O,O,O,O,X,X,X,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X,X,X,X
JZTSLOI,O,X,O,O,X,X,X,X,X,X,X,X
JZTSOIL,O,O,O,X,X,X,O,X,O,X,X,X
JZTSOLI,X,X,O,O,X,X,O,X,O,X,X,X
JZTOILS,O,X,X,X,X,O,O,X,X,X,X,X
JZTOISL,O,O,O,X,X,X,O,X,O,X,X,X
JZTOLIS,O,X,X,X,X,O,O,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,O,X,X,X,X,X
JZTOSIL,O,O,O,X,X,X,O,X,O,X,X,X
JZTOSLI,X,O,O,X,X,X,O,X,O,X,X,X
JZITLSO,O,X,X,O,X,X,X,X,X,X,X,O
JZITLOS,O,X,X,X,X,O,X,X,X,X,X,O
JZITSLO,O,O,O,O,X,X,X,X,X,X,X,O
JZITSOL,O,O,O,X,X,X,X,X,X,X,X,O
JZITOLS,O,X,X,X,X,O,O,X,X,X,X,O
JZITOSL,O,O,O,X,X,X,O,X,X,X,X,O
JZILTSO,O,X,X,O,X,X,X,X,X,X,X,O
JZILTOS,O,X,X,X,X,O,X,X,X,X,X,O
JZILSTO,O,X,O,O,X,X,X,X,X,X,X,O
JZILSOT,O,X,O,O,X,X,X,X,X,X,X,O
JZILOTS,O,X,X,X,X,O,X,X,X,X,X,O
JZILOST,O,X,O,X,X,X,X,X,X,X,X,O
JZISTLO,O,O,O,O,X,X,X,O,X,X,X,O
JZISTOL,O,O,O,X,X,X,X,O,X,X,X,O
JZISLTO,O,O,O,O,X,X,X,O,X,X,X,O
JZISLOT,O,X,O,O,X,X,X,O,X,X,X,O
JZISOTL,O,O,O,X,X,X,X,O,X,X,X,O
JZISOLT,X,O,O,X,X,X,X,O,X,X,X,O
JZIOTLS,O,X,X,X,X,O,O,X,X,X,X,O
JZIOTSL,O,O,O,X,X,X,O,X,X,X,X,O
JZIOLTS,O,X,X,X,X,O,O,X,X,X,X,O
JZIOLST,O,X,O,X,X,X,O,X,X,X,X,O
JZIOSTL,O,O,O,X,X,X,O,X,X,X,X,O
JZIOSLT,X,O,O,X,X,X,O,X,X,X,X,O
JZLTISO,O,X,X,O,X,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,O,X,X,X,X,X,X
JZLTSIO,O,X,X,O,X,X,X,X,X,X,X,X
JZLTSOI,O,X,X,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,O,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,O,X,X,X,X,X
JZLITSO,O,X,X,O,X,X,X,X,X,X,X,O
JZLITOS,O,X,X,X,X,O,X,X,X,X,X,O
JZLISTO,O,X,O,O,X,X,X,O,X,X,X,O
JZLISOT,O,X,O,O,X,X,X,O,X,X,X,O
JZLIOTS,O,X,X,X,X,O,X,X,X,X,X,O
JZLIOST,O,X,O,X,X,X,X,X,X,X,X,O
JZLSTIO,O,X,O,O,X,X,X,X,X,X,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X,X,X,X
JZLSITO,O,X,O,O,X,X,X,O,X,X,X,X
JZLSIOT,O,X,O,O,O,X,X,O,X,X,X,X
JZLSOTI,O,X,O,O,O,X,X,X,X,X,X,X
JZLSOIT,O,X,O,O,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,O,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,O,X,X,X,X,X
JZLOITS,O,X,X,X,X,O,O,X,X,X,X,X
JZLOIST,O,X,O,X,O,X,O,X,X,X,X,X
JZLOSTI,O,X,O,X,O,X,O,X,X,X,X,X
JZLOSIT,O,X,O,X,O,X,O,X,X,X,X,X
JZSTILO,O,O,O,O,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X,X,X,X
JZSTLOI,O,X,O,O,X,X,X,X,X,X,X,X
JZSTOIL,O,O,O,X,X,X,O,X,O,O,X,X
JZSTOLI,X,X,O,O,X,X,O,X,O,O,X,X
JZSITLO,O,O,O,O,X,X,X,O,X,X,X,X
JZSITOL,O,O,O,X,X,X,X,O,X,X,X,X
JZSILTO,O,O,O,O,X,X,X,O,X,X,X,X
JZSILOT,O,X,O,O,X,X,X,O,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X,O,X,X,X,X
JZSIOLT,X,O,O,X,X,X,X,O,X,X,X,X
JZSLTIO,O,O,O,O,X,X,X,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,O,O,X,X,X,O,X,X,X,X
JZSLIOT,O,X,O,O,O,X,X,O,X,X,X,X
JZSLOTI,O,X,O,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,O,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,O,X,X,X,O,X,O,O,X,X
JZSOTLI,X,O,O,O,X,X,O,X,O,O,X,X
JZSOITL,O,O,O,X,X,X,O,X,O,O,X,X
JZSOILT,X,O,O,X,O,X,O,X,X,X,X,X
JZSOLTI,X,O,O,O,O,X,O,X,X,X,X,X
JZSOLIT,X,O,O,O,O,X,O,X,X,X,X,X
JZOTILS,O,X,X,X,X,O,O,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,O,X,O,X,X,X
JZOTLIS,O,X,X,X,X,O,O,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X,O,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,O,X,O,X,X,X
JZOTSLI,X,O,O,X,X,X,O,X,O,X,X,X
JZOITLS,O,X,X,X,X,O,O,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,O,X,O,X,X,X
JZOILTS,O,X,X,X,X,O,O,X,X,X,X,X
JZOILST,O,X,O,X,O,X,O,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,O,X,O,O,X,X
JZOISLT,X,O,O,X,O,X,O,X,X,X,X,X
JZOLTIS,O,X,X,X,X,O,O,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,O,X,X,X,X,X
JZOLITS,O,X,X,X,X,O,O,X,X,X,X,X
JZOLIST,O,X,O,X,O,X,O,X,X,X,X,X
JZOLSTI,O,X,O,X,O,X,O,X,X,X,X,X
JZOLSIT,O,X,O,X,O,X,O,X,X,X,X,X
JZOSTIL,O,O,O,X,X,X,O,X,O,O,X,X
JZOSTLI,X,O,O,X,X,X,O,X,O,O,X,X
JZOSITL,O,O,O,X,X,X,O,X,O,O,X,X
JZOSILT,X,O,O,X,O,X,O,X,X,X,X,X
JZOSLTI,X,O,O,X,O,X,O,X,X,X,X,X
JZOSLIT,X,O,O,X,O,X,O,X,X,X,X,X
JOTILSZ,X,O,X,X,O,O,X,X,X,X,O,X
JOTILZS,X,X,X,X,X,O,X,X,X,X,O,X
JOTISLZ,X,O,X,X,X,O,O,X,X,O,X,X
JOTISZL,X,O,O,X,X,X,O,X,X,O,X,X
JOTIZLS,X,X,X,X,X,O,X,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,O,X,X,X
JOTLISZ,X,O,X,X,O,O,X,X,X,X,O,X
JOTLIZS,X,X,X,X,X,O,X,X,X,X,O,X
JOTLSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JOTLSZI,X,O,X,X,O,X,X,X,X,X,O,X
JOTLZIS,X,X,X,X,X,O,X,X,X,X,O,X
JOTLZSI,X,X,X,X,X,X,X,X,X,X,O,X
JOTSILZ,X,O,X,X,X,O,O,X,X,O,X,X
JOTSIZL,X,O,O,X,X,X,O,X,X,O,X,X
JOTSLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JOTSLZI,X,O,X,X,X,X,X,X,X,O,X,X
JOTSZIL,X,O,X,X,X,X,O,X,X,O,X,X
JOTSZLI,X,O,X,X,X,X,O,X,X,O,X,X
JOTZILS,X,X,X,X,X,O,O,X,X,X,X,X
JOTZISL,X,O,X,X,X,X,O,X,O,X,X,X
JOTZLIS,X,X,X,X,X,O,O,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,O,X,X,X,X,X
JOTZSIL,X,O,X,X,X,X,O,X,O,X,X,X
JOTZSLI,X,O,X,X,X,X,O,X,O,X,X,X
JOITLSZ,X,O,X,X,O,O,X,X,X,X,O,X
JOITLZS,X,X,X,X,X,O,X,X,X,X,O,X
JOITSLZ,X,O,X,X,X,O,O,X,X,O,X,X
JOITSZL,X,O,O,X,X,X,O,X,X,O,X,X
JOITZLS,X,X,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,X,X,O,X,X,X
JOILTSZ,X,O,X,X,O,O,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,O,X,X,X,X,O,X
JOILSTZ,X,O,X,X,O,O,X,X,X,X,O,X
JOILSZT,O,O,X,X,O,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,O,X,X,X,X,O,X
JOILZST,O,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,X,O,X,X,X,O,O,O,X,O,X,X
JOISTZL,X,O,O,X,X,X,O,O,X,O,X,X
JOISLTZ,X,O,X,X,O,O,O,O,X,X,X,X
JOISLZT,X,O,X,X,O,X,O,O,X,X,X,X
JOISZTL,X,O,O,X,X,X,O,O,O,O,X,X
JOISZLT,X,O,O,X,O,X,O,O,X,X,X,X
JOIZTLS,O,X,X,X,X,O,O,X,X,X,X,O
JOIZTSL,O,O,O,X,X,X,O,X,O,X,X,O
JOIZLTS,O,X,X,X,X,O,O,X,X,X,X,O
JOIZLST,O,X,O,X,O,X,O,X,X,X,X,O
JOIZSTL,O,O,O,X,X,X,O,X,O,O,X,O
JOIZSLT,X,O,O,X,O,X,O,X,X,X,X,O
JOLTISZ,X,O,X,X,O,O,X,X,X,X,O,X
JOLTIZS,X,X,X,X,X,O,X,X,X,X,O,X
JOLTSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JOLTSZI,X,O,X,X,O,X,X,X,X,X,O,X
JOLTZIS,X,X,X,X,X,O,X,X,X,X,O,X
JOLTZSI,X,X,X,X,X,X,X,X,X,X,O,X
JOLITSZ,X,O,X,X,O,O,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,O,X,X,X,X,O,X
JOLISTZ,X,O,X,X,O,O,X,O,X,X,O,X
JOLISZT,O,O,X,X,O,X,X,O,X,X,X,X
JOLIZTS,O,X,X,X,X,O,X,X,X,X,O,O
JOLIZST,O,X,X,X,O,X,X,X,X,X,X,O
JOLSTIZ,X,O,X,X,O,O,O,X,X,X,O,X
JOLSTZI,X,O,X,X,O,X,X,X,X,X,O,X
JOLSITZ,X,O,X,X,O,O,O,O,X,X,O,X
JOLSIZT,O,O,X,X,O,X,O,O,X,X,X,X
JOLSZTI,O,O,X,X,O,X,O,X,X,X,X,X
JOLSZIT,O,O,X,X,O,X,O,X,X,X,X,X
JOLZTIS,O,X,X,X,X,O,O,X,X,X,O,X
JOLZTSI,O,X,X,X,X,X,O,X,X,X,O,X
JOLZITS,O,X,X,X,X,O,O,X,X,X,O,X
JOLZIST,O,X,X,X,O,X,O,X,X,X,X,X
JOLZSTI,O,X,X,X,O,X,O,X,X,X,X,X
JOLZSIT,O,X,X,X,O,X,O,X,X,X,X,X
JOSTILZ,X,O,X,X,X,O,O,X,X,O,X,X
JOSTIZL,X,O,O,X,X,X,O,X,X,O,X,X
JOSTLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JOSTLZI,X,O,X,X,X,X,X,X,X,O,X,X
JOSTZIL,X,O,X,X,X,X,O,X,X,O,X,X
JOSTZLI,X,O,X,X,X,X,O,X,X,O,X,X
JOSITLZ,X,O,X,X,X,O,O,O,X,O,X,X
JOSITZL,X,O,O,X,X,X,O,O,X,O,X,X
JOSILTZ,X,O,X,X,O,O,O,O,X,X,X,X
JOSILZT,X,O,X,X,O,X,O,O,X,X,X,X
JOSIZTL,X,O,O,X,X,X,O,O,O,O,X,X
JOSIZLT,X,O,O,X,O,X,O,O,X,X,X,X
JOSLTIZ,X,O,X,X,O,O,O,X,X,X,X,X
JOSLTZI,X,O,X,X,O,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,O,O,O,O,X,X,X,X
JOSLIZT,X,O,X,X,O,X,O,O,X,X,X,X
JOSLZTI,X,O,X,X,O,X,O,X,X,X,X,X
JOSLZIT,X,O,X,X,O,X,O,X,X,X,X,X
JOSZTIL,X,O,X,X,X,X,O,X,O,O,X,X
JOSZTLI,X,O,X,X,X,X,O,X,O,O,X,X
JOSZITL,X,O,X,X,X,X,O,X,O,O,X,X
JOSZILT,X,O,X,X,O,X,O,X,X,X,X,X
JOSZLTI,X,O,X,X,O,X,O,X,X,X,X,X
JOSZLIT,X,O,X,X,O,X,O,X,X,X,X,X
JOZTILS,O,X,X,X,X,O,O,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,O,X,O,X,X,X
JOZTLIS,O,X,X,X,X,O,O,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,O,X,O,X,X,X
JOZTSLI,X,O,O,X,X,X,O,X,O,X,X,X
JOZITLS,O,X,X,X,X,O,O,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,O,X,O,X,X,X
JOZILTS,O,X,X,X,X,O,O,X,X,X,X,X
JOZILST,O,X,O,X,O,X,O,X,X,X,X,X
JOZISTL,O,O,O,X,X,X,O,X,O,O,X,X
JOZISLT,X,O,O,X,O,X,O,X,X,X,X,X
JOZLTIS,O,X,X,X,X,O,O,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,O,X,X,X,X,X
JOZLITS,O,X,X,X,X,O,O,X,X,X,X,X
JOZLIST,O,X,O,X,O,X,O,X,X,X,X,X
JOZLSTI,O,X,O,X,O,X,O,X,X,X,X,X
JOZLSIT,O,X,O,X,O,X,O,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,O,X,O,O,X,X
JOZSTLI,X,O,O,X,X,X,O,X,O,O,X,X
JOZSITL,O,O,O,X,X,X,O,X,O,O,X,X
JOZSILT,X,O,O,X,O,X,O,X,X,X,X,X
JOZSLTI,X,O,O,X,O,X,O,X,X,X,X,X
JOZSLIT,X,O,O,X,O,X,O,X,X,X,X,X
STILJZO,X,X,O,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,X,O,X,X,X,X,X,X
STILZJO,X,X,O,O,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,O,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,X,O,X,X,X,X,X,X
STILOZJ,X,X,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,O,O,X,X,X,X,O,X,X,X,X
STIJLOZ,X,X,X,X,X,O,X,O,X,X,X,X
STIJZLO,X,O,O,X,X,X,X,O,X,X,X,X
STIJZOL,X,O,O,X,X,X,X,O,X,X,X,X
STIJOLZ,X,O,X,X,X,O,X,O,X,X,X,X
STIJOZL,X,O,O,X,X,X,X,O,X,X,X,X
STIZLJO,X,O,O,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,O,X,X,X,X,X,X,X,X
