sequence,v115@QhA8FeE8CeF8Jex/IvhF/mBUiBFjBTkB2qBSvB,v115@QhA8FeE8CeF8Jei/IvhF3gBUiBFjBTmBxpBWvB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjBTkBeqBSrB8qB,v115@QhA8FeE8CeF8JeKEJvhFRgBUiBFjBTmBXqBGqB,v115@QhA8FeE8CeF8JeKEJvhFUhBFiBXjBxqBupBTqB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjB2pBSrB8qBzpB,v115@QhA8FeE8CeF8JeT/IvhFXjB2qBRmBCnB0pBlqB,v115@QhA8FeE8CeF8JeT/IvhFRhBFjBmlBCnB/qB0pB
SJOTZIL,O,X,X,X,X,X,X,X
SJOTZLI,O,X,O,O,X,X,X,X
SJOITLZ,O,X,O,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X
SJOILTZ,O,X,O,X,X,X,X,X
SJOILZT,O,X,O,X,X,X,X,X
SJOIZTL,O,X,X,X,X,X,O,X
SJOIZLT,O,X,X,X,X,X,O,X
SJOLTIZ,O,X,O,O,X,O,X,X
SJOLTZI,O,X,O,O,X,O,X,X
SJOLITZ,O,X,O,O,X,O,X,X
SJOLIZT,O,X,O,O,X,O,X,X
SJOLZTI,O,X,O,O,X,O,X,X
SJOLZIT,O,X,O,O,X,O,X,X
SJOZTIL,O,X,X,X,X,X,O,X
SJOZTLI,O,X,O,O,X,X,X,X
SJOZITL,O,X,X,X,X,X,O,X
SJOZILT,O,X,X,X,X,X,O,X
SJOZLTI,O,X,O,O,X,X,X,X
SJOZLIT,O,X,O,O,X,X,O,X
SZTILJO,X,O,X,X,O,X,X,X
SZTILOJ,X,O,X,X,O,X,X,X
SZTIJLO,O,O,X,X,O,X,X,X
SZTIJOL,O,X,X,X,X,X,O,X
SZTIOLJ,O,O,X,X,O,X,X,X
SZTIOJL,O,X,X,X,X,X,O,X
SZTLIJO,X,X,X,X,O,X,X,X
SZTLIOJ,X,X,X,X,O,X,X,X
SZTLJIO,O,X,X,X,X,O,X,X
SZTLJOI,O,X,O,X,X,O,X,O
SZTLOIJ,O,X,X,O,X,X,X,X
SZTLOJI,O,X,O,O,X,X,X,O
SZTJILO,O,X,X,X,X,X,X,X
SZTJIOL,O,X,X,X,X,X,O,X
SZTJLIO,O,X,X,X,X,O,X,X
SZTJLOI,O,X,O,X,X,O,X,O
SZTJOIL,O,X,X,X,X,X,O,X
SZTJOLI,O,X,O,X,X,X,X,O
SZTOILJ,O,O,X,O,X,X,X,X
SZTOIJL,O,O,X,X,X,X,O,X
SZTOLIJ,O,O,X,O,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,O
SZTOJIL,O,O,X,X,X,X,O,X
SZTOJLI,O,O,O,O,X,X,X,O
SZITLJO,X,O,X,X,O,X,X,X
SZITLOJ,X,O,X,X,O,X,X,X
SZITJLO,O,O,X,X,O,X,X,X
SZITJOL,O,X,X,X,X,X,O,X
SZITOLJ,O,O,X,X,O,X,X,X
SZITOJL,O,X,X,X,X,X,O,X
SZILTJO,X,O,X,X,O,X,X,X
SZILTOJ,X,O,X,X,O,X,X,X
SZILJTO,X,O,X,X,O,X,X,X
SZILJOT,X,X,X,X,O,X,O,X
SZILOTJ,X,O,X,X,O,X,X,X
SZILOJT,X,X,X,X,O,X,O,X
SZIJTLO,O,O,X,X,O,X,X,X
SZIJTOL,O,X,X,X,X,X,O,X
SZIJLTO,O,O,X,X,O,X,X,X
SZIJLOT,X,X,X,X,O,X,O,X
SZIJOTL,O,X,X,X,X,X,O,X
SZIJOLT,O,X,X,X,X,X,O,X
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,X,X,X,X,X,O,X
SZIOLTJ,O,O,X,X,O,X,X,X
SZIOLJT,X,X,X,X,O,X,O,X
SZIOJTL,O,X,X,X,X,X,O,X
SZIOJLT,O,X,X,X,X,X,O,X
SZLTIJO,X,X,X,X,O,X,X,X
SZLTIOJ,X,X,X,X,O,X,X,X
SZLTJIO,O,X,X,X,X,O,X,X
SZLTJOI,O,X,O,X,X,O,X,O
SZLTOIJ,O,X,X,O,X,X,X,X
SZLTOJI,O,X,O,O,X,X,X,O
SZLITJO,X,X,X,X,O,X,X,X
SZLITOJ,X,X,X,X,O,X,X,X
SZLIJTO,X,X,X,X,O,X,X,X
SZLIJOT,X,X,X,X,O,X,O,X
SZLIOTJ,X,X,X,X,O,X,X,X
SZLIOJT,X,X,X,X,O,X,O,X
SZLJTIO,O,X,X,X,X,O,X,X
SZLJTOI,O,X,O,X,X,O,X,O
SZLJITO,O,X,X,X,X,O,X,X
SZLJIOT,X,X,X,X,X,O,O,X
SZLJOTI,O,X,O,X,X,O,X,O
SZLJOIT,O,X,O,X,X,O,O,X
SZLOTIJ,O,X,X,O,X,X,X,X
SZLOTJI,O,X,O,O,X,X,X,O
SZLOITJ,O,X,X,O,X,X,X,X
SZLOIJT,X,X,X,O,X,X,O,X
SZLOJTI,O,X,O,O,X,X,X,O
SZLOJIT,O,X,O,O,X,X,O,X
SZJTILO,O,X,X,X,X,X,X,X
SZJTIOL,O,X,X,X,X,X,O,X
SZJTLIO,O,X,X,X,X,O,X,X
SZJTLOI,O,X,O,X,X,O,X,O
SZJTOIL,O,X,X,X,X,X,O,X
SZJTOLI,O,X,O,X,X,X,X,O
SZJITLO,O,X,X,X,X,X,X,X
SZJITOL,O,X,X,X,X,X,O,X
SZJILTO,O,X,X,X,X,X,X,X
SZJILOT,X,X,X,X,X,X,O,X
SZJIOTL,O,X,X,X,X,X,O,X
SZJIOLT,O,X,X,X,X,X,O,X
SZJLTIO,O,X,X,X,X,O,X,X
SZJLTOI,O,X,O,X,X,O,X,O
SZJLITO,O,X,X,X,X,O,X,X
SZJLIOT,X,X,X,X,X,O,O,X
SZJLOTI,O,X,O,X,X,O,X,O
SZJLOIT,O,X,O,X,X,O,O,X
SZJOTIL,O,X,X,X,X,X,O,X
SZJOTLI,O,X,O,X,X,X,X,O
SZJOITL,O,X,X,X,X,X,O,X
SZJOILT,O,X,X,X,X,X,O,X
SZJOLTI,O,X,O,X,X,X,X,O
SZJOLIT,O,X,O,X,X,X,O,X
SZOTILJ,O,O,X,O,X,X,X,X
SZOTIJL,O,O,X,X,X,X,O,X
SZOTLIJ,O,O,X,O,X,X,X,X
SZOTLJI,O,O,O,O,X,X,X,O
SZOTJIL,O,O,X,X,X,X,O,X
SZOTJLI,O,O,O,O,X,X,X,O
SZOITLJ,O,O,X,O,X,X,X,X
SZOITJL,O,O,X,X,X,X,O,X
SZOILTJ,O,O,X,O,X,X,X,X
SZOILJT,X,O,X,O,X,X,O,X
SZOIJTL,O,O,X,X,X,X,O,X
SZOIJLT,O,O,X,X,X,X,O,X
SZOLTIJ,O,O,X,O,X,X,X,X
SZOLTJI,O,O,O,O,X,X,X,O
SZOLITJ,O,O,X,O,X,X,X,X
SZOLIJT,X,O,X,O,X,X,O,X
SZOLJTI,O,O,O,O,X,X,X,O
SZOLJIT,O,X,O,O,X,X,O,X
SZOJTIL,O,O,X,X,X,X,O,X
SZOJTLI,O,O,O,O,X,X,X,O
SZOJITL,O,O,X,X,X,X,O,X
SZOJILT,O,O,X,X,X,X,O,X
SZOJLTI,O,O,O,O,X,X,X,O
SZOJLIT,O,X,O,O,X,X,O,X
SOTILJZ,X,O,O,O,O,X,X,X
SOTILZJ,O,O,X,O,O,X,X,X
SOTIJLZ,O,O,O,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,X,O,O,X,X,X
SOTIZJL,O,O,X,X,X,X,X,X
SOTLIJZ,X,O,O,O,O,X,X,X
SOTLIZJ,O,O,X,O,O,X,X,X
SOTLJIZ,O,X,O,O,X,O,X,X
SOTLJZI,O,O,O,O,X,O,X,X
SOTLZIJ,O,O,X,O,X,X,X,X
SOTLZJI,O,O,O,O,X,X,X,X
SOTJILZ,O,O,O,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X
SOTJLIZ,O,X,O,O,X,O,X,X
SOTJLZI,O,O,O,O,X,O,X,X
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,O,O,X,X,X,X
SOTZILJ,O,O,X,O,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X,X
SOTZLIJ,O,O,X,O,X,X,X,X
SOTZLJI,O,O,O,O,X,X,X,X
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,O,O,X,X,X,X
SOITLJZ,X,O,O,O,O,X,X,X
SOITLZJ,O,O,X,O,O,X,X,X
SOITJLZ,O,O,O,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,O,X,O,O,X,X,X
SOITZJL,O,O,X,X,X,X,X,X
SOILTJZ,X,O,O,O,O,X,X,X
SOILTZJ,O,O,X,O,O,X,X,X
SOILJTZ,X,O,O,O,O,X,X,X
SOILJZT,X,O,O,O,O,X,X,X
SOILZTJ,O,O,X,O,O,X,X,X
SOILZJT,X,O,X,O,O,X,X,X
SOIJTLZ,O,O,O,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,O,X,X,X,X,X
SOIJLZT,O,O,O,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,O,X
SOIJZLT,O,O,X,X,X,X,O,X
SOIZTLJ,O,O,X,O,O,X,X,X
SOIZTJL,O,O,X,X,X,X,O,X
SOIZLTJ,O,O,X,O,O,X,X,X
SOIZLJT,X,O,X,O,O,X,O,X
SOIZJTL,O,O,X,X,X,X,O,X
SOIZJLT,O,O,X,X,X,X,O,X
SOLTIJZ,X,O,O,O,O,X,X,X
SOLTIZJ,O,O,X,O,O,X,X,X
SOLTJIZ,O,X,O,O,X,O,X,X
SOLTJZI,O,O,O,O,X,O,X,X
SOLTZIJ,O,O,X,O,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,X
SOLITJZ,X,O,O,O,O,X,X,X
SOLITZJ,O,O,X,O,O,X,X,X
SOLIJTZ,X,O,O,O,O,X,X,X
SOLIJZT,X,O,O,O,O,X,X,X
SOLIZTJ,O,O,X,O,O,X,X,X
SOLIZJT,X,O,X,O,O,X,X,X
SOLJTIZ,O,X,O,O,X,O,X,X
SOLJTZI,O,O,O,O,X,O,X,X
SOLJITZ,O,X,O,O,X,O,X,X
SOLJIZT,O,X,O,O,X,O,X,X
SOLJZTI,O,O,O,O,X,O,X,X
SOLJZIT,O,X,O,O,X,O,X,X
SOLZTIJ,O,O,X,O,X,X,X,X
SOLZTJI,O,O,O,O,X,X,X,X
SOLZITJ,O,O,X,O,X,X,X,X
SOLZIJT,X,O,X,O,X,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X
SOLZJIT,O,X,O,O,X,X,X,X
SOJTILZ,O,O,O,X,X,X,X,X
SOJTIZL,O,O,X,X,X,X,X,X
SOJTLIZ,O,X,O,O,X,O,X,X
SOJTLZI,O,O,O,O,X,O,X,X
SOJTZIL,O,O,X,X,X,X,X,X
SOJTZLI,O,O,O,O,X,X,X,X
SOJITLZ,O,O,O,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X
SOJILTZ,O,O,O,X,X,X,X,X
SOJILZT,O,O,O,X,X,X,X,X
SOJIZTL,O,O,X,X,X,X,O,X
SOJIZLT,O,O,X,X,X,X,O,X
SOJLTIZ,O,X,O,O,X,O,X,X
SOJLTZI,O,O,O,O,X,O,X,X
SOJLITZ,O,X,O,O,X,O,X,X
SOJLIZT,O,X,O,O,X,O,X,X
SOJLZTI,O,O,O,O,X,O,X,X
SOJLZIT,O,X,O,O,X,O,X,X
SOJZTIL,O,O,X,X,X,X,O,X
SOJZTLI,O,O,O,O,X,X,X,X
SOJZITL,O,O,X,X,X,X,O,X
SOJZILT,O,O,X,X,X,X,O,X
SOJZLTI,O,O,O,O,X,X,X,X
SOJZLIT,O,X,O,O,X,X,O,X
SOZTILJ,O,O,X,O,X,X,X,X
SOZTIJL,O,O,X,X,X,X,O,X
SOZTLIJ,O,O,X,O,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X
SOZTJIL,O,O,X,X,X,X,O,X
SOZTJLI,O,O,O,O,X,X,X,X
SOZITLJ,O,O,X,O,X,X,X,X
SOZITJL,O,O,X,X,X,X,O,X
SOZILTJ,O,O,X,O,X,X,X,X
SOZILJT,X,O,X,O,X,X,O,X
SOZIJTL,O,O,X,X,X,X,O,X
SOZIJLT,O,O,X,X,X,X,O,X
SOZLTIJ,O,O,X,O,X,X,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X
SOZLIJT,X,O,X,O,X,X,O,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,O,X,O,O,X,X,O,X
SOZJTIL,O,O,X,X,X,X,O,X
SOZJTLI,O,O,O,O,X,X,X,X
SOZJITL,O,O,X,X,X,X,O,X
SOZJILT,O,O,X,X,X,X,O,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,O,X,O,O,X,X,O,X
ZTILJSO,X,O,X,X,O,X,X,X
ZTILJOS,X,X,X,X,O,X,X,O
ZTILSJO,X,O,X,X,O,X,X,X
ZTILSOJ,X,O,X,X,O,X,X,X
ZTILOJS,X,O,X,O,O,X,X,O
ZTILOSJ,X,O,X,O,O,X,X,X
ZTIJLSO,X,O,X,X,O,X,X,X
ZTIJLOS,X,X,X,X,O,X,X,O
ZTIJSLO,X,O,X,X,O,X,X,X
ZTIJSOL,X,X,X,X,X,X,O,X
ZTIJOLS,X,X,X,X,X,X,X,O
ZTIJOSL,X,X,X,X,X,X,O,X
ZTISLJO,X,O,X,X,O,X,X,X
ZTISLOJ,X,O,X,X,O,X,X,X
ZTISJLO,O,O,X,X,O,X,X,X
ZTISJOL,O,X,X,X,X,X,O,X
ZTISOLJ,O,O,X,X,O,X,X,X
ZTISOJL,O,X,X,X,X,X,O,X
ZTIOLJS,X,O,X,O,O,X,X,O
ZTIOLSJ,X,O,X,O,O,X,X,X
ZTIOJLS,X,O,X,X,X,X,X,O
ZTIOJSL,X,O,X,X,X,X,O,X
ZTIOSLJ,O,O,X,O,O,X,X,X
ZTIOSJL,O,O,X,X,X,X,O,X
ZTLIJSO,X,O,X,X,O,X,X,X
ZTLIJOS,X,X,X,X,O,X,X,O
ZTLISJO,X,O,X,X,O,X,X,X
ZTLISOJ,X,O,X,X,O,X,X,X
ZTLIOJS,X,X,X,O,O,X,X,O
ZTLIOSJ,X,O,X,O,O,X,X,X
ZTLJISO,X,X,X,X,X,O,X,X
ZTLJIOS,X,X,X,X,X,O,X,O
ZTLJSIO,X,X,X,X,X,O,X,X
ZTLJSOI,X,X,O,X,X,O,X,O
ZTLJOIS,X,X,O,O,X,O,X,O
ZTLJOSI,X,X,O,O,X,O,X,O
ZTLSIJO,X,X,X,X,O,X,X,X
ZTLSIOJ,X,X,X,X,O,X,X,X
ZTLSJIO,O,X,X,X,X,O,X,X
ZTLSJOI,O,X,O,X,X,O,X,O
ZTLSOIJ,O,X,X,O,X,X,X,X
ZTLSOJI,O,X,O,O,X,X,X,O
ZTLOIJS,X,O,X,O,X,X,X,O
ZTLOISJ,X,O,X,O,X,X,X,X
ZTLOJIS,X,X,O,O,X,X,X,O
ZTLOJSI,X,X,O,O,X,X,X,O
ZTLOSIJ,O,O,X,O,X,X,X,X
ZTLOSJI,O,O,O,O,X,X,X,O
ZTJILSO,X,O,X,X,X,X,X,X
ZTJILOS,X,X,X,X,X,X,X,O
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,X,X,X,X,X,O,X
ZTJIOLS,X,X,X,X,X,X,X,O
ZTJIOSL,X,X,X,X,X,X,O,X
ZTJLISO,X,X,X,X,X,O,X,X
ZTJLIOS,X,X,X,X,X,O,X,O
ZTJLSIO,X,X,X,X,X,O,X,X
ZTJLSOI,X,X,O,X,X,O,X,O
ZTJLOIS,X,X,O,O,X,O,X,O
ZTJLOSI,X,X,O,O,X,O,X,O
ZTJSILO,O,X,X,X,X,X,X,X
ZTJSIOL,O,X,X,X,X,X,O,X
ZTJSLIO,O,X,X,X,X,O,X,X
ZTJSLOI,O,X,O,X,X,O,X,O
ZTJSOIL,O,X,X,X,X,X,O,X
ZTJSOLI,O,X,O,X,X,X,X,O
ZTJOILS,X,O,X,X,X,X,X,O
ZTJOISL,O,O,X,X,X,X,O,X
ZTJOLIS,X,X,O,O,X,X,X,O
ZTJOLSI,X,X,O,O,X,X,X,O
ZTJOSIL,O,O,X,X,X,X,O,X
ZTJOSLI,O,O,O,O,X,X,X,O
ZTSILJO,X,O,X,X,O,X,X,X
ZTSILOJ,X,O,X,X,O,X,X,X
ZTSIJLO,O,O,X,X,O,X,X,X
ZTSIJOL,O,X,X,X,X,X,O,X
ZTSIOLJ,O,O,X,X,O,X,X,X
ZTSIOJL,O,X,X,X,X,X,O,X
ZTSLIJO,X,X,X,X,O,X,X,X
ZTSLIOJ,X,X,X,X,O,X,X,X
ZTSLJIO,O,X,X,X,X,O,X,X
ZTSLJOI,O,X,O,X,X,O,X,O
ZTSLOIJ,O,X,X,O,X,X,X,X
ZTSLOJI,O,X,O,O,X,X,X,O
ZTSJILO,O,X,X,X,X,X,X,X
ZTSJIOL,O,X,X,X,X,X,O,X
ZTSJLIO,O,X,X,X,X,O,X,X
ZTSJLOI,O,X,O,X,X,O,X,O
ZTSJOIL,O,X,X,X,X,X,O,X
ZTSJOLI,O,X,O,X,X,X,X,O
ZTSOILJ,O,O,X,O,X,X,X,X
ZTSOIJL,O,O,X,X,X,X,O,X
ZTSOLIJ,O,O,X,O,X,X,X,X
ZTSOLJI,O,O,O,O,X,X,X,O
ZTSOJIL,O,O,X,X,X,X,O,X
ZTSOJLI,O,O,O,O,X,X,X,O
ZTOILJS,X,O,X,O,X,X,X,O
ZTOILSJ,X,O,X,O,X,X,X,X
ZTOIJLS,X,O,X,X,X,X,X,O
ZTOIJSL,O,O,X,X,X,X,O,X
ZTOISLJ,O,O,X,O,X,X,X,X
ZTOISJL,O,O,X,X,X,X,O,X
ZTOLIJS,X,O,X,O,X,X,X,O
ZTOLISJ,X,O,X,O,X,X,X,X
ZTOLJIS,X,X,O,O,X,X,X,O
ZTOLJSI,X,X,O,O,X,X,X,O
ZTOLSIJ,O,O,X,O,X,X,X,X
ZTOLSJI,O,O,O,O,X,X,X,O
ZTOJILS,X,O,X,X,X,X,X,O
ZTOJISL,O,O,X,X,X,X,O,X
ZTOJLIS,X,X,O,O,X,X,X,O
ZTOJLSI,X,X,O,O,X,X,X,O
ZTOJSIL,O,O,X,X,X,X,O,X
ZTOJSLI,O,O,O,O,X,X,X,O
ZTOSILJ,O,O,X,O,X,X,X,X
ZTOSIJL,O,O,X,X,X,X,O,X
ZTOSLIJ,O,O,X,O,X,X,X,X
ZTOSLJI,O,O,O,O,X,X,X,O
ZTOSJIL,O,O,X,X,X,X,O,X
ZTOSJLI,O,O,O,O,X,X,X,O
ZITLJSO,X,O,X,X,O,X,X,X
ZITLJOS,X,X,X,X,O,X,X,O
ZITLSJO,X,O,X,X,O,X,X,X
ZITLSOJ,X,O,X,X,O,X,X,X
ZITLOJS,X,O,X,O,O,X,X,O
ZITLOSJ,X,O,X,O,O,X,X,X
ZITJLSO,X,O,X,X,O,X,X,X
ZITJLOS,X,X,X,X,O,X,X,O
ZITJSLO,X,O,X,X,O,X,X,X
ZITJSOL,X,X,X,X,X,X,O,X
ZITJOLS,X,X,X,X,X,X,X,O
ZITJOSL,X,X,X,X,X,X,O,X
ZITSLJO,X,O,X,X,O,X,X,X
ZITSLOJ,X,O,X,X,O,X,X,X
ZITSJLO,O,O,X,X,O,X,X,X
ZITSJOL,O,X,X,X,X,X,O,X
ZITSOLJ,O,O,X,X,O,X,X,X
ZITSOJL,O,X,X,X,X,X,O,X
ZITOLJS,X,O,X,O,O,X,X,O
ZITOLSJ,X,O,X,O,O,X,X,X
ZITOJLS,X,O,X,X,X,X,X,O
ZITOJSL,X,O,X,X,X,X,O,X
ZITOSLJ,O,O,X,O,O,X,X,X
ZITOSJL,O,O,X,X,X,X,O,X
ZILTJSO,X,O,X,X,O,X,X,X
ZILTJOS,X,X,X,X,O,X,X,O
ZILTSJO,X,O,X,X,O,X,X,X
ZILTSOJ,X,O,X,X,O,X,X,X
ZILTOJS,X,O,X,O,O,X,X,O
ZILTOSJ,X,O,X,O,O,X,X,X
ZILJTSO,X,O,X,X,O,X,X,X
ZILJTOS,X,X,X,X,O,X,X,O
ZILJSTO,X,O,X,X,O,X,X,X
ZILJSOT,X,X,X,X,O,X,O,X
ZILJOTS,X,X,X,X,O,X,X,O
ZILJOST,X,X,X,X,O,X,O,X
ZILSTJO,X,O,X,X,O,X,X,X
ZILSTOJ,X,O,X,X,O,X,X,X
ZILSJTO,X,O,X,X,O,X,X,X
ZILSJOT,X,X,X,X,O,X,O,X
ZILSOTJ,X,O,X,X,O,X,X,X
ZILSOJT,X,X,X,X,O,X,O,X
ZILOTJS,X,O,X,O,O,X,X,O
ZILOTSJ,X,O,X,O,O,X,X,X
ZILOJTS,X,O,X,O,O,X,X,O
ZILOJST,X,O,X,X,O,X,O,X
ZILOSTJ,X,O,X,O,O,X,X,X
ZILOSJT,X,O,X,O,O,X,O,X
ZIJTLSO,X,O,X,X,O,X,X,X
ZIJTLOS,X,X,X,X,O,X,X,O
ZIJTSLO,X,O,X,X,O,X,X,X
ZIJTSOL,X,X,X,X,X,X,O,X
ZIJTOLS,X,X,X,X,X,X,X,O
ZIJTOSL,X,X,X,X,X,X,O,X
ZIJLTSO,X,O,X,X,O,X,X,X
ZIJLTOS,X,X,X,X,O,X,X,O
ZIJLSTO,X,O,X,X,O,X,X,X
ZIJLSOT,X,X,X,X,O,X,O,X
ZIJLOTS,X,X,X,X,O,X,X,O
ZIJLOST,X,X,X,X,O,X,O,X
ZIJSTLO,X,O,X,X,O,X,X,X
ZIJSTOL,X,X,X,X,X,X,O,X
ZIJSLTO,X,O,X,X,O,X,X,X
ZIJSLOT,X,X,X,X,O,X,O,X
ZIJSOTL,X,X,X,X,X,X,O,X
ZIJSOLT,X,X,X,X,X,X,O,X
ZIJOTLS,X,X,X,X,X,X,X,O
ZIJOTSL,X,X,X,X,X,X,O,X
ZIJOLTS,X,X,X,X,X,X,X,O
ZIJOLST,X,X,X,X,X,X,O,X
ZIJOSTL,X,X,X,X,X,X,O,X
ZIJOSLT,X,X,X,X,X,X,O,X
ZISTLJO,X,O,X,X,O,X,X,X
ZISTLOJ,X,O,X,X,O,X,X,X
ZISTJLO,O,O,X,X,O,X,X,X
ZISTJOL,O,X,X,X,X,X,O,X
ZISTOLJ,O,O,X,X,O,X,X,X
ZISTOJL,O,X,X,X,X,X,O,X
ZISLTJO,X,O,X,X,O,X,X,X
ZISLTOJ,X,O,X,X,O,X,X,X
ZISLJTO,X,O,X,X,O,X,X,X
ZISLJOT,X,X,X,X,O,X,O,X
ZISLOTJ,X,O,X,X,O,X,X,X
ZISLOJT,X,X,X,X,O,X,O,X
ZISJTLO,O,O,X,X,O,X,X,X
ZISJTOL,O,X,X,X,X,X,O,X
ZISJLTO,O,O,X,X,O,X,X,X
ZISJLOT,X,X,X,X,O,X,O,X
ZISJOTL,O,X,X,X,X,X,O,X
ZISJOLT,O,X,X,X,X,X,O,X
ZISOTLJ,O,O,X,X,O,X,X,X
ZISOTJL,O,X,X,X,X,X,O,X
ZISOLTJ,O,O,X,X,O,X,X,X
ZISOLJT,X,X,X,X,O,X,O,X
ZISOJTL,O,X,X,X,X,X,O,X
ZISOJLT,O,X,X,X,X,X,O,X
ZIOTLJS,X,O,X,O,O,X,X,O
ZIOTLSJ,X,O,X,O,O,X,X,X
ZIOTJLS,X,O,X,X,X,X,X,O
ZIOTJSL,X,O,X,X,X,X,O,X
ZIOTSLJ,O,O,X,O,O,X,X,X
ZIOTSJL,O,O,X,X,X,X,O,X
ZIOLTJS,X,O,X,O,O,X,X,O
ZIOLTSJ,X,O,X,O,O,X,X,X
ZIOLJTS,X,O,X,O,O,X,X,O
ZIOLJST,X,O,X,X,O,X,O,X
ZIOLSTJ,X,O,X,O,O,X,X,X
ZIOLSJT,X,O,X,O,O,X,O,X
ZIOJTLS,X,O,X,X,X,X,X,O
ZIOJTSL,X,O,X,X,X,X,O,X
ZIOJLTS,X,O,X,X,X,X,X,O
ZIOJLST,X,O,X,X,X,X,O,X
ZIOJSTL,X,O,X,X,X,X,O,X
ZIOJSLT,X,O,X,X,X,X,O,X
ZIOSTLJ,O,O,X,O,O,X,X,X
ZIOSTJL,O,O,X,X,X,X,O,X
ZIOSLTJ,O,O,X,O,O,X,X,X
ZIOSLJT,X,O,X,O,O,X,O,X
ZIOSJTL,O,O,X,X,X,X,O,X
ZIOSJLT,O,O,X,X,X,X,O,X
ZLTIJSO,X,O,X,X,O,X,X,X
ZLTIJOS,X,X,X,X,O,X,X,O
ZLTISJO,X,O,X,X,O,X,X,X
ZLTISOJ,X,O,X,X,O,X,X,X
ZLTIOJS,X,X,X,O,O,X,X,O
ZLTIOSJ,X,O,X,O,O,X,X,X
ZLTJISO,X,X,X,X,X,O,X,X
ZLTJIOS,X,X,X,X,X,O,X,O
ZLTJSIO,X,X,X,X,X,O,X,X
ZLTJSOI,X,X,O,X,X,O,X,O
ZLTJOIS,X,X,O,O,X,O,X,O
ZLTJOSI,X,X,O,O,X,O,X,O
ZLTSIJO,X,X,X,X,O,X,X,X
ZLTSIOJ,X,X,X,X,O,X,X,X
ZLTSJIO,O,X,X,X,X,O,X,X
ZLTSJOI,O,X,O,X,X,O,X,O
ZLTSOIJ,O,X,X,O,X,X,X,X
ZLTSOJI,O,X,O,O,X,X,X,O
ZLTOIJS,X,O,X,O,X,X,X,O
ZLTOISJ,X,O,X,O,X,X,X,X
ZLTOJIS,X,X,O,O,X,X,X,O
ZLTOJSI,X,X,O,O,X,X,X,O
ZLTOSIJ,O,O,X,O,X,X,X,X
ZLTOSJI,O,O,O,O,X,X,X,O
ZLITJSO,X,O,X,X,O,X,X,X
ZLITJOS,X,X,X,X,O,X,X,O
ZLITSJO,X,O,X,X,O,X,X,X
ZLITSOJ,X,O,X,X,O,X,X,X
ZLITOJS,X,X,X,O,O,X,X,O
ZLITOSJ,X,O,X,O,O,X,X,X
ZLIJTSO,X,O,X,X,O,X,X,X
ZLIJTOS,X,X,X,X,O,X,X,O
ZLIJSTO,X,O,X,X,O,X,X,X
ZLIJSOT,X,X,X,X,O,X,O,X
ZLIJOTS,X,X,X,X,O,X,X,O
ZLIJOST,X,X,X,X,O,X,O,X
ZLISTJO,X,O,X,X,O,X,X,X
ZLISTOJ,X,O,X,X,O,X,X,X
ZLISJTO,X,O,X,X,O,X,X,X
ZLISJOT,X,X,X,X,O,X,O,X
ZLISOTJ,X,O,X,X,O,X,X,X
ZLISOJT,X,X,X,X,O,X,O,X
ZLIOTJS,X,X,X,O,O,X,X,O
ZLIOTSJ,X,O,X,O,O,X,X,X
ZLIOJTS,X,X,X,O,O,X,X,O
ZLIOJST,X,X,X,X,O,X,O,X
ZLIOSTJ,X,O,X,O,O,X,X,X
ZLIOSJT,X,X,X,O,O,X,O,X
ZLJTISO,X,X,X,X,X,O,X,X
ZLJTIOS,X,X,X,X,X,O,X,O
ZLJTSIO,X,X,X,X,X,O,X,X
ZLJTSOI,X,X,O,X,X,O,X,O
ZLJTOIS,X,X,O,O,X,O,X,O
ZLJTOSI,X,X,O,O,X,O,X,O
ZLJITSO,X,X,X,X,X,O,X,X
ZLJITOS,X,X,X,X,X,O,X,O
ZLJISTO,X,X,X,X,X,O,X,X
ZLJISOT,X,X,X,X,X,O,O,X
ZLJIOTS,X,X,X,X,X,O,X,O
ZLJIOST,X,X,X,X,X,O,O,X
