sequence,v115@9gD8FeA8IeB8HeB8EeC8JefIJvhF6oBRlBUnBlmBTq?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JeGDJvhFaqBRmBUoBlmBzq?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFxiBToBmqBCsBUq?BFsB,v115@9gD8FeA8IeB8HeB8EeC8Je0BJvhFxiBFlBSsBToB3q?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhFTjBFlB0mBWtB3q?BywB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF8nB+oBFlB3qBzr?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeVGJvhFUlBOsBToB3mBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JezCJvhF+oBRlBiqBFsB8r?BXrB,v115@9gD8FeA8IeB8HeB8EeC8JeKGJvhFWnBxiBToB0qBXs?BFqB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBToBxqBXsBUq?BFrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFVnBUlBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBUlBToBxrB3q?B1wB,v115@9gD8FeA8IeB8HeB8EeC8JeUFJvhFFmBXnBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeRFJvhFFnBXoBGoBTqB0r?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeeGJvhFUiBFlBfsBToBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeVHJvhFUjBRlBXmBStB2v?BzrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhF6oBUlB1rBznBOs?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF6oB1qBznB3rBUq?BmrB,v115@9gD8FeA8IeB8HeB8EeC8JeWIJvhFUlBRmBlmBToByv?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeTBJvhF6oBUlBmnBxrB1v?BXsB,v115@9gD8FeA8IeB8HeB8EeC8Je0CJvhF6oBFlB3qBRsBmr?BTrB
LTJOZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSJIZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSJIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSJZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSZJIO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZIJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZISJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJSIO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZSJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIJZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LTOISZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOIZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOJISZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOSIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOSJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOZJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LITSJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LITSZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITSZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITSOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITSOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZJSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZOSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZTOS,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIJZSTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZSOT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LIJZOST,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISZOJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LISOZJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTJOS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZTOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LIZJTOS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X
LIZJSTO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LIZJSOT,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X
LIZJOST,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZSJTO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZSOJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOJTS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LIZOJST,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOSJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOTZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJTSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOJZST,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSJZT,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LIOSZJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOZJTS,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIOZJST,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LIOZSJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSZIO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTZIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTZSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZTOS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZSTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJIZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZIOT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
