sequence,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeOEJvhFXgBaoBRmBc?sBlmBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeT/IvhFxgBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFiiBxkBfsBz?nBmkB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jex/IvhFXhB8mBziBl?pBisBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jel/IvhFUhBziB2pBR?sBasBXqB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeXAJvhFVmBziB2pBR?sBasB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUAJvhFRhBziBlmBm?pBisB/pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFmiBxkBfsB0?nBikBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFziB/pBFlBR?sBasBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JexAJvhFTkBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFeoBxkBXnBi?kBzpBFsB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFTiBeoBxkBf?sBypB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFxkBlnBikBf?sBmnBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Je0/IvhFziB/pBRmBO?qBlmBisB
STIJZLO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
STIJZOL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
STIJOLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
STIJOZL,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STIZLJO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
STIZLOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
STIZJLO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
STIZJOL,X,X,O,X,X,O,X,O,O,X,X,O,O,X
STIZOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STIZOJL,X,X,O,X,X,O,X,O,O,X,X,X,O,X
STIOLJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STIOLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
STIOJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
STIOJZL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
STIOZLJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
STIOZJL,X,X,O,X,X,O,X,O,O,X,X,X,X,X
STLIJZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STLIJOZ,X,X,X,X,X,O,O,X,O,O,X,O,X,X
STLIZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STLIZOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
STLIOJZ,X,X,O,X,X,O,O,X,O,O,X,X,X,X
STLIOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
STLJIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,O,O,X,X,O,X,O,X,X
STLJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
STLJOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STLZIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STLZIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
STLZJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLZJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLZOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
STLZOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
STLOIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STLOJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
STLOJZI,X,X,O,X,X,X,O,X,X,O,X,X,X,X
STLOZIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O
STLOZJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STJILZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STJILOZ,X,X,X,X,X,O,O,X,O,O,X,O,X,X
STJIZLO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
STJIZOL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
STJIOLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
STJIOZL,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STJLIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,O,O,X,X,O,X,O,X,X
STJLZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
STJLOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STJZILO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
STJZIOL,X,X,O,X,X,O,X,O,O,X,X,O,X,X
STJZLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STJZLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STJZOLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STJOIZL,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STJOLIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STJOLZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STJOZLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZILJO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
STZILOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
STZIJLO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
STZIJOL,X,X,O,X,X,O,X,O,O,X,X,O,O,X
STZIOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STZIOJL,X,X,O,X,X,O,X,O,O,X,X,X,O,X
STZLIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STZLIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
STZLJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZLOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
STZLOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZJILO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
STZJIOL,X,X,O,X,X,O,X,O,O,X,X,O,X,X
STZJLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZJLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZJOLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STZOILJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STZOIJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STZOLIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZOLJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZOJIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STOILZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
STOIJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
STOIJZL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
STOIZLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STOIZJL,X,X,O,X,X,O,X,O,O,X,X,X,O,X
STOLIJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOLJIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLJZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLZIJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOLZJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOJILZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STOJIZL,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STOJLIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STOJLZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOJZIL,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STOJZLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZILJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STOZIJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STOZLIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZLJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZJLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,X,X,O,X,X,O,O,X,O,X,X
SITLZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
SITLZOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SITLOJZ,X,X,O,X,X,O,X,X,O,O,X,X,X,X
SITLOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SITJLZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,X,O,X,X,O,O,X,O,X,X
SITJZLO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
SITJZOL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
SITJOLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
SITJOZL,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SITZLJO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
SITZLOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
SITZJLO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
SITZJOL,X,X,O,X,X,O,X,O,O,X,X,O,O,X
SITZOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
SITZOJL,X,X,O,X,X,O,X,O,O,X,X,X,O,X
SITOLJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SITOJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
SITOJZL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
SITOZLJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
SITOZJL,X,X,O,X,X,O,X,O,O,X,X,X,X,X
SILTJZO,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SILTZJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SILTZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SILTOJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SILTOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SILJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SILJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SILJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SILZTJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SILZTOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SILZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILZJOT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SILZOTJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SILZOJT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SILOTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SILOJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SILOZTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,O
SILOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SIJTLZO,X,O,X,X,O,O,X,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X
SIJTZLO,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJTZOL,X,X,X,X,O,O,X,O,O,X,O,O,X,X
SIJTOLZ,X,X,O,X,O,O,X,X,O,X,X,O,X,X
SIJTOZL,X,X,X,X,O,O,X,X,O,X,X,O,X,X
SIJLTZO,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
SIJLZTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,X,X,O,X,X,X,X,O,O,X,X,O
SIJLOTZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
SIJLOZT,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SIJZTLO,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SIJZTOL,X,X,X,X,O,X,X,O,O,X,O,O,X,X
SIJZLTO,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJZLOT,X,O,X,O,O,X,X,X,X,O,O,X,X,O
SIJZOTL,X,X,X,X,O,X,X,O,O,X,O,O,X,X
SIJZOLT,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SIJOTLZ,X,X,O,X,O,O,X,X,O,X,X,O,X,X
SIJOTZL,X,X,X,X,O,O,X,X,O,X,X,O,X,X
SIJOLTZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X
SIJOLZT,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIJOZTL,X,X,X,X,O,X,X,X,O,X,O,O,X,X
SIJOZLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZTLJO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
SIZTLOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
SIZTJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
SIZTJOL,X,X,O,X,X,X,X,O,O,X,X,O,O,X
SIZTOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
SIZTOJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
SIZLTJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SIZLJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLJOT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SIZLOTJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SIZLOJT,X,O,O,O,X,X,X,X,X,O,X,X,X,O
SIZJTLO,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SIZJTOL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
SIZJLTO,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZJLOT,X,O,X,O,O,X,X,X,X,O,O,X,X,O
SIZJOTL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
SIZJOLT,X,O,O,X,O,X,X,O,X,X,O,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIZOTJL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIZOLTJ,X,O,O,O,X,X,X,O,O,X,X,X,X,O
SIZOLJT,X,O,O,O,X,X,X,O,X,X,X,X,X,O
SIZOJTL,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SIZOJLT,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
SIOTJZL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
SIOTZLJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOTZJL,X,X,O,X,X,O,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,O
SIOLJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SIOLZTJ,X,O,O,X,X,X,X,O,O,X,X,X,X,O
SIOLZJT,X,O,O,X,X,X,X,O,X,O,X,X,X,O
SIOJTLZ,X,X,O,X,O,O,X,X,O,X,X,O,X,X
SIOJTZL,X,X,X,X,O,O,X,O,O,X,X,O,X,X
SIOJLTZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X
SIOJLZT,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOJZTL,X,X,X,X,O,X,X,O,O,X,X,O,X,X
SIOJZLT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,O,O,X,X,X,X,O
SIOZLJT,X,X,O,O,X,X,X,O,X,X,X,X,X,O
SIOZJTL,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SIOZJLT,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,O,X,O,O,X,O,X,X
SLTIZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
SLTIZOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SLTIOJZ,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SLTIOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SLTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLTJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTJZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLTJOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLTZIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
SLTZIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SLTZJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
SLTZOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLTOJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLTOJZI,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLTOZIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O
SLTOZJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLITJZO,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SLITZJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SLITZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLITOJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLITOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SLIJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLIJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLIJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLIJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLIZTJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SLIZTOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SLIZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLIZJOT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLIZOTJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
SLIZOJT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLIOTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SLIOJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLIOJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLIOZTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,O
SLIOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJTIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLJTZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLJTOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJIZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJIOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJIOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJZOTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJZOIT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJOTIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLJOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJOITZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJOIZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLJOZTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLZTIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
SLZTIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SLZTJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZTJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
SLZTOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SLZITJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
SLZITOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SLZIJTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZIJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLZIOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SLZIOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
SLZJTIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZJTOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJIOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLZJOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
SLZJOIT,X,O,X,O,X,X,X,O,X,O,X,X,X,O
SLZOTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
SLZOTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SLZOITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
SLZOIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
SLZOJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
SLZOJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
SLOTIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLOTJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOTJZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOTZIJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O
SLOTZJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SLOITJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOITZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLOIJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
SLOIZTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,O
SLOIZJT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
SLOJTIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOJTZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
SLOJZTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X,O,X,X,X,O
SLOZTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
SLOZTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SLOZITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
SLOZIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
SLOZJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
SJTILZO,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SJTILOZ,X,X,X,X,O,O,O,X,O,O,X,O,X,X
SJTIZLO,X,X,X,O,O,O,X,O,O,X,X,X,X,X
SJTIZOL,X,X,X,X,O,O,X,O,O,X,O,O,X,X
SJTIOLZ,X,X,O,X,O,O,X,X,O,X,X,O,X,X
SJTIOZL,X,X,X,X,O,O,X,X,O,X,X,O,X,X
SJTLIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,O,O,X,X,O,X,O,X,X
SJTLZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SJTLZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SJTLOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SJTZILO,X,X,X,O,O,O,X,O,O,X,X,X,X,X
SJTZIOL,X,X,O,X,O,O,X,O,O,X,O,O,X,X
SJTZLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SJTZLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SJTZOIL,X,X,O,X,X,X,X,O,X,X,O,O,X,X
