sequence,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFWnBxiB6tBXlBlr?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MexAJvhFTjBSqB/rBFnBGt?B0sB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBGjB8rBznBRq?BSyB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBCjB8rBToBRq?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFGjBzmBqsB/tBRq?BlrB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBWoB8rB6tBRq?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBSoB8rBusBRq?BTtB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFliB5oBzlBetBXl?BCsB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nBOtBXlB6t?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFCiBxnBXlBToBlr?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nB6tBXlBOt?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFfoB6oBzmBRqBWy?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFxiBzlBGoBXlBCs?BVyB
LSZTJOI,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LSZTOJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZITOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZIJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZJIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZOTJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZOIJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZOJTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LSOTJZI,X,O,O,X,X,X,X,X,X,X,X,X,O
LSOTZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,X,X,X,X,X,X,X,X,O
LSOITJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOIZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOJTZI,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOJITZ,X,O,O,X,O,X,X,O,X,X,X,X,X
LSOJIZT,X,O,O,X,O,X,X,O,X,X,X,X,X
LSOJZTI,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOJZIT,X,O,O,X,O,X,X,O,X,X,X,X,X
LSOZTIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOZTJI,X,X,O,X,X,X,X,X,X,X,X,X,O
LSOZITJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOZIJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOZJTI,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOZJIT,X,X,O,X,O,X,X,O,X,X,X,X,X
LZTIJSO,O,X,O,X,X,X,X,X,X,O,X,X,X
LZTIJOS,O,X,O,X,X,X,X,X,O,O,O,X,X
LZTISJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LZTISOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LZTIOJS,O,X,O,X,X,X,X,X,O,O,O,X,X
LZTIOSJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LZTJISO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZTJIOS,O,X,O,X,X,X,X,X,O,O,O,X,O
LZTJSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZTJSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,O,O,O,X,O
LZTJOSI,O,X,O,O,X,X,X,X,X,X,X,X,O
LZTSIJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LZTSIOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LZTSJIO,O,X,O,O,O,X,X,X,X,O,X,X,X
LZTSJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,O,X,X,X,O,X,X,X,O,X,X
LZTSOJI,X,X,O,X,X,O,O,X,X,X,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X,O,O,O,X,O
LZTOISJ,O,X,O,X,X,X,O,X,X,O,O,X,X
LZTOJIS,O,X,O,X,X,X,X,X,O,O,O,X,O
LZTOJSI,O,X,O,X,X,O,O,X,X,X,X,X,O
LZTOSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LZTOSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LZITJSO,O,X,O,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,O,X,X,X,X,X,O,X,O,X,X
LZITSJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LZITSOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZITOJS,O,X,O,X,X,X,X,X,O,X,O,X,X
LZITOSJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZIJTSO,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIJTOS,X,X,O,X,X,X,X,X,O,X,O,X,X
LZIJSTO,X,O,O,X,O,X,X,X,X,X,X,O,X
LZIJSOT,X,O,O,X,O,X,X,X,X,X,X,O,X
LZIJOTS,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIJOST,X,O,O,X,O,X,X,X,X,X,X,O,X
LZISTJO,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISTOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZISJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISJOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZISOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOTJS,X,X,O,X,X,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZIOJTS,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,O,X,X,X,X,X,X,O,X
LZIOSTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOSJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZJTISO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZJTIOS,O,X,O,X,X,X,X,O,O,O,O,X,X
LZJTSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZJTSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LZJTOIS,O,X,O,O,X,X,X,O,O,O,O,X,X
LZJTOSI,O,X,O,O,X,X,X,O,X,X,X,X,X
LZJITSO,X,X,O,O,X,X,X,X,X,O,X,X,X
LZJITOS,X,X,O,X,X,X,X,O,O,O,O,X,X
LZJISTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LZJISOT,X,O,O,X,O,X,X,X,X,O,X,O,X
LZJIOTS,X,X,O,X,X,X,X,O,X,O,X,X,X
LZJIOST,X,O,O,X,O,X,X,O,X,O,X,O,X
LZJSTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LZJSTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJSITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LZJSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LZJSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJSOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
LZJOTIS,X,X,O,O,X,X,X,O,X,X,X,X,X
LZJOTSI,X,X,O,O,X,X,X,O,X,X,X,X,X
LZJOITS,X,X,O,O,X,X,X,O,X,X,X,X,X
LZJOIST,X,O,O,O,X,X,X,O,X,X,X,X,X
LZJOSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LZJOSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LZSTIJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSTIOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZSTJIO,O,O,O,O,O,X,X,X,X,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZSTOIJ,X,X,O,X,X,X,O,X,X,X,O,X,X
LZSTOJI,X,X,O,X,X,O,O,X,X,X,X,X,X
LZSITJO,X,O,O,X,O,X,X,X,X,X,X,X,X
LZSITOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZSIJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LZSIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZSIOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZSJTIO,X,O,O,O,O,X,X,X,X,X,X,X,X
LZSJTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZSJITO,X,O,O,O,O,X,X,X,X,X,X,X,X
LZSJIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSJOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,X,O,O,O,O,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LZSOTJI,X,X,O,X,X,O,O,X,X,X,X,X,X
LZSOITJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LZSOIJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZSOJTI,X,X,O,X,X,O,O,X,X,X,X,X,X
LZSOJIT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOTIJS,O,X,O,X,X,X,X,X,X,X,O,X,O
LZOTISJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LZOTJIS,O,X,O,X,X,X,X,O,X,X,O,X,O
LZOTJSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LZOTSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LZOTSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LZOITJS,O,X,O,X,X,X,X,X,X,X,O,X,O
LZOITSJ,O,X,O,X,O,X,O,X,X,X,O,X,X
LZOIJTS,O,X,O,X,X,X,X,O,X,X,X,X,X
LZOIJST,O,X,O,X,O,X,X,O,X,X,X,X,X
LZOISTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LZOISJT,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,X,X,O,X,X,X,X,O
LZOJTSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LZOJITS,O,X,O,X,X,X,X,O,X,X,X,X,X
LZOJIST,O,X,O,X,X,X,X,O,X,X,X,X,X
LZOJSTI,O,X,O,X,X,O,O,O,X,X,X,X,X
LZOJSIT,O,X,O,X,X,X,X,O,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LZOSTJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LZOSITJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LZOSIJT,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOSJTI,O,X,O,X,X,O,O,O,X,X,X,X,X
LZOSJIT,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LOTIJZS,O,X,O,X,X,O,O,X,X,X,O,X,O
LOTISJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTISZJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOTIZJS,O,X,O,X,X,O,O,X,X,X,O,X,O
LOTIZSJ,O,X,O,X,X,O,O,X,X,X,O,X,X
LOTJISZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LOTJIZS,O,X,O,X,X,O,O,O,X,X,O,X,O
LOTJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LOTJSZI,O,X,O,X,X,X,X,O,X,X,X,X,O
LOTJZIS,O,X,O,X,X,X,X,O,X,X,O,X,O
LOTJZSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOTSIJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LOTSJZI,O,X,O,X,X,X,X,X,X,X,X,X,O
LOTSZIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOTSZJI,O,X,O,X,X,X,O,X,X,X,X,X,O
LOTZIJS,O,X,O,X,X,X,O,X,X,X,O,X,O
LOTZISJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOTZJIS,O,X,O,X,X,X,X,O,X,X,O,X,O
LOTZJSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOTZSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOTZSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LOITJSZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LOITJZS,O,X,O,X,X,O,O,X,X,X,O,X,O
LOITSJZ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,X,O,X,O,X,O,X,X,X,O,X,X
LOITZJS,O,X,O,X,X,O,O,X,X,X,O,X,O
LOITZSJ,O,X,O,X,O,O,O,X,X,X,O,X,X
LOIJTSZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOIJTZS,O,X,O,X,X,O,O,O,X,X,X,X,X
LOIJSTZ,O,O,O,X,O,X,X,O,X,X,X,X,X
LOIJSZT,O,O,O,X,O,X,X,O,X,X,X,X,X
LOIJZTS,O,X,O,X,X,O,O,O,X,X,X,X,X
LOIJZST,O,O,O,X,O,O,O,O,X,X,X,X,X
LOISTJZ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LOISJTZ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOISZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOISZJT,O,X,O,X,O,X,O,X,X,X,X,X,X
LOIZTJS,O,X,O,X,X,O,O,X,X,X,O,X,O
LOIZTSJ,O,X,O,X,O,O,O,X,X,X,O,X,X
LOIZJTS,O,X,O,X,X,O,O,O,X,X,X,X,X
LOIZJST,O,X,O,X,O,O,O,O,X,X,X,X,X
LOIZSTJ,X,X,O,X,O,O,O,X,X,X,X,X,X
LOIZSJT,O,X,O,X,O,O,O,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,X,O,X,X,X,X,O
LOJTIZS,O,X,O,X,X,O,O,O,X,X,X,X,O
LOJTSIZ,O,O,O,X,X,X,X,O,X,X,X,X,O
LOJTSZI,O,O,O,X,X,X,X,O,X,X,X,X,O
LOJTZIS,O,X,O,X,X,X,X,O,X,X,X,X,O
LOJTZSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOJITSZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJITZS,O,X,O,X,X,O,O,O,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJIZTS,O,X,O,X,X,O,O,O,X,X,X,X,X
LOJIZST,O,O,O,X,X,O,O,O,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJSTZI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X,O,X,X,X,X,O
LOJZTSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOJZITS,O,X,O,X,X,X,X,O,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,X,O,X,X,X,X,X
LOJZSTI,O,O,O,X,X,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSTIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O
LOSTJZI,O,O,O,X,X,X,X,X,X,X,X,X,O
LOSTZIJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LOSTZJI,O,X,O,X,X,X,O,X,X,X,X,X,O
LOSITJZ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSITZJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LOSIJTZ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSIJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOSIZJT,O,X,O,X,O,X,O,X,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSJITZ,O,O,O,X,O,X,X,O,X,X,X,X,X
LOSJIZT,O,O,O,X,O,X,X,O,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSJZIT,O,O,O,X,O,X,X,O,X,X,X,X,X
LOSZTIJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LOSZTJI,O,X,O,X,X,X,O,X,X,X,X,X,O
LOSZITJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOSZIJT,O,X,O,X,O,X,X,X,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,O,O,X,X,X,X,X
LOSZJIT,O,X,O,X,O,X,X,O,X,X,X,X,X
LOZTIJS,O,X,O,X,X,X,O,X,X,X,O,X,O
LOZTISJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOZTJIS,O,X,O,X,X,X,X,O,X,X,O,X,O
LOZTJSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOZTSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LOZTSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LOZITJS,O,X,O,X,X,X,O,X,X,X,O,X,O
LOZITSJ,O,X,O,X,O,X,O,X,X,X,O,X,X
LOZIJTS,O,X,O,X,X,X,O,O,X,X,X,X,X
LOZIJST,O,X,O,X,O,X,O,O,X,X,X,X,X
LOZISTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOZISJT,O,X,O,X,O,X,O,X,X,X,X,X,X
LOZJTIS,O,X,O,X,X,X,X,O,X,X,X,X,O
LOZJTSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LOZJITS,O,X,O,X,X,X,X,O,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,X,O,X,X,X,X,X
LOZJSTI,O,X,O,X,X,O,O,O,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X,O,X,X,X,X,X
LOZSTIJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LOZSTJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LOZSITJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOZSIJT,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZSJTI,O,X,O,X,X,O,O,O,X,X,X,X,X
LOZSJIT,O,X,O,X,O,X,X,O,X,X,X,X,X
JTILSZO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTILSOZ,X,O,O,X,X,X,X,O,X,X,X,X,X
JTILZSO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTILZOS,O,X,O,O,X,X,X,O,O,O,O,X,X
JTILOSZ,X,O,O,O,X,X,X,O,X,X,X,X,O
JTILOZS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTISLZO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTISLOZ,X,X,X,X,X,X,X,X,X,X,X,O,X
JTISZLO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTISZOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JTISOLZ,X,X,X,O,X,X,X,O,X,X,X,O,O
JTISOZL,X,X,X,O,X,X,X,O,O,X,X,O,O
JTIZLSO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTIZLOS,O,X,O,O,X,X,X,X,O,O,O,X,X
JTIZSLO,X,X,O,O,X,X,X,X,X,O,X,O,X
JTIZSOL,X,X,X,O,X,O,O,X,O,X,X,O,X
JTIZOLS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTIZOSL,X,X,X,O,X,O,O,O,O,X,X,O,O
JTIOLSZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JTIOLZS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTIOSLZ,X,X,X,O,X,X,X,O,X,X,X,O,O
JTIOSZL,X,X,X,O,X,O,X,O,O,X,X,O,O
JTIOZLS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTIOZSL,X,X,X,O,X,O,O,O,O,X,X,O,O
JTLISZO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLISOZ,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLIZSO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLIZOS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLIOSZ,X,O,O,O,X,X,X,O,X,X,X,X,O
JTLIOZS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLSIZO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLSIOZ,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLSZIO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLSZOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLSOZI,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLZISO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLZIOS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLZSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLZSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTLZOIS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLZOSI,O,X,O,O,X,X,X,O,X,X,X,X,O
JTLOISZ,O,O,O,O,X,X,X,O,X,X,X,X,O
JTLOIZS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLOSIZ,O,O,O,O,X,X,X,O,X,X,X,X,O
JTLOSZI,O,O,O,O,X,X,X,O,X,X,X,X,O
JTLOZIS,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLOZSI,O,X,O,O,X,X,X,O,X,X,X,X,O
JTSILZO,X,O,X,O,X,X,X,X,X,O,X,O,X
JTSILOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
JTSIZLO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTSIZOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JTSIOLZ,X,O,X,O,X,X,X,O,X,X,X,O,O
JTSIOZL,X,X,X,O,X,X,X,O,O,X,X,O,O
JTSLIZO,O,O,X,O,X,X,X,X,X,O,X,O,X
JTSLIOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
JTSLZIO,O,O,X,O,X,X,X,X,X,O,X,O,X
JTSLZOI,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSLOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTSZIOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JTSZLIO,O,O,X,O,X,X,X,X,X,O,X,O,X
JTSZLOI,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSZOIL,X,X,X,O,X,X,X,X,O,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X,O,X,X,X,X,O
JTSOIZL,X,X,X,O,X,X,X,O,O,X,X,X,O
JTSOLIZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JTSOLZI,O,O,X,O,X,X,X,O,X,X,X,X,O
JTSOZIL,X,X,X,O,X,X,X,O,O,X,X,X,O
JTSOZLI,O,O,X,O,X,X,X,X,X,X,X,X,O
JTZILSO,O,X,X,O,X,X,X,X,X,O,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,O,O,O,X,X
JTZISLO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTZISOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JTZIOLS,O,X,X,O,X,X,X,O,O,O,O,X,O
JTZIOSL,X,X,X,O,X,X,X,O,O,X,X,O,O
JTZLISO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,O,O,O,X,X
JTZLSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTZLSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZLOIS,O,X,O,O,X,X,X,X,O,O,O,X,X
JTZLOSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZSILO,X,X,X,O,X,X,X,X,X,O,X,O,X
JTZSIOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JTZSLIO,O,X,O,O,X,X,X,X,X,O,X,O,X
JTZSLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZSOIL,X,X,X,O,X,O,X,X,O,X,X,X,X
JTZSOLI,O,X,X,O,X,O,O,X,X,X,X,X,X
JTZOILS,O,X,X,O,X,X,X,O,O,O,O,X,O
JTZOISL,X,X,X,O,X,O,X,O,O,X,X,X,O
JTZOLIS,O,X,X,O,X,X,X,O,O,O,O,X,O
JTZOLSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JTZOSIL,X,X,X,O,X,O,X,O,O,X,X,X,O
JTZOSLI,O,X,X,O,X,O,O,X,X,X,X,X,O
JTOILSZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JTOILZS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTOISLZ,X,X,X,O,X,X,X,O,X,X,X,X,O
JTOISZL,X,X,X,O,X,O,X,O,O,X,X,X,O
JTOIZLS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTOIZSL,X,X,X,O,X,O,O,O,O,X,X,X,O
JTOLISZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JTOLIZS,O,X,X,O,X,O,O,O,O,O,O,X,O
JTOLSIZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JTOLSZI,O,O,X,O,X,X,X,O,X,X,X,X,O
JTOLZIS,O,X,X,O,X,X,X,O,O,O,O,X,O
