sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
IZOSLJT,X,X,X,O,X,X,X,X,X,X,X
IZOSJTL,X,O,X,O,X,X,X,X,O,X,X
IZOSJLT,X,O,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,X,X,O,X,X,X,X
IOTLJZS,X,X,X,X,X,X,O,X,X,X,X
IOTLSJZ,X,X,O,X,X,X,O,X,X,X,X
IOTLSZJ,X,X,O,X,X,X,O,X,X,X,X
IOTLZJS,X,X,X,X,X,X,O,X,X,X,X
IOTLZSJ,X,X,O,O,X,X,O,X,X,X,X
IOTJLSZ,X,O,X,X,X,X,O,X,X,X,X
IOTJLZS,X,O,X,X,X,X,O,X,X,X,X
IOTJSLZ,X,O,O,X,X,X,O,X,X,X,X
IOTJSZL,X,O,O,X,X,X,X,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,X,X
IOTJZSL,X,O,X,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,O,X,X,X,O,X,X,X,X
IOTSLZJ,X,X,O,X,X,X,O,X,X,X,X
IOTSJLZ,X,X,O,X,X,X,X,X,X,X,X
IOTSJZL,X,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,O,X,X
IOTSZJL,X,X,O,X,X,X,X,X,O,X,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,X,X,O,X,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,O,X,X,O,X,X
IOTZSLJ,X,X,X,O,X,X,X,X,O,X,X
IOTZSJL,X,O,O,O,X,X,X,X,O,X,X
IOLTJSZ,X,O,O,X,X,X,O,X,X,X,X
IOLTJZS,X,O,O,X,X,X,O,X,X,X,X
IOLTSJZ,X,X,O,X,X,X,O,X,X,X,X
IOLTSZJ,X,X,O,X,X,X,O,X,X,X,X
IOLTZJS,X,O,X,X,X,X,O,X,X,X,X
IOLTZSJ,X,X,O,O,X,X,O,X,X,X,X
IOLJTSZ,X,O,O,X,O,X,O,X,X,X,X
IOLJTZS,X,O,O,X,X,X,O,X,X,X,X
IOLJSTZ,X,O,O,X,O,X,O,X,X,X,X
IOLJSZT,X,O,X,X,O,X,X,X,X,X,X
IOLJZTS,X,O,O,X,X,X,X,X,X,X,X
IOLJZST,X,O,X,X,O,X,X,X,X,X,X
IOLSTJZ,X,X,O,X,O,X,O,X,X,X,X
IOLSTZJ,X,X,O,O,X,X,O,X,X,X,X
IOLSJTZ,X,X,O,X,O,X,X,X,X,X,X
IOLSJZT,X,X,X,O,O,X,X,X,X,X,X
IOLSZTJ,X,X,X,O,X,X,X,X,O,X,X
IOLSZJT,X,X,X,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,X,O,X,X,X,X
IOLZTSJ,X,X,O,O,X,X,O,X,O,X,X
IOLZJTS,X,O,O,X,X,X,X,X,X,X,X
IOLZJST,X,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,X,O,X,X
IOLZSJT,X,X,X,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,O,X,O,X,X,X,X
IOJTLZS,X,O,O,X,X,X,O,X,X,X,X
IOJTSLZ,X,O,O,X,X,X,O,X,X,X,X
IOJTSZL,X,O,O,X,X,X,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X,X,X,X,X
IOJTZSL,X,O,O,X,X,X,X,X,X,X,X
IOJLTSZ,X,O,O,X,O,X,O,X,X,X,X
IOJLTZS,X,O,O,X,X,X,O,X,X,X,X
IOJLSTZ,X,O,O,X,O,X,O,X,X,X,X
IOJLSZT,X,O,X,X,O,X,X,X,X,X,X
IOJLZTS,X,O,O,X,X,X,X,X,X,X,X
IOJLZST,X,O,X,X,O,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,O,O,X,X,X,X
IOJSTZL,X,O,X,X,X,O,X,X,X,X,X
IOJSLTZ,X,O,X,X,O,O,O,X,X,X,X
IOJSLZT,X,O,X,X,O,O,X,X,X,X,X
IOJSZTL,X,O,X,X,X,O,X,X,O,O,X
IOJSZLT,X,O,X,X,X,O,X,X,X,X,X
IOJZTLS,X,O,O,X,X,X,X,X,X,O,X
IOJZTSL,X,O,O,X,X,O,X,X,O,O,X
IOJZLTS,X,O,O,X,X,X,X,X,X,X,X
IOJZLST,X,O,X,X,O,X,X,X,X,X,X
IOJZSTL,X,O,O,X,X,O,X,X,O,O,X
IOJZSLT,X,O,X,X,X,O,X,X,X,X,X
IOSTLJZ,X,X,X,X,X,O,X,X,X,X,X
IOSTLZJ,X,X,X,O,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,O,X,X,X,X,X
IOSTJZL,X,X,X,X,X,O,X,X,X,X,X
IOSTZLJ,X,X,X,O,X,X,X,X,O,X,X
IOSTZJL,X,X,X,O,X,X,X,X,O,X,X
IOSLTJZ,X,X,X,X,X,O,X,X,X,X,X
IOSLTZJ,X,X,X,O,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,O,X,X,X,X,X
IOSLJZT,X,X,X,O,X,O,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,X,X,X,O,X,X
IOSLZJT,X,X,X,O,X,O,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,O,X,X,X,X,X
IOSJTZL,X,O,X,X,X,O,X,X,X,X,X
IOSJLTZ,X,O,X,X,X,O,X,X,X,X,X
IOSJLZT,X,O,X,O,X,O,X,X,X,X,X
IOSJZTL,X,O,X,O,X,O,X,X,O,O,X
IOSJZLT,X,O,X,O,X,O,X,X,X,X,X
IOSZTLJ,X,X,X,O,X,X,X,X,O,X,X
IOSZTJL,X,O,X,O,X,X,X,X,O,X,X
IOSZLTJ,X,X,X,O,X,X,X,X,O,X,X
IOSZLJT,X,X,X,O,X,O,X,X,X,X,X
IOSZJTL,X,O,X,O,X,O,X,X,O,X,X
IOSZJLT,X,O,X,O,X,O,X,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,X,O,X,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,O,X,X,O,X,X
IOZTSLJ,X,X,X,O,X,X,X,X,O,X,X
IOZTSJL,X,O,X,O,X,X,X,X,O,X,X
IOZLTJS,X,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,X,O,X,X
IOZLJTS,X,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,O,X,X
IOZLSJT,X,X,X,O,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,X,X,O,X,X,O,X,X
IOZJLTS,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,X,X,O,X,X,O,X,X
IOZJSLT,X,O,X,X,X,O,X,X,X,X,X
IOZSTLJ,X,X,X,O,X,X,X,X,O,X,X
IOZSTJL,X,O,X,O,X,X,X,X,O,X,X
IOZSLTJ,X,X,X,O,X,X,X,X,O,X,X
IOZSLJT,X,X,X,O,X,X,X,X,X,X,X
IOZSJTL,X,O,X,O,X,X,X,X,O,X,X
IOZSJLT,X,O,X,O,X,X,X,X,X,X,X
LTIJSZO,O,O,O,X,O,X,X,O,X,X,X
LTIJSOZ,O,O,O,X,O,X,O,O,X,X,O
LTIJZSO,O,O,O,O,X,X,X,O,X,X,X
LTIJZOS,O,O,O,X,X,X,X,O,X,X,X
LTIJOSZ,O,O,O,X,O,X,X,O,X,X,O
LTIJOZS,O,O,O,X,X,X,X,O,X,X,O
LTISJZO,O,X,O,X,O,X,X,X,X,X,X
LTISJOZ,O,X,O,X,O,X,O,X,X,X,X
LTISZJO,O,X,X,O,O,X,X,X,X,X,X
LTISZOJ,O,X,O,O,X,X,X,X,X,X,X
LTISOJZ,O,X,O,X,O,X,O,X,X,X,X
LTISOZJ,O,X,O,O,X,X,O,X,X,X,X
LTIZJSO,O,O,X,O,X,X,X,X,X,X,X
LTIZJOS,O,O,X,X,X,X,X,X,X,X,X
LTIZSJO,O,X,X,O,X,X,X,X,X,X,X
LTIZSOJ,O,X,O,O,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,O,O,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,X,X,O,X,X,X
LTIOJZS,O,X,O,X,X,X,X,O,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,O,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,O,X,X,X,X,X,X,X
LTJISZO,O,O,O,X,O,X,X,O,X,X,X
LTJISOZ,O,O,O,X,O,X,O,O,X,X,O
LTJIZSO,O,O,O,O,X,X,X,O,X,X,X
LTJIZOS,O,O,O,X,X,X,X,O,X,X,X
LTJIOSZ,O,O,O,X,O,X,X,O,X,X,O
LTJIOZS,O,O,O,X,X,X,X,O,X,X,O
LTJSIZO,O,O,O,X,O,X,X,O,X,X,X
LTJSIOZ,O,O,O,X,O,X,O,O,X,X,O
LTJSZIO,O,O,O,X,O,X,X,O,X,X,X
LTJSZOI,O,O,O,X,O,X,O,O,X,X,O
LTJSOIZ,O,O,O,X,O,X,O,O,X,X,O
LTJSOZI,O,O,O,X,O,X,O,O,X,X,O
LTJZISO,O,O,O,O,X,X,X,O,X,X,X
LTJZIOS,O,O,O,X,X,X,X,O,X,X,X
LTJZSIO,O,O,O,X,X,X,X,O,X,X,X
LTJZSOI,O,O,O,X,X,X,O,O,X,X,O
LTJZOIS,O,O,O,X,X,X,X,O,X,X,O
LTJZOSI,O,O,O,X,X,X,X,O,X,X,O
LTJOISZ,O,O,O,X,O,X,O,O,X,X,O
LTJOIZS,O,O,O,X,X,X,O,O,X,X,O
LTJOSIZ,O,O,O,X,O,X,O,O,X,X,O
LTJOSZI,O,O,O,X,O,X,O,O,X,X,O
LTJOZIS,O,O,O,X,X,X,O,O,X,X,O
LTJOZSI,O,O,O,X,X,X,O,O,X,X,O
LTSIJZO,O,X,O,X,O,X,X,X,X,X,X
LTSIJOZ,O,X,O,X,O,X,O,X,X,X,X
LTSIZJO,O,X,X,O,O,X,X,X,X,X,X
LTSIZOJ,O,X,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,X,O,X,O,X,X,X,X
LTSIOZJ,O,X,O,O,X,X,O,X,X,X,X
LTSJIZO,O,O,O,X,O,X,X,O,X,X,X
LTSJIOZ,O,O,O,X,O,X,O,O,X,X,O
LTSJZIO,O,O,O,X,O,X,X,O,X,X,X
LTSJZOI,O,O,O,X,O,X,O,O,X,X,O
LTSJOIZ,O,O,O,X,O,X,O,O,X,X,O
LTSJOZI,O,O,O,X,O,X,O,O,X,X,O
LTSZIJO,O,X,X,O,O,X,X,X,X,X,X
LTSZIOJ,O,X,O,O,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,O,X,X,X,X,X,X
LTSZJOI,O,O,O,O,O,X,O,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,O,X,X,X,X
LTSZOJI,O,X,O,O,X,X,O,X,X,X,X
LTSOIJZ,O,X,O,X,O,X,O,X,X,X,X
LTSOIZJ,O,X,O,O,X,X,O,X,X,X,X
LTSOJIZ,O,X,O,X,O,X,O,O,X,X,X
LTSOJZI,O,X,O,X,O,X,O,O,X,X,X
LTSOZIJ,O,X,O,O,X,X,O,X,X,X,X
LTSOZJI,O,X,O,O,X,X,O,X,X,X,X
LTZIJSO,O,O,X,O,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,X,X,X,X,X,X,X
LTZISJO,O,X,X,O,X,X,X,X,X,X,X
LTZISOJ,O,X,O,O,X,X,X,X,X,X,X
LTZIOJS,O,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,O,O,X,X,X,X,O,X,X
LTZJISO,O,O,O,O,X,X,X,O,X,X,X
LTZJIOS,O,O,O,X,X,X,X,O,X,X,X
LTZJSIO,O,O,O,X,X,O,X,O,X,X,X
LTZJSOI,O,O,O,X,X,O,O,O,X,X,O
LTZJOIS,O,O,O,X,X,X,X,O,X,X,O
LTZJOSI,O,O,O,X,X,O,X,O,X,X,O
LTZSIJO,O,X,X,O,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,O,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,X,X,X,O,X,X,X,X
LTZSOIJ,O,X,O,X,X,X,O,X,X,X,X
LTZSOJI,O,X,O,X,X,X,O,X,X,X,X
LTZOIJS,O,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,O,O,X,X,X,X,O,X,X
LTZOJIS,O,O,O,X,X,X,X,O,X,X,X
LTZOJSI,O,O,O,X,X,O,X,O,X,X,X
LTZOSIJ,O,X,O,X,X,X,X,X,O,X,X
LTZOSJI,O,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,X,O,O,X,X,X
LTOIJZS,O,O,O,X,X,X,O,O,X,X,X
LTOISJZ,O,X,O,X,X,X,O,X,X,X,X
LTOISZJ,O,X,O,X,X,X,O,X,X,X,X
LTOIZJS,O,O,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,O,O,X,X,O,X,X,X,X
LTOJISZ,O,O,O,X,X,X,O,O,X,X,O
LTOJIZS,O,O,O,X,X,X,O,O,X,X,O
LTOJSIZ,O,O,O,X,X,X,O,O,X,X,O
LTOJSZI,O,O,O,X,X,X,O,O,X,X,O
LTOJZIS,O,O,O,X,X,X,O,O,X,X,O
LTOJZSI,O,O,O,X,X,X,O,O,X,X,O
LTOSIJZ,O,X,O,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,O,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,O,O,X,X,X
LTOSJZI,O,O,O,X,X,X,O,O,X,X,X
LTOSZIJ,O,X,O,X,X,X,O,X,O,X,X
LTOSZJI,O,O,O,X,X,X,O,X,X,X,X
LTOZIJS,O,O,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,O,O,X,X,O,X,O,X,X
LTOZJIS,O,O,O,X,X,X,O,O,X,X,X
LTOZJSI,O,O,O,X,X,O,O,O,X,X,X
LTOZSIJ,O,X,O,X,X,X,O,X,O,X,X
LTOZSJI,O,O,O,X,X,X,O,X,X,X,X
LITJSZO,O,O,O,X,O,X,X,X,X,X,X
LITJSOZ,O,O,O,X,O,X,O,X,X,X,O
LITJZSO,O,O,O,O,X,X,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,X,X,X,X
LITJOSZ,O,O,O,X,O,X,X,X,X,X,O
LITJOZS,O,O,O,X,X,X,X,X,X,X,O
LITSJZO,O,X,O,X,O,X,X,X,X,X,X
LITSJOZ,O,X,O,X,O,X,O,X,X,X,X
LITSZJO,O,X,X,O,O,X,X,X,X,X,X
LITSZOJ,O,X,O,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,X,O,X,O,X,X,X,X
LITSOZJ,O,X,O,O,X,X,O,X,X,X,X
LITZJSO,O,O,X,O,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,X,X,X,X,X,X,X
LITZSJO,O,X,X,O,X,X,X,X,X,X,X
LITZSOJ,O,X,O,O,X,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,O,O,X,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,X,O,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,X,X,X,X,X,X,X,X
LITOSZJ,O,X,O,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,O,O,X,X,X,X,X,X,X
LIJTSZO,O,O,O,X,O,X,X,X,X,X,X
LIJTSOZ,O,O,O,X,O,X,O,X,X,X,O
LIJTZSO,O,O,O,O,X,X,X,X,X,X,X
LIJTZOS,O,O,O,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,O,X,O,X,X,X,X,X,O
LIJTOZS,O,O,O,X,X,X,X,X,X,X,O
LIJSTZO,X,O,O,X,O,X,X,X,X,X,X
LIJSTOZ,X,O,O,X,O,X,O,X,X,X,O
LIJSZTO,X,O,O,O,O,X,X,X,X,X,X
LIJSZOT,X,O,X,O,O,X,X,X,X,X,X
LIJSOTZ,X,O,O,X,O,X,X,X,X,X,X
LIJSOZT,X,O,X,O,O,X,X,X,X,X,X
LIJZTSO,O,O,O,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X,X
LIJZSTO,O,O,O,O,O,X,X,X,X,X,X
LIJZSOT,O,O,X,O,O,X,X,X,X,X,X
LIJZOTS,O,O,O,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,O,X,X,X,X,X,X
LIJOTSZ,O,O,O,X,O,X,X,X,X,X,X
LIJOTZS,O,O,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,X,O,X,X,X,X,X,X
LIJOSZT,X,O,X,X,O,X,X,X,X,X,X
LIJOZTS,O,O,O,X,X,X,X,X,X,X,X
LIJOZST,O,O,X,X,O,X,X,X,X,X,X
LISTJZO,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,X,X,X,O,O,X,X,X,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,O,X,X,X,X,X,X
LISTOZJ,X,X,O,O,X,X,X,X,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,X
LISJTOZ,X,X,O,X,O,X,X,X,X,X,X
LISJZTO,X,X,O,O,O,X,X,X,X,X,X
LISJZOT,X,X,X,O,O,X,X,X,X,X,X
LISJOTZ,X,X,O,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,O,O,X,X,X,X,X,X
LISZTJO,X,X,X,O,O,X,X,X,X,X,X
LISZTOJ,X,X,X,O,X,X,X,X,X,X,X
LISZJTO,X,X,X,O,O,X,X,X,X,X,X
LISZJOT,X,X,X,O,O,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,O,X,X,X,X,X,X
LISOTZJ,X,X,O,O,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,O,X,X,X,X,X,X
LISOJZT,X,X,X,O,O,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,X,X,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,O,X,O,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,X,O,O,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,O,O,X,X,X,X,O,X,X
LIZJTSO,O,O,O,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,O,O,O,X,X,X,X,X,X
LIZJSOT,O,O,X,O,O,X,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,X,X,X,X
LIZSTJO,X,X,X,O,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X,X,X
LIZSJTO,O,X,X,O,O,X,X,X,X,X,X
LIZSJOT,O,X,X,O,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,O,X,X,X,X,O,X,X
LIZOJTS,O,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,X,O,X,X
LIZOSJT,O,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,O,X,X,X,X,X,X
LIOJTZS,O,O,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X,X,X,X
LIOJSZT,X,O,X,X,O,X,X,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,X,X,X,X
LIOJZST,O,O,X,X,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,X,X,X,X,X
LIOSTZJ,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,O,X,X,X,X,X,X
LIOSJZT,X,X,X,O,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,X,O,X,X
LIOSZJT,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,O,X,X,X,X,O,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,O,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,O,X,X,O,X,X,X
LJTISOZ,O,O,O,X,O,X,O,O,X,X,O
LJTIZSO,O,O,O,O,X,X,X,O,X,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X,X
LJTIOSZ,O,O,O,X,O,X,X,O,X,X,O
LJTIOZS,O,O,O,X,X,X,X,O,X,X,O
LJTSIZO,O,O,O,X,O,X,X,O,X,X,X
LJTSIOZ,O,O,O,X,O,X,O,O,X,X,O
LJTSZIO,O,O,O,X,O,X,X,O,X,X,X
LJTSZOI,O,O,O,X,O,X,O,O,X,X,O
LJTSOIZ,O,O,O,X,O,X,O,O,X,X,O
LJTSOZI,O,O,O,X,O,X,O,O,X,X,O
LJTZISO,O,O,O,O,X,X,X,O,X,X,X
LJTZIOS,O,O,O,X,X,X,X,O,X,X,X
LJTZSIO,O,O,O,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,X,X,X,O,O,X,X,O
LJTZOIS,O,O,O,X,X,X,X,O,X,X,O
LJTZOSI,O,O,O,X,X,X,X,O,X,X,O
LJTOISZ,O,O,O,X,O,X,O,O,X,X,O
LJTOIZS,O,O,O,X,X,X,O,O,X,X,O
LJTOSIZ,O,O,O,X,O,X,O,O,X,X,O
LJTOSZI,O,O,O,X,O,X,O,O,X,X,O
LJTOZIS,O,O,O,X,X,X,O,O,X,X,O
LJTOZSI,O,O,O,X,X,X,O,O,X,X,O
LJITSZO,O,O,O,X,O,X,X,O,X,X,X
LJITSOZ,O,O,O,X,O,X,O,O,X,X,O
LJITZSO,O,O,O,O,X,X,X,O,X,X,X
LJITZOS,O,O,O,X,X,X,X,O,X,X,X
LJITOSZ,O,O,O,X,O,X,X,O,X,X,O
LJITOZS,O,O,O,X,X,X,X,O,X,X,O
LJISTZO,X,O,O,X,O,X,X,X,X,X,X
LJISTOZ,X,O,O,X,O,X,O,X,X,X,O
LJISZTO,X,O,O,O,O,X,X,X,X,X,X
LJISZOT,X,O,X,O,O,X,X,X,X,X,X
LJISOTZ,X,O,O,X,O,X,X,X,X,X,X
LJISOZT,X,O,X,O,O,X,X,X,X,X,X
LJIZTSO,O,O,O,O,X,X,X,O,X,O,X
LJIZTOS,O,O,O,X,X,X,X,O,X,O,X
LJIZSTO,O,O,O,O,O,X,X,O,X,X,X
LJIZSOT,O,O,X,O,O,X,X,X,X,X,X
LJIZOTS,O,O,O,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,O,X,X,X,X,X,X
LJIOTSZ,O,O,O,X,O,X,X,X,X,X,X
LJIOTZS,O,O,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,O,X,X,X,X,X,X
LJIOSZT,X,O,X,X,O,X,X,X,X,X,X
LJIOZTS,O,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,X,O,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,O,X,X,X,X,X
LJSTIOZ,O,O,O,X,O,X,O,X,X,X,O
LJSTZIO,O,O,O,X,O,O,X,X,X,X,X
LJSTZOI,O,O,O,X,O,O,O,X,X,X,O
LJSTOIZ,O,O,O,X,O,X,O,X,X,X,O
LJSTOZI,O,O,O,X,O,X,O,X,X,X,O
LJSITZO,O,O,O,X,O,O,X,X,X,X,X
LJSITOZ,O,O,O,X,O,X,O,X,X,X,O
LJSIZTO,O,O,O,O,O,O,X,X,X,X,X
LJSIZOT,X,O,X,O,O,O,X,X,X,X,X
LJSIOTZ,X,O,O,X,O,X,X,X,X,X,X
LJSIOZT,X,O,X,O,O,O,X,X,X,X,X
LJSZTIO,O,O,O,O,O,O,X,X,X,X,X
LJSZTOI,O,O,O,O,O,O,O,X,X,X,O
LJSZITO,O,O,O,O,O,O,X,X,X,X,X
LJSZIOT,O,O,X,O,O,O,X,X,X,X,X
LJSZOTI,O,O,X,O,O,O,X,X,X,X,X
LJSZOIT,O,O,X,O,O,O,X,X,X,X,X
LJSOTIZ,O,O,O,X,O,O,O,X,X,X,O
LJSOTZI,O,O,O,X,O,O,O,X,X,X,O
LJSOITZ,X,O,O,X,O,O,O,X,X,X,X
LJSOIZT,X,O,X,O,O,O,X,X,X,X,X
LJSOZTI,O,O,X,O,O,O,O,X,X,X,X
LJSOZIT,O,O,X,O,O,O,X,X,X,X,X
LJZTISO,O,O,O,O,X,X,X,O,X,O,X
LJZTIOS,O,O,O,X,X,X,X,O,X,O,X
LJZTSIO,O,O,O,X,X,O,X,O,X,O,X
LJZTSOI,O,O,O,X,X,O,O,O,X,O,O
LJZTOIS,O,O,O,X,X,X,X,O,X,O,O
LJZTOSI,O,O,O,X,X,O,X,O,X,O,O
LJZITSO,O,O,O,O,X,X,X,O,X,O,X
LJZITOS,O,O,O,X,X,X,X,O,X,O,X
LJZISTO,O,O,O,O,O,X,X,O,X,X,X
LJZISOT,O,O,X,O,O,X,X,X,X,X,X
LJZIOTS,O,O,O,X,X,X,X,X,X,X,X
