sequence,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFRhBGjB3mBznB0q?BiqB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhFmhBCjBTmBXoB0q?BFqB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhF3gBzhBunBcoBxq?ByvB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhF8mBqnBTjBFlB3q?BOrB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFymBGjBznBxqBcq?BXrB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFqnBTjBRmBllB3m?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFSoBRmBllB3mBzn?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFxhBTjBKqBGmB0n?BfrB,v115@HhA8IeB8DeA8BeC8CeE8JeUBJvhFFlBxnBCnBXoBzq?BmpB
JSLITOZ,O,O,X,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,X,O,X,X
JSLIZOT,X,O,X,X,X,O,O,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,X
JSLIOZT,X,O,X,X,X,O,X,X,X
JSLZTIO,O,O,X,O,X,X,X,X,X
JSLZTOI,X,X,X,O,X,X,X,O,X
JSLZITO,O,O,X,X,X,X,O,X,X
JSLZIOT,X,O,X,X,X,O,O,X,X
JSLZOTI,X,O,X,O,X,X,X,O,X
JSLZOIT,X,O,X,X,X,O,X,X,X
JSLOTIZ,X,O,X,O,X,X,X,X,X
JSLOTZI,X,O,X,O,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X,X
JSLOIZT,X,O,X,X,X,O,X,X,X
JSLOZTI,X,O,X,O,X,X,X,X,X
JSLOZIT,X,O,X,X,X,O,X,X,X
JSZTILO,O,O,X,O,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,X,O,X,X,X,X,X
JSZTLOI,X,X,X,O,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,O,X,X
JSZILOT,X,O,X,X,X,O,O,X,X
JSZIOTL,O,O,X,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,O,X,X,X
JSZLTIO,O,O,X,O,X,X,X,X,X
JSZLTOI,X,X,X,O,X,X,X,O,X
JSZLITO,O,O,X,X,X,X,O,X,X
JSZLIOT,X,O,X,X,X,O,O,X,X
JSZLOTI,X,O,X,O,X,X,X,O,X
JSZLOIT,X,O,X,X,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,O,X,X,X
JSZOLTI,O,O,X,X,X,X,X,O,X
JSZOLIT,O,O,X,X,X,O,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,O,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,O,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,O,X,X,X
JSOLZTI,O,O,X,O,X,X,X,X,X
JSOLZIT,O,O,X,X,X,O,X,X,X
JSOZTIL,O,O,X,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,O,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,O,X,X,X
JZTILSO,X,X,O,X,X,X,O,X,X
JZTILOS,X,X,O,X,X,O,O,X,X
JZTISLO,O,O,O,X,X,X,X,X,X
JZTISOL,O,X,O,X,X,X,X,X,X
JZTIOLS,X,X,O,X,X,O,X,X,X
JZTIOSL,X,X,O,X,X,X,X,X,X
JZTLISO,X,X,O,X,X,X,O,X,X
JZTLIOS,X,X,O,X,X,O,O,O,X
JZTLSIO,O,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,X,X,X,O,X
JZTLOIS,X,X,O,X,X,O,X,O,X
JZTLOSI,X,X,X,X,X,X,X,O,X
JZTSILO,O,O,O,X,X,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X
JZTSLOI,X,X,X,X,X,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X,X,X
JZTSOLI,O,X,X,X,X,X,X,X,X
JZTOILS,X,X,O,X,X,O,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X
JZTOLIS,X,X,O,X,X,O,X,O,X
JZTOLSI,O,X,X,X,X,X,X,O,X
JZTOSIL,O,X,O,X,X,X,X,X,X
JZTOSLI,O,X,X,X,X,X,X,X,X
JZITLSO,X,X,O,X,X,X,O,X,X
JZITLOS,X,X,O,X,X,O,O,X,X
JZITSLO,O,O,O,X,X,X,X,X,X
JZITSOL,O,X,O,X,X,X,X,X,X
JZITOLS,X,X,O,X,X,O,X,X,X
JZITOSL,X,X,O,X,X,X,X,X,X
JZILTSO,X,X,O,X,X,X,O,X,X
JZILTOS,X,X,O,X,X,O,O,O,X
JZILSTO,X,O,O,X,X,X,O,X,X
JZILSOT,X,O,O,X,X,O,O,X,X
JZILOTS,X,X,O,X,X,O,O,O,X
JZILOST,X,X,O,X,X,O,O,X,X
JZISTLO,O,O,O,X,X,X,X,X,X
JZISTOL,O,X,O,X,X,X,X,X,X
JZISLTO,O,O,O,X,X,X,O,X,X
JZISLOT,X,O,O,X,X,O,O,X,X
JZISOTL,O,O,O,X,X,X,X,X,X
JZISOLT,X,O,O,X,X,O,X,X,X
JZIOTLS,X,X,O,X,X,O,X,X,X
JZIOTSL,X,O,O,X,X,X,X,X,X
JZIOLTS,X,X,O,X,X,O,O,O,X
JZIOLST,X,O,O,X,X,O,O,X,X
JZIOSTL,X,O,O,X,X,X,X,X,X
JZIOSLT,X,O,O,X,X,O,X,X,X
JZLTISO,X,X,O,X,X,X,O,X,X
JZLTIOS,X,X,O,X,X,O,O,O,X
JZLTSIO,O,X,X,X,X,X,X,X,X
JZLTSOI,X,X,X,X,X,X,X,O,X
JZLTOIS,X,X,O,X,X,O,X,O,X
JZLTOSI,X,X,X,X,X,X,X,O,X
JZLITSO,X,X,O,X,X,X,O,X,X
JZLITOS,X,X,O,X,X,O,O,O,X
JZLISTO,X,O,O,X,X,X,O,X,X
JZLISOT,X,O,O,X,X,O,O,X,X
JZLIOTS,X,X,O,X,X,O,O,O,X
JZLIOST,X,X,O,X,X,O,O,X,X
JZLSTIO,O,O,X,O,X,X,X,X,X
JZLSTOI,X,X,X,O,X,X,X,O,X
JZLSITO,O,O,X,X,X,X,O,X,X
JZLSIOT,X,O,X,X,X,O,O,X,X
JZLSOTI,X,X,X,O,X,X,X,O,X
JZLSOIT,X,O,X,X,X,O,X,X,X
JZLOTIS,X,X,O,X,X,O,X,O,X
JZLOTSI,X,X,X,X,X,X,X,O,X
JZLOITS,X,X,O,X,X,O,O,O,X
JZLOIST,X,X,O,X,X,O,O,X,X
JZLOSTI,X,X,X,O,X,X,X,O,X
JZLOSIT,X,X,X,X,X,O,X,X,X
JZSTILO,O,O,O,O,X,X,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X,X,X
JZSTLOI,X,X,X,O,X,X,X,X,X
JZSTOIL,O,X,O,X,X,X,X,X,X
JZSTOLI,O,X,X,X,X,X,X,X,X
JZSITLO,O,O,O,X,X,X,X,X,X
JZSITOL,O,X,O,X,X,X,X,X,X
JZSILTO,O,O,O,X,X,X,O,X,X
JZSILOT,X,O,O,X,X,O,O,X,X
JZSIOTL,O,O,O,X,X,X,X,X,X
JZSIOLT,O,O,O,X,X,O,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X,X
JZSLTOI,X,X,X,O,X,X,X,O,X
JZSLITO,O,O,X,X,X,X,O,X,X
JZSLIOT,X,O,X,X,X,O,O,X,X
JZSLOTI,X,O,X,O,X,X,X,O,X
JZSLOIT,X,O,X,X,X,O,X,X,X
JZSOTIL,O,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X
JZSOITL,O,O,O,X,X,X,X,X,X
JZSOILT,O,O,O,X,X,O,X,X,X
JZSOLTI,O,O,X,X,X,X,X,O,X
JZSOLIT,O,O,X,X,X,O,X,X,X
JZOTILS,X,X,O,X,X,O,X,X,X
JZOTISL,O,O,O,X,X,X,X,X,X
JZOTLIS,X,X,O,X,X,O,X,O,X
JZOTLSI,O,X,X,X,X,X,X,O,X
JZOTSIL,O,O,O,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X
JZOITLS,X,X,O,X,X,O,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,X
JZOILTS,X,X,O,X,X,O,O,O,X
JZOILST,X,O,O,X,X,O,O,X,X
JZOISTL,O,O,O,X,X,X,X,X,X
JZOISLT,O,O,O,X,X,O,X,X,X
JZOLTIS,X,X,O,X,X,O,X,O,X
JZOLTSI,O,X,X,X,X,X,X,O,X
JZOLITS,X,X,O,X,X,O,O,O,X
JZOLIST,X,O,O,X,X,O,O,X,X
JZOLSTI,O,O,X,X,X,X,X,O,X
JZOLSIT,O,O,X,X,X,O,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X
JZOSITL,O,O,O,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,O,X,X,X
JZOSLTI,O,O,X,X,X,X,X,O,X
JZOSLIT,O,O,X,X,X,O,X,X,X
JOTILSZ,X,X,X,O,O,X,X,X,X
JOTILZS,X,X,X,X,O,O,X,X,X
JOTISLZ,O,O,X,O,O,X,X,X,X
JOTISZL,O,X,O,X,O,X,X,X,X
JOTIZLS,X,X,O,X,O,O,X,X,O
JOTIZSL,O,X,O,X,O,X,X,X,O
JOTLISZ,X,X,X,O,O,X,X,X,X
JOTLIZS,X,X,X,X,O,O,X,X,X
JOTLSIZ,O,X,X,O,O,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X,X
JOTLZIS,X,X,X,X,O,O,X,X,X
JOTLZSI,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X,X
JOTSIZL,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,X,O,O,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X,X
JOTZILS,X,X,O,X,O,O,X,X,O
JOTZISL,O,O,O,X,O,X,X,X,O
JOTZLIS,X,X,O,X,O,O,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,X,X
JOITLSZ,X,X,X,O,O,X,X,X,X
JOITLZS,X,X,X,X,O,O,X,X,X
JOITSLZ,O,O,X,O,O,X,X,X,X
JOITSZL,O,X,O,X,O,X,X,X,X
JOITZLS,X,X,O,X,O,O,X,X,O
JOITZSL,O,X,O,X,O,X,X,X,O
JOILTSZ,X,X,X,O,O,X,X,X,X
JOILTZS,X,X,X,X,O,O,X,X,X
JOILSTZ,X,O,X,X,O,X,X,X,X
JOILSZT,X,O,X,X,O,O,X,X,X
JOILZTS,X,X,X,X,O,O,O,X,X
JOILZST,X,X,X,X,O,O,O,X,X
JOISTLZ,O,O,X,X,O,X,X,X,X
JOISTZL,O,X,O,X,O,X,X,X,X
JOISLTZ,O,O,X,X,O,X,X,X,X
JOISLZT,O,O,X,X,O,O,X,X,X
JOISZTL,O,O,O,X,O,X,X,X,X
JOISZLT,O,O,O,X,O,O,X,X,X
JOIZTLS,X,X,O,X,O,O,X,X,O
JOIZTSL,O,O,O,X,O,X,X,X,O
JOIZLTS,X,X,O,X,O,O,O,X,X
JOIZLST,X,O,O,X,O,O,O,X,X
JOIZSTL,O,O,O,X,O,X,X,X,X
JOIZSLT,O,O,O,X,O,O,X,X,X
JOLTISZ,X,X,X,O,O,X,X,X,X
JOLTIZS,X,X,X,X,O,O,X,X,X
JOLTSIZ,O,X,X,O,O,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X,X
JOLTZIS,X,X,X,X,O,O,X,O,X
JOLTZSI,O,X,X,X,X,X,X,O,X
JOLITSZ,X,X,X,O,O,X,X,X,X
JOLITZS,X,X,X,X,O,O,X,X,X
JOLISTZ,X,O,X,X,O,X,X,X,X
JOLISZT,X,O,X,X,O,O,X,X,X
JOLIZTS,X,X,X,X,O,O,O,X,X
JOLIZST,X,X,X,X,O,O,O,X,X
JOLSTIZ,O,O,X,O,O,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X
JOLSITZ,O,O,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,O,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X,X,X
JOLSZIT,O,O,X,X,X,O,X,X,X
JOLZTIS,X,X,X,X,O,O,X,O,X
JOLZTSI,O,X,X,X,X,X,X,O,X
JOLZITS,X,X,X,X,O,O,O,O,X
JOLZIST,X,O,X,X,O,O,O,X,X
JOLZSTI,O,O,X,O,X,X,X,O,X
JOLZSIT,O,O,X,X,X,O,X,X,X
JOSTILZ,O,O,X,O,O,X,X,X,X
JOSTIZL,O,X,X,X,O,X,X,X,X
JOSTLIZ,O,O,X,O,O,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,O,X,X,X,X
JOSITZL,O,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,X,O,X,X,X,X
JOSILZT,O,O,X,X,O,O,X,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X
JOSIZLT,O,O,X,X,O,O,X,X,X
JOSLTIZ,O,O,X,O,O,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X
JOSLITZ,O,O,X,X,O,X,X,X,X
JOSLIZT,O,O,X,X,O,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X,X,X
JOSLZIT,O,O,X,X,X,O,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,O,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,O,X,X,X
JOZTILS,X,X,O,X,O,O,X,X,O
JOZTISL,O,O,O,X,O,X,X,X,O
JOZTLIS,X,X,O,X,O,O,X,O,X
JOZTLSI,O,X,X,X,X,X,X,O,X
JOZTSIL,O,O,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X,X
JOZITLS,X,X,O,X,O,O,X,X,O
JOZITSL,O,O,O,X,O,X,X,X,O
JOZILTS,X,X,O,X,O,O,O,O,X
JOZILST,X,O,O,X,O,O,O,X,X
JOZISTL,O,O,O,X,O,X,X,X,X
JOZISLT,O,O,O,X,O,O,X,X,X
JOZLTIS,X,X,O,X,O,O,X,O,X
JOZLTSI,O,X,X,X,X,X,X,O,X
JOZLITS,X,X,O,X,O,O,O,O,X
JOZLIST,X,O,O,X,O,O,O,X,X
JOZLSTI,O,O,X,X,X,X,X,O,X
JOZLSIT,O,O,X,X,X,O,X,X,X
JOZSTIL,O,O,O,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,X,X,X,X,X
JOZSILT,O,O,O,X,X,O,X,X,X
JOZSLTI,O,O,X,X,X,X,X,O,X
JOZSLIT,O,O,X,X,X,O,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,X,X
STILZJO,X,O,O,O,X,X,X,X,X
STILZOJ,X,O,O,O,X,X,X,X,X
STILOJZ,O,O,X,O,O,X,X,X,X
STILOZJ,X,X,O,O,O,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X,X,X
STIJZLO,O,X,O,O,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X
STIZLJO,O,O,O,O,X,X,X,X,X
STIZLOJ,O,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,X,X
STIZJOL,O,X,O,X,X,X,X,X,X
STIZOLJ,O,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X
STIOLJZ,O,O,X,O,O,X,X,X,X
STIOLZJ,X,X,O,O,O,X,X,X,X
STIOJLZ,O,O,X,O,O,X,X,X,X
STIOJZL,O,X,O,X,O,X,X,X,X
STIOZLJ,O,X,O,O,O,X,X,X,X
STIOZJL,O,X,O,X,O,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,X,X
STLIZJO,X,O,X,O,X,X,X,X,X
STLIZOJ,X,O,X,O,X,X,X,X,X
STLIOJZ,O,O,X,O,O,X,X,X,X
STLIOZJ,X,X,X,O,O,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X,X
STLJZIO,O,O,X,O,X,X,X,X,X
STLJZOI,X,X,X,O,X,X,X,O,X
STLJOIZ,X,O,X,O,X,X,X,X,X
STLJOZI,X,O,X,O,X,X,X,X,X
STLZIJO,O,O,X,O,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,X,X
STLZJIO,O,O,X,O,X,X,X,X,X
STLZJOI,X,X,X,O,X,X,X,O,X
STLZOIJ,O,O,X,O,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,O,X
STLOIJZ,O,O,X,O,O,X,X,X,X
STLOIZJ,X,X,X,O,O,X,X,X,X
STLOJIZ,O,O,X,O,O,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,X,X,X
STJLOIZ,X,O,X,O,X,X,X,X,X
STJLOZI,X,O,X,O,X,X,X,X,X
STJZILO,O,O,X,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,X,X,X
STJZLOI,X,X,X,O,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X
STZILJO,O,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X,X
STZIJOL,O,X,O,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,X,X
STZLJIO,O,O,X,O,X,X,X,X,X
STZLJOI,X,X,X,O,X,X,X,O,X
STZLOIJ,O,O,X,O,X,X,X,X,X
STZLOJI,O,O,X,O,X,X,X,O,X
STZJILO,O,O,O,O,X,X,X,X,X
STZJIOL,O,X,O,X,X,X,X,X,X
STZJLIO,O,O,X,O,X,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,X,X
STZJOIL,O,X,O,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,O,X
STZOJIL,O,O,O,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,O,O,X,X,X,X
STOILZJ,X,X,O,O,O,X,X,X,X
STOIJLZ,O,O,X,O,O,X,X,X,X
STOIJZL,O,X,O,X,O,X,X,X,X
STOIZLJ,O,X,O,O,O,X,X,X,X
STOIZJL,O,X,O,X,O,X,X,X,X
STOLIJZ,O,O,X,O,O,X,X,X,X
STOLIZJ,X,X,X,O,O,X,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X
STOLZIJ,O,O,X,O,X,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,X
STOJILZ,O,O,X,O,O,X,X,X,X
STOJIZL,O,X,X,X,O,X,X,X,X
STOJLIZ,O,O,X,O,O,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X
STOZILJ,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X,X
SITLOJZ,O,O,X,O,O,X,X,X,X
SITLOZJ,X,X,O,O,O,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,X,X,X
SITJZLO,O,X,O,O,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,X,X
SITZLJO,O,O,O,O,X,X,X,X,X
SITZLOJ,O,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X
SITZOLJ,O,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,X
SITOLJZ,O,O,X,O,O,X,X,X,X
SITOLZJ,X,X,O,O,O,X,X,X,X
SITOJLZ,O,O,X,O,O,X,X,X,X
SITOJZL,O,X,O,X,O,X,X,X,X
SITOZLJ,O,X,O,O,O,X,X,X,X
SITOZJL,O,X,O,X,O,X,X,X,X
SILTJZO,O,O,X,O,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X,X
SILTOJZ,O,O,X,O,O,X,X,X,X
SILTOZJ,X,X,O,O,O,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,O,X,X
SILJZOT,X,O,X,X,X,O,O,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,O,X,X,X
SILZTJO,O,O,O,O,X,X,O,X,X
SILZTOJ,O,O,O,O,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,O,X,X
SILZJOT,X,O,O,X,X,X,O,X,X
SILZOTJ,O,O,O,O,X,O,O,X,X
SILZOJT,O,O,O,X,X,O,O,X,X
SILOTJZ,O,O,X,O,O,X,X,X,X
SILOTZJ,X,X,O,O,O,X,X,X,X
SILOJTZ,O,O,X,X,O,X,X,X,X
SILOJZT,O,O,X,X,O,O,X,X,X
SILOZTJ,O,O,O,O,O,O,X,X,X
SILOZJT,O,O,O,X,O,O,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,O,X,X
SIJLZOT,X,O,X,X,X,O,O,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,O,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,O,X,X
SIJZLOT,X,O,O,X,X,O,O,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,O,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,O,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X,X
SIJOZLT,O,O,O,X,X,O,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X,X
SIZTLOJ,O,O,O,O,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X
SIZTJOL,O,X,O,X,X,X,X,X,X
SIZTOLJ,O,O,O,O,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,O,X,X,O,X,X
SIZLTOJ,O,O,O,O,X,X,O,X,X
SIZLJTO,O,O,O,X,X,X,O,X,X
SIZLJOT,X,O,O,X,X,X,O,X,X
SIZLOTJ,O,O,O,O,X,O,O,X,X
SIZLOJT,O,O,O,X,X,O,O,X,X
SIZJTLO,O,O,O,X,X,X,X,X,X
SIZJTOL,O,X,O,X,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X
SIZOLJT,O,O,O,X,X,O,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,X,X
SIOTLJZ,O,O,X,O,O,X,X,X,X
SIOTLZJ,X,X,O,O,O,X,X,X,X
SIOTJLZ,O,O,X,O,O,X,X,X,X
SIOTJZL,O,X,O,X,O,X,X,X,X
SIOTZLJ,O,X,O,O,O,X,X,X,O
SIOTZJL,O,X,O,X,O,X,X,X,O
SIOLTJZ,O,O,X,O,O,X,X,X,X
