sequence,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFRiBcoBTnBFqBXr?BGrB,v115@9gB8HeB8HeA8HeC8DeD8JecGJvhFenBqnBTjBXlBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeCCJvhFTjBXlB2rB0nBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRhBqnBTjB8rB3q?BFrB,v115@9gB8HeB8HeA8HeC8DeD8JelAJvhF3hBqnBTjB8rBRq?B2vB,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFGiBTjBfrBUqBRs?BlrB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFTjBRmB1sBCnB3q?BUrB,v115@9gB8HeB8HeA8HeC8DeD8JeRCJvhFcoBXlB6rBTnBml?B1vB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRmBFoBzmBCoB3q?BUrB
SIOLTZJ,X,X,X,X,O,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X
SIOLJZT,X,O,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,X,O,X
SIOLZJT,X,O,O,O,O,X,X,O,X
SIOJTLZ,X,X,X,X,X,X,O,X,O
SIOJTZL,X,X,X,X,X,X,O,X,O
SIOJLTZ,X,O,X,X,X,X,X,X,X
SIOJLZT,X,O,O,O,X,X,X,X,X
SIOJZTL,X,X,O,X,X,O,X,X,X
SIOJZLT,X,O,O,O,X,O,X,X,X
SIOZTLJ,O,X,X,X,O,O,X,O,X
SIOZTJL,O,X,O,X,X,O,X,X,X
SIOZLTJ,O,X,X,X,O,O,X,O,X
SIOZLJT,X,O,O,O,O,O,X,O,X
SIOZJTL,O,X,O,X,X,O,X,X,X
SIOZJLT,X,O,O,O,X,O,X,O,X
SLTIJZO,X,O,X,X,X,X,X,X,O
SLTIJOZ,X,O,X,X,X,X,O,X,O
SLTIZJO,O,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,O,X
SLTIOJZ,X,O,X,X,X,X,O,X,X
SLTIOZJ,O,X,X,X,X,X,X,O,X
SLTJIZO,X,X,X,X,X,X,X,X,O
SLTJIOZ,X,X,X,X,X,X,O,X,O
SLTJZIO,O,X,X,O,X,X,X,X,X
SLTJZOI,O,O,X,O,X,X,X,O,X
SLTJOIZ,X,X,X,X,X,X,O,X,X
SLTJOZI,O,O,X,O,X,X,X,O,X
SLTZIJO,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,X,O,X
SLTZJIO,O,X,X,O,X,X,X,X,X
SLTZJOI,O,X,X,O,X,X,X,O,X
SLTZOIJ,O,X,X,X,X,X,X,O,X
SLTZOJI,O,X,X,O,X,X,X,O,X
SLTOIJZ,X,O,X,X,X,X,O,X,X
SLTOIZJ,O,X,X,X,X,X,X,O,X
SLTOJIZ,X,X,X,X,X,X,O,X,X
SLTOJZI,O,O,X,O,X,X,X,O,X
SLTOZIJ,O,X,X,X,X,X,X,O,X
SLTOZJI,O,X,X,O,X,X,X,O,X
SLITJZO,X,O,X,X,X,X,X,X,O
SLITJOZ,X,O,X,X,X,X,X,X,O
SLITZJO,X,X,X,X,O,X,X,X,X
SLITZOJ,X,X,X,X,O,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,O,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X,X,O
SLIJTOZ,X,O,X,X,X,X,X,X,O
SLIJZTO,X,O,X,O,X,X,X,X,X
SLIJZOT,X,O,X,O,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X
SLIZTJO,X,X,X,X,O,X,X,X,X
SLIZTOJ,X,X,X,X,O,X,X,X,X
SLIZJTO,X,O,X,O,O,X,X,X,X
SLIZJOT,X,O,X,O,O,X,X,X,X
SLIZOTJ,X,X,X,X,O,X,X,O,X
SLIZOJT,X,O,X,O,O,X,X,O,X
SLIOTJZ,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,X,X,O,X
SLIOZJT,X,O,X,O,O,X,X,O,X
SLJTIZO,X,X,X,X,X,X,X,X,O
SLJTIOZ,X,X,X,X,X,X,O,X,O
SLJTZIO,X,X,X,O,X,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,O,X,X
SLJTOZI,X,O,X,O,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,O
SLJITOZ,X,O,X,X,X,X,X,X,O
SLJIZTO,X,O,X,O,X,X,X,X,X
SLJIZOT,X,O,O,O,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X
SLJZTIO,X,X,X,O,X,X,X,X,X
SLJZTOI,X,O,O,O,X,X,X,X,X
SLJZITO,X,O,X,O,X,X,X,X,X
SLJZIOT,X,O,O,O,X,X,X,X,X
SLJZOTI,X,O,O,O,X,X,X,O,X
SLJZOIT,X,O,O,O,X,X,X,O,X
SLJOTIZ,X,X,X,X,X,X,O,X,X
SLJOTZI,X,O,X,O,X,X,X,X,X
SLJOITZ,X,O,X,X,X,X,X,X,X
SLJOIZT,X,O,X,O,X,X,X,X,X
SLJOZTI,X,O,O,O,X,X,X,O,X
SLJOZIT,X,O,O,O,X,X,X,O,X
SLZTIJO,O,X,X,X,O,X,X,X,X
SLZTIOJ,O,X,X,X,O,X,X,O,X
SLZTJIO,O,X,X,O,X,X,X,X,X
SLZTJOI,O,X,X,O,O,X,X,O,X
SLZTOIJ,O,X,X,X,O,X,X,O,X
SLZTOJI,O,X,X,O,O,X,X,O,X
SLZITJO,O,X,X,X,O,X,X,X,X
SLZITOJ,O,X,X,X,O,X,X,X,X
SLZIJTO,X,O,O,O,O,X,X,X,X
SLZIJOT,X,O,O,O,O,X,X,X,X
SLZIOTJ,X,X,X,X,O,X,X,O,X
SLZIOJT,X,O,O,O,O,X,X,O,X
SLZJTIO,X,X,X,O,X,X,X,X,X
SLZJTOI,X,O,O,O,O,X,X,X,X
SLZJITO,X,X,X,O,O,X,X,X,X
SLZJIOT,X,O,O,O,O,X,X,X,X
SLZJOTI,X,O,O,O,O,X,X,O,X
SLZJOIT,X,O,O,O,O,X,X,O,X
SLZOTIJ,O,X,X,X,O,X,X,O,X
SLZOTJI,O,X,X,O,O,X,X,O,X
SLZOITJ,O,X,X,X,O,X,X,O,X
SLZOIJT,X,O,O,O,O,X,X,O,X
SLZOJTI,X,O,O,O,O,X,X,O,X
SLZOJIT,X,O,O,O,O,X,X,O,X
SLOTIJZ,X,O,X,X,X,X,O,X,X
SLOTIZJ,O,X,X,X,X,X,X,O,X
SLOTJIZ,X,X,X,X,X,X,O,X,X
SLOTJZI,O,O,X,O,X,X,X,O,X
SLOTZIJ,O,X,X,X,X,X,X,O,X
SLOTZJI,O,X,X,O,X,X,X,O,X
SLOITJZ,X,O,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,O,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,X
SLOIJZT,X,O,X,O,X,X,X,X,X
SLOIZTJ,X,X,X,X,O,X,X,O,X
SLOIZJT,X,O,O,O,O,X,X,O,X
SLOJTIZ,X,X,X,X,X,X,O,X,X
SLOJTZI,X,O,X,O,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X,X
SLOJZTI,X,O,X,O,X,X,X,O,X
SLOJZIT,X,O,X,O,X,X,X,O,X
SLOZTIJ,O,X,X,X,O,X,X,O,X
SLOZTJI,O,X,X,O,O,X,X,O,X
SLOZITJ,O,X,X,X,O,X,X,O,X
SLOZIJT,X,O,O,O,O,X,X,O,X
SLOZJTI,X,O,O,O,O,X,X,O,X
SLOZJIT,X,O,O,O,O,X,X,O,X
SJTILZO,X,X,X,X,X,X,X,X,O
SJTILOZ,X,X,X,X,X,X,O,X,O
SJTIZLO,X,X,X,X,X,X,X,X,O
SJTIZOL,X,X,X,X,X,X,O,X,O
SJTIOLZ,X,X,X,X,X,X,O,X,O
SJTIOZL,X,X,X,X,X,X,O,X,O
SJTLIZO,X,X,X,X,X,X,X,X,O
SJTLIOZ,X,X,X,X,X,X,O,X,O
SJTLZIO,O,X,X,O,X,X,X,X,X
SJTLZOI,O,O,O,O,X,X,X,O,X
SJTLOIZ,X,X,X,X,X,X,O,X,X
SJTLOZI,O,O,X,O,X,X,X,O,X
SJTZILO,O,X,X,O,X,X,X,X,O
SJTZIOL,X,X,X,X,X,X,O,X,O
SJTZLIO,O,X,X,O,X,X,X,X,X
SJTZLOI,O,O,O,O,X,X,X,O,X
SJTZOIL,O,X,X,X,X,X,O,X,X
SJTZOLI,O,X,O,O,X,X,X,O,X
SJTOILZ,X,X,X,X,X,X,O,X,O
SJTOIZL,X,X,X,X,X,X,O,X,O
SJTOLIZ,X,X,X,X,X,X,O,X,X
SJTOLZI,O,X,X,O,X,X,X,O,X
SJTOZIL,O,X,X,X,X,X,O,X,X
SJTOZLI,O,X,X,O,X,X,X,O,X
SJITLZO,X,O,O,X,X,X,X,X,O
SJITLOZ,X,O,X,X,X,X,O,X,O
SJITZLO,X,O,O,X,X,X,X,X,O
SJITZOL,X,X,O,X,X,X,O,X,O
SJITOLZ,X,X,X,X,X,X,O,X,O
SJITOZL,X,X,X,X,X,X,O,X,O
SJILTZO,X,O,O,X,X,X,X,X,O
SJILTOZ,X,O,X,X,X,X,X,X,O
SJILZTO,X,O,O,O,X,X,X,X,X
SJILZOT,X,O,O,O,X,X,X,X,X
SJILOTZ,X,O,X,X,X,X,X,X,X
SJILOZT,X,O,O,O,X,X,X,X,X
SJIZTLO,X,O,O,O,X,X,X,X,O
SJIZTOL,X,X,O,X,X,X,X,X,O
SJIZLTO,X,O,O,O,X,X,X,X,X
SJIZLOT,X,O,O,O,X,X,X,X,X
SJIZOTL,X,X,O,X,X,X,X,X,X
SJIZOLT,X,O,O,O,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,O,X,O
SJIOTZL,X,X,X,X,X,X,O,X,O
SJIOLTZ,X,O,X,X,X,X,X,X,X
SJIOLZT,X,O,O,O,X,X,X,X,X
SJIOZTL,X,X,O,X,X,X,X,X,X
SJIOZLT,X,O,O,O,X,X,X,X,X
SJLTIZO,X,X,X,X,X,X,X,X,O
SJLTIOZ,X,X,X,X,X,X,O,X,O
SJLTZIO,X,X,X,O,X,X,X,X,X
SJLTZOI,X,O,O,O,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,O,X,X
SJLTOZI,X,O,X,O,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,X,X,O
SJLITOZ,X,O,X,X,X,X,X,X,O
SJLIZTO,X,O,O,O,X,X,X,X,X
SJLIZOT,X,O,O,O,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,X
SJLIOZT,X,O,O,O,X,X,X,X,X
SJLZTIO,X,X,X,O,X,X,X,X,X
SJLZTOI,X,O,O,O,X,X,X,X,X
SJLZITO,X,O,O,O,X,X,X,X,X
SJLZIOT,X,O,O,O,X,X,X,X,X
SJLZOTI,X,O,O,O,X,X,X,O,X
SJLZOIT,X,O,O,O,X,X,X,O,X
SJLOTIZ,X,X,X,X,X,X,O,X,X
SJLOTZI,X,O,X,O,X,X,X,X,X
SJLOITZ,X,O,X,X,X,X,X,X,X
SJLOIZT,X,O,X,O,X,X,X,X,X
SJLOZTI,X,O,O,O,X,X,X,O,X
SJLOZIT,X,O,O,O,X,X,X,O,X
SJZTILO,O,X,X,O,X,X,X,X,O
SJZTIOL,X,X,X,X,X,X,O,X,O
SJZTLIO,O,X,X,O,X,X,X,X,X
SJZTLOI,O,O,O,O,X,X,X,O,X
SJZTOIL,O,X,X,X,X,X,O,X,X
SJZTOLI,O,X,O,O,X,X,X,O,X
SJZITLO,O,O,O,O,X,X,X,X,O
SJZITOL,X,X,O,X,X,X,X,X,O
SJZILTO,X,O,O,O,X,X,X,X,X
SJZILOT,X,O,O,O,X,X,X,X,X
SJZIOTL,X,X,O,X,X,X,X,X,X
SJZIOLT,X,O,O,O,X,X,X,X,X
SJZLTIO,X,X,X,O,X,X,X,X,X
SJZLTOI,X,O,O,O,X,X,X,X,X
SJZLITO,X,O,O,O,X,X,X,X,X
SJZLIOT,X,O,O,O,X,X,X,X,X
SJZLOTI,X,O,O,O,X,X,X,O,X
SJZLOIT,X,O,O,O,X,X,X,O,X
SJZOTIL,O,X,X,X,X,X,O,X,X
SJZOTLI,O,X,O,O,X,X,X,O,X
SJZOITL,O,X,O,X,X,X,X,X,X
SJZOILT,X,X,O,O,X,X,X,O,X
SJZOLTI,X,O,O,O,X,X,X,O,X
SJZOLIT,X,O,O,O,X,X,X,O,X
SJOTILZ,X,X,X,X,X,X,O,X,O
SJOTIZL,X,X,X,X,X,X,O,X,O
SJOTLIZ,X,X,X,X,X,X,O,X,X
SJOTLZI,O,X,X,O,X,X,X,O,X
SJOTZIL,O,X,X,X,X,X,O,X,X
SJOTZLI,O,X,X,O,X,X,X,O,X
SJOITLZ,X,X,X,X,X,X,O,X,O
SJOITZL,X,X,X,X,X,X,O,X,O
SJOILTZ,X,O,X,X,X,X,X,X,X
SJOILZT,X,O,X,O,X,X,X,X,X
SJOIZTL,X,X,O,X,X,X,X,X,X
SJOIZLT,X,X,O,O,X,X,X,X,X
SJOLTIZ,X,X,X,X,X,X,O,X,X
SJOLTZI,X,O,X,O,X,X,X,X,X
SJOLITZ,X,O,X,X,X,X,X,X,X
SJOLIZT,X,O,X,O,X,X,X,X,X
SJOLZTI,X,O,O,O,X,X,X,O,X
SJOLZIT,X,O,O,O,X,X,X,O,X
SJOZTIL,O,X,X,X,X,X,O,X,X
SJOZTLI,O,X,O,O,X,X,X,O,X
SJOZITL,O,X,O,X,X,X,X,X,X
SJOZILT,X,X,O,O,X,X,X,O,X
SJOZLTI,X,O,O,O,X,X,X,O,X
SJOZLIT,X,O,O,O,X,X,X,O,X
SZTILJO,O,X,X,X,O,O,X,X,X
SZTILOJ,O,X,X,X,O,O,X,O,X
SZTIJLO,O,X,O,X,O,O,X,X,O
SZTIJOL,X,X,O,X,X,O,O,X,O
SZTIOLJ,O,X,X,X,O,O,X,O,X
SZTIOJL,O,X,O,X,X,O,O,X,X
SZTLIJO,O,X,X,X,O,O,X,X,X
SZTLIOJ,O,X,X,X,O,O,X,O,X
SZTLJIO,O,X,X,O,X,X,X,X,X
SZTLJOI,O,X,X,O,O,X,X,O,X
SZTLOIJ,O,X,X,X,O,O,X,O,X
SZTLOJI,O,X,X,O,O,X,X,O,X
SZTJILO,O,X,X,O,X,X,X,X,O
SZTJIOL,X,X,X,X,X,X,O,X,O
SZTJLIO,O,X,X,O,X,X,X,X,X
SZTJLOI,O,X,O,O,O,X,X,O,X
SZTJOIL,O,X,X,X,X,X,O,X,X
SZTJOLI,O,X,O,O,X,X,X,O,X
SZTOILJ,O,X,X,X,X,O,X,O,X
SZTOIJL,O,X,O,X,X,O,O,X,X
SZTOLIJ,O,X,X,X,O,O,X,O,X
SZTOLJI,O,X,X,O,O,X,X,O,X
SZTOJIL,O,X,X,X,X,X,O,X,X
SZTOJLI,O,X,O,O,X,X,X,O,X
SZITLJO,O,X,X,X,O,O,X,X,X
SZITLOJ,O,X,X,X,O,O,X,O,X
SZITJLO,O,X,O,X,O,O,X,X,O
SZITJOL,X,X,O,X,X,O,X,X,O
SZITOLJ,O,X,X,X,O,O,X,O,X
SZITOJL,O,X,O,X,X,O,X,X,X
SZILTJO,O,X,X,X,O,O,X,X,X
SZILTOJ,O,X,X,X,O,O,X,X,X
SZILJTO,X,X,O,O,O,O,X,X,X
SZILJOT,X,X,O,O,O,O,X,X,X
SZILOTJ,X,X,X,X,O,O,X,O,X
SZILOJT,X,X,O,O,O,O,X,O,X
SZIJTLO,O,X,O,O,O,O,X,X,O
SZIJTOL,X,X,O,X,X,O,X,X,O
SZIJLTO,X,X,O,O,O,O,X,X,X
SZIJLOT,X,X,O,O,O,O,X,X,X
SZIJOTL,X,X,O,X,X,O,X,X,X
SZIJOLT,X,X,O,O,X,O,X,X,X
SZIOTLJ,O,X,X,X,O,O,X,O,X
SZIOTJL,O,X,O,X,X,O,X,X,X
SZIOLTJ,O,X,X,X,O,O,X,O,X
SZIOLJT,X,X,O,O,O,O,X,O,X
SZIOJTL,O,X,O,X,X,O,X,X,X
SZIOJLT,X,X,O,O,X,O,X,O,X
SZLTIJO,O,X,X,X,O,O,X,X,X
SZLTIOJ,O,X,X,X,O,O,X,O,X
SZLTJIO,O,X,X,O,X,X,X,X,X
SZLTJOI,O,X,X,O,O,X,X,O,X
SZLTOIJ,O,X,X,X,O,O,X,O,X
SZLTOJI,O,X,X,O,O,X,X,O,X
SZLITJO,O,X,X,X,O,O,X,X,X
SZLITOJ,O,X,X,X,O,O,X,X,X
SZLIJTO,X,O,O,O,O,O,X,X,X
SZLIJOT,X,O,O,O,O,O,X,X,X
SZLIOTJ,X,X,X,X,O,O,X,O,X
SZLIOJT,X,O,O,O,O,O,X,O,X
SZLJTIO,X,X,X,O,X,X,X,X,X
SZLJTOI,X,O,O,O,O,X,X,X,X
SZLJITO,X,X,O,O,O,O,X,X,X
SZLJIOT,X,O,O,O,O,O,X,X,X
SZLJOTI,X,O,O,O,O,X,X,O,X
SZLJOIT,X,O,O,O,O,O,X,O,X
SZLOTIJ,O,X,X,X,O,O,X,O,X
SZLOTJI,O,X,X,O,O,X,X,O,X
SZLOITJ,O,X,X,X,O,O,X,O,X
SZLOIJT,X,O,O,O,O,O,X,O,X
SZLOJTI,X,O,O,O,O,X,X,O,X
SZLOJIT,X,O,O,O,O,O,X,O,X
SZJTILO,O,X,X,O,X,X,X,X,O
SZJTIOL,X,X,X,X,X,X,O,X,O
SZJTLIO,O,X,X,O,X,X,X,X,X
SZJTLOI,O,O,O,O,O,X,X,O,X
SZJTOIL,O,X,X,X,X,X,O,X,X
SZJTOLI,O,X,O,O,X,X,X,O,X
SZJITLO,O,X,O,O,O,O,X,X,O
SZJITOL,X,X,O,X,X,O,X,X,O
SZJILTO,X,X,O,O,O,O,X,X,X
SZJILOT,X,O,O,O,O,O,X,X,X
SZJIOTL,X,X,O,X,X,O,X,X,X
SZJIOLT,X,X,O,O,X,O,X,X,X
SZJLTIO,X,X,X,O,X,X,X,X,X
SZJLTOI,X,O,O,O,O,X,X,X,X
SZJLITO,X,X,O,O,O,O,X,X,X
SZJLIOT,X,O,O,O,O,O,X,X,X
SZJLOTI,X,O,O,O,O,X,X,O,X
SZJLOIT,X,O,O,O,O,O,X,O,X
SZJOTIL,O,X,X,X,X,X,O,X,X
SZJOTLI,O,X,O,O,X,X,X,O,X
SZJOITL,O,X,O,X,X,O,X,X,X
SZJOILT,X,X,O,O,X,O,X,O,X
SZJOLTI,X,O,O,O,X,X,X,O,X
SZJOLIT,X,O,O,O,X,O,X,O,X
SZOTILJ,O,X,X,X,X,O,X,O,X
SZOTIJL,O,X,O,X,X,O,O,X,X
SZOTLIJ,O,X,X,X,O,O,X,O,X
SZOTLJI,O,X,X,O,O,X,X,O,X
SZOTJIL,O,X,X,X,X,X,O,X,X
SZOTJLI,O,X,O,O,X,X,X,O,X
SZOITLJ,O,X,X,X,O,O,X,O,X
SZOITJL,O,X,O,X,X,O,X,X,X
SZOILTJ,O,X,X,X,O,O,X,O,X
SZOILJT,X,O,O,O,O,O,X,O,X
SZOIJTL,O,X,O,X,X,O,X,X,X
SZOIJLT,X,X,O,O,X,O,X,O,X
SZOLTIJ,O,X,X,X,O,O,X,O,X
SZOLTJI,O,X,X,O,O,X,X,O,X
SZOLITJ,O,X,X,X,O,O,X,O,X
SZOLIJT,X,O,O,O,O,O,X,O,X
SZOLJTI,X,O,O,O,O,X,X,O,X
SZOLJIT,X,O,O,O,O,O,X,O,X
SZOJTIL,O,X,X,X,X,X,O,X,X
SZOJTLI,O,X,O,O,X,X,X,O,X
SZOJITL,O,X,O,X,X,O,X,X,X
SZOJILT,X,X,O,O,X,O,X,O,X
SZOJLTI,X,X,O,O,X,X,X,O,X
SZOJLIT,X,X,O,O,X,O,X,O,X
SOTILJZ,X,O,X,X,X,X,O,X,X
SOTILZJ,O,X,X,X,X,X,X,O,X
SOTIJLZ,X,X,X,X,X,X,O,X,O
SOTIJZL,X,X,X,X,X,X,O,X,O
SOTIZLJ,O,X,X,X,X,X,X,O,X
SOTIZJL,O,X,O,X,X,X,O,X,X
SOTLIJZ,X,O,X,X,X,X,O,X,X
SOTLIZJ,O,X,X,X,X,X,X,O,X
SOTLJIZ,X,X,X,X,X,X,O,X,X
SOTLJZI,O,O,X,O,X,X,X,O,X
SOTLZIJ,O,X,X,X,X,X,X,O,X
SOTLZJI,O,X,X,O,X,X,X,O,X
SOTJILZ,X,X,X,X,X,X,O,X,O
SOTJIZL,X,X,X,X,X,X,O,X,O
SOTJLIZ,X,X,X,X,X,X,O,X,X
SOTJLZI,O,X,X,O,X,X,X,O,X
SOTJZIL,O,X,X,X,X,X,O,X,X
SOTJZLI,O,X,X,O,X,X,X,O,X
SOTZILJ,O,X,X,X,X,X,X,O,X
SOTZIJL,O,X,O,X,X,X,O,X,X
SOTZLIJ,O,X,X,X,X,X,X,O,X
SOTZLJI,O,X,X,O,X,X,X,O,X
SOTZJIL,O,X,X,X,X,X,O,X,X
SOTZJLI,O,X,O,O,X,X,X,O,X
SOITLJZ,X,O,X,X,X,X,O,X,X
SOITLZJ,O,X,X,X,O,X,X,O,X
SOITJLZ,X,X,X,X,X,X,O,X,O
SOITJZL,X,X,X,X,X,X,O,X,O
SOITZLJ,O,X,X,X,O,X,X,O,X
SOITZJL,O,X,O,X,X,X,O,X,X
SOILTJZ,X,O,X,X,X,X,X,X,X
SOILTZJ,X,X,X,X,O,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X,X,X
SOILJZT,X,O,X,O,X,X,X,X,X
SOILZTJ,X,X,X,X,O,X,X,O,X
SOILZJT,X,O,O,O,O,X,X,O,X
SOIJTLZ,X,X,X,X,X,X,O,X,O
SOIJTZL,X,X,X,X,X,X,O,X,O
SOIJLTZ,X,O,X,X,X,X,X,X,X
SOIJLZT,X,O,X,O,X,X,X,X,X
SOIJZTL,X,X,O,X,X,O,X,X,X
SOIJZLT,X,X,O,O,X,O,X,X,X
SOIZTLJ,O,X,X,X,O,O,X,O,X
SOIZTJL,O,X,O,X,X,O,X,X,X
SOIZLTJ,O,X,X,X,O,O,X,O,X
SOIZLJT,X,O,O,O,O,O,X,O,X
SOIZJTL,O,X,O,X,X,O,X,X,X
SOIZJLT,X,X,O,O,X,O,X,O,X
SOLTIJZ,X,O,X,X,X,X,O,X,X
SOLTIZJ,O,X,X,X,X,X,X,O,X
SOLTJIZ,X,X,X,X,X,X,O,X,X
SOLTJZI,O,O,X,O,X,X,X,O,X
SOLTZIJ,O,X,X,X,X,X,X,O,X
SOLTZJI,O,X,X,O,X,X,X,O,X
SOLITJZ,X,O,X,X,X,X,X,X,X
SOLITZJ,X,X,X,X,O,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,X,X,X
SOLIJZT,X,O,X,O,X,X,X,X,X
SOLIZTJ,X,X,X,X,O,X,X,O,X
SOLIZJT,X,O,O,O,O,X,X,O,X
SOLJTIZ,X,X,X,X,X,X,O,X,X
SOLJTZI,X,O,X,O,X,X,X,X,X
SOLJITZ,X,O,X,X,X,X,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X,X
SOLJZTI,X,O,X,O,X,X,X,O,X
SOLJZIT,X,O,X,O,X,X,X,O,X
SOLZTIJ,O,X,X,X,O,X,X,O,X
SOLZTJI,O,X,X,O,O,X,X,O,X
SOLZITJ,O,X,X,X,O,X,X,O,X
SOLZIJT,X,O,O,O,O,X,X,O,X
SOLZJTI,X,O,O,O,O,X,X,O,X
SOLZJIT,X,O,O,O,O,X,X,O,X
SOJTILZ,X,X,X,X,X,X,O,X,O
SOJTIZL,X,X,X,X,X,X,O,X,O
SOJTLIZ,X,X,X,X,X,X,O,X,X
SOJTLZI,O,X,X,O,X,X,X,O,X
SOJTZIL,O,X,X,X,X,X,O,X,X
SOJTZLI,O,X,X,O,X,X,X,O,X
SOJITLZ,X,X,X,X,X,X,O,X,O
SOJITZL,X,X,X,X,X,X,O,X,O
SOJILTZ,X,O,X,X,X,X,X,X,X
SOJILZT,X,O,X,O,X,X,X,X,X
SOJIZTL,X,X,O,X,X,X,X,X,X
SOJIZLT,X,X,O,O,X,X,X,X,X
SOJLTIZ,X,X,X,X,X,X,O,X,X
SOJLTZI,X,O,X,O,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,X,X,X
SOJLIZT,X,O,X,O,X,X,X,X,X
SOJLZTI,X,O,O,O,X,X,X,O,X
SOJLZIT,X,O,O,O,X,X,X,O,X
SOJZTIL,O,X,X,X,X,X,O,X,X
SOJZTLI,O,X,O,O,X,X,X,O,X
SOJZITL,O,X,O,X,X,X,X,X,X
SOJZILT,X,X,O,O,X,X,X,O,X
SOJZLTI,X,O,O,O,X,X,X,O,X
SOJZLIT,X,O,O,O,X,X,X,O,X
SOZTILJ,O,X,X,X,X,O,X,O,X
SOZTIJL,O,X,O,X,X,O,O,X,X
SOZTLIJ,O,X,X,X,X,O,X,O,X
SOZTLJI,O,X,X,O,X,X,X,O,X
SOZTJIL,O,X,X,X,X,X,O,X,X
SOZTJLI,O,X,O,O,X,X,X,O,X
SOZITLJ,O,X,X,X,O,O,X,O,X
SOZITJL,O,X,O,X,X,O,X,X,X
SOZILTJ,O,X,X,X,O,O,X,O,X
SOZILJT,X,O,O,O,O,O,X,O,X
SOZIJTL,O,X,O,X,X,O,X,X,X
SOZIJLT,X,X,O,O,X,O,X,O,X
SOZLTIJ,O,X,X,X,O,O,X,O,X
SOZLTJI,O,X,X,O,O,X,X,O,X
SOZLITJ,O,X,X,X,O,O,X,O,X
SOZLIJT,X,O,O,O,O,O,X,O,X
SOZLJTI,X,O,O,O,O,X,X,O,X
SOZLJIT,X,O,O,O,O,O,X,O,X
SOZJTIL,O,X,X,X,X,X,O,X,X
SOZJTLI,O,X,O,O,X,X,X,O,X
SOZJITL,O,X,O,X,X,O,X,X,X
SOZJILT,X,X,O,O,X,O,X,O,X
SOZJLTI,X,X,O,O,X,X,X,O,X
SOZJLIT,X,X,O,O,X,O,X,O,X
ZTILJSO,O,X,O,X,O,X,X,X,X
ZTILJOS,O,X,O,X,O,O,X,X,X
ZTILSJO,O,X,X,X,O,X,X,X,X
ZTILSOJ,O,X,X,X,O,X,X,X,X
ZTILOJS,O,X,O,X,O,O,X,X,X
ZTILOSJ,O,X,X,X,O,X,X,X,X
ZTIJLSO,O,X,O,X,O,X,X,X,X
ZTIJLOS,O,X,O,X,O,O,X,X,X
ZTIJSLO,O,X,O,X,O,O,X,X,X
ZTIJSOL,X,X,O,X,X,O,X,X,X
ZTIJOLS,X,X,O,X,O,O,O,X,X
ZTIJOSL,X,X,O,X,X,O,O,X,X
ZTISLJO,O,X,X,X,O,O,X,X,X
ZTISLOJ,O,X,X,X,O,O,X,X,X
ZTISJLO,O,X,O,X,O,O,X,X,X
ZTISJOL,X,X,O,X,X,O,X,X,X
ZTISOLJ,O,X,X,X,O,O,X,X,X
ZTISOJL,O,X,O,X,X,O,X,X,X
ZTIOLJS,O,X,O,X,O,O,X,X,X
ZTIOLSJ,O,X,X,X,O,X,X,O,X
ZTIOJLS,O,X,O,X,O,O,O,X,X
ZTIOJSL,O,X,O,X,X,O,O,X,X
