sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
LJTISZO,O,X,O,O,O,X,X,O
LJTISOZ,X,X,X,O,O,O,X,X
LJTIZSO,X,X,X,O,O,X,X,X
LJTIZOS,X,X,X,O,X,X,X,X
LJTIOSZ,O,X,X,O,O,X,X,X
LJTIOZS,X,X,X,X,O,X,X,X
LJTSIZO,O,X,O,O,O,X,X,O
LJTSIOZ,X,X,X,O,O,O,X,X
LJTSZIO,O,X,O,O,O,X,O,O
LJTSZOI,O,X,O,O,O,X,O,O
LJTSOIZ,X,X,X,O,O,O,X,X
LJTSOZI,X,X,X,O,O,O,O,X
LJTZISO,X,X,X,O,O,X,X,X
LJTZIOS,X,X,X,O,X,X,X,X
LJTZSIO,X,X,X,O,O,X,X,X
LJTZSOI,X,X,X,O,O,X,X,X
LJTZOIS,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X
LJTOISZ,O,X,X,O,O,X,X,X
LJTOIZS,X,X,X,X,O,X,X,X
LJTOSIZ,O,X,X,O,O,X,X,X
LJTOSZI,O,X,X,O,O,X,O,X
LJTOZIS,X,X,X,X,O,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X
LJITSZO,O,X,O,O,O,X,X,O
LJITSOZ,X,X,X,O,O,O,X,X
LJITZSO,X,X,X,O,O,X,X,X
LJITZOS,X,X,X,O,X,X,X,X
LJITOSZ,O,X,X,O,O,X,X,X
LJITOZS,X,X,X,X,O,X,X,X
LJISTZO,O,X,O,O,X,X,X,O
LJISTOZ,X,X,X,O,X,O,X,X
LJISZTO,O,X,O,O,X,X,X,O
LJISZOT,O,X,O,O,X,X,X,O
LJISOTZ,O,O,X,O,X,O,X,X
LJISOZT,O,O,X,O,X,X,X,X
LJIZTSO,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,X
LJIZSTO,X,X,O,O,X,X,X,X
LJIZSOT,X,X,O,O,X,X,X,X
LJIZOTS,X,X,X,O,X,X,X,X
LJIZOST,X,O,O,O,X,X,X,X
LJIOTSZ,O,X,X,O,O,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X
LJIOSTZ,O,O,X,O,O,O,X,X
LJIOSZT,O,O,X,O,X,X,X,X
LJIOZTS,X,X,X,O,O,X,X,X
LJIOZST,X,O,X,O,X,X,X,X
LJSTIZO,O,X,O,O,X,X,X,O
LJSTIOZ,X,X,X,O,X,O,X,X
LJSTZIO,O,X,O,O,X,X,O,O
LJSTZOI,O,X,O,O,X,X,O,O
LJSTOIZ,X,X,X,O,X,O,X,X
LJSTOZI,X,X,X,O,X,O,O,X
LJSITZO,O,X,O,O,X,X,X,O
LJSITOZ,X,X,X,O,X,O,X,X
LJSIZTO,O,X,O,O,X,X,X,O
LJSIZOT,O,X,O,O,X,X,X,O
LJSIOTZ,O,O,X,O,X,O,X,X
LJSIOZT,O,O,X,O,X,X,X,X
LJSZTIO,O,X,O,O,X,X,O,O
LJSZTOI,O,X,O,O,X,X,O,O
LJSZITO,O,X,O,O,X,X,X,O
LJSZIOT,O,X,O,O,X,X,X,O
LJSZOTI,O,X,O,O,X,X,O,O
LJSZOIT,O,X,O,O,X,X,X,O
LJSOTIZ,O,O,X,O,X,O,X,X
LJSOTZI,O,O,X,O,X,O,O,X
LJSOITZ,O,O,X,O,X,O,X,X
LJSOIZT,O,O,X,O,X,X,X,X
LJSOZTI,O,O,X,O,X,X,O,X
LJSOZIT,O,O,X,O,X,X,X,X
LJZTISO,X,X,X,O,X,X,X,X
LJZTIOS,X,X,X,O,X,X,X,X
LJZTSIO,X,X,X,O,X,X,X,X
LJZTSOI,X,X,X,O,X,X,X,X
LJZTOIS,X,X,X,O,X,X,X,X
LJZTOSI,X,X,X,O,X,X,X,X
LJZITSO,X,X,X,O,X,X,X,X
LJZITOS,X,X,X,O,X,X,X,X
LJZISTO,X,X,O,O,X,X,X,X
LJZISOT,X,X,O,O,X,X,X,X
LJZIOTS,X,X,X,O,X,X,X,X
LJZIOST,X,O,O,O,X,X,X,X
LJZSTIO,X,X,O,O,X,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X
LJZSITO,X,X,O,O,X,X,X,X
LJZSIOT,X,X,O,O,X,X,X,X
LJZSOTI,X,X,O,O,X,X,X,X
LJZSOIT,X,X,O,O,X,X,X,X
LJZOTIS,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,O,X,X,X,X
LJZOITS,X,X,X,O,X,X,X,X
LJZOIST,X,O,O,O,X,X,X,X
LJZOSTI,X,O,O,O,X,X,X,X
LJZOSIT,X,O,O,O,X,X,X,X
LJOTISZ,O,X,X,O,O,X,X,X
LJOTIZS,X,X,X,X,O,X,X,X
LJOTSIZ,O,X,X,O,O,X,X,X
LJOTSZI,O,X,X,O,O,X,O,X
LJOTZIS,X,X,X,X,O,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X
LJOITSZ,O,X,X,O,O,X,X,X
LJOITZS,X,X,X,X,O,X,X,X
LJOISTZ,O,O,X,O,O,O,X,X
LJOISZT,O,O,X,O,X,X,X,X
LJOIZTS,X,X,X,O,O,X,X,X
LJOIZST,X,O,X,O,X,X,X,X
LJOSTIZ,O,O,X,O,O,O,X,X
LJOSTZI,O,O,X,O,O,O,O,X
LJOSITZ,O,O,X,O,O,O,X,X
LJOSIZT,O,O,X,O,X,X,X,X
LJOSZTI,O,O,X,O,X,X,O,X
LJOSZIT,O,O,X,O,X,X,X,X
LJOZTIS,X,X,X,O,O,X,X,X
LJOZTSI,X,X,X,O,O,X,X,X
LJOZITS,X,X,X,O,O,X,X,X
LJOZIST,X,O,X,O,X,X,X,X
LJOZSTI,X,O,X,O,X,X,X,X
LJOZSIT,X,O,X,O,X,X,X,X
LSTIJZO,O,X,O,O,O,X,X,O
LSTIJOZ,X,X,X,X,O,O,X,X
LSTIZJO,O,X,O,O,O,X,X,O
LSTIZOJ,O,X,O,O,O,O,X,O
LSTIOJZ,O,O,X,X,O,O,X,X
LSTIOZJ,O,O,O,O,O,O,X,O
LSTJIZO,O,X,O,O,O,X,X,O
LSTJIOZ,X,X,X,O,O,O,X,X
LSTJZIO,O,X,O,O,O,X,O,O
LSTJZOI,O,X,O,O,O,X,O,O
LSTJOIZ,X,X,X,O,O,O,X,X
LSTJOZI,X,X,X,O,O,O,O,X
LSTZIJO,O,X,O,O,O,X,O,O
LSTZIOJ,O,X,O,O,O,O,O,O
LSTZJIO,O,X,O,O,O,X,O,O
LSTZJOI,O,X,O,O,O,X,O,O
LSTZOIJ,O,X,O,O,O,O,O,O
LSTZOJI,O,X,O,O,O,O,O,O
LSTOIJZ,O,O,X,X,O,O,X,X
LSTOIZJ,O,O,O,O,O,O,X,O
LSTOJIZ,O,O,X,X,O,O,X,X
LSTOJZI,O,O,X,X,O,O,O,X
LSTOZIJ,O,O,O,O,O,O,O,O
LSTOZJI,O,O,O,O,O,O,O,O
LSITJZO,O,X,O,O,O,X,X,O
LSITJOZ,X,X,X,X,O,O,X,X
LSITZJO,O,X,O,O,O,X,X,O
LSITZOJ,O,X,O,O,O,O,X,O
LSITOJZ,O,O,X,X,O,O,X,X
LSITOZJ,O,O,O,O,O,O,X,O
LSIJTZO,O,X,O,O,X,X,X,O
LSIJTOZ,X,X,X,O,X,O,X,X
LSIJZTO,O,X,O,O,X,X,X,O
LSIJZOT,O,X,O,O,X,X,X,O
LSIJOTZ,O,O,X,O,X,O,X,X
LSIJOZT,O,O,X,O,X,X,X,X
LSIZTJO,O,X,O,O,X,X,O,O
LSIZTOJ,O,X,O,O,X,O,O,O
LSIZJTO,O,X,O,O,X,X,X,O
LSIZJOT,O,X,O,O,X,X,X,O
LSIZOTJ,O,O,O,O,X,O,O,O
LSIZOJT,O,O,O,O,X,X,X,O
LSIOTJZ,O,O,X,X,O,O,X,X
LSIOTZJ,O,O,O,O,O,O,X,O
LSIOJTZ,O,O,X,X,O,O,X,X
LSIOJZT,O,O,X,X,X,X,X,X
LSIOZTJ,O,O,O,O,X,O,O,O
LSIOZJT,O,O,O,O,X,X,X,O
LSJTIZO,O,X,O,O,X,X,X,O
LSJTIOZ,X,X,X,O,X,O,X,X
LSJTZIO,O,X,O,O,X,X,O,O
LSJTZOI,O,X,O,O,X,X,O,O
LSJTOIZ,X,X,X,O,X,O,X,X
LSJTOZI,X,X,X,O,X,O,O,X
LSJITZO,O,X,O,O,X,X,X,O
LSJITOZ,X,X,X,O,X,O,X,X
LSJIZTO,O,X,O,O,X,X,X,O
LSJIZOT,O,X,O,O,X,X,X,O
LSJIOTZ,O,O,X,O,X,O,X,X
LSJIOZT,O,O,X,O,X,X,X,X
LSJZTIO,O,X,O,O,X,X,O,O
LSJZTOI,O,X,O,O,X,X,O,O
LSJZITO,O,X,O,O,X,X,X,O
LSJZIOT,O,X,O,O,X,X,X,O
LSJZOTI,O,X,O,O,X,X,O,O
LSJZOIT,O,X,O,O,X,X,X,O
LSJOTIZ,O,O,X,O,X,O,X,X
LSJOTZI,O,O,X,O,X,O,O,X
LSJOITZ,O,O,X,O,X,O,X,X
LSJOIZT,O,O,X,O,X,X,X,X
LSJOZTI,O,O,X,O,X,X,O,X
LSJOZIT,O,O,X,O,X,X,X,X
LSZTIJO,O,X,O,O,X,X,O,O
LSZTIOJ,O,X,O,O,X,O,O,O
LSZTJIO,O,X,O,O,X,X,O,O
LSZTJOI,O,X,O,O,X,X,O,O
LSZTOIJ,O,X,O,O,X,O,O,O
LSZTOJI,O,X,O,O,X,O,O,O
LSZITJO,O,X,O,O,X,X,O,O
LSZITOJ,O,X,O,O,X,O,O,O
LSZIJTO,O,X,O,O,X,X,X,O
LSZIJOT,O,X,O,O,X,X,X,O
LSZIOTJ,O,O,O,O,X,O,O,O
LSZIOJT,O,O,O,O,X,X,X,O
LSZJTIO,O,X,O,O,X,X,O,O
LSZJTOI,O,X,O,O,X,X,O,O
LSZJITO,O,X,O,O,X,X,X,O
LSZJIOT,O,X,O,O,X,X,X,O
LSZJOTI,O,X,O,O,X,X,O,O
LSZJOIT,O,X,O,O,X,X,X,O
LSZOTIJ,O,O,O,O,X,O,O,O
LSZOTJI,O,O,O,O,X,O,O,O
LSZOITJ,O,O,O,O,X,O,O,O
LSZOIJT,O,O,O,O,X,X,X,O
LSZOJTI,O,O,O,O,X,X,O,O
LSZOJIT,O,O,O,O,X,X,X,O
LSOTIJZ,O,O,X,X,O,O,X,X
LSOTIZJ,O,O,O,O,O,O,X,O
LSOTJIZ,O,O,X,X,O,O,X,X
LSOTJZI,O,O,X,X,O,O,O,X
LSOTZIJ,O,O,O,O,O,O,O,O
LSOTZJI,O,O,O,O,O,O,O,O
LSOITJZ,O,O,X,X,O,O,X,X
LSOITZJ,O,O,O,O,O,O,X,O
LSOIJTZ,O,O,X,X,O,O,X,X
LSOIJZT,O,O,X,X,X,X,X,X
LSOIZTJ,O,O,O,O,X,O,O,O
LSOIZJT,O,O,O,O,X,X,X,O
LSOJTIZ,O,O,X,O,O,O,X,X
LSOJTZI,O,O,X,O,O,O,O,X
LSOJITZ,O,O,X,O,O,O,X,X
LSOJIZT,O,O,X,O,X,X,X,X
LSOJZTI,O,O,X,O,X,X,O,X
LSOJZIT,O,O,X,O,X,X,X,X
LSOZTIJ,O,O,O,O,X,O,O,O
LSOZTJI,O,O,O,O,X,O,O,O
LSOZITJ,O,O,O,O,X,O,O,O
LSOZIJT,O,O,O,O,X,X,X,O
LSOZJTI,O,O,O,O,X,X,O,O
LSOZJIT,O,O,O,O,X,X,X,O
LZTIJSO,X,X,X,O,O,X,X,X
LZTIJOS,X,X,X,O,X,X,X,X
LZTISJO,O,X,O,O,O,X,X,O
LZTISOJ,O,X,O,O,O,O,X,O
LZTIOJS,X,X,X,O,O,X,X,X
LZTIOSJ,O,O,O,O,O,X,X,X
LZTJISO,X,X,X,O,O,X,X,X
LZTJIOS,X,X,X,O,X,X,X,X
LZTJSIO,X,X,X,O,O,X,X,X
LZTJSOI,X,X,X,O,O,X,X,X
LZTJOIS,X,X,X,O,X,X,X,X
LZTJOSI,X,X,X,O,X,X,X,X
LZTSIJO,O,X,O,O,O,X,X,O
LZTSIOJ,O,X,O,O,O,O,X,O
LZTSJIO,O,X,O,O,O,X,X,O
LZTSJOI,O,X,O,O,O,X,X,O
LZTSOIJ,O,X,O,O,O,O,X,O
LZTSOJI,O,X,O,O,O,O,X,O
LZTOIJS,X,X,X,O,O,X,X,X
LZTOISJ,O,O,O,O,O,X,X,X
LZTOJIS,X,X,X,O,O,X,X,X
LZTOJSI,X,X,X,O,O,X,X,X
LZTOSIJ,O,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,O,X,X,X
LZITJSO,X,X,X,O,O,X,X,X
LZITJOS,X,X,X,O,X,X,X,X
LZITSJO,O,X,O,O,O,X,X,O
LZITSOJ,O,X,O,O,O,O,X,O
LZITOJS,X,X,X,O,O,X,X,X
LZITOSJ,O,O,O,O,O,X,X,X
LZIJTSO,X,X,X,O,X,X,X,X
LZIJTOS,X,X,X,O,X,X,X,X
LZIJSTO,X,X,O,O,X,X,X,X
LZIJSOT,X,X,O,O,X,X,X,X
LZIJOTS,X,X,X,O,X,X,X,X
LZIJOST,X,O,O,O,X,X,X,X
LZISTJO,O,X,O,O,X,X,X,O
LZISTOJ,O,X,O,O,X,O,X,O
LZISJTO,O,X,O,O,X,X,X,O
LZISJOT,O,X,O,O,X,X,X,O
LZISOTJ,O,O,O,O,X,O,X,O
LZISOJT,O,O,O,O,X,X,X,O
LZIOTJS,X,X,X,O,O,X,X,X
LZIOTSJ,O,O,O,O,O,X,X,X
LZIOJTS,X,X,X,O,O,X,X,X
LZIOJST,X,O,O,O,X,X,X,X
LZIOSTJ,O,O,O,O,X,O,X,X
LZIOSJT,O,O,O,O,X,X,X,X
LZJTISO,X,X,X,O,X,X,X,X
LZJTIOS,X,X,X,O,X,X,X,X
LZJTSIO,X,X,X,O,X,X,X,X
LZJTSOI,X,X,X,O,X,X,X,X
LZJTOIS,X,X,X,O,X,X,X,X
LZJTOSI,X,X,X,O,X,X,X,X
LZJITSO,X,X,X,O,X,X,X,X
LZJITOS,X,X,X,O,X,X,X,X
LZJISTO,X,X,O,O,X,X,X,X
LZJISOT,X,X,O,O,X,X,X,X
LZJIOTS,X,X,X,O,X,X,X,X
LZJIOST,X,O,O,O,X,X,X,X
LZJSTIO,X,X,O,O,X,X,X,X
LZJSTOI,X,X,O,O,X,X,X,X
LZJSITO,X,X,O,O,X,X,X,X
LZJSIOT,X,X,O,O,X,X,X,X
LZJSOTI,X,X,O,O,X,X,X,X
LZJSOIT,X,X,O,O,X,X,X,X
LZJOTIS,X,X,X,O,X,X,X,X
LZJOTSI,X,X,X,O,X,X,X,X
LZJOITS,X,X,X,O,X,X,X,X
LZJOIST,X,O,O,O,X,X,X,X
LZJOSTI,X,O,O,O,X,X,X,X
LZJOSIT,X,O,O,O,X,X,X,X
LZSTIJO,O,X,O,O,X,X,X,O
LZSTIOJ,O,X,O,O,X,O,X,O
LZSTJIO,O,X,O,O,X,X,X,O
LZSTJOI,O,X,O,O,X,X,X,O
LZSTOIJ,O,X,O,O,X,O,X,O
LZSTOJI,O,X,O,O,X,O,X,O
LZSITJO,O,X,O,O,X,X,X,O
LZSITOJ,O,X,O,O,X,O,X,O
LZSIJTO,O,X,O,O,X,X,X,O
LZSIJOT,O,X,O,O,X,X,X,O
LZSIOTJ,O,O,O,O,X,O,X,O
LZSIOJT,O,O,O,O,X,X,X,O
LZSJTIO,O,X,O,O,X,X,X,O
LZSJTOI,O,X,O,O,X,X,X,O
LZSJITO,O,X,O,O,X,X,X,O
LZSJIOT,O,X,O,O,X,X,X,O
LZSJOTI,O,X,O,O,X,X,X,O
LZSJOIT,O,X,O,O,X,X,X,O
LZSOTIJ,O,O,O,O,X,O,X,O
LZSOTJI,O,O,O,O,X,O,X,O
LZSOITJ,O,O,O,O,X,O,X,O
LZSOIJT,O,O,O,O,X,X,X,O
LZSOJTI,O,O,O,O,X,X,X,O
LZSOJIT,O,O,O,O,X,X,X,O
LZOTIJS,X,X,X,O,O,X,X,X
LZOTISJ,O,O,O,O,O,X,X,X
LZOTJIS,X,X,X,O,O,X,X,X
LZOTJSI,X,X,X,O,O,X,X,X
LZOTSIJ,O,O,O,O,O,X,X,X
LZOTSJI,O,O,O,O,O,X,X,X
LZOITJS,X,X,X,O,O,X,X,X
LZOITSJ,O,O,O,O,O,X,X,X
LZOIJTS,X,X,X,O,O,X,X,X
LZOIJST,X,O,O,O,X,X,X,X
LZOISTJ,O,O,O,O,X,O,X,X
LZOISJT,O,O,O,O,X,X,X,X
LZOJTIS,X,X,X,O,O,X,X,X
LZOJTSI,X,X,X,O,O,X,X,X
LZOJITS,X,X,X,O,O,X,X,X
LZOJIST,X,O,O,O,X,X,X,X
LZOJSTI,X,O,O,O,X,X,X,X
LZOJSIT,X,O,O,O,X,X,X,X
LZOSTIJ,O,O,O,O,X,O,X,X
LZOSTJI,O,O,O,O,X,O,X,X
LZOSITJ,O,O,O,O,X,O,X,X
LZOSIJT,O,O,O,O,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X
LOTIJSZ,O,X,X,X,O,X,X,X
LOTIJZS,X,X,X,X,O,X,X,X
LOTISJZ,O,O,X,X,O,O,X,X
LOTISZJ,O,O,O,X,O,O,X,O
LOTIZJS,X,X,X,X,O,X,X,X
LOTIZSJ,O,O,X,X,O,X,X,X
LOTJISZ,O,X,X,X,O,X,X,X
LOTJIZS,X,X,X,X,O,X,X,X
LOTJSIZ,O,X,X,X,O,X,X,X
LOTJSZI,O,X,X,X,O,X,O,X
LOTJZIS,X,X,X,X,O,X,X,X
LOTJZSI,X,X,X,X,O,X,X,X
LOTSIJZ,O,O,X,X,O,O,X,X
LOTSIZJ,O,O,O,X,O,O,X,O
LOTSJIZ,O,O,X,X,O,O,X,X
LOTSJZI,O,O,X,X,O,O,O,X
LOTSZIJ,O,O,O,X,O,O,O,O
LOTSZJI,O,O,O,X,O,O,O,O
LOTZIJS,X,X,X,X,O,X,X,X
LOTZISJ,O,O,X,X,O,X,X,X
LOTZJIS,X,X,X,X,O,X,X,X
LOTZJSI,X,X,X,X,O,X,X,X
LOTZSIJ,O,O,X,X,O,X,X,X
LOTZSJI,O,O,X,X,O,X,X,X
LOITJSZ,O,X,X,X,O,X,X,X
LOITJZS,X,X,X,X,O,X,X,X
LOITSJZ,O,O,X,X,O,O,X,X
LOITSZJ,O,O,O,X,O,O,X,O
LOITZJS,X,X,X,X,O,X,X,X
LOITZSJ,O,O,X,X,O,X,X,X
LOIJTSZ,O,X,X,O,O,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X
LOIJSTZ,O,O,X,O,O,O,X,X
LOIJSZT,O,O,X,O,X,X,X,X
LOIJZTS,X,X,X,O,O,X,X,X
LOIJZST,X,O,X,O,X,X,X,X
LOISTJZ,O,O,X,X,O,O,X,X
LOISTZJ,O,O,O,O,O,O,X,O
LOISJTZ,O,O,X,X,O,O,X,X
LOISJZT,O,O,X,X,X,X,X,X
LOISZTJ,O,O,O,O,X,O,X,O
LOISZJT,O,O,O,O,X,X,X,O
LOIZTJS,X,X,X,O,O,X,X,X
LOIZTSJ,O,O,O,O,O,X,X,X
LOIZJTS,X,X,X,O,O,X,X,X
LOIZJST,X,O,O,O,X,X,X,X
LOIZSTJ,O,O,O,O,X,O,X,X
LOIZSJT,O,O,O,O,X,X,X,X
LOJTISZ,O,X,X,O,O,X,X,X
LOJTIZS,X,X,X,X,O,X,X,X
LOJTSIZ,O,X,X,O,O,X,X,X
LOJTSZI,O,X,X,O,O,X,O,X
LOJTZIS,X,X,X,X,O,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X
LOJITSZ,O,X,X,O,O,X,X,X
LOJITZS,X,X,X,X,O,X,X,X
LOJISTZ,O,O,X,O,O,O,X,X
LOJISZT,O,O,X,O,X,X,X,X
LOJIZTS,X,X,X,O,O,X,X,X
LOJIZST,X,O,X,O,X,X,X,X
LOJSTIZ,O,O,X,O,O,O,X,X
LOJSTZI,O,O,X,O,O,O,O,X
LOJSITZ,O,O,X,O,O,O,X,X
LOJSIZT,O,O,X,O,X,X,X,X
LOJSZTI,O,O,X,O,X,X,O,X
LOJSZIT,O,O,X,O,X,X,X,X
LOJZTIS,X,X,X,O,O,X,X,X
LOJZTSI,X,X,X,O,O,X,X,X
LOJZITS,X,X,X,O,O,X,X,X
LOJZIST,X,O,X,O,X,X,X,X
LOJZSTI,X,O,X,O,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X
LOSTIJZ,O,O,X,X,O,O,X,X
LOSTIZJ,O,O,O,O,O,O,X,O
LOSTJIZ,O,O,X,X,O,O,X,X
LOSTJZI,O,O,X,X,O,O,O,X
LOSTZIJ,O,O,O,O,O,O,O,O
LOSTZJI,O,O,O,O,O,O,O,O
LOSITJZ,O,O,X,X,O,O,X,X
LOSITZJ,O,O,O,O,O,O,X,O
LOSIJTZ,O,O,X,X,O,O,X,X
LOSIJZT,O,O,X,X,X,X,X,X
LOSIZTJ,O,O,O,O,X,O,O,O
LOSIZJT,O,O,O,O,X,X,X,O
LOSJTIZ,O,O,X,O,O,O,X,X
LOSJTZI,O,O,X,O,O,O,O,X
LOSJITZ,O,O,X,O,O,O,X,X
LOSJIZT,O,O,X,O,X,X,X,X
LOSJZTI,O,O,X,O,X,X,O,X
LOSJZIT,O,O,X,O,X,X,X,X
LOSZTIJ,O,O,O,O,X,O,O,O
LOSZTJI,O,O,O,O,X,O,O,O
LOSZITJ,O,O,O,O,X,O,O,O
LOSZIJT,O,O,O,O,X,X,X,O
LOSZJTI,O,O,O,O,X,X,O,O
LOSZJIT,O,O,O,O,X,X,X,O
LOZTIJS,X,X,X,O,O,X,X,X
LOZTISJ,O,O,O,O,O,X,X,X
LOZTJIS,X,X,X,O,O,X,X,X
LOZTJSI,X,X,X,O,O,X,X,X
LOZTSIJ,O,O,O,O,O,X,X,X
LOZTSJI,O,O,O,O,O,X,X,X
LOZITJS,X,X,X,O,O,X,X,X
LOZITSJ,O,O,O,O,O,X,X,X
LOZIJTS,X,X,X,O,O,X,X,X
LOZIJST,X,O,O,O,X,X,X,X
LOZISTJ,O,O,O,O,X,O,X,X
LOZISJT,O,O,O,O,X,X,X,X
LOZJTIS,X,X,X,O,O,X,X,X
LOZJTSI,X,X,X,O,O,X,X,X
LOZJITS,X,X,X,O,O,X,X,X
LOZJIST,X,O,O,O,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X
LOZSTIJ,O,O,O,O,X,O,X,X
LOZSTJI,O,O,O,O,X,O,X,X
LOZSITJ,O,O,O,O,X,O,X,X
LOZSIJT,O,O,O,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X
JTILSZO,O,X,O,O,O,X,X,O
JTILSOZ,X,X,X,O,O,O,X,X
JTILZSO,X,X,X,O,O,X,X,X
JTILZOS,X,X,X,O,X,X,X,X
JTILOSZ,O,X,X,O,O,X,X,X
JTILOZS,X,X,X,X,O,X,X,X
JTISLZO,O,X,O,O,O,X,X,O
JTISLOZ,X,X,X,O,O,O,X,X
JTISZLO,O,X,O,O,O,X,O,O
JTISZOL,X,X,O,O,O,X,O,O
JTISOLZ,X,X,X,O,O,O,X,X
JTISOZL,X,X,X,O,O,X,O,X
JTIZLSO,X,X,X,O,O,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X
JTIZSLO,X,X,X,O,O,X,X,X
JTIZSOL,X,X,X,O,O,X,X,X
JTIZOLS,X,X,X,O,X,X,X,X
JTIZOSL,X,X,X,O,X,X,X,X
JTIOLSZ,O,X,X,O,O,X,X,X
JTIOLZS,X,X,X,X,O,X,X,X
JTIOSLZ,O,X,X,O,O,X,X,X
JTIOSZL,O,X,X,O,O,X,O,X
JTIOZLS,X,X,X,X,O,X,X,X
JTIOZSL,X,X,X,X,O,X,X,X
JTLISZO,O,X,O,O,O,X,X,O
JTLISOZ,X,X,X,O,O,O,X,X
JTLIZSO,X,X,X,O,O,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X
JTLIOSZ,O,X,X,O,O,X,X,X
JTLIOZS,X,X,X,X,O,X,X,X
JTLSIZO,O,X,O,O,O,X,X,O
JTLSIOZ,X,X,X,O,O,O,X,X
JTLSZIO,O,X,O,O,O,X,O,O
JTLSZOI,O,X,O,O,O,X,O,O
JTLSOIZ,X,X,X,O,O,O,X,X
JTLSOZI,X,X,X,O,O,O,O,X
JTLZISO,X,X,X,O,O,X,X,X
JTLZIOS,X,X,X,O,X,X,X,X
JTLZSIO,X,X,X,O,O,X,X,X
JTLZSOI,X,X,X,O,O,X,X,X
JTLZOIS,X,X,X,O,X,X,X,X
JTLZOSI,X,X,X,O,X,X,X,X
JTLOISZ,O,X,X,O,O,X,X,X
JTLOIZS,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,X,O,O,X,X,X
JTLOSZI,O,X,X,O,O,X,O,X
JTLOZIS,X,X,X,X,O,X,X,X
JTLOZSI,X,X,X,X,O,X,X,X
JTSILZO,O,X,O,O,O,X,X,O
JTSILOZ,X,X,X,O,O,O,X,X
JTSIZLO,O,X,O,O,O,X,O,O
JTSIZOL,X,X,O,O,O,X,O,O
JTSIOLZ,X,X,X,O,O,O,X,X
JTSIOZL,X,X,X,O,O,X,O,X
JTSLIZO,O,X,O,O,O,X,X,O
JTSLIOZ,X,X,X,O,O,O,X,X
JTSLZIO,O,X,O,O,O,X,O,O
JTSLZOI,O,X,O,O,O,X,O,O
JTSLOIZ,X,X,X,O,O,O,X,X
JTSLOZI,X,X,X,O,O,O,O,X
JTSZILO,O,X,O,O,O,X,O,O
JTSZIOL,X,X,O,O,O,X,O,O
JTSZLIO,O,X,O,O,O,X,O,O
JTSZLOI,O,X,O,O,O,X,O,O
JTSZOIL,X,X,O,O,O,X,O,O
JTSZOLI,X,X,O,O,O,X,O,O
JTSOILZ,X,X,X,O,O,O,X,X
JTSOIZL,X,X,X,O,O,X,O,X
JTSOLIZ,X,X,X,O,O,O,X,X
JTSOLZI,X,X,X,O,O,O,O,X
JTSOZIL,X,X,X,O,O,X,O,X
JTSOZLI,X,X,X,O,O,X,O,X
JTZILSO,X,X,X,O,O,X,X,X
JTZILOS,X,X,X,O,X,X,X,X
JTZISLO,X,X,X,O,O,X,X,X
JTZISOL,X,X,X,O,O,X,X,X
JTZIOLS,X,X,X,O,X,X,X,X
JTZIOSL,X,X,X,O,X,X,X,X
JTZLISO,X,X,X,O,O,X,X,X
JTZLIOS,X,X,X,O,X,X,X,X
JTZLSIO,X,X,X,O,O,X,X,X
JTZLSOI,X,X,X,O,O,X,X,X
JTZLOIS,X,X,X,O,X,X,X,X
JTZLOSI,X,X,X,O,X,X,X,X
JTZSILO,X,X,X,O,O,X,O,X
JTZSIOL,X,X,X,O,O,X,O,X
JTZSLIO,X,X,X,O,O,X,O,X
JTZSLOI,X,X,X,O,O,X,O,X
JTZSOIL,X,X,X,O,O,X,O,X
