sequence,v115@EhA8HeB8HeD8EeE8Je0/IvhFZmBumBTjBNpBXqB6qB,v115@EhA8HeB8HeD8EeE8Je0/IvhF3hBTjBNpBWrBilBRvB,v115@EhA8HeB8HeD8EeE8JeZEJvhFukBihBTjBcrBXqB9qB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrB3pBmqBUqB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrBUqBmqB3pB,v115@EhA8HeB8HeD8EeE8JeZEJvhFdmBumBTjBCqBfqB0qB,v115@EhA8HeB8HeD8EeE8JedFJvhFRhBTjBCmB0pBXrBOpB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBcrBGqBiqB3pB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBuqBcrB3pBaqB,v115@EhA8HeB8HeD8EeE8JeRAJvhFumBTjB/qBarB0pBNpB,v115@EhA8HeB8HeD8EeE8Jei/IvhFZmBumBTjBcpBXqB9qB
JTSZLIO,O,X,X,X,X,X,X,O,X,O,X
JTSZLOI,O,O,X,X,X,X,X,O,X,O,X
JTSZOIL,O,O,X,X,X,X,X,O,X,X,O
JTSZOLI,O,O,X,X,X,X,X,O,X,O,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X,X,O
JTSOLIZ,O,X,X,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X,X,O,X
JTSOZIL,O,O,X,X,X,X,X,O,X,X,O
JTSOZLI,O,O,X,X,X,X,X,O,X,O,X
JTZILSO,X,O,X,X,X,X,X,O,X,X,X
JTZILOS,X,O,X,X,X,X,X,O,X,X,X
JTZISLO,O,O,X,X,X,X,X,O,X,X,O
JTZISOL,O,O,X,X,X,X,X,O,X,X,O
JTZIOLS,X,O,X,X,X,X,X,O,X,X,X
JTZIOSL,O,O,X,X,X,X,X,O,X,X,O
JTZLISO,X,X,X,X,X,X,X,O,X,X,X
JTZLIOS,X,X,X,X,X,X,X,O,X,X,X
JTZLSIO,O,X,X,X,X,X,X,O,X,X,X
JTZLSOI,O,O,X,X,X,X,X,O,X,X,X
JTZLOIS,X,X,X,X,X,X,X,O,X,X,X
JTZLOSI,O,O,X,X,X,X,X,O,X,X,X
JTZSILO,O,X,X,X,X,X,X,O,X,X,O
JTZSIOL,O,O,X,X,X,X,X,O,X,X,O
JTZSLIO,O,X,X,X,X,X,X,O,X,O,X
JTZSLOI,O,O,X,X,X,X,X,O,X,O,X
JTZSOIL,O,O,X,X,X,X,X,O,X,X,O
JTZSOLI,O,O,X,X,X,X,X,O,X,O,X
JTZOILS,X,O,X,X,X,X,X,O,X,X,X
JTZOISL,O,O,X,X,X,X,X,O,X,X,O
JTZOLIS,X,X,X,X,X,X,X,O,X,X,X
JTZOLSI,O,O,X,X,X,X,X,O,X,X,X
JTZOSIL,O,O,X,X,X,X,X,O,X,X,O
JTZOSLI,O,O,X,X,X,X,X,O,X,O,X
JTOILSZ,O,O,X,X,X,O,X,X,X,X,X
JTOILZS,X,O,X,X,X,O,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X,X,X,O
JTOIZLS,X,O,X,X,X,X,X,O,X,X,X
JTOIZSL,O,O,X,X,X,X,X,O,X,X,O
JTOLISZ,O,X,X,X,X,O,X,X,X,X,X
JTOLIZS,X,X,X,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,X,X,X,O,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,X,O,X
JTOLZIS,X,X,X,X,X,O,X,O,X,X,X
JTOLZSI,O,O,X,X,X,X,X,O,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X,X,X,O
JTOSLIZ,O,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X,X,O,X
JTOSZIL,O,O,X,X,X,X,X,O,X,X,O
JTOSZLI,O,O,X,X,X,X,X,O,X,O,X
JTOZILS,X,O,X,X,X,X,X,O,X,X,X
JTOZISL,O,O,X,X,X,X,X,O,X,X,O
JTOZLIS,X,X,X,X,X,X,X,O,X,X,X
JTOZLSI,O,O,X,X,X,X,X,O,X,X,X
JTOZSIL,O,O,X,X,X,X,X,O,X,X,O
JTOZSLI,O,O,X,X,X,X,X,O,X,O,X
JITLSZO,O,O,X,X,X,O,X,X,X,X,X
JITLSOZ,O,O,X,X,X,O,X,X,X,X,X
JITLZSO,X,O,X,X,X,O,X,X,X,X,X
JITLZOS,X,O,X,X,X,O,X,X,X,X,X
JITLOSZ,O,O,X,X,X,O,X,X,X,X,X
JITLOZS,X,O,X,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X,O
JITSZOL,O,O,X,X,X,X,X,X,X,X,O
JITSOLZ,O,O,X,X,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X,O
JITZLSO,X,O,X,X,X,X,X,O,X,X,X
JITZLOS,X,O,X,X,X,X,X,O,X,X,X
JITZSLO,O,O,X,X,X,X,X,O,X,X,O
JITZSOL,O,O,X,X,X,X,X,O,X,X,O
JITZOLS,X,O,X,X,X,X,X,O,X,X,X
JITZOSL,O,O,X,X,X,X,X,O,X,X,O
JITOLSZ,O,O,X,X,X,O,X,X,X,X,X
JITOLZS,X,O,X,X,X,O,X,X,X,X,X
JITOSLZ,O,O,X,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X,X,X,O
JITOZLS,X,O,X,X,X,X,X,O,X,X,X
JITOZSL,O,O,X,X,X,X,X,O,X,X,O
JILTSZO,O,O,X,X,X,O,X,X,X,X,X
JILTSOZ,O,O,X,X,X,O,X,X,X,X,X
JILTZSO,X,O,X,X,X,O,X,X,X,X,X
JILTZOS,X,O,X,X,X,O,X,X,X,X,X
JILTOSZ,O,O,X,X,X,O,X,X,X,X,X
JILTOZS,X,O,X,X,X,O,X,X,X,X,X
JILSTZO,O,O,X,O,X,O,X,X,X,X,X
JILSTOZ,O,O,X,O,X,O,X,X,X,X,X
JILSZTO,X,X,X,X,X,X,X,X,X,O,O
JILSZOT,X,X,X,X,X,X,X,X,X,O,O
JILSOTZ,O,O,X,O,X,O,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,O,O
JILZTSO,X,X,X,X,O,O,X,X,X,X,X
JILZTOS,X,X,X,X,O,O,X,X,X,X,X
JILZSTO,X,X,X,X,X,X,X,X,X,X,O
JILZSOT,X,X,X,X,X,X,X,X,X,X,O
JILZOTS,X,X,X,X,O,O,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X,X,O
JILOTSZ,O,O,X,X,X,O,X,X,X,X,X
JILOTZS,X,O,X,X,X,O,X,X,X,X,X
JILOSTZ,O,O,X,O,X,O,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,O,O
JILOZTS,X,X,X,X,O,O,X,X,X,X,X
JILOZST,X,X,X,X,X,X,X,X,X,X,O
JISTLZO,O,O,X,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X,X,O
JISTZOL,O,O,O,X,X,X,X,X,X,X,O
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,X,X,X,X,O
JISLTZO,O,O,X,X,X,O,X,X,X,X,X
JISLTOZ,O,O,X,X,X,O,X,X,X,X,X
JISLZTO,X,X,O,X,X,X,O,X,X,O,O
JISLZOT,X,X,O,X,X,X,O,X,X,O,O
JISLOTZ,O,O,X,X,X,O,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,O,X,X,O,O
JISZTLO,O,O,O,X,X,X,X,X,X,X,O
JISZTOL,O,O,O,X,X,X,X,X,X,X,O
JISZLTO,X,X,O,X,X,X,O,X,X,O,O
JISZLOT,X,X,O,X,X,X,O,X,X,O,O
JISZOTL,O,O,O,X,X,X,X,X,X,X,O
JISZOLT,X,X,O,X,X,X,O,X,X,O,O
JISOTLZ,O,O,X,X,X,X,X,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X,X,X,O
JISOLTZ,O,O,X,X,X,O,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,O,X,X,O,O
JISOZTL,O,O,O,X,X,X,X,X,X,X,O
JISOZLT,X,X,O,X,X,X,O,X,X,O,O
JIZTLSO,X,O,X,X,X,X,X,O,X,X,X
JIZTLOS,X,O,X,X,X,X,X,O,X,X,X
JIZTSLO,O,O,X,X,X,X,X,O,O,X,O
JIZTSOL,O,O,X,X,X,X,X,O,O,X,O
JIZTOLS,X,O,X,X,X,X,X,O,X,X,X
JIZTOSL,O,O,X,X,X,X,X,O,O,X,O
JIZLTSO,X,X,X,X,X,O,X,O,X,X,X
JIZLTOS,X,X,X,X,X,O,X,O,X,X,X
JIZLSTO,X,X,X,X,X,X,X,X,O,X,O
JIZLSOT,X,X,X,X,X,X,X,X,O,X,O
JIZLOTS,X,X,X,X,X,O,X,O,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,O,X,O
JIZSTLO,O,O,O,X,X,X,X,O,O,X,O
JIZSTOL,O,O,O,X,X,X,X,O,O,X,O
JIZSLTO,X,X,O,X,X,X,O,X,O,O,O
JIZSLOT,X,X,O,X,X,X,O,X,O,O,O
JIZSOTL,O,O,O,X,X,X,X,O,O,X,O
JIZSOLT,X,X,O,X,X,X,O,X,O,O,O
JIZOTLS,X,O,X,X,X,X,X,O,X,X,X
JIZOTSL,O,O,X,X,X,X,X,O,O,X,O
JIZOLTS,X,X,X,X,X,O,X,O,X,X,X
JIZOLST,X,X,X,X,X,X,X,X,O,X,O
JIZOSTL,O,O,O,X,X,X,X,O,O,X,O
JIZOSLT,X,X,O,X,X,X,O,X,O,O,O
JIOTLSZ,O,O,X,X,X,O,X,X,X,X,X
JIOTLZS,X,O,X,X,X,O,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X,X,X,O
JIOTZLS,X,O,X,X,X,X,X,O,X,X,X
JIOTZSL,O,O,X,X,X,X,X,O,X,X,O
JIOLTSZ,O,O,X,X,X,O,X,X,X,X,X
JIOLTZS,X,O,X,X,X,O,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,O,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,X,X,O,O
JIOLZTS,X,X,X,X,O,O,X,X,X,X,X
JIOLZST,X,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X,X,X,X,O
JIOSLTZ,O,O,X,X,X,O,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,O,X,X,O,O
JIOSZTL,O,O,O,X,X,X,X,X,X,X,O
JIOSZLT,X,X,O,X,X,X,O,X,X,O,O
JIOZTLS,X,O,X,X,X,X,X,O,X,X,X
JIOZTSL,O,O,X,X,X,X,X,O,O,X,O
JIOZLTS,X,X,X,X,X,O,X,O,X,X,X
JIOZLST,X,X,X,X,X,X,X,X,O,X,O
JIOZSTL,O,O,O,X,X,X,X,O,O,X,O
JIOZSLT,X,X,O,X,X,X,O,X,O,O,O
JLTISZO,O,X,X,X,X,O,X,X,X,X,X
JLTISOZ,O,X,X,X,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,X,O,X,X,X,X,X
JLTIZOS,X,X,X,X,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,O,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O,X,X,X,X,X
JLTSIZO,O,X,X,X,X,O,X,X,X,X,X
JLTSIOZ,O,X,X,X,X,O,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,X,O,X
JLTSZOI,O,O,X,X,X,X,X,X,X,O,X
JLTSOIZ,O,X,X,X,X,O,X,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X,X,X,O,X
JLTZISO,X,X,X,X,X,O,X,O,X,X,X
JLTZIOS,X,X,X,X,X,O,X,O,X,X,X
JLTZSIO,O,X,X,X,X,X,X,O,X,X,X
JLTZSOI,O,O,X,X,X,X,X,O,X,X,X
JLTZOIS,X,X,X,X,X,O,X,O,X,X,X
JLTZOSI,O,O,X,X,X,X,X,O,X,X,X
JLTOISZ,O,X,X,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,X,X,X,O,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X,X,O,X
JLTOZIS,X,X,X,X,X,O,X,O,X,X,X
JLTOZSI,O,O,X,X,X,X,X,O,X,X,X
JLITSZO,O,O,X,X,X,O,X,X,X,X,X
JLITSOZ,O,O,X,X,X,O,X,X,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X,X,X
JLITZOS,X,O,X,X,X,O,X,X,X,X,X
JLITOSZ,O,O,X,X,X,O,X,X,X,X,X
JLITOZS,X,O,X,X,X,O,X,X,X,X,X
JLISTZO,O,O,X,O,X,O,X,X,X,X,X
JLISTOZ,O,O,X,O,X,O,X,X,X,X,X
JLISZTO,X,X,X,X,X,X,X,X,X,O,O
JLISZOT,X,X,X,X,X,X,X,X,X,O,O
JLISOTZ,O,O,X,O,X,O,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X,X,X,O,O
JLIZTSO,X,X,X,X,O,O,X,X,X,X,X
JLIZTOS,X,X,X,X,O,O,X,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,X,X,O
JLIZSOT,X,X,X,X,X,X,X,X,X,X,O
JLIZOTS,X,X,X,X,O,O,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,X,X,X,X,O
JLIOTSZ,O,O,X,X,X,O,X,X,X,X,X
JLIOTZS,X,O,X,X,X,O,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,O,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X,O,O
JLIOZTS,X,X,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,X,X,X,X,O
JLSTIZO,O,X,X,O,X,O,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,O,X,X,X,X,X
JLSTZIO,O,X,X,O,X,X,X,X,X,O,X
JLSTZOI,O,O,X,O,X,X,X,X,X,O,X
JLSTOIZ,O,X,X,O,X,O,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,O,X
JLSITZO,O,O,X,O,X,O,X,X,X,X,X
JLSITOZ,O,O,X,O,X,O,X,X,X,X,X
JLSIZTO,X,X,X,X,X,X,X,X,X,O,O
JLSIZOT,X,X,X,X,X,X,X,X,X,O,O
JLSIOTZ,O,O,X,O,X,O,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,X,X,O,O
JLSZTIO,X,X,X,X,X,X,X,X,X,O,X
JLSZTOI,X,X,X,X,X,X,X,X,X,O,X
JLSZITO,X,X,X,X,X,X,X,X,X,O,O
JLSZIOT,X,X,X,X,X,X,X,X,X,O,O
JLSZOTI,X,X,X,X,X,X,X,X,X,O,X
JLSZOIT,X,X,X,X,X,X,X,X,X,O,O
JLSOTIZ,O,X,X,O,X,O,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,O,X
JLSOITZ,O,O,X,O,X,O,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,X,O,O
JLSOZTI,X,X,X,X,X,X,X,X,X,O,X
JLSOZIT,X,X,X,X,X,X,X,X,X,O,O
JLZTISO,X,X,X,X,O,O,X,O,X,X,X
JLZTIOS,X,X,X,X,O,O,X,O,X,X,X
JLZTSIO,X,X,X,X,O,X,X,O,X,X,X
JLZTSOI,X,X,X,X,O,X,X,O,X,X,X
JLZTOIS,X,X,X,X,O,O,X,O,X,X,X
JLZTOSI,X,X,X,X,O,X,X,O,X,X,X
JLZITSO,X,X,X,X,O,O,X,O,X,X,X
JLZITOS,X,X,X,X,O,O,X,O,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,X,X,O
JLZISOT,X,X,X,X,X,X,X,X,X,X,O
JLZIOTS,X,X,X,X,O,O,X,O,X,X,X
JLZIOST,X,X,X,X,X,X,X,X,X,X,O
JLZSTIO,X,X,X,X,X,X,X,X,X,O,X
JLZSTOI,X,X,X,X,X,X,X,X,X,O,X
JLZSITO,X,X,X,X,X,X,X,X,X,O,O
JLZSIOT,X,X,X,X,X,X,X,X,X,O,O
JLZSOTI,X,X,X,X,X,X,X,X,X,O,X
JLZSOIT,X,X,X,X,X,X,X,X,X,O,O
JLZOTIS,X,X,X,X,O,O,X,O,X,X,X
JLZOTSI,X,X,X,X,O,X,X,O,X,X,X
JLZOITS,X,X,X,X,O,O,X,O,X,X,X
JLZOIST,X,X,X,X,X,X,X,X,X,X,O
JLZOSTI,X,X,X,X,X,X,X,X,X,O,X
JLZOSIT,X,X,X,X,X,X,X,X,X,O,O
JLOTISZ,O,X,X,X,X,O,X,X,X,X,X
JLOTIZS,X,X,X,X,X,O,X,X,X,X,X
JLOTSIZ,O,X,X,X,X,O,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X,X,O,X
JLOTZIS,X,X,X,X,X,O,X,O,X,X,X
JLOTZSI,O,O,X,X,X,X,X,O,X,X,X
JLOITSZ,O,O,X,X,X,O,X,X,X,X,X
JLOITZS,X,O,X,X,X,O,X,X,X,X,X
JLOISTZ,O,O,X,O,X,O,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,X,X,O,O
JLOIZTS,X,X,X,X,O,O,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,X,X,O
JLOSTIZ,O,X,X,O,X,O,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,O,X
JLOSITZ,O,O,X,O,X,O,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X,X,X,O,O
JLOSZTI,X,X,X,X,X,X,X,X,X,O,X
JLOSZIT,X,X,X,X,X,X,X,X,X,O,O
JLOZTIS,X,X,X,X,O,O,X,O,X,X,X
JLOZTSI,X,X,X,X,O,X,X,O,X,X,X
JLOZITS,X,X,X,X,O,O,X,O,X,X,X
JLOZIST,X,X,X,X,X,X,X,X,X,X,O
JLOZSTI,X,X,X,X,X,X,X,X,X,O,X
JLOZSIT,X,X,X,X,X,X,X,X,X,O,O
JSTILZO,O,O,X,X,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X,X,O
JSTIZOL,O,O,O,X,X,X,X,X,X,X,O
JSTIOLZ,O,O,X,X,X,X,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X,X,X,O
JSTLIZO,O,X,X,O,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,O,X,X,X,X,X,X,X
JSTLZIO,O,X,X,O,X,X,X,X,X,O,X
JSTLZOI,O,O,X,O,X,X,X,X,X,O,X
JSTLOIZ,O,X,X,O,X,X,X,X,X,X,X
JSTLOZI,O,O,X,O,X,X,X,X,X,O,X
JSTZILO,O,X,O,X,X,X,X,O,O,X,O
JSTZIOL,O,O,O,X,X,X,X,O,O,X,O
JSTZLIO,O,X,X,X,X,X,X,O,O,O,X
JSTZLOI,O,O,X,X,X,X,X,O,O,O,X
JSTZOIL,O,O,O,X,X,X,X,O,O,X,O
JSTZOLI,O,O,X,X,X,X,X,O,O,O,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X,X,X,O
JSTOLIZ,O,X,X,O,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,X,O,X
JSTOZIL,O,O,O,X,X,X,X,O,O,X,O
JSTOZLI,O,O,X,X,X,X,X,O,O,O,X
JSITLZO,O,O,X,X,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X,X,O
JSITZOL,O,O,O,X,X,X,X,X,X,X,O
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X
JSITOZL,O,O,O,X,X,X,X,X,X,X,O
JSILTZO,O,O,X,X,X,O,X,X,X,X,X
JSILTOZ,O,O,X,X,X,O,X,X,X,X,X
JSILZTO,X,X,O,X,X,X,O,X,X,O,O
JSILZOT,X,X,O,X,X,X,O,X,X,O,O
JSILOTZ,O,O,X,X,X,O,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,O,X,X,O,O
JSIZTLO,O,O,O,X,X,X,X,X,X,X,O
JSIZTOL,O,O,O,X,X,X,X,X,X,X,O
JSIZLTO,X,X,O,X,X,X,O,X,X,O,O
JSIZLOT,X,X,O,X,X,X,O,X,X,O,O
JSIZOTL,O,O,O,X,X,X,X,X,X,X,O
JSIZOLT,X,X,O,X,X,X,O,X,X,O,O
JSIOTLZ,O,O,X,X,X,X,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X,X,X,O
JSIOLTZ,O,O,X,X,X,O,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,O,X,X,O,O
JSIOZTL,O,O,O,X,X,X,X,X,X,X,O
JSIOZLT,X,X,O,X,X,X,O,X,X,O,O
JSLTIZO,O,X,X,O,X,O,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,O,X,X,X,X,X
JSLTZIO,O,X,X,O,X,X,X,X,X,O,X
JSLTZOI,O,O,X,O,X,X,X,X,X,O,X
JSLTOIZ,O,X,X,O,X,O,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,X,O,X
JSLITZO,O,O,X,O,X,O,X,X,X,X,X
JSLITOZ,O,O,X,O,X,O,X,X,X,X,X
JSLIZTO,X,X,O,X,X,X,O,X,X,O,O
JSLIZOT,X,X,O,X,X,X,O,X,X,O,O
JSLIOTZ,O,O,X,O,X,O,X,X,X,X,X
JSLIOZT,X,X,O,X,X,X,O,X,X,O,O
JSLZTIO,X,X,X,X,X,X,O,X,X,O,X
JSLZTOI,X,X,X,X,X,X,O,X,X,O,X
JSLZITO,X,X,O,X,X,X,O,X,X,O,O
JSLZIOT,X,X,O,X,X,X,O,X,X,O,O
JSLZOTI,X,X,X,X,X,X,O,X,X,O,X
JSLZOIT,X,X,O,X,X,X,O,X,X,O,O
JSLOTIZ,O,X,X,O,X,O,X,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X,X,O,X
JSLOITZ,O,O,X,O,X,O,X,X,X,X,X
JSLOIZT,X,X,O,X,X,X,O,X,X,O,O
JSLOZTI,X,X,X,X,X,X,O,X,X,O,X
JSLOZIT,X,X,O,X,X,X,O,X,X,O,O
JSZTILO,O,X,O,X,X,X,X,O,O,X,O
JSZTIOL,O,O,O,X,X,X,X,O,O,X,O
JSZTLIO,O,X,X,X,X,X,O,O,O,O,X
JSZTLOI,O,O,X,X,X,X,O,O,O,O,X
JSZTOIL,O,O,O,X,X,X,X,O,O,X,O
JSZTOLI,O,O,X,X,X,X,O,O,O,O,X
JSZITLO,O,O,O,X,X,X,X,O,O,X,O
JSZITOL,O,O,O,X,X,X,X,O,O,X,O
JSZILTO,X,X,O,X,X,X,O,X,O,O,O
JSZILOT,X,X,O,X,X,X,O,X,O,O,O
JSZIOTL,O,O,O,X,X,X,X,O,O,X,O
JSZIOLT,X,X,O,X,X,X,O,X,O,O,O
JSZLTIO,X,X,X,X,X,X,O,X,O,O,X
JSZLTOI,X,X,X,X,X,X,O,X,O,O,X
JSZLITO,X,X,O,X,X,X,O,X,O,O,O
JSZLIOT,X,X,O,X,X,X,O,X,O,O,O
JSZLOTI,X,X,X,X,X,X,O,X,O,O,X
JSZLOIT,X,X,O,X,X,X,O,X,O,O,O
JSZOTIL,O,O,O,X,X,X,X,O,O,X,O
JSZOTLI,O,O,X,X,X,X,O,O,O,O,X
JSZOITL,O,O,O,X,X,X,X,O,O,X,O
JSZOILT,X,X,O,X,X,X,O,X,O,O,O
JSZOLTI,X,X,X,X,X,X,O,X,O,O,X
JSZOLIT,X,X,O,X,X,X,O,X,O,O,O
JSOTILZ,O,O,X,X,X,X,X,X,X,X,X
JSOTIZL,O,O,O,X,X,X,X,X,X,X,O
JSOTLIZ,O,X,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,O,X
JSOTZIL,O,O,O,X,X,X,X,O,O,X,O
JSOTZLI,O,O,X,X,X,X,X,O,O,O,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X,X,X,O
JSOILTZ,O,O,X,X,X,O,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,O,X,X,O,O
JSOIZTL,O,O,O,X,X,X,X,X,X,X,O
JSOIZLT,X,X,O,X,X,X,O,X,X,O,O
JSOLTIZ,O,X,X,O,X,O,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X,X,O,X
JSOLITZ,O,O,X,O,X,O,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,O,X,X,O,O
JSOLZTI,X,X,X,X,X,X,O,X,X,O,X
JSOLZIT,X,X,O,X,X,X,O,X,X,O,O
JSOZTIL,O,O,O,X,X,X,X,O,O,X,O
JSOZTLI,O,O,X,X,X,X,O,O,O,O,X
JSOZITL,O,O,O,X,X,X,X,O,O,X,O
JSOZILT,X,X,O,X,X,X,O,X,O,O,O
JSOZLTI,X,X,X,X,X,X,O,X,O,O,X
JSOZLIT,X,X,O,X,X,X,O,X,O,O,O
JZTILSO,X,X,X,X,X,X,X,O,X,X,X
JZTILOS,X,X,X,X,X,X,X,O,X,X,X
JZTISLO,O,X,X,X,X,X,X,O,O,X,O
JZTISOL,O,O,X,X,X,X,X,O,O,X,O
JZTIOLS,X,X,X,X,X,X,X,O,X,X,X
JZTIOSL,O,O,X,X,X,X,X,O,O,X,O
JZTLISO,X,X,X,X,O,X,X,O,X,X,X
JZTLIOS,X,X,X,X,O,X,X,O,X,X,X
JZTLSIO,O,X,X,X,O,X,X,O,X,X,X
JZTLSOI,O,O,X,X,O,X,X,O,X,X,X
JZTLOIS,X,X,X,X,O,X,X,O,X,X,X
JZTLOSI,O,O,X,X,O,X,X,O,X,X,X
JZTSILO,O,X,X,X,X,X,X,O,O,X,O
JZTSIOL,O,O,X,X,X,X,X,O,O,X,O
JZTSLIO,O,X,X,X,X,X,O,O,O,O,X
JZTSLOI,O,O,X,X,X,X,O,O,O,O,X
JZTSOIL,O,O,X,X,X,X,X,O,O,X,O
JZTSOLI,O,O,X,X,X,X,O,O,O,O,X
JZTOILS,X,X,X,X,X,X,X,O,X,X,X
JZTOISL,O,O,X,X,X,X,X,O,O,X,O
JZTOLIS,X,X,X,X,O,X,X,O,X,X,X
JZTOLSI,O,O,X,X,O,X,X,O,X,X,X
JZTOSIL,O,O,X,X,X,X,X,O,O,X,O
JZTOSLI,O,O,X,X,X,X,O,O,O,O,X
JZITLSO,X,O,X,X,X,X,X,O,X,X,X
JZITLOS,X,O,X,X,X,X,X,O,X,X,X
JZITSLO,O,O,X,X,X,X,X,O,O,X,O
JZITSOL,O,O,X,X,X,X,X,O,O,X,O
JZITOLS,X,O,X,X,X,X,X,O,X,X,X
JZITOSL,O,O,X,X,X,X,X,O,O,X,O
JZILTSO,X,X,X,X,X,O,X,O,X,X,X
JZILTOS,X,X,X,X,X,O,X,O,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,O,X,O
JZILSOT,X,X,X,X,X,X,X,X,O,X,O
JZILOTS,X,X,X,X,X,O,X,O,X,X,X
