sequence,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhF/lBUhBeoB5oBlp?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kel/IvhFUhBeoB5oB/pBTl?ByvB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFzfBUhBeoB5oBfr?BVvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFUhBTjB3kB1qBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhFxlB6tBXoB0pBlq?BmqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBTjB/pBUlByv?BGtB,v115@ChC8HeB8GeB8CeA8DeD8Kem/IvhFUhBTkB1qBXoB6t?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeUBJvhFxkBXoB6tBlpBzq?BmpB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFflBVmBTjB0lBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KelAJvhFTjBikBXmB0kBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFTjB/pBUlBFmBGt?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFeoB5oBFlBXmB0p?BzqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBmkB6tBXoB0p?BzqB
LZTJOIS,O,O,O,X,O,O,X,X,X,X,X,O,O
LZTJOSI,O,O,O,X,X,O,X,X,O,X,X,O,O
LZTSIJO,O,O,O,X,X,O,X,X,X,X,X,O,X
LZTSIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LZTSJOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LZTSOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSOJI,O,O,O,X,X,O,X,X,X,X,X,O,X
LZTOIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LZTOISJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,O,X,X,X,X,X,X,O,O
LZTOJSI,O,O,O,X,X,X,X,X,X,X,X,O,O
LZTOSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X,X,X,X,X,O,O
LZITJSO,X,X,X,O,X,X,X,X,O,X,X,O,O
LZITJOS,X,X,X,O,O,X,X,X,O,X,X,O,O
LZITSJO,X,X,X,O,X,X,X,X,O,X,X,O,X
LZITSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
LZITOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
LZITOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LZIJTSO,O,O,X,O,X,X,X,X,O,X,X,O,O
LZIJTOS,X,O,X,O,X,X,X,X,O,X,X,O,O
LZIJSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LZIJSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LZIJOTS,X,O,X,O,O,X,X,X,O,X,X,O,X
LZIJOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LZISTJO,O,O,X,X,X,X,X,X,O,O,X,X,X
LZISTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LZISJOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LZISOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LZIOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LZIOJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZIOSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZJTISO,O,O,O,X,X,X,X,X,X,X,X,O,O
LZJTIOS,O,O,O,X,O,O,X,X,X,X,X,O,O
LZJTSIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LZJTSOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LZJTOIS,O,O,O,X,O,O,X,X,X,X,X,O,O
LZJTOSI,O,O,O,X,X,O,X,X,O,X,X,O,O
LZJITSO,O,O,O,O,X,X,X,X,O,X,X,O,O
LZJITOS,O,O,O,O,X,X,X,X,O,X,X,O,O
LZJISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LZJISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LZJIOTS,X,O,O,O,O,X,X,X,O,X,X,O,X
LZJIOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LZJSTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LZJSTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LZJSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LZJSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJSOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJOTIS,X,O,O,X,O,O,X,X,X,X,X,O,O
LZJOTSI,X,O,O,X,X,O,X,X,O,X,X,O,O
LZJOITS,X,O,O,O,O,X,X,X,O,X,X,O,X
LZJOIST,O,O,X,X,O,X,X,X,O,O,X,X,X
LZJOSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSTIJO,O,O,X,X,X,O,X,X,X,X,X,O,X
LZSTIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X
LZSTJIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LZSTJOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LZSTOIJ,O,X,X,X,O,O,X,X,X,X,X,X,X
LZSTOJI,O,O,X,X,X,O,X,X,X,X,X,O,X
LZSITJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSITOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSIOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LZSJTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LZSJITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LZSJIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSJOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSOTIJ,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LZSOITJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LZSOIJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LZOTISJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LZOTJIS,X,O,O,X,O,X,X,X,X,X,X,O,O
LZOTJSI,X,O,O,X,X,X,X,X,X,X,X,O,O
LZOTSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X
LZOTSJI,X,O,O,X,X,X,X,X,X,X,X,O,O
LZOITJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LZOITSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZOIJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOIJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOISTJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LZOISJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LZOJTIS,X,O,O,X,O,X,X,X,X,X,X,O,O
LZOJTSI,X,O,O,X,X,X,X,X,X,X,X,O,O
LZOJITS,X,O,O,X,O,X,X,X,X,X,X,O,X
LZOJIST,O,O,X,X,O,X,X,X,X,X,X,X,X
LZOJSTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,O,X,X,O,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LZOSITJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LZOSIJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOTIJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTISZJ,O,X,O,X,X,X,X,O,X,X,X,X,X
LOTIZJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LOTIZSJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOTJISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOTJIZS,O,O,O,X,X,O,X,X,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOTJSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LOTJZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LOTJZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LOTSIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOTSJZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LOTSZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LOTZIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LOTZISJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,O,X,O,X,X,X,X,X,X,X,O
LOTZJSI,O,O,O,X,X,X,X,X,X,X,X,X,O
LOTZSIJ,O,O,O,X,O,X,X,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X,X,X,X,X,O
LOITJSZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOITJZS,X,X,O,X,X,X,O,X,O,X,X,X,X
LOITSJZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOITSZJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOITZJS,X,X,X,X,O,X,O,X,X,X,X,X,O
LOITZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,X,X,O,O,X,X,X
LOIJTZS,X,O,O,X,X,X,X,X,O,X,X,X,X
LOIJSTZ,X,O,O,X,X,X,X,X,O,O,X,X,X
LOIJSZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LOIJZTS,X,O,O,X,X,X,X,X,O,X,X,X,X
LOIJZST,X,O,X,X,X,X,X,X,O,O,X,X,X
LOISTJZ,X,O,X,X,X,X,O,X,O,O,X,X,X
LOISTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LOISJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LOISZTJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LOISZJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LOIZTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LOIZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOIZJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LOIZJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LOIZSJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJTIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJTSZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJTZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LOJTZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LOJITSZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJITZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LOJISTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJIZTS,X,O,O,X,X,X,X,X,O,X,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJSTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJSTZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJSITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJSZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOJZTIS,X,O,O,X,X,O,X,X,X,X,X,X,O
LOJZTSI,X,O,O,X,X,O,X,X,O,X,X,X,O
LOJZITS,X,O,O,X,X,X,X,X,O,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJZSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOJZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSTIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOSTJZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LOSTZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LOSITJZ,X,O,X,X,X,X,O,X,O,X,X,X,X
LOSITZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOSIJZT,X,O,X,X,X,X,X,X,O,X,X,X,X
LOSIZTJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LOSIZJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOSJTZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LOSJITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LOSJIZT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSJZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LOSZITJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LOSZIJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LOZTISJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOZTJIS,X,O,O,X,O,X,X,X,X,X,X,X,O
LOZTJSI,X,O,O,X,X,X,X,X,X,X,X,X,O
LOZTSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X
LOZTSJI,X,O,O,X,X,X,X,X,X,X,X,X,O
LOZITJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LOZITSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LOZIJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LOZISTJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LOZISJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LOZJTIS,X,O,O,X,O,X,X,X,X,X,X,X,O
LOZJTSI,X,O,O,X,X,X,X,X,X,X,X,X,O
LOZJITS,X,O,O,X,O,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOZJSTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,O,X,X,O,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LOZSITJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LOZSIJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JTILSZO,O,O,O,O,X,O,X,X,O,O,X,X,X
JTILSOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JTILZSO,O,O,O,O,X,X,X,X,O,X,X,X,X
JTILZOS,O,O,O,O,O,O,X,X,O,X,X,X,X
JTILOSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JTILOZS,O,O,O,O,X,O,X,X,O,X,X,X,X
JTISLZO,O,O,O,O,X,O,X,X,O,O,X,X,X
JTISLOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JTISZLO,O,O,O,O,X,O,X,X,X,O,O,O,X
JTISZOL,O,O,O,O,X,O,X,X,X,O,O,O,X
JTISOLZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JTISOZL,O,O,O,O,X,O,X,X,X,O,O,X,X
JTIZLSO,O,O,O,O,X,X,X,X,O,X,X,O,X
JTIZLOS,O,O,O,O,O,X,X,X,O,X,X,O,X
JTIZSLO,O,O,O,O,X,X,X,X,X,X,X,O,X
JTIZSOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JTIZOLS,O,X,X,O,O,O,X,X,O,X,X,O,X
JTIZOSL,O,X,X,O,X,O,X,X,X,X,X,O,X
JTIOLSZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JTIOLZS,O,X,O,O,X,O,X,X,O,X,X,X,X
JTIOSLZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JTIOSZL,O,X,O,O,X,O,X,X,X,O,O,X,X
JTIOZLS,O,X,X,O,X,O,X,X,O,X,X,X,X
JTIOZSL,O,X,X,O,X,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLISOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLIZSO,O,O,O,X,X,X,X,X,O,X,X,X,X
JTLIZOS,O,O,O,X,O,O,X,X,O,X,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLSIZO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLSIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLSZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JTLSZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTLSOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLSOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTLZISO,O,O,O,X,X,X,X,X,X,X,X,X,O
JTLZIOS,O,O,O,X,O,O,X,X,X,X,X,X,O
JTLZSIO,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLZSOI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTLZOIS,O,O,O,X,O,O,X,X,X,X,X,X,O
JTLZOSI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTLOISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLOIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLOSZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTLOZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLOZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTSILZO,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSILOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSIZOL,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSIOLZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSIOZL,O,O,O,X,X,O,X,X,X,O,O,X,X
JTSLIZO,O,O,O,X,X,O,X,X,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSLZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JTSLZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTSLOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSLOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTSZILO,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSZIOL,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSZLIO,O,O,O,X,X,O,X,X,X,X,O,O,X
JTSZLOI,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSZOIL,O,O,O,X,X,O,X,X,X,O,O,O,X
JTSZOLI,O,X,O,X,X,O,X,X,X,O,O,O,X
JTSOILZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSOIZL,O,O,O,X,X,O,X,O,X,O,O,X,X
JTSOLIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JTSOLZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTSOZIL,O,O,O,X,X,O,X,O,X,O,O,X,X
JTSOZLI,O,X,O,X,X,O,X,X,X,O,O,X,X
JTZILSO,O,O,O,O,X,X,X,X,O,X,X,O,O
JTZILOS,O,O,O,O,O,X,X,X,O,X,X,O,O
JTZISLO,O,O,O,O,X,X,X,X,X,X,X,O,O
JTZISOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JTZIOLS,O,X,X,O,O,O,X,X,O,X,X,O,O
JTZIOSL,O,X,X,O,X,O,X,X,X,X,X,O,X
JTZLISO,O,O,O,X,X,X,X,X,X,X,X,O,O
JTZLIOS,O,O,O,X,O,O,X,X,X,X,X,O,O
JTZLSIO,O,O,O,X,X,O,X,X,X,X,X,O,O
JTZLSOI,O,O,O,X,X,O,X,X,O,X,X,O,O
JTZLOIS,O,O,O,X,O,O,X,X,X,X,X,O,O
JTZLOSI,O,O,O,X,X,O,X,X,O,X,X,O,O
JTZSILO,O,O,O,X,X,O,X,X,X,X,O,O,O
JTZSIOL,O,O,O,X,X,O,X,X,X,X,O,O,X
JTZSLIO,O,O,O,X,X,O,X,X,X,X,O,O,O
JTZSLOI,O,O,O,X,X,O,X,X,X,X,O,O,O
JTZSOIL,O,O,O,X,X,O,X,X,X,X,O,O,X
JTZSOLI,O,X,O,X,X,O,X,X,X,X,O,O,X
JTZOILS,O,X,X,O,O,O,X,X,O,X,X,O,O
JTZOISL,O,X,X,O,X,O,X,X,X,X,X,O,X
JTZOLIS,O,X,X,X,O,O,X,X,X,X,X,O,O
JTZOLSI,O,X,X,X,X,O,X,X,O,X,X,O,O
JTZOSIL,O,X,X,X,X,O,X,X,X,X,O,O,X
JTZOSLI,O,X,X,X,X,O,X,X,X,X,O,O,X
JTOILSZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JTOILZS,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOISLZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JTOISZL,O,X,O,O,X,O,X,O,X,O,O,X,X
JTOIZLS,O,X,X,O,X,O,X,X,O,X,X,X,X
JTOIZSL,O,X,X,O,X,O,X,O,X,X,X,X,X
JTOLISZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JTOLIZS,O,X,O,X,X,O,X,X,O,X,X,X,X
JTOLSIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JTOLSZI,O,X,O,X,X,O,X,X,O,O,O,X,X
JTOLZIS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTOLZSI,O,X,O,X,X,O,X,X,O,X,X,X,O
JTOSILZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JTOSIZL,O,X,O,X,X,O,X,O,X,O,O,X,X
JTOSLIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JTOSLZI,O,X,O,X,X,O,X,X,O,O,O,X,X
JTOSZIL,O,X,O,X,X,O,X,O,X,O,O,X,X
JTOSZLI,O,X,O,X,X,O,X,X,X,O,O,X,X
JTOZILS,O,X,X,O,X,O,X,X,O,X,X,X,O
JTOZISL,O,X,X,O,X,O,X,O,X,X,X,X,O
JTOZLIS,O,X,X,X,X,O,X,X,X,X,X,X,O
JTOZLSI,O,X,X,X,X,O,X,X,O,X,X,X,O
JTOZSIL,O,X,X,X,X,O,X,O,X,X,O,X,O
JTOZSLI,O,X,X,X,X,O,X,X,X,X,O,X,O
JITLSZO,O,O,O,O,X,O,X,X,O,O,X,X,X
JITLSOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JITLZSO,O,O,O,O,X,X,X,X,O,X,X,X,X
JITLZOS,O,O,O,O,O,O,X,X,O,X,X,X,X
JITLOSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JITLOZS,O,O,O,O,X,O,X,X,O,X,X,X,X
JITSLZO,O,O,O,O,X,O,X,X,O,O,X,X,X
JITSLOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JITSZLO,O,O,O,O,X,O,X,X,X,O,O,O,X
JITSZOL,O,O,O,O,X,O,O,X,X,O,O,O,X
JITSOLZ,O,O,O,O,X,O,O,X,O,O,X,X,X
JITSOZL,O,O,O,O,X,O,O,X,X,O,O,X,X
JITZLSO,O,O,O,O,X,X,X,X,O,X,X,O,X
JITZLOS,O,O,O,O,O,X,X,X,O,X,X,O,X
JITZSLO,O,O,O,O,X,X,X,X,X,X,X,O,X
JITZSOL,O,O,O,O,X,X,O,X,X,X,X,O,X
JITZOLS,O,X,X,O,O,O,O,X,O,X,X,O,X
JITZOSL,O,X,X,O,X,O,O,X,X,X,X,O,X
JITOLSZ,O,X,O,O,X,O,O,X,O,O,X,X,X
JITOLZS,O,X,O,O,X,O,O,X,O,X,X,X,X
JITOSLZ,O,X,O,O,X,O,O,X,O,O,X,X,X
JITOSZL,O,X,O,O,X,O,O,X,X,O,O,X,X
JITOZLS,O,X,X,O,X,O,O,X,O,X,X,X,X
JITOZSL,O,X,X,O,X,O,O,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,O,X,X,O,O,X,X,X
JILTSOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JILTZSO,O,O,O,O,X,X,X,X,O,X,X,X,X
JILTZOS,O,O,O,O,O,O,X,X,O,X,X,X,X
JILTOSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JILTOZS,O,O,O,O,X,O,X,X,O,X,X,X,X
JILSTZO,O,O,O,X,X,O,X,X,O,O,X,X,X
JILSTOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JILSZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JILSZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JILSOTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JILSOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JILZTSO,O,O,O,O,X,X,X,X,O,X,X,O,X
JILZTOS,O,O,O,O,X,X,X,X,O,X,X,O,X
JILZSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JILZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JILZOTS,X,O,O,O,O,X,X,X,O,X,X,O,X
JILZOST,O,O,X,X,O,X,X,X,O,O,X,X,X
JILOTSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
