sequence,v115@ThA8EeF8AeE8JeOEJvhF8kBzgBfnBxiBCoBFrB,v115@ThA8EeF8AeE8Je2EJvhFzgBRiBSoBUnB3kBFrB,v115@ThA8EeF8AeE8Jei/IvhFzgBGjB3kBRnBUnBFrB,v115@ThA8EeF8AeE8JeKEJvhFzfBRhBGjBfrB0rBlsB,v115@ThA8EeF8AeE8Jem/IvhFUhBRiBSoBTkBfrBVxB,v115@ThA8EeF8AeE8JeOEJvhF8kBFhBxiBfrBzrBCtB,v115@ThA8EeF8AeE8Jex/IvhFGjBTkB0lBlmB3nBirB,v115@ThA8EeF8AeE8Jex/IvhFmhBSoBTkBllBcrB3sB,v115@ThA8EeF8AeE8JeyGJvhFGjBxkB3nBTkBllBcrB
JSZTLIO,O,O,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,O,O,O,X,X
JSZTOIL,O,O,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,O,O,X,X
JSZITLO,O,O,O,O,X,O,X,X,X
JSZITOL,O,O,O,O,X,O,O,X,X
JSZILTO,O,O,O,O,X,O,X,X,O
JSZILOT,O,X,X,O,X,O,X,X,O
JSZIOTL,O,X,X,X,X,O,O,X,X
JSZIOLT,X,X,X,O,X,O,O,X,X
JSZLTIO,O,O,O,O,X,O,X,X,X
JSZLTOI,O,O,O,O,X,O,O,X,X
JSZLITO,O,O,O,O,X,O,X,X,O
JSZLIOT,O,X,X,O,X,O,X,X,O
JSZLOTI,O,X,X,O,X,O,O,X,X
JSZLOIT,O,X,X,O,X,O,O,X,X
JSZOTIL,O,X,X,X,X,O,O,X,X
JSZOTLI,O,X,X,X,X,O,O,X,X
JSZOITL,O,X,X,X,X,O,O,X,X
JSZOILT,X,X,X,O,X,O,O,X,X
JSZOLTI,O,X,X,O,X,O,O,X,X
JSZOLIT,O,X,X,O,X,O,O,X,X
JSOTILZ,X,X,O,O,O,X,X,X,X
JSOTIZL,X,X,O,X,O,O,O,X,X
JSOTLIZ,X,X,O,O,O,O,X,X,X
JSOTLZI,X,X,O,O,O,O,O,X,X
JSOTZIL,X,X,O,O,O,O,O,X,X
JSOTZLI,X,X,O,O,O,O,O,X,X
JSOITLZ,X,X,O,X,O,X,X,X,X
JSOITZL,X,X,O,X,O,O,O,X,X
JSOILTZ,X,X,O,O,X,X,X,X,O
JSOILZT,X,X,X,O,X,X,O,X,O
JSOIZTL,X,X,X,X,X,O,O,X,X
JSOIZLT,X,X,X,X,X,O,O,X,X
JSOLTIZ,X,X,O,O,O,O,X,X,X
JSOLTZI,X,X,O,O,O,O,O,X,X
JSOLITZ,X,X,O,O,X,O,X,X,O
JSOLIZT,X,X,X,O,X,O,O,X,O
JSOLZTI,X,X,X,O,X,O,O,X,X
JSOLZIT,X,X,X,O,X,O,O,X,X
JSOZTIL,X,X,X,X,O,O,O,X,X
JSOZTLI,X,X,X,X,O,O,O,X,X
JSOZITL,X,X,X,X,X,O,O,X,X
JSOZILT,X,X,X,O,X,O,O,X,X
JSOZLTI,X,X,X,O,X,O,O,X,X
JSOZLIT,X,X,X,O,X,O,O,X,X
JZTILSO,O,O,X,X,O,X,X,X,X
JZTILOS,O,O,X,O,X,X,X,O,X
JZTISLO,O,O,O,X,O,X,X,X,X
JZTISOL,O,O,O,X,O,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X,O,X
JZTIOSL,O,O,O,X,X,X,X,O,X
JZTLISO,O,O,X,X,O,O,X,X,X
JZTLIOS,O,O,X,O,X,O,X,O,X
JZTLSIO,O,O,X,O,O,O,X,X,X
JZTLSOI,O,O,X,O,O,O,X,O,X
JZTLOIS,O,O,X,O,X,O,X,O,X
JZTLOSI,O,O,X,O,X,O,X,O,X
JZTSILO,O,O,O,O,O,O,X,X,X
JZTSIOL,O,O,O,O,O,O,O,X,X
JZTSLIO,O,O,O,O,O,O,X,X,X
JZTSLOI,O,O,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,O,O,O,O,X
JZTSOLI,O,O,O,O,O,O,O,O,X
JZTOILS,O,O,X,X,X,X,X,O,X
JZTOISL,O,O,O,X,X,O,O,O,X
JZTOLIS,O,O,X,X,X,O,X,O,X
JZTOLSI,O,O,X,X,X,O,X,O,X
JZTOSIL,O,O,O,X,X,O,O,O,X
JZTOSLI,O,O,O,X,X,O,O,O,X
JZITLSO,O,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,O,X
JZITSLO,O,O,O,X,X,X,X,X,X
JZITSOL,O,O,O,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X,O,X
JZITOSL,O,O,O,X,X,X,X,O,X
JZILTSO,O,O,X,X,X,O,X,X,X
JZILTOS,O,O,X,X,X,O,X,O,X
JZILSTO,O,O,X,X,X,O,X,X,X
JZILSOT,O,X,X,X,X,O,X,X,X
JZILOTS,X,O,X,X,X,O,X,O,X
JZILOST,O,X,X,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,O,X,X,X
JZISTOL,O,O,O,X,X,O,O,X,X
JZISLTO,O,O,O,X,X,O,X,X,O
JZISLOT,O,X,X,X,X,O,X,X,O
JZISOTL,O,X,X,X,X,O,O,X,X
JZISOLT,X,X,X,X,X,O,O,X,X
JZIOTLS,X,O,X,X,X,X,X,O,X
JZIOTSL,X,O,X,X,X,O,O,O,X
JZIOLTS,X,O,X,X,X,O,X,O,X
JZIOLST,X,X,X,X,X,O,O,X,X
JZIOSTL,X,X,X,X,X,O,O,X,X
JZIOSLT,X,X,X,X,X,O,O,X,X
JZLTISO,O,O,X,X,O,O,X,X,X
JZLTIOS,O,O,X,O,X,O,X,O,X
JZLTSIO,O,O,X,O,O,O,X,X,X
JZLTSOI,O,O,X,O,O,O,X,O,X
JZLTOIS,O,O,X,O,X,O,X,O,X
JZLTOSI,O,O,X,O,X,O,X,O,X
JZLITSO,O,O,X,X,O,O,X,X,X
JZLITOS,O,O,X,X,X,O,X,O,X
JZLISTO,O,O,X,X,X,O,X,X,X
JZLISOT,O,X,X,X,X,O,X,X,X
JZLIOTS,X,O,X,X,X,O,X,O,X
JZLIOST,O,X,X,X,X,O,X,X,X
JZLSTIO,O,O,X,O,X,O,X,X,X
JZLSTOI,O,O,X,O,X,O,O,O,X
JZLSITO,O,O,X,O,X,O,X,X,X
JZLSIOT,O,X,X,O,X,O,X,X,X
JZLSOTI,O,X,X,O,X,O,O,O,X
JZLSOIT,O,X,X,O,X,O,O,X,X
JZLOTIS,O,O,X,O,X,O,X,O,X
JZLOTSI,O,O,X,O,X,O,X,O,X
JZLOITS,X,O,X,X,X,O,X,O,X
JZLOIST,O,X,X,X,X,O,O,X,X
JZLOSTI,O,X,X,O,X,O,O,O,X
JZLOSIT,O,X,X,O,X,O,O,X,X
JZSTILO,O,O,O,O,O,O,X,X,X
JZSTIOL,O,O,O,O,O,O,O,X,X
JZSTLIO,O,O,O,O,O,O,X,X,X
JZSTLOI,O,O,O,O,O,O,O,O,X
JZSTOIL,O,O,O,O,O,O,O,O,X
JZSTOLI,O,O,O,O,O,O,O,O,X
JZSITLO,O,O,O,O,X,O,X,X,X
JZSITOL,O,O,O,X,X,O,O,X,X
JZSILTO,O,O,O,O,X,O,X,X,O
JZSILOT,O,X,X,O,X,O,X,X,O
JZSIOTL,O,X,X,X,X,O,O,X,X
JZSIOLT,X,X,X,O,X,O,O,X,X
JZSLTIO,O,O,O,O,X,O,X,X,X
JZSLTOI,O,O,O,O,X,O,O,O,X
JZSLITO,O,O,O,O,X,O,X,X,O
JZSLIOT,O,X,X,O,X,O,X,X,O
JZSLOTI,O,X,X,O,X,O,O,O,X
JZSLOIT,O,X,X,O,X,O,O,X,X
JZSOTIL,O,X,X,X,X,O,O,O,X
JZSOTLI,O,X,X,X,X,O,O,O,X
JZSOITL,O,X,X,X,X,O,O,X,X
JZSOILT,X,X,X,O,X,O,O,X,X
JZSOLTI,O,X,X,O,X,O,O,O,X
JZSOLIT,O,X,X,O,X,O,O,X,X
JZOTILS,O,O,X,X,X,X,X,O,X
JZOTISL,O,O,X,X,X,O,O,O,X
JZOTLIS,O,O,X,X,X,O,X,O,X
JZOTLSI,O,O,X,X,X,O,X,O,X
JZOTSIL,O,O,X,X,X,O,O,O,X
JZOTSLI,O,O,X,X,X,O,O,O,X
JZOITLS,X,O,X,X,X,X,X,O,X
JZOITSL,X,O,X,X,X,O,O,O,X
JZOILTS,X,O,X,X,X,O,X,O,X
JZOILST,X,X,X,X,X,O,O,X,X
JZOISTL,X,X,X,X,X,O,O,X,X
JZOISLT,X,X,X,X,X,O,O,X,X
JZOLTIS,O,O,X,X,X,O,X,O,X
JZOLTSI,O,O,X,X,X,O,X,O,X
JZOLITS,X,O,X,X,X,O,X,O,X
JZOLIST,O,X,X,X,X,O,O,X,X
JZOLSTI,O,X,X,X,X,O,O,O,X
JZOLSIT,O,X,X,X,X,O,O,X,X
JZOSTIL,O,X,X,X,X,O,O,O,X
JZOSTLI,O,X,X,X,X,O,O,O,X
JZOSITL,O,X,X,X,X,O,O,X,X
JZOSILT,X,X,X,X,X,O,O,X,X
JZOSLTI,O,X,X,X,X,O,O,O,X
JZOSLIT,O,X,X,X,X,O,O,X,X
JOTILSZ,X,X,O,O,O,X,X,X,X
JOTILZS,X,O,X,O,O,X,X,O,X
JOTISLZ,X,X,O,X,O,X,X,X,X
JOTISZL,X,X,O,X,O,X,O,X,X
JOTIZLS,X,O,X,X,O,X,X,O,X
JOTIZSL,X,O,O,X,O,X,O,O,X
JOTLISZ,X,X,O,O,O,X,X,X,X
JOTLIZS,X,O,X,O,O,X,X,O,X
JOTLSIZ,X,X,O,O,O,X,X,X,X
JOTLSZI,X,O,O,O,O,X,X,X,X
JOTLZIS,X,O,X,O,O,X,X,X,X
JOTLZSI,X,O,X,O,O,X,X,X,X
JOTSILZ,X,X,O,O,O,X,X,X,X
JOTSIZL,X,X,O,X,O,X,O,X,X
JOTSLIZ,X,X,O,O,O,X,X,X,X
JOTSLZI,X,O,O,O,O,X,O,X,X
JOTSZIL,X,O,O,O,O,X,O,X,X
JOTSZLI,X,O,O,O,O,X,O,X,X
JOTZILS,X,O,X,X,O,X,X,X,X
JOTZISL,X,O,O,X,O,X,O,X,X
JOTZLIS,X,O,X,X,O,X,X,X,X
JOTZLSI,X,O,X,X,O,X,X,X,X
JOTZSIL,X,O,O,X,O,X,O,X,X
JOTZSLI,X,O,O,X,O,X,O,X,X
JOITLSZ,X,X,O,X,O,X,X,X,X
JOITLZS,X,X,X,X,O,X,X,O,X
JOITSLZ,X,X,O,X,O,X,X,X,X
JOITSZL,X,X,O,X,O,X,O,X,X
JOITZLS,X,X,X,X,O,X,X,O,X
JOITZSL,X,X,O,X,O,X,O,O,X
JOILTSZ,X,X,X,X,O,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,O,X
JOILSTZ,X,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,X,X,X,O,X,X
JOILZTS,X,X,X,X,O,X,X,X,X
JOILZST,X,X,X,X,X,X,O,X,X
JOISTLZ,X,X,O,X,O,X,X,X,X
JOISTZL,X,X,O,X,O,O,O,X,X
JOISLTZ,X,X,O,X,X,X,X,X,O
JOISLZT,X,X,X,X,X,X,O,X,O
JOISZTL,X,X,X,X,X,O,O,X,X
JOISZLT,X,X,X,X,X,O,O,X,X
JOIZTLS,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,O,O,X,X
JOIZLTS,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,O,O,X,X
JOIZSTL,X,X,X,X,X,O,O,X,X
JOIZSLT,X,X,X,X,X,O,O,X,X
JOLTISZ,X,X,X,O,O,X,X,X,X
JOLTIZS,X,O,X,O,O,X,X,O,X
JOLTSIZ,X,X,X,O,O,X,X,X,X
JOLTSZI,X,O,X,O,O,X,X,X,X
JOLTZIS,X,O,X,O,O,X,X,X,X
JOLTZSI,X,O,X,O,O,X,X,X,X
JOLITSZ,X,X,X,O,O,X,X,X,X
JOLITZS,X,X,X,O,O,X,X,O,X
JOLISTZ,X,X,X,O,O,O,X,X,X
JOLISZT,X,X,X,O,X,O,O,X,X
JOLIZTS,X,O,X,X,O,O,X,X,X
JOLIZST,X,X,X,X,X,O,O,X,X
JOLSTIZ,X,X,X,O,O,O,X,X,X
JOLSTZI,X,X,X,O,O,O,O,X,X
JOLSITZ,X,X,X,O,O,O,X,X,X
JOLSIZT,X,X,X,O,X,O,O,X,X
JOLSZTI,X,X,X,O,X,O,O,X,X
JOLSZIT,X,X,X,O,X,O,O,X,X
JOLZTIS,X,O,X,O,O,O,X,O,X
JOLZTSI,X,O,X,O,O,O,X,O,X
JOLZITS,X,O,X,X,O,O,X,O,X
JOLZIST,X,X,X,X,X,O,O,X,X
JOLZSTI,X,X,X,O,X,O,O,O,X
JOLZSIT,X,X,X,O,X,O,O,X,X
JOSTILZ,X,X,O,O,O,X,X,X,X
JOSTIZL,X,X,O,X,O,O,O,X,X
JOSTLIZ,X,X,O,O,O,O,X,X,X
JOSTLZI,X,X,O,O,O,O,O,X,X
JOSTZIL,X,X,O,O,O,O,O,X,X
JOSTZLI,X,X,O,O,O,O,O,X,X
JOSITLZ,X,X,O,X,O,X,X,X,X
JOSITZL,X,X,O,X,O,O,O,X,X
JOSILTZ,X,X,O,O,X,X,X,X,O
JOSILZT,X,X,X,O,X,X,O,X,O
JOSIZTL,X,X,X,X,X,O,O,X,X
JOSIZLT,X,X,X,X,X,O,O,X,X
JOSLTIZ,X,X,O,O,O,O,X,X,X
JOSLTZI,X,X,O,O,O,O,O,X,X
JOSLITZ,X,X,O,O,O,O,X,X,O
JOSLIZT,X,X,X,O,X,O,O,X,O
JOSLZTI,X,X,X,O,X,O,O,X,X
JOSLZIT,X,X,X,O,X,O,O,X,X
JOSZTIL,X,X,X,X,O,O,O,X,X
JOSZTLI,X,X,X,X,O,O,O,X,X
JOSZITL,X,X,X,X,X,O,O,X,X
JOSZILT,X,X,X,O,X,O,O,X,X
JOSZLTI,X,X,X,O,X,O,O,X,X
JOSZLIT,X,X,X,O,X,O,O,X,X
JOZTILS,X,O,X,X,O,X,X,O,X
JOZTISL,X,O,X,X,O,O,O,O,X
JOZTLIS,X,O,X,X,O,O,X,O,X
JOZTLSI,X,O,X,X,O,O,X,O,X
JOZTSIL,X,O,X,X,O,O,O,O,X
JOZTSLI,X,O,X,X,O,O,O,O,X
JOZITLS,X,O,X,X,X,X,X,O,X
JOZITSL,X,O,X,X,X,O,O,O,X
JOZILTS,X,O,X,X,X,O,X,O,X
JOZILST,X,X,X,X,X,O,O,X,X
JOZISTL,X,X,X,X,X,O,O,X,X
JOZISLT,X,X,X,X,X,O,O,X,X
JOZLTIS,X,O,X,X,O,O,X,O,X
JOZLTSI,X,O,X,X,O,O,X,O,X
JOZLITS,X,O,X,X,O,O,X,O,X
JOZLIST,X,X,X,X,X,O,O,X,X
JOZLSTI,X,X,X,X,X,O,O,O,X
JOZLSIT,X,X,X,X,X,O,O,X,X
JOZSTIL,X,X,X,X,O,O,O,O,X
JOZSTLI,X,X,X,X,O,O,O,O,X
JOZSITL,X,X,X,X,X,O,O,X,X
JOZSILT,X,X,X,X,X,O,O,X,X
JOZSLTI,X,X,X,X,X,O,O,O,X
JOZSLIT,X,X,X,X,X,O,O,X,X
STILJZO,O,X,O,O,O,O,X,X,O
STILJOZ,O,X,O,O,O,X,X,X,O
STILZJO,O,X,O,O,O,O,X,X,X
STILZOJ,O,X,O,O,O,O,X,X,X
STILOJZ,O,X,O,O,O,X,X,X,X
STILOZJ,O,X,O,O,O,O,X,X,X
STIJLZO,X,X,O,O,O,X,X,X,O
STIJLOZ,X,X,O,O,O,X,X,X,O
STIJZLO,O,X,O,O,O,X,X,X,X
STIJZOL,O,X,O,O,O,X,O,X,X
STIJOLZ,X,X,O,O,O,X,X,X,X
STIJOZL,O,X,O,X,O,X,O,X,X
STIZLJO,O,X,O,O,O,O,X,X,X
STIZLOJ,O,X,O,O,O,O,X,X,X
STIZJLO,O,X,O,O,O,O,X,X,X
STIZJOL,O,X,O,O,O,O,O,X,X
STIZOLJ,O,X,O,O,O,O,O,X,X
STIZOJL,O,X,O,O,O,O,O,X,X
STIOLJZ,O,X,O,O,O,O,X,X,X
STIOLZJ,O,X,O,O,O,O,X,X,X
STIOJLZ,X,X,O,O,O,X,X,X,X
STIOJZL,O,X,O,X,O,O,O,X,X
STIOZLJ,O,X,O,X,O,O,O,X,X
STIOZJL,O,X,O,X,O,O,O,X,X
STLIJZO,O,X,O,O,O,O,X,X,O
STLIJOZ,O,X,O,O,O,X,X,X,O
STLIZJO,O,X,O,O,O,O,X,X,X
STLIZOJ,O,X,O,O,O,O,X,X,X
STLIOJZ,O,X,O,O,O,X,X,X,X
STLIOZJ,O,X,O,O,O,O,X,X,X
STLJIZO,O,X,O,O,O,O,X,X,O
STLJIOZ,O,X,O,O,O,X,X,X,O
STLJZIO,O,O,O,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,O,O,X,X
STLJOIZ,O,X,O,O,O,X,X,X,X
STLJOZI,O,O,O,O,O,X,O,X,X
STLZIJO,O,O,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,O,O,X,X,X
STLZJIO,O,O,O,O,O,O,X,X,X
STLZJOI,O,O,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,O,O,X,X
STLZOJI,O,O,O,O,O,O,O,X,X
STLOIJZ,O,X,O,O,O,O,X,X,X
STLOIZJ,O,X,O,O,O,O,X,O,X
STLOJIZ,O,X,O,O,O,O,X,X,X
STLOJZI,O,O,O,O,O,O,O,X,X
STLOZIJ,O,O,O,O,O,O,O,X,X
STLOZJI,O,O,O,O,O,O,O,X,X
STJILZO,X,X,O,O,O,X,X,X,O
STJILOZ,X,X,O,O,O,X,X,X,O
STJIZLO,O,X,O,O,O,X,X,X,X
STJIZOL,O,X,O,O,O,X,O,X,X
STJIOLZ,X,X,O,O,O,X,X,X,X
STJIOZL,O,X,O,X,O,X,O,X,X
STJLIZO,O,X,O,O,O,O,X,X,O
STJLIOZ,O,X,O,O,O,X,X,X,O
STJLZIO,O,O,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,O,O,O,X,X
STJLOIZ,O,X,O,O,O,X,X,X,X
STJLOZI,O,O,O,O,O,X,O,X,X
STJZILO,O,O,O,O,O,O,X,X,X
STJZIOL,O,O,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,O,O,O,X,X
STJOILZ,X,X,O,O,O,X,X,X,X
STJOIZL,O,X,O,X,O,O,O,X,X
STJOLIZ,O,X,O,O,O,O,X,X,X
STJOLZI,O,O,O,O,O,O,O,X,X
STJOZIL,O,O,O,O,O,O,O,X,X
STJOZLI,O,O,O,O,O,O,O,X,X
STZILJO,O,O,O,O,O,O,X,X,X
STZILOJ,O,O,O,O,O,O,X,X,X
STZIJLO,O,O,O,O,O,O,X,X,X
STZIJOL,O,O,O,O,O,O,O,X,X
STZIOLJ,O,O,O,O,O,O,O,X,X
STZIOJL,O,O,O,O,O,O,O,X,X
STZLIJO,O,O,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,O,O,X,X,X
STZLJIO,O,O,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,O,O,X,X
STZLOJI,O,O,O,O,O,O,O,X,X
STZJILO,O,O,O,O,O,O,X,X,X
STZJIOL,O,O,O,O,O,O,O,X,X
STZJLIO,O,O,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,O,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,O,O,O,X,X
STZOIJL,O,O,O,O,O,O,O,X,X
STZOLIJ,O,O,O,O,O,O,O,X,X
STZOLJI,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,O,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,O,X,O,O,O,O,X,X,X
STOILZJ,O,X,O,O,O,O,X,O,X
STOIJLZ,X,X,O,O,O,X,X,X,X
STOIJZL,O,X,O,X,O,O,O,X,X
STOIZLJ,O,X,O,X,O,O,O,O,X
STOIZJL,O,X,O,X,O,O,O,O,X
STOLIJZ,O,X,O,O,O,O,X,X,X
STOLIZJ,O,X,O,O,O,O,X,O,X
STOLJIZ,O,X,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,O,O,O,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X
STOLZJI,O,O,O,O,O,O,O,X,X
STOJILZ,X,X,O,O,O,X,X,X,X
STOJIZL,O,X,O,X,O,O,O,X,X
STOJLIZ,O,X,O,O,O,O,X,X,X
STOJLZI,O,O,O,O,O,O,O,X,X
STOJZIL,O,O,O,O,O,O,O,X,X
STOJZLI,O,O,O,O,O,O,O,X,X
STOZILJ,O,O,O,O,O,O,O,X,X
STOZIJL,O,O,O,O,O,O,O,X,X
STOZLIJ,O,O,O,O,O,O,O,X,X
STOZLJI,O,O,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,O,O,O,X,X
STOZJLI,O,O,O,O,O,O,O,X,X
SITLJZO,O,X,O,O,O,O,X,X,O
SITLJOZ,O,X,O,O,O,X,X,X,O
SITLZJO,O,X,O,O,O,O,X,X,X
SITLZOJ,O,X,O,O,O,O,X,X,X
SITLOJZ,O,X,O,O,O,X,X,X,X
SITLOZJ,O,X,O,O,O,O,X,X,X
SITJLZO,X,X,O,O,O,X,X,X,O
SITJLOZ,X,X,O,O,O,X,X,X,O
SITJZLO,O,X,O,O,O,X,X,X,X
SITJZOL,O,X,O,O,O,X,O,X,X
SITJOLZ,X,X,O,O,O,X,X,X,X
SITJOZL,O,X,O,X,O,X,O,X,X
SITZLJO,O,X,O,O,O,O,X,X,X
SITZLOJ,O,X,O,O,O,O,X,X,X
SITZJLO,O,X,O,O,O,O,X,X,X
SITZJOL,O,X,O,O,O,O,O,X,X
SITZOLJ,O,X,O,O,O,O,O,X,X
SITZOJL,O,X,O,O,O,O,O,X,X
SITOLJZ,O,X,O,O,O,O,X,X,X
SITOLZJ,O,X,O,O,O,O,X,X,X
SITOJLZ,X,X,O,O,O,X,X,X,X
SITOJZL,O,X,O,X,O,O,O,X,X
SITOZLJ,O,X,O,X,O,O,O,X,X
SITOZJL,O,X,O,X,O,O,O,X,X
SILTJZO,O,X,O,O,X,O,X,X,O
SILTJOZ,O,X,O,O,X,X,X,X,O
SILTZJO,O,X,O,O,X,O,X,X,X
SILTZOJ,O,X,O,O,X,O,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X
SILTOZJ,O,X,O,O,X,O,X,X,X
SILJTZO,O,X,O,O,X,O,X,X,O
SILJTOZ,O,X,O,O,X,X,X,X,O
SILJZTO,O,X,O,O,X,O,X,X,O
SILJZOT,O,X,X,O,X,O,X,X,O
SILJOTZ,X,X,O,O,X,X,X,X,O
SILJOZT,X,X,X,O,X,X,X,X,O
SILZTJO,O,X,O,O,X,O,X,X,X
SILZTOJ,O,X,O,O,X,O,X,X,X
SILZJTO,O,X,O,O,X,O,X,X,O
SILZJOT,O,X,X,O,X,O,X,X,O
SILZOTJ,O,X,X,O,X,O,X,X,X
SILZOJT,O,X,X,O,X,O,X,X,X
SILOTJZ,O,X,O,O,X,O,X,X,X
SILOTZJ,O,X,O,O,X,O,X,X,X
SILOJTZ,X,X,O,O,X,O,X,X,O
SILOJZT,X,X,X,O,X,O,X,X,O
SILOZTJ,O,X,X,O,X,O,X,X,X
SILOZJT,O,X,X,O,X,O,X,X,X
SIJTLZO,X,X,O,O,O,X,X,X,O
SIJTLOZ,X,X,O,O,O,X,X,X,O
SIJTZLO,O,X,O,O,O,X,X,X,X
SIJTZOL,O,X,O,O,O,X,O,X,X
SIJTOLZ,X,X,O,O,O,X,X,X,X
SIJTOZL,O,X,O,X,O,X,O,X,X
SIJLTZO,X,X,O,O,X,X,X,X,O
SIJLTOZ,X,X,O,O,X,X,X,X,O
SIJLZTO,X,X,O,O,X,X,X,X,O
SIJLZOT,X,X,X,O,X,X,X,X,O
SIJLOTZ,X,X,O,O,X,X,X,X,O
SIJLOZT,X,X,X,O,X,X,X,X,O
SIJZTLO,O,X,O,O,X,X,X,X,X
SIJZTOL,O,X,O,O,X,X,O,X,X
SIJZLTO,O,X,O,O,X,X,X,X,O
SIJZLOT,X,X,X,O,X,X,X,X,O
SIJZOTL,O,X,X,X,X,X,O,X,X
SIJZOLT,X,X,X,O,X,X,O,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,O,X,X
SIJOLTZ,X,X,O,O,X,X,X,X,O
SIJOLZT,X,X,X,O,X,X,O,X,O
SIJOZTL,X,X,X,X,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,O,X,X
SIZTLJO,O,X,O,O,X,O,X,X,X
SIZTLOJ,O,X,O,O,X,O,X,X,X
SIZTJLO,O,X,O,O,X,O,X,X,X
SIZTJOL,O,X,O,O,X,O,O,X,X
SIZTOLJ,O,X,O,O,X,O,O,X,X
SIZTOJL,O,X,O,O,X,O,O,X,X
SIZLTJO,O,X,O,O,X,O,X,X,X
SIZLTOJ,O,X,O,O,X,O,X,X,X
SIZLJTO,O,X,O,O,X,O,X,X,O
SIZLJOT,O,X,X,O,X,O,X,X,O
SIZLOTJ,O,X,X,O,X,O,X,X,X
SIZLOJT,O,X,X,O,X,O,X,X,X
SIZJTLO,O,X,O,O,X,O,X,X,X
SIZJTOL,O,X,O,O,X,O,O,X,X
SIZJLTO,O,X,O,O,X,O,X,X,O
SIZJLOT,O,X,X,O,X,O,X,X,O
SIZJOTL,O,X,X,X,X,O,O,X,X
SIZJOLT,X,X,X,O,X,O,O,X,X
SIZOTLJ,O,X,X,O,X,O,O,X,X
SIZOTJL,O,X,X,O,X,O,O,X,X
SIZOLTJ,X,X,X,O,X,O,O,X,X
SIZOLJT,X,X,X,O,X,O,O,X,X
SIZOJTL,O,X,X,X,X,O,O,X,X
SIZOJLT,X,X,X,O,X,O,O,X,X
SIOTLJZ,X,X,O,O,O,O,X,X,X
SIOTLZJ,O,X,O,O,O,O,X,X,X
SIOTJLZ,X,X,O,O,O,X,X,X,X
SIOTJZL,O,X,O,X,O,O,O,X,X
SIOTZLJ,O,X,O,X,O,O,O,X,X
SIOTZJL,O,X,O,X,O,O,O,X,X
SIOLTJZ,X,X,O,O,X,O,X,X,X
SIOLTZJ,X,X,O,O,X,O,X,X,X
SIOLJTZ,X,X,O,O,X,O,X,X,O
SIOLJZT,X,X,X,O,X,O,O,X,O
SIOLZTJ,X,X,X,O,X,O,O,X,X
SIOLZJT,X,X,X,O,X,O,O,X,X
SIOJTLZ,X,X,O,X,O,X,X,X,X
SIOJTZL,X,X,O,X,O,O,O,X,X
SIOJLTZ,X,X,O,O,X,X,X,X,O
SIOJLZT,X,X,X,O,X,X,O,X,O
SIOJZTL,X,X,X,X,X,O,O,X,X
SIOJZLT,X,X,X,X,X,O,O,X,X
SIOZTLJ,O,X,X,O,X,O,O,X,X
SIOZTJL,O,X,X,O,X,O,O,X,X
SIOZLTJ,X,X,X,O,X,O,O,X,X
SIOZLJT,X,X,X,O,X,O,O,X,X
SIOZJTL,O,X,X,X,X,O,O,X,X
SIOZJLT,X,X,X,O,X,O,O,X,X
SLTIJZO,O,X,O,O,O,O,X,X,O
SLTIJOZ,O,X,O,O,O,X,X,X,O
SLTIZJO,O,X,O,O,O,O,X,X,X
SLTIZOJ,O,X,O,O,O,O,X,X,X
SLTIOJZ,O,X,O,O,O,X,X,X,X
