sequence,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0gBlhB?xnBGoBCrBzsB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBFjB?6sBctBxqBuqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF1mB0iB?StBxqBuqBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0gBxhB?TjBCrBFtBGsB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF0iBRmB?StBGmBlqBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBlnB?ctBxqBuqBCtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFRhB3iB?GmBlqBCtBctB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeRAJvhFTjBFlB?8qBGnBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0hBxiB?VrBGoBzsB6qB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFXjBRmB?StBGmBlqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF1mBXjB?StBxqBuqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBFjB?StBxqBuqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFXjBRmB?ctBGmB6sBlqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeWFJvhFRhBFjB?TmB6sBctB/qB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhFlgBumB?8qBxnBqsBTtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeTDJvhFRlBGnB?FlB8qBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeSIJvhFUlBRmB?TmBlnBXtBGqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeRFJvhFGnBToB?FlB8qBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhFTjBRmB?WtBSrBlqB0sB
IOLTJZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLTSZJ,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLTZJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLTZSJ,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLJTSZ,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
IOLJSTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLJSZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOLJZTS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
IOLJZST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLSTZJ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLSJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLSZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTJS,X,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
IOLZTSJ,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLZJTS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IOLZJST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
IOLZSJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
IOJTLZS,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
IOJTSLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJTSZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJTZLS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOJTZSL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOJLTSZ,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOJLTZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
IOJLSTZ,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
IOJLSZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
IOJLZTS,X,O,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X
IOJLZST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOJSTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
IOJSTZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O
IOJSLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
IOJSZTL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
IOJZTLS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
IOJZTSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
IOJZLTS,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
IOJZLST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJZSTL,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
IOJZSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
IOSTLJZ,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTLZJ,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOSTJZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOSTZLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOSLTZJ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOSLJTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
IOSLJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOSLZTJ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X
IOSLZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOSJTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
IOSJTZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O
IOSJLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
IOSJZTL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
IOSZTLJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
IOSZLTJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X
IOSZLJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IOSZJTL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZTLJS,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
IOZTJLS,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZTSLJ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZTSJL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
IOZLTSJ,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZLJTS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IOZLJST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
IOZJTSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
IOZJLTS,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
IOZJLST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZJSTL,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
IOZSTLJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZSTJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZSLTJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X
IOZSLJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IOZSJTL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJSZO,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTIJSOZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTIJZSO,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTIJZOS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTIJOSZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTIJOZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTISJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTISJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTISZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTISZOJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTISOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTISOZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTIZJSO,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTIZJOS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTIZSJO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTIZSOJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTIZOJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTIZOSJ,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTIOJZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTIOSZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTIOZJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTIOZSJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTJISZO,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTJISOZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTJIZSO,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTJIZOS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTJIOSZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTJIOZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTJSIZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJZOIS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJOISZ,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTJOIZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTJOSZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTSIJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSIJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSIZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSIOZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSJIZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSZJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTZISJO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTZISOJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZIOJS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZJISO,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZJSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZJOIS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZJOSI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZSIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTZSJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZSOIJ,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTZSOJI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTZOIJS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTZOISJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZOJIS,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTZOJSI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTZOSIJ,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTZOSJI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTOIJZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOISZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOIZJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTOJISZ,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOSJIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTOZISJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LTOZJIS,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOZSJI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LITJSZO,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITJSOZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LITJZSO,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITJZOS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITJOSZ,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LITJOZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITSJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITSZOJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITSOZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITZJOS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITZSJO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITZSOJ,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITZOJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LITOJZS,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITOSJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITOSZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITOZJS,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITOZSJ,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIJTSZO,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTZOS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJSTZO,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJSZOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
LIJSOZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LIJZTSO,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJZTOS,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJZSOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LIJOSTZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
LIJOSZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LIJOZTS,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
LIJOZST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LISTJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISTJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LISTZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LISTZOJ,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LISTOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LISTOZJ,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LISJTZO,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISJZOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISJOTZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
LISJOZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LISZTJO,O,O,X,O,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LISZTOJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LISZJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISZJOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
