sequence,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBOqBX?mBSwBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeWGJvhFxhBTjBKqBX?nBUrBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFumBcnBTjBy?qBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFSnBTjBOqB8?qB3rBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBilB+?rB3qBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBSoBOrB8?rBTqBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeFBJvhF0iB6oBTlB3?mBmsBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecFJvhFemBCiBTjBX?nBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeGCJvhFTjBxlB8rB3?lByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBWtBTqBi?rBctBlrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je/HJvhFFjBxlBctBT?qBirBGrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecHJvhFTjBxlB3lBu?rByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je2HJvhFxlBctBFmBC?oBTqB3rB
LZTISJO,O,O,O,X,X,O,X,X,O,X,X,X,X
LZTISOJ,O,O,O,O,X,O,X,X,O,X,X,O,X
LZTIOJS,O,O,O,O,O,O,X,X,O,X,X,O,X
LZTIOSJ,O,O,O,O,X,O,X,X,O,X,X,O,X
LZTJISO,O,O,X,X,X,O,X,X,O,X,X,X,X
LZTJIOS,O,O,X,O,O,O,X,X,O,X,X,O,X
LZTJSIO,O,O,X,X,O,O,X,X,O,X,X,X,X
LZTJSOI,O,O,X,X,O,O,X,X,O,X,X,X,X
LZTJOIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LZTJOSI,O,O,X,X,O,O,X,X,O,X,X,X,X
LZTSIJO,O,O,X,X,X,O,X,X,O,X,X,X,X
LZTSIOJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LZTSJIO,O,O,X,X,X,O,X,X,O,X,X,X,X
LZTSJOI,O,O,X,X,X,O,X,X,O,X,X,X,X
LZTSOIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
LZTSOJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LZTOIJS,O,O,O,O,O,O,X,X,O,X,X,O,X
LZTOISJ,O,O,O,O,X,O,X,X,O,X,O,O,X
LZTOJIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LZTOJSI,O,O,X,X,O,O,X,X,O,X,X,X,X
LZTOSIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
LZTOSJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LZITJSO,O,O,O,X,X,X,X,X,O,X,X,X,X
LZITJOS,O,O,O,O,X,X,X,X,O,X,X,O,X
LZITSJO,O,O,O,X,X,X,X,X,O,X,X,X,X
LZITSOJ,O,O,O,O,X,X,X,X,O,X,X,O,X
LZITOJS,O,O,O,O,O,X,X,X,O,X,X,O,X
LZITOSJ,O,O,O,O,X,X,X,X,O,X,X,O,X
LZIJTSO,O,O,O,X,X,X,O,X,O,X,X,X,X
LZIJTOS,O,O,O,X,X,X,O,X,O,X,X,O,X
LZIJSTO,O,O,O,X,X,X,O,X,O,X,X,X,X
LZIJSOT,O,O,O,X,X,X,O,X,X,X,X,X,X
LZIJOTS,O,O,O,X,X,X,O,X,O,X,X,X,X
LZIJOST,X,O,O,X,X,X,O,X,X,X,X,X,X
LZISTJO,O,O,O,X,X,X,O,X,O,X,X,X,X
LZISTOJ,O,O,O,X,X,X,O,X,O,X,X,O,X
LZISJTO,O,O,O,X,X,X,O,X,O,X,X,X,X
LZISJOT,X,O,O,X,X,X,X,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,O,X,X,X,X,X,X
LZISOJT,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIOTJS,O,X,O,X,X,X,O,X,O,X,X,O,X
LZIOTSJ,O,X,O,X,X,X,O,X,O,X,X,O,X
LZIOJTS,X,X,O,X,X,X,O,X,O,X,X,X,X
LZIOJST,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOSTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOSJT,X,X,O,X,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,O,O,X,O,X,X,X,X
LZJTIOS,O,O,X,X,O,O,O,X,O,X,X,O,X
LZJTSIO,O,O,X,X,O,O,O,X,O,X,X,X,X
LZJTSOI,O,O,X,X,O,O,O,X,O,X,X,X,X
LZJTOIS,O,O,X,X,O,O,X,X,O,X,X,O,X
LZJTOSI,O,O,X,X,O,O,X,X,O,X,X,X,X
LZJITSO,O,O,X,X,X,X,O,X,O,X,X,X,X
LZJITOS,O,O,X,X,O,X,O,X,O,X,X,O,X
LZJISTO,O,O,X,X,X,X,O,X,O,X,X,X,X
LZJISOT,O,O,X,X,X,X,O,X,X,X,X,X,X
LZJIOTS,O,O,X,X,X,X,O,X,O,X,X,X,X
LZJIOST,X,O,X,X,X,X,O,X,X,X,X,X,X
LZJSTIO,O,O,X,X,O,O,O,X,O,X,X,X,X
LZJSTOI,O,O,X,X,O,O,O,X,O,X,X,X,X
LZJSITO,O,O,X,X,O,X,O,X,O,X,X,X,O
LZJSIOT,O,O,X,X,X,X,O,X,X,X,X,X,O
LZJSOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X,X,X,X,O
LZJOTIS,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJOTSI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJOITS,O,O,X,X,X,X,O,X,O,X,X,X,O
LZJOIST,X,O,X,X,X,X,O,X,X,X,X,X,O
LZJOSTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,X,X,X,X,O
LZSTIJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X,O,X,X,O,X
LZSTJIO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X,O,X,O,O,X
LZSTOJI,O,O,X,X,X,X,X,X,O,X,O,X,X
LZSITJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,O,X,X,O,X
LZSIJTO,O,O,X,X,X,X,X,X,O,X,X,X,O
LZSIJOT,X,O,X,X,X,X,X,X,X,X,X,X,O
LZSIOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LZSJTIO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X,O,X,X,X,O
LZSJIOT,O,O,X,X,X,X,X,X,X,X,X,X,O
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X,X,O
LZSOTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LZSOTJI,O,O,X,X,X,X,X,X,X,X,O,X,X
LZSOITJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LZSOIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LZSOJTI,X,O,X,X,X,X,X,X,X,X,O,X,X
LZSOJIT,X,O,X,X,X,X,X,X,X,X,O,X,O
LZOTIJS,O,O,X,X,X,O,X,X,O,X,X,O,X
LZOTISJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LZOTJIS,O,O,X,X,X,O,X,X,O,X,X,O,X
LZOTJSI,O,O,X,X,X,O,X,X,O,X,X,X,X
LZOTSIJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LZOTSJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LZOITJS,O,X,X,X,X,X,X,X,O,X,X,O,X
LZOITSJ,O,X,X,X,X,X,X,X,O,X,O,O,X
LZOIJTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LZOIJST,X,X,X,X,X,X,X,X,X,X,O,X,O
LZOISTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
LZOISJT,X,X,X,X,X,X,X,X,X,X,O,X,X
LZOJTIS,O,O,X,X,X,O,X,X,O,X,X,X,X
LZOJTSI,O,O,X,X,X,O,X,X,O,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,O,X,X,X,O
LZOJIST,X,O,X,X,X,X,X,X,X,X,O,X,O
LZOJSTI,O,O,X,X,X,O,X,X,X,X,O,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,O,X,O
LZOSTIJ,O,O,X,X,X,O,X,X,X,X,O,X,X
LZOSTJI,O,O,X,X,X,O,X,X,X,X,O,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LZOSIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LZOSJTI,X,O,X,X,X,X,X,X,X,X,O,X,X
LZOSJIT,X,O,X,X,X,X,X,X,X,X,O,X,O
LOTIJSZ,O,X,X,X,X,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,O,X,X,X,X,X,O,X
LOTISJZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,O,X,X,X,X,O,O,X
LOTIZJS,O,O,X,X,X,O,X,X,O,X,X,O,X
LOTIZSJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOTJISZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOTJIZS,O,X,X,X,X,O,X,X,X,O,X,O,X
LOTJSIZ,O,O,X,X,X,O,X,X,X,O,X,X,X
LOTJSZI,O,O,X,X,X,O,X,X,X,O,X,X,X
LOTJZIS,O,O,X,X,X,O,X,X,O,O,X,O,X
LOTJZSI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOTSIJZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,O,X,X,X,X,X,O,X
LOTSJIZ,O,O,X,X,X,O,X,X,X,O,X,X,X
LOTSJZI,O,O,X,X,X,O,X,X,X,O,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOTSZJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LOTZIJS,O,O,X,X,X,O,X,X,O,X,X,O,X
LOTZISJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOTZJIS,O,O,X,X,X,O,X,X,O,X,X,O,X
LOTZJSI,O,O,X,X,X,O,X,X,O,X,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOTZSJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LOITJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,O,X,X,X,X,O,X
LOITSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,O,X,X,X,O,O,X
LOITZJS,X,X,X,X,X,X,O,X,X,X,X,O,X
LOITZSJ,X,X,X,X,X,X,O,X,X,X,O,O,X
LOIJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOIJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJZST,X,X,X,X,X,X,O,X,X,O,O,X,X
LOISTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOISJTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOISJZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOISZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOISZJT,X,X,X,X,X,X,O,X,X,X,O,X,X
LOIZTJS,X,X,X,X,X,X,O,X,X,X,X,O,X
LOIZTSJ,X,X,X,X,X,X,O,X,X,X,O,O,X
LOIZJTS,X,X,X,X,X,X,O,X,X,X,X,X,O
LOIZJST,X,X,X,X,X,X,O,X,X,X,O,X,O
LOIZSTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOIZSJT,X,X,X,X,X,X,O,X,X,X,O,X,X
LOJTISZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJTSIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTSZI,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJTZSI,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJISTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJISZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJIZTS,O,X,X,X,X,X,O,X,X,O,X,X,X
LOJIZST,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJSTIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJSTZI,O,X,X,X,X,O,O,X,X,O,X,X,X
LOJSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJSZTI,O,X,X,X,X,O,O,X,X,O,O,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X
LOJZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJZITS,O,X,X,X,X,X,O,X,X,O,X,X,X
LOJZIST,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJZSTI,O,X,X,X,X,X,O,X,X,O,O,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X
LOSTIJZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOSTJIZ,X,O,X,X,X,O,X,X,X,O,X,X,X
LOSTJZI,O,O,X,X,X,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,X,X,X,O,X,X
LOSTZJI,O,O,X,X,X,O,X,X,X,X,O,X,X
LOSITJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,X,O,X,X,X,X,X,X,X,X,O,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X,O,O,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LOSIZJT,X,X,X,X,X,X,X,X,X,X,O,X,O
LOSJTIZ,X,O,X,X,X,O,X,X,X,O,X,X,X
LOSJTZI,X,O,X,X,X,O,X,X,X,O,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X,O,X,X,X
LOSJZTI,X,X,X,X,X,O,X,X,X,O,O,X,X
LOSJZIT,X,X,X,X,X,X,X,X,X,O,O,X,X
LOSZTIJ,O,O,X,X,X,O,X,X,X,X,O,X,X
LOSZTJI,O,O,X,X,X,O,X,X,X,X,O,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LOSZIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LOSZJTI,X,O,X,X,X,X,X,X,X,O,O,X,X
LOSZJIT,X,O,X,X,X,X,X,X,X,O,O,X,O
LOZTIJS,O,O,X,X,X,O,X,X,O,X,X,O,X
LOZTISJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOZTJIS,O,O,X,X,X,O,X,X,O,X,X,O,X
LOZTJSI,O,O,X,X,X,O,X,X,O,X,X,X,X
LOZTSIJ,O,O,X,X,X,O,X,X,O,X,O,O,X
LOZTSJI,O,O,X,X,X,O,X,X,O,X,O,X,X
LOZITJS,O,X,X,X,X,X,X,X,O,X,X,O,X
LOZITSJ,O,X,X,X,X,X,X,X,O,X,O,O,X
LOZIJTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LOZIJST,X,X,X,X,X,X,X,X,X,X,O,X,O
LOZISTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
LOZISJT,X,X,X,X,X,X,X,X,X,X,O,X,X
LOZJTIS,O,O,X,X,X,O,X,X,O,O,X,X,X
LOZJTSI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,O,O,X,X,O
LOZJIST,X,O,X,X,X,X,X,X,X,O,O,X,O
LOZJSTI,O,O,X,X,X,O,X,X,X,O,O,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,O,O,X,O
LOZSTIJ,O,O,X,X,X,O,X,X,X,X,O,X,X
LOZSTJI,O,O,X,X,X,O,X,X,X,X,O,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LOZSIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LOZSJTI,X,O,X,X,X,X,X,X,X,O,O,X,X
LOZSJIT,X,O,X,X,X,X,X,X,X,O,O,X,O
JTILSZO,O,X,O,X,X,O,O,X,X,X,X,X,X
JTILSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JTILZSO,O,X,O,O,X,X,O,X,X,X,X,X,X
JTILZOS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTILOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JTILOZS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTISLZO,X,X,X,O,X,O,O,X,X,X,X,X,X
JTISLOZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JTISZLO,X,X,X,O,O,O,O,O,X,X,X,X,X
JTISZOL,X,X,X,O,O,O,O,O,X,X,X,X,X
JTISOLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JTISOZL,X,X,X,O,O,X,O,O,X,X,X,X,X
JTIZLSO,O,X,O,O,X,X,O,O,O,X,X,X,X
JTIZLOS,O,X,O,O,O,X,O,O,O,X,X,X,X
JTIZSLO,X,X,O,O,O,X,O,O,X,X,X,X,X
JTIZSOL,O,X,O,O,O,X,O,O,O,X,X,X,X
JTIZOLS,O,X,O,O,O,X,O,O,O,X,X,X,X
JTIZOSL,O,X,O,O,O,X,O,O,O,X,X,X,X
JTIOLSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JTIOLZS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JTIOSZL,X,X,X,O,O,X,O,O,X,X,X,X,X
JTIOZLS,O,X,O,O,O,X,O,O,O,X,X,X,X
JTIOZSL,O,X,O,O,O,X,O,O,O,X,X,X,X
JTLISZO,O,X,X,X,X,O,O,X,X,X,X,X,X
JTLISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JTLIZSO,O,X,X,O,X,O,O,X,X,X,X,X,X
JTLIZOS,O,X,X,O,X,O,O,X,X,X,X,O,X
JTLIOSZ,O,X,X,O,X,O,O,X,X,X,X,X,X
JTLIOZS,O,X,X,O,X,O,O,X,X,X,X,O,X
JTLSIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTLSZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLSZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTLSOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLZISO,O,O,X,O,X,O,O,X,O,X,X,X,X
JTLZIOS,O,O,X,O,O,O,O,X,O,X,X,O,X
JTLZSIO,O,O,X,O,O,O,O,X,O,X,X,X,X
JTLZSOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JTLZOIS,O,O,X,O,O,O,X,X,O,X,X,O,X
JTLZOSI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTLOISZ,O,X,X,O,X,O,X,X,X,X,X,X,X
JTLOIZS,O,X,X,O,X,O,X,X,X,X,X,O,X
JTLOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X
JTLOSZI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,O,O,O,X,X,O,X,X,O,X
JTLOZSI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSILZO,X,O,X,O,X,O,O,X,X,X,X,X,X
JTSILOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JTSIZLO,X,X,X,O,O,O,O,X,X,X,X,X,X
JTSIZOL,X,O,X,O,O,O,X,X,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JTSIOZL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,O,O,O,O,X,X,X,X,X,X
JTSLIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JTSLZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTSLOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSLOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTSZILO,X,X,X,O,O,O,O,X,X,X,X,X,X
JTSZIOL,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSZLIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JTSZLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTSZOIL,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSZOLI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JTSOIZL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTSOZIL,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSOZLI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZILSO,O,X,O,O,X,O,O,X,O,X,X,X,X
JTZILOS,O,X,O,O,O,O,O,X,O,X,X,X,X
JTZISLO,X,X,O,O,O,O,O,X,X,X,X,X,X
JTZISOL,O,X,O,O,O,O,O,X,O,X,X,X,X
JTZIOLS,O,X,O,O,O,O,O,X,O,X,X,X,X
JTZIOSL,O,X,O,O,O,O,O,X,O,X,X,X,X
JTZLISO,O,X,X,O,X,O,O,X,O,X,X,X,X
JTZLIOS,O,X,X,O,O,O,O,X,O,X,X,O,X
JTZLSIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZLSOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZLOIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JTZLOSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTZSILO,X,X,X,O,O,O,O,X,X,X,X,X,X
JTZSIOL,O,X,X,O,O,O,X,X,O,X,X,X,X
JTZSLIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZSLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZSOIL,O,X,X,O,O,O,X,X,O,X,X,X,X
JTZSOLI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZOILS,O,X,O,O,O,O,X,X,O,X,X,X,X
JTZOISL,O,X,O,O,O,O,X,X,O,X,X,X,X
JTZOLIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JTZOLSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTZOSIL,O,X,X,O,O,O,X,X,O,X,X,X,X
JTZOSLI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTOILSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOISLZ,X,X,X,O,X,O,X,X,X,X,X,X,X
JTOISZL,X,X,X,O,O,O,X,O,X,X,X,X,X
JTOIZLS,O,X,O,O,O,X,X,O,O,X,X,X,X
JTOIZSL,O,X,O,O,O,X,X,O,O,X,X,X,X
JTOLISZ,O,X,X,O,X,O,X,X,X,O,X,X,X
JTOLIZS,O,X,X,O,X,O,X,X,X,O,X,O,X
JTOLSIZ,O,O,X,O,X,O,X,X,X,O,X,X,X
JTOLSZI,O,O,X,O,O,O,X,X,X,O,X,X,X
JTOLZIS,O,O,X,O,O,O,X,X,O,O,X,O,X
JTOLZSI,O,O,X,O,O,O,X,X,O,O,X,X,X
JTOSILZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JTOSIZL,X,O,X,O,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,O,O,X,X,X,O,X,X,X
JTOSLZI,O,O,X,O,O,O,X,X,X,O,X,X,X
JTOSZIL,O,O,X,O,O,O,X,X,O,X,X,X,X
JTOSZLI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTOZILS,O,X,O,O,O,O,X,X,O,X,X,X,X
JTOZISL,O,X,O,O,O,O,X,X,O,X,X,X,X
JTOZLIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JTOZLSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTOZSIL,O,X,X,O,O,O,X,X,O,X,X,X,X
JTOZSLI,O,X,X,O,O,O,X,X,O,X,X,X,X
JITLSZO,O,X,O,X,X,O,O,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JITLZSO,O,X,O,O,X,X,O,X,X,X,X,X,X
JITLZOS,O,X,O,O,X,X,O,X,X,X,X,X,X
JITLOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JITLOZS,O,X,O,O,X,X,O,X,X,X,X,X,X
JITSLZO,X,X,X,O,X,O,O,X,X,X,X,X,X
JITSLOZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JITSZLO,X,X,X,O,O,O,O,O,X,X,X,X,X
JITSZOL,X,X,X,O,O,O,O,O,X,X,X,X,X
JITSOLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JITSOZL,X,X,X,O,O,X,O,O,X,X,X,X,X
JITZLSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JITZLOS,O,X,O,O,O,X,O,O,X,X,X,X,X
JITZSLO,X,X,O,O,O,X,O,O,X,X,X,X,X
JITZSOL,O,X,O,O,O,X,O,O,X,X,X,X,X
JITZOLS,O,X,O,O,O,X,O,O,X,X,X,X,X
JITZOSL,O,X,O,O,O,X,O,O,X,X,X,X,X
JITOLSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JITOLZS,O,X,O,O,X,X,O,X,X,X,X,X,X
JITOSLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JITOSZL,X,X,X,O,O,X,O,O,X,X,X,X,X
JITOZLS,O,X,O,O,O,X,O,O,X,X,X,X,X
JITOZSL,O,X,O,O,O,X,O,O,X,X,X,X,X
JILTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSTZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
