sequence,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhFlgBRiBzkBXmB0n?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBUiBTkB2qB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8Je0/IvhFxgBVnB2pBzlB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFzfBUhBRiB1qB3s?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF8kB3lBRnBFmBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBynBTkB2qBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF0gBzkBRnBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFFhB0lBRnB2pBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF2lBXiB8nBFmBxp?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je0AJvhFmkBRnBTkBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeXBJvhFmkBRnBTkB0lBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFflBxgBzlB8sBFs?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF0gBypBRnBXmBmn?B1xB,v115@GhA8IeA8EeB8BeG8CeA8Je1FJvhFZoB0kBGnBikBXm?BTsB,v115@GhA8IeA8EeB8BeG8CeA8Jel/IvhFynB2pBxlBzlBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFUiBaoBxlB2pBzl?B1xB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhFXhBypBRnB0lBmn?B1xB
TJSIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X
TJZILOS,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TJZISLO,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X
TJZISOL,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TJZIOLS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
TJZIOSL,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
TJZLISO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X
TJZLIOS,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TJZLSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZSIOL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZSLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZOISL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZOLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOILZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOISLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOLIZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
TJOLSIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSILJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSILZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSILZOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TSILOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSILOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TSIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIJLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIJZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIZLOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSIZJLO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSIZJOL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TSIOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TSLIOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TSLJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLZOJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOIZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TSLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLOZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZILOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZIJLO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSZIJOL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZLIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZLJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZILJOS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TZILSJO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZILSOJ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TZILOJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZILOSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TZIJLSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZIJLOS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIJSLO,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TZIJSOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZIJOLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIJOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZISLJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZISLOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O
TZISJLO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
TZISJOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZISOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZISOJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOLJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZIOJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIOJSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TZIOSLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZIOSJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLIJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZLIJOS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TZLISJO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZLISOJ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TZLIOJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLIOSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
TZLJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZLJIOS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TZLJSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLJOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZLSIOJ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
TZLSJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TZLSOJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZLOIJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOISJ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TZLOJIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLOJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TZLOSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJILSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZJILOS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJISLO,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TZJISOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZJIOLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJIOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJLISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TZJLIOS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJLSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLOIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJLOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSILO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZJSIOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZJSLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TZJOISL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZJOLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOSIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJOSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZSILOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZSIJLO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
TZSIJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZSIOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZSIOJL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSLIJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZSLIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZSLJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSLOJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZSJIOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZSJLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSJOLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSOIJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSOLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSOJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOILSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZOIJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOIJSL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOISLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZOISJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZOLIJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLISJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZOLJIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOLJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZOLSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZOJILS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOJISL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOJLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJSIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZOJSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZOSIJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZOSLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZOSLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZOSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TOILJZS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TOILSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
