sequence,v115@ChA8GeC8IeB8CeA8CeE8KeT/IvhFigBmiB5oB0nBlp?B3qB,v115@ChA8GeC8IeB8CeA8CeE8Ke2EJvhFRgBTiB6tBXoB0p?BlqB,v115@ChA8GeC8IeB8CeA8CeE8Ke2EJvhFRgBTiBXoB6tB0p?BlqB,v115@ChA8GeC8IeB8CeA8CeE8Ke0/IvhFTiBeoB5oB/pBiq?BlqB,v115@ChA8GeC8IeB8CeA8CeE8KeOEJvhFTiBVtBRqB8pB6t?B3qB,v115@ChA8GeC8IeB8CeA8CeE8KexCJvhFTkB2qB0nB6tBlp?B3qB
ZJSILTO,O,X,X,O,X,X
ZJSILOT,O,O,O,O,X,X
ZJSIOTL,O,X,O,O,X,X
ZJSIOLT,O,O,O,O,X,X
ZJSLTIO,O,X,X,O,X,X
ZJSLTOI,O,X,X,O,X,X
ZJSLITO,O,X,X,O,X,X
ZJSLIOT,O,O,O,O,X,O
ZJSLOTI,O,O,O,O,X,O
ZJSLOIT,O,O,O,O,X,O
ZJSOTIL,O,X,O,O,X,X
ZJSOTLI,O,X,O,X,X,X
ZJSOITL,O,X,O,O,X,X
ZJSOILT,O,O,O,O,X,X
ZJSOLTI,O,O,O,O,X,O
ZJSOLIT,O,O,O,O,X,O
ZJOTILS,O,O,X,X,O,X
ZJOTISL,O,X,O,X,O,X
ZJOTLIS,O,O,X,X,X,O
ZJOTLSI,O,O,X,X,X,O
ZJOTSIL,O,X,O,X,X,X
ZJOTSLI,O,X,O,X,X,X
ZJOITLS,O,O,X,X,O,X
ZJOITSL,O,X,O,X,O,X
ZJOILTS,O,O,X,X,X,O
ZJOILST,O,O,O,O,X,O
ZJOISTL,O,X,O,O,X,X
ZJOISLT,O,O,O,O,X,X
ZJOLTIS,O,O,X,X,X,O
ZJOLTSI,O,O,X,X,X,O
ZJOLITS,O,O,X,X,X,O
ZJOLIST,O,O,O,O,X,O
ZJOLSTI,O,O,O,O,X,O
ZJOLSIT,O,O,O,O,X,O
ZJOSTIL,O,X,O,O,X,X
ZJOSTLI,O,X,O,X,X,X
ZJOSITL,O,X,O,O,X,X
ZJOSILT,O,O,O,O,X,X
ZJOSLTI,O,O,O,O,X,O
ZJOSLIT,O,O,O,O,X,O
ZSTILJO,O,X,O,X,X,X
ZSTILOJ,O,X,O,X,X,X
ZSTIJLO,O,X,O,X,X,X
ZSTIJOL,O,X,O,O,X,X
ZSTIOLJ,O,X,O,X,X,X
ZSTIOJL,O,X,O,X,X,X
ZSTLIJO,O,X,O,X,X,X
ZSTLIOJ,O,X,O,X,X,X
ZSTLJIO,O,X,O,X,X,X
ZSTLJOI,O,X,O,X,X,X
ZSTLOIJ,O,X,O,X,X,X
ZSTLOJI,O,X,O,X,X,X
ZSTJILO,O,X,O,X,X,X
ZSTJIOL,O,X,O,O,X,X
ZSTJLIO,O,X,O,X,X,X
ZSTJLOI,O,X,O,X,X,X
ZSTJOIL,O,X,O,O,X,X
ZSTJOLI,O,X,O,X,X,X
ZSTOILJ,O,X,O,X,X,X
ZSTOIJL,O,X,O,X,X,X
ZSTOLIJ,O,X,O,X,X,X
ZSTOLJI,O,X,O,X,X,X
ZSTOJIL,O,X,O,O,X,X
ZSTOJLI,O,X,O,X,X,X
ZSITLJO,O,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,X
ZSITJLO,O,X,X,X,X,X
ZSITJOL,O,X,O,O,X,X
ZSITOLJ,O,X,X,X,X,X
ZSITOJL,O,X,O,X,X,X
ZSILTJO,O,X,X,O,X,X
ZSILTOJ,O,X,X,X,X,X
ZSILJTO,O,X,X,O,X,X
ZSILJOT,O,O,O,O,X,X
ZSILOTJ,O,X,X,X,X,X
ZSILOJT,O,O,O,O,X,X
ZSIJTLO,O,X,X,X,X,X
ZSIJTOL,O,X,O,O,X,X
ZSIJLTO,O,X,X,O,X,X
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,O,X,O,O,X,X
ZSIJOLT,O,O,O,O,X,X
ZSIOTLJ,O,X,X,X,X,X
ZSIOTJL,O,X,O,X,X,X
ZSIOLTJ,O,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X
ZSIOJTL,O,X,O,O,X,X
ZSIOJLT,O,O,O,O,X,X
ZSLTIJO,O,X,X,O,X,X
ZSLTIOJ,O,X,X,X,X,X
ZSLTJIO,O,X,X,O,X,X
ZSLTJOI,O,X,X,O,X,X
ZSLTOIJ,O,X,X,X,X,X
ZSLTOJI,O,X,X,O,X,X
ZSLITJO,O,X,X,O,X,X
ZSLITOJ,O,X,X,X,X,X
ZSLIJTO,O,X,X,O,X,X
ZSLIJOT,O,O,O,O,X,O
ZSLIOTJ,O,X,X,X,X,X
ZSLIOJT,O,O,O,O,X,O
ZSLJTIO,O,X,X,O,X,X
ZSLJTOI,O,X,X,O,X,X
ZSLJITO,O,X,X,O,X,X
ZSLJIOT,O,O,O,O,X,O
ZSLJOTI,O,O,O,O,X,O
ZSLJOIT,O,O,O,O,X,O
ZSLOTIJ,O,X,X,X,X,X
ZSLOTJI,O,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,X
ZSLOIJT,O,O,O,O,X,O
ZSLOJTI,O,O,O,O,X,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,X,X,X,X,X
ZSJTIOL,O,X,O,O,X,X
ZSJTLIO,O,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,X
ZSJTOIL,O,X,O,O,X,X
ZSJTOLI,O,X,O,X,X,X
ZSJITLO,O,X,X,X,X,X
ZSJITOL,O,X,O,O,X,X
ZSJILTO,O,X,X,O,X,X
ZSJILOT,O,O,O,O,X,X
ZSJIOTL,O,X,O,O,X,X
ZSJIOLT,O,O,O,O,X,X
ZSJLTIO,O,X,X,O,X,X
ZSJLTOI,O,X,X,O,X,X
ZSJLITO,O,X,X,O,X,X
ZSJLIOT,O,O,O,O,X,O
ZSJLOTI,O,O,O,O,X,O
ZSJLOIT,O,O,O,O,X,O
ZSJOTIL,O,X,O,O,X,X
ZSJOTLI,O,X,O,X,X,X
ZSJOITL,O,X,O,O,X,X
ZSJOILT,O,O,O,O,X,X
ZSJOLTI,O,O,O,O,X,O
ZSJOLIT,O,O,O,O,X,O
ZSOTILJ,O,X,O,X,X,X
ZSOTIJL,O,X,O,X,X,X
ZSOTLIJ,O,X,O,X,X,X
ZSOTLJI,O,X,O,X,X,X
ZSOTJIL,O,X,O,O,X,X
ZSOTJLI,O,X,O,X,X,X
ZSOITLJ,O,X,X,X,X,X
ZSOITJL,O,X,O,X,X,X
ZSOILTJ,O,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X
ZSOIJTL,O,X,O,O,X,X
ZSOIJLT,O,O,O,O,X,X
ZSOLTIJ,O,X,X,X,X,X
ZSOLTJI,O,X,X,O,X,X
ZSOLITJ,O,X,X,X,X,X
ZSOLIJT,O,O,O,O,X,O
ZSOLJTI,O,O,O,O,X,O
ZSOLJIT,O,O,O,O,X,O
ZSOJTIL,O,X,O,O,X,X
ZSOJTLI,O,X,O,X,X,X
ZSOJITL,O,X,O,O,X,X
ZSOJILT,O,O,O,O,X,X
ZSOJLTI,O,O,O,O,X,O
ZSOJLIT,O,O,O,O,X,O
ZOTILJS,O,O,O,X,X,X
ZOTILSJ,O,O,O,X,X,X
ZOTIJLS,O,O,O,X,O,X
ZOTIJSL,O,O,O,X,O,X
ZOTISLJ,O,O,O,X,X,X
ZOTISJL,O,O,O,X,X,X
ZOTLIJS,O,O,O,X,X,O
ZOTLISJ,O,O,O,X,X,X
ZOTLJIS,O,O,O,X,X,O
ZOTLJSI,O,O,O,X,X,O
ZOTLSIJ,O,O,O,X,X,X
ZOTLSJI,O,O,O,X,X,X
ZOTJILS,O,O,O,X,O,X
ZOTJISL,O,O,O,X,O,X
ZOTJLIS,O,O,O,X,X,O
ZOTJLSI,O,O,O,X,X,O
ZOTJSIL,O,O,O,X,X,X
ZOTJSLI,O,O,O,X,X,X
ZOTSILJ,O,O,O,X,X,X
ZOTSIJL,O,O,O,X,X,X
ZOTSLIJ,O,O,O,X,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,O,O,O,X,X,X
ZOTSJLI,O,O,O,X,X,X
ZOITLJS,O,O,X,X,X,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,O,O,X,X,O,X
ZOITJSL,O,X,O,X,O,X
ZOITSLJ,O,X,X,X,X,X
ZOITSJL,O,X,O,X,X,X
ZOILTJS,O,O,X,X,X,O
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,O,X,X,X,O
ZOILJST,O,O,O,X,X,O
ZOILSTJ,O,X,X,X,X,X
ZOILSJT,O,O,O,X,X,O
ZOIJTLS,O,O,X,X,O,X
ZOIJTSL,O,X,O,X,O,X
ZOIJLTS,O,O,X,X,X,O
ZOIJLST,O,O,O,X,X,O
ZOIJSTL,O,X,O,X,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,X,X,X,X,X
ZOISTJL,O,X,O,X,X,X
ZOISLTJ,O,X,X,X,X,X
ZOISLJT,O,O,O,X,X,X
ZOISJTL,O,X,O,X,X,X
ZOISJLT,O,O,O,X,X,X
ZOLTIJS,O,O,X,X,X,O
ZOLTISJ,O,O,X,X,X,X
ZOLTJIS,O,O,X,X,X,O
ZOLTJSI,O,O,X,X,X,O
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,X,X,X
ZOLITJS,O,O,X,X,X,O
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,O
ZOLIJST,O,O,O,X,X,O
ZOLISTJ,O,X,X,X,X,X
ZOLISJT,O,O,O,X,X,O
ZOLJTIS,O,O,X,X,X,O
ZOLJTSI,O,O,X,X,X,O
ZOLJITS,O,O,X,X,X,O
ZOLJIST,O,O,O,O,X,O
ZOLJSTI,O,O,O,O,X,O
ZOLJSIT,O,O,O,O,X,O
ZOLSTIJ,O,X,X,X,X,X
ZOLSTJI,O,X,X,O,X,X
ZOLSITJ,O,X,X,X,X,X
ZOLSIJT,O,O,O,O,X,O
ZOLSJTI,O,O,O,O,X,O
ZOLSJIT,O,O,O,O,X,O
ZOJTILS,O,O,X,X,O,X
ZOJTISL,O,X,O,X,O,X
ZOJTLIS,O,O,X,X,X,O
ZOJTLSI,O,O,X,X,X,O
ZOJTSIL,O,X,O,X,X,X
ZOJTSLI,O,X,O,X,X,X
ZOJITLS,O,O,X,X,O,X
ZOJITSL,O,X,O,X,O,X
ZOJILTS,O,O,X,X,X,O
ZOJILST,O,O,O,O,X,O
ZOJISTL,O,X,O,O,X,X
ZOJISLT,O,O,O,O,X,X
ZOJLTIS,O,O,X,X,X,O
ZOJLTSI,O,O,X,X,X,O
ZOJLITS,O,O,X,X,X,O
ZOJLIST,O,O,O,O,X,O
ZOJLSTI,O,O,O,O,X,O
ZOJLSIT,O,O,O,O,X,O
ZOJSTIL,O,X,O,O,X,X
ZOJSTLI,O,X,O,X,X,X
ZOJSITL,O,X,O,O,X,X
ZOJSILT,O,O,O,O,X,X
ZOJSLTI,O,O,O,O,X,O
ZOJSLIT,O,O,O,O,X,O
ZOSTILJ,O,X,O,X,X,X
ZOSTIJL,O,X,O,X,X,X
ZOSTLIJ,O,X,O,X,X,X
ZOSTLJI,O,X,O,X,X,X
ZOSTJIL,O,X,O,O,X,X
ZOSTJLI,O,X,O,X,X,X
ZOSITLJ,O,X,X,X,X,X
ZOSITJL,O,X,O,X,X,X
ZOSILTJ,O,X,X,X,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,O,X,O,O,X,X
ZOSIJLT,O,O,O,O,X,X
ZOSLTIJ,O,X,X,X,X,X
ZOSLTJI,O,X,X,O,X,X
ZOSLITJ,O,X,X,X,X,X
ZOSLIJT,O,O,O,O,X,O
ZOSLJTI,O,O,O,O,X,O
ZOSLJIT,O,O,O,O,X,O
ZOSJTIL,O,X,O,O,X,X
ZOSJTLI,O,X,O,X,X,X
ZOSJITL,O,X,O,O,X,X
ZOSJILT,O,O,O,O,X,X
ZOSJLTI,O,O,O,O,X,O
ZOSJLIT,O,O,O,O,X,O
OTILJSZ,X,O,O,X,O,X
OTILJZS,O,O,X,X,O,X
OTILSJZ,X,O,O,X,X,X
OTILSZJ,O,X,X,X,X,X
OTILZJS,O,O,X,X,X,X
OTILZSJ,O,O,X,X,X,X
OTIJLSZ,X,O,O,X,O,X
OTIJLZS,O,O,X,X,O,X
OTIJSLZ,X,O,O,X,O,X
OTIJSZL,X,X,O,X,O,X
OTIJZLS,O,O,X,X,O,X
OTIJZSL,O,X,O,X,O,X
OTISLJZ,X,O,O,X,X,X
OTISLZJ,O,X,X,X,X,X
OTISJLZ,X,O,O,X,O,X
OTISJZL,X,X,O,X,O,X
OTISZLJ,O,X,O,X,X,X
OTISZJL,O,X,O,X,X,X
OTIZLJS,O,O,O,X,X,X
OTIZLSJ,O,O,O,X,X,X
OTIZJLS,O,O,O,X,O,X
OTIZJSL,O,O,O,X,O,X
OTIZSLJ,O,O,O,X,X,X
OTIZSJL,O,O,O,X,X,X
OTLIJSZ,X,O,O,X,O,X
OTLIJZS,O,O,X,X,O,X
OTLISJZ,X,O,O,X,X,X
OTLISZJ,O,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X
OTLIZSJ,O,O,X,X,X,X
OTLJISZ,X,O,O,O,O,X
OTLJIZS,O,O,X,X,O,X
OTLJSIZ,X,O,O,O,X,X
OTLJSZI,X,O,O,O,X,X
OTLJZIS,O,O,X,X,X,O
OTLJZSI,O,O,X,X,X,O
OTLSIJZ,X,O,O,X,X,X
OTLSIZJ,O,X,X,X,X,X
OTLSJIZ,X,O,O,O,X,X
OTLSJZI,X,O,O,O,X,X
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,O,X,X
OTLZIJS,O,O,O,X,X,O
OTLZISJ,O,O,O,X,X,X
OTLZJIS,O,O,O,X,X,O
OTLZJSI,O,O,O,X,X,O
OTLZSIJ,O,O,O,X,X,X
OTLZSJI,O,O,O,X,X,X
OTJILSZ,X,O,O,O,O,X
OTJILZS,O,O,X,X,O,X
OTJISLZ,X,O,O,O,O,X
OTJISZL,X,X,O,O,O,X
OTJIZLS,O,O,X,X,O,X
OTJIZSL,O,X,O,X,O,X
OTJLISZ,X,O,O,O,O,X
OTJLIZS,O,O,X,X,O,X
OTJLSIZ,X,O,O,O,X,X
OTJLSZI,X,O,O,O,X,X
OTJLZIS,O,O,X,X,X,O
OTJLZSI,O,O,X,X,X,O
OTJSILZ,X,O,O,O,O,X
OTJSIZL,X,X,O,O,O,X
OTJSLIZ,X,O,O,O,X,X
OTJSLZI,X,O,O,O,X,X
OTJSZIL,X,X,O,O,X,X
OTJSZLI,X,X,O,X,X,X
OTJZILS,O,O,O,X,O,X
OTJZISL,O,O,O,X,O,X
OTJZLIS,O,O,O,X,X,O
OTJZLSI,O,O,O,X,X,O
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,O,X,X,X
OTSILJZ,X,O,O,X,X,X
OTSILZJ,O,X,X,X,X,X
OTSIJLZ,X,O,O,X,O,X
OTSIJZL,X,X,O,X,O,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,X,O,X,X,X
OTSLIJZ,X,O,O,X,X,X
OTSLIZJ,O,X,X,X,X,X
OTSLJIZ,X,O,O,O,X,X
OTSLJZI,X,O,O,O,X,X
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,O,X,X
OTSJILZ,X,O,O,O,O,X
OTSJIZL,X,X,O,O,O,X
OTSJLIZ,X,O,O,O,X,X
OTSJLZI,X,O,O,O,X,X
OTSJZIL,X,X,O,O,X,X
OTSJZLI,X,X,O,X,X,X
OTSZILJ,O,O,O,X,X,X
OTSZIJL,O,O,O,X,X,X
OTSZLIJ,O,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,O,O,O,X,X,X
OTZILSJ,O,O,O,X,X,X
OTZIJLS,O,O,O,X,O,X
OTZIJSL,O,O,O,X,O,X
OTZISLJ,O,O,O,X,X,X
OTZISJL,O,O,O,X,X,X
OTZLIJS,O,O,O,X,X,O
OTZLISJ,O,O,O,X,X,X
OTZLJIS,O,O,O,X,X,O
OTZLJSI,O,O,O,X,X,O
OTZLSIJ,O,O,O,X,X,X
OTZLSJI,O,O,O,X,X,X
OTZJILS,O,O,O,X,O,X
OTZJISL,O,O,O,X,O,X
OTZJLIS,O,O,O,X,X,O
OTZJLSI,O,O,O,X,X,O
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,O,X,X,X
OTZSILJ,O,O,O,X,X,X
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,X,O,O,X,O,X
OITLJZS,O,O,X,X,O,X
OITLSJZ,X,O,O,X,X,X
OITLSZJ,O,X,X,X,X,X
OITLZJS,O,O,X,X,X,X
OITLZSJ,O,O,X,X,X,X
OITJLSZ,X,O,O,X,O,X
OITJLZS,O,O,X,X,O,X
OITJSLZ,X,O,O,X,O,X
OITJSZL,X,X,O,X,O,X
OITJZLS,O,O,X,X,O,X
OITJZSL,O,X,O,X,O,X
OITSLJZ,X,O,O,X,X,X
OITSLZJ,O,X,X,X,X,X
OITSJLZ,X,O,O,X,O,X
OITSJZL,X,X,O,X,O,X
OITSZLJ,O,X,O,X,X,X
OITSZJL,O,X,O,X,X,X
OITZLJS,O,O,O,X,X,X
OITZLSJ,O,O,O,X,X,X
OITZJLS,O,O,O,X,O,X
OITZJSL,O,O,O,X,O,X
OITZSLJ,O,O,O,X,X,X
OITZSJL,O,O,O,X,X,X
OILTJSZ,X,O,X,X,O,X
OILTJZS,O,O,X,X,O,X
OILTSJZ,X,O,X,X,X,X
OILTSZJ,O,X,X,X,X,X
OILTZJS,O,O,X,X,X,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,X,X,X,O,O,X
OILJTZS,X,X,X,X,O,X
OILJSTZ,X,X,X,O,X,X
OILJSZT,X,X,X,O,X,X
OILJZTS,X,X,X,X,X,O
OILJZST,X,X,X,O,X,O
OILSTJZ,O,X,X,X,X,X
OILSTZJ,O,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X
OILSJZT,X,X,X,O,X,X
OILSZTJ,O,X,X,X,X,X
OILSZJT,O,X,X,O,X,X
OILZTJS,O,O,X,X,X,O
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,O,X,X,X,O
OILZJST,O,O,X,X,X,O
OILZSTJ,O,X,X,X,X,X
OILZSJT,O,O,X,X,X,O
OIJTLSZ,X,X,X,O,O,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,X,X,X,O,O,X
OIJTSZL,X,X,X,O,O,X
OIJTZLS,X,X,X,X,O,X
OIJTZSL,X,X,X,X,O,X
OIJLTSZ,X,X,X,O,O,X
OIJLTZS,X,X,X,X,O,X
OIJLSTZ,X,X,X,O,X,X
OIJLSZT,X,X,X,O,X,X
OIJLZTS,X,X,X,X,X,O
OIJLZST,X,X,X,O,X,O
OIJSTLZ,X,X,X,O,O,X
OIJSTZL,X,X,X,O,O,X
OIJSLTZ,X,X,X,O,X,X
OIJSLZT,X,X,X,O,X,X
OIJSZTL,X,X,X,O,X,X
OIJSZLT,X,X,X,O,X,X
OIJZTLS,X,X,X,X,O,X
OIJZTSL,X,X,X,X,O,X
OIJZLTS,X,X,X,X,X,O
OIJZLST,X,X,X,O,X,O
OIJZSTL,X,X,X,O,X,X
OIJZSLT,X,X,X,O,X,X
OISTLJZ,O,X,O,X,X,X
OISTLZJ,O,X,X,X,X,X
OISTJLZ,O,X,O,X,O,X
OISTJZL,O,X,O,X,O,X
OISTZLJ,O,X,O,X,X,X
OISTZJL,O,X,O,X,X,X
OISLTJZ,O,X,X,X,X,X
OISLTZJ,O,X,X,X,X,X
OISLJTZ,X,X,X,O,X,X
OISLJZT,X,X,X,O,X,X
OISLZTJ,O,X,X,X,X,X
OISLZJT,O,X,X,O,X,X
OISJTLZ,X,X,X,O,O,X
OISJTZL,X,X,X,O,O,X
OISJLTZ,X,X,X,O,X,X
OISJLZT,X,X,X,O,X,X
OISJZTL,X,X,X,O,X,X
OISJZLT,X,X,X,O,X,X
OISZTLJ,O,X,X,X,X,X
OISZTJL,O,X,O,X,X,X
OISZLTJ,O,X,X,X,X,X
OISZLJT,O,X,O,X,X,X
OISZJTL,O,X,O,O,X,X
OISZJLT,O,X,O,O,X,X
OIZTLJS,O,O,X,X,X,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,O,O,X,X,O,X
OIZTJSL,O,X,O,X,O,X
OIZTSLJ,O,X,X,X,X,X
OIZTSJL,O,X,O,X,X,X
OIZLTJS,O,O,X,X,X,O
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,O,X,X,X,O
OIZLJST,O,O,O,X,X,O
OIZLSTJ,O,X,X,X,X,X
OIZLSJT,O,O,O,X,X,O
OIZJTLS,O,O,X,X,O,X
OIZJTSL,O,X,O,X,O,X
OIZJLTS,O,O,X,X,X,O
OIZJLST,O,O,O,X,X,O
OIZJSTL,O,X,O,X,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,X,X,X,X,X
OIZSTJL,O,X,O,X,X,X
OIZSLTJ,O,X,X,X,X,X
OIZSLJT,O,O,O,X,X,X
OIZSJTL,O,X,O,X,X,X
OIZSJLT,O,O,O,X,X,X
OLTIJSZ,X,O,O,X,O,X
OLTIJZS,O,O,X,X,O,X
OLTISJZ,X,O,O,X,X,X
OLTISZJ,O,X,X,X,X,X
OLTIZJS,O,O,X,X,X,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,X,O,O,O,O,X
OLTJIZS,O,O,X,X,O,X
OLTJSIZ,X,O,O,O,X,X
OLTJSZI,X,O,O,O,X,X
OLTJZIS,O,O,X,X,X,O
OLTJZSI,O,O,X,X,X,O
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,O,X,X,X,X,X
OLTSJIZ,X,O,O,O,X,X
OLTSJZI,X,O,O,O,X,X
OLTSZIJ,O,O,O,X,X,X
OLTSZJI,O,O,O,O,X,X
OLTZIJS,O,O,O,X,X,O
OLTZISJ,O,O,O,X,X,X
OLTZJIS,O,O,O,X,X,O
OLTZJSI,O,O,O,X,X,O
OLTZSIJ,O,O,O,X,X,X
OLTZSJI,O,O,O,X,X,X
OLITJSZ,X,O,X,X,O,X
OLITJZS,O,O,X,X,O,X
OLITSJZ,X,O,X,X,X,X
OLITSZJ,O,X,X,X,X,X
OLITZJS,O,O,X,X,X,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,X,X,X,O,O,X
OLIJTZS,X,X,X,X,O,X
OLIJSTZ,X,X,X,O,X,X
OLIJSZT,X,X,X,O,X,X
OLIJZTS,X,X,X,X,X,O
OLIJZST,X,X,X,O,X,O
OLISTJZ,O,X,X,X,X,X
OLISTZJ,O,X,X,X,X,X
OLISJTZ,X,X,X,O,X,X
OLISJZT,X,X,X,O,X,X
OLISZTJ,O,X,X,X,X,X
OLISZJT,O,X,X,O,X,X
OLIZTJS,O,O,X,X,X,O
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,O,O,X,X,X,O
OLIZJST,O,O,X,X,X,O
OLIZSTJ,O,X,X,X,X,X
OLIZSJT,O,O,X,X,X,O
OLJTISZ,X,O,X,O,O,X
OLJTIZS,X,O,X,X,O,X
OLJTSIZ,X,O,X,O,X,X
OLJTSZI,X,O,X,O,X,X
OLJTZIS,X,O,X,X,X,O
OLJTZSI,X,O,X,X,X,O
OLJITSZ,X,X,X,O,O,X
OLJITZS,X,X,X,X,O,X
OLJISTZ,X,X,X,O,X,X
OLJISZT,X,X,X,O,X,X
OLJIZTS,X,X,X,X,X,O
OLJIZST,X,X,X,O,X,O
OLJSTIZ,X,X,X,O,X,X
OLJSTZI,X,X,X,O,X,X
OLJSITZ,X,X,X,O,X,X
OLJSIZT,X,X,X,O,X,X
OLJSZTI,X,X,X,O,X,O
OLJSZIT,X,X,X,O,X,O
OLJZTIS,X,O,X,X,X,O
OLJZTSI,X,O,X,X,X,O
OLJZITS,X,O,X,X,X,O
OLJZIST,X,O,X,O,X,O
OLJZSTI,X,O,X,O,X,O
OLJZSIT,X,O,X,O,X,O
OLSTIJZ,O,O,O,X,X,X
OLSTIZJ,O,X,X,X,X,X
OLSTJIZ,O,O,O,O,X,X
OLSTJZI,O,O,O,O,X,X
OLSTZIJ,O,O,O,X,X,X
OLSTZJI,O,O,O,O,X,X
OLSITJZ,O,X,X,X,X,X
OLSITZJ,O,X,X,X,X,X
OLSIJTZ,X,X,X,O,X,X
OLSIJZT,X,X,X,O,X,X
OLSIZTJ,O,X,X,X,X,X
OLSIZJT,O,X,X,O,X,X
OLSJTIZ,X,X,X,O,X,X
OLSJTZI,X,X,X,O,X,X
OLSJITZ,X,X,X,O,X,X
OLSJIZT,X,X,X,O,X,X
OLSJZTI,X,X,X,O,X,O
OLSJZIT,X,X,X,O,X,O
OLSZTIJ,O,X,X,X,X,X
OLSZTJI,O,X,X,O,X,X
OLSZITJ,O,X,X,X,X,X
OLSZIJT,O,O,O,O,X,O
OLSZJTI,O,O,O,O,X,O
OLSZJIT,O,O,O,O,X,O
OLZTIJS,O,O,X,X,X,O
OLZTISJ,O,O,X,X,X,X
OLZTJIS,O,O,X,X,X,O
OLZTJSI,O,O,X,X,X,O
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,X,X,X
OLZITJS,O,O,X,X,X,O
OLZITSJ,O,X,X,X,X,X
OLZIJTS,O,O,X,X,X,O
OLZIJST,O,O,O,X,X,O
OLZISTJ,O,X,X,X,X,X
OLZISJT,O,O,O,X,X,O
OLZJTIS,O,O,X,X,X,O
OLZJTSI,O,O,X,X,X,O
OLZJITS,O,O,X,X,X,O
OLZJIST,O,O,O,O,X,O
OLZJSTI,O,O,O,O,X,O
OLZJSIT,O,O,O,O,X,O
OLZSTIJ,O,X,X,X,X,X
OLZSTJI,O,X,X,O,X,X
OLZSITJ,O,X,X,X,X,X
OLZSIJT,O,O,O,O,X,O
OLZSJTI,O,O,O,O,X,O
OLZSJIT,O,O,O,O,X,O
OJTILSZ,X,O,O,O,O,X
OJTILZS,X,O,X,X,O,X
OJTISLZ,X,O,O,O,O,X
OJTISZL,X,X,O,O,O,X
OJTIZLS,X,O,X,X,O,X
OJTIZSL,X,X,O,X,O,X
OJTLISZ,X,O,O,O,O,X
OJTLIZS,X,O,X,X,O,X
OJTLSIZ,X,O,O,O,X,X
OJTLSZI,X,O,O,O,X,X
OJTLZIS,X,O,X,X,X,O
OJTLZSI,X,O,X,X,X,O
OJTSILZ,X,O,O,O,O,X
OJTSIZL,X,X,O,O,O,X
OJTSLIZ,X,O,O,O,X,X
OJTSLZI,X,O,O,O,X,X
OJTSZIL,X,X,O,O,X,X
OJTSZLI,X,X,O,X,X,X
OJTZILS,X,O,O,X,O,X
OJTZISL,X,O,O,X,O,X
OJTZLIS,X,O,O,X,X,O
OJTZLSI,X,O,O,X,X,O
OJTZSIL,X,O,O,X,X,X
OJTZSLI,X,O,O,X,X,X
OJITLSZ,X,X,X,O,O,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,X,X,X,O,O,X
OJITSZL,X,X,X,O,O,X
OJITZLS,X,X,X,X,O,X
OJITZSL,X,X,X,X,O,X
OJILTSZ,X,X,X,O,O,X
OJILTZS,X,X,X,X,O,X
OJILSTZ,X,X,X,O,X,X
OJILSZT,X,X,X,O,X,X
