sequence,v115@9gA8IeB8HeB8GeE8DeB8JeaFJvhFRhBGjBzlB8sB3r?BFsB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lB0nBir?BWxB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lBcrB2s?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFzhBcoBilBFrBXs?BusB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFWnBTjBxqBlsBar?BXsB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFFhBXiBTjBmqBRs?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFTjBxmB3lBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8Je3AJvhFTjBxmBUlBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFcmBSoBTlB/sBmn?B1wB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFUiB2qBXoBzrBFr?BCtB
IOZTLSJ,X,O,O,O,O,X,O,X,X,X
IOZTJLS,O,O,O,X,O,O,O,X,X,X
IOZTJSL,X,O,O,X,O,O,O,X,X,X
IOZTSLJ,X,O,O,O,O,X,O,X,X,X
IOZTSJL,X,O,O,X,O,O,O,X,X,X
IOZLTJS,O,O,O,X,O,X,X,X,X,X
IOZLTSJ,X,O,O,O,O,X,X,X,X,X
IOZLJTS,O,O,X,X,X,O,X,X,X,X
IOZLJST,O,O,X,X,X,O,X,X,X,X
IOZLSTJ,O,O,O,X,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,O,X,X,X,X
IOZJTLS,O,O,O,X,O,O,O,X,X,X
IOZJTSL,X,O,O,X,O,O,O,X,X,X
IOZJLTS,O,O,O,X,X,O,O,X,X,X
IOZJLST,O,O,O,X,X,O,O,X,X,X
IOZJSTL,O,O,O,X,X,O,O,X,X,O
IOZJSLT,O,X,O,X,X,O,O,X,X,X
IOZSTLJ,O,O,O,O,O,X,X,X,X,X
IOZSTJL,O,O,O,X,O,O,X,X,X,X
IOZSLTJ,O,O,O,X,X,X,X,X,X,X
IOZSLJT,O,O,X,X,X,O,X,X,X,X
IOZSJTL,O,O,O,X,X,O,X,X,X,O
IOZSJLT,O,X,O,X,X,O,X,X,X,X
LTIJSZO,X,X,X,O,O,X,X,X,X,X
LTIJSOZ,X,X,X,O,O,X,X,X,X,X
LTIJZSO,X,X,X,O,O,X,X,X,X,X
LTIJZOS,X,X,X,X,O,X,X,X,X,X
LTIJOSZ,X,X,X,O,O,X,X,X,X,X
LTIJOZS,X,X,X,X,O,X,X,X,X,X
LTISJZO,X,X,X,O,O,X,X,X,X,X
LTISJOZ,X,X,X,O,O,X,X,X,X,X
LTISZJO,X,X,X,O,O,X,X,X,X,X
LTISZOJ,X,X,X,O,O,X,X,X,X,X
LTISOJZ,X,X,X,O,O,X,X,O,X,X
LTISOZJ,X,X,X,O,O,X,X,O,X,X
LTIZJSO,X,X,X,O,O,X,X,X,X,X
LTIZJOS,X,O,X,X,O,X,X,X,X,X
LTIZSJO,X,X,X,O,O,X,X,X,X,X
LTIZSOJ,X,O,X,O,O,X,X,X,X,X
LTIZOJS,X,O,X,X,O,X,O,X,X,X
LTIZOSJ,X,O,X,O,O,X,O,X,X,X
LTIOJSZ,X,X,X,O,O,X,X,X,X,X
LTIOJZS,X,X,X,X,O,X,X,X,X,X
LTIOSJZ,X,X,X,O,O,X,X,O,X,X
LTIOSZJ,X,X,X,O,O,X,X,O,X,X
LTIOZJS,X,X,X,X,O,X,O,X,X,X
LTIOZSJ,X,X,X,O,O,X,O,X,X,X
LTJISZO,X,X,X,O,O,X,X,X,X,X
LTJISOZ,X,X,X,O,O,X,X,X,X,X
LTJIZSO,X,X,X,O,O,X,X,X,X,X
LTJIZOS,X,X,X,X,O,X,X,X,X,X
LTJIOSZ,X,X,X,O,O,X,X,X,X,X
LTJIOZS,X,X,O,X,O,X,X,X,X,X
LTJSIZO,X,X,X,O,X,X,X,X,X,X
LTJSIOZ,X,X,X,O,X,X,X,X,X,X
LTJSZIO,X,X,O,O,X,X,X,X,X,X
LTJSZOI,X,X,O,O,X,X,X,X,X,X
LTJSOIZ,O,X,X,O,X,X,X,X,X,X
LTJSOZI,X,X,O,O,X,X,X,X,X,X
LTJZISO,X,X,X,O,O,X,X,X,X,X
LTJZIOS,X,O,O,X,O,X,X,X,X,X
LTJZSIO,X,X,X,O,X,X,X,X,X,X
LTJZSOI,O,X,X,O,X,X,X,X,X,X
LTJZOIS,O,O,O,X,O,X,X,X,X,X
LTJZOSI,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,O,O,X,X,X,X,X
LTJOIZS,O,X,O,X,O,X,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,X,X,X,X
LTJOSZI,X,X,O,O,X,X,X,X,X,X
LTJOZIS,O,X,O,X,O,X,X,X,X,X
LTJOZSI,O,X,X,X,X,X,X,X,X,X
LTSIJZO,X,O,X,O,X,X,X,X,X,X
LTSIJOZ,X,O,X,O,X,X,X,X,X,X
LTSIZJO,X,O,O,O,X,X,X,X,X,X
LTSIZOJ,X,O,O,O,X,X,X,X,O,X
LTSIOJZ,X,O,X,O,X,X,X,X,X,X
LTSIOZJ,X,O,O,O,X,X,X,X,O,X
LTSJIZO,X,O,X,O,X,X,X,X,X,X
LTSJIOZ,X,O,X,O,X,X,X,X,X,X
LTSJZIO,X,O,O,O,X,X,X,X,X,X
LTSJZOI,X,O,O,O,X,X,X,X,O,X
LTSJOIZ,O,O,X,O,X,X,X,X,X,X
LTSJOZI,X,X,O,O,X,X,X,X,O,X
LTSZIJO,X,O,O,O,X,X,X,X,X,X
LTSZIOJ,X,O,O,O,X,X,X,X,O,X
LTSZJIO,X,O,O,O,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,O,X
LTSZOIJ,O,O,O,O,X,X,X,X,O,X
LTSZOJI,O,O,O,O,X,X,X,X,O,X
LTSOIJZ,O,O,X,O,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,X,X,X,X,O,X
LTSOJIZ,O,O,X,O,X,X,X,X,X,X
LTSOJZI,X,X,O,O,X,X,X,X,O,X
LTSOZIJ,O,O,O,O,X,X,X,X,O,X
LTSOZJI,O,O,O,O,X,X,X,X,O,X
LTZIJSO,X,X,X,O,O,X,X,X,X,X
LTZIJOS,X,O,O,X,O,X,X,X,X,X
LTZISJO,X,O,X,O,O,X,X,X,X,X
LTZISOJ,X,O,X,O,O,X,X,X,X,X
LTZIOJS,X,O,O,X,O,X,O,X,X,X
LTZIOSJ,X,O,O,O,O,X,O,X,X,X
LTZJISO,X,X,X,O,O,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,O,X,X,X
LTZJSIO,X,X,X,O,X,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X,X
LTZJOIS,O,O,O,X,O,X,O,X,X,X
LTZJOSI,O,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,X,O,X,X,X,X,X,X
LTZSIOJ,X,O,X,O,X,X,X,X,O,X
LTZSJIO,X,O,X,O,X,X,X,X,X,X
LTZSJOI,O,O,X,O,X,X,X,X,O,X
LTZSOIJ,O,O,X,O,X,X,X,X,O,X
LTZSOJI,O,O,X,O,X,X,X,X,O,X
LTZOIJS,O,O,O,X,O,X,O,X,X,X
LTZOISJ,X,O,O,O,O,X,O,X,O,X
LTZOJIS,O,O,O,X,O,X,O,X,X,X
LTZOJSI,O,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,O,X,X,X,X,O,X
LTZOSJI,O,O,X,O,X,X,X,X,O,X
LTOIJSZ,O,X,X,O,O,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,X,X,X,X
LTOISJZ,O,X,X,O,O,X,X,O,X,X
LTOISZJ,O,X,X,O,O,X,X,O,X,X
LTOIZJS,O,X,X,X,O,X,O,X,X,X
LTOIZSJ,X,X,X,O,O,X,O,X,X,X
LTOJISZ,O,X,X,O,O,X,X,X,X,X
LTOJIZS,O,X,O,X,O,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X,X
LTOJSZI,X,X,O,O,X,X,X,X,X,X
LTOJZIS,O,X,O,X,O,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,X,X,X,X,O,X
LTOSJIZ,O,O,X,O,X,X,X,X,X,X
LTOSJZI,X,X,O,O,X,X,X,X,O,X
LTOSZIJ,O,O,O,O,X,X,X,X,O,X
LTOSZJI,O,O,O,O,X,X,X,X,O,X
LTOZIJS,O,O,O,X,O,X,O,X,X,X
LTOZISJ,X,O,O,O,O,X,O,X,O,X
LTOZJIS,O,O,O,X,O,X,O,X,X,X
LTOZJSI,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,O,X,X,X,X,O,X
LTOZSJI,O,O,X,O,X,X,X,X,O,X
LITJSZO,X,X,X,O,O,X,X,X,X,X
LITJSOZ,X,X,X,O,O,X,X,X,X,X
LITJZSO,X,X,X,O,O,X,X,X,X,X
LITJZOS,X,X,X,X,O,X,X,X,X,X
LITJOSZ,X,X,X,O,O,X,X,X,X,X
LITJOZS,X,X,X,X,O,X,X,X,X,X
LITSJZO,X,X,X,O,O,X,X,X,X,X
LITSJOZ,X,X,X,O,O,X,X,X,X,X
LITSZJO,X,X,X,O,O,X,X,X,X,X
LITSZOJ,X,X,X,O,O,X,X,X,X,X
LITSOJZ,X,X,X,O,O,X,X,X,X,X
LITSOZJ,X,X,X,O,O,X,X,X,X,X
LITZJSO,X,X,X,O,O,X,X,X,X,X
LITZJOS,X,O,X,X,O,X,X,X,X,X
LITZSJO,X,X,X,O,O,X,X,X,X,X
LITZSOJ,X,O,X,O,O,X,X,X,X,X
LITZOJS,X,O,X,X,O,X,X,X,X,X
LITZOSJ,X,O,X,O,O,X,X,X,X,X
LITOJSZ,X,X,X,O,O,X,X,X,X,X
LITOJZS,X,X,X,X,O,X,X,X,X,X
LITOSJZ,X,X,X,O,O,X,X,X,X,X
LITOSZJ,X,X,X,O,O,X,X,X,X,X
LITOZJS,X,X,X,X,O,X,X,X,X,X
LITOZSJ,X,X,X,O,O,X,X,X,X,X
LIJTSZO,X,X,X,O,X,O,X,X,X,X
LIJTSOZ,X,X,X,O,X,O,X,X,X,X
LIJTZSO,X,X,X,O,X,O,X,X,X,X
LIJTZOS,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,O,X,O,X,X,X,X
LIJTOZS,X,X,X,X,X,O,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X
LIJSOTZ,O,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,X,X,X,O,X,X,X,X
LIJZTSO,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,X,X
LIJZOTS,O,X,X,X,X,O,X,X,X,X
LIJZOST,O,X,X,X,X,O,X,X,X,X
LIJOTSZ,O,X,X,X,X,O,X,X,X,X
LIJOTZS,O,X,X,X,X,O,X,X,X,X
LIJOSTZ,O,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,X,O,X,X,X,X
LIJOZTS,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,X,O,X,X,X,X
LISTJZO,X,O,X,O,X,X,X,X,X,X
LISTJOZ,X,O,X,O,X,X,X,X,X,X
LISTZJO,X,O,X,O,X,X,X,X,X,X
LISTZOJ,X,O,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,O,X,X,X,X,X,X
LISTOZJ,X,O,X,O,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,O,X,X,X,X
LISJTOZ,X,O,X,X,X,O,X,X,X,X
LISJZTO,X,O,X,X,X,O,X,X,X,X
LISJZOT,X,O,X,X,X,O,X,X,X,X
LISJOTZ,O,O,X,X,X,O,X,X,X,X
LISJOZT,O,X,X,X,X,O,X,X,X,X
LISZTJO,X,O,X,O,X,X,X,X,X,X
LISZTOJ,X,O,X,O,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,O,X,X,X,X
LISZJOT,O,O,X,X,X,O,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,O,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,O,X
LISOJTZ,O,O,X,X,X,O,X,X,X,X
LISOJZT,O,X,X,X,X,O,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,X,O,X,X,X,X
LIZTJSO,X,X,X,O,O,X,X,X,X,X
LIZTJOS,X,O,X,X,O,X,X,X,X,X
LIZTSJO,X,O,X,O,O,X,X,X,X,X
LIZTSOJ,X,O,X,O,O,X,X,X,X,X
LIZTOJS,X,O,X,X,O,X,X,X,X,X
LIZTOSJ,X,O,X,O,O,X,X,X,X,X
LIZJTSO,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,O,X,X,X,O,X,X,X,X
LIZJSTO,X,O,X,X,X,O,X,X,X,X
LIZJSOT,O,O,X,X,X,O,X,X,X,X
LIZJOTS,O,O,X,X,X,O,X,X,X,X
LIZJOST,O,O,X,X,X,O,X,X,X,X
LIZSTJO,X,O,X,O,X,X,X,X,X,X
LIZSTOJ,X,O,X,O,X,X,X,X,X,X
LIZSJTO,X,O,X,X,X,O,X,X,X,X
LIZSJOT,O,O,X,X,X,O,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,O,X,X,X,X
LIZOTJS,O,O,X,X,O,X,X,X,X,X
LIZOTSJ,X,O,X,O,O,X,X,X,X,X
LIZOJTS,O,O,X,X,X,O,X,X,X,X
LIZOJST,O,O,X,X,X,O,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,O,X,X,X,X
LIOTJSZ,O,X,X,O,O,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,X,O,O,X,X,X,X,X
LIOTSZJ,O,X,X,O,O,X,X,X,X,X
LIOTZJS,O,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,O,O,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,O,X,X,X,X
LIOJTZS,O,X,X,X,X,O,X,X,X,X
LIOJSTZ,O,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,X,O,X,X,X,X
LIOJZTS,O,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,O,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,O,X
LIOSJTZ,O,O,X,X,X,O,X,X,X,X
LIOSJZT,O,X,X,X,X,O,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,O,X,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,O,O,X,X,X,X,X
LIOZJTS,O,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,O,X,X,X,X
LJTISZO,X,X,X,O,X,O,X,X,X,X
LJTISOZ,X,X,X,O,X,O,X,O,X,X
LJTIZSO,X,X,X,O,X,O,X,X,X,X
LJTIZOS,X,X,X,X,X,O,O,X,X,X
LJTIOSZ,X,X,X,O,X,O,X,O,X,X
LJTIOZS,X,X,O,X,X,O,O,X,X,X
LJTSIZO,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,O,X,X,X,X,X,X
LJTSZIO,X,X,O,O,X,X,X,X,X,X
LJTSZOI,X,X,O,O,X,X,X,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,O,O,X,X,X,X,X,X
LJTZISO,X,X,X,O,X,O,X,X,X,X
LJTZIOS,X,O,O,X,X,O,O,X,X,X
LJTZSIO,X,X,X,O,X,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X
LJTZOIS,O,O,O,X,X,O,O,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,O,X,O,X,O,X,X
LJTOIZS,O,X,O,X,X,O,O,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,O,O,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,O,O,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,O,X,O,X,X,X,X
LJITSOZ,X,X,X,O,X,O,X,X,X,X
LJITZSO,X,X,X,O,X,O,X,X,X,X
LJITZOS,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,O,X,O,X,X,X,X
LJITOZS,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,X,X,O,X,X,X,X
LJISOTZ,O,X,X,X,X,O,X,O,X,X
LJISOZT,O,X,X,X,X,O,X,O,X,X
LJIZTSO,X,X,X,O,X,O,X,X,X,X
LJIZTOS,X,X,O,X,X,O,X,X,X,X
LJIZSTO,X,X,O,X,X,O,X,X,X,X
LJIZSOT,O,X,O,X,X,O,X,X,X,X
LJIZOTS,O,X,O,X,X,O,O,X,X,X
LJIZOST,O,X,O,X,X,O,O,X,X,X
LJIOTSZ,O,X,X,X,X,O,X,X,X,X
LJIOTZS,O,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,X,X,X,X,O,X,O,X,X
LJIOSZT,O,X,X,X,X,O,X,O,X,X
LJIOZTS,O,X,O,X,X,O,O,X,X,X
LJIOZST,O,X,O,X,X,O,O,X,X,X
LJSTIZO,X,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X
LJSTZIO,X,O,O,X,X,X,X,X,X,X
LJSTZOI,X,O,O,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,O,X,X,X,X,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,X
LJSIZTO,X,O,X,X,X,X,X,X,X,X
LJSIZOT,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,X,X
LJSZITO,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,X,O
LJSOTZI,X,X,O,X,X,X,X,X,O,O
LJSOITZ,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,O
LJSOZIT,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,O,X,O,X,X,X,X
LJZTIOS,X,O,O,X,X,O,O,X,X,X
LJZTSIO,X,X,X,O,X,X,X,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,O,O,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,O,X,O,X,X,X,X
LJZITOS,X,O,O,X,X,O,X,X,X,X
LJZISTO,X,O,O,X,X,O,X,X,X,X
LJZISOT,O,O,O,X,X,O,X,X,X,X
LJZIOTS,O,O,O,X,X,O,O,X,X,X
LJZIOST,O,O,O,X,X,O,O,X,X,X
LJZSTIO,X,O,O,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,X
LJZSITO,X,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,O,O,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,O,O,X,X,X
LJZOIST,O,O,O,X,X,O,O,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,O,X,O,X,X
LJOTIZS,O,X,O,X,X,O,O,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,O,O,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,O,X,X,X,X
LJOITZS,O,X,O,X,X,O,X,X,X,X
LJOISTZ,O,X,X,X,X,O,X,O,X,X
LJOISZT,O,X,X,X,X,O,X,O,X,X
LJOIZTS,O,X,O,X,X,O,O,X,X,X
LJOIZST,O,X,O,X,X,O,O,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,X,O
LJOSTZI,X,X,O,X,X,X,X,X,O,O
LJOSITZ,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,O
LJOSZIT,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,O,O,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,O,O,X,X,X
LJOZIST,O,X,O,X,X,O,O,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,O
LJOZSIT,O,X,O,X,X,X,X,X,X,X
LSTIJZO,X,O,X,O,X,X,X,X,X,X
LSTIJOZ,X,O,X,O,X,X,X,X,X,X
LSTIZJO,X,O,O,O,X,X,X,X,X,X
LSTIZOJ,X,O,O,O,X,X,X,X,X,X
LSTIOJZ,X,O,X,O,X,X,X,X,X,X
LSTIOZJ,X,O,O,O,X,X,X,X,X,X
LSTJIZO,X,O,X,O,X,X,X,X,X,X
LSTJIOZ,X,O,X,O,X,X,X,X,X,X
LSTJZIO,X,O,O,O,X,X,X,X,X,X
LSTJZOI,X,O,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,O,X,X,X,X,X,X
LSTJOZI,X,X,O,O,X,X,X,X,X,X
LSTZIJO,X,O,O,O,X,X,X,X,X,X
LSTZIOJ,X,O,O,O,X,X,X,X,X,X
LSTZJIO,X,O,O,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,O,X,X,X,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,X,X,O,X
LSTOJIZ,O,O,X,O,X,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,O,X
LSTOZIJ,O,O,O,O,X,X,X,X,O,X
LSTOZJI,O,O,O,O,X,X,X,X,O,X
LSITJZO,X,O,X,O,X,X,X,X,X,X
LSITJOZ,X,O,X,O,X,X,X,X,X,X
LSITZJO,X,O,O,O,X,X,X,X,X,X
LSITZOJ,X,O,O,O,X,X,X,X,X,X
LSITOJZ,X,O,X,O,X,X,X,X,X,X
LSITOZJ,X,O,O,O,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X,X
LSIZTJO,X,O,O,O,X,X,X,X,X,X
LSIZTOJ,X,O,O,O,X,X,X,X,X,X
LSIZJTO,X,O,O,X,X,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,X,X,X,O,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,X,X
LSJTZIO,X,O,O,X,X,X,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,X,X,X
LSJTOZI,X,X,O,X,X,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,X,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,X
LSJIZTO,X,O,X,X,X,X,X,X,X,X
LSJIZOT,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X
LSJZTIO,X,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X,X,X
LSJZITO,X,O,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X,X,X,O
LSJOTZI,X,X,O,X,X,X,X,X,O,O
LSJOITZ,O,O,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,O
LSJOZIT,O,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,O,X,X,X,X,X,X
LSZTIOJ,X,O,O,O,X,X,X,X,X,X
LSZTJIO,X,O,O,O,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,O,O,X,X,X,X,X,X
LSZTOJI,O,O,O,O,X,X,X,X,X,X
LSZITJO,X,O,O,O,X,X,X,X,X,X
LSZITOJ,X,O,O,O,X,X,X,X,X,X
LSZIJTO,X,O,O,X,X,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X,O,X
LSZOTJI,O,O,O,O,X,X,X,X,O,X
LSZOITJ,O,O,O,X,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,O
LSZOJIT,O,O,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X,X
