sequence,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBTjBOpBl?lBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF0iB6oBfqBl?lBzsBGqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBOpBllBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFFgB0iB6oBf?qBuqBzsB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JexCJvhF0kBllBCoBO?pBXtBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoBX?oBTqB0sB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoB0?nBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF1lB6nBWqBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lBXjBc?tB6sBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lB0iBS?tBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Je0AJvhFxiB3kBTqBC?tBOpBFtB
JTLZOSI,O,X,O,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,X,X,O,X,O,X,X,X
JTLOIZS,X,X,O,X,X,X,O,O,X,X,X
JTLOSIZ,O,X,X,X,X,X,X,O,X,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,O,X,X,X
JTLOZSI,X,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,O,X,X,X,X,X,X,X
JTSILOZ,O,X,X,O,X,X,X,O,X,X,X
JTSIZLO,O,X,X,O,X,X,X,X,O,X,X
JTSIZOL,O,X,X,O,X,X,X,X,O,X,X
JTSIOLZ,O,X,X,O,X,X,X,O,X,X,X
JTSIOZL,O,X,X,O,X,X,X,X,X,X,X
JTSLIZO,O,X,X,O,O,O,O,X,X,X,X
JTSLIOZ,O,X,X,O,X,O,X,O,X,X,X
JTSLZIO,O,X,X,O,O,X,X,X,X,X,X
JTSLZOI,O,X,X,O,O,X,X,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,O,X,X,X
JTSLOZI,O,X,O,O,X,X,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,X,O,X,X
JTSZIOL,O,X,X,O,X,X,X,X,O,X,X
JTSZLIO,O,X,X,O,O,X,X,X,O,X,X
JTSZLOI,O,X,X,O,O,X,X,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,O,X,X
JTSZOLI,O,X,X,O,X,X,X,X,X,X,X
JTSOILZ,O,X,X,O,X,X,X,O,X,X,X
JTSOIZL,O,X,X,O,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,O,X,X,X,O,X,X,X
JTSOLZI,O,X,O,O,X,X,X,X,X,X,X
JTSOZIL,O,X,X,O,X,X,X,X,X,X,X
JTSOZLI,O,X,X,O,X,X,X,X,X,X,X
JTZILSO,O,X,O,O,X,X,X,X,O,X,X
JTZILOS,O,X,O,X,X,X,X,O,X,X,X
JTZISLO,O,X,O,O,X,X,X,X,O,X,X
JTZISOL,O,X,O,O,X,X,X,X,O,X,X
JTZIOLS,O,X,O,X,X,X,X,O,X,X,X
JTZIOSL,O,X,O,X,X,X,X,X,O,X,X
JTZLISO,O,X,O,O,X,O,O,X,O,X,X
JTZLIOS,O,X,O,X,X,X,O,O,X,X,X
JTZLSIO,O,X,O,O,X,X,X,X,O,X,X
JTZLSOI,O,X,O,O,X,X,X,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X,O,X,X,X
JTZLOSI,O,X,O,X,X,X,X,X,X,X,X
JTZSILO,O,X,O,O,X,X,X,X,O,X,X
JTZSIOL,O,X,O,O,X,X,X,X,O,X,X
JTZSLIO,O,X,O,O,O,X,X,X,O,X,X
JTZSLOI,O,X,O,O,O,X,X,X,X,X,X
JTZSOIL,O,X,O,O,X,X,X,X,O,X,X
JTZSOLI,O,X,O,O,X,X,X,X,X,X,X
JTZOILS,O,X,O,X,X,X,X,O,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,O,X,X
JTZOLIS,O,X,O,X,X,X,X,O,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X,X,O,X,X
JTZOSLI,O,X,O,X,X,X,X,X,X,X,X
JTOILSZ,O,X,X,O,X,X,X,O,X,X,X
JTOILZS,X,X,O,O,X,X,X,O,X,X,X
JTOISLZ,O,X,X,O,X,X,X,O,X,X,X
JTOISZL,O,X,X,O,X,X,X,X,X,X,X
JTOIZLS,X,X,X,O,X,X,X,O,X,X,X
JTOIZSL,X,X,X,O,X,X,X,X,O,X,X
JTOLISZ,O,X,X,O,X,O,X,O,X,X,X
JTOLIZS,X,X,O,O,X,X,O,O,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,O,X,X,X
JTOLSZI,O,X,O,O,X,X,X,X,X,X,X
JTOLZIS,X,X,O,O,X,X,X,O,X,X,X
JTOLZSI,X,X,O,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,X,X,X,O,X,X,X
JTOSIZL,O,X,X,O,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,O,X,X,X,O,X,X,X
JTOSLZI,O,X,O,O,X,X,X,X,X,X,X
JTOSZIL,O,X,X,O,X,X,X,X,X,X,X
JTOSZLI,O,X,X,O,X,X,X,X,X,X,X
JTOZILS,X,X,O,O,X,X,X,O,X,X,X
JTOZISL,X,X,O,O,X,X,X,X,O,X,X
JTOZLIS,X,X,O,O,X,X,X,O,X,X,X
JTOZLSI,X,X,O,O,X,X,X,X,X,X,X
JTOZSIL,X,X,O,O,X,X,X,X,O,X,X
JTOZSLI,X,X,O,O,X,X,X,X,X,X,X
JITLSZO,O,X,X,O,X,O,O,X,X,X,X
JITLSOZ,O,X,X,O,X,O,X,O,X,X,X
JITLZSO,O,X,X,O,X,O,O,X,O,X,X
JITLZOS,X,X,X,X,X,X,O,O,X,X,X
JITLOSZ,O,X,X,X,X,O,X,O,X,X,X
JITLOZS,X,X,O,X,X,X,O,O,X,X,X
JITSLZO,O,X,X,O,X,X,X,X,X,X,X
JITSLOZ,O,X,X,O,X,X,X,O,X,X,X
JITSZLO,O,X,X,O,X,X,X,X,O,X,X
JITSZOL,O,X,X,O,X,X,X,X,O,X,X
JITSOLZ,O,X,X,O,X,X,X,O,X,X,X
JITSOZL,O,X,X,O,X,X,X,X,X,X,X
JITZLSO,O,X,X,O,X,X,X,X,O,X,X
JITZLOS,X,X,X,X,X,X,X,O,X,X,X
JITZSLO,O,X,X,O,X,X,X,X,O,X,X
JITZSOL,O,X,X,O,X,X,X,X,O,X,X
JITZOLS,X,X,X,X,X,X,X,O,X,X,X
JITZOSL,X,X,X,X,X,X,X,X,O,X,X
JITOLSZ,O,X,X,O,X,X,X,O,X,X,X
JITOLZS,X,X,O,O,X,X,X,O,X,X,X
JITOSLZ,O,X,X,O,X,X,X,O,X,X,X
JITOSZL,O,X,X,O,X,X,X,X,X,X,X
JITOZLS,X,X,X,O,X,X,X,O,X,X,X
JITOZSL,X,X,X,O,X,X,X,X,O,X,X
JILTSZO,O,X,X,O,X,O,O,X,X,X,X
JILTSOZ,O,X,X,O,X,O,X,O,X,X,X
JILTZSO,O,X,X,O,X,O,O,X,X,X,X
JILTZOS,X,X,X,X,X,X,O,O,X,X,X
JILTOSZ,O,X,X,X,X,O,X,O,X,X,X
JILTOZS,X,X,O,X,X,X,O,O,X,X,X
JILSTZO,O,X,X,O,X,O,O,X,X,X,X
JILSTOZ,O,X,X,O,X,O,X,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,O,X,X,X
JILSOZT,O,X,X,O,X,X,X,X,X,X,X
JILZTSO,O,X,O,O,X,O,O,X,X,X,X
JILZTOS,O,X,O,X,X,X,O,X,X,X,X
JILZSTO,O,X,X,O,X,X,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,X,X,X,X
JILZOTS,X,X,O,X,X,X,X,O,X,O,X
JILZOST,O,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,X,X,O,X,O,X,O,X,O,X
JILOTZS,X,X,O,O,X,X,O,O,X,O,X
JILOSTZ,O,X,X,O,X,X,X,O,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X
JILOZTS,X,X,O,O,X,X,X,O,X,O,X
JILOZST,X,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,X,X,O,X,X,X,X,X,X,X
JISTLOZ,O,X,X,O,X,X,X,X,X,X,X
JISTZLO,O,X,X,O,X,X,X,X,X,X,X
JISTZOL,O,X,X,O,X,X,X,X,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,X,X,X,X,X,X,X
JISLTZO,O,X,X,O,X,O,O,X,X,X,X
JISLTOZ,O,X,X,O,X,O,X,X,X,X,X
JISLZTO,O,X,X,O,X,X,X,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,X,X,X,X
JISLOTZ,O,X,X,O,X,X,X,O,X,X,X
JISLOZT,O,X,X,O,X,X,X,X,X,X,X
JISZTLO,O,X,X,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,O,X,X,X,X,X,X,X
JISZLTO,O,X,X,O,X,X,X,X,X,X,X
JISZLOT,O,X,X,O,X,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,O,X,X,X,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,X,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,O,X,X,X
JISOLZT,O,O,X,O,X,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X,X,X,X
JISOZLT,O,O,X,O,X,X,X,X,X,X,X
JIZTLSO,O,X,O,O,X,X,X,X,O,X,X
JIZTLOS,O,X,O,X,X,X,X,X,X,X,X
JIZTSLO,O,X,O,O,X,X,X,X,O,X,X
JIZTSOL,O,X,O,O,X,X,X,X,O,X,X
JIZTOLS,O,X,O,X,X,X,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,O,X,X
JIZLTSO,O,X,O,O,X,O,O,X,X,X,X
JIZLTOS,O,X,O,X,X,X,O,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X,X,X,X,X
JIZLSOT,O,X,X,O,X,X,X,X,X,X,X
JIZLOTS,X,X,O,X,X,X,X,O,X,O,X
JIZLOST,O,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,X,X,O,X,X,X,X,O,X,X
JIZSTOL,O,X,X,O,X,X,X,X,O,X,X
JIZSLTO,O,X,X,O,X,X,X,X,X,X,X
JIZSLOT,O,X,X,O,X,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X,O,X,X
JIZSOLT,O,X,X,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X,X,O,O,X
JIZOTSL,X,X,O,O,X,X,X,X,O,O,X
JIZOLTS,X,X,O,O,X,X,X,O,X,O,X
JIZOLST,O,X,X,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,X,X,O,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,O,X,O,X
JIOTLZS,X,X,O,O,X,X,X,O,O,O,X
JIOTSLZ,X,X,X,O,X,X,X,O,X,O,X
JIOTSZL,X,X,X,O,X,X,X,X,O,O,X
JIOTZLS,X,X,X,O,X,X,X,O,O,O,X
JIOTZSL,X,X,X,O,X,X,X,X,O,O,X
JIOLTSZ,X,X,X,O,X,O,X,O,X,O,X
JIOLTZS,X,X,O,O,X,X,O,O,X,O,X
JIOLSTZ,O,O,X,O,X,X,X,O,X,X,X
JIOLSZT,O,O,X,O,X,X,X,X,X,X,X
JIOLZTS,X,X,O,O,X,X,X,O,X,O,X
JIOLZST,X,O,X,O,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X
JIOSTZL,X,O,X,O,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,O,X,X,X
JIOSLZT,O,O,X,O,X,X,X,X,X,X,X
JIOSZTL,X,O,X,O,X,X,X,X,X,X,X
JIOSZLT,O,O,X,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,O,X,X,X,X,O,O,X
JIOZTSL,X,X,O,O,X,X,X,X,O,O,X
JIOZLTS,X,X,O,O,X,X,X,O,X,O,X
JIOZLST,X,O,X,O,X,X,X,X,X,X,X
JIOZSTL,X,O,X,O,X,X,X,X,O,X,X
JIOZSLT,X,O,X,O,X,X,X,X,X,X,X
JLTISZO,O,X,X,O,X,O,O,X,X,X,X
JLTISOZ,O,X,X,O,X,O,X,O,X,X,X
JLTIZSO,O,X,X,O,X,O,O,X,X,X,X
JLTIZOS,X,X,X,X,X,X,O,O,X,X,X
JLTIOSZ,O,X,X,X,X,O,X,O,X,X,X
JLTIOZS,X,X,O,X,X,X,O,O,X,X,X
JLTSIZO,O,X,X,O,X,O,O,X,X,X,X
JLTSIOZ,O,X,X,O,X,O,X,O,X,X,X
JLTSZIO,O,X,X,O,X,X,X,X,X,X,X
JLTSZOI,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,X,X,O,X,X,X,O,X,X,X
JLTSOZI,O,X,O,O,X,X,X,X,X,X,X
JLTZISO,O,X,O,O,X,O,O,X,X,X,X
JLTZIOS,O,X,O,X,X,X,O,O,X,X,X
JLTZSIO,O,X,O,O,X,X,X,X,X,X,X
JLTZSOI,O,X,O,O,X,X,X,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X,O,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,X,O,X,O,X,X,X
JLTOIZS,X,X,O,X,X,X,O,O,X,X,X
JLTOSIZ,O,X,X,X,X,X,X,O,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,O,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,O,X,O,O,X,X,X,X
JLITSOZ,O,X,X,O,X,O,X,O,X,X,X
JLITZSO,O,X,X,O,X,O,O,X,X,X,X
JLITZOS,X,X,X,X,X,X,O,O,X,X,X
JLITOSZ,O,X,X,X,X,O,X,O,X,X,X
JLITOZS,X,X,O,X,X,X,O,O,X,X,X
JLISTZO,O,X,X,O,X,O,O,X,X,X,X
JLISTOZ,O,X,X,O,X,O,X,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,O,X,X,X
JLISOZT,O,X,X,O,X,X,X,X,X,X,X
JLIZTSO,O,X,O,O,X,O,O,X,X,X,X
JLIZTOS,O,X,O,X,X,X,O,X,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X,X,X
JLIZOTS,X,X,O,X,X,X,X,O,X,O,X
JLIZOST,O,X,X,O,X,X,X,X,X,X,X
JLIOTSZ,X,X,X,O,X,O,X,O,X,O,X
JLIOTZS,X,X,O,O,X,X,O,O,X,O,X
JLIOSTZ,O,X,X,O,X,X,X,O,X,X,O
JLIOSZT,O,X,X,O,X,X,X,X,X,X,O
JLIOZTS,X,X,O,O,X,X,X,O,X,O,X
JLIOZST,X,X,X,O,X,X,X,X,X,X,O
JLSTIZO,O,X,X,O,X,O,O,X,X,X,X
JLSTIOZ,O,X,X,O,X,O,X,X,X,X,X
JLSTZIO,O,X,X,O,X,X,X,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,X,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X,X,X,X,X
JLSITZO,O,X,X,O,X,O,O,X,X,X,X
JLSITOZ,O,X,X,O,X,O,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,O,X,X,X
JLSIOZT,O,X,X,O,X,X,X,X,X,X,X
JLSZTIO,O,X,O,O,X,X,X,X,X,X,X
JLSZTOI,O,X,O,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X
JLSZOTI,O,X,O,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,O,X,X,X
JLSOIZT,O,X,X,O,X,X,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,X,X,X,X,X
JLSOZIT,O,X,X,O,X,X,X,X,X,X,X
JLZTISO,O,X,O,O,X,O,O,X,X,X,X
JLZTIOS,O,X,O,X,X,X,O,X,X,X,X
JLZTSIO,O,X,O,O,X,X,X,X,X,X,X
JLZTSOI,O,X,O,O,X,X,X,X,X,X,X
JLZTOIS,O,X,O,X,X,X,X,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,O,O,X,O,O,X,X,X,X
JLZITOS,O,X,O,X,X,X,O,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,X,X,O,X,X,X,X,O,X,O,X
JLZIOST,O,X,X,O,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,X,X,X,X,X,X,X
JLZSTOI,O,X,O,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X
JLZSOTI,O,X,O,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,O,X
JLZOTSI,O,X,O,X,X,X,X,X,X,O,X
JLZOITS,X,X,O,X,X,X,X,O,X,O,X
JLZOIST,O,X,X,O,X,X,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,O,X,O,X,O,X,O,X
JLOTIZS,X,X,O,O,X,X,O,O,X,O,X
JLOTSIZ,O,X,X,O,X,X,X,O,X,O,X
JLOTSZI,O,X,O,O,X,X,X,X,X,O,X
JLOTZIS,X,X,O,O,X,X,X,O,X,O,X
JLOTZSI,X,X,O,O,X,X,X,X,X,O,X
JLOITSZ,X,X,X,O,X,O,X,O,X,O,X
JLOITZS,X,X,O,O,X,X,O,O,X,O,X
JLOISTZ,O,X,X,O,X,X,X,O,X,X,O
JLOISZT,O,X,X,O,X,X,X,X,X,X,O
JLOIZTS,X,X,O,O,X,X,X,O,X,O,X
JLOIZST,X,X,X,O,X,X,X,X,X,X,O
JLOSTIZ,O,X,X,O,X,X,X,X,X,X,O
JLOSTZI,O,X,O,O,X,X,X,X,X,X,O
JLOSITZ,O,X,X,O,X,X,X,O,X,X,O
JLOSIZT,O,X,X,O,X,X,X,X,X,X,O
JLOSZTI,O,X,O,O,X,X,X,X,X,X,O
JLOSZIT,O,X,X,O,X,X,X,X,X,X,O
JLOZTIS,O,X,O,O,X,X,X,X,X,O,X
JLOZTSI,O,X,O,O,X,X,X,X,X,O,X
JLOZITS,X,X,O,O,X,X,X,O,X,O,X
JLOZIST,O,X,X,O,X,X,X,X,X,X,O
JLOZSTI,O,X,O,O,X,X,X,X,X,X,O
JLOZSIT,O,X,X,O,X,X,X,X,X,X,O
JSTILZO,O,X,X,O,X,X,X,X,X,X,X
JSTILOZ,O,X,X,O,X,X,X,X,X,X,X
JSTIZLO,O,X,X,O,X,X,X,X,X,X,X
JSTIZOL,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,X
JSTIOZL,O,O,X,O,X,X,X,X,X,X,X
JSTLIZO,O,X,X,O,O,O,O,X,X,X,X
JSTLIOZ,O,X,X,O,X,O,X,X,X,X,X
JSTLZIO,O,X,X,O,O,X,X,X,X,X,X
JSTLZOI,O,X,X,O,O,X,X,X,X,X,X
JSTLOIZ,O,X,X,O,X,X,X,X,X,X,X
JSTLOZI,O,X,O,O,X,X,X,X,X,X,X
JSTZILO,O,X,X,O,X,X,X,X,X,X,X
JSTZIOL,O,X,X,O,X,X,X,X,X,X,X
JSTZLIO,O,X,X,O,O,X,X,X,X,X,X
JSTZLOI,O,X,X,O,O,X,X,X,X,X,X
JSTZOIL,O,X,X,O,X,X,X,X,X,X,X
JSTZOLI,O,X,X,O,X,X,X,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,O,X,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X,X
JSITLZO,O,X,X,O,X,X,X,X,X,X,X
JSITLOZ,O,X,X,O,X,X,X,X,X,X,X
JSITZLO,O,X,X,O,X,X,X,X,X,X,X
JSITZOL,O,X,X,O,X,X,X,X,X,X,X
JSITOLZ,O,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,O,X,O,X,X,X,X,X,X,X
JSILTZO,O,X,X,O,X,O,O,X,X,X,X
JSILTOZ,O,X,X,O,X,O,X,X,X,X,X
JSILZTO,O,X,X,O,X,X,X,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X,X,X,X
JSILOTZ,O,X,X,O,X,X,X,O,X,X,X
JSILOZT,O,X,X,O,X,X,X,X,X,X,X
JSIZTLO,O,X,X,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,O,X,X,X,X,X,X,X
JSIZLTO,O,X,X,O,X,X,X,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X
JSIOTZL,O,O,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X,O,X,X,X
JSIOLZT,O,O,X,O,X,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,X,X,X,X,X,X
JSIOZLT,O,O,X,O,X,X,X,X,X,X,X
JSLTIZO,O,X,X,O,O,O,O,X,X,X,X
JSLTIOZ,O,X,X,O,X,O,X,X,X,X,X
JSLTZIO,O,X,X,O,O,X,X,X,X,X,X
JSLTZOI,O,X,X,O,O,X,X,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,X,X,X,X,X
JSLTOZI,O,X,O,O,X,X,X,X,X,X,X
JSLITZO,O,X,X,O,O,O,O,X,X,X,X
JSLITOZ,O,X,X,O,X,O,X,X,X,X,X
JSLIZTO,O,X,X,O,O,X,X,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,O,X,X,X,O,X,X,X
JSLIOZT,O,X,X,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,O,O,X,X,X,X,X,X
JSLZTOI,O,X,O,O,O,X,X,X,X,X,X
JSLZITO,O,X,X,O,O,X,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,X,X,X
JSLZOTI,O,X,O,O,X,X,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,X,X,X,X
JSLOTZI,O,X,O,O,X,X,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,O,X,X,X
JSLOIZT,O,X,X,O,X,X,X,X,X,X,X
JSLOZTI,O,X,O,O,X,X,X,X,X,X,X
JSLOZIT,O,X,X,O,X,X,X,X,X,X,X
JSZTILO,O,X,O,O,X,X,X,X,X,X,X
JSZTIOL,O,X,O,O,X,X,X,X,X,X,X
JSZTLIO,O,X,O,O,O,X,X,X,X,X,X
JSZTLOI,O,X,O,O,O,X,X,X,X,X,X
JSZTOIL,O,X,O,O,X,X,X,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X,X,X,X,X
JSZITLO,O,X,X,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,X,X,X,X,X,X,X
JSZILOT,O,X,X,O,X,X,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,X,X,X,X,X
JSZLTOI,O,X,O,O,O,X,X,X,X,X,X
JSZLITO,O,X,X,O,O,X,X,X,X,X,X
JSZLIOT,O,X,X,O,X,X,X,X,X,X,X
JSZLOTI,O,X,O,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X
JSZOTIL,O,X,O,O,X,X,X,X,X,X,X
JSZOTLI,O,X,O,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X,X,X,X
JSZOLTI,O,X,O,O,X,X,X,X,X,X,X
JSZOLIT,O,X,X,O,X,X,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X
JSOTIZL,O,O,X,O,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X
JSOITZL,O,O,X,O,X,X,X,X,X,X,X
JSOILTZ,O,O,X,O,X,X,X,O,X,X,X
JSOILZT,O,O,X,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,O,X,X,X,O,X,X,X
JSOLIZT,O,O,X,O,X,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,X,X,X,X,X,X
JSOZTIL,O,O,O,O,X,X,X,X,X,X,X
JSOZTLI,O,O,O,O,X,X,X,X,X,X,X
JSOZITL,O,O,X,O,X,X,X,X,X,X,X
JSOZILT,O,O,X,O,X,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,X,X,X,X,X,X,X
JZTILSO,O,X,O,O,X,X,X,X,O,X,X
JZTILOS,O,X,O,X,X,X,X,X,X,X,X
JZTISLO,O,X,O,O,X,X,X,X,O,X,X
JZTISOL,O,X,O,O,X,X,X,X,O,X,X
JZTIOLS,O,X,O,X,X,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,O,X,X
JZTLISO,O,X,O,O,X,O,O,X,O,X,X
JZTLIOS,O,X,O,X,X,X,O,X,X,X,X
JZTLSIO,O,X,O,O,X,X,X,X,O,X,X
JZTLSOI,O,X,O,O,X,X,X,X,X,X,X
