sequence,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeFBJvhFXiB8nBxkBi?kBzpBmrB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFUhBziB/pBO?qBxrBasB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeXAJvhFVmBziB2pBx?rBasB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFxgBXiB8nBl?pBmrBiqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeXAJvhFziB2pBRmBi?mBFsB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeUBJvhFziB/pBFlBx?rBasBmpB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeUAJvhFRhBziBimBm?pBFsB/pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFRiBilBfsBl?nBmlB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jex/IvhFXhB8nBikB1?rBzpBOsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFziB2pBRmBi?mBFsBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFVmBziB2pBx?rBasBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFUhBziB2pBx?rBasBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFziB/pBRmBO?qBimBFsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFRhBynB/pBO?qBTmBcsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeaGJvhFFiB8nBxkBf?sBTkBeqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFilBRnBmlBf?sBlnB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je2EJvhFRmB3nBFlBT?mB0pBisB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeTEJvhFilBRnBmlBf?sBlnB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhF8nBypBRmB2?rBXqBFsB
JZOLSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOSTLI,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOSITL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOSLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTISLZ,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOTISZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
JOTIZLS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTLISZ,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTSILZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOTSIZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTSLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTSZIL,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTZLIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
JOITSLZ,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOITSZL,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOITZSL,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOILTSZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
JOILTZS,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOILSTZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
JOILSZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOILZTS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOISTLZ,X,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
JOISTZL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOISLTZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISZTL,O,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOIZTSL,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTISZ,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
JOLITZS,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLISTZ,X,O,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X
JOLISZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLIZTS,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLSTIZ,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLSITZ,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
JOSTIZL,O,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSTLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSTZIL,O,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSITLZ,X,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
JOSITZL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOSLTIZ,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSLITZ,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZTLIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZLTIS,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSITL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STILZOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STILOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STIJLZO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STIJOLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STIZLJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STIZLOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STIZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
STIZJOL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
STIZOLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STIZOJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STIOLJZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STIOJLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIZOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STLIOJZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STLJIZO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLJOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLZIJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STLZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STLZJIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STLZOJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STLOZIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJILZO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJIZLO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STJIOLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STJLIZO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJLZIO,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJLOIZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJZILO,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STJZLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STJZOIL,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STJZOLI,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STJOILZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJOIZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STJOLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STJOLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STJOZIL,X,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STJOZLI,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STZILJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STZILOJ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STZIJLO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
STZIJOL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
STZIOLJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STZIOJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZLIJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STZLIOJ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STZLJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZLJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STZLOJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
STZJIOL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
STZJLIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZJOLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STZOIJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOLIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
STZOLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOIJLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOLIJZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOLJIZ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STOLJZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STOLZIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STOJIZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STOJLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STOJLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STOJZIL,X,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STOJZLI,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZILJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZIJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZLIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SITLZOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SITLOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJLZO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
SITJOLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SITZLOJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SITZJLO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SITZJOL,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
SITZOLJ,O,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
SITZOJL,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
