sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
IOZLJTS,X,O,X,X,X,X,O,X,X,X
IOZLJST,X,O,X,O,X,X,O,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,X,X
IOZLSJT,X,O,X,O,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,O,X,X
IOZJTSL,X,X,X,X,X,X,X,O,X,X
IOZJLTS,X,O,X,X,X,X,O,O,X,X
IOZJLST,X,O,X,O,X,X,O,O,X,X
IOZJSTL,X,X,X,O,X,X,X,O,X,X
IOZJSLT,X,X,X,O,X,X,X,O,X,X
IOZSTLJ,X,X,X,O,X,X,X,X,X,X
IOZSTJL,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,X,X,O,X,X,X,X,X,X
IOZSLJT,X,X,X,O,X,X,X,X,X,X
IOZSJTL,X,X,X,O,X,X,X,X,X,X
IOZSJLT,X,X,X,O,X,X,X,X,X,X
LTIJSZO,X,O,O,X,O,X,X,X,X,X
LTIJSOZ,X,O,O,X,O,O,X,X,X,X
LTIJZSO,X,O,X,X,X,X,X,X,X,X
LTIJZOS,X,O,X,X,X,O,X,X,X,X
LTIJOSZ,X,X,O,O,O,O,O,X,X,O
LTIJOZS,X,O,X,X,X,O,O,X,X,O
LTISJZO,O,O,O,X,O,X,X,X,X,X
LTISJOZ,O,O,O,X,O,O,X,X,X,X
LTISZJO,O,O,O,X,O,X,X,X,X,X
LTISZOJ,O,O,O,X,X,X,X,X,X,X
LTISOJZ,O,O,O,X,O,O,X,X,X,O
LTISOZJ,O,O,O,X,X,X,X,X,X,O
LTIZJSO,O,O,X,X,X,X,X,X,X,X
LTIZJOS,O,O,X,X,X,O,X,X,X,X
LTIZSJO,O,O,X,X,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,X,X,X,X,X,X
LTIZOJS,O,O,X,X,X,O,X,X,X,O
LTIZOSJ,O,O,X,X,X,X,X,X,X,O
LTIOJSZ,X,X,O,O,X,O,O,X,X,O
LTIOJZS,X,O,X,X,X,O,O,X,X,O
LTIOSJZ,O,O,O,O,X,O,X,X,X,O
LTIOSZJ,O,O,O,O,X,X,X,X,X,O
LTIOZJS,O,O,X,X,X,O,X,X,X,O
LTIOZSJ,O,O,X,X,X,X,X,X,X,O
LTJISZO,X,O,O,X,O,X,X,X,X,X
LTJISOZ,X,O,O,X,O,O,X,X,X,X
LTJIZSO,X,O,X,X,X,X,X,X,X,X
LTJIZOS,X,O,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,O,O,O,O,O,X,X,O
LTJIOZS,X,O,X,X,X,O,O,X,X,O
LTJSIZO,O,O,O,X,O,X,X,X,X,X
LTJSIOZ,O,O,O,X,O,O,X,X,X,X
LTJSZIO,O,O,O,X,O,X,X,X,X,X
LTJSZOI,O,O,O,X,O,X,X,X,X,X
LTJSOIZ,O,O,O,X,O,O,X,X,X,X
LTJSOZI,O,O,O,X,O,X,X,X,X,X
LTJZISO,O,O,X,X,O,X,X,X,X,X
LTJZIOS,O,O,X,X,O,O,X,X,X,X
LTJZSIO,O,O,X,X,O,X,X,X,X,X
LTJZSOI,O,O,X,X,O,X,X,X,X,X
LTJZOIS,O,O,X,X,O,O,X,X,X,X
LTJZOSI,O,O,X,X,O,X,X,X,X,X
LTJOISZ,X,X,O,O,O,O,O,X,X,O
LTJOIZS,X,O,X,X,X,O,O,X,X,O
LTJOSIZ,O,X,O,O,O,O,X,X,X,X
LTJOSZI,O,X,O,O,O,X,X,X,X,X
LTJOZIS,O,O,X,X,O,O,X,X,X,X
LTJOZSI,O,O,X,X,O,X,X,X,X,X
LTSIJZO,O,O,O,X,O,X,X,X,X,X
LTSIJOZ,O,O,O,X,O,O,X,X,X,X
LTSIZJO,O,O,O,X,O,X,X,X,X,X
LTSIZOJ,O,O,O,X,O,X,X,X,X,X
LTSIOJZ,O,O,O,X,O,O,X,X,X,O
LTSIOZJ,O,O,O,X,X,X,X,X,X,O
LTSJIZO,O,O,O,X,O,X,X,X,X,X
LTSJIOZ,O,O,O,X,O,O,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,X,X
LTSJZOI,O,O,O,X,O,X,X,X,X,X
LTSJOIZ,O,O,O,X,O,O,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,X,X,X
LTSZIJO,O,O,O,X,O,X,X,X,X,X
LTSZIOJ,O,O,O,X,O,X,X,X,X,X
LTSZJIO,O,O,O,X,O,X,X,X,X,X
LTSZJOI,O,O,O,X,O,X,X,X,X,X
LTSZOIJ,O,O,O,X,O,X,X,X,X,X
LTSZOJI,O,O,O,X,O,X,X,X,X,X
LTSOIJZ,O,O,O,X,O,O,X,X,X,O
LTSOIZJ,O,O,O,X,X,X,X,X,X,O
LTSOJIZ,O,O,O,X,O,O,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X,X,X
LTSOZIJ,O,O,O,X,O,X,X,X,X,X
LTSOZJI,O,O,O,X,O,X,X,X,X,X
LTZIJSO,O,O,X,X,O,X,X,X,X,X
LTZIJOS,O,O,X,X,O,O,X,X,X,X
LTZISJO,O,O,X,X,O,X,X,X,X,X
LTZISOJ,O,O,X,X,O,X,X,X,X,X
LTZIOJS,O,O,X,X,X,O,X,X,X,O
LTZIOSJ,O,O,X,X,X,X,X,X,X,O
LTZJISO,O,O,X,X,O,X,X,X,X,X
LTZJIOS,O,O,X,X,O,O,X,X,X,X
LTZJSIO,O,O,X,X,O,X,X,X,X,X
LTZJSOI,O,O,X,X,O,X,X,X,X,X
LTZJOIS,O,O,X,X,O,O,X,X,X,X
LTZJOSI,O,O,X,X,O,X,X,X,X,X
LTZSIJO,O,O,X,X,O,X,X,X,X,X
LTZSIOJ,O,O,X,X,O,X,X,X,X,X
LTZSJIO,O,O,X,X,O,X,X,X,X,X
LTZSJOI,O,O,X,X,O,X,X,X,X,X
LTZSOIJ,O,O,X,X,O,X,X,X,X,X
LTZSOJI,O,O,X,X,O,X,X,X,X,X
LTZOIJS,O,O,X,X,X,O,X,X,X,O
LTZOISJ,O,O,X,X,X,X,X,X,X,O
LTZOJIS,O,O,X,X,X,O,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,O,X,O,O,X,X,O
LTOIJZS,X,O,X,X,X,O,O,X,X,O
LTOISJZ,O,O,O,O,X,O,X,X,X,O
LTOISZJ,O,O,O,O,X,X,X,X,X,O
LTOIZJS,O,O,X,X,X,O,X,X,X,O
LTOIZSJ,O,O,X,X,X,X,X,X,X,O
LTOJISZ,X,X,O,O,X,O,O,X,X,O
LTOJIZS,X,O,X,X,X,O,O,X,X,O
LTOJSIZ,O,X,O,O,X,O,X,X,X,X
LTOJSZI,O,X,O,O,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,O,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,O,X,O,X,X,X,O
LTOSIZJ,O,O,O,O,X,X,X,X,X,O
LTOSJIZ,O,O,O,O,X,O,X,X,X,X
LTOSJZI,O,O,O,O,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,X,X,X,X,X,X
LTOSZJI,O,O,O,O,X,X,X,X,X,X
LTOZIJS,O,O,X,X,X,O,X,X,X,O
LTOZISJ,O,O,X,X,X,X,X,X,X,O
LTOZJIS,O,O,X,X,X,O,X,X,X,X
LTOZJSI,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,O,X,X,X,X,X
LITJSOZ,X,X,O,X,O,O,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,O,X,X,X,X
LITJOSZ,X,X,O,O,O,O,O,X,X,O
LITJOZS,X,X,X,X,X,O,O,X,X,O
LITSJZO,O,X,O,X,O,X,X,X,X,X
LITSJOZ,O,X,O,X,O,O,X,X,X,X
LITSZJO,O,O,O,X,O,X,X,X,X,X
LITSZOJ,O,O,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,X,O,O,X,X,X,O
LITSOZJ,O,O,O,X,X,X,X,X,X,O
LITZJSO,O,O,X,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,X,O,X,X,X,X
LITZSJO,O,O,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,O,X,X,X,O
LITZOSJ,O,X,X,X,X,X,X,X,X,O
LITOJSZ,X,X,O,O,X,O,O,X,X,O
LITOJZS,X,X,X,X,X,O,O,X,X,O
LITOSJZ,O,X,O,O,X,O,X,X,X,O
LITOSZJ,O,X,O,O,X,X,X,X,X,O
LITOZJS,O,O,X,X,X,O,X,X,X,O
LITOZSJ,O,X,X,X,X,X,X,X,X,O
LIJTSZO,X,X,O,X,O,X,X,X,X,X
LIJTSOZ,X,X,O,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,O,O,X,O,X,X,X
LIJTOZS,X,X,X,X,X,X,O,X,X,X
LIJSTZO,X,X,O,X,O,X,X,X,X,X
LIJSTOZ,X,X,O,O,O,X,X,X,X,X
LIJSZTO,X,O,O,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,X,X,X,X
LIJSOTZ,X,X,O,O,O,X,O,X,X,X
LIJSOZT,X,O,X,O,O,X,O,X,X,X
LIJZTSO,X,O,X,X,O,X,X,X,X,X
LIJZTOS,X,O,X,X,O,X,X,X,X,X
LIJZSTO,X,O,O,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X
LIJZOTS,X,O,X,X,O,X,O,O,X,X
LIJZOST,X,O,X,O,O,X,O,O,X,X
LIJOTSZ,X,X,X,O,O,X,O,X,X,X
LIJOTZS,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,X,X,O,O,O,X,O,X,X,X
LIJOSZT,X,X,X,O,O,X,O,X,X,X
LIJOZTS,X,O,X,X,O,X,O,O,X,X
LIJOZST,X,O,X,O,O,X,O,O,X,X
LISTJZO,O,X,O,X,O,X,X,X,X,X
LISTJOZ,O,X,O,O,O,X,X,X,X,X
LISTZJO,O,O,O,X,O,X,X,X,X,X
LISTZOJ,O,O,O,X,O,X,X,X,X,X
LISTOJZ,O,X,O,O,O,X,X,X,X,X
LISTOZJ,O,O,O,O,X,X,X,X,X,X
LISJTZO,O,X,O,X,O,X,X,X,X,X
LISJTOZ,O,X,O,O,O,X,X,X,X,X
LISJZTO,O,O,O,X,O,X,X,X,X,X
LISJZOT,O,O,X,X,O,X,X,X,X,X
LISJOTZ,X,X,O,O,O,X,O,X,X,X
LISJOZT,X,O,X,O,O,X,O,X,X,X
LISZTJO,O,O,O,X,O,X,X,X,X,X
LISZTOJ,O,O,O,X,O,X,X,X,X,X
LISZJTO,O,O,O,X,O,X,X,X,X,X
LISZJOT,O,O,X,X,O,X,X,X,X,X
LISZOTJ,O,O,X,X,O,X,X,X,X,X
LISZOJT,O,O,X,X,O,X,X,X,X,X
LISOTJZ,O,X,O,O,O,X,X,X,X,X
LISOTZJ,O,O,O,O,X,X,X,X,X,X
LISOJTZ,X,X,O,O,O,X,O,X,X,X
LISOJZT,X,O,X,O,O,X,O,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,X,X
LISOZJT,O,O,X,O,X,X,X,X,X,X
LIZTJSO,O,O,X,X,O,X,X,X,X,X
LIZTJOS,O,O,X,X,O,X,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,O,X,X,X,X,X
LIZJTOS,O,O,X,X,O,X,X,X,X,X
LIZJSTO,O,O,O,X,O,X,X,X,X,X
LIZJSOT,O,O,X,X,O,X,X,X,X,X
LIZJOTS,X,O,X,X,O,X,O,X,X,X
LIZJOST,X,O,X,O,O,X,O,X,X,X
LIZSTJO,O,O,O,X,O,X,X,X,X,X
LIZSTOJ,O,O,O,X,O,X,X,X,X,X
LIZSJTO,O,O,O,X,O,X,X,X,X,X
LIZSJOT,O,O,X,X,O,X,X,X,X,X
LIZSOTJ,O,O,X,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,O,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,O,X,O,X,X,X
LIZOJST,X,O,X,O,O,X,O,X,X,X
LIZOSTJ,X,O,X,O,O,X,X,X,X,X
LIZOSJT,X,O,X,O,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,O,O,X,X,O
LIOTJZS,X,X,X,X,X,O,O,X,X,O
LIOTSJZ,X,X,X,O,X,O,X,X,X,O
LIOTSZJ,X,X,X,O,X,X,X,X,X,O
LIOTZJS,X,O,X,X,X,O,X,X,X,O
LIOTZSJ,X,X,X,X,X,X,X,X,X,O
LIOJTSZ,X,X,X,O,O,X,O,X,X,X
LIOJTZS,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,X,X,O,O,O,X,O,X,X,X
LIOJSZT,X,X,X,O,O,X,O,X,X,X
LIOJZTS,X,O,X,X,X,X,O,O,X,X
LIOJZST,X,O,X,O,O,X,O,O,X,X
LIOSTJZ,X,X,O,O,O,X,X,X,X,X
LIOSTZJ,X,O,O,O,X,X,X,X,X,X
LIOSJTZ,X,X,O,O,O,X,O,X,X,X
LIOSJZT,X,O,X,O,O,X,O,X,X,X
LIOSZTJ,X,O,X,O,X,X,X,X,X,X
LIOSZJT,X,O,X,O,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,O,X,X,X
LIOZJST,X,O,X,O,X,X,O,X,X,X
LIOZSTJ,X,O,X,O,X,X,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,X,X,X
LJTISZO,X,X,O,X,O,X,X,X,X,X
LJTISOZ,X,X,O,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,O,O,O,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,O,X,X,X
LJTSIZO,O,X,O,X,O,X,X,X,X,X
LJTSIOZ,O,X,O,X,O,X,X,X,X,X
LJTSZIO,O,X,O,X,O,X,X,X,O,X
LJTSZOI,O,X,O,X,O,X,X,X,O,X
LJTSOIZ,O,X,O,X,O,X,X,X,X,X
LJTSOZI,O,X,O,X,O,X,X,X,O,X
LJTZISO,O,X,X,X,O,X,X,X,O,X
LJTZIOS,O,X,X,X,O,X,X,X,X,X
LJTZSIO,O,X,X,X,O,X,X,X,O,X
LJTZSOI,O,X,X,X,O,X,X,X,O,X
LJTZOIS,O,X,X,X,O,X,X,X,X,X
LJTZOSI,O,X,X,X,O,X,X,X,X,X
LJTOISZ,X,X,O,O,O,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,O,X,X,X
LJTOSIZ,O,X,O,O,O,X,X,X,X,X
LJTOSZI,O,X,O,O,O,X,X,X,X,X
LJTOZIS,O,X,X,X,O,X,X,X,X,X
LJTOZSI,O,X,X,X,O,X,X,X,X,X
LJITSZO,X,X,O,X,O,X,X,X,X,X
LJITSOZ,X,X,O,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,O,O,O,X,O,X,X,X
LJITOZS,X,X,X,X,X,X,O,X,X,X
LJISTZO,X,X,O,X,O,X,X,X,X,X
LJISTOZ,X,X,O,O,O,X,X,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,X
LJISOTZ,X,X,O,O,O,X,O,X,X,X
LJISOZT,X,O,X,O,O,X,O,X,X,X
LJIZTSO,X,O,X,X,O,X,X,X,X,X
LJIZTOS,X,O,X,X,O,X,X,X,X,X
LJIZSTO,X,O,O,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X
LJIZOTS,X,O,X,X,O,X,O,O,X,X
LJIZOST,X,O,X,O,O,X,O,O,X,X
LJIOTSZ,X,X,X,O,O,X,O,X,X,X
LJIOTZS,X,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,O,O,O,X,O,X,X,X
LJIOSZT,X,X,X,O,O,X,O,X,X,X
LJIOZTS,X,O,X,X,O,X,O,O,X,X
LJIOZST,X,O,X,O,O,X,O,O,X,X
LJSTIZO,O,X,O,X,O,X,X,X,X,X
LJSTIOZ,O,X,O,O,O,X,X,X,X,X
LJSTZIO,O,X,O,X,O,X,X,X,O,X
LJSTZOI,O,X,O,X,O,X,X,X,O,X
LJSTOIZ,O,X,O,O,O,X,X,X,X,X
LJSTOZI,O,X,O,O,O,X,X,X,O,X
LJSITZO,O,X,O,X,O,X,X,X,X,X
LJSITOZ,O,X,O,O,O,X,X,X,X,X
LJSIZTO,O,O,O,X,O,X,X,X,O,X
LJSIZOT,O,O,X,X,O,X,X,X,O,X
LJSIOTZ,X,X,O,O,O,X,O,X,X,X
LJSIOZT,X,O,X,O,O,X,O,X,O,X
LJSZTIO,O,O,O,X,O,X,X,X,O,X
LJSZTOI,O,O,O,X,O,X,X,X,O,X
LJSZITO,O,O,O,X,O,X,X,X,O,X
LJSZIOT,O,O,X,X,O,X,X,X,O,X
LJSZOTI,O,O,X,X,O,X,X,X,O,X
LJSZOIT,O,O,X,X,O,X,X,X,O,X
LJSOTIZ,X,X,O,O,O,X,X,X,X,X
LJSOTZI,X,X,O,O,O,X,X,X,O,X
LJSOITZ,X,X,O,O,O,X,O,X,X,X
LJSOIZT,X,O,X,O,O,X,O,X,O,X
LJSOZTI,X,O,X,O,O,X,X,X,O,X
LJSOZIT,X,O,X,O,O,X,X,X,O,X
LJZTISO,O,O,X,X,O,X,X,X,O,X
LJZTIOS,O,O,X,X,O,X,X,X,X,X
LJZTSIO,O,O,X,X,O,X,X,X,O,X
LJZTSOI,O,O,X,X,O,X,X,X,O,X
LJZTOIS,O,O,X,X,O,X,X,X,X,X
LJZTOSI,O,X,X,X,O,X,X,X,X,X
LJZITSO,O,O,X,X,O,X,X,X,O,X
LJZITOS,O,O,X,X,O,X,X,X,X,X
LJZISTO,O,O,O,X,O,X,X,X,O,X
LJZISOT,O,O,X,X,O,X,X,X,O,X
LJZIOTS,X,O,X,X,O,X,O,O,X,X
LJZIOST,X,O,X,O,O,X,O,O,X,X
LJZSTIO,O,O,O,X,O,X,X,X,O,X
LJZSTOI,O,O,O,X,O,X,X,X,O,X
LJZSITO,O,O,O,X,O,X,X,X,O,X
LJZSIOT,O,O,X,X,O,X,X,X,O,X
LJZSOTI,O,O,X,X,O,X,X,X,O,X
LJZSOIT,O,O,X,X,O,X,X,X,O,X
LJZOTIS,O,O,X,X,O,X,X,X,X,X
LJZOTSI,O,X,X,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,O,X,O,O,X,X
LJZOIST,X,O,X,O,O,X,O,O,X,X
LJZOSTI,O,O,X,O,O,X,X,X,X,X
LJZOSIT,O,O,X,O,O,X,X,X,X,X
LJOTISZ,X,X,X,O,O,X,O,X,X,X
LJOTIZS,X,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,X,X,O,O,X,X,X,X,X
LJOTSZI,X,X,X,O,O,X,X,X,X,X
LJOTZIS,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,O,O,X,O,X,X,X
LJOITZS,X,X,X,X,X,X,O,X,X,X
LJOISTZ,X,X,O,O,O,X,O,X,X,X
LJOISZT,X,X,X,O,O,X,O,X,X,X
LJOIZTS,X,O,X,X,O,X,O,O,X,X
LJOIZST,X,O,X,O,O,X,O,O,X,X
LJOSTIZ,X,X,O,O,O,X,X,X,X,X
LJOSTZI,X,X,O,O,O,X,X,X,X,X
LJOSITZ,X,X,O,O,O,X,O,X,X,X
LJOSIZT,X,X,X,O,O,X,O,X,X,X
LJOSZTI,X,X,X,O,O,X,X,X,X,X
LJOSZIT,X,X,X,O,O,X,X,X,X,X
LJOZTIS,X,O,X,X,O,X,X,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X,X
LJOZITS,X,O,X,X,O,X,O,O,X,X
LJOZIST,X,O,X,O,O,X,O,O,X,X
LJOZSTI,X,X,X,O,O,X,X,X,X,X
LJOZSIT,X,O,X,O,O,X,X,X,X,X
LSTIJZO,O,O,O,X,O,X,X,X,X,X
LSTIJOZ,O,O,O,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,X,X,X,X
LSTIZOJ,O,O,O,X,O,X,X,X,X,X
LSTIOJZ,O,O,O,O,O,X,X,X,X,X
LSTIOZJ,O,O,O,O,X,X,X,X,X,X
LSTJIZO,O,O,O,X,O,X,X,X,X,X
LSTJIOZ,O,O,O,O,O,X,X,X,X,X
LSTJZIO,O,O,O,X,O,X,X,X,X,X
LSTJZOI,O,O,O,X,O,X,X,X,X,X
LSTJOIZ,O,O,O,O,O,X,X,X,X,X
LSTJOZI,O,O,O,O,O,X,X,X,X,X
LSTZIJO,O,O,O,X,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,O,X,X,X,X,X
LSTZJOI,O,O,O,X,O,X,X,X,X,X
LSTZOIJ,O,O,O,X,O,X,X,X,X,X
LSTZOJI,O,O,O,X,O,X,X,X,X,X
LSTOIJZ,O,O,O,O,O,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,O,X,X,X,X,X
LSTOJZI,O,O,O,O,O,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,X,X,X,X,X
LSTOZJI,O,O,O,O,O,X,X,X,X,X
LSITJZO,O,O,O,X,O,X,X,X,X,X
LSITJOZ,O,O,O,O,O,X,X,X,X,X
LSITZJO,O,O,O,X,O,X,X,X,X,X
LSITZOJ,O,O,O,X,O,X,X,X,X,X
LSITOJZ,O,O,O,O,O,X,X,X,X,X
LSITOZJ,O,O,O,O,X,X,X,X,X,X
LSIJTZO,O,X,O,X,O,X,X,X,X,X
LSIJTOZ,O,X,O,O,O,X,X,X,X,X
LSIJZTO,O,O,O,X,O,X,X,X,O,X
LSIJZOT,O,O,X,X,O,X,X,X,O,X
LSIJOTZ,X,X,O,O,O,X,O,X,X,X
LSIJOZT,X,O,X,O,O,X,O,X,O,X
LSIZTJO,O,O,O,X,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,O,X,X,X,X,X
LSIZJTO,O,O,O,X,O,X,X,X,O,X
LSIZJOT,O,O,X,X,O,X,X,X,O,X
LSIZOTJ,O,O,X,X,O,X,X,X,X,X
LSIZOJT,O,O,X,X,O,X,X,X,O,X
LSIOTJZ,O,O,O,O,O,X,X,X,X,X
LSIOTZJ,O,O,O,O,X,X,X,X,X,X
LSIOJTZ,X,X,O,O,O,X,O,X,X,X
LSIOJZT,X,O,X,O,O,X,O,X,O,X
LSIOZTJ,O,O,X,O,X,X,X,X,X,X
LSIOZJT,O,O,X,O,X,X,X,X,O,X
LSJTIZO,O,X,O,X,O,X,X,X,X,X
LSJTIOZ,O,X,O,O,O,X,X,X,X,X
LSJTZIO,O,X,O,X,O,X,X,X,O,X
LSJTZOI,O,X,O,X,O,X,X,X,O,X
LSJTOIZ,O,X,O,O,O,X,X,X,X,X
LSJTOZI,O,X,O,O,O,X,X,X,O,X
LSJITZO,O,X,O,X,O,X,X,X,X,X
LSJITOZ,O,X,O,O,O,X,X,X,X,X
LSJIZTO,O,O,O,X,O,X,X,X,O,X
LSJIZOT,O,O,X,X,O,X,X,X,O,X
LSJIOTZ,X,X,O,O,O,X,O,X,X,X
LSJIOZT,X,O,X,O,O,X,O,X,O,X
LSJZTIO,O,O,O,X,O,X,X,X,O,X
LSJZTOI,O,O,O,X,O,X,X,X,O,X
LSJZITO,O,O,O,X,O,X,X,X,O,X
LSJZIOT,O,O,X,X,O,X,X,X,O,X
LSJZOTI,O,O,X,X,O,X,X,X,O,X
LSJZOIT,O,O,X,X,O,X,X,X,O,X
LSJOTIZ,X,X,O,O,O,X,X,X,X,X
LSJOTZI,X,X,O,O,O,X,X,X,O,X
LSJOITZ,X,X,O,O,O,X,O,X,X,X
LSJOIZT,X,O,X,O,O,X,O,X,O,X
LSJOZTI,X,O,X,O,O,X,X,X,O,X
LSJOZIT,X,O,X,O,O,X,X,X,O,X
LSZTIJO,O,O,O,X,O,X,X,X,X,X
LSZTIOJ,O,O,O,X,O,X,X,X,X,X
LSZTJIO,O,O,O,X,O,X,X,X,X,X
LSZTJOI,O,O,O,X,O,X,X,X,X,X
LSZTOIJ,O,O,O,X,O,X,X,X,X,X
LSZTOJI,O,O,O,X,O,X,X,X,X,X
LSZITJO,O,O,O,X,O,X,X,X,X,X
LSZITOJ,O,O,O,X,O,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,X,X,O,X
LSZIJOT,O,O,X,X,O,X,X,X,O,X
LSZIOTJ,O,O,X,X,O,X,X,X,X,X
LSZIOJT,O,O,X,X,O,X,X,X,O,X
LSZJTIO,O,O,O,X,O,X,X,X,O,X
LSZJTOI,O,O,O,X,O,X,X,X,O,X
LSZJITO,O,O,O,X,O,X,X,X,O,X
LSZJIOT,O,O,X,X,O,X,X,X,O,X
LSZJOTI,O,O,X,X,O,X,X,X,O,X
LSZJOIT,O,O,X,X,O,X,X,X,O,X
LSZOTIJ,O,O,X,X,O,X,X,X,X,X
LSZOTJI,O,O,X,X,O,X,X,X,X,X
LSZOITJ,O,O,X,X,O,X,X,X,X,X
LSZOIJT,O,O,X,X,O,X,X,X,O,X
LSZOJTI,O,O,X,X,O,X,X,X,O,X
LSZOJIT,O,O,X,X,O,X,X,X,O,X
LSOTIJZ,O,O,O,O,O,X,X,X,X,X
LSOTIZJ,O,O,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,O,X,X,X,X,X
LSOTJZI,O,O,O,O,O,X,X,X,X,X
LSOTZIJ,O,O,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,O,O,X,X,X,X,X
LSOITJZ,O,O,O,O,O,X,X,X,X,X
LSOITZJ,O,O,O,O,X,X,X,X,X,X
LSOIJTZ,X,X,O,O,O,X,O,X,X,X
LSOIJZT,X,O,X,O,O,X,O,X,O,X
