sequence,v115@RhB8EeA8BeE8AeD8Jex/IvhF8lBzhBfoB6oBmkBlrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgBzhBSoB3lBUoBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFzhBGjBRlBUoB3lBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFRhBziB+oBFlBXmB8rB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgB3hBCjB1qB8rBTtB,v115@RhB8EeA8BeE8AeD8Jex/IvhFlhBfoB6oBmkBzlB8rB,v115@RhB8EeA8BeE8AeD8Jei/IvhFxiBUlBFmBXnBToBGrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFChBxiB/rBFsBTtBUqB,v115@RhB8EeA8BeE8AeD8Jei/IvhFWmBUlBxnB/rBFsBTtB
LOTZJSI,X,O,O,O,O,X,O,X,X
LOTZSIJ,X,O,O,O,O,X,O,X,X
LOTZSJI,X,O,O,O,O,X,O,X,X
LOITJSZ,X,X,X,X,O,X,X,O,X
LOITJZS,X,X,O,X,O,X,X,X,X
LOITSJZ,X,X,X,X,O,X,X,O,X
LOITSZJ,X,X,O,X,O,X,O,O,X
LOITZJS,X,X,O,X,O,X,X,X,X
LOITZSJ,X,X,O,X,O,X,O,X,X
LOIJTSZ,X,X,X,X,O,X,X,O,X
LOIJTZS,X,X,X,X,O,X,X,X,X
LOIJSTZ,X,X,X,X,O,X,X,X,X
LOIJSZT,X,X,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,O,X,X,X,X
LOIJZST,X,X,X,X,X,X,O,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,O,O,X,X
LOISJTZ,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,O,O,X,X
LOISZTJ,X,X,X,X,X,O,O,X,X
LOISZJT,X,X,X,X,X,O,O,X,X
LOIZTJS,X,X,O,X,O,X,X,X,X
LOIZTSJ,X,X,O,X,O,O,O,X,X
LOIZJTS,X,X,O,X,X,X,X,X,O
LOIZJST,X,X,X,X,X,X,O,X,O
LOIZSTJ,X,X,X,X,X,O,O,X,X
LOIZSJT,X,X,X,X,X,O,O,X,X
LOJTISZ,X,O,X,O,O,X,X,O,X
LOJTIZS,X,X,X,O,O,X,X,X,X
LOJTSIZ,X,O,X,O,O,X,X,X,X
LOJTSZI,X,O,X,O,O,X,X,X,X
LOJTZIS,X,X,X,O,O,X,X,X,X
LOJTZSI,X,O,X,O,O,X,X,X,X
LOJITSZ,X,X,X,O,O,X,X,O,X
LOJITZS,X,X,X,O,O,X,X,X,X
LOJISTZ,X,O,X,X,O,O,X,X,X
LOJISZT,X,X,X,X,X,O,O,X,X
LOJIZTS,X,X,X,O,O,O,X,X,X
LOJIZST,X,X,X,O,X,O,O,X,X
LOJSTIZ,X,O,X,O,O,O,X,O,X
LOJSTZI,X,O,X,O,O,O,X,O,X
LOJSITZ,X,O,X,X,O,O,X,O,X
LOJSIZT,X,X,X,X,X,O,O,X,X
LOJSZTI,X,X,X,O,X,O,O,O,X
LOJSZIT,X,X,X,O,X,O,O,X,X
LOJZTIS,X,X,X,O,O,O,X,X,X
LOJZTSI,X,X,X,O,O,O,O,X,X
LOJZITS,X,X,X,O,O,O,X,X,X
LOJZIST,X,X,X,O,X,O,O,X,X
LOJZSTI,X,X,X,O,X,O,O,X,X
LOJZSIT,X,X,X,O,X,O,O,X,X
LOSTIJZ,X,O,X,X,O,X,X,O,X
LOSTIZJ,X,O,X,X,O,O,O,O,X
LOSTJIZ,X,O,X,X,O,O,X,O,X
LOSTJZI,X,O,X,X,O,O,X,O,X
LOSTZIJ,X,O,X,X,O,O,O,O,X
LOSTZJI,X,O,X,X,O,O,O,O,X
LOSITJZ,X,O,X,X,X,X,X,O,X
LOSITZJ,X,O,X,X,X,O,O,O,X
LOSIJTZ,X,O,X,X,X,O,X,O,X
LOSIJZT,X,X,X,X,X,O,O,X,X
LOSIZTJ,X,X,X,X,X,O,O,X,X
LOSIZJT,X,X,X,X,X,O,O,X,X
LOSJTIZ,X,O,X,X,O,O,X,O,X
LOSJTZI,X,O,X,X,O,O,X,O,X
LOSJITZ,X,O,X,X,O,O,X,O,X
LOSJIZT,X,X,X,X,X,O,O,X,X
LOSJZTI,X,X,X,X,X,O,O,O,X
LOSJZIT,X,X,X,X,X,O,O,X,X
LOSZTIJ,X,X,X,X,O,O,O,O,X
LOSZTJI,X,X,X,X,O,O,O,O,X
LOSZITJ,X,X,X,X,X,O,O,X,X
LOSZIJT,X,X,X,X,X,O,O,X,X
LOSZJTI,X,X,X,X,X,O,O,O,X
LOSZJIT,X,X,X,X,X,O,O,X,X
LOZTIJS,X,X,O,O,O,X,X,X,X
LOZTISJ,X,X,O,X,O,O,O,X,X
LOZTJIS,X,X,O,O,O,O,X,X,X
LOZTJSI,X,X,O,O,O,O,O,X,X
LOZTSIJ,X,X,O,O,O,O,O,X,X
LOZTSJI,X,X,O,O,O,O,O,X,X
LOZITJS,X,X,O,X,O,X,X,X,X
LOZITSJ,X,X,O,X,O,O,O,X,X
LOZIJTS,X,X,O,O,X,X,X,X,O
LOZIJST,X,X,X,O,X,X,O,X,O
LOZISTJ,X,X,X,X,X,O,O,X,X
LOZISJT,X,X,X,X,X,O,O,X,X
LOZJTIS,X,X,O,O,O,O,X,X,X
LOZJTSI,X,X,O,O,O,O,O,X,X
LOZJITS,X,X,O,O,O,O,X,X,O
LOZJIST,X,X,X,O,X,O,O,X,O
LOZJSTI,X,X,X,O,X,O,O,X,X
LOZJSIT,X,X,X,O,X,O,O,X,X
LOZSTIJ,X,X,X,X,O,O,O,X,X
LOZSTJI,X,X,X,X,O,O,O,X,X
LOZSITJ,X,X,X,X,X,O,O,X,X
LOZSIJT,X,X,X,O,X,O,O,X,X
LOZSJTI,X,X,X,O,X,O,O,X,X
LOZSJIT,X,X,X,O,X,O,O,X,X
JTILSZO,X,O,X,X,O,X,X,X,X
JTILSOZ,X,O,X,O,X,X,X,X,X
JTILZSO,X,X,O,O,O,X,X,X,X
JTILZOS,X,X,O,O,O,X,X,X,X
JTILOSZ,X,O,X,O,O,X,X,X,X
JTILOZS,X,X,O,O,O,X,X,X,X
JTISLZO,O,O,X,X,O,O,X,X,X
JTISLOZ,O,O,X,O,X,O,X,X,X
JTISZLO,O,O,X,X,O,O,X,X,X
JTISZOL,O,O,X,X,O,O,X,X,X
JTISOLZ,O,O,X,O,O,O,X,X,X
JTISOZL,O,O,X,X,O,O,X,X,X
JTIZLSO,O,X,O,O,O,O,X,X,X
JTIZLOS,O,X,O,O,O,X,X,X,X
JTIZSLO,O,X,O,O,O,O,X,X,X
JTIZSOL,O,X,O,O,O,O,X,X,X
JTIZOLS,O,X,O,O,O,X,X,X,X
JTIZOSL,O,X,O,O,O,O,X,X,X
JTIOLSZ,X,O,X,O,O,X,X,O,X
JTIOLZS,X,X,O,O,O,X,X,X,X
JTIOSLZ,O,O,X,O,O,O,X,O,X
JTIOSZL,O,O,X,X,O,O,X,O,X
JTIOZLS,O,X,O,O,O,O,X,X,X
JTIOZSL,O,X,O,O,O,O,X,O,X
JTLISZO,X,O,X,X,O,X,X,X,X
JTLISOZ,X,O,X,O,X,X,X,X,X
JTLIZSO,X,X,O,O,O,X,X,X,X
JTLIZOS,X,X,O,O,O,X,X,X,X
JTLIOSZ,X,O,X,O,O,X,X,X,X
JTLIOZS,X,X,O,O,O,X,X,X,X
JTLSIZO,O,O,X,X,O,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X
JTLSZIO,O,O,X,O,O,X,X,X,X
JTLSZOI,O,O,X,O,O,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X
JTLZISO,O,X,O,O,O,X,X,X,X
JTLZIOS,O,X,O,O,O,X,X,X,X
JTLZSIO,O,O,O,O,O,X,X,X,X
JTLZSOI,O,O,O,O,O,X,X,X,X
JTLZOIS,O,X,O,O,O,X,X,X,X
JTLZOSI,O,O,O,O,O,X,X,X,X
JTLOISZ,X,O,X,O,O,X,X,O,X
JTLOIZS,X,X,O,O,O,X,X,X,X
JTLOSIZ,O,O,X,O,O,X,X,X,X
JTLOSZI,O,O,X,O,O,X,X,X,X
JTLOZIS,O,X,O,O,O,X,X,X,X
JTLOZSI,O,O,O,O,O,X,X,X,X
JTSILZO,O,O,X,X,O,O,X,X,X
JTSILOZ,O,O,X,O,X,O,X,O,X
JTSIZLO,O,O,X,X,O,O,X,X,X
JTSIZOL,O,O,X,X,O,O,X,X,X
JTSIOLZ,O,O,X,O,O,O,X,O,X
JTSIOZL,O,O,X,X,O,O,X,O,X
JTSLIZO,O,O,X,X,O,O,X,X,X
JTSLIOZ,O,O,X,O,X,O,X,O,X
JTSLZIO,O,O,X,O,O,O,X,X,X
JTSLZOI,O,O,X,O,O,O,X,O,X
JTSLOIZ,O,O,X,O,X,O,X,O,X
JTSLOZI,O,O,X,O,X,O,X,O,X
JTSZILO,O,O,X,O,O,O,X,X,X
JTSZIOL,O,O,X,O,O,O,X,X,X
JTSZLIO,O,O,X,O,O,O,X,X,X
JTSZLOI,O,O,X,O,O,O,O,O,X
JTSZOIL,O,O,X,O,O,O,O,O,X
JTSZOLI,O,O,X,O,O,O,O,O,X
JTSOILZ,O,O,X,O,O,O,X,O,X
JTSOIZL,O,O,X,X,O,O,O,O,X
JTSOLIZ,O,O,X,O,O,O,X,O,X
JTSOLZI,O,O,X,O,O,O,X,O,X
JTSOZIL,O,O,X,O,O,O,O,O,X
JTSOZLI,O,O,X,O,O,O,O,O,X
JTZILSO,O,X,O,O,O,O,X,X,X
JTZILOS,O,X,O,O,O,X,X,X,X
JTZISLO,O,X,O,O,O,O,X,X,X
JTZISOL,O,X,O,O,O,O,X,X,X
JTZIOLS,O,X,O,O,O,X,X,X,X
JTZIOSL,O,X,O,O,O,O,X,X,X
JTZLISO,O,X,O,O,O,O,X,X,X
JTZLIOS,O,X,O,O,O,X,X,X,X
JTZLSIO,O,O,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,O,O,O,X,X
JTZLOIS,O,X,O,O,O,X,X,X,X
JTZLOSI,O,O,O,O,O,X,O,X,X
JTZSILO,O,O,O,O,O,O,X,X,X
JTZSIOL,O,O,O,O,O,O,X,X,X
JTZSLIO,O,O,O,O,O,O,X,X,X
JTZSLOI,O,O,O,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,O,X,O,O,O,O,X,X,X
JTZOISL,O,X,O,O,O,O,X,O,X
JTZOLIS,O,X,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,O,O,X,X
JTZOSIL,O,O,O,O,O,O,O,X,X
JTZOSLI,O,O,O,O,O,O,O,X,X
JTOILSZ,X,O,X,O,O,X,X,O,X
JTOILZS,X,X,O,O,O,X,X,X,X
JTOISLZ,O,O,X,O,O,O,X,O,X
JTOISZL,O,O,X,X,O,O,X,O,X
JTOIZLS,O,X,O,O,O,O,X,X,X
JTOIZSL,O,X,O,O,O,O,X,O,X
JTOLISZ,X,O,X,O,O,X,X,O,X
JTOLIZS,X,X,O,O,O,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,X,X,X
JTOLSZI,O,O,X,O,O,X,X,X,X
JTOLZIS,O,X,O,O,O,X,X,X,X
JTOLZSI,O,O,O,O,O,X,X,X,X
JTOSILZ,O,O,X,O,O,O,X,O,X
JTOSIZL,O,O,X,X,O,O,O,O,X
JTOSLIZ,O,O,X,O,O,O,X,O,X
JTOSLZI,O,O,X,O,O,O,X,O,X
JTOSZIL,O,O,X,O,O,O,O,O,X
JTOSZLI,O,O,X,O,O,O,O,O,X
JTOZILS,O,X,O,O,O,O,X,X,X
JTOZISL,O,X,O,O,O,O,X,O,X
JTOZLIS,O,X,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,O,O,O,X,X
JTOZSIL,O,O,O,O,O,O,O,X,X
JTOZSLI,O,O,O,O,O,O,O,X,X
JITLSZO,X,O,X,X,O,X,X,X,X
JITLSOZ,X,O,X,O,X,X,X,X,X
JITLZSO,X,X,O,O,O,X,X,X,X
JITLZOS,X,X,O,O,O,X,X,X,X
JITLOSZ,X,O,X,O,O,X,X,X,X
JITLOZS,X,X,O,O,O,X,X,X,X
JITSLZO,O,O,X,X,O,O,X,X,X
JITSLOZ,O,O,X,O,X,O,X,X,X
JITSZLO,O,O,X,X,O,O,X,X,X
JITSZOL,O,O,X,X,O,O,X,X,X
JITSOLZ,O,O,X,O,O,O,X,X,X
JITSOZL,O,O,X,X,O,O,X,X,X
JITZLSO,O,X,O,O,O,O,X,X,X
JITZLOS,O,X,O,O,O,X,X,X,X
JITZSLO,O,X,O,O,O,O,X,X,X
JITZSOL,O,X,O,O,O,O,X,X,X
JITZOLS,O,X,O,O,O,X,X,X,X
JITZOSL,O,X,O,O,O,O,X,X,X
JITOLSZ,X,O,X,O,O,X,X,O,X
JITOLZS,X,X,O,O,O,X,X,X,X
JITOSLZ,O,O,X,O,O,O,X,O,X
JITOSZL,O,O,X,X,O,O,X,O,X
JITOZLS,O,X,O,O,O,O,X,X,X
JITOZSL,O,X,O,O,O,O,X,O,X
JILTSZO,X,O,X,X,O,X,X,X,X
JILTSOZ,X,O,X,O,X,X,X,X,X
JILTZSO,X,X,O,O,O,X,X,X,X
JILTZOS,X,X,O,O,O,X,X,X,X
JILTOSZ,X,O,X,O,O,X,X,X,X
JILTOZS,X,X,O,O,O,X,X,X,X
JILSTZO,O,O,X,X,O,O,X,X,X
JILSTOZ,X,O,X,X,X,O,X,X,X
JILSZTO,O,O,X,X,X,O,X,X,X
JILSZOT,O,X,X,X,X,O,X,X,X
JILSOTZ,X,O,X,X,X,O,X,X,X
JILSOZT,O,X,X,X,X,O,X,X,X
JILZTSO,O,X,O,O,O,O,X,X,O
JILZTOS,O,X,O,O,O,X,X,X,O
JILZSTO,O,O,O,O,X,O,X,X,O
JILZSOT,O,X,X,O,X,O,X,X,O
JILZOTS,X,X,O,O,X,X,X,X,O
JILZOST,X,X,X,O,X,X,X,X,O
JILOTSZ,X,X,X,O,O,X,X,X,X
JILOTZS,X,X,X,O,O,X,X,X,X
JILOSTZ,X,O,X,X,O,O,X,X,X
JILOSZT,X,X,X,X,X,O,X,X,X
JILOZTS,X,X,X,O,O,O,X,X,X
JILOZST,X,X,X,O,X,O,X,X,X
JISTLZO,O,O,X,X,O,O,X,X,X
JISTLOZ,O,O,X,X,X,O,X,O,X
JISTZLO,O,O,X,X,O,O,X,X,X
JISTZOL,O,O,X,X,O,O,X,X,X
JISTOLZ,O,O,X,X,O,O,X,O,X
JISTOZL,O,O,X,X,O,O,X,O,X
JISLTZO,O,O,X,X,O,O,X,X,X
JISLTOZ,O,O,X,X,X,O,X,O,X
JISLZTO,O,O,X,X,X,O,X,X,X
JISLZOT,O,X,X,X,X,O,X,X,X
JISLOTZ,X,O,X,X,X,O,X,O,X
JISLOZT,O,X,X,X,X,O,X,X,X
JISZTLO,O,O,X,X,X,O,X,X,X
JISZTOL,O,O,X,X,X,O,X,X,X
JISZLTO,O,O,X,X,X,O,X,X,X
JISZLOT,O,X,X,X,X,O,X,X,X
JISZOTL,O,X,X,X,X,O,X,X,X
JISZOLT,O,X,X,X,X,O,X,X,X
JISOTLZ,X,O,X,X,O,O,X,O,X
JISOTZL,X,O,X,X,O,O,X,O,X
JISOLTZ,X,O,X,X,O,O,X,O,X
JISOLZT,O,X,X,X,X,O,X,X,X
JISOZTL,O,X,X,X,X,O,X,X,X
JISOZLT,O,X,X,X,X,O,X,X,X
JIZTLSO,O,X,O,O,O,O,X,X,O
JIZTLOS,O,X,O,O,O,X,X,X,O
JIZTSLO,O,X,O,O,O,O,X,X,X
JIZTSOL,O,X,O,O,O,O,X,X,X
JIZTOLS,O,X,O,O,O,X,X,X,X
JIZTOSL,O,X,O,O,O,O,X,X,X
JIZLTSO,O,X,O,O,O,O,X,X,O
JIZLTOS,O,X,O,O,O,X,X,X,O
JIZLSTO,O,O,O,O,X,O,X,X,O
JIZLSOT,O,X,X,O,X,O,X,X,O
JIZLOTS,X,X,O,O,X,X,X,X,O
JIZLOST,X,X,X,O,X,X,X,X,O
JIZSTLO,O,O,O,O,X,O,X,X,X
JIZSTOL,O,O,O,O,X,O,X,X,X
JIZSLTO,O,O,O,O,X,O,X,X,O
JIZSLOT,O,X,X,O,X,O,X,X,O
JIZSOTL,O,X,X,O,X,O,X,X,X
JIZSOLT,O,X,X,O,X,O,X,X,X
JIZOTLS,O,X,O,O,O,O,X,X,X
JIZOTSL,O,X,O,O,O,O,X,X,X
JIZOLTS,X,X,O,O,O,O,X,X,O
JIZOLST,X,X,X,O,X,O,X,X,O
JIZOSTL,O,X,X,O,X,O,X,X,X
JIZOSLT,O,X,X,O,X,O,X,X,X
JIOTLSZ,X,X,X,O,O,X,X,O,X
JIOTLZS,X,X,X,O,O,X,X,X,X
JIOTSLZ,X,X,X,O,O,O,X,O,X
JIOTSZL,X,X,X,X,O,O,X,O,X
JIOTZLS,X,X,X,O,O,O,X,X,X
JIOTZSL,X,X,X,O,O,O,X,O,X
JIOLTSZ,X,X,X,O,O,X,X,O,X
JIOLTZS,X,X,X,O,O,X,X,X,X
JIOLSTZ,X,O,X,X,O,O,X,X,X
JIOLSZT,X,X,X,X,X,O,X,X,X
JIOLZTS,X,X,X,O,O,O,X,X,X
JIOLZST,X,X,X,O,X,O,X,X,X
JIOSTLZ,X,O,X,X,O,O,X,O,X
JIOSTZL,X,O,X,X,O,O,X,O,X
JIOSLTZ,X,O,X,X,O,O,X,O,X
JIOSLZT,O,X,X,X,X,O,X,X,X
JIOSZTL,O,X,X,X,X,O,X,X,X
JIOSZLT,O,X,X,X,X,O,X,X,X
JIOZTLS,O,X,X,O,O,O,X,X,X
JIOZTSL,O,X,X,O,O,O,X,O,X
JIOZLTS,X,X,X,O,O,O,X,X,X
JIOZLST,X,X,X,O,X,O,X,X,X
JIOZSTL,O,X,X,O,X,O,X,X,X
JIOZSLT,O,X,X,O,X,O,X,X,X
JLTISZO,X,O,X,X,O,X,X,X,X
JLTISOZ,X,O,X,O,X,X,X,X,X
JLTIZSO,X,X,O,O,O,X,X,X,X
JLTIZOS,X,X,O,O,O,X,X,X,X
JLTIOSZ,X,O,X,O,O,X,X,X,X
JLTIOZS,X,X,O,O,O,X,X,X,X
JLTSIZO,O,O,X,X,O,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X,X
JLTSZIO,O,O,X,O,O,X,X,X,X
JLTSZOI,O,O,X,O,O,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X
JLTZISO,O,X,O,O,O,X,X,X,X
JLTZIOS,O,X,O,O,O,X,X,X,X
JLTZSIO,O,O,O,O,O,X,X,X,X
JLTZSOI,O,O,O,O,O,X,X,X,X
JLTZOIS,O,X,O,O,O,X,X,X,X
JLTZOSI,O,O,O,O,O,X,X,X,X
JLTOISZ,X,O,X,O,O,X,X,O,X
JLTOIZS,X,X,O,O,O,X,X,X,X
JLTOSIZ,O,O,X,O,O,X,X,X,X
JLTOSZI,O,O,X,O,O,X,X,X,X
JLTOZIS,O,X,O,O,O,X,X,X,X
JLTOZSI,O,O,O,O,O,X,X,X,X
JLITSZO,X,O,X,X,O,X,X,X,X
JLITSOZ,X,O,X,O,X,X,X,X,X
JLITZSO,X,X,O,O,O,X,X,X,X
JLITZOS,X,X,O,O,O,X,X,X,X
JLITOSZ,X,O,X,O,O,X,X,X,X
JLITOZS,X,X,O,O,O,X,X,X,X
JLISTZO,O,O,X,X,O,O,X,X,X
JLISTOZ,X,O,X,X,X,O,X,X,X
JLISZTO,O,O,X,X,X,O,X,X,X
JLISZOT,O,X,X,X,X,O,X,X,X
JLISOTZ,X,O,X,X,X,O,X,X,X
JLISOZT,O,X,X,X,X,O,X,X,X
JLIZTSO,O,X,O,O,O,O,X,X,O
JLIZTOS,O,X,O,O,O,X,X,X,O
JLIZSTO,O,O,O,O,X,O,X,X,O
JLIZSOT,O,X,X,O,X,O,X,X,O
JLIZOTS,X,X,O,O,X,X,X,X,O
JLIZOST,X,X,X,O,X,X,X,X,O
JLIOTSZ,X,X,X,O,O,X,X,X,X
JLIOTZS,X,X,X,O,O,X,X,X,X
JLIOSTZ,X,O,X,X,O,O,X,X,X
JLIOSZT,X,X,X,X,X,O,X,X,X
JLIOZTS,X,X,X,O,O,O,X,X,X
JLIOZST,X,X,X,O,X,O,X,X,X
JLSTIZO,O,O,X,X,O,O,X,X,X
JLSTIOZ,O,O,X,O,X,O,X,O,X
JLSTZIO,O,O,X,O,O,O,X,X,X
JLSTZOI,O,O,X,O,O,O,X,O,X
JLSTOIZ,O,O,X,O,X,O,X,O,X
JLSTOZI,O,O,X,O,X,O,X,O,X
JLSITZO,O,O,X,X,O,O,X,X,X
JLSITOZ,O,O,X,X,X,O,X,O,X
JLSIZTO,O,O,X,X,X,O,X,X,X
JLSIZOT,O,X,X,X,X,O,X,X,X
JLSIOTZ,X,O,X,X,X,O,X,O,X
JLSIOZT,O,X,X,X,X,O,X,X,X
JLSZTIO,O,O,X,O,X,O,X,X,X
JLSZTOI,O,O,X,O,X,O,O,O,X
JLSZITO,O,O,X,O,X,O,X,X,X
JLSZIOT,O,X,X,O,X,O,X,X,X
JLSZOTI,O,X,X,O,X,O,O,O,X
JLSZOIT,O,X,X,O,X,O,O,X,X
JLSOTIZ,O,O,X,O,X,O,X,O,X
JLSOTZI,O,O,X,O,X,O,X,O,X
JLSOITZ,X,O,X,X,X,O,X,O,X
JLSOIZT,O,X,X,X,X,O,O,X,X
JLSOZTI,O,X,X,O,X,O,O,O,X
JLSOZIT,O,X,X,O,X,O,O,X,X
JLZTISO,O,X,O,O,O,O,X,X,O
JLZTIOS,O,X,O,O,O,X,X,X,O
JLZTSIO,O,O,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,O,O,O,X,X
JLZTOIS,O,X,O,O,O,X,X,X,X
JLZTOSI,O,O,O,O,O,X,O,X,X
JLZITSO,O,X,O,O,O,O,X,X,O
JLZITOS,O,X,O,O,O,X,X,X,O
JLZISTO,O,O,O,O,X,O,X,X,O
JLZISOT,O,X,X,O,X,O,X,X,O
JLZIOTS,X,X,O,O,X,X,X,X,O
JLZIOST,X,X,X,O,X,X,X,X,O
JLZSTIO,O,O,O,O,X,O,X,X,X
JLZSTOI,O,O,O,O,X,O,O,X,X
JLZSITO,O,O,O,O,X,O,X,X,O
JLZSIOT,O,X,X,O,X,O,X,X,O
JLZSOTI,O,X,X,O,X,O,O,X,X
JLZSOIT,O,X,X,O,X,O,O,X,X
JLZOTIS,X,X,O,O,X,O,X,X,X
JLZOTSI,X,X,O,O,X,O,O,X,X
JLZOITS,X,X,O,O,X,O,X,X,O
JLZOIST,X,X,X,O,X,O,O,X,O
JLZOSTI,X,X,X,O,X,O,O,X,X
JLZOSIT,X,X,X,O,X,O,O,X,X
JLOTISZ,X,O,X,O,O,X,X,O,X
JLOTIZS,X,X,X,O,O,X,X,X,X
JLOTSIZ,X,O,X,O,O,X,X,X,X
JLOTSZI,X,O,X,O,O,X,X,X,X
JLOTZIS,X,X,X,O,O,X,X,X,X
JLOTZSI,X,O,X,O,O,X,X,X,X
JLOITSZ,X,X,X,O,O,X,X,O,X
JLOITZS,X,X,X,O,O,X,X,X,X
JLOISTZ,X,O,X,X,O,O,X,X,X
JLOISZT,X,X,X,X,X,O,O,X,X
JLOIZTS,X,X,X,O,O,O,X,X,X
JLOIZST,X,X,X,O,X,O,O,X,X
JLOSTIZ,X,O,X,O,O,O,X,O,X
JLOSTZI,X,O,X,O,O,O,X,O,X
JLOSITZ,X,O,X,X,O,O,X,O,X
JLOSIZT,X,X,X,X,X,O,O,X,X
JLOSZTI,X,X,X,O,X,O,O,O,X
JLOSZIT,X,X,X,O,X,O,O,X,X
JLOZTIS,X,X,X,O,O,O,X,X,X
JLOZTSI,X,X,X,O,O,O,O,X,X
JLOZITS,X,X,X,O,O,O,X,X,X
JLOZIST,X,X,X,O,X,O,O,X,X
JLOZSTI,X,X,X,O,X,O,O,X,X
JLOZSIT,X,X,X,O,X,O,O,X,X
JSTILZO,O,O,X,X,O,O,X,X,X
JSTILOZ,O,O,X,O,X,O,X,O,X
JSTIZLO,O,O,X,X,O,O,X,X,X
JSTIZOL,O,O,X,X,O,O,X,X,X
JSTIOLZ,O,O,X,O,O,O,X,O,X
JSTIOZL,O,O,X,X,O,O,X,O,X
JSTLIZO,O,O,X,X,O,O,X,X,X
JSTLIOZ,O,O,X,O,X,O,X,O,X
JSTLZIO,O,O,X,O,O,O,X,X,X
JSTLZOI,O,O,X,O,O,O,X,O,X
JSTLOIZ,O,O,X,O,X,O,X,O,X
JSTLOZI,O,O,X,O,X,O,X,O,X
JSTZILO,O,O,X,O,O,O,X,X,X
JSTZIOL,O,O,X,O,O,O,X,X,X
JSTZLIO,O,O,X,O,O,O,X,X,X
JSTZLOI,O,O,X,O,O,O,O,O,X
JSTZOIL,O,O,X,O,O,O,O,O,X
JSTZOLI,O,O,X,O,O,O,O,O,X
JSTOILZ,O,O,X,O,O,O,X,O,X
JSTOIZL,O,O,X,X,O,O,O,O,X
JSTOLIZ,O,O,X,O,O,O,X,O,X
JSTOLZI,O,O,X,O,O,O,X,O,X
JSTOZIL,O,O,X,O,O,O,O,O,X
JSTOZLI,O,O,X,O,O,O,O,O,X
JSITLZO,O,O,X,X,O,O,X,X,X
JSITLOZ,O,O,X,X,X,O,X,O,X
JSITZLO,O,O,X,X,O,O,X,X,X
JSITZOL,O,O,X,X,O,O,X,X,X
JSITOLZ,O,O,X,X,O,O,X,O,X
JSITOZL,O,O,X,X,O,O,X,O,X
JSILTZO,O,O,X,X,O,O,X,X,X
JSILTOZ,O,O,X,X,X,O,X,O,X
JSILZTO,O,O,X,X,X,O,X,X,X
JSILZOT,O,X,X,X,X,O,X,X,X
JSILOTZ,X,O,X,X,X,O,X,O,X
JSILOZT,O,X,X,X,X,O,X,X,X
JSIZTLO,O,O,X,X,X,O,X,X,X
JSIZTOL,O,O,X,X,X,O,X,X,X
JSIZLTO,O,O,X,X,X,O,X,X,X
JSIZLOT,O,X,X,X,X,O,X,X,X
JSIZOTL,O,X,X,X,X,O,X,X,X
JSIZOLT,O,X,X,X,X,O,X,X,X
JSIOTLZ,X,O,X,X,O,O,X,O,X
JSIOTZL,X,O,X,X,O,O,X,O,X
JSIOLTZ,X,O,X,X,O,O,X,O,X
JSIOLZT,O,X,X,X,X,O,X,X,X
JSIOZTL,O,X,X,X,X,O,X,X,X
JSIOZLT,O,X,X,X,X,O,X,X,X
JSLTIZO,O,O,X,X,O,O,X,X,X
JSLTIOZ,O,O,X,O,X,O,X,O,X
JSLTZIO,O,O,X,O,O,O,X,X,X
JSLTZOI,O,O,X,O,O,O,X,O,X
JSLTOIZ,O,O,X,O,X,O,X,O,X
JSLTOZI,O,O,X,O,X,O,X,O,X
JSLITZO,O,O,X,X,O,O,X,X,X
JSLITOZ,O,O,X,X,X,O,X,O,X
JSLIZTO,O,O,X,X,X,O,X,X,X
JSLIZOT,O,X,X,X,X,O,X,X,X
JSLIOTZ,X,O,X,X,X,O,X,O,X
JSLIOZT,O,X,X,X,X,O,X,X,X
JSLZTIO,O,O,X,O,X,O,X,X,X
JSLZTOI,O,O,X,O,X,O,O,O,X
JSLZITO,O,O,X,O,X,O,X,X,X
JSLZIOT,O,X,X,O,X,O,X,X,X
JSLZOTI,O,X,X,O,X,O,O,O,X
JSLZOIT,O,X,X,O,X,O,O,X,X
