sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFzhBGjBUmBF?qBxsB3sB
LIJOTZS,O,X,X,X,O,X,O,O,O,X,X,X,X,O
LIJOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LISTJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
LISTZJO,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISTZOJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISTOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,X
LISTOZJ,O,X,O,X,O,X,X,O,X,X,X,O,O,X
LISJTZO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
LISJTOZ,X,X,X,X,O,X,O,O,O,X,X,X,O,X
LISJZTO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LISJZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LISJOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISZTOJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISZJTO,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISZJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LISOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LISOJTZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LIZTJOS,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LIZTSJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZTSOJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZJTSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LIZJTOS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LIZJSTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LIZJSOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LIZJOST,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZSTOJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZSJTO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,O,X,X,X,O,X,X,X,X,O
LIOTJZS,O,O,X,X,O,X,X,X,O,X,X,O,X,O
LIOTSJZ,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LIOTSZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOTZJS,O,X,X,X,O,X,X,X,O,X,X,O,X,O
LIOTZSJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJTSZ,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LIOJTZS,O,X,X,X,O,X,X,X,O,X,X,X,X,O
LIOJSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOZJTS,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTISOZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIZSO,O,O,O,O,O,X,X,O,O,X,X,X,X,X
LJTIZOS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIOSZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIOZS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTSIZO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
LJTSIOZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTSZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTSOZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
LJTZISO,O,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTZIOS,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTZSIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTZOSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOISZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOIZS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOSIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTOSZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTOZSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJITSZO,O,X,O,O,X,X,O,O,O,X,X,X,X,X
LJITSOZ,X,X,X,O,O,X,O,O,O,X,X,X,X,X
LJITZSO,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJITZOS,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJITOSZ,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJISTZO,O,X,O,O,X,X,O,O,O,X,X,X,X,X
LJISTOZ,X,X,X,O,O,X,O,O,O,X,X,X,X,X
LJISZTO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJISZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJIZTOS,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LJIZSOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJIZOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
LJSTIOZ,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LJSTZIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJSTZOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJSTOIZ,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LJSTOZI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LJSITZO,O,X,O,O,X,X,O,O,O,X,X,X,O,X
LJSITOZ,X,X,X,O,O,X,O,O,O,X,X,X,O,X
LJSIZTO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
LJSIZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJSZTOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJSZITO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJSZIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJSOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZTISO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LJZTIOS,X,O,O,X,O,X,O,O,O,X,X,O,X,X
LJZTSIO,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LJZTSOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LJZTOIS,X,O,O,X,O,X,O,O,O,X,X,O,X,X
LJZTOSI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
LJZITSO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LJZITOS,X,X,X,X,O,X,O,O,O,X,X,O,X,X
LJZISTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
LJZISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LJZIOST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJZSTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
LJZSITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJZSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZOTSI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LJZOITS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZOIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTIZS,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTSIZ,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTSZI,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTZIS,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTZSI,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOITSZ,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJOISTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOISZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOSIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOZIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LSTIJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
LSTIZJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSTIZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSTIOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,X
LSTIOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
LSTJIZO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
LSTJIOZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
LSTJZIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
LSTJZOI,O,O,O,X,X,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
LSTJOZI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
LSTZIJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTZIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTZJIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSTZJOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTZOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,O,X,O,O,O,X,X,X,O,X
LSTOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSTOJIZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
LSTOJZI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
LSTOZIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSITJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LSITJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
LSITZJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSITZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSITOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,X
LSITOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
LSIJTZO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
LSIJTOZ,X,X,X,X,O,X,O,O,O,X,X,X,O,X
LSIJZTO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LSIJZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LSIJOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSIZTOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSIZJTO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LSIZJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIOJTZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
LSJTIOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
LSJTZIO,O,X,O,X,X,O,O,O,O,X,X,X,X,X
LSJTZOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
LSJTOIZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
LSJTOZI,O,X,O,X,O,O,O,O,O,X,X,X,X,X
LSJITZO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
LSJITOZ,X,X,X,X,O,X,O,O,O,X,X,X,O,X
LSJIZTO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
LSJIZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
LSJZTOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
LSJZITO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
LSJZIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSJOTZI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZTIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZTJIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZTJOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZTOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZITJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZITOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZIJTO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSZIJOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZJTOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZJITO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LSOTIZJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X
LSOTJIZ,O,O,O,X,X,X,O,O,X,X,X,X,O,X
LSOTJZI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,O,X,O,X,X,X,X,O,X
LSOTZJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSOITZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSOIJTZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSOJTZI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTIJSO,X,O,O,X,O,X,X,X,O,O,X,O,X,X
LZTIJOS,X,O,O,X,O,X,X,X,O,O,X,O,X,X
LZTISJO,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LZTISOJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X
LZTIOJS,X,X,X,X,O,X,X,X,O,O,X,O,X,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZTJISO,O,O,O,X,O,O,X,O,O,O,X,O,X,X
LZTJIOS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
LZTJSIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
LZTJSOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LZTJOIS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
LZTJOSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LZTSIJO,O,O,O,O,O,O,X,O,X,O,X,X,O,X
LZTSIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LZTSJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
LZTSJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LZTSOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LZTSOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LZTOIJS,O,O,X,X,O,X,X,X,O,O,X,O,X,X
LZTOISJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LZTOJIS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
LZTOJSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LZTOSIJ,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LZTOSJI,O,O,O,X,O,X,O,O,X,X,X,X,X,X
LZITJSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LZITJOS,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LZITSJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LZITSOJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LZITOJS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZIJTSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
LZIJTOS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LZIJSTO,X,O,O,O,O,X,X,X,O,X,X,O,X,X
LZIJSOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LZIJOST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
LZISTOJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X
LZISJTO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
LZISJOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LZISOJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZIOJTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZIOJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
LZJTIOS,X,O,O,X,O,X,O,O,O,O,X,O,X,X
