sequence,v115@9gB8HeC8GeB8HeB8EeC8Je3BJvhFCjBcqBVsBToBml?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhF6oBcqB3mBznBFn?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFzhBGjBUoBxqBXs?ByvB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFOnBXjBStBTqB0r?BFrB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhF+oBRnBimB3nBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhFFiBTjBfsBWtByq?BxvB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFRiB+oB3nBTqB0r?BirB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFVnBUmBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JefIJvhF6oBRmBmlBUnBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFziB+oB3lByvBFs?B8rB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFUmBFnBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhFcqB3mBCoBFnBTo?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JezCJvhF+oBRmBilBUnB3q?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JeWIJvhFRmBlmBToBiqBXs?B0qB,v115@9gB8HeC8GeB8HeB8EeC8JeRGJvhFCoB3lBFnBToB0r?B2vB,v115@9gB8HeC8GeB8HeB8EeC8JeTDJvhFGmBiqBxsBcsBlq?B3rB,v115@9gB8HeC8GeB8HeB8EeC8JeVGJvhFUiBXoBGoBxqByw?BTqB
JOILTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
JOILSZT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOISZLT,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOIZLTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOIZSLT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
JOLTIZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLTSIZ,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLTSZI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLTZIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLSTZI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLSITZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLSIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLZITS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOLZSTI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
JOSTLZI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X
JOSTZLI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSIZLT,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOSZITL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSZILT,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZTISL,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X
JOZTLIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X
JOZTSLI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZITLS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZISLT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOZLITS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZSITL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZSILT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STILZJO,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STIJLOZ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
STIJZLO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJZOL,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STIZLJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZJLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOZLJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STIOZJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
STLIJOZ,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X
STLIZJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STLIZOJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STLIOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLJIZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
STLJIOZ,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X
STLJZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZJIO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STLOZJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJILOZ,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
STJIZLO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STJIZOL,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X
STJIOLZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
STJIOZL,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
STJLIOZ,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
STJLZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZILO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STJZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOLIZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STJOLZI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X
STJOZLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STZILJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIJLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLIOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLJIO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJILO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STZJLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOJIL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STOIJZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOLIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STOJIZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STOJLIZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STOJLZI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X
STOJZLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SITJLOZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SITJZLO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITJZOL,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITJOZL,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITZLJO,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZJOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O
SILTJOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SILTZJO,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
SILTZOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SILTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SILJTOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SILJZOT,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X
SILJOTZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SILJOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
SILZTJO,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
SILZTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SILZJTO,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SILZJOT,X,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X
SILZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SILOZTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOZJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTZLO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTZOL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTOZL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJLZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLOZT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJZTLO,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJZTOL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJZLTO,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJZLOT,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJZOTL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJZOLT,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOLZT,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOZTL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOZLT,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLJOT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIZJTOL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJLTO,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIZJLOT,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIZJOTL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJOLT,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SIOTZJL,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLZTJ,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
