sequence,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBliB5oBzlBet?BCsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiB6tBlr?BzsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nBOtB6t?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBCiBxnBToBlr?BWyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nB6tBOt?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBxiBzlBGoBCs?BVyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiBlrBCt?BTtB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhFlhB5nBzlB8rB6t?BOtB,v115@9gB8HeA8IeC8GeE8AeA8MeGDJvhFRlBzmBqsB/tB0l?BlrB
JLOISTZ,O,X,X,X,X,X,X,X,O
JLOISZT,O,X,X,X,X,X,X,O,O
JLOIZTS,O,X,X,X,X,X,X,O,X
JLOIZST,O,X,X,X,X,X,X,O,X
JLOSTIZ,O,X,X,X,X,O,X,X,O
JLOSTZI,O,X,X,X,X,O,X,X,X
JLOSITZ,O,X,X,X,X,X,X,X,O
JLOSIZT,O,X,X,X,X,X,X,O,O
JLOSZTI,O,X,X,X,X,O,X,O,X
JLOSZIT,O,X,X,X,X,O,X,O,O
JLOZTIS,O,X,X,X,X,O,X,O,X
JLOZTSI,O,X,X,X,X,O,X,O,X
JLOZITS,O,X,X,X,X,X,X,O,X
JLOZIST,O,X,X,X,X,O,X,O,X
JLOZSTI,O,X,X,X,X,O,X,O,X
JLOZSIT,O,X,X,X,X,O,X,O,X
JSTILZO,O,X,X,O,X,X,X,X,X
JSTILOZ,O,X,X,X,X,O,X,X,O
JSTIZLO,X,X,O,O,X,X,X,X,X
JSTIZOL,O,X,O,O,X,O,X,X,X
JSTIOLZ,O,X,X,X,X,O,X,X,X
JSTIOZL,O,X,O,X,X,O,X,X,X
JSTLIZO,O,X,X,O,X,O,X,X,X
JSTLIOZ,O,X,X,X,X,O,X,X,O
JSTLZIO,O,X,X,O,X,O,X,X,X
JSTLZOI,O,X,X,O,X,O,X,X,X
JSTLOIZ,O,X,X,X,X,O,X,X,O
JSTLOZI,O,X,X,X,X,O,X,X,X
JSTZILO,X,X,O,O,X,X,X,X,X
JSTZIOL,O,X,O,O,X,O,X,X,X
JSTZLIO,X,X,O,O,X,X,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X
JSTZOIL,O,X,O,O,X,O,X,X,X
JSTZOLI,O,X,O,O,X,O,X,X,X
JSTOILZ,O,X,X,X,X,O,X,X,X
JSTOIZL,O,X,O,X,X,O,X,X,X
JSTOLIZ,O,X,X,X,X,O,X,X,X
JSTOLZI,O,X,X,X,X,O,X,X,X
JSTOZIL,O,X,O,X,X,O,X,X,X
JSTOZLI,O,X,O,X,X,O,X,X,X
JSITLZO,O,X,X,O,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,O
JSITZLO,X,X,O,O,X,X,X,X,X
JSITZOL,O,X,O,O,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X,X
JSILTZO,O,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,O
JSILZTO,O,X,O,O,O,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X,O
JSILOTZ,O,X,X,X,X,X,X,X,O
JSILOZT,O,X,X,X,X,X,X,O,O
JSIZTLO,X,X,O,O,O,X,X,X,X
JSIZTOL,O,X,O,O,O,X,X,X,X
JSIZLTO,O,X,O,O,O,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X,X,O
JSIZOTL,O,X,O,X,X,X,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X,O
JSIOLZT,O,X,X,X,X,X,X,O,O
JSIOZTL,O,X,O,X,X,X,X,O,X
JSIOZLT,O,X,X,O,X,X,X,O,X
JSLTIZO,O,X,X,X,X,O,X,X,X
JSLTIOZ,O,X,X,X,X,O,X,X,O
JSLTZIO,O,X,X,X,X,O,X,X,X
JSLTZOI,O,X,X,X,X,O,X,X,X
JSLTOIZ,O,X,X,X,X,O,X,X,O
JSLTOZI,O,X,X,X,X,O,X,X,X
JSLITZO,O,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,O
JSLIZTO,O,X,O,O,O,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X,O
JSLIOTZ,O,X,X,X,X,X,X,X,O
JSLIOZT,O,X,X,X,X,X,X,O,O
JSLZTIO,O,O,O,O,O,O,O,X,X
JSLZTOI,O,O,O,O,O,O,O,X,X
JSLZITO,O,X,O,O,O,O,X,X,X
JSLZIOT,O,X,X,O,X,O,X,X,O
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,O
JSLOTIZ,O,X,X,X,X,X,X,X,O
JSLOTZI,O,X,X,X,X,X,X,X,X
JSLOITZ,O,X,X,X,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,X,O,O
JSLOZTI,O,X,X,X,X,X,X,O,X
JSLOZIT,O,X,X,X,X,X,X,O,O
JSZTILO,X,O,O,O,O,X,O,X,X
JSZTIOL,O,O,O,O,O,X,O,X,X
JSZTLIO,X,O,O,O,O,X,O,X,X
JSZTLOI,X,O,O,O,O,X,O,X,X
JSZTOIL,O,O,O,O,O,X,O,X,X
JSZTOLI,O,O,O,O,O,X,O,X,X
JSZITLO,X,X,O,O,O,X,X,X,X
JSZITOL,O,X,O,O,O,X,X,X,X
JSZILTO,O,X,O,O,O,X,X,X,X
JSZILOT,O,X,X,O,X,X,X,X,O
JSZIOTL,O,X,O,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X,X
JSZLTIO,O,O,O,O,O,X,O,X,X
JSZLTOI,O,O,O,O,O,X,O,X,X
JSZLITO,O,X,O,O,O,X,X,X,X
JSZLIOT,O,X,X,O,X,X,X,X,O
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,O
JSZOTIL,O,O,O,O,X,X,X,X,X
JSZOTLI,O,O,O,O,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X,X
JSZOILT,O,O,X,O,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X
JSOTILZ,O,X,X,X,X,O,X,X,X
JSOTIZL,O,X,X,X,X,O,X,X,X
JSOTLIZ,O,X,X,X,X,O,X,X,X
JSOTLZI,O,X,X,X,X,O,X,X,X
JSOTZIL,O,X,X,X,X,O,X,X,X
JSOTZLI,O,X,X,X,X,O,X,X,X
JSOITLZ,O,X,X,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,X,X,O,O
JSOIZTL,O,X,O,X,X,X,X,O,X
JSOIZLT,O,X,X,O,X,X,X,O,X
JSOLTIZ,O,X,X,X,X,O,X,X,O
JSOLTZI,O,X,X,X,X,O,X,X,X
JSOLITZ,O,X,X,X,X,X,X,X,O
JSOLIZT,O,O,X,X,X,X,X,O,O
JSOLZTI,O,O,X,X,X,O,X,O,X
JSOLZIT,O,O,X,X,X,O,X,O,O
JSOZTIL,O,O,O,O,X,O,X,O,X
JSOZTLI,O,O,O,O,X,O,X,O,X
JSOZITL,O,O,O,X,X,O,X,O,X
JSOZILT,O,O,X,O,X,O,X,O,X
JSOZLTI,O,O,X,X,X,O,X,O,X
JSOZLIT,O,O,X,X,X,O,X,O,X
JZTILSO,X,O,O,O,O,X,O,X,X
JZTILOS,X,O,O,O,O,X,O,X,X
JZTISLO,X,O,O,O,O,X,O,X,X
JZTISOL,O,O,O,O,O,X,O,X,X
JZTIOLS,O,O,O,O,O,X,X,X,X
JZTIOSL,O,O,O,O,O,X,O,X,X
JZTLISO,X,O,O,O,O,X,O,X,X
JZTLIOS,X,O,O,O,O,X,O,X,X
JZTLSIO,X,O,O,O,O,X,O,X,X
JZTLSOI,X,O,O,O,O,X,O,X,X
JZTLOIS,X,O,O,O,O,X,O,X,X
JZTLOSI,X,O,O,O,O,X,O,X,X
JZTSILO,X,O,O,O,O,X,O,X,X
JZTSIOL,O,O,O,O,O,X,O,X,X
JZTSLIO,X,O,O,O,O,X,O,X,X
JZTSLOI,X,O,O,O,O,X,O,X,X
JZTSOIL,O,O,O,O,O,X,O,X,X
JZTSOLI,O,O,O,O,O,X,O,X,X
JZTOILS,O,O,O,O,O,X,X,X,X
JZTOISL,O,O,O,O,O,X,O,X,X
JZTOLIS,O,O,O,O,O,X,O,X,X
JZTOLSI,O,O,O,O,O,X,O,X,X
JZTOSIL,O,O,O,O,O,X,O,X,X
JZTOSLI,O,O,O,O,O,X,O,X,X
JZITLSO,X,X,O,O,O,X,X,X,X
JZITLOS,X,X,O,O,O,X,X,X,X
JZITSLO,X,X,O,O,O,X,X,X,X
JZITSOL,O,X,O,O,O,X,X,X,X
JZITOLS,O,X,O,O,O,X,X,X,X
JZITOSL,O,X,O,O,O,X,X,X,X
JZILTSO,O,X,O,O,O,X,X,X,X
JZILTOS,O,X,O,X,O,X,X,X,X
JZILSTO,O,X,O,O,O,X,X,X,X
JZILSOT,O,X,X,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,O,X
JZILOST,O,X,X,O,X,X,X,O,X
JZISTLO,X,X,O,O,O,X,X,X,X
JZISTOL,O,X,O,O,O,X,X,X,X
JZISLTO,O,X,O,O,O,X,X,X,X
JZISLOT,O,X,X,O,X,X,X,X,X
JZISOTL,O,X,O,X,X,X,X,X,X
JZISOLT,O,X,X,O,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X,O,X
JZIOTSL,O,X,O,X,X,X,X,O,X
JZIOLTS,O,X,X,X,X,X,X,O,X
JZIOLST,O,X,X,O,X,X,X,O,X
JZIOSTL,O,X,O,X,X,X,X,O,X
JZIOSLT,O,X,X,O,X,X,X,O,X
JZLTISO,O,O,O,O,O,X,O,X,X
JZLTIOS,O,O,O,O,O,X,O,X,X
JZLTSIO,O,O,O,O,O,X,O,X,X
JZLTSOI,O,O,O,O,O,X,O,X,X
JZLTOIS,O,O,O,O,O,X,O,X,X
JZLTOSI,O,O,O,O,O,X,O,X,X
JZLITSO,O,X,O,O,O,X,X,X,X
JZLITOS,O,X,O,X,O,X,X,X,X
JZLISTO,O,X,O,O,O,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,O,X
JZLIOST,O,X,X,O,X,X,X,O,X
JZLSTIO,O,O,O,O,O,X,O,X,X
JZLSTOI,O,O,O,O,O,X,O,X,X
JZLSITO,O,X,O,O,O,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,O,X
JZLOTSI,O,X,X,X,X,X,X,O,X
JZLOITS,O,X,X,X,X,X,X,O,X
JZLOIST,O,X,X,X,X,X,X,O,X
JZLOSTI,O,X,X,X,X,X,X,O,X
JZLOSIT,O,X,X,X,X,X,X,O,X
JZSTILO,X,O,O,O,O,X,O,X,X
JZSTIOL,O,O,O,O,O,X,O,X,X
JZSTLIO,X,O,O,O,O,X,O,X,X
JZSTLOI,X,O,O,O,O,X,O,X,X
JZSTOIL,O,O,O,O,O,X,O,X,X
JZSTOLI,O,O,O,O,O,X,O,X,X
JZSITLO,X,X,O,O,O,X,X,X,X
JZSITOL,O,X,O,O,O,X,X,X,X
JZSILTO,O,X,O,O,O,X,X,X,X
JZSILOT,O,X,X,O,X,X,X,X,X
JZSIOTL,O,X,O,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,X,X
JZSLTIO,O,O,O,O,O,X,O,X,X
JZSLTOI,O,O,O,O,O,X,O,X,X
JZSLITO,O,X,O,O,O,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,X
JZSLOTI,O,X,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X,X
JZSOTLI,O,O,O,O,X,X,X,X,X
JZSOITL,O,O,O,X,X,X,X,X,X
JZSOILT,O,O,X,O,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,X,O,X
JZOTISL,O,O,O,O,X,X,X,O,X
JZOTLIS,O,O,O,O,X,X,X,O,X
JZOTLSI,O,O,O,O,X,X,X,O,X
JZOTSIL,O,O,O,O,X,X,X,O,X
JZOTSLI,O,O,O,O,X,X,X,O,X
JZOITLS,O,X,O,X,X,X,X,O,X
JZOITSL,O,O,O,X,X,X,X,O,X
JZOILTS,O,O,X,X,X,X,X,O,X
JZOILST,O,O,X,O,X,X,X,O,X
JZOISTL,O,O,O,X,X,X,X,O,X
JZOISLT,O,O,X,O,X,X,X,O,X
JZOLTIS,O,O,X,X,X,X,X,O,X
JZOLTSI,O,O,X,X,X,X,X,O,X
JZOLITS,O,O,X,X,X,X,X,O,X
JZOLIST,O,O,X,X,X,X,X,O,X
JZOLSTI,O,O,X,X,X,X,X,O,X
JZOLSIT,O,O,X,X,X,X,X,O,X
JZOSTIL,O,O,O,O,X,X,X,O,X
JZOSTLI,O,O,O,O,X,X,X,O,X
JZOSITL,O,O,O,X,X,X,X,O,X
JZOSILT,O,O,X,O,X,X,X,O,X
JZOSLTI,O,O,X,X,X,X,X,O,X
JZOSLIT,O,O,X,X,X,X,X,O,X
JOTILSZ,O,O,X,X,X,O,X,X,X
JOTILZS,O,O,O,O,X,O,X,X,X
JOTISLZ,O,X,X,X,X,O,X,X,X
JOTISZL,O,O,O,X,X,O,X,X,X
JOTIZLS,O,O,O,O,X,O,X,X,X
JOTIZSL,O,O,O,O,X,O,X,X,X
JOTLISZ,O,O,X,X,X,O,X,X,X
JOTLIZS,O,O,O,O,X,O,X,X,X
JOTLSIZ,O,O,X,X,X,O,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X
JOTLZIS,O,O,O,O,X,O,X,X,X
JOTLZSI,O,O,O,O,X,O,X,X,X
JOTSILZ,O,X,X,X,X,O,X,X,X
JOTSIZL,O,O,O,X,X,O,X,X,X
JOTSLIZ,O,O,X,X,X,O,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X
JOTSZIL,O,O,O,X,X,O,X,X,X
JOTSZLI,O,O,O,X,X,O,X,X,X
JOTZILS,O,O,O,O,X,O,X,X,X
JOTZISL,O,O,O,O,X,O,X,X,X
JOTZLIS,O,O,O,O,X,O,X,X,X
JOTZLSI,O,O,O,O,X,O,X,X,X
JOTZSIL,O,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,X,O,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X
JOITSZL,O,X,O,X,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,X,X,X
JOITZSL,O,O,O,O,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,O
JOILSZT,O,O,X,X,X,X,X,O,O
JOILZTS,O,O,X,X,X,X,X,O,X
JOILZST,O,O,X,O,X,X,X,O,X
JOISTLZ,O,X,X,X,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,O,X
JOISZTL,O,O,O,X,X,X,X,O,X
JOISZLT,O,O,X,O,X,X,X,O,X
JOIZTLS,O,X,O,X,X,X,X,O,X
JOIZTSL,O,O,O,X,X,X,X,O,X
JOIZLTS,O,O,X,X,X,X,X,O,X
JOIZLST,O,O,X,O,X,X,X,O,X
JOIZSTL,O,O,O,X,X,X,X,O,X
JOIZSLT,O,O,X,O,X,X,X,O,X
JOLTISZ,O,O,X,X,X,O,X,X,X
JOLTIZS,O,O,X,X,X,O,X,X,X
JOLTSIZ,O,O,X,X,X,O,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,X
JOLTZIS,O,O,X,X,X,O,X,X,X
JOLTZSI,O,O,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X,X,O
JOLISZT,O,O,X,X,X,X,X,O,O
JOLIZTS,O,O,X,X,X,X,X,O,X
JOLIZST,O,O,X,X,X,X,X,O,X
JOLSTIZ,O,X,X,X,X,O,X,X,O
JOLSTZI,O,X,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X,X,O
JOLSIZT,O,O,X,X,X,X,X,O,O
JOLSZTI,O,O,X,X,X,O,X,O,X
JOLSZIT,O,O,X,X,X,O,X,O,O
JOLZTIS,O,O,X,X,X,O,X,O,X
JOLZTSI,O,O,X,X,X,O,X,O,X
JOLZITS,O,O,X,X,X,X,X,O,X
JOLZIST,O,O,X,X,X,O,X,O,X
JOLZSTI,O,O,X,X,X,O,X,O,X
JOLZSIT,O,O,X,X,X,O,X,O,X
JOSTILZ,O,X,X,X,X,O,X,X,X
JOSTIZL,O,X,X,X,X,O,X,X,X
JOSTLIZ,O,X,X,X,X,O,X,X,X
JOSTLZI,O,X,X,X,X,O,X,X,X
JOSTZIL,O,X,X,X,X,O,X,X,X
JOSTZLI,O,X,X,X,X,O,X,X,X
JOSITLZ,O,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,O,X
JOSIZTL,O,O,O,X,X,X,X,O,X
JOSIZLT,O,O,X,O,X,X,X,O,X
JOSLTIZ,O,X,X,X,X,O,X,X,X
JOSLTZI,O,X,X,X,X,O,X,X,X
JOSLITZ,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,O,X
JOSLZTI,O,O,X,X,X,O,X,O,X
JOSLZIT,O,O,X,X,X,O,X,O,X
JOSZTIL,O,O,O,O,X,O,X,O,X
JOSZTLI,O,O,O,O,X,O,X,O,X
JOSZITL,O,O,O,X,X,O,X,O,X
JOSZILT,O,O,X,O,X,O,X,O,X
JOSZLTI,O,O,X,X,X,O,X,O,X
JOSZLIT,O,O,X,X,X,O,X,O,X
JOZTILS,O,O,O,O,X,O,X,O,X
JOZTISL,O,O,O,O,X,O,X,O,X
JOZTLIS,O,O,O,O,X,O,X,O,X
JOZTLSI,O,O,O,O,X,O,X,O,X
JOZTSIL,O,O,O,O,X,O,X,O,X
JOZTSLI,O,O,O,O,X,O,X,O,X
JOZITLS,O,X,O,X,X,X,X,O,X
JOZITSL,O,O,O,X,X,X,X,O,X
JOZILTS,O,O,X,X,X,X,X,O,X
JOZILST,O,O,X,O,X,X,X,O,X
JOZISTL,O,O,O,X,X,O,X,O,X
JOZISLT,O,O,X,O,X,O,X,O,X
JOZLTIS,O,O,X,X,X,O,X,O,X
JOZLTSI,O,O,X,X,X,O,X,O,X
JOZLITS,O,O,X,X,X,X,X,O,X
JOZLIST,O,O,X,X,X,O,X,O,X
JOZLSTI,O,O,X,X,X,O,X,O,X
JOZLSIT,O,O,X,X,X,O,X,O,X
JOZSTIL,O,O,O,O,X,O,X,O,X
JOZSTLI,O,O,O,O,X,O,X,O,X
JOZSITL,O,O,O,X,X,O,X,O,X
JOZSILT,O,O,X,O,X,O,X,O,X
JOZSLTI,O,O,X,X,X,O,X,O,X
JOZSLIT,O,O,X,X,X,O,X,O,X
STILJZO,X,X,X,X,X,O,X,X,X
STILJOZ,X,X,X,X,X,O,X,X,O
STILZJO,X,X,X,O,O,O,X,X,X
STILZOJ,X,X,X,O,O,O,X,X,X
STILOJZ,X,X,X,X,X,X,X,X,O
STILOZJ,X,X,X,X,O,X,X,O,X
STIJLZO,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,O,X,X,O
STIJZLO,X,X,O,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,O,X,X,X
STIJOLZ,O,X,X,X,X,O,X,X,X
STIJOZL,O,X,O,X,X,O,X,X,X
STIZLJO,X,X,O,O,O,X,X,X,X
STIZLOJ,X,X,O,O,O,X,X,X,X
STIZJLO,X,X,O,O,O,X,X,X,X
STIZJOL,X,X,O,X,O,X,X,X,X
STIZOLJ,X,X,O,O,O,X,X,X,X
STIZOJL,X,X,O,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,O,X,X,X
STIOLZJ,X,X,X,X,O,O,X,O,X
STIOJLZ,O,X,X,X,X,O,X,X,X
STIOJZL,O,X,O,X,X,O,X,X,X
STIOZLJ,O,X,O,X,O,O,X,O,X
STIOZJL,O,X,O,X,O,O,X,O,X
STLIJZO,X,O,X,X,X,O,X,X,X
STLIJOZ,X,X,X,X,X,O,X,X,O
STLIZJO,X,O,X,O,O,O,X,X,X
STLIZOJ,X,O,X,O,O,O,X,X,X
STLIOJZ,X,X,X,X,X,X,X,X,O
STLIOZJ,X,X,X,X,O,X,X,O,X
STLJIZO,O,O,X,O,X,O,O,X,X
STLJIOZ,O,X,X,X,X,O,X,X,O
STLJZIO,O,O,X,O,X,O,O,X,X
STLJZOI,O,O,X,O,X,O,O,X,X
STLJOIZ,O,X,X,X,X,O,X,X,O
STLJOZI,O,X,X,X,X,O,X,X,X
STLZIJO,X,O,X,O,O,O,O,X,X
STLZIOJ,X,O,X,O,O,O,O,X,X
STLZJIO,O,O,X,O,O,O,O,X,X
STLZJOI,O,O,X,O,O,O,O,X,X
STLZOIJ,X,O,X,O,O,O,O,X,X
STLZOJI,X,O,X,O,O,O,O,X,X
STLOIJZ,X,X,X,X,X,O,X,X,O
STLOIZJ,X,X,X,X,O,O,X,O,X
STLOJIZ,X,X,X,X,X,O,X,X,O
STLOJZI,X,X,X,X,X,O,X,X,X
STLOZIJ,X,X,X,X,O,O,X,O,X
STLOZJI,X,X,X,X,O,O,X,O,X
STJILZO,O,X,X,O,X,X,X,X,X
STJILOZ,O,X,X,X,X,O,X,X,O
STJIZLO,X,O,O,O,X,X,O,X,X
STJIZOL,O,O,O,O,X,O,O,X,X
STJIOLZ,O,X,X,X,X,O,X,X,X
STJIOZL,O,X,O,X,X,O,X,X,X
STJLIZO,O,O,X,O,X,O,O,X,X
STJLIOZ,O,X,X,X,X,O,X,X,O
STJLZIO,O,O,X,O,X,O,O,X,X
STJLZOI,O,O,X,O,X,O,O,X,X
STJLOIZ,O,X,X,X,X,O,X,X,O
STJLOZI,O,X,X,X,X,O,X,X,X
STJZILO,X,O,O,O,X,X,O,X,X
STJZIOL,O,O,O,O,X,O,O,X,X
STJZLIO,X,O,O,O,X,X,O,X,X
STJZLOI,X,O,O,O,X,X,O,X,X
STJZOIL,O,O,O,O,X,O,O,X,X
STJZOLI,O,O,O,O,X,O,O,X,X
STJOILZ,O,X,X,X,X,O,X,X,X
STJOIZL,O,O,O,X,X,O,X,X,X
STJOLIZ,O,O,X,X,X,O,X,X,X
STJOLZI,O,O,X,X,X,O,X,X,X
STJOZIL,O,O,O,X,X,O,X,X,X
STJOZLI,O,O,O,X,X,O,X,X,X
STZILJO,X,O,O,O,O,X,O,X,X
STZILOJ,X,O,O,O,O,X,O,X,X
STZIJLO,X,O,O,O,O,X,O,X,X
STZIJOL,X,O,O,O,O,X,O,X,X
STZIOLJ,X,O,O,O,O,X,X,X,X
STZIOJL,X,O,O,X,O,X,X,X,X
STZLIJO,X,O,O,O,O,O,O,X,X
STZLIOJ,X,O,O,O,O,O,O,X,X
STZLJIO,X,O,O,O,O,O,O,X,X
STZLJOI,X,O,O,O,O,O,O,X,X
STZLOIJ,X,O,O,O,O,O,O,X,X
STZLOJI,X,O,O,O,O,O,O,X,X
STZJILO,X,O,O,O,O,X,O,X,X
STZJIOL,X,O,O,O,O,O,O,X,X
STZJLIO,X,O,O,O,O,X,O,X,X
STZJLOI,X,O,O,O,O,X,O,X,X
STZJOIL,X,O,O,O,O,O,O,X,X
STZJOLI,X,O,O,O,O,O,O,X,X
STZOILJ,X,O,O,O,O,O,X,X,X
STZOIJL,X,O,O,X,O,O,X,X,X
STZOLIJ,X,O,O,O,O,O,O,X,X
STZOLJI,X,O,O,O,O,O,O,X,X
STZOJIL,X,O,O,O,O,O,O,X,X
STZOJLI,X,O,O,O,O,O,O,X,X
STOILJZ,X,X,X,X,X,O,X,X,X
STOILZJ,X,X,X,X,O,O,X,O,X
STOIJLZ,O,X,X,X,X,O,X,X,X
STOIJZL,O,X,O,X,X,O,X,X,X
STOIZLJ,O,X,O,X,O,O,X,O,X
STOIZJL,O,X,O,X,O,O,X,O,X
STOLIJZ,X,O,X,X,X,O,X,X,X
STOLIZJ,X,O,X,X,O,O,X,O,X
STOLJIZ,O,O,X,X,X,O,X,X,X
STOLJZI,O,O,X,X,X,O,X,X,X
STOLZIJ,X,O,X,X,O,O,X,O,X
STOLZJI,O,O,X,X,O,O,X,O,X
STOJILZ,O,X,X,X,X,O,X,X,X
STOJIZL,O,O,O,X,X,O,X,X,X
STOJLIZ,O,O,X,X,X,O,X,X,X
STOJLZI,O,O,X,X,X,O,X,X,X
STOJZIL,O,O,O,X,X,O,X,X,X
STOJZLI,O,O,O,X,X,O,X,X,X
STOZILJ,O,O,O,X,O,O,X,O,X
STOZIJL,O,O,O,X,O,O,X,O,X
STOZLIJ,O,O,O,X,O,O,X,O,X
STOZLJI,O,O,O,X,O,O,X,O,X
STOZJIL,O,O,O,X,O,O,X,O,X
STOZJLI,O,O,O,X,O,O,X,O,X
SITLJZO,X,X,X,X,X,O,X,X,X
SITLJOZ,X,X,X,X,X,O,X,X,O
SITLZJO,X,X,X,X,O,O,X,X,X
SITLZOJ,X,X,X,X,O,O,X,X,X
SITLOJZ,X,X,X,X,X,X,X,X,O
SITLOZJ,X,X,X,X,O,X,X,O,X
SITJLZO,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,O,X,X,O
SITJZLO,X,X,O,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,O,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X
SITJOZL,O,X,O,X,X,O,X,X,X
SITZLJO,X,X,O,X,O,X,X,X,X
SITZLOJ,X,X,O,X,O,X,X,X,X
SITZJLO,X,X,O,X,O,X,X,X,X
SITZJOL,X,X,O,X,O,X,X,X,X
SITZOLJ,X,X,O,X,O,X,X,X,X
SITZOJL,X,X,O,X,O,X,X,X,X
SITOLJZ,X,X,X,X,X,O,X,X,X
SITOLZJ,X,X,X,X,O,O,X,O,X
SITOJLZ,O,X,X,X,X,O,X,X,X
SITOJZL,O,X,O,X,X,O,X,X,X
SITOZLJ,O,X,O,X,O,O,X,O,X
SITOZJL,O,X,O,X,O,O,X,O,X
SILTJZO,X,X,X,X,X,O,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,O
SILTZJO,X,X,X,X,O,O,X,X,X
SILTZOJ,X,X,X,X,O,O,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,O
SILTOZJ,X,X,X,X,O,X,X,O,X
SILJTZO,O,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,O
