sequence,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFRhBqnBTkBfrBUs?BlrB,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFUhBFiBTkBfrBRs?BSxB,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFqlB/mBTkB0nBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhFcnBTkBllB+rBim?B3sB,v115@FhB8HeB8BeA8FeE8DeB8Jei/IvhFulB3kBTmB0nBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeKEJvhFzfBRhBcnBGrB3s?BFrB,v115@FhB8HeB8BeA8FeE8DeB8JemAJvhFxkBCnBTkBFnBUr?B3sB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhF/mBGiBTkB0lBls?BywB,v115@FhB8HeB8BeA8FeE8DeB8JeGBJvhFlkBzlB0nBikBXn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8Je2EJvhFzgBSrB0nB3kBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeKEJvhFzfBxhB1sBGrBfr?BUsB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhFTkB0lBCnBlsBOr?BXsB,v115@FhB8HeB8BeA8FeE8DeB8Jei/IvhF3kBRmB1sBGmBUr?BTsB,v115@FhB8HeB8BeA8FeE8DeB8JeyEJvhFulBxmBTkBcrBls?BXsB,v115@FhB8HeB8BeA8FeE8DeB8JeOEJvhF8kBXiBzlBRsBSx?BFrB,v115@FhB8HeB8BeA8FeE8DeB8JeyEJvhFXhBFnBTkBWrB0n?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeOEJvhF8kBRmB1sBfrB6r?BTsB
LISJZTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LISJOTZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LISZOTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LISOTJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LISOZTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIZJOST,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIZSTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LIZOJST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LIZOSTJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIOTSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIOJSTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOJZST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LIOZJST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LIOZSTJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSZIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTOSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJSTIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJSTZIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSZOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSOITZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJSOZTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZSOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZOSIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOZSIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LSTIJOZ,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSTIZOJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIOJZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LSTJZIO,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTJZOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTZIOJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTZJIO,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTZJOI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTZOJI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTOZJI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LSITJOZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LSITZJO,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSITZOJ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSITOJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITOZJ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSIJTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSIZTOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSIZJTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LSJTIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LSJTZIO,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LSJTZOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJZTOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJOITZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJOZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSZTIOJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZTJIO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSZTJOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSZTOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSZITOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZIJTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSZJTOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSZOTJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOTJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOTZJI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOJTZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOJITZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOZTJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
LZTIJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LZTISJO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LZTISOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LZTJISO,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O
LZTJIOS,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
