sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
JLZTIOS,X,O,O,X,O,X,X
JLZTSIO,X,O,O,O,O,O,X
JLZTSOI,X,O,O,O,O,O,X
JLZTOIS,X,O,O,X,O,X,X
JLZTOSI,X,O,O,O,O,O,X
JLZITSO,X,X,O,X,O,X,X
JLZITOS,X,O,O,X,O,X,X
JLZISTO,O,X,O,X,O,X,X
JLZISOT,O,O,O,X,X,X,X
JLZIOTS,X,O,O,X,X,X,O
JLZIOST,O,O,O,X,X,X,O
JLZSTIO,O,X,O,O,O,O,X
JLZSTOI,O,X,O,O,O,O,X
JLZSITO,O,X,O,X,O,X,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,X,O,O,X,O,X
JLZSOIT,O,X,O,X,X,X,X
JLZOTIS,X,O,O,X,X,X,X
JLZOTSI,X,O,O,O,X,O,X
JLZOITS,X,O,O,X,X,X,O
JLZOIST,O,O,O,X,X,X,O
JLZOSTI,O,X,O,O,X,O,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,X,X,O,X,X,X,O
JLOTIZS,X,X,O,X,X,X,O
JLOTSIZ,X,X,O,O,X,O,X
JLOTSZI,X,X,O,O,X,O,X
JLOTZIS,X,X,O,X,X,X,X
JLOTZSI,X,X,O,O,X,O,X
JLOITSZ,X,X,O,X,X,X,O
JLOITZS,X,X,O,X,X,X,O
JLOISTZ,X,X,O,X,X,X,O
JLOISZT,X,X,O,X,X,X,O
JLOIZTS,X,O,O,X,X,X,O
JLOIZST,X,O,O,X,X,X,O
JLOSTIZ,X,X,O,O,X,O,X
JLOSTZI,O,X,O,O,X,O,X
JLOSITZ,X,X,O,O,X,O,O
JLOSIZT,O,X,O,X,X,X,O
JLOSZTI,O,X,O,O,X,O,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,X,O,O,X,X,X,X
JLOZTSI,X,O,O,O,X,O,X
JLOZITS,X,O,O,X,X,X,O
JLOZIST,O,O,O,X,X,X,O
JLOZSTI,O,X,O,O,X,O,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,O,X,X,O,O,O,X
JSTILOZ,O,X,X,O,X,O,X
JSTIZLO,O,X,X,O,O,X,X
JSTIZOL,O,X,X,O,O,X,X
JSTIOLZ,O,X,X,O,X,O,X
JSTIOZL,O,X,X,O,X,X,X
JSTLIZO,O,X,O,O,O,O,X
JSTLIOZ,O,X,O,O,X,O,X
JSTLZIO,O,X,O,O,O,O,X
JSTLZOI,O,X,O,O,O,O,X
JSTLOIZ,O,X,O,O,X,O,X
JSTLOZI,O,X,O,O,X,O,X
JSTZILO,O,X,O,O,O,X,X
JSTZIOL,O,X,O,O,O,X,X
JSTZLIO,O,X,O,O,O,X,X
JSTZLOI,O,X,O,O,O,X,X
JSTZOIL,O,X,O,O,O,X,X
JSTZOLI,O,X,O,O,O,X,X
JSTOILZ,O,X,O,O,X,O,X
JSTOIZL,O,X,O,O,X,X,X
JSTOLIZ,O,X,O,O,X,O,X
JSTOLZI,O,X,O,O,X,O,X
JSTOZIL,O,X,O,O,X,X,X
JSTOZLI,O,X,O,O,X,X,X
JSITLZO,X,X,X,O,O,O,X
JSITLOZ,X,X,X,O,X,O,X
JSITZLO,X,X,X,O,O,X,X
JSITZOL,X,X,X,O,O,X,X
JSITOLZ,X,X,X,O,X,O,X
JSITOZL,X,X,X,O,X,X,X
JSILTZO,X,X,X,O,X,O,X
JSILTOZ,X,X,X,O,X,O,X
JSILZTO,O,X,X,X,X,X,X
JSILZOT,O,X,X,X,X,X,X
JSILOTZ,X,X,X,O,X,O,O
JSILOZT,O,X,X,X,X,X,O
JSIZTLO,O,X,X,O,O,X,X
JSIZTOL,O,X,X,O,O,X,X
JSIZLTO,O,X,X,X,O,X,X
JSIZLOT,O,O,X,X,X,X,X
JSIZOTL,O,X,X,O,O,X,X
JSIZOLT,O,O,X,X,X,X,X
JSIOTLZ,X,X,X,O,X,O,X
JSIOTZL,X,X,X,O,X,X,X
JSIOLTZ,X,X,X,O,X,O,O
JSIOLZT,O,X,X,X,X,X,O
JSIOZTL,O,X,X,O,X,X,X
JSIOZLT,O,O,X,X,X,X,X
JSLTIZO,O,X,O,O,X,O,X
JSLTIOZ,O,X,O,O,X,O,X
JSLTZIO,O,X,O,O,X,O,X
JSLTZOI,O,X,O,O,X,O,X
JSLTOIZ,O,X,O,O,X,O,X
JSLTOZI,O,X,O,O,X,O,X
JSLITZO,X,X,O,O,X,O,X
JSLITOZ,X,X,O,O,X,O,X
JSLIZTO,O,X,O,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X
JSLIOTZ,X,X,O,O,X,O,O
JSLIOZT,O,X,O,X,X,X,O
JSLZTIO,O,X,O,O,X,O,X
JSLZTOI,O,X,O,O,X,O,X
JSLZITO,O,X,O,X,X,X,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,X,O,O,X,O,X
JSLZOIT,O,X,O,X,X,X,X
JSLOTIZ,O,X,O,O,X,O,X
JSLOTZI,O,X,O,O,X,O,X
JSLOITZ,X,X,O,O,X,O,O
JSLOIZT,O,X,O,X,X,X,O
JSLOZTI,O,X,O,O,X,O,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,O,O,O,O,O,X,X
JSZTIOL,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,X,X
JSZTOIL,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,X,X
JSZITLO,O,X,O,O,O,X,X
JSZITOL,O,X,O,O,O,X,X
JSZILTO,O,X,O,X,O,X,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,X,O,O,O,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,O,X,O,O,O,X,X
JSZLTOI,O,X,O,O,O,X,X
JSZLITO,O,X,O,X,O,X,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,X,O,O,X,X,X
JSZLOIT,O,X,O,X,X,X,X
JSZOTIL,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,X,O,O,O,X,X
JSZOILT,O,O,O,X,X,X,X
JSZOLTI,O,X,O,O,X,X,X
JSZOLIT,O,X,O,X,X,X,X
JSOTILZ,O,X,O,O,X,O,X
JSOTIZL,O,X,O,O,X,X,X
JSOTLIZ,O,X,O,O,X,O,X
JSOTLZI,O,X,O,O,X,O,X
JSOTZIL,O,X,O,O,X,X,X
JSOTZLI,O,X,O,O,X,X,X
JSOITLZ,X,X,O,O,X,O,X
JSOITZL,X,X,O,O,X,X,X
JSOILTZ,X,X,O,O,X,O,O
JSOILZT,O,X,O,X,X,X,O
JSOIZTL,O,X,O,O,X,X,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,O,X,O,O,X,O,X
JSOLTZI,O,X,O,O,X,O,X
JSOLITZ,X,X,O,O,X,O,O
JSOLIZT,O,X,O,X,X,X,O
JSOLZTI,O,X,O,O,X,O,X
JSOLZIT,O,X,O,X,X,X,X
JSOZTIL,O,O,O,O,X,X,X
JSOZTLI,O,O,O,O,X,X,X
JSOZITL,O,X,O,O,X,X,X
JSOZILT,O,O,O,X,X,X,X
JSOZLTI,O,X,O,O,X,X,X
JSOZLIT,O,X,O,X,X,X,X
JZTILSO,O,O,O,X,O,X,X
JZTILOS,O,O,O,X,O,X,X
JZTISLO,O,O,O,O,O,X,X
JZTISOL,O,O,O,O,O,X,X
JZTIOLS,O,O,O,X,O,X,X
JZTIOSL,O,O,O,O,O,X,X
JZTLISO,O,O,O,X,O,X,X
JZTLIOS,O,O,O,X,O,X,X
JZTLSIO,O,O,O,O,O,X,X
JZTLSOI,O,O,O,O,O,X,X
JZTLOIS,O,O,O,X,O,X,X
JZTLOSI,O,O,O,O,O,X,X
JZTSILO,O,O,O,O,O,X,X
JZTSIOL,O,O,O,O,O,X,X
JZTSLIO,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,O,X,X
JZTSOIL,O,O,O,O,O,X,X
JZTSOLI,O,O,O,O,O,X,X
JZTOILS,O,O,O,X,O,X,X
JZTOISL,O,O,O,O,O,X,X
JZTOLIS,O,O,O,X,O,X,X
JZTOLSI,O,O,O,O,O,X,X
JZTOSIL,O,O,O,O,O,X,X
JZTOSLI,O,O,O,O,O,X,X
JZITLSO,O,O,O,X,O,X,X
JZITLOS,O,O,O,X,O,X,X
JZITSLO,O,O,O,O,O,X,X
JZITSOL,O,O,O,O,O,X,X
JZITOLS,O,O,O,X,O,X,X
JZITOSL,O,O,O,O,O,X,X
JZILTSO,X,X,O,X,O,X,X
JZILTOS,X,O,O,X,O,X,X
JZILSTO,O,X,O,X,O,X,X
JZILSOT,O,O,O,X,X,X,X
JZILOTS,X,O,O,X,X,X,O
JZILOST,O,O,O,X,X,X,O
JZISTLO,O,X,O,O,O,X,X
JZISTOL,O,X,O,O,O,X,X
JZISLTO,O,X,O,X,O,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,X,O,O,O,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,O,O,O,X,O,X,X
JZIOTSL,O,O,O,O,O,X,X
JZIOLTS,X,O,O,X,X,X,O
JZIOLST,O,O,O,X,X,X,O
JZIOSTL,O,X,O,O,O,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,X,O,O,X,O,X,X
JZLTIOS,X,O,O,X,O,X,X
JZLTSIO,X,O,O,O,O,X,X
JZLTSOI,X,O,O,O,O,X,X
JZLTOIS,X,O,O,X,O,X,X
JZLTOSI,X,O,O,O,O,X,X
JZLITSO,X,X,O,X,O,X,X
JZLITOS,X,O,O,X,O,X,X
JZLISTO,O,X,O,X,O,X,X
JZLISOT,O,O,O,X,X,X,X
JZLIOTS,X,O,O,X,X,X,O
JZLIOST,O,O,O,X,X,X,O
JZLSTIO,O,X,O,O,O,X,X
JZLSTOI,O,X,O,O,O,X,X
JZLSITO,O,X,O,X,O,X,X
JZLSIOT,O,X,O,X,X,X,X
JZLSOTI,O,X,O,O,X,X,X
JZLSOIT,O,X,O,X,X,X,X
JZLOTIS,X,O,O,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X
JZLOITS,X,O,O,X,X,X,O
JZLOIST,O,O,O,X,X,X,O
JZLOSTI,O,X,O,O,X,X,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,X,X
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,O,X,X
JZSTOIL,O,O,O,O,O,X,X
JZSTOLI,O,O,O,O,O,X,X
JZSITLO,O,X,O,O,O,X,X
JZSITOL,O,X,O,O,O,X,X
JZSILTO,O,X,O,X,O,X,X
JZSILOT,O,O,O,X,X,X,X
JZSIOTL,O,X,O,O,O,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,O,X,O,O,O,X,X
JZSLTOI,O,X,O,O,O,X,X
JZSLITO,O,X,O,X,O,X,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,X,O,O,X,X,X
JZSLOIT,O,X,O,X,X,X,X
JZSOTIL,O,O,O,O,O,X,X
JZSOTLI,O,O,O,O,O,X,X
JZSOITL,O,X,O,O,O,X,X
JZSOILT,O,O,O,X,X,X,X
JZSOLTI,O,X,O,O,X,X,X
JZSOLIT,O,X,O,X,X,X,X
JZOTILS,O,O,O,X,O,X,X
JZOTISL,O,O,O,O,O,X,X
JZOTLIS,O,O,O,X,O,X,X
JZOTLSI,O,O,O,O,O,X,X
JZOTSIL,O,O,O,O,O,X,X
JZOTSLI,O,O,O,O,O,X,X
JZOITLS,O,O,O,X,O,X,X
JZOITSL,O,O,O,O,O,X,X
JZOILTS,X,O,O,X,X,X,O
JZOILST,O,O,O,X,X,X,O
JZOISTL,O,X,O,O,O,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,X,O,O,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X
JZOLITS,X,O,O,X,X,X,O
JZOLIST,O,O,O,X,X,X,O
JZOLSTI,O,X,O,O,X,X,X
JZOLSIT,O,X,O,X,X,X,X
JZOSTIL,O,O,O,O,O,X,X
JZOSTLI,O,O,O,O,O,X,X
JZOSITL,O,X,O,O,O,X,X
JZOSILT,O,O,O,X,X,X,X
JZOSLTI,O,X,O,O,X,X,X
JZOSLIT,O,X,O,X,X,X,X
JOTILSZ,X,X,O,X,X,X,O
JOTILZS,X,O,O,X,O,X,O
JOTISLZ,O,X,O,O,X,X,X
JOTISZL,O,X,O,O,X,X,X
JOTIZLS,O,O,O,X,O,X,X
JOTIZSL,O,O,O,O,O,X,X
JOTLISZ,X,X,O,X,X,X,O
JOTLIZS,X,O,O,X,O,X,O
JOTLSIZ,O,X,O,O,X,O,X
JOTLSZI,O,X,O,O,X,O,X
JOTLZIS,O,O,O,X,O,X,X
JOTLZSI,O,O,O,O,O,O,X
JOTSILZ,O,X,O,O,X,O,X
JOTSIZL,O,X,O,O,X,X,X
JOTSLIZ,O,X,O,O,X,O,X
JOTSLZI,O,X,O,O,X,O,X
JOTSZIL,O,X,O,O,X,X,X
JOTSZLI,O,X,O,O,X,X,X
JOTZILS,O,O,O,X,O,X,X
JOTZISL,O,O,O,O,O,X,X
JOTZLIS,O,O,O,X,O,X,X
JOTZLSI,O,O,O,O,O,X,X
JOTZSIL,O,O,O,O,O,X,X
JOTZSLI,O,O,O,O,O,X,X
JOITLSZ,X,X,O,X,X,X,O
JOITLZS,X,O,O,X,O,X,O
JOITSLZ,X,X,O,O,X,X,X
JOITSZL,X,X,O,O,X,X,X
JOITZLS,X,O,O,X,O,X,X
JOITZSL,X,O,O,O,O,X,X
JOILTSZ,X,X,O,X,X,X,O
JOILTZS,X,X,O,X,X,X,O
JOILSTZ,X,X,O,X,X,X,O
JOILSZT,X,X,O,X,X,X,O
JOILZTS,X,O,O,X,X,X,O
JOILZST,X,O,O,X,X,X,O
JOISTLZ,X,X,O,O,X,X,X
JOISTZL,X,X,O,O,X,X,X
JOISLTZ,X,X,O,O,X,X,O
JOISLZT,O,X,O,X,X,X,O
JOISZTL,O,X,O,O,X,X,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,X,O,O,X,O,X,X
JOIZTSL,O,O,O,O,O,X,X
JOIZLTS,X,O,O,X,X,X,O
JOIZLST,O,O,O,X,X,X,O
JOIZSTL,O,X,O,O,O,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,X,X,O,X,X,X,O
JOLTIZS,X,X,O,X,X,X,O
JOLTSIZ,X,X,O,O,X,O,X
JOLTSZI,X,X,O,O,X,O,X
JOLTZIS,X,X,O,X,X,X,X
JOLTZSI,X,X,O,O,X,O,X
JOLITSZ,X,X,O,X,X,X,O
JOLITZS,X,X,O,X,X,X,O
JOLISTZ,X,X,O,X,X,X,O
JOLISZT,X,X,O,X,X,X,O
JOLIZTS,X,O,O,X,X,X,O
JOLIZST,X,O,O,X,X,X,O
JOLSTIZ,X,X,O,O,X,O,X
JOLSTZI,O,X,O,O,X,O,X
JOLSITZ,X,X,O,O,X,O,O
JOLSIZT,O,X,O,X,X,X,O
JOLSZTI,O,X,O,O,X,O,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,X,O,O,X,X,X,X
JOLZTSI,X,O,O,O,X,O,X
JOLZITS,X,O,O,X,X,X,O
JOLZIST,O,O,O,X,X,X,O
JOLZSTI,O,X,O,O,X,O,X
JOLZSIT,O,X,O,X,X,X,X
JOSTILZ,O,X,O,O,X,O,X
JOSTIZL,O,X,O,O,X,X,X
JOSTLIZ,O,X,O,O,X,O,X
JOSTLZI,O,X,O,O,X,O,X
JOSTZIL,O,X,O,O,X,X,X
JOSTZLI,O,X,O,O,X,X,X
JOSITLZ,X,X,O,O,X,O,X
JOSITZL,X,X,O,O,X,X,X
JOSILTZ,X,X,O,O,X,O,O
JOSILZT,O,X,O,X,X,X,O
JOSIZTL,O,X,O,O,X,X,X
JOSIZLT,O,O,O,X,X,X,X
JOSLTIZ,O,X,O,O,X,O,X
JOSLTZI,O,X,O,O,X,O,X
JOSLITZ,X,X,O,O,X,O,O
JOSLIZT,O,X,O,X,X,X,O
JOSLZTI,O,X,O,O,X,O,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X
JOSZTLI,O,O,O,O,X,X,X
JOSZITL,O,X,O,O,X,X,X
JOSZILT,O,O,O,X,X,X,X
JOSZLTI,O,X,O,O,X,X,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,O,O,X,O,X,X
JOZTISL,O,O,O,O,O,X,X
JOZTLIS,O,O,O,X,O,X,X
JOZTLSI,O,O,O,O,O,X,X
JOZTSIL,O,O,O,O,O,X,X
JOZTSLI,O,O,O,O,O,X,X
JOZITLS,O,O,O,X,O,X,X
JOZITSL,O,O,O,O,O,X,X
JOZILTS,X,O,O,X,X,X,O
JOZILST,O,O,O,X,X,X,O
JOZISTL,O,X,O,O,O,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,X,O,O,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X
JOZLITS,X,O,O,X,X,X,O
JOZLIST,O,O,O,X,X,X,O
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,X,O,X,X,X,X
JOZSTIL,O,O,O,O,O,X,X
JOZSTLI,O,O,O,O,O,X,X
JOZSITL,O,X,O,O,O,X,X
JOZSILT,O,O,O,X,X,X,X
JOZSLTI,O,X,O,O,X,X,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,O,X,X,O,O,O,X
STILJOZ,O,X,X,O,X,O,X
STILZJO,O,O,X,X,O,O,X
STILZOJ,O,O,X,X,O,O,X
STILOJZ,O,X,X,O,X,O,X
STILOZJ,O,O,X,X,X,O,X
STIJLZO,O,X,X,O,O,O,X
STIJLOZ,O,X,X,O,X,O,X
STIJZLO,O,X,X,O,O,X,X
STIJZOL,O,X,X,O,O,X,X
STIJOLZ,O,X,X,O,X,O,X
STIJOZL,O,X,X,O,X,X,X
STIZLJO,O,O,X,X,O,O,X
STIZLOJ,O,O,X,X,O,O,X
STIZJLO,O,O,X,O,O,X,X
STIZJOL,O,O,X,O,O,X,X
STIZOLJ,O,O,X,X,O,O,X
STIZOJL,O,O,X,O,O,X,X
STIOLJZ,O,X,X,O,X,O,X
STIOLZJ,O,O,X,X,X,O,X
STIOJLZ,O,X,X,O,X,O,X
STIOJZL,O,X,X,O,X,X,X
STIOZLJ,O,O,X,X,X,O,X
STIOZJL,O,O,X,O,X,X,X
STLIJZO,O,X,X,O,O,O,X
STLIJOZ,O,X,X,O,X,O,X
STLIZJO,O,O,X,X,O,O,X
STLIZOJ,O,O,X,X,O,O,X
STLIOJZ,O,X,X,O,X,O,X
STLIOZJ,O,O,X,X,X,O,X
STLJIZO,O,X,X,O,O,O,X
STLJIOZ,O,X,X,O,X,O,X
STLJZIO,O,X,X,O,O,O,X
STLJZOI,O,X,X,O,O,O,X
STLJOIZ,O,X,X,O,X,O,X
STLJOZI,O,X,X,O,X,O,X
STLZIJO,O,O,X,X,O,O,X
STLZIOJ,O,O,X,X,O,O,X
STLZJIO,O,O,X,X,O,O,X
STLZJOI,O,O,X,X,O,O,X
STLZOIJ,O,O,X,X,O,O,X
STLZOJI,O,O,X,X,O,O,X
STLOIJZ,O,X,X,O,X,O,X
STLOIZJ,O,O,X,X,X,O,X
STLOJIZ,O,X,X,O,X,O,X
STLOJZI,O,X,X,O,X,O,X
STLOZIJ,O,O,X,X,X,O,X
STLOZJI,O,O,X,X,X,O,X
STJILZO,O,X,X,O,O,O,X
STJILOZ,O,X,X,O,X,O,X
STJIZLO,O,X,X,O,O,X,X
STJIZOL,O,X,X,O,O,X,X
STJIOLZ,O,X,X,O,X,O,X
STJIOZL,O,X,X,O,X,X,X
STJLIZO,O,X,X,O,O,O,X
STJLIOZ,O,X,X,O,X,O,X
STJLZIO,O,X,X,O,O,O,X
STJLZOI,O,X,X,O,O,O,X
STJLOIZ,O,X,X,O,X,O,X
STJLOZI,O,X,X,O,X,O,X
STJZILO,O,X,X,O,O,X,X
STJZIOL,O,X,X,O,O,X,X
STJZLIO,O,X,X,O,O,X,X
STJZLOI,O,X,X,O,O,X,X
STJZOIL,O,X,X,O,O,X,X
STJZOLI,O,X,X,O,O,X,X
STJOILZ,O,X,X,O,X,O,X
STJOIZL,O,X,X,O,X,X,X
STJOLIZ,O,X,X,O,X,O,X
STJOLZI,O,X,X,O,X,O,X
STJOZIL,O,X,X,O,X,X,X
STJOZLI,O,X,X,O,X,X,X
STZILJO,O,O,X,X,O,O,X
STZILOJ,O,O,X,X,O,O,X
STZIJLO,O,O,X,O,O,X,X
STZIJOL,O,O,X,O,O,X,X
STZIOLJ,O,O,X,X,O,O,X
STZIOJL,O,O,X,O,O,X,X
STZLIJO,O,O,X,X,O,O,X
STZLIOJ,O,O,X,X,O,O,X
STZLJIO,O,O,X,X,O,O,X
STZLJOI,O,O,X,X,O,O,X
STZLOIJ,O,O,X,X,O,O,X
STZLOJI,O,O,X,X,O,O,X
STZJILO,O,O,X,O,O,X,X
STZJIOL,O,O,X,O,O,X,X
STZJLIO,O,O,X,O,O,X,X
STZJLOI,O,O,X,O,O,X,X
STZJOIL,O,O,X,O,O,X,X
STZJOLI,O,O,X,O,O,X,X
STZOILJ,O,O,X,X,O,O,X
STZOIJL,O,O,X,O,O,X,X
STZOLIJ,O,O,X,X,O,O,X
STZOLJI,O,O,X,X,O,O,X
STZOJIL,O,O,X,O,O,X,X
STZOJLI,O,O,X,O,O,X,X
STOILJZ,O,X,X,O,X,O,X
STOILZJ,O,O,X,X,X,O,X
STOIJLZ,O,X,X,O,X,O,X
STOIJZL,O,X,X,O,X,X,X
STOIZLJ,O,O,X,X,X,O,X
STOIZJL,O,O,X,O,X,X,X
STOLIJZ,O,X,X,O,X,O,X
STOLIZJ,O,O,X,X,X,O,X
STOLJIZ,O,X,X,O,X,O,X
STOLJZI,O,X,X,O,X,O,X
STOLZIJ,O,O,X,X,X,O,X
STOLZJI,O,O,X,X,X,O,X
STOJILZ,O,X,X,O,X,O,X
STOJIZL,O,X,X,O,X,X,X
STOJLIZ,O,X,X,O,X,O,X
STOJLZI,O,X,X,O,X,O,X
STOJZIL,O,X,X,O,X,X,X
STOJZLI,O,X,X,O,X,X,X
STOZILJ,O,O,X,X,X,O,X
STOZIJL,O,O,X,O,X,X,X
STOZLIJ,O,O,X,X,X,O,X
STOZLJI,O,O,X,X,X,O,X
STOZJIL,O,O,X,O,X,X,X
STOZJLI,O,O,X,O,X,X,X
SITLJZO,O,X,X,O,O,O,X
SITLJOZ,O,X,X,O,X,O,X
SITLZJO,O,O,X,X,O,O,X
SITLZOJ,O,O,X,X,O,O,X
SITLOJZ,O,X,X,O,X,O,X
SITLOZJ,O,O,X,X,X,O,X
SITJLZO,O,X,X,O,O,O,X
SITJLOZ,O,X,X,O,X,O,X
SITJZLO,O,X,X,O,O,X,X
SITJZOL,O,X,X,O,O,X,X
SITJOLZ,O,X,X,O,X,O,X
SITJOZL,O,X,X,O,X,X,X
SITZLJO,O,O,X,X,O,O,X
SITZLOJ,O,O,X,X,O,O,X
SITZJLO,O,O,X,O,O,X,X
SITZJOL,O,O,X,O,O,X,X
SITZOLJ,O,O,X,X,O,O,X
SITZOJL,O,O,X,O,O,X,X
SITOLJZ,O,X,X,O,X,O,X
SITOLZJ,O,O,X,X,X,O,X
SITOJLZ,O,X,X,O,X,O,X
SITOJZL,O,X,X,O,X,X,X
SITOZLJ,O,O,X,X,X,O,X
SITOZJL,O,O,X,O,X,X,X
SILTJZO,O,X,X,O,X,O,X
SILTJOZ,O,X,X,O,X,O,X
SILTZJO,O,X,X,X,X,O,X
SILTZOJ,O,X,X,X,X,O,X
SILTOJZ,O,X,X,O,X,O,X
SILTOZJ,O,X,X,X,X,O,X
SILJTZO,X,X,X,O,X,O,X
SILJTOZ,X,X,X,O,X,O,X
SILJZTO,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,O,O
SILJOZT,O,X,X,X,X,X,O
SILZTJO,O,X,X,X,X,O,X
SILZTOJ,O,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X
SILZOJT,O,O,X,X,X,X,X
SILOTJZ,O,X,X,O,X,O,X
SILOTZJ,O,X,X,X,X,O,X
SILOJTZ,X,X,X,O,X,O,O
SILOJZT,O,X,X,X,X,X,O
SILOZTJ,O,X,X,X,X,O,X
SILOZJT,O,O,X,X,X,X,X
SIJTLZO,X,X,X,O,O,O,X
SIJTLOZ,X,X,X,O,X,O,X
SIJTZLO,X,X,X,O,O,X,X
SIJTZOL,X,X,X,O,O,X,X
SIJTOLZ,X,X,X,O,X,O,X
SIJTOZL,X,X,X,O,X,X,X
SIJLTZO,X,X,X,O,X,O,X
SIJLTOZ,X,X,X,O,X,O,X
SIJLZTO,O,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,O,O
SIJLOZT,O,X,X,X,X,X,O
SIJZTLO,O,X,X,O,O,X,X
SIJZTOL,O,X,X,O,O,X,X
SIJZLTO,O,X,X,X,O,X,X
SIJZLOT,O,O,X,X,X,X,X
SIJZOTL,O,X,X,O,O,X,X
SIJZOLT,O,O,X,X,X,X,X
SIJOTLZ,X,X,X,O,X,O,X
SIJOTZL,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,O,X,O,O
SIJOLZT,O,X,X,X,X,X,O
SIJOZTL,O,X,X,O,X,X,X
SIJOZLT,O,O,X,X,X,X,X
SIZTLJO,O,X,X,X,O,O,X
SIZTLOJ,O,X,X,X,O,O,X
SIZTJLO,O,X,X,O,O,X,X
SIZTJOL,O,X,X,O,O,X,X
SIZTOLJ,O,X,X,X,O,O,X
SIZTOJL,O,X,X,O,O,X,X
SIZLTJO,O,X,X,X,O,O,X
SIZLTOJ,O,X,X,X,O,O,X
SIZLJTO,O,X,X,X,O,X,X
SIZLJOT,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,O,X
SIZLOJT,O,O,X,X,X,X,X
SIZJTLO,O,X,X,O,O,X,X
SIZJTOL,O,X,X,O,O,X,X
SIZJLTO,O,X,X,X,O,X,X
SIZJLOT,O,O,X,X,X,X,X
SIZJOTL,O,X,X,O,O,X,X
SIZJOLT,O,O,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,O,X
SIZOTJL,O,X,X,O,O,X,X
SIZOLTJ,O,X,X,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X
SIZOJTL,O,X,X,O,O,X,X
SIZOJLT,O,O,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,O,X
SIOTLZJ,O,O,X,X,X,O,X
SIOTJLZ,O,X,X,O,X,O,X
SIOTJZL,O,X,X,O,X,X,X
SIOTZLJ,O,O,X,X,X,O,X
SIOTZJL,O,O,X,O,X,X,X
SIOLTJZ,O,X,X,O,X,O,X
SIOLTZJ,O,X,X,X,X,O,X
SIOLJTZ,X,X,X,O,X,O,O
SIOLJZT,O,X,X,X,X,X,O
