sequence,v115@RhC8GeF8AeC8JeT/IvhF/lBRhBGjBimBUoBFsB,v115@RhC8GeF8AeC8JeT/IvhFmhBfoB6oBxlB0lBFsB,v115@RhC8GeF8AeC8Je2EJvhFRgBUiBFjBzlBfsBSyB,v115@RhC8GeF8AeC8JeT/IvhFxgBXjB0lBlmBStBOsB,v115@RhC8GeF8AeC8Jei/IvhFUiBGjBRlBfsBVyBzqB,v115@RhC8GeF8AeC8JeT/IvhFxgB+oB0lBlmB3nBisB,v115@RhC8GeF8AeC8JeT/IvhF6oBxlBmnBllB3mBcsB
SIOTJZL,O,O,O,X,O,X,X
SIOTZLJ,O,O,O,X,O,X,X
SIOTZJL,O,O,O,X,O,X,X
SIOLTJZ,O,O,O,X,O,X,X
SIOLTZJ,O,O,O,X,O,X,X
SIOLJTZ,X,O,O,X,X,X,O
SIOLJZT,O,O,O,X,X,X,O
SIOLZTJ,O,X,O,X,O,X,X
SIOLZJT,O,O,O,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X
SIOJTZL,O,X,O,X,X,X,X
SIOJLTZ,X,O,O,X,X,X,O
SIOJLZT,O,O,O,X,X,X,O
SIOJZTL,O,X,O,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X
SIOZTLJ,O,X,O,X,O,X,X
SIOZTJL,O,X,O,X,O,X,X
SIOZLTJ,O,X,O,X,O,X,X
SIOZLJT,O,O,O,X,X,X,X
SIOZJTL,O,X,O,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,O,O,O,X,O,X,X
SLTIJOZ,O,O,O,X,O,X,X
SLTIZJO,O,O,O,O,O,X,X
SLTIZOJ,O,O,O,O,O,X,X
SLTIOJZ,O,O,O,X,O,X,X
SLTIOZJ,O,O,O,O,O,X,X
SLTJIZO,O,O,O,X,O,X,X
SLTJIOZ,O,O,O,X,O,X,X
SLTJZIO,O,O,O,O,O,X,X
SLTJZOI,O,O,O,O,O,X,X
SLTJOIZ,O,O,O,X,O,X,X
SLTJOZI,O,O,O,O,O,X,X
SLTZIJO,O,O,O,O,O,X,X
SLTZIOJ,O,O,O,O,O,X,X
SLTZJIO,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,O,X,X
SLTZOIJ,O,O,O,O,O,X,X
SLTZOJI,O,O,O,O,O,X,X
SLTOIJZ,O,O,O,X,O,X,X
SLTOIZJ,O,O,O,O,O,X,X
SLTOJIZ,O,O,O,X,O,X,X
SLTOJZI,O,O,O,O,O,X,X
SLTOZIJ,O,O,O,O,O,X,X
SLTOZJI,O,O,O,O,O,X,X
SLITJZO,O,O,O,X,O,X,X
SLITJOZ,O,O,O,X,O,X,X
SLITZJO,O,O,O,O,O,X,X
SLITZOJ,O,O,O,O,O,X,X
SLITOJZ,O,O,O,X,O,X,X
SLITOZJ,O,O,O,O,O,X,X
SLIJTZO,X,X,O,X,O,X,X
SLIJTOZ,X,O,O,X,O,X,X
SLIJZTO,O,X,O,X,O,X,X
SLIJZOT,O,O,O,X,X,X,X
SLIJOTZ,X,O,O,X,X,X,O
SLIJOZT,O,O,O,X,X,X,O
SLIZTJO,O,X,O,O,O,X,X
SLIZTOJ,O,X,O,O,O,X,X
SLIZJTO,O,X,O,X,O,X,X
SLIZJOT,O,O,O,X,X,X,X
SLIZOTJ,O,X,O,O,O,X,X
SLIZOJT,O,O,O,X,X,X,X
SLIOTJZ,O,O,O,X,O,X,X
SLIOTZJ,O,O,O,O,O,X,X
SLIOJTZ,X,O,O,X,X,X,O
SLIOJZT,O,O,O,X,X,X,O
SLIOZTJ,O,X,O,O,O,X,X
SLIOZJT,O,O,O,X,X,X,X
SLJTIZO,X,O,O,X,O,X,X
SLJTIOZ,X,O,O,X,O,X,X
SLJTZIO,X,O,O,O,O,X,X
SLJTZOI,X,O,O,O,O,X,X
SLJTOIZ,X,O,O,X,O,X,X
SLJTOZI,X,O,O,O,O,X,X
SLJITZO,X,X,O,X,O,X,X
SLJITOZ,X,O,O,X,O,X,X
SLJIZTO,O,X,O,X,O,X,X
SLJIZOT,O,O,O,X,X,X,X
SLJIOTZ,X,O,O,X,X,X,O
SLJIOZT,O,O,O,X,X,X,O
SLJZTIO,O,X,O,O,O,X,X
SLJZTOI,O,X,O,O,O,X,X
SLJZITO,O,X,O,X,O,X,X
SLJZIOT,O,X,O,X,X,X,X
SLJZOTI,O,X,O,O,X,X,X
SLJZOIT,O,X,O,X,X,X,X
SLJOTIZ,X,O,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X
SLJOITZ,X,O,O,X,X,X,O
SLJOIZT,O,O,O,X,X,X,O
SLJOZTI,O,X,O,O,X,X,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,O,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,O,X,X
SLZTOIJ,O,O,O,O,O,X,X
SLZTOJI,O,O,O,O,O,X,X
SLZITJO,O,X,O,O,O,X,X
SLZITOJ,O,X,O,O,O,X,X
SLZIJTO,O,X,O,X,O,X,X
SLZIJOT,O,O,O,X,X,X,X
SLZIOTJ,O,X,O,O,O,X,X
SLZIOJT,O,O,O,X,X,X,X
SLZJTIO,O,X,O,O,O,X,X
SLZJTOI,O,X,O,O,O,X,X
SLZJITO,O,X,O,X,O,X,X
SLZJIOT,O,X,O,X,X,X,X
SLZJOTI,O,X,O,O,X,X,X
SLZJOIT,O,X,O,X,X,X,X
SLZOTIJ,O,O,O,O,O,X,X
SLZOTJI,O,O,O,O,O,X,X
SLZOITJ,O,X,O,O,O,X,X
SLZOIJT,O,O,O,X,X,X,X
SLZOJTI,O,X,O,O,X,X,X
SLZOJIT,O,X,O,X,X,X,X
SLOTIJZ,O,O,O,X,O,X,X
SLOTIZJ,O,O,O,O,O,X,X
SLOTJIZ,O,O,O,X,O,X,X
SLOTJZI,O,O,O,O,O,X,X
SLOTZIJ,O,O,O,O,O,X,X
SLOTZJI,O,O,O,O,O,X,X
SLOITJZ,O,O,O,X,O,X,X
SLOITZJ,O,O,O,O,O,X,X
SLOIJTZ,X,O,O,X,X,X,O
SLOIJZT,O,O,O,X,X,X,O
SLOIZTJ,O,X,O,O,O,X,X
SLOIZJT,O,O,O,X,X,X,X
SLOJTIZ,X,O,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X
SLOJITZ,X,O,O,X,X,X,O
SLOJIZT,O,O,O,X,X,X,O
SLOJZTI,O,X,O,O,X,X,X
SLOJZIT,O,X,O,X,X,X,X
SLOZTIJ,O,O,O,O,O,X,X
SLOZTJI,O,O,O,O,O,X,X
SLOZITJ,O,X,O,O,O,X,X
SLOZIJT,O,O,O,X,X,X,X
SLOZJTI,O,X,O,O,X,X,X
SLOZJIT,O,X,O,X,X,X,X
SJTILZO,O,O,O,X,O,X,X
SJTILOZ,O,O,O,X,O,X,X
SJTIZLO,O,O,O,X,O,O,X
SJTIZOL,O,O,O,X,O,O,X
SJTIOLZ,O,O,X,X,O,X,X
SJTIOZL,O,O,X,X,O,O,X
SJTLIZO,O,O,O,X,O,X,X
SJTLIOZ,O,O,O,X,O,X,X
SJTLZIO,O,O,O,X,O,O,X
SJTLZOI,O,O,O,X,O,O,X
SJTLOIZ,O,O,O,X,O,X,X
SJTLOZI,O,O,O,X,O,O,X
SJTZILO,O,O,O,X,O,O,X
SJTZIOL,O,O,O,X,O,O,X
SJTZLIO,O,O,O,X,O,O,X
SJTZLOI,O,O,O,X,O,O,X
SJTZOIL,O,O,O,X,O,O,X
SJTZOLI,O,O,O,X,O,O,X
SJTOILZ,O,O,O,X,O,X,X
SJTOIZL,O,O,O,X,O,O,X
SJTOLIZ,O,O,O,X,O,X,X
SJTOLZI,O,O,O,X,O,O,X
SJTOZIL,O,O,O,X,O,O,X
SJTOZLI,O,O,O,X,O,O,X
SJITLZO,O,X,O,X,O,X,X
SJITLOZ,O,O,O,X,O,X,X
SJITZLO,O,X,O,X,O,O,X
SJITZOL,O,X,O,X,O,O,X
SJITOLZ,O,O,X,X,O,X,X
SJITOZL,O,X,X,X,O,O,X
SJILTZO,X,X,O,X,O,X,X
SJILTOZ,X,O,O,X,O,X,X
SJILZTO,O,X,O,X,O,X,X
SJILZOT,O,O,O,X,X,X,X
SJILOTZ,X,O,O,X,X,X,O
SJILOZT,O,O,O,X,X,X,O
SJIZTLO,X,X,O,X,O,O,X
SJIZTOL,O,X,O,X,O,O,X
SJIZLTO,X,X,O,X,O,X,X
SJIZLOT,O,O,O,X,X,X,X
SJIZOTL,O,X,O,X,X,O,X
SJIZOLT,O,O,O,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,X
SJIOTZL,O,X,O,X,X,O,X
SJIOLTZ,X,O,O,X,X,X,O
SJIOLZT,O,O,O,X,X,X,O
SJIOZTL,O,X,O,X,X,O,X
SJIOZLT,O,O,O,X,X,X,X
SJLTIZO,X,O,O,X,O,X,X
SJLTIOZ,X,O,O,X,O,X,X
SJLTZIO,X,O,O,X,O,O,X
SJLTZOI,X,O,O,X,O,O,X
SJLTOIZ,X,O,O,X,O,X,X
SJLTOZI,X,O,O,X,O,O,X
SJLITZO,X,X,O,X,O,X,X
SJLITOZ,X,O,O,X,O,X,X
SJLIZTO,O,X,O,X,O,X,X
SJLIZOT,O,O,O,X,X,X,X
SJLIOTZ,X,O,O,X,X,X,O
SJLIOZT,O,O,O,X,X,X,O
SJLZTIO,O,X,O,X,O,O,X
SJLZTOI,O,X,O,X,O,O,X
SJLZITO,O,X,O,X,O,X,X
SJLZIOT,O,X,O,X,X,X,X
SJLZOTI,O,X,O,X,X,O,X
SJLZOIT,O,X,O,X,X,X,X
SJLOTIZ,X,O,O,X,X,X,X
SJLOTZI,X,O,O,X,X,O,X
SJLOITZ,X,O,O,X,X,X,O
SJLOIZT,O,O,O,X,X,X,O
SJLOZTI,O,X,O,X,X,O,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,O,X,O,X,O,O,X
SJZTIOL,O,X,O,X,O,O,X
SJZTLIO,O,X,O,X,O,O,X
SJZTLOI,O,X,O,X,O,O,X
SJZTOIL,O,X,O,X,O,O,X
SJZTOLI,O,X,O,X,O,O,X
SJZITLO,O,X,O,X,O,O,X
SJZITOL,O,X,O,X,O,O,X
SJZILTO,O,X,O,X,O,X,X
SJZILOT,O,X,O,X,X,X,X
SJZIOTL,O,X,O,X,X,O,X
SJZIOLT,O,X,O,X,X,X,X
SJZLTIO,O,X,O,X,O,O,X
SJZLTOI,O,X,O,X,O,O,X
SJZLITO,O,X,O,X,O,X,X
SJZLIOT,O,X,O,X,X,X,X
SJZLOTI,O,X,O,X,X,O,X
SJZLOIT,O,X,O,X,X,X,X
SJZOTIL,O,X,O,X,X,O,X
SJZOTLI,O,X,O,X,X,O,X
SJZOITL,O,X,O,X,X,O,X
SJZOILT,O,X,O,X,X,X,X
SJZOLTI,O,X,O,X,X,O,X
SJZOLIT,O,X,O,X,X,X,X
SJOTILZ,O,O,O,X,X,X,X
SJOTIZL,O,O,O,X,X,O,X
SJOTLIZ,O,O,O,X,X,X,X
SJOTLZI,O,O,O,X,X,O,X
SJOTZIL,O,O,O,X,X,O,X
SJOTZLI,O,O,O,X,X,O,X
SJOITLZ,O,O,O,X,X,X,X
SJOITZL,O,X,O,X,X,O,X
SJOILTZ,X,O,O,X,X,X,O
SJOILZT,O,O,O,X,X,X,O
SJOIZTL,O,X,O,X,X,O,X
SJOIZLT,O,O,O,X,X,X,X
SJOLTIZ,X,O,O,X,X,X,X
SJOLTZI,X,O,O,X,X,O,X
SJOLITZ,X,O,O,X,X,X,O
SJOLIZT,O,O,O,X,X,X,O
SJOLZTI,O,X,O,X,X,O,X
SJOLZIT,O,X,O,X,X,X,X
SJOZTIL,O,X,O,X,X,O,X
SJOZTLI,O,X,O,X,X,O,X
SJOZITL,O,X,O,X,X,O,X
SJOZILT,O,X,O,X,X,X,X
SJOZLTI,O,X,O,X,X,O,X
SJOZLIT,O,X,O,X,X,X,X
SZTILJO,O,O,X,O,O,X,X
SZTILOJ,O,O,X,O,O,X,X
SZTIJLO,O,O,O,X,O,O,X
SZTIJOL,O,O,O,X,O,O,X
SZTIOLJ,O,O,O,O,O,X,X
SZTIOJL,O,O,O,X,O,O,X
SZTLIJO,O,O,O,O,O,X,X
SZTLIOJ,O,O,O,O,O,X,X
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,X,X
SZTLOIJ,O,O,O,O,O,X,X
SZTLOJI,O,O,O,O,O,X,X
SZTJILO,O,O,O,X,O,O,X
SZTJIOL,O,O,O,X,O,O,X
SZTJLIO,O,O,O,X,O,O,X
SZTJLOI,O,O,O,X,O,O,X
SZTJOIL,O,O,O,X,O,O,X
SZTJOLI,O,O,O,X,O,O,X
SZTOILJ,O,O,O,O,O,X,X
SZTOIJL,O,O,O,X,O,O,X
SZTOLIJ,O,O,O,O,O,X,X
SZTOLJI,O,O,O,O,O,X,X
SZTOJIL,O,O,O,X,O,O,X
SZTOJLI,O,O,O,X,O,O,X
SZITLJO,O,X,X,O,O,X,X
SZITLOJ,O,X,X,O,O,X,X
SZITJLO,O,X,O,X,O,O,X
SZITJOL,O,X,O,X,O,O,X
SZITOLJ,O,X,O,O,O,X,X
SZITOJL,O,X,O,X,O,O,X
SZILTJO,O,X,O,O,O,X,X
SZILTOJ,O,X,O,O,O,X,X
SZILJTO,O,X,O,X,O,X,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,X,O,O,O,X,X
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,O,X,O,X,O,O,X
SZIJTOL,O,X,O,X,O,O,X
SZIJLTO,O,X,O,X,O,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,X,O,X,X,O,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,X,O,O,O,X,X
SZIOTJL,O,X,O,X,O,O,X
SZIOLTJ,O,X,O,O,O,X,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,X,O,X,X,O,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,O,O,O,X,X
SZLTIOJ,O,O,O,O,O,X,X
SZLTJIO,O,O,O,O,O,X,X
SZLTJOI,O,O,O,O,O,X,X
SZLTOIJ,O,O,O,O,O,X,X
SZLTOJI,O,O,O,O,O,X,X
SZLITJO,O,X,O,O,O,X,X
SZLITOJ,O,X,O,O,O,X,X
SZLIJTO,O,X,O,X,O,X,X
SZLIJOT,O,O,O,X,X,X,X
SZLIOTJ,O,X,O,O,O,X,X
SZLIOJT,O,O,O,X,X,X,X
SZLJTIO,O,X,O,O,O,X,X
SZLJTOI,O,X,O,O,O,X,X
SZLJITO,O,X,O,X,O,X,X
SZLJIOT,O,X,O,X,X,X,X
SZLJOTI,O,X,O,O,X,X,X
SZLJOIT,O,X,O,X,X,X,X
SZLOTIJ,O,O,O,O,O,X,X
SZLOTJI,O,O,O,O,O,X,X
SZLOITJ,O,X,O,O,O,X,X
SZLOIJT,O,O,O,X,X,X,X
SZLOJTI,O,X,O,O,X,X,X
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,O,X,O,X,O,O,X
SZJTIOL,O,X,O,X,O,O,X
SZJTLIO,O,X,O,X,O,O,X
SZJTLOI,O,X,O,X,O,O,X
SZJTOIL,O,X,O,X,O,O,X
SZJTOLI,O,X,O,X,O,O,X
SZJITLO,O,X,O,X,O,O,X
SZJITOL,O,X,O,X,O,O,X
SZJILTO,O,X,O,X,O,X,X
SZJILOT,O,X,O,X,X,X,X
SZJIOTL,O,X,O,X,X,O,X
SZJIOLT,O,X,O,X,X,X,X
SZJLTIO,O,X,O,X,O,O,X
SZJLTOI,O,X,O,X,O,O,X
SZJLITO,O,X,O,X,O,X,X
SZJLIOT,O,X,O,X,X,X,X
SZJLOTI,O,X,O,X,X,O,X
SZJLOIT,O,X,O,X,X,X,X
SZJOTIL,O,X,O,X,X,O,X
SZJOTLI,O,X,O,X,X,O,X
SZJOITL,O,X,O,X,X,O,X
SZJOILT,O,X,O,X,X,X,X
SZJOLTI,O,X,O,X,X,O,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,O,O,O,O,O,X,X
SZOTIJL,O,O,O,X,O,O,X
SZOTLIJ,O,O,O,O,O,X,X
SZOTLJI,O,O,O,O,O,X,X
SZOTJIL,O,O,O,X,O,O,X
SZOTJLI,O,O,O,X,O,O,X
SZOITLJ,O,X,O,O,O,X,X
SZOITJL,O,X,O,X,O,O,X
SZOILTJ,O,X,O,O,O,X,X
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,O,X,O,X,X,O,X
SZOIJLT,O,O,O,X,X,X,X
SZOLTIJ,O,O,O,O,O,X,X
SZOLTJI,O,O,O,O,O,X,X
SZOLITJ,O,X,O,O,O,X,X
SZOLIJT,O,O,O,X,X,X,X
SZOLJTI,O,X,O,O,X,X,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,O,X,O,X,X,O,X
SZOJTLI,O,X,O,X,X,O,X
SZOJITL,O,X,O,X,X,O,X
SZOJILT,O,X,O,X,X,X,X
SZOJLTI,O,X,O,X,X,O,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,O,O,O,X,O,X,X
SOTILZJ,O,O,O,X,O,X,X
SOTIJLZ,O,O,O,X,O,X,X
SOTIJZL,O,O,O,X,O,X,X
SOTIZLJ,O,O,O,X,O,X,X
SOTIZJL,O,O,O,X,O,X,X
SOTLIJZ,O,O,O,X,O,X,X
SOTLIZJ,O,O,O,O,O,X,X
SOTLJIZ,O,O,O,X,O,X,X
SOTLJZI,O,O,O,O,O,X,X
SOTLZIJ,O,O,O,O,O,X,X
SOTLZJI,O,O,O,O,O,X,X
SOTJILZ,O,O,O,X,O,X,X
SOTJIZL,O,O,O,X,O,O,X
SOTJLIZ,O,O,O,X,O,X,X
SOTJLZI,O,O,O,X,O,O,X
SOTJZIL,O,O,O,X,O,O,X
SOTJZLI,O,O,O,X,O,O,X
SOTZILJ,O,O,O,O,O,X,X
SOTZIJL,O,O,O,X,O,O,X
SOTZLIJ,O,O,O,O,O,X,X
SOTZLJI,O,O,O,O,O,X,X
SOTZJIL,O,O,O,X,O,O,X
SOTZJLI,O,O,O,X,O,O,X
SOITLJZ,O,O,O,X,O,X,X
SOITLZJ,O,O,O,X,O,X,X
SOITJLZ,O,O,O,X,O,X,X
SOITJZL,O,O,O,X,O,X,X
SOITZLJ,O,O,O,X,O,X,X
SOITZJL,O,O,O,X,O,X,X
SOILTJZ,O,O,O,X,O,X,X
SOILTZJ,O,O,O,X,O,X,X
SOILJTZ,X,O,O,X,X,X,O
SOILJZT,O,O,O,X,X,X,O
SOILZTJ,O,X,O,X,O,X,X
SOILZJT,O,O,O,X,X,X,X
SOIJTLZ,O,O,O,X,X,X,X
SOIJTZL,O,X,O,X,X,X,X
SOIJLTZ,X,O,O,X,X,X,O
SOIJLZT,O,O,O,X,X,X,O
SOIJZTL,O,X,O,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X
SOIZTLJ,O,X,O,X,O,X,X
SOIZTJL,O,X,O,X,O,X,X
SOIZLTJ,O,X,O,X,O,X,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,X,O,X,X,X,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,O,O,O,X,O,X,X
SOLTIZJ,O,O,O,O,O,X,X
SOLTJIZ,O,O,O,X,O,X,X
SOLTJZI,O,O,O,O,O,X,X
SOLTZIJ,O,O,O,O,O,X,X
SOLTZJI,O,O,O,O,O,X,X
SOLITJZ,O,O,O,X,O,X,X
SOLITZJ,O,O,O,O,O,X,X
SOLIJTZ,X,O,O,X,X,X,O
SOLIJZT,O,O,O,X,X,X,O
SOLIZTJ,O,X,O,O,O,X,X
SOLIZJT,O,O,O,X,X,X,X
SOLJTIZ,X,O,O,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X
SOLJITZ,X,O,O,X,X,X,O
SOLJIZT,O,O,O,X,X,X,O
SOLJZTI,O,X,O,O,X,X,X
SOLJZIT,O,X,O,X,X,X,X
SOLZTIJ,O,O,O,O,O,X,X
SOLZTJI,O,O,O,O,O,X,X
SOLZITJ,O,X,O,O,O,X,X
SOLZIJT,O,O,O,X,X,X,X
SOLZJTI,O,X,O,O,X,X,X
SOLZJIT,O,X,O,X,X,X,X
SOJTILZ,O,O,O,X,X,X,X
SOJTIZL,O,O,O,X,X,O,X
SOJTLIZ,O,O,O,X,X,X,X
SOJTLZI,O,O,O,X,X,O,X
SOJTZIL,O,O,O,X,X,O,X
SOJTZLI,O,O,O,X,X,O,X
SOJITLZ,O,O,O,X,X,X,X
SOJITZL,O,X,O,X,X,O,X
SOJILTZ,X,O,O,X,X,X,O
SOJILZT,O,O,O,X,X,X,O
SOJIZTL,O,X,O,X,X,O,X
SOJIZLT,O,O,O,X,X,X,X
SOJLTIZ,X,O,O,X,X,X,X
SOJLTZI,X,O,O,X,X,O,X
SOJLITZ,X,O,O,X,X,X,O
SOJLIZT,O,O,O,X,X,X,O
SOJLZTI,O,X,O,X,X,O,X
SOJLZIT,O,X,O,X,X,X,X
SOJZTIL,O,X,O,X,X,O,X
SOJZTLI,O,X,O,X,X,O,X
SOJZITL,O,X,O,X,X,O,X
SOJZILT,O,X,O,X,X,X,X
SOJZLTI,O,X,O,X,X,O,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,O,O,O,O,O,X,X
SOZTIJL,O,O,O,X,O,O,X
SOZTLIJ,O,O,O,O,O,X,X
SOZTLJI,O,O,O,O,O,X,X
SOZTJIL,O,O,O,X,O,O,X
SOZTJLI,O,O,O,X,O,O,X
SOZITLJ,O,X,O,O,O,X,X
SOZITJL,O,X,O,X,O,O,X
SOZILTJ,O,X,O,O,O,X,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,X,O,X,X,O,X
SOZIJLT,O,O,O,X,X,X,X
SOZLTIJ,O,O,O,O,O,X,X
SOZLTJI,O,O,O,O,O,X,X
SOZLITJ,O,X,O,O,O,X,X
SOZLIJT,O,O,O,X,X,X,X
SOZLJTI,O,X,O,O,X,X,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,O,X,O,X,X,O,X
SOZJTLI,O,X,O,X,X,O,X
SOZJITL,O,X,O,X,X,O,X
SOZJILT,O,X,O,X,X,X,X
SOZJLTI,O,X,O,X,X,O,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,O,X,X,O,O,O,X
ZTILJOS,O,X,X,O,X,O,X
ZTILSJO,O,X,X,O,O,X,X
ZTILSOJ,O,X,X,O,O,X,X
ZTILOJS,O,X,X,O,X,O,X
ZTILOSJ,O,X,X,O,X,X,X
ZTIJLSO,O,X,X,O,O,O,X
ZTIJLOS,O,X,X,O,X,O,X
ZTIJSLO,O,O,X,X,O,O,X
ZTIJSOL,O,O,X,X,O,O,X
ZTIJOLS,O,X,X,O,X,O,X
ZTIJOSL,O,O,X,X,X,O,X
ZTISLJO,O,O,X,O,O,X,X
ZTISLOJ,O,O,X,O,O,X,X
ZTISJLO,O,O,X,X,O,O,X
ZTISJOL,O,O,X,X,O,O,X
ZTISOLJ,O,O,X,O,O,X,X
ZTISOJL,O,O,X,X,O,O,X
ZTIOLJS,O,X,X,O,X,O,X
ZTIOLSJ,O,X,X,O,X,X,X
ZTIOJLS,O,X,X,O,X,O,X
ZTIOJSL,O,O,X,X,X,O,X
ZTIOSLJ,O,O,X,O,X,X,X
ZTIOSJL,O,O,X,X,X,O,X
ZTLIJSO,O,X,X,O,O,O,X
ZTLIJOS,O,X,X,O,X,O,X
ZTLISJO,O,X,X,O,O,X,X
ZTLISOJ,O,X,X,O,O,X,X
ZTLIOJS,O,X,X,O,X,O,X
ZTLIOSJ,O,X,X,O,X,X,X
ZTLJISO,O,X,X,O,O,O,X
ZTLJIOS,O,X,X,O,X,O,X
ZTLJSIO,O,X,X,O,O,O,X
ZTLJSOI,O,X,X,O,O,O,X
ZTLJOIS,O,X,X,O,X,O,X
ZTLJOSI,O,X,X,O,X,O,X
ZTLSIJO,O,X,X,O,O,X,X
ZTLSIOJ,O,X,X,O,O,X,X
ZTLSJIO,O,X,X,O,O,X,X
ZTLSJOI,O,X,X,O,O,X,X
ZTLSOIJ,O,X,X,O,O,X,X
ZTLSOJI,O,X,X,O,O,X,X
ZTLOIJS,O,X,X,O,X,O,X
ZTLOISJ,O,X,X,O,X,X,X
ZTLOJIS,O,X,X,O,X,O,X
ZTLOJSI,O,X,X,O,X,O,X
ZTLOSIJ,O,X,X,O,X,X,X
ZTLOSJI,O,X,X,O,X,X,X
ZTJILSO,O,X,X,O,O,O,X
ZTJILOS,O,X,X,O,X,O,X
ZTJISLO,O,O,X,X,O,O,X
ZTJISOL,O,O,X,X,O,O,X
ZTJIOLS,O,X,X,O,X,O,X
ZTJIOSL,O,O,X,X,X,O,X
ZTJLISO,O,X,X,O,O,O,X
ZTJLIOS,O,X,X,O,X,O,X
ZTJLSIO,O,X,X,O,O,O,X
ZTJLSOI,O,X,X,O,O,O,X
ZTJLOIS,O,X,X,O,X,O,X
ZTJLOSI,O,X,X,O,X,O,X
ZTJSILO,O,O,X,X,O,O,X
ZTJSIOL,O,O,X,X,O,O,X
ZTJSLIO,O,O,X,X,O,O,X
ZTJSLOI,O,O,X,X,O,O,X
ZTJSOIL,O,O,X,X,O,O,X
ZTJSOLI,O,O,X,X,O,O,X
ZTJOILS,O,X,X,O,X,O,X
ZTJOISL,O,O,X,X,X,O,X
ZTJOLIS,O,X,X,O,X,O,X
ZTJOLSI,O,X,X,O,X,O,X
ZTJOSIL,O,O,X,X,X,O,X
ZTJOSLI,O,O,X,X,X,O,X
ZTSILJO,O,O,X,O,O,X,X
ZTSILOJ,O,O,X,O,O,X,X
ZTSIJLO,O,O,X,X,O,O,X
ZTSIJOL,O,O,X,X,O,O,X
ZTSIOLJ,O,O,X,O,O,X,X
ZTSIOJL,O,O,X,X,O,O,X
ZTSLIJO,O,O,X,O,O,X,X
ZTSLIOJ,O,O,X,O,O,X,X
ZTSLJIO,O,O,X,O,O,X,X
ZTSLJOI,O,O,X,O,O,X,X
ZTSLOIJ,O,O,X,O,O,X,X
ZTSLOJI,O,O,X,O,O,X,X
ZTSJILO,O,O,X,X,O,O,X
ZTSJIOL,O,O,X,X,O,O,X
ZTSJLIO,O,O,X,X,O,O,X
ZTSJLOI,O,O,X,X,O,O,X
ZTSJOIL,O,O,X,X,O,O,X
ZTSJOLI,O,O,X,X,O,O,X
ZTSOILJ,O,O,X,O,O,X,X
ZTSOIJL,O,O,X,X,O,O,X
ZTSOLIJ,O,O,X,O,O,X,X
ZTSOLJI,O,O,X,O,O,X,X
ZTSOJIL,O,O,X,X,O,O,X
ZTSOJLI,O,O,X,X,O,O,X
ZTOILJS,O,X,X,O,X,O,X
ZTOILSJ,O,X,X,O,X,X,X
ZTOIJLS,O,X,X,O,X,O,X
ZTOIJSL,O,O,X,X,X,O,X
ZTOISLJ,O,O,X,O,X,X,X
ZTOISJL,O,O,X,X,X,O,X
ZTOLIJS,O,X,X,O,X,O,X
ZTOLISJ,O,X,X,O,X,X,X
ZTOLJIS,O,X,X,O,X,O,X
ZTOLJSI,O,X,X,O,X,O,X
ZTOLSIJ,O,X,X,O,X,X,X
ZTOLSJI,O,X,X,O,X,X,X
ZTOJILS,O,X,X,O,X,O,X
ZTOJISL,O,O,X,X,X,O,X
ZTOJLIS,O,X,X,O,X,O,X
ZTOJLSI,O,X,X,O,X,O,X
ZTOJSIL,O,O,X,X,X,O,X
ZTOJSLI,O,O,X,X,X,O,X
ZTOSILJ,O,O,X,O,X,X,X
ZTOSIJL,O,O,X,X,X,O,X
