sequence,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFlhB3iB5oBU?mBywBzsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFXhBliB5oBU?nBTrByxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFiiB5oBFmBf?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PexAJvhF/nBGjBilBc?rBVxBTtB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF/nB5oBFmBa?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF6oBFmBXnB0?nBTrBxxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhB6oBFmB3?rBUtBTsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhBTnB0rBX?tB6tBFrB
SJIOLTZ,O,O,X,X,X,O,X,X
SJIOLZT,O,O,O,X,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X,O
SJIOZLT,O,O,O,X,X,X,X,O
SJLTIZO,O,O,O,X,X,O,O,X
SJLTIOZ,O,O,X,X,X,O,X,X
SJLTZIO,O,O,O,X,X,X,X,X
SJLTZOI,O,O,O,X,X,X,X,X
SJLTOIZ,O,O,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X
SJLITZO,O,O,O,X,X,O,X,X
SJLITOZ,O,O,X,X,X,O,X,X
SJLIZTO,O,O,O,X,X,O,X,X
SJLIZOT,O,O,O,X,X,X,X,X
SJLIOTZ,O,O,X,X,X,O,X,X
SJLIOZT,O,O,O,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,O,X
SJLZTOI,O,O,O,X,X,X,O,X
SJLZITO,O,O,O,X,X,X,O,X
SJLZIOT,O,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,O,O
SJLZOIT,O,O,O,X,X,X,X,O
SJLOTIZ,O,O,X,X,X,X,X,X
SJLOTZI,O,O,X,X,X,X,X,X
SJLOITZ,O,O,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X,O
SJLOZIT,O,O,O,X,X,X,X,O
SJZTILO,O,O,O,X,O,X,O,X
SJZTIOL,O,O,O,X,O,X,O,X
SJZTLIO,O,X,O,X,O,X,O,X
SJZTLOI,O,X,O,X,X,X,O,X
SJZTOIL,O,X,O,X,O,X,O,O
SJZTOLI,X,X,O,X,X,X,O,O
SJZITLO,O,O,O,X,O,X,O,X
SJZITOL,O,O,O,X,O,X,O,X
SJZILTO,O,O,O,X,O,X,O,X
SJZILOT,O,O,O,X,X,X,X,X
SJZIOTL,O,O,O,X,O,X,X,O
SJZIOLT,O,O,O,X,X,X,X,O
SJZLTIO,O,O,O,X,O,X,O,X
SJZLTOI,O,O,O,X,X,X,O,X
SJZLITO,O,O,O,X,O,X,O,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O,O
SJZLOIT,O,O,O,X,X,X,X,O
SJZOTIL,O,O,O,X,O,X,O,O
SJZOTLI,O,O,O,X,X,X,O,O
SJZOITL,O,O,O,X,O,X,X,O
SJZOILT,O,O,O,X,X,X,X,O
SJZOLTI,O,O,O,X,X,X,O,O
SJZOLIT,O,O,O,X,X,X,X,O
SJOTILZ,O,O,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,O,X
SJOTLIZ,O,O,X,X,X,X,X,X
SJOTLZI,O,O,X,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,O
SJOTZLI,O,O,X,X,X,X,X,O
SJOITLZ,O,O,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X,X
SJOILZT,O,O,O,X,X,X,X,X
SJOIZTL,O,O,O,X,X,X,X,O
SJOIZLT,O,O,O,X,X,X,X,O
SJOLTIZ,O,O,X,X,X,X,X,X
SJOLTZI,O,O,X,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X
SJOLZTI,O,O,O,X,X,X,X,O
SJOLZIT,O,O,O,X,X,X,X,O
SJOZTIL,O,O,O,X,X,X,X,O
SJOZTLI,O,O,O,X,X,X,X,O
SJOZITL,O,O,O,X,X,X,X,O
SJOZILT,O,O,O,X,X,X,X,O
SJOZLTI,O,O,O,X,X,X,X,O
SJOZLIT,O,O,O,X,X,X,X,O
SZTILJO,O,X,O,O,O,X,O,X
SZTILOJ,X,X,O,O,X,X,O,X
SZTIJLO,O,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,O,X,O,X
SZTIOLJ,X,X,O,X,X,X,O,X
SZTIOJL,O,X,O,O,O,X,O,X
SZTLIJO,O,X,O,O,O,X,O,X
SZTLIOJ,O,X,O,O,X,X,O,X
SZTLJIO,O,X,O,O,O,X,O,X
SZTLJOI,O,X,O,O,X,X,O,X
SZTLOIJ,O,X,O,O,X,X,O,X
SZTLOJI,O,X,O,O,X,X,O,X
SZTJILO,O,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,O,X,O,X
SZTJLIO,O,X,O,O,O,X,O,X
SZTJLOI,O,X,O,O,X,X,O,X
SZTJOIL,O,X,O,O,O,X,O,O
SZTJOLI,X,X,O,O,X,X,O,O
SZTOILJ,X,X,O,X,X,X,O,X
SZTOIJL,O,X,O,O,O,X,O,O
SZTOLIJ,X,X,O,O,X,X,O,X
SZTOLJI,X,X,O,O,X,X,O,X
SZTOJIL,O,X,O,O,O,X,O,O
SZTOJLI,X,X,O,O,X,X,O,O
SZITLJO,O,X,O,O,O,X,O,X
SZITLOJ,X,X,O,X,X,X,O,X
SZITJLO,O,O,O,O,O,X,O,X
SZITJOL,O,O,O,O,O,X,O,X
SZITOLJ,X,X,O,X,X,X,O,X
SZITOJL,O,X,O,O,O,X,O,X
SZILTJO,O,O,O,X,O,X,O,X
SZILTOJ,O,O,O,X,X,X,O,X
SZILJTO,O,O,O,X,O,X,O,X
SZILJOT,O,O,O,X,X,X,X,X
SZILOTJ,O,O,O,X,X,X,X,X
SZILOJT,O,O,O,X,X,X,X,X
SZIJTLO,O,O,O,X,O,X,O,X
SZIJTOL,O,O,O,X,O,X,O,X
SZIJLTO,O,O,O,X,O,X,O,X
SZIJLOT,O,O,O,X,X,X,X,X
SZIJOTL,O,O,O,X,O,X,X,O
SZIJOLT,O,O,O,X,X,X,X,O
SZIOTLJ,O,O,O,O,X,X,X,X
SZIOTJL,O,O,O,O,O,X,X,O
SZIOLTJ,O,O,O,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,O
SZIOJTL,O,O,O,X,O,X,X,O
SZIOJLT,O,O,O,X,X,X,X,O
SZLTIJO,O,O,O,O,O,X,O,X
SZLTIOJ,O,O,O,O,X,X,O,X
SZLTJIO,O,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,X,X,O,X
SZLTOIJ,O,O,O,O,X,X,O,X
SZLTOJI,O,O,O,O,X,X,O,X
SZLITJO,O,O,O,O,O,X,O,X
SZLITOJ,O,O,O,O,X,X,O,X
SZLIJTO,O,O,O,X,O,X,O,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,O,O,O,X,X,X,X
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,X,X,X,O,X
SZLJITO,O,O,O,X,O,X,O,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O,O
SZLJOIT,O,O,O,X,X,X,X,O
SZLOTIJ,O,O,O,O,X,X,O,X
SZLOTJI,O,O,O,O,X,X,O,X
SZLOITJ,O,O,O,O,X,X,X,X
SZLOIJT,O,O,O,X,X,X,X,O
SZLOJTI,O,O,O,X,X,X,O,O
SZLOJIT,O,O,O,X,X,X,X,O
SZJTILO,O,O,O,X,O,X,O,X
SZJTIOL,O,O,O,X,O,X,O,X
SZJTLIO,O,X,O,X,O,X,O,X
SZJTLOI,O,X,O,X,X,X,O,X
SZJTOIL,O,X,O,X,O,X,O,O
SZJTOLI,X,X,O,X,X,X,O,O
SZJITLO,O,O,O,X,O,X,O,X
SZJITOL,O,O,O,X,O,X,O,X
SZJILTO,O,O,O,X,O,X,O,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,O,O,X,O,X,X,O
SZJIOLT,O,O,O,X,X,X,X,O
SZJLTIO,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,X,X,X,O,X
SZJLITO,O,O,O,X,O,X,O,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O,O
SZJLOIT,O,O,O,X,X,X,X,O
SZJOTIL,O,O,O,X,O,X,O,O
SZJOTLI,O,O,O,X,X,X,O,O
SZJOITL,O,O,O,X,O,X,X,O
SZJOILT,O,O,O,X,X,X,X,O
SZJOLTI,O,O,O,X,X,X,O,O
SZJOLIT,O,O,O,X,X,X,X,O
SZOTILJ,O,O,O,O,X,X,O,X
SZOTIJL,O,O,O,O,O,X,O,O
SZOTLIJ,O,O,O,O,X,X,O,X
SZOTLJI,O,O,O,O,X,X,O,X
SZOTJIL,O,O,O,O,O,X,O,O
SZOTJLI,O,O,O,O,X,X,O,O
SZOITLJ,O,O,O,O,X,X,X,X
SZOITJL,O,O,O,O,O,X,X,O
SZOILTJ,O,O,O,X,X,X,X,X
SZOILJT,O,O,O,X,X,X,X,O
SZOIJTL,O,O,O,X,O,X,X,O
SZOIJLT,O,O,O,X,X,X,X,O
SZOLTIJ,O,O,O,O,X,X,O,X
SZOLTJI,O,O,O,O,X,X,O,X
SZOLITJ,O,O,O,O,X,X,X,X
SZOLIJT,O,O,O,X,X,X,X,O
SZOLJTI,O,O,O,X,X,X,O,O
SZOLJIT,O,O,O,X,X,X,X,O
SZOJTIL,O,O,O,X,O,X,O,O
SZOJTLI,O,O,O,X,X,X,O,O
SZOJITL,O,O,O,X,O,X,X,O
SZOJILT,O,O,O,X,X,X,X,O
SZOJLTI,O,O,O,X,X,X,O,O
SZOJLIT,O,O,O,X,X,X,X,O
SOTILJZ,O,O,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,O,X,X,O,X
SOTIZLJ,O,O,X,O,X,X,O,X
SOTIZJL,O,O,X,O,X,X,O,X
SOTLIJZ,O,O,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X
SOTLZIJ,O,O,X,O,X,X,X,X
SOTLZJI,O,O,X,O,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,O,X,X,O,X
SOTJLIZ,O,O,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,O
SOTJZLI,O,O,X,O,X,X,X,O
SOTZILJ,O,O,X,O,X,X,X,X
SOTZIJL,O,O,X,O,X,X,X,O
SOTZLIJ,O,O,X,O,X,X,X,X
SOTZLJI,O,O,X,O,X,X,X,X
SOTZJIL,O,O,X,O,X,X,X,O
SOTZJLI,O,O,X,O,X,X,X,O
SOITLJZ,O,O,X,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,X,X,X,X,X,X
SOILTJZ,O,O,X,X,X,X,X,X
SOILTZJ,O,O,X,X,X,X,X,X
SOILJTZ,O,O,X,X,X,X,X,X
SOILJZT,O,O,O,X,X,X,X,X
SOILZTJ,O,O,O,X,X,X,X,X
SOILZJT,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,X,X
SOIJLZT,O,O,O,X,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,O
SOIJZLT,O,O,O,X,X,X,X,O
SOIZTLJ,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,X,X,X,X,O
SOIZLTJ,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X,O
SOIZJTL,O,O,O,X,X,X,X,O
SOIZJLT,O,O,O,X,X,X,X,O
SOLTIJZ,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,X,X,X,X,X
SOLTJZI,O,O,X,X,X,X,X,X
SOLTZIJ,O,O,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X
SOLIJTZ,O,O,X,X,X,X,X,X
SOLIJZT,O,O,O,X,X,X,X,X
SOLIZTJ,O,O,O,O,X,X,X,X
SOLIZJT,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,X,X,X,X,X,X
SOLJTZI,O,O,X,X,X,X,X,X
SOLJITZ,O,O,X,X,X,X,X,X
SOLJIZT,O,O,O,X,X,X,X,X
SOLJZTI,O,O,O,X,X,X,X,O
SOLJZIT,O,O,O,X,X,X,X,O
SOLZTIJ,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,O,X,X,X,X
SOLZITJ,O,O,O,O,X,X,X,X
SOLZIJT,O,O,O,X,X,X,X,O
SOLZJTI,O,O,O,X,X,X,X,O
SOLZJIT,O,O,O,X,X,X,X,O
SOJTILZ,O,O,X,X,X,X,X,X
SOJTIZL,O,O,X,X,X,X,O,X
SOJTLIZ,O,O,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X,X
SOJTZIL,O,O,X,X,X,X,X,O
SOJTZLI,O,O,X,X,X,X,X,O
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X
SOJILTZ,O,O,X,X,X,X,X,X
SOJILZT,O,O,O,X,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X,O
SOJIZLT,O,O,O,X,X,X,X,O
SOJLTIZ,O,O,X,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X,X
SOJLITZ,O,O,X,X,X,X,X,X
SOJLIZT,O,O,O,X,X,X,X,X
SOJLZTI,O,O,O,X,X,X,X,O
SOJLZIT,O,O,O,X,X,X,X,O
SOJZTIL,O,O,O,X,X,X,X,O
SOJZTLI,O,O,O,X,X,X,X,O
SOJZITL,O,O,O,X,X,X,X,O
SOJZILT,O,O,O,X,X,X,X,O
SOJZLTI,O,O,O,X,X,X,X,O
SOJZLIT,O,O,O,X,X,X,X,O
SOZTILJ,O,O,O,O,X,X,X,X
SOZTIJL,O,O,O,O,X,X,X,O
SOZTLIJ,O,O,O,O,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X
SOZTJIL,O,O,O,O,X,X,X,O
SOZTJLI,O,O,O,O,X,X,X,O
SOZITLJ,O,O,O,O,X,X,X,X
SOZITJL,O,O,O,O,X,X,X,O
SOZILTJ,O,O,O,X,X,X,X,X
SOZILJT,O,O,O,X,X,X,X,O
SOZIJTL,O,O,O,X,X,X,X,O
SOZIJLT,O,O,O,X,X,X,X,O
SOZLTIJ,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,O,O,X,X,X,X
SOZLIJT,O,O,O,X,X,X,X,O
SOZLJTI,O,O,O,X,X,X,X,O
SOZLJIT,O,O,O,X,X,X,X,O
SOZJTIL,O,O,O,X,X,X,X,O
SOZJTLI,O,O,O,X,X,X,X,O
SOZJITL,O,O,O,X,X,X,X,O
SOZJILT,O,O,O,X,X,X,X,O
SOZJLTI,O,O,O,X,X,X,X,O
SOZJLIT,O,O,O,X,X,X,X,O
ZTILJSO,O,O,O,O,O,O,X,X
ZTILJOS,O,O,X,X,X,X,X,X
ZTILSJO,O,O,O,O,O,O,X,X
ZTILSOJ,O,O,O,O,X,X,X,X
ZTILOJS,O,O,X,X,X,X,X,X
ZTILOSJ,O,O,X,O,X,X,X,X
ZTIJLSO,O,O,O,X,O,O,X,X
ZTIJLOS,O,O,X,X,X,X,X,X
ZTIJSLO,O,O,O,O,O,O,X,X
ZTIJSOL,O,O,O,O,O,X,X,X
ZTIJOLS,O,X,X,X,X,X,X,X
ZTIJOSL,O,O,O,X,O,X,X,X
ZTISLJO,O,X,O,O,O,O,X,X
ZTISLOJ,X,X,O,O,X,X,X,X
ZTISJLO,O,O,O,O,O,O,X,X
ZTISJOL,O,O,O,O,O,X,X,X
ZTISOLJ,X,X,O,X,X,X,X,X
ZTISOJL,O,X,O,O,O,X,X,X
ZTIOLJS,O,X,X,X,X,X,X,X
ZTIOLSJ,O,X,X,O,X,X,X,X
ZTIOJLS,O,X,X,X,X,X,X,X
ZTIOJSL,O,O,O,O,O,X,X,X
ZTIOSLJ,O,X,O,O,X,X,X,X
ZTIOSJL,O,O,O,O,O,X,X,X
ZTLIJSO,O,O,O,O,O,O,X,X
ZTLIJOS,O,O,X,X,X,X,X,X
ZTLISJO,O,O,O,O,O,O,X,X
ZTLISOJ,O,O,O,O,X,X,X,X
ZTLIOJS,O,O,X,O,X,X,X,X
ZTLIOSJ,O,O,X,O,X,X,X,X
ZTLJISO,O,O,O,O,O,O,X,X
ZTLJIOS,O,O,X,X,X,X,X,X
ZTLJSIO,O,O,X,O,O,X,O,X
ZTLJSOI,O,O,X,O,X,X,O,X
ZTLJOIS,O,O,X,X,X,X,X,X
ZTLJOSI,O,O,X,X,X,X,X,X
ZTLSIJO,O,O,X,O,O,X,O,X
ZTLSIOJ,O,O,X,O,X,X,O,X
ZTLSJIO,O,O,X,O,O,X,O,X
ZTLSJOI,O,O,X,O,X,X,O,X
ZTLSOIJ,O,O,X,O,X,X,O,X
ZTLSOJI,O,O,X,O,X,X,O,X
ZTLOIJS,O,O,X,O,X,X,X,X
ZTLOISJ,O,O,X,O,X,X,X,X
ZTLOJIS,O,O,X,O,X,X,X,X
ZTLOJSI,O,O,X,O,X,X,X,X
ZTLOSIJ,O,O,X,O,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,X,X
ZTJILSO,O,O,O,X,O,O,X,X
ZTJILOS,O,O,X,X,X,X,X,X
ZTJISLO,O,O,O,O,O,O,X,X
ZTJISOL,O,O,O,O,O,X,X,X
ZTJIOLS,O,X,X,X,X,X,X,X
ZTJIOSL,O,O,O,X,O,X,X,X
ZTJLISO,O,O,O,O,O,O,X,X
ZTJLIOS,O,O,X,X,X,X,X,X
ZTJLSIO,O,O,X,O,O,X,O,X
ZTJLSOI,O,O,X,O,X,X,O,X
ZTJLOIS,O,O,X,X,X,X,X,X
ZTJLOSI,O,O,X,X,X,X,X,X
ZTJSILO,O,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,O,X,O,X
ZTJSLIO,O,X,X,O,O,X,O,X
ZTJSLOI,O,X,X,O,X,X,O,X
ZTJSOIL,O,X,X,O,O,X,O,O
ZTJSOLI,X,X,X,O,X,X,O,O
ZTJOILS,O,X,X,X,X,X,X,X
ZTJOISL,O,O,O,X,O,X,X,X
ZTJOLIS,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X,X,X
ZTJOSIL,O,O,X,X,O,X,X,X
ZTJOSLI,O,X,X,X,X,X,X,X
ZTSILJO,O,X,O,O,O,X,O,X
ZTSILOJ,X,X,O,O,X,X,O,X
ZTSIJLO,O,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,O,X,O,X
ZTSIOLJ,X,X,O,X,X,X,O,X
ZTSIOJL,O,X,O,O,O,X,O,X
ZTSLIJO,O,X,X,O,O,X,O,X
ZTSLIOJ,O,X,X,O,X,X,O,X
ZTSLJIO,O,X,X,O,O,X,O,X
ZTSLJOI,O,X,X,O,X,X,O,X
ZTSLOIJ,O,X,X,O,X,X,O,X
ZTSLOJI,O,X,X,O,X,X,O,X
ZTSJILO,O,O,O,O,O,X,O,X
ZTSJIOL,O,O,O,O,O,X,O,X
ZTSJLIO,O,X,X,O,O,X,O,X
ZTSJLOI,O,X,X,O,X,X,O,X
ZTSJOIL,O,X,X,O,O,X,O,O
ZTSJOLI,X,X,X,O,X,X,O,O
ZTSOILJ,X,X,X,X,X,X,O,X
ZTSOIJL,O,X,X,O,O,X,O,O
ZTSOLIJ,X,X,X,O,X,X,O,X
ZTSOLJI,X,X,X,O,X,X,O,X
ZTSOJIL,O,X,X,O,O,X,O,O
ZTSOJLI,X,X,X,O,X,X,O,O
ZTOILJS,O,X,X,O,X,X,X,X
ZTOILSJ,O,X,X,O,X,X,X,X
ZTOIJLS,O,X,X,X,X,X,X,X
ZTOIJSL,O,O,O,O,O,X,X,X
ZTOISLJ,O,X,O,O,X,X,X,X
ZTOISJL,O,O,O,O,O,X,X,X
ZTOLIJS,O,X,X,O,X,X,X,X
ZTOLISJ,O,X,X,O,X,X,X,X
ZTOLJIS,O,X,X,O,X,X,X,X
ZTOLJSI,O,X,X,O,X,X,X,X
ZTOLSIJ,O,X,X,O,X,X,X,X
ZTOLSJI,O,X,X,O,X,X,X,X
ZTOJILS,O,X,X,X,X,X,X,X
ZTOJISL,O,O,O,O,O,X,X,X
ZTOJLIS,O,X,X,O,X,X,X,X
ZTOJLSI,O,X,X,O,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X
ZTOJSLI,O,X,X,O,X,X,X,X
ZTOSILJ,O,X,X,O,X,X,X,X
ZTOSIJL,O,O,X,O,O,X,X,X
ZTOSLIJ,O,X,X,O,X,X,X,X
ZTOSLJI,O,X,X,O,X,X,X,X
ZTOSJIL,O,O,X,O,O,X,X,X
ZTOSJLI,O,X,X,O,X,X,X,X
ZITLJSO,O,O,O,O,O,O,X,X
ZITLJOS,O,O,X,X,X,X,X,X
ZITLSJO,O,O,O,O,O,O,X,X
ZITLSOJ,O,O,O,O,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,X
ZITLOSJ,O,O,X,O,X,X,X,X
ZITJLSO,O,O,O,X,O,O,X,X
ZITJLOS,O,O,X,X,X,X,X,X
ZITJSLO,O,O,O,O,O,O,X,X
ZITJSOL,O,O,O,O,O,X,X,X
ZITJOLS,O,X,X,X,X,X,X,X
ZITJOSL,O,O,O,X,O,X,X,X
ZITSLJO,O,X,O,O,O,O,X,X
ZITSLOJ,X,X,O,O,X,X,X,X
ZITSJLO,O,O,O,O,O,O,X,X
ZITSJOL,O,O,O,O,O,X,X,X
ZITSOLJ,X,X,O,X,X,X,X,X
ZITSOJL,O,X,O,O,O,X,X,X
ZITOLJS,O,X,X,X,X,X,X,X
ZITOLSJ,O,X,X,O,X,X,X,X
ZITOJLS,O,X,X,X,X,X,X,X
ZITOJSL,O,O,O,O,O,X,X,X
ZITOSLJ,O,X,O,O,X,X,X,X
ZITOSJL,O,O,O,O,O,X,X,X
ZILTJSO,O,O,O,O,O,O,X,X
ZILTJOS,O,O,X,X,X,X,X,X
ZILTSJO,O,O,O,O,O,O,X,X
ZILTSOJ,O,O,O,O,X,X,X,X
ZILTOJS,O,O,X,O,X,X,X,X
ZILTOSJ,O,O,X,O,X,X,X,X
ZILJTSO,O,O,O,O,O,O,X,X
ZILJTOS,O,O,X,X,X,X,X,X
ZILJSTO,O,O,O,X,O,O,O,X
ZILJSOT,O,O,O,X,X,X,X,X
ZILJOTS,O,O,X,O,X,X,X,X
ZILJOST,O,O,X,X,X,X,X,X
ZILSTJO,O,O,O,O,O,O,O,X
ZILSTOJ,O,O,O,O,X,X,O,X
ZILSJTO,O,O,O,X,O,O,O,X
ZILSJOT,O,O,O,X,X,X,X,X
ZILSOTJ,O,O,O,O,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X
ZILOTJS,O,O,X,O,X,X,X,X
ZILOTSJ,O,O,X,O,X,X,X,X
ZILOJTS,O,O,X,O,X,X,X,X
ZILOJST,O,O,X,X,X,X,X,X
ZILOSTJ,O,O,X,O,X,X,X,X
ZILOSJT,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,O,O,X,X
ZIJTLOS,O,O,X,X,X,X,X,X
ZIJTSLO,O,O,O,O,O,O,X,X
ZIJTSOL,O,O,O,O,O,X,X,X
ZIJTOLS,O,X,X,X,X,X,X,X
ZIJTOSL,O,O,O,X,O,X,X,X
ZIJLTSO,O,O,O,X,O,O,X,X
ZIJLTOS,O,O,X,X,X,X,X,X
ZIJLSTO,O,O,O,X,O,O,O,X
ZIJLSOT,O,O,O,X,X,X,X,X
ZIJLOTS,O,O,X,X,X,X,X,X
ZIJLOST,O,O,X,X,X,X,X,X
ZIJSTLO,O,O,O,X,O,O,O,X
ZIJSTOL,O,O,O,X,O,X,O,X
ZIJSLTO,O,O,O,X,O,O,O,X
ZIJSLOT,O,O,O,X,X,X,X,X
ZIJSOTL,O,O,O,X,O,X,X,O
ZIJSOLT,O,O,O,X,X,X,X,O
ZIJOTLS,O,O,X,X,X,X,X,X
ZIJOTSL,O,O,O,O,O,X,X,X
ZIJOLTS,O,O,X,X,X,X,X,X
ZIJOLST,O,O,X,X,X,X,X,X
ZIJOSTL,O,O,O,X,O,X,X,X
ZIJOSLT,O,O,O,X,X,X,X,X
ZISTLJO,O,X,O,O,O,O,O,X
ZISTLOJ,X,X,O,X,X,X,O,X
ZISTJLO,O,O,O,O,O,O,O,X
ZISTJOL,O,O,O,O,O,X,O,X
ZISTOLJ,X,X,O,X,X,X,O,X
ZISTOJL,O,X,O,O,O,X,O,X
ZISLTJO,O,O,O,X,O,O,O,X
ZISLTOJ,O,O,O,X,X,X,O,X
ZISLJTO,O,O,O,X,O,O,O,X
ZISLJOT,O,O,O,X,X,X,X,X
ZISLOTJ,O,O,O,X,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X,X
ZISJTLO,O,O,O,X,O,O,O,X
ZISJTOL,O,O,O,X,O,X,O,X
ZISJLTO,O,O,O,X,O,O,O,X
ZISJLOT,O,O,O,X,X,X,X,X
ZISJOTL,O,O,O,X,O,X,X,O
ZISJOLT,O,O,O,X,X,X,X,O
ZISOTLJ,O,O,O,O,X,X,X,X
ZISOTJL,O,O,O,O,O,X,X,O
ZISOLTJ,O,O,O,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X,O
ZISOJTL,O,O,O,X,O,X,X,O
ZISOJLT,O,O,O,X,X,X,X,O
ZIOTLJS,O,O,X,O,X,X,X,X
ZIOTLSJ,O,O,X,O,X,X,X,X
ZIOTJLS,O,O,X,X,X,X,X,X
ZIOTJSL,O,O,O,O,O,X,X,X
ZIOTSLJ,O,O,O,O,X,X,X,X
ZIOTSJL,O,O,O,O,O,X,X,X
ZIOLTJS,O,O,X,O,X,X,X,X
ZIOLTSJ,O,O,X,O,X,X,X,X
ZIOLJTS,O,O,X,O,X,X,X,X
ZIOLJST,O,O,X,X,X,X,X,X
ZIOLSTJ,O,O,X,O,X,X,X,X
ZIOLSJT,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,X,X,X,X,X
ZIOJTSL,O,O,O,O,O,X,X,X
ZIOJLTS,O,O,X,X,X,X,X,X
ZIOJLST,O,O,X,X,X,X,X,X
ZIOJSTL,O,O,O,X,O,X,X,X
ZIOJSLT,O,O,O,X,X,X,X,X
ZIOSTLJ,O,O,O,O,X,X,X,X
ZIOSTJL,O,O,O,O,O,X,X,X
ZIOSLTJ,O,O,O,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X
ZIOSJTL,O,O,O,X,O,X,X,X
ZIOSJLT,O,O,O,X,X,X,X,X
ZLTIJSO,O,O,O,O,O,O,X,X
ZLTIJOS,O,O,X,X,X,X,X,X
