sequence,v115@WhB8BeD8AeF8Jei/IvhFzgBRiBcoB3kBGnBlqB,v115@WhB8BeD8AeF8Jei/IvhFWmBxhBTjB3kB0nBlqB,v115@WhB8BeD8AeF8JeOEJvhF8kBzgBCiBxnBXoBlqB,v115@WhB8BeD8AeF8JeOEJvhFlgBCiBzkB8qBxsBXtB,v115@WhB8BeD8AeF8JeT/IvhFlgBWnBxiBypB8qBXtB,v115@WhB8BeD8AeF8JeWHJvhFxiBikBzlBXoB0kBlqB,v115@WhB8BeD8AeF8Je2EJvhFChBTjBxmB3kB0nBlqB,v115@WhB8BeD8AeF8JeKEJvhFxhBTjBFlBXmB0nBGqB,v115@WhB8BeD8AeF8JeKEJvhFTjBFlBxmBXmB0nBGqB,v115@WhB8BeD8AeF8Je2EJvhFTjB1qBxmB3kB0nBCrB
JIOZSLT,X,O,X,O,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,X,O,X,O,X,X,X,X,X
JLTIZOS,X,X,O,X,O,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X,X,O,X
JLTIOZS,X,X,O,O,O,X,X,X,O,X
JLTSIZO,O,X,X,X,O,X,X,O,X,X
JLTSIOZ,O,X,X,X,O,O,X,X,X,X
JLTSZIO,O,X,X,X,O,X,X,O,X,X
JLTSZOI,O,X,X,X,O,X,X,O,X,X
JLTSOIZ,O,X,X,X,O,O,X,X,X,X
JLTSOZI,O,X,X,X,O,O,X,X,X,X
JLTZISO,O,X,O,X,O,X,X,X,X,X
JLTZIOS,O,X,O,X,O,X,X,X,X,X
JLTZSIO,O,X,O,X,O,X,X,O,X,X
JLTZSOI,O,X,O,X,O,X,X,O,X,X
JLTZOIS,O,X,O,X,O,X,X,X,X,X
JLTZOSI,O,X,O,X,O,X,X,O,X,X
JLTOISZ,X,X,X,X,X,X,X,X,O,X
JLTOIZS,X,X,O,O,O,X,X,X,O,X
JLTOSIZ,O,X,X,X,O,O,X,X,X,X
JLTOSZI,O,X,X,X,O,O,X,X,X,X
JLTOZIS,O,X,O,O,O,X,X,X,X,X
JLTOZSI,O,X,O,O,O,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,O,X,X,X,X,X
JLITZOS,X,X,O,X,O,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X,X,O,X
JLITOZS,X,X,O,O,O,X,X,X,O,X
JLISTZO,X,O,X,X,O,X,X,X,X,X
JLISTOZ,X,O,X,X,O,O,X,X,X,X
JLISZTO,X,O,O,X,O,X,X,X,X,X
JLISZOT,X,O,X,X,O,O,X,X,X,X
JLISOTZ,X,O,X,X,O,O,X,X,X,X
JLISOZT,X,O,X,O,O,O,X,X,X,X
JLIZTSO,X,X,O,X,O,X,X,X,X,X
JLIZTOS,X,X,O,O,O,X,X,X,X,X
JLIZSTO,X,O,O,X,O,X,X,X,X,X
JLIZSOT,X,O,X,X,O,X,X,X,X,X
JLIZOTS,X,X,O,O,O,X,X,X,X,X
JLIZOST,X,O,X,O,O,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,X,O,X
JLIOTZS,X,X,X,O,O,X,X,X,O,X
JLIOSTZ,X,O,X,X,O,O,X,X,X,X
JLIOSZT,X,O,X,O,O,O,X,X,X,X
JLIOZTS,X,X,O,O,O,X,X,X,X,X
JLIOZST,X,X,X,O,O,X,X,X,X,X
JLSTIZO,O,O,X,X,O,X,X,O,X,X
JLSTIOZ,O,O,X,X,O,O,X,X,X,X
JLSTZIO,O,O,X,X,O,X,X,O,X,X
JLSTZOI,O,O,X,X,O,X,X,O,X,X
JLSTOIZ,O,O,X,X,O,O,X,X,X,X
JLSTOZI,O,X,X,X,O,O,X,X,X,X
JLSITZO,O,O,X,X,O,X,X,O,X,X
JLSITOZ,O,O,X,X,O,O,X,X,X,X
JLSIZTO,O,O,O,X,O,X,X,O,X,X
JLSIZOT,O,O,X,X,O,O,X,O,X,X
JLSIOTZ,X,O,X,X,O,O,X,X,X,X
JLSIOZT,X,O,X,O,O,O,X,X,X,X
JLSZTIO,O,O,O,X,O,X,X,O,X,X
JLSZTOI,O,O,O,X,O,X,X,O,X,X
JLSZITO,O,O,O,X,O,X,X,O,X,X
JLSZIOT,O,O,X,X,O,O,X,O,X,X
JLSZOTI,O,O,X,X,O,O,X,O,X,X
JLSZOIT,O,O,X,X,O,O,X,O,X,X
JLSOTIZ,O,O,X,X,O,O,X,X,X,X
JLSOTZI,O,X,X,X,O,O,X,X,X,X
JLSOITZ,X,O,X,X,O,O,X,X,X,X
JLSOIZT,X,O,X,O,O,O,X,X,X,X
JLSOZTI,O,O,X,O,O,O,X,X,X,X
JLSOZIT,O,O,X,O,O,O,X,X,X,X
JLZTISO,O,X,O,X,O,X,X,X,X,X
JLZTIOS,O,X,O,O,O,X,X,X,X,X
JLZTSIO,O,X,O,X,O,X,X,O,X,X
JLZTSOI,O,X,O,X,O,X,X,O,X,X
JLZTOIS,O,X,O,O,O,X,X,X,X,X
JLZTOSI,O,X,O,O,O,X,X,O,X,X
JLZITSO,O,X,O,X,O,X,X,X,X,X
JLZITOS,O,X,O,O,O,X,X,X,X,X
JLZISTO,O,O,O,X,O,X,X,O,X,X
JLZISOT,O,O,X,X,O,X,X,O,X,X
JLZIOTS,X,X,O,O,O,X,X,X,X,X
JLZIOST,X,O,X,O,O,X,X,O,X,X
JLZSTIO,O,O,O,X,O,X,X,O,X,X
JLZSTOI,O,O,O,X,O,X,X,O,X,X
JLZSITO,O,O,O,X,O,X,X,O,X,X
JLZSIOT,O,O,X,X,O,O,X,O,X,X
JLZSOTI,O,O,X,X,O,O,X,O,X,X
JLZSOIT,O,O,X,X,O,O,X,O,X,X
JLZOTIS,X,X,O,O,O,X,X,X,X,X
JLZOTSI,X,X,O,O,O,X,X,O,X,X
JLZOITS,X,X,O,O,O,X,X,X,X,X
JLZOIST,X,O,X,O,O,X,X,O,X,X
JLZOSTI,X,O,X,O,O,O,X,O,X,X
JLZOSIT,X,O,X,O,O,O,X,O,X,X
JLOTISZ,X,X,X,X,X,X,X,X,O,X
JLOTIZS,X,X,X,O,O,X,X,X,O,X
JLOTSIZ,X,X,X,X,O,O,X,X,X,X
JLOTSZI,X,X,X,X,O,O,X,X,X,X
JLOTZIS,X,X,X,O,O,X,X,X,X,X
JLOTZSI,X,X,X,O,O,X,X,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,O,X
JLOITZS,X,X,X,O,O,X,X,X,O,X
JLOISTZ,X,O,X,X,O,O,X,X,X,X
JLOISZT,X,O,X,O,O,O,X,X,X,X
JLOIZTS,X,X,O,O,O,X,X,X,X,X
JLOIZST,X,X,X,O,O,X,X,X,X,X
JLOSTIZ,X,O,X,X,O,O,X,X,X,X
JLOSTZI,X,X,X,X,O,O,X,X,X,X
JLOSITZ,X,O,X,X,O,O,X,X,X,X
JLOSIZT,X,O,X,O,O,O,X,X,X,X
JLOSZTI,X,X,X,O,O,O,X,X,X,X
JLOSZIT,X,O,X,O,O,O,X,X,X,X
JLOZTIS,X,X,O,O,O,X,X,X,X,X
JLOZTSI,X,X,O,O,O,X,X,X,X,X
JLOZITS,X,X,O,O,O,X,X,X,X,X
JLOZIST,X,X,X,O,O,X,X,X,X,X
JLOZSTI,X,X,X,O,O,O,X,X,X,X
JLOZSIT,X,X,X,O,O,O,X,X,X,X
JSTILZO,O,O,X,X,O,X,X,X,X,X
JSTILOZ,O,O,X,X,O,O,X,X,X,X
JSTIZLO,O,O,X,X,O,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,O,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,X,O,X,X,X,X,X
JSTLIOZ,O,O,X,X,O,O,X,X,X,X
JSTLZIO,O,O,X,X,O,X,X,X,X,X
JSTLZOI,O,O,X,X,O,X,X,X,X,X
JSTLOIZ,O,O,X,X,O,O,X,X,X,X
JSTLOZI,O,O,X,X,O,O,X,X,X,X
JSTZILO,O,O,X,X,O,X,X,X,X,X
JSTZIOL,O,O,X,X,O,X,X,X,X,X
JSTZLIO,O,O,X,X,O,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X,X,X
JSTZOIL,O,O,X,X,O,X,X,X,X,X
JSTZOLI,O,O,X,X,O,X,X,X,X,X
JSTOILZ,O,O,X,X,X,O,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,O,X,X,X,X
JSTOLZI,O,O,X,X,X,O,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,O,X,X,X,X,X
JSITLOZ,O,O,X,X,O,O,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,X
JSITZOL,O,O,X,X,O,X,X,X,X,X
JSITOLZ,O,O,X,X,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,O,X,X,O,X,X
JSILTOZ,O,O,X,X,O,O,X,X,X,X
JSILZTO,O,O,O,X,O,X,X,O,X,X
JSILZOT,O,O,X,X,O,O,X,O,X,X
JSILOTZ,X,O,X,X,O,O,X,X,X,X
JSILOZT,X,O,X,O,O,O,X,X,X,X
JSIZTLO,O,O,O,X,O,X,X,X,X,X
JSIZTOL,O,O,O,X,O,X,X,X,X,X
JSIZLTO,O,O,O,X,O,X,X,O,X,X
JSIZLOT,O,O,X,X,O,O,X,O,X,X
JSIZOTL,O,O,X,X,O,X,X,X,X,X
JSIZOLT,O,O,X,X,O,O,X,O,X,X
JSIOTLZ,X,O,X,X,X,O,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,O,O,X,X,X,X
JSIOLZT,X,O,X,O,O,O,X,X,X,X
JSIOZTL,X,O,X,O,O,X,X,X,X,X
JSIOZLT,X,O,X,O,O,O,X,X,X,X
JSLTIZO,O,O,X,X,O,X,X,O,X,X
JSLTIOZ,O,O,X,X,O,O,X,X,X,X
JSLTZIO,O,O,X,X,O,X,X,O,X,X
JSLTZOI,O,O,X,X,O,X,X,O,X,X
JSLTOIZ,O,O,X,X,O,O,X,X,X,X
JSLTOZI,O,O,X,X,O,O,X,X,X,X
JSLITZO,O,O,X,X,O,X,X,O,X,X
JSLITOZ,O,O,X,X,O,O,X,X,X,X
JSLIZTO,O,O,O,X,O,X,X,O,X,X
JSLIZOT,O,O,X,X,O,O,X,O,X,X
JSLIOTZ,X,O,X,X,O,O,X,X,X,X
JSLIOZT,X,O,X,O,O,O,X,X,X,X
JSLZTIO,O,O,O,X,O,X,X,O,X,X
JSLZTOI,O,O,O,X,O,X,X,O,X,X
JSLZITO,O,O,O,X,O,X,X,O,X,X
JSLZIOT,O,O,X,X,O,O,X,O,X,X
JSLZOTI,O,O,X,X,O,O,X,O,X,X
JSLZOIT,O,O,X,X,O,O,X,O,X,X
JSLOTIZ,O,O,X,X,O,O,X,X,X,X
JSLOTZI,O,O,X,X,O,O,X,X,X,X
JSLOITZ,X,O,X,X,O,O,X,X,X,X
JSLOIZT,X,O,X,O,O,O,X,X,X,X
JSLOZTI,O,O,X,O,O,O,X,X,X,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X
JSZTILO,O,O,O,X,O,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,X
JSZTLIO,O,O,O,X,O,X,X,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X,X,X
JSZTOIL,O,O,O,X,O,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X,X
JSZITLO,O,O,O,X,O,X,X,X,X,X
JSZITOL,O,O,O,X,O,X,X,X,X,X
JSZILTO,O,O,O,X,O,X,X,O,X,X
JSZILOT,O,O,X,X,O,O,X,O,X,X
JSZIOTL,O,O,X,X,O,X,X,X,X,X
JSZIOLT,O,O,X,X,O,O,X,O,X,X
JSZLTIO,O,O,O,X,O,X,X,O,X,X
JSZLTOI,O,O,O,X,O,X,X,O,X,X
JSZLITO,O,O,O,X,O,X,X,O,X,X
JSZLIOT,O,O,X,X,O,O,X,O,X,X
JSZLOTI,O,O,X,X,O,O,X,O,X,X
JSZLOIT,O,O,X,X,O,O,X,O,X,X
JSZOTIL,O,O,X,X,O,X,X,X,X,X
JSZOTLI,O,O,X,X,O,X,X,X,X,X
JSZOITL,O,O,X,X,O,X,X,X,X,X
JSZOILT,O,O,X,X,O,O,X,O,X,X
JSZOLTI,O,O,X,X,O,O,X,O,X,X
JSZOLIT,O,O,X,X,O,O,X,O,X,X
JSOTILZ,O,O,X,X,X,O,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,O,X,X,X,X
JSOTLZI,O,O,X,X,X,O,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X,X,X
JSOITLZ,X,O,X,X,X,O,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,O,O,X,X,X,X
JSOILZT,X,O,X,O,O,O,X,X,X,X
JSOIZTL,X,O,X,O,O,X,X,X,X,X
JSOIZLT,X,O,X,O,O,O,X,X,X,X
JSOLTIZ,O,O,X,X,O,O,X,X,X,X
JSOLTZI,O,O,X,X,O,O,X,X,X,X
JSOLITZ,X,O,X,X,O,O,X,X,X,X
JSOLIZT,X,O,X,O,O,O,X,X,X,X
JSOLZTI,O,O,X,O,O,O,X,X,X,X
JSOLZIT,O,O,X,O,O,O,X,X,X,X
JSOZTIL,O,O,X,O,O,X,X,X,X,X
JSOZTLI,O,O,X,O,O,X,X,X,X,X
JSOZITL,O,O,X,O,O,X,X,X,X,X
JSOZILT,O,O,X,O,O,O,X,X,X,X
JSOZLTI,O,O,X,O,O,O,X,X,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X
JZTILSO,O,O,O,X,O,X,X,X,X,X
JZTILOS,O,O,O,O,O,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,X,X
JZTISOL,O,O,O,X,O,X,X,X,X,X
JZTIOLS,O,O,O,O,O,X,X,X,X,X
JZTIOSL,O,O,O,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,O,X,X,X,X,X
JZTLIOS,O,O,O,O,O,X,X,X,X,X
JZTLSIO,O,O,O,X,O,X,X,X,X,X
JZTLSOI,O,O,O,X,O,X,X,X,X,X
JZTLOIS,O,O,O,O,O,X,X,X,X,X
JZTLOSI,O,O,O,O,O,X,X,X,X,X
JZTSILO,O,O,O,X,O,X,X,X,X,X
JZTSIOL,O,O,O,X,O,X,X,X,X,X
JZTSLIO,O,O,O,X,O,X,X,X,X,X
JZTSLOI,O,O,O,X,O,X,X,X,X,X
JZTSOIL,O,O,O,X,O,X,X,X,X,X
JZTSOLI,O,O,O,X,O,X,X,X,X,X
JZTOILS,O,O,O,O,O,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,X,X,X,X
JZTOLIS,O,O,O,O,O,X,X,X,X,X
JZTOLSI,O,O,O,O,O,X,X,X,X,X
JZTOSIL,O,O,O,O,O,X,X,X,X,X
JZTOSLI,O,O,O,O,O,X,X,X,X,X
JZITLSO,O,O,O,X,O,X,X,X,X,X
JZITLOS,O,O,O,O,O,X,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X,X,X
JZITSOL,O,O,O,X,O,X,X,X,X,X
JZITOLS,O,O,O,O,O,X,X,X,X,X
JZITOSL,O,O,O,O,X,X,X,X,X,X
JZILTSO,O,X,O,X,O,X,X,X,X,X
JZILTOS,O,X,O,O,O,X,X,X,X,X
JZILSTO,O,O,O,X,O,X,X,O,X,X
JZILSOT,O,O,X,X,O,X,X,O,X,X
JZILOTS,X,X,O,O,O,X,X,X,X,X
JZILOST,X,O,X,O,O,X,X,O,X,X
JZISTLO,O,O,O,X,O,X,X,X,X,X
JZISTOL,O,O,O,X,O,X,X,X,X,X
JZISLTO,O,O,O,X,O,X,X,O,X,X
JZISLOT,O,O,X,X,O,X,X,O,X,X
JZISOTL,O,O,X,X,O,X,X,X,X,X
JZISOLT,O,O,X,X,O,X,X,O,X,X
JZIOTLS,O,O,O,O,O,X,X,X,X,X
JZIOTSL,O,O,O,O,X,X,X,X,X,X
JZIOLTS,X,X,O,O,O,X,X,X,X,X
JZIOLST,X,O,X,O,O,X,X,O,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,X
JZIOSLT,O,O,X,O,X,X,X,O,X,X
JZLTISO,O,X,O,X,O,X,X,X,X,X
JZLTIOS,O,X,O,O,O,X,X,X,X,X
JZLTSIO,O,X,O,X,O,X,X,O,X,X
JZLTSOI,O,X,O,X,O,X,X,O,X,X
JZLTOIS,O,X,O,O,O,X,X,X,X,X
JZLTOSI,O,X,O,O,O,X,X,O,X,X
JZLITSO,O,X,O,X,O,X,X,X,X,X
JZLITOS,O,X,O,O,O,X,X,X,X,X
JZLISTO,O,O,O,X,O,X,X,O,X,X
JZLISOT,O,O,X,X,O,X,X,O,X,X
JZLIOTS,X,X,O,O,O,X,X,X,X,X
JZLIOST,X,O,X,O,O,X,X,O,X,X
JZLSTIO,O,O,O,X,O,X,X,O,X,X
JZLSTOI,O,O,O,X,O,X,X,O,X,X
JZLSITO,O,O,O,X,O,X,X,O,X,X
JZLSIOT,O,O,X,X,O,O,X,O,X,X
JZLSOTI,O,O,X,X,O,O,X,O,X,X
JZLSOIT,O,O,X,X,O,O,X,O,X,X
JZLOTIS,X,X,O,O,O,X,X,X,X,X
JZLOTSI,X,X,O,O,O,X,X,O,X,X
JZLOITS,X,X,O,O,O,X,X,X,X,X
JZLOIST,X,O,X,O,O,X,X,O,X,X
JZLOSTI,X,O,X,O,O,O,X,O,X,X
JZLOSIT,X,O,X,O,O,O,X,O,X,X
JZSTILO,O,O,O,X,O,X,X,X,X,X
JZSTIOL,O,O,O,X,O,X,X,X,X,X
JZSTLIO,O,O,O,X,O,X,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X,X,X
JZSTOIL,O,O,O,X,O,X,X,X,X,X
JZSTOLI,O,O,O,X,O,X,X,X,X,X
JZSITLO,O,O,O,X,O,X,X,X,X,X
JZSITOL,O,O,O,X,O,X,X,X,X,X
JZSILTO,O,O,O,X,O,X,X,O,X,X
JZSILOT,O,O,X,X,O,O,X,O,X,X
JZSIOTL,O,O,X,X,O,X,X,X,X,X
JZSIOLT,O,O,X,X,O,O,X,O,X,X
JZSLTIO,O,O,O,X,O,X,X,O,X,X
JZSLTOI,O,O,O,X,O,X,X,O,X,X
JZSLITO,O,O,O,X,O,X,X,O,X,X
JZSLIOT,O,O,X,X,O,O,X,O,X,X
JZSLOTI,O,O,X,X,O,O,X,O,X,X
JZSLOIT,O,O,X,X,O,O,X,O,X,X
JZSOTIL,O,O,X,X,O,X,X,X,X,X
JZSOTLI,O,O,X,X,O,X,X,X,X,X
JZSOITL,O,O,X,X,O,X,X,X,X,X
JZSOILT,O,O,X,X,O,O,X,O,X,X
JZSOLTI,O,O,X,X,O,O,X,O,X,X
JZSOLIT,O,O,X,X,O,O,X,O,X,X
JZOTILS,O,O,O,O,O,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,X,X,X,X
JZOTLIS,O,O,O,O,O,X,X,X,X,X
JZOTLSI,O,O,O,O,O,X,X,X,X,X
JZOTSIL,O,O,O,O,O,X,X,X,X,X
JZOTSLI,O,O,O,O,O,X,X,X,X,X
JZOITLS,O,O,O,O,O,X,X,X,X,X
JZOITSL,O,O,O,O,X,X,X,X,X,X
JZOILTS,X,X,O,O,O,X,X,X,X,X
JZOILST,X,O,X,O,O,X,X,O,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,X,X,O,X,X
JZOLTIS,X,X,O,O,O,X,X,X,X,X
JZOLTSI,X,X,O,O,O,X,X,O,X,X
JZOLITS,X,X,O,O,O,X,X,X,X,X
JZOLIST,X,O,X,O,O,X,X,O,X,X
JZOLSTI,X,O,X,O,O,O,X,O,X,X
JZOLSIT,X,O,X,O,O,O,X,O,X,X
JZOSTIL,O,O,X,O,O,X,X,X,X,X
JZOSTLI,O,O,X,O,O,X,X,X,X,X
JZOSITL,O,O,X,O,O,X,X,X,X,X
JZOSILT,O,O,X,O,O,O,X,O,X,X
JZOSLTI,O,O,X,O,O,O,X,O,X,X
JZOSLIT,O,O,X,O,O,O,X,O,X,X
JOTILSZ,X,O,X,X,X,X,O,X,X,O
JOTILZS,X,X,X,O,X,X,O,X,X,O
JOTISLZ,O,O,X,X,X,X,O,X,X,O
JOTISZL,O,O,X,X,X,X,X,X,X,O
JOTIZLS,O,X,X,O,X,X,O,X,X,O
JOTIZSL,O,O,X,O,X,X,X,X,X,O
JOTLISZ,X,O,X,X,X,X,O,X,X,O
JOTLIZS,X,X,X,O,X,X,O,X,X,O
JOTLSIZ,O,O,X,X,X,O,O,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X,X
JOTLZIS,O,X,X,O,X,X,O,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,O,O,X,X,O
JOTSIZL,O,O,X,X,X,X,X,X,X,O
JOTSLIZ,O,O,X,X,X,O,O,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,O,X,X,O,X,X,O
JOTZISL,O,O,X,O,X,X,X,X,X,O
JOTZLIS,O,X,X,O,X,X,O,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,O,X,X,O
JOITLZS,X,X,X,O,X,X,O,X,X,O
JOITSLZ,X,O,X,X,X,X,O,X,X,O
JOITSZL,X,X,X,X,X,X,X,X,X,O
JOITZLS,X,X,X,O,X,X,O,X,X,O
JOITZSL,X,X,X,O,X,X,X,X,X,O
JOILTSZ,X,X,X,X,X,X,X,X,O,X
JOILTZS,X,X,X,O,O,X,X,X,O,X
JOILSTZ,X,O,X,X,X,O,X,X,X,X
JOILSZT,X,O,X,O,O,O,X,X,X,X
JOILZTS,X,X,O,O,O,X,X,X,X,X
JOILZST,X,X,X,O,O,X,X,X,X,X
JOISTLZ,X,O,X,X,X,O,X,X,X,X
JOISTZL,X,X,X,X,X,X,X,X,X,X
JOISLTZ,X,O,X,X,X,O,X,X,X,X
JOISLZT,X,O,X,O,X,O,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,X
JOISZLT,X,O,X,O,X,O,X,X,X,X
JOIZTLS,X,X,O,O,O,X,X,X,X,X
JOIZTSL,X,O,O,O,X,X,X,X,X,X
JOIZLTS,X,X,O,O,O,X,X,X,X,X
JOIZLST,X,O,X,O,O,X,X,X,X,X
JOIZSTL,X,O,X,O,X,X,X,X,X,X
JOIZSLT,X,O,X,O,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,X,O,X
JOLTIZS,X,X,X,O,O,X,X,X,O,X
JOLTSIZ,X,X,X,X,O,O,X,X,X,X
JOLTSZI,X,X,X,X,O,O,X,X,X,X
JOLTZIS,X,X,X,O,O,X,X,X,X,X
JOLTZSI,X,X,X,O,O,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,O,X
JOLITZS,X,X,X,O,O,X,X,X,O,X
JOLISTZ,X,O,X,X,O,O,X,X,X,X
JOLISZT,X,O,X,O,O,O,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,X,X
JOLIZST,X,X,X,O,O,X,X,X,X,X
JOLSTIZ,X,O,X,X,O,O,X,X,X,X
JOLSTZI,X,X,X,X,O,O,X,X,X,X
JOLSITZ,X,O,X,X,O,O,X,X,X,X
JOLSIZT,X,O,X,O,O,O,X,X,X,X
JOLSZTI,X,X,X,O,O,O,X,X,X,X
JOLSZIT,X,O,X,O,O,O,X,X,X,X
JOLZTIS,X,X,O,O,O,X,X,X,X,X
JOLZTSI,X,X,O,O,O,X,X,X,X,X
JOLZITS,X,X,O,O,O,X,X,X,X,X
JOLZIST,X,X,X,O,O,X,X,X,X,X
JOLZSTI,X,X,X,O,O,O,X,X,X,X
JOLZSIT,X,X,X,O,O,O,X,X,X,X
JOSTILZ,O,O,X,X,X,O,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,O,X,X,X,X
JOSTLZI,O,O,X,X,X,O,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,X,O,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,O,X,X,O,O,X,X,X,X
JOSILZT,X,O,X,O,O,O,X,X,X,X
JOSIZTL,X,O,X,O,O,X,X,X,X,X
JOSIZLT,X,O,X,O,O,O,X,X,X,X
JOSLTIZ,O,O,X,X,O,O,X,X,X,X
JOSLTZI,O,O,X,X,O,O,X,X,X,X
JOSLITZ,X,O,X,X,O,O,X,X,X,X
JOSLIZT,X,O,X,O,O,O,X,X,X,X
JOSLZTI,O,O,X,O,O,O,X,X,X,X
JOSLZIT,O,O,X,O,O,O,X,X,X,X
JOSZTIL,O,O,X,O,O,X,X,X,X,X
JOSZTLI,O,O,X,O,O,X,X,X,X,X
JOSZITL,O,O,X,O,O,X,X,X,X,X
JOSZILT,O,O,X,O,O,O,X,X,X,X
JOSZLTI,O,O,X,O,O,O,X,X,X,X
JOSZLIT,O,O,X,O,O,O,X,X,X,X
JOZTILS,O,X,O,O,O,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,X,X,X
JOZTLIS,O,X,O,O,O,X,X,X,X,X
JOZTLSI,O,X,O,O,O,X,X,X,X,X
JOZTSIL,O,O,O,O,O,X,X,X,X,X
JOZTSLI,O,O,O,O,O,X,X,X,X,X
JOZITLS,O,X,O,O,O,X,X,X,X,X
JOZITSL,O,O,O,O,X,X,X,X,X,X
JOZILTS,X,X,O,O,O,X,X,X,X,X
JOZILST,X,O,X,O,O,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X
JOZLTIS,X,X,O,O,O,X,X,X,X,X
JOZLTSI,X,X,O,O,O,X,X,X,X,X
JOZLITS,X,X,O,O,O,X,X,X,X,X
JOZLIST,X,O,X,O,O,X,X,X,X,X
JOZLSTI,X,O,X,O,O,O,X,X,X,X
JOZLSIT,X,O,X,O,O,O,X,X,X,X
JOZSTIL,O,O,X,O,O,X,X,X,X,X
JOZSTLI,O,O,X,O,O,X,X,X,X,X
JOZSITL,O,O,X,O,O,X,X,X,X,X
JOZSILT,O,O,X,O,O,O,X,X,X,X
JOZSLTI,O,O,X,O,O,O,X,X,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,X
STILJZO,O,O,X,X,O,X,X,O,X,X
STILJOZ,O,O,X,X,O,O,O,X,X,X
STILZJO,O,O,O,X,O,X,X,O,X,X
STILZOJ,O,O,O,X,O,X,X,O,X,X
STILOJZ,O,O,X,X,O,O,O,X,X,X
STILOZJ,O,X,O,X,O,X,X,O,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,X
STIJLOZ,O,O,X,X,O,O,O,X,X,X
