sequence,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBunBcoBlpB3q?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCjB8sB+tBlp?B3qB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBSoBUoBlpB3q?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBWoBXoB0pBlq?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBqsB/tB0p?BlqB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBlpB3qBCt?BUtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBfoB6oB0pBlq?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGoBlpB3qBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFWoBTkBXoBlqBSy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkB6tB/qBFmBOt?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkBOtB/qBFmB6t?B0pB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFfoB6oBTkBlqBWy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Mex/IvhFTkBGoBXmBVvBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCoB0pBlqBXt?BGtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhF5nBOtB/qBFmB6t?B0pB
STIZJOL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STIZOLJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STIZOJL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STIOLJZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOJLZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STIOJZL,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
STLIJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLIJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLIZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLIZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLIOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLIOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
STLJIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLJIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLJZOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLJOIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLJOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLZIJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLZIOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLZJIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLZOIJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STLOIJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLOIZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
STLOJIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STLOZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
STLOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
STJILZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
STJILOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJIZLO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJIZOL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJIOLZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJIOZL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STJLIZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
STJLIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJLZIO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
STJLZOI,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
STJLOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJLOZI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJZILO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJZIOL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJZLIO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJZLOI,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJZOIL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJZOLI,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STJOILZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJOIZL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STJOLIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJOLZI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STJOZIL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STJOZLI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STZILJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZILOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZIJLO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZIJOL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZIOLJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZIOJL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZLIJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZLIOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZLJIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZLJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZLOIJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZLOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZJILO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZJIOL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZJLIO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZJLOI,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZJOIL,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STZJOLI,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STZOILJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZOIJL,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STZOLIJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZOLJI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
STZOJIL,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STZOJLI,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STOILJZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOIJLZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STOIJZL,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOIZJL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
STOLIJZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOLJIZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOLZJI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOJILZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STOJIZL,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STOJZIL,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
STOJZLI,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
STOZILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOZIJL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
STOZLIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOZLJI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOZJIL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
STOZJLI,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
SITLJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SITLJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SITLZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SITLZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SITLOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SITLOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SITJLZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
SITJLOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SITJZLO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
SITJZOL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
SITJOLZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SITJOZL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SITZLJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SITZLOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SITZJLO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
SITZJOL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
SITZOLJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SITZOJL,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
SITOLJZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SITOJLZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SITOJZL,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
SITOZLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SITOZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SILTJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SILTJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SILTZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SILTOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SILJTZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SILJTOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SILZTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SILZJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILZOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
SILOJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SILOZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
SIJTLOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJTZLO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
SIJTZOL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
SIJTOLZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJTOZL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJLTZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
SIJLTOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJLZTO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJZTOL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJZLTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SIJZOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJOTLZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
SIJOTZL,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
SIJOLTZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SIJOLZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOZTL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOZLT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZTLJO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZTLOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZTJLO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZTJOL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZTOLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZTOJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZLTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SIZLTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SIZLJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIZLOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZJTOL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZJLTO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIZOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZOJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOTLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIOTJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIOTZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIOLTJZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
SIOLJTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOJTZL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTIJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTIZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTIZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTIOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLTJIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTJIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTJZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTJZOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTJOIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTJOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTZIJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTZIOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTZJIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTZOIJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLTOIJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLTOJIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLTOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLITJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLITJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLITZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLITZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
SLITOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLIJTZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLIJTOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLIJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLIZTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLIZJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLIZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLIZOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLIOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
SLIOJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLIOZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLJTIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJTZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLJTZOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLJTOIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJTOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJITZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLJITOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJIZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
SLJZOIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJOTZI,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJOITZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SLJOIZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJOZIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZTIOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZTJIO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZTJOI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZTOIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZTOJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZITJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZITOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SLZIJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLZIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLZIOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLZJIOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SLZJOIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLZOTJI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLZOITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLZOIJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SLZOJIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
SLOTJIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
SLOTZJI,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
SLOITJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLOITZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
SLOIJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLOIJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOIZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOJTIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLOJTZI,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLOJITZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLOJIZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLOJZIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLOZTJI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLOZITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLOZIJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOZJTI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLOZJIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTILZO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
SJTILOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SJTIZLO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
SJTIZOL,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
