sequence,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFylBfnBOpB0nBzp?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeT/IvhFxhBllBcrB2sBip?BXqB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFUhBFiBzkBfrB2u?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jem/IvhFUhBFiBTkBfrByu?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFXiBcpBeqBzlBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeyEJvhFUhBFiBfrBOpBzp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Je2EJvhFUhBFiBfrBaqBTp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8JeZEJvhFFgBXhBqpBzmB0n?BmqB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnB6pBOpB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JemAJvhFfnBxkBTkB0nByu?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnBOpB6pB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeOEJvhF8kBXiBzlByuBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFXhBikBzmB0nB1u?BmqB
LTOIZJS,X,X,X,O,X,X,X,O,X,X,X,X,O
LTOIZSJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LTOJISZ,O,X,X,O,X,O,O,O,O,O,O,X,O
LTOJIZS,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOJSIZ,O,X,X,O,X,X,X,O,O,O,O,X,O
LTOJSZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LTOJZIS,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOJZSI,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOSIJZ,O,X,X,O,X,O,X,O,O,O,O,X,O
LTOSIZJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LTOSJIZ,O,X,X,O,X,X,X,O,O,O,O,X,O
LTOSJZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LTOSZIJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LTOSZJI,O,X,X,O,X,O,O,X,X,X,X,X,O
LTOZIJS,X,O,X,O,X,X,X,O,X,X,X,X,O
LTOZISJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LTOZJIS,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOZJSI,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOZSIJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LTOZSJI,O,O,X,O,X,O,X,X,X,X,X,X,O
LITJSZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LITJSOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LITJZSO,X,O,O,O,X,X,X,X,X,O,X,X,X
LITJZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
LITJOSZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LITJOZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LITSJZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,O,O,O,X,X
LITSZJO,X,X,O,O,X,X,X,X,X,O,X,O,X
LITSZOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
LITSOJZ,X,X,X,O,X,O,O,O,O,O,O,X,X
LITSOZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LITZJSO,X,X,X,O,X,X,X,X,X,O,X,O,X
LITZJOS,X,X,X,X,X,X,X,X,X,X,X,O,X
LITZSJO,X,X,X,O,X,X,X,X,X,O,X,O,X
LITZSOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LITZOJS,X,X,X,O,X,X,X,O,X,X,X,O,X
LITZOSJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LITOJSZ,X,X,X,O,X,O,O,O,O,O,O,X,X
LITOJZS,X,O,X,O,X,X,X,O,X,X,X,X,X
LITOSJZ,X,X,X,O,X,O,O,O,O,O,O,X,X
LITOSZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LITOZJS,X,X,X,O,X,X,X,O,X,X,X,O,X
LITOZSJ,X,X,X,O,X,O,X,O,O,X,X,O,X
LIJTSZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LIJTSOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LIJTZSO,X,O,O,O,X,X,X,X,X,O,X,X,X
LIJTZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJTOSZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LIJTOZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJSTZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LIJSTOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LIJSZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LIJSZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LIJSOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LIJSOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LIJZTSO,X,O,O,O,O,X,X,X,X,O,X,O,X
LIJZTOS,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJZSTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LIJZSOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LIJZOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJZOST,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJOTSZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LIJOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LIJOSZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LIJOZTS,X,O,O,O,O,X,X,O,X,X,X,O,X
LIJOZST,X,O,O,O,O,X,X,O,X,X,X,O,X
LISTJZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LISTJOZ,X,X,O,O,X,X,X,X,O,O,O,X,X
LISTZJO,X,X,O,O,X,X,X,X,X,O,X,O,X
LISTZOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
LISTOJZ,X,X,X,O,X,O,O,O,O,O,O,X,X
LISTOZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LISJTZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LISJTOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LISJZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LISJZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LISJOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LISJOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LISZTJO,X,X,O,O,O,X,X,X,X,X,X,O,X
LISZTOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
LISZJTO,X,X,O,O,O,X,X,X,X,O,X,O,X
LISZJOT,X,X,O,O,O,X,X,X,X,O,X,O,X
LISZOTJ,X,X,X,O,X,O,O,X,X,X,X,O,X
LISZOJT,X,X,X,O,O,O,O,X,X,X,X,O,X
LISOTJZ,X,X,X,O,X,O,O,O,O,X,X,X,X
LISOTZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LISOJTZ,X,X,X,O,X,O,O,O,X,O,X,X,X
LISOJZT,X,O,X,O,O,O,O,O,X,O,X,O,X
LISOZTJ,X,X,X,O,X,O,O,O,X,X,X,O,X
LISOZJT,X,X,X,O,X,O,O,O,X,X,X,O,X
LIZTJSO,X,O,X,O,O,X,X,X,X,O,X,O,X
LIZTJOS,X,O,X,X,O,X,X,X,X,X,X,O,X
LIZTSJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LIZTSOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LIZTOJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LIZTOSJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LIZJTSO,X,O,X,O,O,X,X,X,X,O,X,O,X
LIZJTOS,X,O,X,X,O,X,X,O,X,X,X,O,X
LIZJSTO,X,O,X,O,O,X,X,X,X,O,X,O,X
LIZJSOT,X,O,X,O,O,X,X,X,X,O,X,O,X
LIZJOTS,X,O,X,X,O,X,X,O,X,X,X,O,X
LIZJOST,X,O,X,X,O,X,X,O,X,X,X,O,X
LIZSTJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZSTOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LIZSJTO,X,X,X,O,O,X,X,X,X,O,X,O,X
LIZSJOT,X,X,X,O,O,X,X,X,X,O,X,O,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZOTJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LIZOTSJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LIZOJTS,X,O,X,O,O,X,X,O,X,X,X,O,X
LIZOJST,X,O,X,O,O,X,X,O,X,X,X,O,X
LIZOSTJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LIZOSJT,X,X,X,O,O,X,X,O,X,X,X,O,X
LIOTJSZ,X,X,X,O,X,O,O,O,O,O,X,X,X
LIOTJZS,X,O,X,O,X,X,X,O,X,X,X,X,X
LIOTSJZ,X,X,X,O,X,O,O,O,O,O,X,X,X
LIOTSZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LIOTZJS,X,X,X,O,X,X,X,O,X,X,X,O,X
LIOTZSJ,X,X,X,O,X,O,X,O,O,X,X,O,X
LIOJTSZ,X,X,X,O,X,O,O,O,X,O,X,X,X
LIOJTZS,X,O,X,O,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,O,X,O,O,O,X,O,X,X,X
LIOJSZT,X,O,X,O,O,O,O,O,X,O,X,O,X
LIOJZTS,X,O,X,O,O,X,X,O,X,X,X,O,X
LIOJZST,X,O,X,O,O,X,X,O,X,X,X,O,X
LIOSTJZ,X,X,X,O,X,O,O,O,O,X,X,X,X
LIOSTZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LIOSJTZ,X,X,X,O,X,O,O,O,X,O,X,X,X
LIOSJZT,X,O,X,O,O,O,O,O,X,O,X,O,X
LIOSZTJ,X,X,X,O,X,O,O,O,X,X,X,O,X
LIOSZJT,X,X,X,O,X,O,O,O,X,X,X,O,X
LIOZTJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LIOZTSJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LIOZJTS,X,O,X,O,X,X,X,O,X,X,X,O,X
LIOZJST,X,O,X,O,X,X,X,O,X,X,X,O,X
LIOZSTJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LIOZSJT,X,X,X,O,X,O,X,O,X,X,X,O,X
LJTISZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTISOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTIZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTIZOS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTIOSZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTIOZS,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTSIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTSIOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTSZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTSZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTSOZI,O,X,O,O,X,X,X,O,X,X,X,X,O
LJTZISO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTZOSI,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTOISZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTOIZS,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTOSIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTOSZI,O,X,O,O,X,X,X,O,X,X,X,X,O
LJTOZIS,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTOZSI,X,O,O,O,X,X,X,O,X,X,X,X,O
LJITSZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJITSOZ,O,X,O,O,X,X,X,O,O,O,O,X,X
LJITZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJITZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
LJITOSZ,O,X,O,O,X,X,X,O,O,O,O,X,X
LJITOZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJISTZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LJISTOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LJISZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJISZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJISOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LJISOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LJIZTSO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJIZTOS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJIZSTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJIZSOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJIZOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJIZOST,X,O,O,X,O,X,X,O,X,X,X,O,X
LJIOTSZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOSZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LJIOZTS,X,O,O,O,O,X,X,O,X,X,X,O,X
LJIOZST,X,O,O,O,O,X,X,O,X,X,X,O,X
LJSTIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSTIOZ,O,X,O,O,X,X,X,O,O,O,O,X,X
LJSTZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSTZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,O,O,X,X,X,O,O,O,O,X,X
LJSTOZI,O,X,O,O,X,X,X,O,X,X,X,X,X
LJSITZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LJSITOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
LJSIZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJSIZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJSIOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
LJSIOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
LJSZTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSZTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSZIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSZOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSOTIZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSOTZI,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSOITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSOIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZTISO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZTIOS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZTSIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZTSOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZTOSI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZITSO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZITOS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZISTO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZISOT,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZIOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZIOST,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZSTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZSTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJZSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJZOTIS,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOTSI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOITS,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZOIST,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZOSTI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,O,O,X,O,X,X,O,X,X,X,O,X
LJOTISZ,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOTIZS,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOTSIZ,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOTSZI,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOTZIS,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOTZSI,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOITSZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOITZS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOISTZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOIZTS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSTIZ,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOSTZI,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOSITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOSIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZTIS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZTSI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZITS,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZIST,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,O,O,O,X,X
LSTIZJO,X,X,X,O,X,X,X,X,X,O,X,O,X
LSTIZOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSTIOJZ,O,X,X,O,X,X,X,O,O,O,O,X,X
LSTIOZJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LSTJIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,X,O,O,O,X,X
LSTJZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSTJZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,O,O,X,X,X,X,O,O,O,X,X
LSTJOZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,O,X,X,X,X,X,O,X,O,X
LSTZIOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSTZJIO,O,X,O,O,X,X,X,X,X,O,X,O,X
LSTZJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSTZOJI,O,X,X,O,X,O,O,X,X,X,X,X,X
LSTOIJZ,O,X,X,O,X,X,X,O,O,O,O,X,X
LSTOIZJ,X,X,X,O,X,O,X,O,O,X,X,X,X
LSTOJIZ,O,X,X,O,X,X,X,O,O,O,O,X,X
LSTOJZI,O,X,X,O,X,O,O,O,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,O,X,O,O,X,X,X,X
LSTOZJI,O,X,X,O,X,O,O,X,X,X,X,X,X
LSITJZO,X,X,X,O,X,X,X,X,X,O,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X,O,O,O,X,X
LSITZJO,X,X,X,O,X,X,X,X,X,O,X,O,X
LSITZOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSITOJZ,X,X,X,O,X,X,X,O,O,O,O,X,X
LSITOZJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LSIJTZO,X,X,X,O,X,X,X,X,X,O,X,X,X
LSIJTOZ,X,X,X,O,X,X,X,O,O,O,O,X,X
LSIJZTO,X,O,X,O,O,X,X,X,X,O,X,O,X
LSIJZOT,X,O,X,O,O,X,X,X,X,O,X,O,X
LSIJOTZ,X,X,X,O,X,X,X,O,X,O,X,X,X
LSIJOZT,X,O,X,O,O,X,X,O,X,O,X,O,X
LSIZTJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LSIZTOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSIZJTO,X,X,X,O,O,X,X,X,X,O,X,O,X
LSIZJOT,X,X,X,O,O,X,X,X,X,O,X,O,X
LSIZOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSIOTJZ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LSIOJTZ,X,X,X,O,X,X,X,O,X,O,X,X,X
LSIOJZT,X,O,X,O,O,X,X,O,X,O,X,O,X
LSIOZTJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LSIOZJT,X,X,X,O,X,X,X,O,X,X,X,O,X
LSJTIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,O,O,O,O,X,X
LSJTZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJTZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,O,O,X,X,X,O,O,O,O,X,X
LSJTOZI,O,X,O,O,X,X,X,O,X,X,X,X,X
LSJITZO,X,X,O,O,X,X,X,X,X,O,X,X,X
LSJITOZ,X,X,X,O,X,X,X,O,O,O,O,X,X
LSJIZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LSJIZOT,X,O,X,O,O,X,X,X,X,O,X,O,X
LSJIOTZ,X,X,X,O,X,X,X,O,X,O,X,X,X
LSJIOZT,X,O,X,O,O,X,X,O,X,O,X,O,X
LSJZTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LSJZTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJZITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LSJZIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LSJZOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJZOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
LSJOTIZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJOTZI,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJOITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJOIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJOZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJOZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LSZTIJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LSZTIOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSZTJIO,X,O,O,O,O,X,X,X,X,O,X,O,X
LSZTJOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSZTOJI,X,O,X,O,X,O,O,X,X,X,X,X,X
LSZITJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LSZITOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSZIJTO,X,X,X,O,O,X,X,X,X,O,X,O,X
LSZIJOT,X,X,X,X,O,X,X,X,X,O,X,O,X
LSZIOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LSZIOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSZJTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LSZJTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZJITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LSZJIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LSZJOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
LSZOTIJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LSZOTJI,X,O,X,O,X,O,O,X,X,X,X,X,X
LSZOITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSZOIJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSZOJTI,X,O,X,O,X,O,O,X,X,X,X,X,X
LSZOJIT,X,O,X,O,O,X,X,X,X,X,X,O,X
LSOTIJZ,O,X,X,O,X,X,X,O,O,O,X,X,X
LSOTIZJ,X,X,X,O,X,O,X,O,O,X,X,X,X
LSOTJIZ,O,X,X,O,X,X,X,O,O,O,X,X,X
LSOTJZI,O,X,X,O,X,O,O,O,X,X,X,X,X
LSOTZIJ,X,X,X,O,X,O,X,O,O,X,X,X,X
LSOTZJI,O,X,X,O,X,O,O,X,X,X,X,X,X
LSOITJZ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSOITZJ,X,X,X,O,X,O,X,O,O,X,X,O,X
LSOIJTZ,O,X,X,O,X,X,X,O,X,O,X,X,X
LSOIJZT,O,O,X,O,X,X,X,O,X,O,X,O,X
LSOIZTJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LSOIZJT,X,X,X,O,X,X,X,O,X,X,X,O,X
LSOJTIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJTZI,O,X,X,O,X,O,O,O,X,X,X,X,X
LSOJITZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,O,X,X,X,X,X
LSOJZTI,O,O,X,O,X,O,O,O,X,X,X,X,X
LSOJZIT,O,O,X,O,X,X,X,O,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LSOZTJI,X,O,X,O,X,O,O,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LSOZIJT,X,X,X,O,X,X,X,O,X,X,X,O,X
LSOZJTI,O,O,X,O,X,O,O,O,X,X,X,X,X
LSOZJIT,O,O,X,O,X,X,X,O,X,X,X,O,X
LZTIJSO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZTIJOS,X,O,X,X,O,X,X,X,X,X,X,O,X
LZTISJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZTISOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZTIOJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LZTIOSJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LZTJISO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZTJIOS,X,O,X,X,O,X,X,X,X,X,X,O,X
LZTJSIO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZTJSOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTJOIS,X,O,X,X,X,X,X,X,X,X,X,X,X
