sequence,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhFZmBtmB?0iB6oB/qBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB9nB?TjBuqBcrBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9nB?TjByqBXtB0qB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB3iB?9oBuqBcrBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhF3hB9nB?6oBetBxqBzqB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB6nB?TjBmlB0qBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhF0hBxiB?/qBNrBqsBTtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhFRiB9oB?erBCnB3lBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBctB6sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBStB0sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9oB?/qBarB0nBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB0iB?2qBStBzqBXtB
LISOJZT,O,X,X,X,X,X,O,X,X,O,X,X
LISOZTJ,O,O,O,X,X,O,O,X,X,X,X,X
LISOZJT,O,O,X,X,X,O,O,X,X,X,X,X
LIZTJSO,O,O,O,O,O,O,O,O,X,X,X,X
LIZTJOS,X,O,X,O,O,X,X,O,X,X,X,O
LIZTSJO,O,O,O,O,O,O,O,X,X,X,X,X
LIZTSOJ,O,O,O,O,X,O,O,X,X,X,X,X
LIZTOJS,X,X,X,O,X,X,O,X,X,X,X,X
LIZTOSJ,O,O,X,O,X,O,O,X,X,X,X,X
LIZJTSO,X,O,O,O,O,O,O,O,X,X,X,X
LIZJTOS,X,O,X,O,O,O,X,O,X,X,X,O
LIZJSTO,X,O,O,O,O,O,X,X,X,X,X,X
LIZJSOT,X,O,X,O,X,O,X,X,X,X,X,X
LIZJOTS,X,O,X,O,O,X,X,X,X,X,X,X
LIZJOST,X,O,X,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,O,O,O,O,X,X,X,X,X
LIZSTOJ,O,O,O,O,X,O,O,X,X,X,X,X
LIZSJTO,O,O,O,X,X,O,O,X,X,X,X,X
LIZSJOT,X,O,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,O,O,O,X,O,X,X,X,X,X,X
LIZSOJT,X,O,X,X,X,O,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,O,X,X,X,X,X
LIZOTSJ,X,O,X,O,X,X,O,X,X,X,X,X
LIZOJTS,X,X,X,O,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,O,X,X,O,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,X,X,O,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,O,O,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,X,O,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,O,X,X,X,X,X
LIOTZSJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOJTSZ,O,X,O,X,X,X,O,X,X,O,X,X
LIOJTZS,O,X,X,X,X,X,O,X,X,O,X,X
LIOJSTZ,O,X,O,X,X,X,O,X,X,O,X,X
LIOJSZT,O,X,X,X,X,X,O,X,X,O,X,X
LIOJZTS,X,X,X,X,X,X,O,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,O,X,X
LIOSTJZ,O,X,O,X,X,X,O,X,X,X,X,X
LIOSTZJ,O,X,O,X,X,X,O,X,X,X,X,X
LIOSJTZ,O,X,O,X,X,X,O,X,X,O,X,X
LIOSJZT,O,X,X,X,X,X,O,X,X,O,X,X
LIOSZTJ,O,X,O,X,X,X,O,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,O,X,X,X,X,X
LIOZTSJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOZJTS,X,X,X,O,X,X,O,X,X,X,X,X
LIOZJST,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,X,O,X,O,X,O,O,X,X,X,X
LJTISOZ,O,O,O,X,O,X,O,X,X,O,X,X
LJTIZSO,O,X,O,X,O,X,O,O,X,X,X,X
LJTIZOS,X,X,X,X,O,X,X,O,X,X,X,O
LJTIOSZ,X,X,O,X,O,X,X,X,X,O,X,O
LJTIOZS,X,X,X,X,O,X,X,O,X,O,X,O
LJTSIZO,O,X,O,O,O,X,O,O,X,X,O,X
LJTSIOZ,O,O,O,X,O,X,O,X,X,O,O,X
LJTSZIO,O,O,O,O,O,X,O,O,X,X,O,X
LJTSZOI,O,O,O,O,O,X,O,O,X,O,O,O
LJTSOIZ,O,O,O,X,O,X,O,X,X,O,O,O
LJTSOZI,O,O,O,X,O,X,O,X,X,O,O,O
LJTZISO,O,O,O,O,O,X,O,O,X,X,X,X
LJTZIOS,X,O,X,O,O,X,X,O,X,X,X,O
LJTZSIO,O,O,O,O,O,X,O,O,X,X,O,X
LJTZSOI,O,O,O,O,O,X,O,O,O,O,O,O
LJTZOIS,X,O,X,O,O,X,O,O,O,O,X,O
LJTZOSI,X,O,X,O,O,X,O,O,O,O,X,O
LJTOISZ,X,X,O,X,O,X,O,X,X,O,X,O
LJTOIZS,X,X,X,X,O,X,O,O,O,O,X,O
LJTOSIZ,X,X,O,X,O,X,O,X,X,O,X,O
LJTOSZI,X,X,O,X,O,X,O,X,X,O,X,O
LJTOZIS,X,X,X,X,O,X,O,O,O,O,X,O
LJTOZSI,X,X,X,X,O,X,O,O,O,O,X,O
LJITSZO,O,X,O,X,O,X,O,O,X,X,X,X
LJITSOZ,O,X,O,X,O,X,O,X,X,O,X,X
LJITZSO,O,X,O,X,O,X,O,O,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,O,X,X,X,O
LJITOSZ,X,X,O,X,O,X,X,X,X,O,X,O
LJITOZS,X,X,X,X,O,X,X,O,X,O,X,O
LJISTZO,O,X,O,X,O,X,O,X,X,X,X,X
LJISTOZ,O,X,O,X,O,X,O,X,X,O,X,X
LJISZTO,O,X,O,X,O,X,O,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,O,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,O,X,X
LJIZTSO,X,X,O,X,O,X,O,O,X,X,X,X
LJIZTOS,X,X,X,X,O,X,X,O,X,X,X,O
LJIZSTO,X,X,O,X,O,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,O,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,O,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIZO,O,X,O,X,O,X,O,O,X,X,O,X
LJSTIOZ,O,O,O,X,O,X,O,X,X,O,O,X
LJSTZIO,O,O,O,X,O,X,O,O,X,X,O,X
LJSTZOI,O,O,O,X,O,X,O,O,X,O,O,O
LJSTOIZ,O,O,O,X,O,X,O,X,X,O,O,O
LJSTOZI,O,O,O,X,O,X,O,X,X,O,O,O
LJSITZO,O,X,O,X,O,X,O,X,X,X,O,X
LJSITOZ,O,X,O,X,O,X,O,X,X,O,O,X
LJSIZTO,O,X,O,X,O,X,O,X,X,X,O,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,O,X
LJSIOTZ,O,X,O,X,X,X,O,X,X,O,O,X
LJSIOZT,X,X,X,X,X,X,O,X,X,O,O,X
LJSZTIO,O,O,O,X,O,X,O,O,X,X,O,X
LJSZTOI,O,O,O,X,O,X,O,O,X,O,O,O
LJSZITO,O,O,O,X,O,X,O,X,X,X,O,X
LJSZIOT,X,O,X,X,X,X,X,X,X,X,O,X
LJSZOTI,X,O,X,X,X,X,O,X,X,O,O,X
LJSZOIT,X,O,X,X,X,X,O,X,X,O,O,X
LJSOTIZ,O,O,O,X,X,X,O,X,X,O,O,X
LJSOTZI,O,O,O,X,X,X,O,X,X,O,O,X
LJSOITZ,O,X,O,X,X,X,O,X,X,O,O,X
LJSOIZT,X,X,X,X,X,X,O,X,X,O,O,X
LJSOZTI,X,O,X,X,X,X,O,X,X,O,O,X
LJSOZIT,X,O,X,X,X,X,O,X,X,O,O,X
LJZTISO,X,O,O,O,O,X,O,O,X,X,X,X
LJZTIOS,X,O,X,O,O,X,X,O,X,X,X,O
LJZTSIO,X,O,O,O,O,X,O,O,X,X,O,X
LJZTSOI,X,O,O,O,O,X,O,O,O,O,O,O
LJZTOIS,X,O,X,O,O,X,O,O,O,O,X,O
LJZTOSI,X,O,X,O,O,X,O,O,O,O,X,O
LJZITSO,X,O,O,O,O,X,O,O,X,X,X,X
LJZITOS,X,O,X,O,O,X,X,O,X,X,X,O
LJZISTO,X,O,O,O,O,X,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,O,O,X,X,X,X,X,X,X
LJZIOST,X,O,X,O,X,X,X,X,X,X,X,X
LJZSTIO,X,O,O,O,O,X,X,O,X,X,O,X
LJZSTOI,X,O,O,O,O,X,X,O,O,O,O,O
LJZSITO,X,O,O,O,O,X,X,X,X,X,O,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJZSOTI,X,O,X,O,X,X,X,X,O,O,O,X
LJZSOIT,X,O,X,O,X,X,X,X,O,O,O,X
LJZOTIS,X,O,X,O,O,X,O,O,O,O,X,O
LJZOTSI,X,O,X,O,O,X,O,O,O,O,X,O
LJZOITS,X,O,X,O,O,X,O,O,O,O,X,X
LJZOIST,X,O,X,O,X,X,X,X,O,O,X,X
LJZOSTI,X,O,X,O,X,X,X,O,O,O,X,X
LJZOSIT,X,O,X,O,X,X,X,X,O,O,X,X
LJOTISZ,X,X,O,X,O,X,O,O,X,O,X,O
LJOTIZS,X,X,X,X,O,X,O,O,O,O,X,O
LJOTSIZ,X,X,O,O,O,X,O,O,X,O,X,O
LJOTSZI,X,X,O,O,O,X,O,O,X,O,X,O
LJOTZIS,X,X,X,O,O,X,O,O,O,O,X,O
LJOTZSI,X,X,X,O,O,X,O,O,O,O,X,O
LJOITSZ,X,X,O,X,O,X,O,O,X,O,X,X
LJOITZS,X,X,X,X,O,X,O,O,O,O,X,X
LJOISTZ,X,X,O,X,X,X,O,X,X,O,X,X
LJOISZT,X,X,X,X,X,X,O,X,X,O,X,X
LJOIZTS,X,X,X,X,O,X,O,O,O,O,X,X
LJOIZST,X,X,X,X,X,X,X,X,O,O,X,X
LJOSTIZ,X,X,O,X,X,X,O,O,X,O,X,X
LJOSTZI,X,X,O,X,X,X,O,O,X,O,X,X
LJOSITZ,X,X,O,X,X,X,O,X,X,O,X,X
LJOSIZT,X,X,X,X,X,X,O,X,X,O,X,X
LJOSZTI,X,X,X,X,X,X,O,O,X,O,X,X
LJOSZIT,X,X,X,X,X,X,O,X,X,O,X,X
LJOZTIS,X,X,X,O,O,X,O,O,O,O,X,O
LJOZTSI,X,X,X,O,O,X,O,O,O,O,X,O
LJOZITS,X,X,X,O,O,X,O,O,O,O,X,X
LJOZIST,X,X,X,O,X,X,X,X,O,O,X,X
LJOZSTI,X,X,X,O,X,X,X,O,O,O,X,X
LJOZSIT,X,X,X,O,X,X,X,X,O,O,X,X
LSTIJZO,O,X,O,O,X,X,O,O,X,X,O,X
LSTIJOZ,O,O,O,X,X,O,O,X,X,O,O,X
LSTIZJO,O,O,O,O,X,O,O,X,X,X,O,X
LSTIZOJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTIOJZ,O,O,O,X,X,O,O,X,X,X,O,X
LSTIOZJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTJIZO,O,X,O,O,X,X,O,O,X,X,O,X
LSTJIOZ,O,O,O,X,X,O,O,X,X,O,O,X
LSTJZIO,O,O,O,O,X,O,O,O,X,X,O,X
LSTJZOI,O,O,O,O,X,O,O,O,X,O,O,O
LSTJOIZ,O,O,O,X,X,O,O,X,X,O,O,O
LSTJOZI,O,O,O,X,X,O,O,X,X,O,O,O
LSTZIJO,O,O,O,O,X,O,O,X,X,X,O,X
LSTZIOJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTZJIO,O,O,O,O,X,O,O,O,X,X,O,X
LSTZJOI,O,O,O,O,X,O,O,O,X,O,O,O
LSTZOIJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTZOJI,O,O,O,O,X,O,O,X,X,X,O,X
LSTOIJZ,O,O,O,X,X,O,O,X,X,X,O,X
LSTOIZJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTOJIZ,O,O,O,X,X,O,O,X,X,O,O,X
LSTOJZI,O,O,O,X,X,O,O,X,X,O,O,X
LSTOZIJ,O,O,O,O,X,O,O,X,X,X,O,X
LSTOZJI,O,O,O,O,X,O,O,X,X,X,O,X
LSITJZO,O,X,O,X,X,X,O,X,X,X,O,X
LSITJOZ,O,O,O,X,X,O,O,X,X,O,O,X
LSITZJO,O,O,O,X,X,O,O,X,X,X,O,X
LSITZOJ,O,O,O,X,X,O,O,X,X,X,O,X
LSITOJZ,O,O,O,X,X,O,O,X,X,X,O,X
LSITOZJ,O,O,O,X,X,O,O,X,X,X,O,X
LSIJTZO,O,X,O,X,X,X,O,X,X,X,O,X
LSIJTOZ,O,X,O,X,X,X,O,X,X,O,O,X
LSIJZTO,O,X,O,X,X,X,O,X,X,X,O,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O,X
LSIJOTZ,O,X,O,X,X,X,O,X,X,O,O,X
LSIJOZT,O,X,X,X,X,X,O,X,X,O,O,X
LSIZTJO,O,O,O,X,X,O,O,X,X,X,O,X
LSIZTOJ,O,O,O,X,X,O,O,X,X,X,O,X
LSIZJTO,O,O,O,X,X,O,O,X,X,X,O,X
LSIZJOT,X,O,X,X,X,O,X,X,X,X,O,X
LSIZOTJ,X,O,O,X,X,O,X,X,X,X,O,X
LSIZOJT,X,O,X,X,X,O,X,X,X,X,O,X
LSIOTJZ,O,O,O,X,X,O,O,X,X,X,O,X
LSIOTZJ,O,O,O,X,X,O,O,X,X,X,O,X
LSIOJTZ,O,X,O,X,X,X,O,X,X,O,O,X
LSIOJZT,O,X,X,X,X,X,O,X,X,O,O,X
LSIOZTJ,O,O,O,X,X,O,O,X,X,X,O,X
LSIOZJT,O,O,X,X,X,O,O,X,X,X,O,X
LSJTIZO,O,X,O,X,X,X,O,O,X,X,O,X
LSJTIOZ,O,O,O,X,X,O,O,X,X,O,O,X
LSJTZIO,O,O,O,X,X,O,O,O,X,X,O,X
LSJTZOI,O,O,O,X,X,O,O,O,X,O,O,O
LSJTOIZ,O,O,O,X,X,O,O,X,X,O,O,O
LSJTOZI,O,O,O,X,X,O,O,X,X,O,O,O
LSJITZO,O,X,O,X,X,X,O,X,X,X,O,X
LSJITOZ,O,X,O,X,X,X,O,X,X,O,O,X
LSJIZTO,O,X,O,X,X,X,O,X,X,X,O,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O,X
LSJIOTZ,O,X,O,X,X,X,O,X,X,O,O,X
LSJIOZT,O,X,X,X,X,X,O,X,X,O,O,X
LSJZTIO,O,O,O,X,X,O,O,O,X,X,O,X
LSJZTOI,O,O,O,X,X,O,O,O,X,O,O,O
LSJZITO,O,O,O,X,X,X,O,X,X,X,O,X
LSJZIOT,X,O,X,X,X,X,X,X,X,X,O,X
LSJZOTI,X,O,X,X,X,O,O,X,X,O,O,X
LSJZOIT,X,O,X,X,X,X,O,X,X,O,O,X
LSJOTIZ,O,O,O,X,X,O,O,X,X,O,O,X
LSJOTZI,O,O,O,X,X,O,O,X,X,O,O,X
LSJOITZ,O,X,O,X,X,X,O,X,X,O,O,X
LSJOIZT,O,X,X,X,X,X,O,X,X,O,O,X
LSJOZTI,O,O,X,X,X,O,O,X,X,O,O,X
LSJOZIT,O,O,X,X,X,X,O,X,X,O,O,X
LSZTIJO,O,O,O,O,X,O,O,X,X,X,O,X
LSZTIOJ,O,O,O,O,X,O,O,X,X,X,O,X
LSZTJIO,O,O,O,O,X,O,O,O,X,X,O,X
LSZTJOI,O,O,O,O,X,O,O,O,X,O,O,O
LSZTOIJ,O,O,O,O,X,O,O,X,X,X,O,X
LSZTOJI,O,O,O,O,X,O,O,X,X,X,O,X
LSZITJO,O,O,O,O,X,O,O,X,X,X,O,X
LSZITOJ,O,O,O,O,X,O,O,X,X,X,O,X
LSZIJTO,O,O,O,X,X,O,O,X,X,X,O,X
LSZIJOT,X,O,X,X,X,O,X,X,X,X,O,X
LSZIOTJ,X,O,O,O,X,O,X,X,X,X,O,X
LSZIOJT,X,O,X,X,X,O,X,X,X,X,O,X
LSZJTIO,O,O,O,O,X,O,O,O,X,X,O,X
LSZJTOI,O,O,O,O,X,O,O,O,X,O,O,O
LSZJITO,O,O,O,O,X,O,O,X,X,X,O,X
LSZJIOT,X,O,X,O,X,O,X,X,X,X,O,X
LSZJOTI,X,O,X,O,X,O,O,X,X,O,O,X
LSZJOIT,X,O,X,O,X,O,O,X,X,O,O,X
LSZOTIJ,X,O,O,O,X,O,O,X,X,X,O,X
LSZOTJI,X,O,O,O,X,O,O,X,X,X,O,X
LSZOITJ,X,O,O,O,X,O,O,X,X,X,O,X
LSZOIJT,X,O,X,X,X,O,O,X,X,X,O,X
LSZOJTI,X,O,X,O,X,O,O,X,X,O,O,X
LSZOJIT,X,O,X,O,X,O,O,X,X,O,O,X
LSOTIJZ,O,O,O,O,X,O,O,X,X,X,O,X
LSOTIZJ,O,O,O,O,X,O,O,X,X,X,O,X
LSOTJIZ,O,O,O,O,X,O,O,X,X,O,O,X
LSOTJZI,O,O,O,O,X,O,O,X,X,O,O,X
LSOTZIJ,O,O,O,O,X,O,O,X,X,X,O,X
LSOTZJI,O,O,O,O,X,O,O,X,X,X,O,X
LSOITJZ,O,O,O,X,X,O,O,X,X,X,O,X
LSOITZJ,O,O,O,X,X,O,O,X,X,X,O,X
LSOIJTZ,O,X,O,X,X,X,O,X,X,O,O,X
LSOIJZT,O,X,X,X,X,X,O,X,X,O,O,X
LSOIZTJ,O,O,O,X,X,O,O,X,X,X,O,X
LSOIZJT,O,O,X,X,X,O,O,X,X,X,O,X
LSOJTIZ,O,O,O,X,X,O,O,X,X,O,O,X
LSOJTZI,O,O,O,X,X,O,O,X,X,O,O,X
LSOJITZ,O,X,O,X,X,X,O,X,X,O,O,X
LSOJIZT,O,X,X,X,X,X,O,X,X,O,O,X
LSOJZTI,O,O,X,X,X,O,O,X,X,O,O,X
LSOJZIT,O,O,X,X,X,X,O,X,X,O,O,X
LSOZTIJ,O,O,O,O,X,O,O,X,X,X,O,X
LSOZTJI,O,O,O,O,X,O,O,X,X,X,O,X
LSOZITJ,O,O,O,O,X,O,O,X,X,X,O,X
LSOZIJT,O,O,X,X,X,O,O,X,X,X,O,X
LSOZJTI,O,O,X,O,X,O,O,X,X,O,O,X
LSOZJIT,O,O,X,O,X,O,O,X,X,O,O,X
LZTIJSO,O,O,O,O,O,O,O,O,X,X,X,X
LZTIJOS,X,O,X,O,O,O,X,O,X,X,X,O
LZTISJO,O,O,O,O,O,O,O,X,X,X,X,X
LZTISOJ,O,O,O,O,X,O,O,X,X,X,X,X
LZTIOJS,X,X,X,O,X,X,O,X,X,X,X,X
LZTIOSJ,O,O,X,O,X,O,O,X,X,X,X,X
LZTJISO,O,O,O,O,O,O,O,O,X,X,X,X
LZTJIOS,X,O,X,O,O,O,X,O,X,X,X,O
LZTJSIO,O,O,O,O,O,O,O,O,X,X,O,X
LZTJSOI,O,O,O,O,O,O,O,O,O,O,O,O
LZTJOIS,X,O,X,O,O,O,O,O,O,O,X,O
LZTJOSI,X,O,X,O,O,O,O,O,O,O,X,O
LZTSIJO,O,O,O,O,X,O,O,X,X,X,O,X
LZTSIOJ,O,O,O,O,X,O,O,X,X,X,O,X
LZTSJIO,O,O,O,O,O,O,O,O,X,X,O,X
LZTSJOI,O,O,O,O,O,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,X,O,O,X,X,X,O,X
LZTSOJI,O,O,O,O,X,O,O,X,X,X,O,X
LZTOIJS,X,X,X,O,X,X,O,X,X,X,X,X
LZTOISJ,O,O,X,O,X,O,O,X,X,X,X,X
LZTOJIS,X,O,X,O,X,O,O,O,X,X,X,O
LZTOJSI,X,O,X,O,X,O,O,O,X,X,X,O
LZTOSIJ,O,O,X,O,X,O,O,X,X,X,X,X
LZTOSJI,O,O,X,O,X,O,O,X,X,X,X,X
LZITJSO,O,O,O,O,O,O,O,O,X,X,X,X
LZITJOS,X,O,X,O,O,X,X,O,X,X,X,O
LZITSJO,O,O,O,O,O,O,O,X,X,X,X,X
LZITSOJ,O,O,O,O,X,O,O,X,X,X,X,X
LZITOJS,X,X,X,O,X,X,O,X,X,X,X,X
LZITOSJ,O,O,X,O,X,O,O,X,X,X,X,X
LZIJTSO,X,O,O,O,O,O,O,O,X,X,X,X
LZIJTOS,X,O,X,O,O,O,X,O,X,X,X,O
LZIJSTO,X,O,O,O,O,O,X,X,X,X,X,X
LZIJSOT,X,O,X,O,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,O,O,X,X,X,X,X,X,X
LZIJOST,X,O,X,O,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,O,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,O,X,O,O,X,X,X,X,X
LZISJTO,O,O,O,X,X,O,O,X,X,X,X,X
LZISJOT,X,O,X,X,X,O,X,X,X,X,X,X
LZISOTJ,X,O,O,O,X,O,X,X,X,X,X,X
LZISOJT,X,O,X,X,X,O,X,X,X,X,X,X
LZIOTJS,X,X,X,O,X,X,O,X,X,X,X,X
LZIOTSJ,X,O,X,O,X,X,O,X,X,X,X,X
LZIOJTS,X,X,X,O,X,X,O,X,X,X,X,X
LZIOJST,X,X,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,O,X,O,X,X,O,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,O,O,O,O,O,O,X,X,X,X
LZJTIOS,X,O,X,O,O,O,X,O,X,X,X,O
LZJTSIO,X,O,O,O,O,O,O,O,X,X,O,X
LZJTSOI,X,O,O,O,O,O,O,O,O,O,O,O
LZJTOIS,X,O,X,O,O,O,O,O,O,O,X,O
LZJTOSI,X,O,X,O,O,O,O,O,O,O,X,O
LZJITSO,X,O,O,O,O,O,O,O,X,X,X,X
LZJITOS,X,O,X,O,O,O,X,O,X,X,X,O
LZJISTO,X,O,O,O,O,O,X,X,X,X,X,X
LZJISOT,X,O,X,O,X,O,X,X,X,X,X,X
LZJIOTS,X,O,X,O,O,X,X,X,X,X,X,X
LZJIOST,X,O,X,O,X,X,X,X,X,X,X,X
LZJSTIO,X,O,O,O,O,O,X,O,X,X,O,X
LZJSTOI,X,O,O,O,O,O,X,O,O,O,O,O
LZJSITO,X,O,O,O,O,O,X,X,X,X,O,X
LZJSIOT,X,O,X,O,X,O,X,X,X,X,O,X
LZJSOTI,X,O,X,O,X,O,X,X,O,O,O,X
LZJSOIT,X,O,X,O,X,O,X,X,O,O,O,X
LZJOTIS,X,O,X,O,O,X,O,O,O,O,X,O
LZJOTSI,X,O,X,O,O,X,O,O,O,O,X,O
LZJOITS,X,O,X,O,O,X,O,O,O,O,X,X
LZJOIST,X,O,X,O,X,X,X,X,O,O,X,X
LZJOSTI,X,O,X,O,X,X,X,O,O,O,X,X
LZJOSIT,X,O,X,O,X,X,X,X,O,O,X,X
LZSTIJO,O,O,O,O,X,O,O,X,X,X,O,X
LZSTIOJ,O,O,O,O,X,O,O,X,X,X,O,X
LZSTJIO,O,O,O,O,X,O,O,O,X,X,O,X
LZSTJOI,O,O,O,O,X,O,O,O,O,O,O,O
LZSTOIJ,O,O,O,O,X,O,O,X,X,X,O,X
LZSTOJI,O,O,O,O,X,O,O,X,X,X,O,X
LZSITJO,O,O,O,O,X,O,O,X,X,X,O,X
LZSITOJ,O,O,O,O,X,O,O,X,X,X,O,X
LZSIJTO,O,O,O,X,X,O,O,X,X,X,O,X
LZSIJOT,X,O,X,X,X,O,X,X,X,X,O,X
LZSIOTJ,X,O,O,O,X,O,X,X,X,X,O,X
LZSIOJT,X,O,X,X,X,O,X,X,X,X,O,X
LZSJTIO,O,O,O,O,X,O,O,O,X,X,O,X
LZSJTOI,O,O,O,O,X,O,O,O,O,O,O,O
LZSJITO,O,O,O,O,X,O,O,X,X,X,O,X
LZSJIOT,X,O,X,O,X,O,X,X,X,X,O,X
LZSJOTI,X,O,X,O,X,O,O,X,O,O,O,X
LZSJOIT,X,O,X,O,X,O,O,X,O,O,O,X
LZSOTIJ,X,O,O,O,X,O,O,X,X,X,O,X
LZSOTJI,X,O,O,O,X,O,O,X,X,X,O,X
LZSOITJ,X,O,O,O,X,O,O,X,X,X,O,X
LZSOIJT,X,O,X,X,X,O,O,X,X,X,O,X
LZSOJTI,X,O,X,O,X,O,O,X,O,O,O,X
LZSOJIT,X,O,X,O,X,O,O,X,O,O,O,X
LZOTIJS,X,X,X,O,X,X,O,O,X,X,X,X
LZOTISJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOTJIS,X,O,X,O,X,X,O,O,X,X,X,O
LZOTJSI,X,O,X,O,X,X,O,O,X,X,X,O
LZOTSIJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOTSJI,X,O,X,O,X,X,O,O,X,X,X,X
LZOITJS,X,X,X,O,X,X,O,O,X,X,X,X
LZOITSJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOIJTS,X,X,X,O,X,X,O,O,X,X,X,X
LZOIJST,X,X,X,O,X,X,X,X,X,X,X,X
LZOISTJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOISJT,X,X,X,X,X,X,O,X,X,X,X,X
LZOJTIS,X,O,X,O,X,X,O,O,O,O,X,O
LZOJTSI,X,O,X,O,X,X,O,O,O,O,X,O
LZOJITS,X,O,X,O,X,X,O,O,O,O,X,X
LZOJIST,X,O,X,O,X,X,X,X,O,O,X,X
LZOJSTI,X,O,X,O,X,X,X,O,O,O,X,X
LZOJSIT,X,O,X,O,X,X,X,X,O,O,X,X
LZOSTIJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOSTJI,X,O,X,O,X,X,O,O,X,X,X,X
LZOSITJ,X,O,X,O,X,X,O,X,X,X,X,X
LZOSIJT,X,O,X,X,X,X,O,X,X,X,X,X
LZOSJTI,X,O,X,O,X,X,O,O,O,O,X,X
LZOSJIT,X,O,X,O,X,X,O,X,O,O,X,X
LOTIJSZ,O,X,O,X,X,X,O,O,X,X,X,X
LOTIJZS,O,X,X,X,X,X,O,O,X,X,X,X
LOTISJZ,O,O,O,O,X,X,O,O,X,X,X,X
LOTISZJ,O,O,O,O,X,X,O,X,X,X,X,X
