sequence,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBlmBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBimBlmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFOmBSoBzmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB1nB6oB2rB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBlmBToBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFSoBmmBTmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFXjBzmBStBlqBOr?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB6sBToB2rB0q?BFtB,v115@HhD8FeB8HeC8BeB8BeA8JeUBJvhFRiBSoBVsBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF1nBTmBStBmmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+oBlmB3nBimB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8JeRBJvhF1nB0mBStBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Je3BJvhFlnBctBmkBRrBzq?BCtB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhFXjBStBmkBRrBzq?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhF0iBStBmkBRrBzq?BXtB
TJZSOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZSOLI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZOILS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZOLIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZOSLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJOILSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOILZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOIZSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJOSZLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJOZILS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSILJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSILZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSILZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSILOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIJLZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJZLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSIZJLO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLIJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLIZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSLIOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLJIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLJIOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLJZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLJZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLZIJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLZIOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSLZJIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLZJOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLZOIJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSLZOJI,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSLOIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLOZJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJILZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJILOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJIOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSJLZOI,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSJLOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJZIOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJZLIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJZLOI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJZOIL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJZOLI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSJOZLI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZILJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZLIOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZLJOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZLOJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZJILO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZJLOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZOLJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOLIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOLJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOLJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOLZIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOLZJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOJILZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZLJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZILJOS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZILSJO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TZILSOJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
TZILOJS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZILOSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
TZIJLSO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZIJLOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIJSLO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TZIJSOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZIJOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOSL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZISLJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
TZISLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZISJLO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZISJOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZISOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZISOJL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
TZIOLJS,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X
TZIOLSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TZIOJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
TZIOSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZIOSJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TZLIJSO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZLIJOS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZLISJO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLISOJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
TZLIOJS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZLIOSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
TZLJISO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZLJIOS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZLJSIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZLJSOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TZLJOIS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZLJOSI,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZLSIJO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLSIOJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
TZLSJIO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLSJOI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TZLSOIJ,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X
TZLSOJI,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X
TZLOIJS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZLOISJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
TZLOJIS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZLOJSI,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZLOSIJ,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X
TZLOSJI,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X
TZJILSO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZJILOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJISLO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TZJISOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZJIOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOSL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZJLISO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZJLIOS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
TZJLSIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZJLSOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TZJLOIS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
TZJLOSI,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
TZJSILO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZJSIOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZJSLIO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZJSLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZJSOIL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZJSOLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TZJOILS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOISL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZJOLIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOLSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOSIL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZJOSLI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSILJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
TZSILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSIJLO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZSIJOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZSIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSIOJL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSLIJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
TZSLIOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSLJIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
TZSLJOI,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TZSLOIJ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TZSLOJI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TZSJILO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZSJIOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZSJLIO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
TZSJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSJOIL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZSJOLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSOILJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSOIJL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSOLJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSOJIL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSOJLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOILJS,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X
TZOILSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TZOIJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOIJSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
TZOISLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOLIJS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZOLISJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
TZOLJIS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZOLJSI,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
TZOLSIJ,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X
TZOLSJI,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X
TZOJILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOJISL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
TZOJLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOJLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOJSIL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
TZOJSLI,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
TZOSILJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZOSIJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOSLIJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZOSLJI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZOSJIL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOSJLI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TOILJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOILJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOILSJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOILSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOILZJS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TOILZSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TOIJLSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOIJLZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOIJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOIJSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOIJZLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOIJZSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOISLJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TOISLZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOISJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOISJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOISZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZLJS,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TOIZLSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TOIZJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOIZJSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOIZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZSJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOLIJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLIJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLISJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLISZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLIZJS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TOLIZSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TOLJISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLJIZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLJSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLJSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLJZIS,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X
TOLJZSI,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X
TOLSIJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLSIZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLSJIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLSJZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLSZIJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TOLSZJI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TOLZIJS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TOLZISJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TOLZJIS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TOLZJSI,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TOLZSIJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
TOLZSJI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
TOJILSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJILZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJISLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJISZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJIZLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJIZSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJLISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJLIZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJLSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJLSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJLZIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TOJLZSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TOJSILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJSIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJSLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJSLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJSZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TOJSZLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TOJZILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZISL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZSIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZSLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOSILJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TOSILZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TOSIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
