sequence,v115@FhB8HeB8HeB8CeA8AeE8Jem/IvhFtlBxhBKpBfqBcr?BTsB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhFUgBzhB+nBqpBNr?B3qB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFxgBTiBNpBarBWs?BXqB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhF3gBzhB+nBqpBNr?BUqB,v115@FhB8HeB8HeB8CeA8AeE8Je2EJvhFRgBfnB6nBcqBNr?BTpB,v115@FhB8HeB8HeB8CeA8AeE8Jei/IvhFtlBxhBcrBTnBmp?B3pB,v115@FhB8HeB8HeB8CeA8AeE8Je/EJvhFalBtlBxhBcrBTn?B2uB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFSmBTiBNpBXqBxr?BmqB,v115@FhB8HeB8HeB8CeA8AeE8Je3AJvhFzhB+nBNrBxpB0p?BipB,v115@FhB8HeB8HeB8CeA8AeE8JeZFJvhFUhB9nBOpBfrB6p?BzrB,v115@FhB8HeB8HeB8CeA8AeE8JetFJvhFxhBikBcrBTnB3p?BmpB,v115@FhB8HeB8HeB8CeA8AeE8JeXAJvhFCiBTnB0pBxqBOp?BdrB,v115@FhB8HeB8HeB8CeA8AeE8Je/EJvhFRgBSnBTlBNrBUn?B2uB,v115@FhB8HeB8HeB8CeA8AeE8Je2EJvhFtlBxhBcrBTnB3k?ByuB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhFtkBCiBUmBTnBXq?BmqB,v115@FhB8HeB8HeB8CeA8AeE8JezBJvhF+nBxkBNrB3lB0p?BipB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFxhBKpBGmBTnBdq?BfrB,v115@FhB8HeB8HeB8CeA8AeE8JezBJvhF+nB/pBRlBcqBNr?BipB
JOTSILZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
JOTSIZL,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
JOTSLIZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOTSLZI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTSZIL,X,X,O,X,O,O,O,X,O,O,O,X,O,X,X,O,X,X
JOTSZLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTZILS,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X
JOTZISL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X
JOTZLIS,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X
JOTZLSI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
JOTZSIL,X,X,O,X,O,O,O,X,O,X,O,X,O,X,X,O,X,X
JOTZSLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITLZS,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
JOITZLS,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
JOITZSL,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
JOILTSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X
JOILZST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOISTLZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOISTZL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O
JOISLTZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOISLZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,O
JOISZLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOIZTLS,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,O,X,X
JOIZTSL,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X
JOIZLTS,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
JOIZLST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOIZSTL,X,X,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X
JOIZSLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOLTISZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLTIZS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JOLTSIZ,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOLTSZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
JOLTZIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
JOLTZSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
JOLITSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLISTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X
JOLIZST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLSTZI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
JOLSITZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLSIZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
JOLSZIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
JOLZTSI,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
JOLZITS,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X
JOLZIST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOLZSTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X
JOLZSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSTILZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
JOSTIZL,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,O
JOSTLIZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSTLZI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOSTZIL,X,X,O,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X
JOSTZLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
JOSITLZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOSITZL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O
JOSILTZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOSILZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,O
JOSIZLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSLTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOSLITZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOSLIZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
JOSLZIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,O,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X
JOSZTLI,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X
JOSZITL,X,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,O
JOSZILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
JOSZLIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZTILS,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X
JOZTISL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X
JOZTLIS,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X
JOZTLSI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZTSIL,X,X,O,X,O,O,O,X,O,X,O,X,O,X,X,O,X,X
JOZTSLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOZITLS,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X
JOZITSL,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X
JOZILTS,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X
JOZILST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZISTL,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
JOZISLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZLTIS,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X
JOZLTSI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X
JOZLITS,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O,X
JOZLIST,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZLSTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X
JOZLSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSTIL,X,X,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X
JOZSTLI,X,X,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X
JOZSITL,X,X,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O
JOZSILT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZSLTI,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
JOZSLIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STILJZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STILZJO,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STILOJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STIJLZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STIJLOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
STIJOLZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STIJOZL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O
STIZLJO,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STIZJLO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
STIZOLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STIZOJL,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STIOLJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STIOJLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STIOZJL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STLIJZO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIZOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STLIOJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STLJIZO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X
STLJOIZ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STLJOZI,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZIOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STLZJIO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STLZOJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STLOIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOJZI,O,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STLOZJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STJILZO,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJIZLO,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X
STJIOLZ,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O
STJIOZL,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,X,X,O
STJLIZO,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJLZIO,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLZOI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJLOIZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STJLOZI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJZILO,X,X,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X
STJZLIO,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJZOIL,X,X,O,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X
STJZOLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
STJOILZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
STJOIZL,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,O
STJOLIZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STJOLZI,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJOZIL,X,X,O,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X
STJOZLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
STZILJO,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STZIJLO,X,X,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X
STZIOLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STZIOJL,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STZLIJO,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STZLJIO,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
STZLOIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STZLOJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STZJILO,X,X,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X
STZJLIO,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,O,O,O,X,O,O,O,X,X,X,O,O,X,X
STZJOLI,X,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X
STZOILJ,O,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STZOIJL,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
STZOLIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STZOLJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STZOJIL,X,X,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STZOJLI,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X
STOILJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STOIJLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
STOIZLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STOIZJL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STOLIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLJZI,O,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X
STOLZIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STOLZJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STOJILZ,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOJIZL,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
STOJLIZ,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOJLZI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STOJZIL,X,X,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X
STOJZLI,X,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
STOZILJ,O,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STOZIJL,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
STOZLIJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
STOZLJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
STOZJIL,X,X,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STOZJLI,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X
SITLJZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITLOJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITJLZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SITJLOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
SITJOLZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
SITJOZL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O
SITZLJO,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITZJLO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SITZOLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITZOJL,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
SITOLJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITOJLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITOZJL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
SILTJZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SILTOJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SILJTZO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SILJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SILZJTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOTJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SILOJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTLZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
SIJTOLZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
SIJTOZL,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O
SIJLTZO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJLOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SIJZLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJOTZL,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O
SIJOLTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJOLZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
